_runtime,charts/episodic_return,losses/approx_kl,losses/value_loss,losses/entropy,losses/explained_variance,charts/learning_rate,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,charts/episodic_length,_step,charts/SPS,global_step,_timestamp
26.85303544998169,,,,,,,,,,,0,,0,1763260083.1079614
27.817833423614502,19.0,,,,,,,,,19.0,7,,216,1763260084.0727594
28.43474245071411,39.0,,,,,,,,,39.0,33,,770,1763260084.6896684
28.683717727661133,110.0,,,,,,,,,110.0,41,,1068,1763260084.9386437
28.842086791992188,17.0,,,,,,,,,17.0,47,,1249,1763260085.0970128
29.544161796569824,,6.92661851644516e-05,279.6327209472656,0.6585485935211182,0.011003434658050537,0.00029900154913775623,0.002595800906419754,0.0,-0.0001581236720085144,,64,953.0,1792,1763260085.7990878
29.88953185081482,30.0,,,,,,,,,30.0,74,,2160,1763260086.1444578
30.14769434928894,30.0,,,,,,,,,30.0,77,,2227,1763260086.4026203
31.30904722213745,201.0,,,,,,,,,201.0,88,,2849,1763260087.5639732
32.88432836532593,,0.0006018020212650299,133.37576293945312,0.6223414540290833,0.11616295576095581,0.0002978494740091264,0.0052121784538030624,0.0,-0.00273088738322258,,102,711.0,3712,1763260089.1392543
32.98360991477966,106.0,,,,,,,,,106.0,104,,3824,1763260089.238536
36.28688645362854,,5.9582293033599854e-05,152.7989044189453,0.6032136678695679,0.21198713779449463,0.00029677420388907194,-0.0014050435274839401,0.0,0.001344345510005951,,133,638.0,5504,1763260092.5418124
38.393895864486694,106.0,,,,,,,,,106.0,147,,6401,1763260094.6488218
38.69384050369263,,0.0016892729327082634,100.33736419677734,0.6092621684074402,0.18845099210739136,0.0002961597638204694,-0.003757529892027378,0.0,0.020827975124120712,,149,591.0,6528,1763260094.9487665
38.74232578277588,88.0,,,,,,,,,88.0,150,,6561,1763260094.9972517
39.424819231033325,106.0,,,,,,,,,106.0,155,,6812,1763260095.6797452
39.714725494384766,,6.002373993396759e-05,136.50924682617188,0.630242645740509,0.17155158519744873,0.0002959293487947434,0.0012720189988613129,0.0,-0.0021290630102157593,,157,573.0,6912,1763260095.9696515
41.89161252975464,,7.42301344871521e-05,195.6751251220703,0.5715057253837585,0.2371501922607422,0.0002953917137347162,-0.0008032359182834625,0.0,0.00044462457299232483,,172,548.0,7808,1763260098.1465385
44.71227312088013,,0.00010972097516059875,58.397769927978516,0.5571061372756958,0.7403296232223511,0.00029454685864038765,0.004106048494577408,0.0,-0.002934873104095459,,195,540.0,9216,1763260100.967199
45.49401497840881,82.0,,,,,,,,,82.0,203,,9650,1763260101.748941
46.66305494308472,112.0,,,,,,,,,112.0,213,,10322,1763260102.917981
47.113401889801025,,1.5990808606147766e-05,68.30000305175781,0.5771675705909729,-0.016979575157165527,0.00029377880855463445,-0.00016923435032367706,0.0,0.0004264507442712784,,217,539.0,10496,1763260103.3683279
48.169384479522705,77.0,,,,,,,,,77.0,228,,11127,1763260104.4243104
48.82873868942261,161.0,,,,,,,,,161.0,233,,11437,1763260105.0836647
50.64140176773071,84.0,,,,,,,,,84.0,251,,12411,1763260106.8963277
51.58224630355835,109.0,,,,,,,,,109.0,259,,12892,1763260107.8371723
52.283090591430664,,2.1743588149547577e-05,70.86470794677734,0.6019845008850098,0.41884899139404297,0.0002921659033745527,-0.003439909778535366,0.0,0.0002535618841648102,,265,535.0,13184,1763260108.5380166
53.26782536506653,,7.203221321105957e-05,72.22975158691406,0.5867103338241577,0.7200881838798523,0.00029185868334025145,0.0002681352198123932,0.0,0.0004713386297225952,,273,534.0,13696,1763260109.5227513
53.32540702819824,119.0,,,,,,,,,119.0,274,,13806,1763260109.580333
55.41882252693176,,1.8511898815631866e-05,43.819114685058594,0.6074893474578857,0.48176950216293335,0.00029116743826307356,-0.0010437024757266045,0.0,-0.00011035613715648651,,292,534.0,14848,1763260111.6737485
58.777915716171265,75.0,,,,,,,,,75.0,321,,16715,1763260115.0328417
59.37818217277527,55.0,,,,,,,,,55.0,327,,17020,1763260115.6331081
