losses/entropy,charts/episodic_length,_step,charts/SPS,losses/value_loss,losses/explained_variance,global_step,losses/clipfrac,losses/policy_loss,charts/learning_rate,losses/approx_kl,losses/old_approx_kl,_runtime,_timestamp,charts/episodic_return
,315.0,481,,,,31494,,,,,,83.1711688041687,1763260139.4270177,315.0
0.545775294303894,,490,565.0,58.64052200317383,0.017022550106048584,32384,0.0,-0.0005521699786186218,0.0002806451520882547,3.275461494922638e-06,-2.202484756708145e-05,84.64097714424133,1763260140.896826,
0.5749726295471191,,504,566.0,132.92051696777344,-0.2774772644042969,33664,0.0,-0.0004953518509864807,0.0002798771020025015,1.1644326150417328e-05,-0.0013168985024094582,86.77224397659302,1763260143.0280929,
0.5918135046958923,,515,568.0,87.76718139648438,-5.5977373123168945,34688,0.0,-0.0009666308760643005,0.0002792626619338989,0.0006425874307751656,0.00019696447998285294,88.43105673789978,1763260144.6869056,
0.5387832522392273,,530,570.0,39.41930389404297,0.026871144771575928,36096,0.0,0.0020544975996017456,0.0002784178068395704,3.1896866858005524e-05,0.0006788028404116631,90.66998553276062,1763260146.9258344,
,263.0,539,,,,36905,,,,,,91.92157578468323,1763260148.1774247,263.0
0.5281301140785217,,547,573.0,29.899560928344727,-0.012775301933288574,37760,0.0,-0.0014356598258018494,0.00027741934172809124,0.000250120647251606,-0.003025487996637821,93.2846531867981,1763260149.540502,
0.5706709027290344,,555,573.0,89.74141693115234,0.0788450837135315,38528,0.0,-0.0030385926365852356,0.0002769585116766393,0.00011532939970493317,-0.0019800420850515366,94.52301788330078,1763260150.7788668,
0.5484960675239563,,559,574.0,147.17324829101562,0.40604275465011597,38912,0.0,-0.010061442852020264,0.00027672809665091336,0.001663808710873127,0.017453335225582123,95.1454725265503,1763260151.4013214,
,381.0,568,,,,39705,,,,,,96.36444926261902,1763260152.6202981,381.0
0.5373631715774536,,595,577.0,23.639806747436523,0.008755624294281006,42240,0.0,-0.0016787368804216385,0.0002747311955317855,4.9291178584098816e-05,0.001983264461159706,100.5095043182373,1763260156.7653532,
0.5332122445106506,,612,579.0,19.773317337036133,0.08402907848358154,43904,0.0,-0.00044880062341690063,0.0002737327304203063,2.540089190006256e-05,0.00043194182217121124,103.12885069847107,1763260159.3846996,
0.5399099588394165,,614,579.0,300.7655944824219,0.009252607822418213,44032,0.0,-0.002702385187149048,0.000273655925411731,8.758436888456345e-05,-0.0012385332956910133,103.3667664527893,1763260159.6226153,
0.5534421801567078,,630,581.0,15.812438011169434,0.15474551916122437,45696,0.0,-0.002328731119632721,0.00027265746030025184,3.938097506761551e-05,-0.0013773133978247643,106.03116464614868,1763260162.2870135,
,500.0,636,,,,46248,,,,,,106.85308289527893,1763260163.1089318,500.0
0.528863251209259,,640,581.0,15.835199356079102,-0.1293712854385376,46592,0.0,0.00011231005191802979,0.0002721198252402246,4.794448614120483e-06,0.0006014630198478699,107.45387077331543,1763260163.7097197,
0.5448635220527649,,650,582.0,302.41705322265625,0.06891828775405884,47488,0.0,-0.00476088747382164,0.00027158219018019736,3.688689321279526e-05,0.0014201877638697624,108.93967890739441,1763260165.1955278,
0.5139381885528564,,664,583.0,310.1253662109375,0.10797923803329468,48768,0.0,-0.005006849765777588,0.00027081414009444416,0.0002822205424308777,0.007238252088427544,111.0145194530487,1763260167.2703683,
0.5419983863830566,,684,584.0,17.939918518066406,-8.553923606872559,50688,0.0,-0.004773534834384918,0.00026966206496581435,0.0002489537000656128,-0.002197694033384323,114.18356513977051,1763260170.439414,
0.49548637866973877,,689,584.0,10.286234855651855,-0.0511094331741333,51200,0.0,0.0005204752087593079,0.00026935484493151307,0.0005119843408465385,-0.005891046486794949,115.01897239685059,1763260171.2748213,
0.5201207399368286,,698,584.0,10.61167049407959,-0.00460362434387207,51968,0.0,-0.0003554411232471466,0.00026889401488006115,4.636961966753006e-05,0.001364392228424549,116.3570806980133,1763260172.6129296,
0.5273886919021606,,702,584.0,11.506853103637695,-0.2237842082977295,52352,0.0,-0.0003692358732223511,0.0002686635998543352,2.561137080192566e-06,0.00013647973537445068,116.9849750995636,1763260173.240824,
0.5644789338111877,,707,584.0,12.69121265411377,-1.6798763275146484,52864,0.0,-0.0001486465334892273,0.0002683563798200339,0.000598161481320858,0.00017458293586969376,117.77706408500671,1763260174.032913,
,495.0,729,,,,55015,,,,,,121.17445588111877,1763260177.4303048,495.0
0.49724292755126953,,757,586.0,6.545169830322266,-0.6870408058166504,57600,0.0,0.0023745521903038025,0.00026551459450274706,7.710512727499008e-05,-0.0015169335529208183,125.62348318099976,1763260181.879332,
0.4975380599498749,,762,586.0,4.163401126861572,0.023592054843902588,58112,0.0,-0.0009240135550498962,0.0002652073744684458,0.0004858067259192467,0.002666846849024296,126.48814678192139,1763260182.7439957,
0.42929548025131226,,767,586.0,3.8587820529937744,0.545586109161377,58624,0.0,-0.003173012286424637,0.0002649001544341445,0.0001766914501786232,0.00225046556442976,127.37694668769836,1763260183.6327956,
0.3980766236782074,,775,586.0,515.041015625,-0.008085370063781738,59392,0.04296875,-0.005435779690742493,0.0002644393243826926,0.004774392582476139,0.026165494695305824,128.6712851524353,1763260184.927134,
,395.0,788,,,,60750,,,,,,130.8157093524933,1763260187.0715582,395.0
0.4233360290527344,,797,586.0,1.8690358400344849,0.008209049701690674,61696,0.0,0.0009633973240852356,0.0002630568342283368,0.000201493501663208,-0.003414297476410866,132.5140962600708,1763260188.7699451,
0.4450589418411255,,806,586.0,1.4865455627441406,0.08151930570602417,62592,0.0,-0.0012736022472381592,0.00026251919916830957,2.3174099624156952e-05,0.0010691294446587563,134.08328700065613,1763260190.339136,
0.48430317640304565,,815,586.0,1.1206941604614258,-0.09220373630523682,63488,0.0,5.1625072956085205e-05,0.00026198156410828233,0.00019939616322517395,-0.0018304232507944107,135.60341477394104,1763260191.8592637,
0.5149458050727844,,863,587.0,0.09356293082237244,0.3178619146347046,68352,0.0,-0.017095591872930527,0.00025906297378242016,0.0009610308334231377,0.002733278088271618,143.707279920578,1763260199.9631288,
0.5102355480194092,,872,587.0,625.517333984375,0.0008649826049804688,69248,0.0,-0.00048822909593582153,0.0002585253387223929,0.0005439184606075287,0.0006462987512350082,145.17181634902954,1763260201.4276652,
,500.0,876,,,,69696,,,,,,145.8273003101349,1763260202.0831492,500.0
0.47994279861450195,,916,589.0,0.003062246832996607,-0.8008238077163696,73728,0.0,-0.013857468962669373,0.0002558371634222567,0.0016669975593686104,0.0060910796746611595,152.46682715415955,1763260208.722676,
0.4148090183734894,,922,589.0,7.73785068304278e-05,0.02386242151260376,74368,0.001953125,-0.011758996173739433,0.0002554531383793801,0.003180163912475109,0.011568115092813969,153.51600646972656,1763260209.7718554,
0.4592747092247009,,930,589.0,0.0035017007030546665,0.0880964994430542,75136,0.0,0.00014664605259895325,0.0002549923083279282,0.0005668671801686287,-0.004303307272493839,154.76823258399963,1763260211.0240815,
,500.0,938,,,,75982,,,,,,156.05191254615784,1763260212.3077614,500.0
0.3916552662849426,,941,590.0,0.00040287591400556266,0.08204954862594604,76288,0.0,-0.004729188978672028,0.0002543010632507503,0.00013625063002109528,-0.006830181926488876,156.63049793243408,1763260212.8863468,
0.3842238485813141,,942,590.0,0.00019000269821844995,-0.7162851095199585,76416,0.005859375,0.0034577660262584686,0.000254224258242175,0.0021058637648820877,0.0003614034503698349,156.82223272323608,1763260213.0780816,
,500.0,948,,,,76982,,,,,,157.6925072669983,1763260213.9483562,500.0
0.37015923857688904,,974,591.0,0.003639218397438526,0.012238621711730957,79616,0.0,-0.001938866451382637,0.000252304133027792,0.0003093825653195381,-0.005642552860081196,162.0083999633789,1763260218.2642488,
0.3177250623703003,,980,591.0,0.0010539036011323333,0.04018300771713257,80256,0.0,0.00048167258501052856,0.00025192013708874583,3.990344703197479e-05,-0.005741847679018974,163.0269148349762,1763260219.2827637,
0.39936602115631104,,985,591.0,0.0009245866676792502,-0.15941119194030762,80768,0.00390625,-0.00022055208683013916,0.00025161291705444455,0.001100136898458004,-0.00286958459764719,163.82981371879578,1763260220.0856626,
0.35165417194366455,,995,592.0,0.0007063900702632964,0.4234018921852112,81792,0.013671875,-0.024012509733438492,0.000250998476985842,0.0065333303064107895,0.03689173609018326,165.4884705543518,1763260221.7443194,
,500.0,997,,,,81982,,,,,,165.73522877693176,1763260221.9910777,500.0
,202.0,1015,,,,83676,,,,,,168.54710960388184,1763260224.8029585,202.0
,148.0,1020,,,,84043,,,,,,169.2075493335724,1763260225.4633982,148.0
0.380140483379364,,1031,592.0,272.6053771972656,0.3291894793510437,84992,0.0,-0.01678575947880745,0.000249078351771459,0.0008733673021197319,0.004942144267261028,170.9084279537201,1763260227.1642768,
0.4461965262889862,,1050,591.0,419.44378662109375,0.4891519546508789,86400,0.02734375,0.017658069729804993,0.00024823349667713046,0.008892804384231567,-0.007357255555689335,173.45191383361816,1763260229.7077627,
0.40804004669189453,,1053,591.0,4.225064754486084,0.82950758934021,86656,0.001953125,-0.0025945138186216354,0.0002480798866599798,0.0010581295937299728,-0.007447835057973862,173.86840558052063,1763260230.1242545,
0.4085797965526581,,1058,591.0,13.61640739440918,0.9437662363052368,87040,0.005859375,0.009305471554398537,0.00024784947163425386,0.0012876875698566437,0.010813187807798386,174.53527855873108,1763260230.7911274,
0.42902839183807373,,1083,589.0,42.7557373046875,0.8914853930473328,88832,0.001953125,0.005507448688149452,0.0002467742015141994,0.0008941572159528732,-0.0020067058503627777,178.00885343551636,1763260234.2647023,
0.3477950096130371,,1091,589.0,120.57952880859375,0.9022402167320251,89344,0.0,0.00021469593048095703,0.0002464669814798981,0.00021546054631471634,-0.0006740326061844826,178.9260721206665,1763260235.181921,
0.39428195357322693,,1106,589.0,9.459720611572266,0.9763135313987732,90496,0.0,-0.004734829068183899,0.0002457757364027202,0.00016364455223083496,0.0015509910881519318,180.88280200958252,1763260237.138651,
,220.0,1118,,,,91405,,,,,,182.4092915058136,1763260238.6651404,220.0
,120.0,1125,,,,92023,,,,,,183.314861536026,1763260239.5707104,120.0
,226.0,1133,,,,92548,,,,,,184.353173494339,1763260240.6090224,226.0
0.37133029103279114,,1145,589.0,6.796847343444824,0.9851619601249695,93568,0.0,-0.007591545581817627,0.00024393241619691253,0.0006939936429262161,0.007674515247344971,186.00496220588684,1763260242.260811,
0.4754205346107483,,1164,588.0,389.3369140625,0.3625824451446533,95104,0.0,-0.001300528645515442,0.00024301075609400868,1.7224811017513275e-05,0.0006621917709708214,188.93628573417664,1763260245.1921346,
,97.0,1165,,,,95198,,,,,,188.98927974700928,1763260245.2451286,97.0
,281.0,1172,,,,95696,,,,,,189.85199117660522,1763260246.10784,281.0
0.49090689420700073,,1181,588.0,31.54193878173828,0.8369073867797852,96384,0.0,0.0018337070941925049,0.00024224270600825548,0.00019148178398609161,0.0037783384323120117,191.10108995437622,1763260247.3569388,
0.4936930239200592,,1186,588.0,4.375761985778809,-4.219168663024902,96768,0.0,-0.00025200098752975464,0.00024201229098252952,0.00015789177268743515,0.0016806228086352348,191.75466346740723,1763260248.0105124,
0.44528818130493164,,1197,588.0,1.4658465385437012,0.9895646572113037,97664,0.0,0.000642821192741394,0.00024147465592250228,1.086946576833725e-05,-0.0005740122869610786,193.29504323005676,1763260249.550892,
0.3856837749481201,,1213,588.0,12.464086532592773,0.7331969738006592,99072,0.0,-0.0026999544352293015,0.00024062980082817376,9.807199239730835e-05,-0.0024504996836185455,195.6163511276245,1763260251.8722,
0.49415504932403564,,1215,588.0,2.8236076831817627,0.9800865054130554,99200,0.0,-0.0033182352781295776,0.00024055299581959844,7.870327681303024e-05,0.0016875816509127617,195.84898233413696,1763260252.1048312,
0.4819367527961731,,1226,589.0,6.21986198425293,-16.316591262817383,100352,0.0,-0.0050208717584609985,0.00023986175074242055,0.0008727451786398888,0.005588931031525135,197.65903973579407,1763260253.9148886,
0.3905623257160187,,1230,589.0,370.43157958984375,0.007281363010406494,100736,0.0,0.006446368992328644,0.0002396313357166946,0.00013507530093193054,0.0024463366717100143,198.2580382823944,1763260254.5138872,
,500.0,1234,,,,101169,,,,,,198.85483384132385,1763260255.1106827,500.0
0.37603941559791565,,1245,590.0,225.0482177734375,0.11907631158828735,102272,0.0,-0.0007308721542358398,0.00023870967561379075,1.887790858745575e-05,0.0006308630108833313,200.6215980052948,1763260256.877447,
,500.0,1254,,,,103169,,,,,,201.98451352119446,1763260258.2403624,500.0
0.3866991102695465,,1271,593.0,0.872736394405365,-3.682583808898926,104960,0.0,-0.009119689464569092,0.00023709677043370903,0.000655890442430973,0.008895735256373882,204.2842926979065,1763260260.5401416,
0.4962911009788513,,1299,599.0,273.2345275878906,-0.0013318061828613281,107776,0.0,0.00754045695066452,0.00023540706024505198,0.00032515544444322586,0.00021171849220991135,207.14813590049744,1763260263.4039848,
0.5239713788032532,,1339,603.0,0.005055656656622887,-0.37627744674682617,111872,0.0,-0.0014275144785642624,0.00023294931452255696,0.000567462295293808,0.005621081218123436,212.86617374420166,1763260269.1220226,
0.49206268787384033,,1340,603.0,0.006094955373555422,-0.7519614696502686,112000,0.01171875,-0.013968403451144695,0.00023287250951398164,0.006339455023407936,-0.027067318558692932,213.0324535369873,1763260269.2883024,
0.5251710414886475,,1349,604.0,0.0073083313181996346,-0.3717944622039795,112896,0.005859375,-0.011789321899414062,0.0002323348744539544,0.002876540645956993,-3.834441304206848e-05,214.3057825565338,1763260270.5616314,
0.5194658041000366,,1363,606.0,0.005477657075971365,-0.2740830183029175,114304,0.0,-0.014598138630390167,0.00023149001935962588,0.002504355274140835,-0.005498981103301048,215.79748964309692,1763260272.0533385,
0.44909027218818665,,1365,607.0,0.00048607192002236843,-1.2706499099731445,114560,0.0,0.0010749846696853638,0.00023133640934247524,0.0006043519824743271,0.0038711857050657272,216.0700168609619,1763260272.3258657,
0.5660427808761597,,1370,608.0,0.00030572497053071856,-1.0253868103027344,115072,0.033203125,-0.009878437966108322,0.00023102918930817395,0.0029307659715414047,0.02162029594182968,216.54027390480042,1763260272.7961228,
0.49512165784835815,,1380,610.0,0.0003658175701275468,-1.145928144454956,116096,0.015625,-0.023502107709646225,0.0002304147492395714,0.010281833820044994,0.023902682587504387,217.5231122970581,1763260273.7789612,
,500.0,1381,,,,116169,,,,,,217.55181097984314,1763260273.8076599,500.0
0.46072810888290405,,1388,612.0,0.006106088869273663,-0.8272687196731567,116864,0.0,0.0025286301970481873,0.00022995391918811947,0.00018270965665578842,-0.0007557859644293785,218.324471950531,1763260274.5803208,
0.43685200810432434,,1395,612.0,0.0003028716892004013,0.26865726709365845,117632,0.03515625,-0.022563517093658447,0.00022949308913666755,0.008421151898801327,-0.0029126619920134544,219.326514005661,1763260275.582363,
0.5065088272094727,,1399,613.0,0.00046277642832137644,-0.34351587295532227,118016,0.0,-0.013773024082183838,0.0002292626741109416,0.005354287102818489,0.007023097015917301,219.87599873542786,1763260276.1318476,
0.44980448484420776,,1405,613.0,0.0004677161341533065,-3.6023526191711426,118656,0.009765625,-0.016899581998586655,0.000228878649068065,0.004478344693779945,-0.003852182999253273,220.734965801239,1763260276.9908147,
0.49786674976348877,,1432,616.0,0.007058386225253344,-2.8012921810150146,121344,0.01171875,-0.015730537474155426,0.00022726574388798326,0.00775827094912529,-0.008559176698327065,224.31036710739136,1763260280.566216,
0.45528602600097656,,1433,616.0,0.00041940296068787575,-0.023207426071166992,121472,0.0,-0.0010280795395374298,0.00022718893887940794,0.00024064071476459503,-0.0012087617069482803,224.47050309181213,1763260280.726352,
,500.0,1455,,,,123669,,,,,,227.24845695495605,1763260283.5043058,500.0
0.45524317026138306,,1456,618.0,218.7174835205078,-0.0006892681121826172,123776,0.0,0.0028685778379440308,0.00022580644872505218,0.0004273615777492523,-0.010893164202570915,227.36890935897827,1763260283.6247582,
0.46781012415885925,,1457,619.0,0.004531438462436199,-0.060726284980773926,123904,0.0,-0.0006231199949979782,0.00022572964371647686,0.00013697613030672073,0.0018605077639222145,227.48543334007263,1763260283.7412822,
,500.0,1514,,,,129669,,,,,,232.98353242874146,1763260289.2393813,500.0
0.4959266185760498,,1521,632.0,0.0010684841545298696,-0.613993763923645,130432,0.0,0.003983158618211746,0.00022181260283105075,0.0015850337222218513,0.005879624746739864,233.67820620536804,1763260289.934055,
0.4933415949344635,,1525,632.0,0.009472411125898361,-0.1604912281036377,130816,0.001953125,-0.0005721673369407654,0.0002215821878053248,0.0037800511345267296,-0.005196473561227322,234.07952904701233,1763260290.335378,
0.4862101376056671,,1527,633.0,0.0005236720317043364,-2.0882935523986816,131072,0.00390625,0.009676463901996613,0.00022142857778817415,0.002638542093336582,0.013789373449981213,234.3411512374878,1763260290.5970001,
0.5140084028244019,,1529,633.0,533.9937744140625,-0.0003237724304199219,131200,0.0,0.004790984094142914,0.00022135177277959883,0.00033853016793727875,0.006446562707424164,234.54445242881775,1763260290.8003013,
0.5650736689567566,,1534,633.0,865.20947265625,-0.0005090236663818359,131712,0.0,0.0059885550290346146,0.00022104455274529755,0.0011803172528743744,-0.0015620794147253036,235.28718185424805,1763260291.5430307,
0.5151308178901672,,1536,633.0,0.0015345636056736112,-0.679618239402771,131968,0.0,-0.009212378412485123,0.0002208909427281469,0.002063552848994732,-0.004619061015546322,235.60123205184937,1763260291.857081,
,500.0,1543,,,,132669,,,,,,236.49676203727722,1763260292.752611,500.0
0.48788923025131226,,1545,634.0,0.009712173603475094,-0.8360490798950195,132864,0.0,-0.0072855278849601746,0.00022035330766811967,0.0014319540932774544,0.019207503646612167,236.84501361846924,1763260293.1008625,
0.4501596689224243,,1546,634.0,0.0007311786757782102,-0.27569711208343506,132992,0.00390625,-0.008718587458133698,0.00022027650265954435,0.0011639855802059174,-0.004183044657111168,237.01607704162598,1763260293.271926,
,500.0,1558,,,,134169,,,,,,238.52886605262756,1763260294.784715,500.0
0.4239521622657776,,1559,635.0,500.36163330078125,-0.0004761219024658203,134272,0.0,0.0008877664804458618,0.00021950845257379115,1.153070479631424e-05,0.0005296049639582634,238.69459629058838,1763260294.9504452,
,500.0,1563,,,,134669,,,,,,239.2190773487091,1763260295.4749262,500.0
0.47204598784446716,,1566,636.0,0.0010469253174960613,0.10249316692352295,135040,0.0,-0.013102348893880844,0.00021904762252233922,0.000950169749557972,0.011793016456067562,239.7085256576538,1763260295.9643745,
0.4458014965057373,,1588,637.0,953.66845703125,-0.0003056526184082031,137216,0.0,-0.00905333086848259,0.00021774193737655878,0.0003071902319788933,0.0016400599852204323,242.58241415023804,1763260298.838263,
0.4031689465045929,,1589,637.0,0.008070182986557484,-0.0046939849853515625,137344,0.0,-0.002247132360935211,0.00021766513236798346,0.0011555328965187073,0.0004490576684474945,242.72575759887695,1763260298.9816065,
,500.0,1597,,,,138169,,,,,,243.79424238204956,1763260300.0500913,500.0
,500.0,1607,,,,139169,,,,,,245.12620520591736,1763260301.382054,500.0
0.4056642949581146,,1609,639.0,0.004989902023226023,-0.24200737476348877,139392,0.0,-0.0013352036476135254,0.00021643625223077834,0.00020224601030349731,0.003071935847401619,245.40694093704224,1763260301.6627898,
0.47639960050582886,,1610,639.0,0.00060041289543733,-0.04879307746887207,139520,0.0,0.004543602466583252,0.00021635944722220302,0.0003840876743197441,0.00786313321441412,245.5568528175354,1763260301.8127017,
,500.0,1612,,,,139669,,,,,,245.74878764152527,1763260302.0046365,500.0
,500.0,1626,,,,141169,,,,,,247.196528673172,1763260303.4523776,500.0
0.4860242009162903,,1638,644.0,0.01049399096518755,-0.23008501529693604,142336,0.005859375,-0.02762829326093197,0.00021466973703354597,0.0066699860617518425,0.02432078868150711,248.3591012954712,1763260304.6149502,
0.4393637776374817,,1687,652.0,0.008608723990619183,-0.16198229789733887,147328,0.0,-0.0029460787773132324,0.00021167434169910848,0.00022529345005750656,0.004626014269888401,253.16307163238525,1763260309.4189205,
0.43031251430511475,,1732,660.0,0.0005632297834381461,-0.06002497673034668,151936,0.0,0.0006176270544528961,0.00020890937594231218,4.8551708459854126e-05,0.00019816122949123383,257.49516892433167,1763260313.7510178,
0.4517576992511749,,1745,662.0,723.9228515625,0.00017881393432617188,153216,0.0,0.015464887022972107,0.00020814132585655898,0.0016249576583504677,-0.010180719196796417,258.6884777545929,1763260314.9443266,
0.4707624018192291,,1753,663.0,0.00040822295704856515,0.1683918833732605,154112,0.001953125,-0.022813672199845314,0.00020760369079653174,0.002137950621545315,-0.0009469138458371162,259.5432584285736,1763260315.7991073,
,500.0,1754,,,,154169,,,,,,259.56655859947205,1763260315.8224075,500.0
0.49699825048446655,,1765,665.0,531.18505859375,5.2869319915771484e-05,155264,0.0,0.008391879498958588,0.00020691244571935385,0.0013837320730090141,0.0001237737014889717,260.6771981716156,1763260316.933047,
0.49183446168899536,,1768,665.0,0.00042854747152887285,-0.480151891708374,155648,0.0,0.007441788911819458,0.0002066820306936279,0.0011704573407769203,-0.014452410861849785,261.1640417575836,1763260317.4198906,
0.4045064449310303,,1777,666.0,0.0013821832835674286,0.0491710901260376,156544,0.001953125,-0.0011822208762168884,0.00020614439563360065,0.0018184911459684372,0.0001810118556022644,262.30439615249634,1763260318.560245,
,500.0,1818,,,,160669,,,,,,267.31041169166565,1763260323.5662606,500.0
,500.0,1823,,,,161169,,,,,,267.99387884140015,1763260324.2497277,500.0
