_runtime,charts/learning_rate,charts/SPS,losses/entropy,losses/clipfrac,losses/policy_loss,_timestamp,charts/episodic_length,losses/explained_variance,losses/old_approx_kl,losses/value_loss,losses/approx_kl,charts/episodic_return,_step,global_step
154.72201418876648,0.00025015362189151347,653.0,0.5066425204277039,0.0,4.0512531995773315e-05,1763260210.9267051,,0.0029484033584594727,-0.0006225500255823135,551.26123046875,2.561323344707489e-05,,1020,83200
156.2520968914032,0.0002494623768143356,654.0,0.5346712470054626,0.0,-0.0017735622823238373,1763260212.4567878,,-0.05747354030609131,0.00012475810945034027,0.0049684359692037106,0.00014656968414783478,,1031,84352
158.7213442325592,0.0002483103016857058,657.0,0.4598328471183777,0.0,0.004812378436326981,1763260214.9260352,,-0.0002486705780029297,0.0011546872556209564,119.60456085205078,0.0005426425486803055,,1050,86272
159.06803798675537,,,,,,1763260215.272729,500.0,,,,,500.0,1053,86649
159.7036488056183,0.00024784947163425386,658.0,0.5121062994003296,0.0,0.008609861135482788,1763260215.9083397,,-0.21596157550811768,0.005730019882321358,0.0020337121095508337,0.0006845034658908844,,1058,87040
162.83986473083496,,,,,,1763260219.0445557,500.0,,,,,500.0,1083,89474
163.9336678981781,0.00024585254141129553,662.0,0.4874475598335266,0.0,0.0031438320875167847,1763260220.1383588,,-0.06865990161895752,-0.006280695088207722,0.00017548295727465302,0.00041525159031152725,,1091,90368
165.9162802696228,0.0002449308813083917,663.0,0.5103870034217834,0.0,-0.013581354171037674,1763260222.1209712,,-0.839234471321106,0.012720266357064247,0.000176589674083516,0.0018487079069018364,,1106,91904
167.4255759716034,0.0002442396362312138,664.0,0.4961523413658142,0.0,0.007402580231428146,1763260223.630267,,-0.0005645751953125,-0.0022404901683330536,819.972412109375,0.0003492552787065506,,1118,93056
168.40318417549133,0.0002437788061797619,665.0,0.5911957621574402,0.0,0.00017070211470127106,1763260224.607875,,-0.10216724872589111,0.00480986200273037,0.0018912951927632093,3.8450583815574646e-05,,1125,93824
169.44472336769104,0.00024331797612830997,666.0,0.5211660265922546,0.0,-0.0018487833440303802,1763260225.6494143,,-0.0001112222671508789,0.0033636726438999176,134.8130645751953,0.00040659867227077484,,1133,94592
171.10459089279175,0.00024254992604255676,667.0,0.5270848274230957,0.013671875,-0.017748765647411346,1763260227.3092818,,0.11401247978210449,-0.0026524849236011505,0.0004927949048578739,0.0032218769192695618,,1145,95872
173.56999707221985,0.00024139785091392696,669.0,0.565642774105072,0.001953125,-0.0007379762828350067,1763260229.774688,,-0.18845462799072266,0.029392775148153305,0.00117501022759825,0.002927575260400772,,1164,97792
173.71271681785583,0.00024132104590535164,669.0,0.5089291930198669,0.0,-0.006424477323889732,1763260229.9174078,,-1.189889669418335,-0.004786795936524868,0.00023389564012177289,0.0016241716220974922,,1165,97920
174.567617893219,0.00024093702086247504,669.0,0.5059490203857422,0.0,0.0021340325474739075,1763260230.7723088,,0.0006639957427978516,-0.0014534899964928627,363.8438720703125,0.00042628031224012375,,1172,98560
176.16086554527283,,,,,,1763260232.3655565,500.0,,,,,500.0,1181,99474
176.82251977920532,,,,,,1763260233.0272107,500.0,,,,,500.0,1186,99974
178.2595784664154,0.00023940092069096863,670.0,0.5339106917381287,0.0,0.00693376362323761,1763260234.4642694,,-0.08329522609710693,-0.007682262919843197,0.006916111335158348,0.0007631750777363777,,1197,101120
180.35818934440613,0.00023840245557948947,672.0,0.5157536268234253,0.005859375,0.004517450928688049,1763260236.5628803,,0.2465885877609253,-0.004823341965675354,0.0007888367981649935,0.0032181255519390106,,1213,102784
180.54762625694275,,,,,,1763260236.7523172,500.0,,,,,500.0,1215,102974
181.97366666793823,0.00023763440549373627,673.0,0.5073596835136414,0.0,0.002454550936818123,1763260238.1783576,,0.0009837150573730469,-0.009081970900297165,596.320556640625,0.00018767453730106354,,1226,104064
182.48501777648926,,,,,,1763260238.6897087,500.0,,,,,500.0,1230,104474
183.0864555835724,0.00023709677043370903,674.0,0.5094871520996094,0.0,-0.00553516298532486,1763260239.2911465,,-0.11929106712341309,0.002086842432618141,0.00015527104551438242,0.0010632574558258057,,1234,104960
184.4068624973297,0.00023648233036510646,675.0,0.5444198250770569,0.0,-0.008615486323833466,1763260240.6115534,,0.00023889541625976562,0.012386600486934185,562.7918090820312,0.00044773612171411514,,1245,105984
185.59145069122314,,,,,,1763260241.7961416,500.0,,,,,500.0,1254,106974
188.19765758514404,0.00023486942518502474,676.0,0.49954336881637573,0.0,-0.0005400106310844421,1763260244.4023485,,-0.2230224609375,-0.0036262692883610725,0.004697821103036404,0.00018262770026922226,,1271,108672
191.80654382705688,0.00023317972954828292,678.0,0.48238539695739746,0.0,0.006224490702152252,1763260248.0112348,,0.00011718273162841797,-0.0029156096279621124,574.4232788085938,0.00043195299804210663,,1299,111488
197.1233983039856,0.00023072196927387267,681.0,0.5554442405700684,0.0,0.011910073459148407,1763260253.3280892,,-0.00010085105895996094,0.003798087127506733,456.5499572753906,0.0006699329242110252,,1339,115584
197.27069687843323,0.00023064516426529735,681.0,0.5343883037567139,0.0,0.0014376044273376465,1763260253.4753878,,-0.04177510738372803,-0.002676744945347309,0.006006925832480192,5.761440843343735e-05,,1340,115712
198.38874292373657,0.0002301075292052701,682.0,0.5408245921134949,0.0,-0.0028076693415641785,1763260254.5934339,,-0.017916560173034668,-0.0002360232174396515,0.005880435463041067,7.22687691450119e-05,,1349,116608
200.12894916534424,0.0002292626741109416,683.0,0.4979983866214752,0.0,0.009758777916431427,1763260256.33364,,-9.191036224365234e-05,0.0028024036437273026,445.1961364746094,0.000854024663567543,,1363,118016
200.42027401924133,0.00022910906409379095,683.0,0.5061527490615845,0.001953125,0.011168155819177628,1763260256.624965,,-0.1303267478942871,-0.014119981788098812,0.00037002447061240673,0.0032531721517443657,,1365,118272
201.01488256454468,0.00022880184405948967,684.0,0.5080575346946716,0.0,0.0006003342568874359,1763260257.2195735,,0.00621873140335083,-0.0009540626779198647,0.0009413795196451247,0.0001398799940943718,,1370,118784
202.29444098472595,0.0002281874039908871,685.0,0.5026849508285522,0.0,0.001702968031167984,1763260258.499132,,-0.11793637275695801,-0.003971870057284832,0.000807574309874326,0.0003276532515883446,,1380,119808
202.44967103004456,0.00022811059898231179,685.0,0.4189728796482086,0.0,-0.003783034160733223,1763260258.654362,,0.0032439231872558594,-0.006315914914011955,0.0002608314680401236,0.0004511214792728424,,1381,119936
203.18503522872925,0.00022772657393943518,686.0,0.4968882203102112,0.0,0.003452084958553314,1763260259.3897262,,3.921985626220703e-05,0.0001163305714726448,422.0055236816406,0.00019941013306379318,,1388,120576
203.98771119117737,0.00022726574388798326,687.0,0.46184712648391724,0.0,0.014356240630149841,1763260260.1924021,,-0.08458399772644043,-0.01044655591249466,0.0003694448387250304,0.0012857355177402496,,1395,121344
204.322110414505,0.0002270353288622573,688.0,0.4205557405948639,0.001953125,0.008329316973686218,1763260260.5268013,,0.42588478326797485,-0.003158682957291603,0.0002903873391915113,0.0016237515956163406,,1399,121728
204.91455078125,0.0002266513038193807,689.0,0.45059508085250854,0.0,0.0021022558212280273,1763260261.1192417,,-0.019135475158691406,0.01689678616821766,0.0001858833566075191,0.0012191077694296837,,1405,122368
207.5198094844818,0.00022503839863929898,694.0,0.48412883281707764,0.0,0.001866176724433899,1763260263.7245004,,-9.059906005859375e-05,-0.005199423059821129,430.8211669921875,0.0007468797266483307,,1432,125056
207.65762662887573,0.00022496159363072366,694.0,0.4953233003616333,0.0,-0.009873948991298676,1763260263.8623176,,-0.18117785453796387,-0.0075427331030368805,0.006266337353736162,0.001366935670375824,,1433,125184
210.0907187461853,,,,,,1763260266.2954097,500.0,,,,,500.0,1455,127474
210.20581007003784,0.0002235791034763679,697.0,0.5483905076980591,0.0,-0.019004106521606445,1763260266.410501,,-0.0001226663589477539,-0.015848666429519653,650.2659301757812,0.0019530821591615677,,1456,127488
210.3516800403595,0.00022350229846779257,697.0,0.5413753390312195,0.0,-0.011381112039089203,1763260266.556371,,0.18793624639511108,-0.018205437809228897,0.0066409045830369,0.002283599227666855,,1457,127616
216.56049466133118,,,,,,1763260272.7651856,500.0,,,,,500.0,1514,133474
217.1957335472107,0.00021958525758236647,706.0,0.44362667202949524,0.0,-0.005046967417001724,1763260273.4004245,,-0.005714774131774902,0.005233886651694775,0.006404525134712458,0.00031953584402799606,,1521,134144
217.56902956962585,0.0002193548425566405,707.0,0.47519469261169434,0.001953125,0.008482605218887329,1763260273.7737205,,-1.2040138244628906e-05,0.009076849557459354,737.5978393554688,0.0020929137244820595,,1525,134528
217.79029512405396,0.00021920123253948987,708.0,0.4296220541000366,0.0,0.0006766803562641144,1763260273.994986,,-0.0889272689819336,0.005715737119317055,0.00047998770605772734,0.00035387463867664337,,1527,134784
217.92334699630737,,,,,,1763260274.128038,500.0,,,,,500.0,1529,134974
218.40328788757324,,,,,,1763260274.6079788,500.0,,,,,500.0,1534,135474
218.71254348754883,0.00021866359747946262,709.0,0.4658069610595703,0.0,3.154575824737549e-05,1763260274.9172344,,0.04482901096343994,9.823404252529144e-05,0.007404631469398737,4.654750227928162e-06,,1536,135680
219.5750482082367,0.0002182027674280107,710.0,0.41434207558631897,0.0,0.0001903250813484192,1763260275.7797391,,-0.3270210027694702,0.00562711525708437,0.0004869139811489731,0.0003539128229022026,,1543,136448
219.76473760604858,0.00021812596241943538,710.0,0.4722785949707031,0.0,-0.001013200730085373,1763260275.9694285,,5.525350570678711e-05,-0.004032185301184654,462.48614501953125,0.0002170894294977188,,1545,136576
219.91337728500366,0.00021804915741086006,710.0,0.4791887402534485,0.0,-0.0060684457421302795,1763260276.1180682,,-0.06612217426300049,0.006976790726184845,0.006279381457716227,0.0010727904736995697,,1546,136704
221.30407190322876,,,,,,1763260277.5087628,500.0,,,,,500.0,1558,137974
221.4249246120453,0.00021728110732510686,711.0,0.5135648250579834,0.005859375,-0.004950135946273804,1763260277.6296155,,0.00011491775512695312,-0.004550413228571415,624.4141235351562,0.0022757528349757195,,1559,137984
221.90127325057983,,,,,,1763260278.1059642,500.0,,,,,500.0,1563,138474
222.29110050201416,0.00021682027727365494,712.0,0.405277818441391,0.01171875,-0.007912792265415192,1763260278.4957914,,-0.25065290927886963,-0.0011221366003155708,0.0007382477633655071,0.002743328921496868,,1566,138752
224.72885060310364,0.0002155145921278745,714.0,0.5744198560714722,0.0,-0.0020805932581424713,1763260280.9335415,,-0.3416404724121094,-0.0017900550737977028,0.0002900930994655937,0.0002981172874569893,,1588,140928
224.75197768211365,,,,,,1763260280.9566686,500.0,,,,,500.0,1589,140929
225.76850152015686,0.00021497695706784725,715.0,0.413070410490036,0.0078125,-0.0063050612807273865,1763260281.9731925,,-0.2919461727142334,-0.02510223723948002,0.00012192564463475719,0.003328275866806507,,1597,141824
226.92673897743225,0.0002143625169992447,716.0,0.5337238311767578,0.00390625,-0.011441603302955627,1763260283.13143,,-0.08397483825683594,-0.0003951108083128929,0.0002622649190016091,0.0014694174751639366,,1607,142848
227.09244227409363,0.00021428571199066937,716.0,0.45853206515312195,0.005859375,-0.0019115321338176727,1763260283.2971332,,-0.00010704994201660156,-0.02302980050444603,757.9058837890625,0.0028902338817715645,,1609,142976
227.23821687698364,0.00021420890698209405,716.0,0.5527957081794739,0.0,0.0005148369818925858,1763260283.4429078,,0.08558428287506104,0.007846374996006489,0.005269913002848625,0.00026664789766073227,,1610,143104
227.47597551345825,0.0002140552969649434,716.0,0.5294902920722961,0.0,-0.009459998458623886,1763260283.6806664,,-0.8635919094085693,-0.009149308316409588,0.00023104835418052971,0.0008356599137187004,,1612,143360
228.77300667762756,0.00021321044187061489,719.0,0.5229406356811523,0.0,-0.012357024475932121,1763260284.9776976,,-0.18700766563415527,-0.0160513948649168,0.0007392456755042076,0.0019402597099542618,,1626,144768
229.81671929359436,,,,,,1763260286.0214102,500.0,,,,,500.0,1638,145929
234.42799258232117,,,,,,1763260290.6326835,500.0,,,,,500.0,1687,150929
239.5381395816803,0.00020675883570220321,733.0,0.35094258189201355,0.0,0.0068992674350738525,1763260295.7428305,,-1.2159347534179688e-05,-0.0020498670637607574,705.9912719726562,0.00022950023412704468,,1732,155520
241.03420615196228,0.0002059139806078747,734.0,0.4187660217285156,0.0,-0.0017679601442068815,1763260297.238897,,-0.0006165504455566406,0.0021661892533302307,0.00016016823065001518,0.0002874918282032013,,1745,156928
241.8752796649933,0.00020545315055642277,735.0,0.3585529923439026,0.0,-0.0019063055515289307,1763260298.0799706,,-0.13696765899658203,-0.0004853494465351105,0.0008071824559010565,0.00014206022024154663,,1753,157696
241.9981951713562,0.00020537634554784745,735.0,0.4299345016479492,0.0,-0.014897666871547699,1763260298.202886,,0.18858343362808228,-0.004165555350482464,0.00017146101163234562,0.0008738180622458458,,1754,157824
243.15825366973877,,,,,,1763260299.3629446,500.0,,,,,500.0,1765,158929
243.57267880439758,0.00020453149045351893,736.0,0.34909340739250183,0.0,-0.016119297593832016,1763260299.7773697,,-1.422652244567871,0.0007670093327760696,0.0010935344034805894,0.0009986292570829391,,1768,159232
244.53357529640198,0.00020399385539349169,737.0,0.3566952049732208,0.0,-0.010700318962335587,1763260300.7382662,,-0.6466501951217651,0.004779854789376259,0.005368430633097887,0.0004467573016881943,,1777,160128
248.65401887893677,0.00020145929011050612,742.0,0.4594646394252777,0.0,0.00017536338418722153,1763260304.8587098,,0.10461145639419556,0.0011172639206051826,0.00013307381595950574,9.656418114900589e-05,,1818,164352
249.0993618965149,0.00020115207007620484,743.0,0.4746401906013489,0.0,0.005681037902832031,1763260305.3040528,,-0.006493806838989258,0.0001722872257232666,0.0001273257366847247,0.00038313306868076324,,1823,164864
251.66061162948608,0.0001994623598875478,747.0,0.48942604660987854,0.0,-0.008717846125364304,1763260307.8653026,,-0.44041550159454346,0.026569219306111336,0.003687677439302206,0.0013202503323554993,,1851,167680
