_timestamp,_step,_runtime,losses/value_loss,losses/old_approx_kl,charts/episodic_length,losses/approx_kl,losses/policy_loss,charts/episodic_return,charts/SPS,global_step,losses/clipfrac,charts/learning_rate,losses/entropy,losses/explained_variance
1763260208.9182298,1610,157.92776370048523,,,500.0,,,500.0,,143541,,,,
1763260209.1234608,1612,158.13299465179443,0.0035602934658527374,-0.013909398578107357,,0.0013558520004153252,0.004237954039126635,,1087.0,143744,0.0,0.00021382488193921745,0.41146570444107056,0.49357903003692627
1763260210.397727,1626,159.4072608947754,448.9569396972656,-0.0035882191732525826,,0.00021475087851285934,0.0004014335572719574,,1087.0,145152,0.0,0.00021298002684488893,0.4097805619239807,0.002771139144897461
1763260211.5487332,1638,160.55826711654663,0.0005636899149976671,-0.006016085855662823,,0.0007615061476826668,0.0006076940335333347,,1088.0,146432,0.0,0.00021221197675913572,0.4028465449810028,0.6248401403427124
1763260216.1115773,1687,165.12111115455627,0.006867523770779371,-0.006745894439518452,,0.0015170862898230553,-0.012731702998280525,,1088.0,151424,0.0,0.00020921659597661346,0.3965538740158081,0.2553361654281616
1763260220.3265016,1732,169.336035490036,0.004712611436843872,0.005678750574588776,,0.0011798255145549774,-0.0008086152374744415,,1088.0,156032,0.001953125,0.00020645161566790193,0.4168725907802582,-1.627389669418335
1763260221.521914,1745,170.53144788742065,0.0011534116929396987,-0.0028269486501812935,,0.00012246612459421158,0.0003288686275482178,,1088.0,157312,0.0,0.00020568356558214873,0.42943793535232544,-0.2749669551849365
1763260222.1979167,1753,171.20745062828064,1040.707275390625,-0.0018404414877295494,,0.0001269681379199028,-0.0026709437370300293,,1088.0,158080,0.0,0.0002052227355306968,0.3772009015083313,0.0030870437622070312
1763260222.3108945,1754,171.32042837142944,0.002616218524053693,0.006834841333329678,,0.0008006403222680092,-0.005991131067276001,,1088.0,158208,0.0,0.0002051459305221215,0.4268189072608948,0.8575955629348755
1763260223.357691,1765,172.36722493171692,0.003488332498818636,-0.0037303678691387177,,0.0011423379182815552,-0.020351499319076538,,1088.0,159360,0.0,0.0002044546854449436,0.4176997244358063,-2.3630480766296387
1763260223.6273136,1768,172.63684749603271,392.71917724609375,-0.004753581248223782,,0.0021274546161293983,-0.005692467093467712,,1088.0,159616,0.001953125,0.00020430107542779297,0.45709148049354553,0.00485914945602417
1763260224.4195764,1777,173.42911028862,,,500.0,,,500.0,,160541,,,,
1763260228.2791772,1818,177.2887110710144,0.0014501011464744806,-0.005889026448130608,,0.0011357329785823822,0.007361769676208496,,1088.0,164736,0.0,0.00020122887508478016,0.4729476571083069,0.8067867755889893
1763260228.7288349,1823,177.73836874961853,0.004173243883997202,-0.0015983311459422112,,0.00041244830936193466,-0.005898751318454742,,1088.0,165248,0.0,0.00020092165505047888,0.4828171730041504,-5.117726802825928
1763260231.3068235,1851,180.31635737419128,587.18994140625,0.003260563127696514,,0.0021883314475417137,-0.01238483190536499,,1088.0,168064,0.0,0.00019923194486182183,0.39740386605262756,0.00809931755065918
1763260231.7556129,1856,180.76514673233032,564.2363891601562,0.00048043206334114075,,0.00045116618275642395,-0.0036196820437908173,,1089.0,168576,0.0,0.00019892472482752055,0.4109691083431244,0.011506438255310059
1763260232.9375262,1868,181.94706010818481,0.0008816863992251456,0.0038639120757579803,,0.004074446856975555,-0.0009007006883621216,,1089.0,169856,0.01953125,0.00019815668929368258,0.4342668950557709,0.605690598487854
1763260233.3936117,1873,182.40314555168152,0.0007021093624643981,-0.0011595133692026138,,0.00011108256876468658,0.005254752933979034,,1089.0,170368,0.0,0.0001978494692593813,0.42247986793518066,0.7514742612838745
1763260233.7348638,1877,182.74439764022827,0.0035287924110889435,0.00037802010774612427,,0.00014262273907661438,0.0028657540678977966,,1089.0,170752,0.0,0.00019761905423365533,0.40182745456695557,0.8055756092071533
1763260234.554894,1886,183.56442785263062,487.37677001953125,-0.004318328574299812,,0.0019167959690093994,-0.0034699607640504837,,1089.0,171648,0.00390625,0.0001970814191736281,0.41708889603614807,0.004633426666259766
1763260235.3782012,1895,184.3877351284027,530.8067016601562,0.005450433120131493,,0.000895768404006958,-0.005047306418418884,,1089.0,172544,0.00390625,0.00019654378411360085,0.4697962999343872,-0.0020374059677124023
1763260236.2048845,1903,185.21441841125488,0.0003424145106691867,0.014970754273235798,,0.0020335493609309196,-0.011136569082736969,,1089.0,173440,0.0,0.0001960061490535736,0.39399540424346924,0.682835042476654
1763260236.430353,1906,185.43988680839539,0.015228603035211563,-0.021144144237041473,,0.0029834378510713577,-0.008159872144460678,,1089.0,173696,0.0,0.00019585253903642297,0.485392689704895,-5.162759304046631
1763260237.5933921,1918,186.60292601585388,0.00020455622870940715,-0.00016788486391305923,,0.0007532099261879921,-0.014585467055439949,,1089.0,174976,0.0,0.00019508448895066977,0.5115039944648743,-0.4491959810256958
1763260237.7062757,1920,186.71580958366394,445.4224853515625,0.0010357638821005821,,0.0008850814774632454,-0.008216377347707748,,1089.0,175104,0.0,0.00019500768394209445,0.4465007483959198,-0.008123993873596191
1763260240.0204706,1945,189.03000450134277,0.02138362266123295,0.0063072433695197105,,0.0004874700680375099,0.0031459443271160126,,1089.0,177664,0.0,0.00019347158377058804,0.48739510774612427,-0.0005195140838623047
1763260241.3168337,1959,190.32636761665344,568.1790161132812,-0.001738385297358036,,0.00012222398072481155,0.001329563558101654,,1089.0,179072,0.0,0.00019262672867625952,0.4991179406642914,-0.0014033317565917969
1763260242.6184614,1973,191.62799525260925,,,500.0,,,500.0,,180541,,,,
1763260243.7577946,1985,192.76732850074768,0.013058333657681942,0.003243262879550457,,0.0006706239655613899,0.001051284372806549,,1089.0,181760,0.0,0.0001910138234961778,0.5466713905334473,-0.168379545211792
1763260244.3216817,1991,193.3312156200409,0.0010468440596014261,-0.026942452415823936,,0.004888669587671757,-0.017390822991728783,,1089.0,182400,0.013671875,0.0001906297984533012,0.5089210271835327,-0.4149678945541382
1763260245.2985039,2002,194.30803775787354,,,500.0,,,500.0,,183541,,,,
1763260245.792279,2007,194.80181288719177,,,500.0,,,500.0,,184041,,,,
1763260246.6951742,2016,195.70470809936523,0.00038489620783366263,0.00334954634308815,,0.0023193247616291046,-0.00163307785987854,,1089.0,184960,0.001953125,0.0001890936982817948,0.4363343119621277,-0.6138668060302734
1763260246.9221268,2019,195.93166065216064,0.010916807688772678,0.013357654213905334,,0.0018299631774425507,0.006055288016796112,,1089.0,185216,0.00390625,0.00018894008826464415,0.37524285912513733,-0.2531229257583618
1763260247.3708575,2024,196.38039135932922,0.01228327862918377,0.010323487222194672,,0.0008628088980913162,-0.008962303400039673,,1089.0,185728,0.0,0.00018863286823034286,0.43433263897895813,0.17803794145584106
1763260247.6514084,2027,196.6609423160553,,,500.0,,,500.0,,186041,,,,
1763260247.8573208,2029,196.86685466766357,0.008972715586423874,-0.0007839538156986237,,0.0018188804388046265,-0.011441811919212341,,1089.0,186240,0.001953125,0.00018832564819604158,0.5103693604469299,0.06081610918045044
1763260248.306606,2034,197.31613993644714,0.011505582369863987,-0.00926918350160122,,0.0002460293471813202,0.0055942051112651825,,1089.0,186752,0.0,0.0001880184281617403,0.45846232771873474,0.3501827120780945
1763260249.3567386,2045,198.3662724494934,0.0005015588249079883,0.009448968805372715,,0.0012363037094473839,-0.010206691920757294,,1089.0,187904,0.0,0.00018732718308456242,0.4459835886955261,0.30008465051651
1763260249.8903723,2051,198.89990615844727,,,500.0,,,500.0,,188541,,,,
1763260249.959345,2052,198.9688789844513,871.3665771484375,0.01802900619804859,,0.0009311987087130547,-0.002918846905231476,,1089.0,188544,0.0,0.00018694315804168582,0.43628379702568054,-0.00045108795166015625
1763260251.6800373,2070,200.68957114219666,0.0002567703486420214,0.009809182956814766,,0.00263066403567791,-0.0039562806487083435,,1090.0,190464,0.001953125,0.00018579109746497124,0.3139883577823639,0.6697808504104614
1763260252.1913536,2076,201.20088744163513,,,500.0,,,500.0,,191041,,,,
1763260253.788692,2093,202.7982258796692,0.00796470232307911,-0.0008999379351735115,,0.0005561495199799538,0.0019229128956794739,,1090.0,192768,0.0,0.00018440860731061548,0.41440150141716003,0.6672766208648682
1763260253.9365287,2094,202.94606256484985,0.0018611099803820252,-0.0012332499027252197,,0.00013079121708869934,-0.001056209672242403,,1089.0,192896,0.0,0.00018433180230204016,0.3745317757129669,-4.470080375671387
1763260256.0366375,2117,205.04617142677307,0.007255363743752241,0.002490452490746975,,0.0006321026012301445,-0.007022015750408173,,1090.0,195200,0.0,0.0001829493121476844,0.36914196610450745,0.4119497537612915
1763260258.2447786,2141,207.2543125152588,745.0536499023438,0.0031416602432727814,,0.00015522539615631104,-0.0026619303971529007,,1090.0,197632,0.0,0.0001814900169847533,0.42781156301498413,0.0007734894752502441
1763260258.6929436,2146,207.70247745513916,480.04754638671875,0.0018185889348387718,,0.000295921228826046,-0.001869749277830124,,1090.0,198144,0.0,0.00018118279695045203,0.4049920439720154,0.00045496225357055664
1763260258.8039963,2147,207.8135302066803,0.011791341006755829,-0.0013687033206224442,,7.620453834533691e-05,0.0009053610265254974,,1090.0,198272,0.0,0.0001811059919418767,0.3658137321472168,-0.8295085430145264
1763260258.9132633,2148,207.92279720306396,0.0006436619441956282,0.004841637797653675,,0.00012300070375204086,-0.0019825249910354614,,1090.0,198400,0.0,0.0001810291869333014,0.465962290763855,-0.6614758968353271
1763260259.5160148,2155,208.52554869651794,,,500.0,,,500.0,,199041,,,,
1763260261.175146,2172,210.1846799850464,0.0007988877478055656,-0.002678893506526947,,0.00041291676461696625,-0.001897045411169529,,1090.0,200832,0.0,0.0001795698917703703,0.4219723641872406,-0.1077430248260498
1763260262.3461983,2185,211.3557322025299,702.1129150390625,-0.0024982988834381104,,0.0009450539946556091,-0.006873205304145813,,1090.0,202112,0.0,0.0001788018416846171,0.4273063838481903,-0.0017004013061523438
1763260263.0256941,2192,212.0352280139923,0.0006610954296775162,-0.00014240946620702744,,0.0009611574932932854,0.0039831046015024185,,1090.0,202880,0.0,0.00017834101163316518,0.3852452039718628,0.023884236812591553
1763260263.6308744,2198,212.6404082775116,0.00031020419555716217,0.0028690118342638016,,0.0008594542741775513,-0.013382460922002792,,1090.0,203520,0.0,0.00017795698659028858,0.4094923734664917,-0.38157665729522705
1763260263.639803,2199,212.64933681488037,,,500.0,,,500.0,,203541,,,,
1763260264.7986844,2211,213.80821824073792,0.0008215481648221612,-0.008570872247219086,,0.0003834180533885956,-0.007053188979625702,,1090.0,204800,0.0,0.00017718893650453538,0.40282440185546875,-0.6386369466781616
1763260265.025738,2214,214.03527188301086,647.6709594726562,0.0028428705409169197,,0.0001575397327542305,-0.0032605156302452087,,1090.0,205056,0.0,0.00017703532648738474,0.3807673454284668,-0.0005549192428588867
1763260265.631603,2220,214.64113688468933,0.00833011046051979,-0.0024367505684494972,,0.0001610303297638893,-0.005440570414066315,,1090.0,205696,0.0,0.00017665130144450814,0.37286636233329773,-0.8500406742095947
1763260265.888101,2223,214.89763498306274,,,500.0,,,500.0,,206041,,,,
1763260266.0825355,2225,215.0920693874359,0.008763599209487438,0.004885328002274036,,0.0017770016565918922,-0.016999809071421623,,1090.0,206208,0.0,0.00017634408141020685,0.3781360983848572,-0.5131078958511353
1763260266.1947336,2226,215.20426750183105,0.0005329932901076972,0.005531282164156437,,0.0005881199613213539,-0.0045308880507946014,,1090.0,206336,0.0,0.00017626727640163153,0.3878689408302307,-0.2910332679748535
1763260266.3057365,2227,215.31527042388916,0.00021197774913161993,0.005581311881542206,,8.204951882362366e-05,-0.0013752803206443787,,1090.0,206464,0.0,0.00017619047139305621,0.3622463643550873,0.12204849720001221
1763260266.683861,2231,215.6933948993683,0.00032249331707134843,-0.011096558533608913,,0.0025084568187594414,0.01026219129562378,,1090.0,206848,0.0,0.00017596005636733025,0.46352556347846985,-0.2232893705368042
1763260267.0228498,2235,216.03238368034363,0.009120404720306396,0.017595630139112473,,0.0012708958238363266,0.0017022043466567993,,1090.0,207232,0.0,0.0001757296413416043,0.35605588555336,0.27116936445236206
1763260267.6831973,2241,216.69273114204407,0.0006212393054738641,0.012306248769164085,,0.0023302584886550903,-0.017449218779802322,,1089.0,207872,0.0,0.0001753456162987277,0.4168398082256317,0.11979156732559204
1763260268.2566571,2248,217.2661910057068,,,500.0,,,500.0,,208541,,,,
1763260268.4730427,2250,217.48257660865784,0.01206395123153925,-0.015287291258573532,,0.0009219925850629807,0.008532434701919556,,1090.0,208768,0.0,0.00017480798123870045,0.3306044638156891,-0.46180617809295654
1763260268.7429695,2253,217.75250339508057,,,500.0,,,500.0,,209041,,,,
1763260270.494191,2272,219.5037248134613,,,500.0,,,500.0,,211041,,,,
1763260271.286093,2280,220.2956268787384,0.0012445789761841297,0.004714797250926495,,0.0006962688639760017,-0.002424364909529686,,1090.0,211840,0.0,0.000172964675584808,0.4768679738044739,-0.09919142723083496
1763260272.6731813,2295,221.682715177536,0.0014747128589078784,0.000595754012465477,,2.8310343623161316e-05,0.0014980435371398926,,1090.0,213376,0.0,0.00017204301548190415,0.4569888710975647,0.049950242042541504
1763260272.93654,2298,221.94607377052307,463.69677734375,-0.0016036927700042725,,0.0009241737425327301,-0.006470229476690292,,1090.0,213632,0.0,0.0001718894054647535,0.39093318581581116,0.0011865496635437012
1763260274.092668,2310,223.10220193862915,0.0008115688688121736,0.01229778490960598,,0.0014716004952788353,0.0034957528114318848,,1090.0,214912,0.0,0.0001711213553790003,0.3824489712715149,-0.14644479751586914
1763260274.2065687,2312,223.21610260009766,,,500.0,,,500.0,,215041,,,,
1763260274.7679296,2318,223.7774634361267,0.005866521969437599,0.007863161154091358,,0.0011176886036992073,-0.00025616586208343506,,1090.0,215680,0.0,0.00017066052532754838,0.4005729556083679,0.8595077991485596
1763260275.1447875,2322,224.15432143211365,498.70660400390625,0.008346800692379475,,0.0032341955229640007,0.004865862429141998,,1090.0,216064,0.005859375,0.00017043011030182242,0.45259276032447815,0.0018364191055297852
1763260275.3663068,2324,224.3758406639099,0.0006462349556386471,0.0038490621373057365,,0.0001551387831568718,-0.0010025203227996826,,1090.0,216320,0.0,0.00017027650028467178,0.38620027899742126,0.455453097820282
1763260275.816265,2329,224.82579898834229,0.0006382754654623568,-0.0007794545963406563,,3.231782466173172e-05,-0.0035693664103746414,,1090.0,216832,0.0,0.0001699692802503705,0.38679906725883484,0.4621981978416443
1763260276.7471373,2339,225.75667119026184,0.0023256209678947926,0.01341442484408617,,0.004866073839366436,-0.058605633676052094,,1090.0,217856,0.009765625,0.00016935484018176794,0.39695045351982117,-1.0022687911987305
1763260277.1269114,2343,226.13644528388977,0.010434308089315891,-0.008490466512739658,,0.0006707264110445976,-0.0012020543217658997,,1090.0,218240,0.0,0.00016912442515604198,0.5017175078392029,0.37118881940841675
1763260277.5768826,2348,226.58641648292542,0.008419284597039223,-0.006020532920956612,,0.00029973872005939484,0.00395391508936882,,1090.0,218752,0.001953125,0.0001688172051217407,0.36682188510894775,0.45716750621795654
1763260278.1789873,2354,227.1885211467743,0.0007562543032690883,0.003291231580078602,,0.00037594977766275406,-0.004552751779556274,,1090.0,219392,0.0,0.0001684331800788641,0.42657721042633057,-0.27958524227142334
1763260278.9643345,2363,227.97386837005615,0.011021489277482033,0.0032970942556858063,,0.0006755813956260681,0.004854265600442886,,1090.0,220288,0.001953125,0.00016789554501883686,0.3579949736595154,0.08080935478210449
1763260281.4266417,2389,230.4361755847931,0.0006182311335578561,-0.004855466075241566,,0.0019178828224539757,-0.0041486285626888275,,1090.0,222976,0.001953125,0.00016628263983875513,0.44836628437042236,-0.264218807220459
1763260281.8780363,2394,230.88757014274597,0.00015489780344069004,-0.002992609515786171,,0.0007472503930330276,0.009578702040016651,,1090.0,223488,0.0,0.00016597541980445385,0.40992307662963867,0.18021011352539062
1763260283.2974572,2409,232.30699110031128,0.0005893900524824858,0.009796922095119953,,0.0026800716295838356,-0.030073920264840126,,1090.0,225024,0.005859375,0.00016505375970155,0.3717670440673828,-0.02830338478088379
1763260284.7935274,2426,233.80306124687195,0.008642826229333878,0.0009642317891120911,,0.0010198336094617844,-0.004747722297906876,,1090.0,226688,0.001953125,0.00016405529459007084,0.4383731484413147,-0.8829190731048584
1763260285.1336906,2430,234.14322447776794,362.2652587890625,0.006094430573284626,,0.00020995084196329117,-0.002973787486553192,,1090.0,227072,0.0,0.00016382487956434488,0.4992830157279968,-0.0001723766326904297
1763260286.9133067,2449,235.92284059524536,,,500.0,,,500.0,,229041,,,,
1763260288.429113,2465,237.43864679336548,192.93141174316406,-0.002709420397877693,,0.0030900221318006516,0.005227044224739075,,1090.0,230656,0.013671875,0.00016167435387615114,0.4396466612815857,0.00018769502639770508
1763260290.8541274,2491,239.8636612892151,0.0011749267578125,-0.003610457293689251,,0.0008552009239792824,-0.0019648224115371704,,1090.0,233344,0.0,0.00016006144869606942,0.533365786075592,0.05267244577407837
1763260290.990079,2493,239.99961280822754,,,500.0,,,500.0,,233541,,,,
1763260291.9430223,2506,240.95255613327026,,,500.0,,,500.0,,234568,,,,
1763260292.7438571,2514,241.75339102745056,0.002734142355620861,0.030727950856089592,,0.0034274663776159286,-0.01585351675748825,,1090.0,235392,0.001953125,0.0001588325685588643,0.4517677426338196,-0.07841312885284424
1763260292.8540823,2515,241.86361622810364,0.0009666001424193382,0.033559683710336685,,0.008912937715649605,-0.024650707840919495,,1090.0,235520,0.041015625,0.00015875576355028898,0.4538905620574951,0.5514782667160034
1763260293.3027732,2520,242.3123071193695,0.0009628367843106389,-0.0071906717494130135,,0.002370811067521572,-0.0009019002318382263,,1091.0,236032,0.001953125,0.0001584485435159877,0.47039589285850525,-0.4710571765899658
1763260294.4622767,2533,243.47181057929993,0.01102481223642826,-0.001768132671713829,,0.0007005017250776291,-0.0017553530633449554,,1091.0,237312,0.0,0.0001576804934302345,0.46350806951522827,-0.2236499786376953
1763260295.1740124,2540,244.18354630470276,1076.7783203125,0.003927028737962246,,0.000719183124601841,-0.009662080556154251,,1091.0,238080,0.001953125,0.00015721966337878257,0.5530604720115662,0.000625312328338623
1763260295.8854601,2547,244.89499402046204,0.001353924977593124,-0.030791491270065308,,0.00267998781055212,-0.019208677113056183,,1091.0,238848,0.0078125,0.00015675883332733065,0.4995167851448059,-0.0926516056060791
1763260297.9823132,2570,246.99184703826904,338.1192626953125,0.0012557273730635643,,0.00011166278272867203,0.0028738752007484436,,1091.0,241152,0.0,0.00015537634317297488,0.4650753140449524,0.00011402368545532227
1763260298.0956235,2571,247.1051573753357,0.008418682031333447,0.0031831441447138786,,0.00041499268263578415,0.0030155014246702194,,1091.0,241280,0.0,0.00015529953816439956,0.48434221744537354,0.1088101863861084
1763260298.5439677,2576,247.55350160598755,0.009088534861803055,-0.0020641544833779335,,0.0005297502502799034,-0.006900623440742493,,1091.0,241792,0.0,0.00015499231813009828,0.5569359660148621,0.05293327569961548
1763260298.656139,2577,247.66567277908325,0.0014612356899306178,0.036412179470062256,,0.002346404828131199,0.005159731954336166,,1091.0,241920,0.001953125,0.00015491551312152296,0.5517953038215637,-0.07422518730163574
1763260301.503749,2608,250.5132827758789,,,500.0,,,500.0,,245068,,,,
1763260301.7041225,2610,250.71365642547607,0.0075676217675209045,0.0018644239753484726,,0.0010594949126243591,0.004958977922797203,,1091.0,245248,0.0,0.00015291858289856464,0.46040773391723633,-0.4984467029571533
1763260303.580149,2630,252.5896828174591,0.010209809057414532,0.008320972323417664,,0.0005222596228122711,0.003254275768995285,,1091.0,247296,0.0,0.0001516897027613595,0.5391322374343872,-0.27664482593536377
1763260304.18163,2636,253.19116377830505,0.0010816254653036594,-0.003752884455025196,,0.0016757091507315636,-0.0120887765660882,,1091.0,247936,0.0,0.0001513056777184829,0.5167597532272339,0.08724838495254517
1763260305.1067882,2646,254.11632204055786,0.0005356137407943606,-0.0006041182205080986,,0.00025433022528886795,-0.006571434438228607,,1091.0,248960,0.0,0.00015069123764988035,0.4138464033603668,-0.1823638677597046
1763260305.1515539,2647,254.16108775138855,,,500.0,,,500.0,,249068,,,,
1763260305.228405,2648,254.2379388809204,436.2629089355469,-0.008245623670518398,,0.0005496731027960777,0.013849422335624695,,1091.0,249088,0.0,0.00015061443264130503,0.45838767290115356,-0.00025451183319091797
1763260307.0872557,2668,256.09678959846497,476.03558349609375,-0.0001697782427072525,,0.0001496579498052597,-0.0012033656239509583,,1091.0,251136,0.0,0.00014938556705601513,0.525700032711029,0.00019985437393188477
1763260307.5741513,2673,256.5836851596832,690.018798828125,-0.005387520417571068,,0.0010285638272762299,-0.009274140000343323,,1091.0,251648,0.0,0.00014907834702171385,0.39575570821762085,-7.903575897216797e-05
1763260308.5090325,2683,257.5185663700104,464.2813720703125,-0.0031297141686081886,,0.0003216015174984932,-0.003990374505519867,,1091.0,252672,0.0,0.0001484639069531113,0.4727162718772888,-0.0006060600280761719
1763260308.8499045,2687,257.85943841934204,,,500.0,,,500.0,,253068,,,,
1763260309.0713212,2689,258.0808551311493,0.008520024828612804,0.02460360899567604,,0.005105174146592617,0.005158822983503342,,1091.0,253312,0.00390625,0.0001480798819102347,0.5074158906936646,-0.30830228328704834
1763260309.1869428,2692,258.19647669792175,1179.55322265625,0.0038643423467874527,,0.0006857942789793015,-0.0018036533147096634,,1091.0,253440,0.0,0.00014800307690165937,0.2971855401992798,0.0023505091667175293
1763260312.8302937,2732,261.8398275375366,152.31126403808594,0.00040943268686532974,,0.00017250794917345047,-0.0012426003813743591,,1091.0,257408,0.0,0.00014562212163582444,0.47609928250312805,8.821487426757812e-06
1763260314.7099185,2752,263.71945238113403,0.007852229289710522,0.019166085869073868,,0.0039760880172252655,-0.009044632315635681,,1091.0,259456,0.0,0.00014439324149861932,0.548538327217102,0.028436660766601562
1763260315.1594977,2757,264.16903162002563,0.005966635420918465,0.00015404261648654938,,1.9665807485580444e-05,-0.0017127692699432373,,1091.0,259968,0.0,0.00014408602146431804,0.4600837528705597,-0.9814968109130859
1763260316.55289,2772,265.56242394447327,0.007211380638182163,-0.003918740898370743,,0.0005147513002157211,-0.011023025959730148,,1091.0,261504,0.0,0.0001431643613614142,0.47442561388015747,-0.22708618640899658
1763260317.5439591,2782,266.5534930229187,0.004455146845430136,-0.0030570868402719498,,8.157454431056976e-05,-0.00020869821310043335,,1091.0,262528,0.0,0.00014254992129281163,0.4693349599838257,-0.12439084053039551
1763260317.6575854,2783,266.66711926460266,0.0004540362861007452,0.0005136784166097641,,9.75392758846283e-05,-0.0026968205347657204,,1091.0,262656,0.0,0.0001424731162842363,0.47100549936294556,0.07418066263198853
1763260318.5991337,2793,267.6086676120758,0.00035004777600988746,0.014845219440758228,,0.0014397790655493736,-0.004394195973873138,,1091.0,263680,0.001953125,0.00014185867621563375,0.49601417779922485,-0.3256494998931885
1763260321.4202435,2824,270.4297773838043,,,500.0,,,500.0,,266782,,,,
1763260323.213079,2843,272.2226128578186,,,500.0,,,500.0,,268782,,,,
1763260324.5623085,2857,273.5718424320221,0.00039787543937563896,0.0008407114073634148,,0.00014689285308122635,0.0018210187554359436,,1091.0,270208,0.0,0.00013794163533020765,0.4572686553001404,-0.009724974632263184
1763260326.8839772,2882,275.8935110569,0.0005398853681981564,-0.004307174123823643,,0.0006832508370280266,0.011689379811286926,,1091.0,272768,0.0,0.00013640553515870124,0.4567048251628876,-0.023079991340637207
1763260327.6045792,2890,276.6141130924225,0.0012113602133467793,0.0012384308502078056,,0.0007064761593937874,-0.009337462484836578,,1091.0,273536,0.0,0.00013594470510724932,0.4730554223060608,-0.20115113258361816
1763260329.5933602,2911,278.6028940677643,0.0005286538507789373,-0.011335370130836964,,0.0016805743798613548,0.015761900693178177,,1091.0,275712,0.0,0.00013463901996146888,0.5322295427322388,-0.16504693031311035
1763260331.799763,2935,280.80929684638977,0.0008353510638698936,-0.002472272142767906,,0.0022968892008066177,-0.017438385635614395,,1091.0,278144,0.0,0.0001331797247985378,0.4499283730983734,-0.16165554523468018
1763260333.0806577,2949,282.0901916027069,0.0008342412766069174,0.0021400349214673042,,0.0007775360718369484,-0.010317757725715637,,1091.0,279552,0.0,0.00013233486970420927,0.4373006224632263,-0.09974503517150879
1763260334.1308393,2960,283.14037322998047,0.0006036347476765513,-0.003903040662407875,,0.0016626827418804169,0.009600449353456497,,1091.0,280704,0.001953125,0.00013164362462703139,0.542350172996521,-0.25293922424316406
1763260335.5612378,2975,284.57077169418335,0.00038230695645324886,-0.0009825825691223145,,0.00010417960584163666,-0.0028541572391986847,,1091.0,282240,0.0,0.00013072196452412754,0.46171754598617554,-0.1036522388458252
1763260336.8376179,2989,285.8471517562866,0.0005977621185593307,0.014952271245419979,,0.0009143883362412453,0.0017029233276844025,,1091.0,283648,0.0,0.00012987710942979902,0.5268758535385132,-0.0464940071105957
1763260337.5123665,2997,286.52190041542053,0.005841332487761974,-0.0034330273047089577,,2.4621374905109406e-05,-0.0003514811396598816,,1091.0,284416,0.0,0.0001294162793783471,0.49137184023857117,-0.012517809867858887
1763260338.8349535,3011,287.84448742866516,426.924560546875,0.0015667099505662918,,7.134303450584412e-05,-0.0005999933928251266,,1091.0,285824,0.0,0.00012857142428401858,0.4349595308303833,-8.225440979003906e-06
1763260342.5544007,3051,291.56393456459045,0.0059119826182723045,-0.0010445276275277138,,0.0005237599834799767,-0.012171857059001923,,1091.0,289920,0.0,0.00012611366400960833,0.47519105672836304,-0.5479401350021362
1763260342.810809,3053,291.82034277915955,0.00044588407035917044,0.026452600955963135,,0.0027860645204782486,0.0009459778666496277,,1091.0,290176,0.0,0.00012596006854437292,0.4651642441749573,-0.3638746738433838
1763260343.9828331,3066,292.99236702919006,0.006255552172660828,0.004979133605957031,,0.0006868280470371246,-0.00869421660900116,,1091.0,291456,0.0,0.00012519201845861971,0.4942575693130493,-0.2562594413757324
1763260344.323945,3070,293.3334789276123,648.0184936523438,0.00984402559697628,,0.00018497183918952942,0.0008740238845348358,,1091.0,291840,0.0,0.00012496160343289375,0.504650354385376,-1.430511474609375e-05
1763260345.6015882,3083,294.61112213134766,0.0005004671984352171,0.0071333181113004684,,0.00028010085225105286,0.004820369184017181,,1091.0,293248,0.0,0.00012411674833856523,0.45381084084510803,-0.2897026538848877
1763260346.9578938,3098,295.9674277305603,,,500.0,,,500.0,,294782,,,,
1763260347.4089897,3103,296.41852355003357,,,500.0,,,500.0,,295282,,,,
1763260349.699033,3127,298.708566904068,0.0005864534177817404,0.004226286895573139,,0.00022604595869779587,-0.0011613592505455017,,1091.0,297728,0.0,0.00012142857303842902,0.5243819952011108,-0.15333092212677002
1763260349.8129697,3129,298.82250356674194,547.9175415039062,-0.004754882305860519,,0.00031035207211971283,-0.0037001222372055054,,1091.0,297856,0.0,0.0001213517680298537,0.5016348361968994,-3.7789344787597656e-05
1763260350.9803817,3141,299.98991560935974,0.000733851979020983,0.0013835839927196503,,0.0005498472601175308,0.0038039572536945343,,1091.0,299136,0.005859375,0.0001205837179441005,0.5076237320899963,-0.8912148475646973
1763260351.1351526,3143,300.144686460495,,,500.0,,,500.0,,299282,,,,
1763260351.4660683,3146,300.4756021499634,0.0006445049657486379,0.0011035921052098274,,0.0016202246770262718,-0.008199259638786316,,1091.0,299648,0.0,0.00012027649790979922,0.44650039076805115,0.25298333168029785
1763260352.8544881,3161,301.86402201652527,0.00046990340342745185,0.011701327748596668,,0.00221379566937685,-0.02096419781446457,,1091.0,301184,0.001953125,0.00011935483780689538,0.43150466680526733,0.1228564977645874
1763260353.679338,3170,302.68887186050415,0.0007420835900120437,-0.0013786796480417252,,0.0002952776849269867,-0.002895534038543701,,1091.0,302080,0.0,0.00011881720274686813,0.4702245891094208,-0.06664037704467773
1763260354.8385615,3183,303.8480954170227,481.9330139160156,-0.0038489503785967827,,0.00034364964812994003,-0.001473933458328247,,1091.0,303360,0.0,0.00011804915266111493,0.42430800199508667,-5.8770179748535156e-05
