_timestamp,losses/approx_kl,losses/explained_variance,_step,charts/episodic_return,losses/entropy,global_step,charts/episodic_length,charts/SPS,losses/value_loss,losses/clipfrac,_runtime,charts/learning_rate,losses/policy_loss,losses/old_approx_kl
1763260084.2771356,,,0,,,0,,,,,28.016084671020508,,,
1763260085.2361724,0.0005240682512521744,0.04738819599151611,7,,0.6926779747009277,128,,972.0,46.3895263671875,0.0,28.97512149810791,0.0003000000142492354,-0.00313459150493145,-0.0006247013807296753
1763260085.9644272,,,33,52.0,,667,52.0,,,,29.703376293182373,,,
1763260086.273883,,,41,14.0,,880,14.0,,,,30.012832164764404,,,
1763260086.68651,,,47,40.0,,1019,40.0,,,,30.425459146499634,,,
1763260087.8753335,,,64,26.0,,1460,26.0,,,,31.614282608032227,,,
1763260088.6652374,,,74,43.0,,1873,43.0,,,,32.404186487197876,,,
1763260088.9390433,,,77,69.0,,2015,69.0,,,,32.67799234390259,,,
1763260090.0739086,,,88,92.0,,2641,92.0,,,,33.81285762786865,,,
1763260091.6702309,4.7956593334674835e-05,0.110454261302948,102,,0.6121833324432373,3456,,526.0,258.17108154296875,0.0,35.40917992591858,0.00029800308402627707,0.0010558739304542542,-0.0011412827298045158
1763260091.9167285,,,104,149.0,,3595,149.0,,,,35.65567755699158,,,
1763260095.9991002,0.004738911986351013,0.0009483695030212402,133,,0.5885564088821411,5504,,505.0,267.6779479980469,0.00390625,39.738049268722534,0.00029677420388907194,-0.014929977245628834,0.042253851890563965
1763260098.0514984,0.0005410229787230492,0.14513468742370605,147,,0.5030214190483093,6400,,494.0,167.7896270751953,0.0,41.790447473526,0.0002962365688290447,0.000665418803691864,0.006075798533856869
1763260098.3232915,,,149,172.0,,6562,172.0,,,,42.06224060058594,,,
1763260098.5219145,6.322655826807022e-05,0.10207289457321167,150,,0.6056141257286072,6656,,496.0,144.31935119628906,0.0,42.26086354255676,0.00029608295881189406,-0.004637053236365318,0.0033035175874829292
1763260099.1979098,1.950189471244812e-05,-0.01994788646697998,155,,0.5699414610862732,7040,,499.0,240.03782653808594,0.0,42.936858892440796,0.0002958525437861681,-0.0013545211404561996,0.0004429444670677185
1763260099.4320154,5.4572708904743195e-05,-0.004031062126159668,157,,0.5419259667396545,7168,,500.0,149.6435089111328,0.0,43.17096447944641,0.0002957757387775928,-0.0030355267226696014,-1.9892118871212006e-05
1763260101.2260084,3.0118972063064575e-05,0.11874449253082275,172,,0.5836143493652344,8192,,508.0,95.30635070800781,0.0,44.96495747566223,0.0002951612987089902,-0.00032777339220046997,0.0011549927294254303
1763260103.836077,0.0006104083731770515,0.20103389024734497,195,,0.5208974480628967,9728,,519.0,211.0731964111328,0.0,47.57502603530884,0.0002942396386060864,0.007789080962538719,-0.0026385458186268806
1763260104.570832,,,203,50.0,,10136,50.0,,,,48.309781074523926,,,
1763260105.6770852,,,213,128.0,,10876,128.0,,,,49.41603422164917,,,
1763260106.2432537,0.005543384701013565,0.33915644884109497,217,,0.5797675848007202,11136,,526.0,187.1108856201172,0.056640625,49.982202768325806,0.00029339478351175785,0.0013353265821933746,0.0013470016419887543
1763260107.4014213,,,228,146.0,,11863,146.0,,,,51.14037036895752,,,
1763260107.9854228,0.005242852494120598,0.47616738080978394,233,,0.5599932074546814,12160,,531.0,66.70614624023438,0.001953125,51.724371910095215,0.0002927803434431553,-0.019959259778261185,-0.006668368354439735
1763260110.0360065,,,251,127.0,,13384,127.0,,,,53.77495551109314,,,
1763260111.069716,,,259,321.0,,13993,321.0,,,,54.80866503715515,,,
1763260111.7384748,,,265,129.0,,14385,129.0,,,,55.477423906326294,,,
1763260112.5773103,0.0001791287213563919,0.3854601979255676,273,,0.5483638048171997,14848,,540.0,54.61339569091797,0.0,56.31625938415527,0.00029116743826307356,-0.0009335987269878387,0.003475455567240715
1763260112.7648656,0.0002711676061153412,0.5604264140129089,274,,0.5565326809883118,14976,,541.0,114.3823013305664,0.0,56.503814697265625,0.00029109063325449824,-0.0025581326335668564,-0.00033478066325187683
1763260114.6714811,,,292,86.0,,16116,86.0,,,,58.41043019294739,,,
1763260118.131533,0.000836709514260292,0.7880164384841919,321,,0.5561922788619995,17920,,542.0,111.45265197753906,0.0,61.870481967926025,0.0002893241180572659,-0.010659579187631607,0.010234620422124863
1763260118.821886,0.00033552106469869614,0.7669052481651306,327,,0.5584001541137695,18304,,542.0,54.954952239990234,0.0,62.560835123062134,0.0002890937030315399,-0.0033751018345355988,0.0014536557719111443
1763260119.0884569,,,330,180.0,,18485,180.0,,,,62.82740592956543,,,
1763260119.4645665,0.0005116201937198639,0.17152076959609985,332,,0.6142131090164185,18688,,543.0,100.4540023803711,0.0,63.20351552963257,0.00028886328800581396,-0.005097929388284683,-0.006972743198275566
1763260119.9772863,,,337,184.0,,19040,184.0,,,,63.716235399246216,,,
1763260120.3512294,6.67572021484375e-05,0.9545232653617859,340,,0.5889276266098022,19200,,544.0,36.870967864990234,0.0,64.09017848968506,0.0002885560679715127,0.002218661829829216,-0.0009353253990411758
1763260124.0223277,0.0003374991938471794,0.7949458956718445,370,,0.611708402633667,21504,,552.0,61.40760803222656,0.0,67.76127672195435,0.0002871735778171569,0.0009667985141277313,0.000698423944413662
1763260127.0622454,0.0005201045423746109,0.9415626525878906,396,,0.6541888117790222,23552,,561.0,38.151981353759766,0.0,70.80119442939758,0.0002859446976799518,-0.0016010180115699768,0.0019766204059123993
1763260130.515726,2.488400787115097e-05,0.11527091264724731,425,,0.5456087589263916,25600,,563.0,169.38560485839844,0.0,74.2546751499176,0.00028471581754274666,-0.001785092055797577,-5.101505666971207e-05
1763260132.6637564,,,441,171.0,,26758,171.0,,,,76.4027054309845,,,
1763260133.9216437,3.077927976846695e-05,0.18695050477981567,450,,0.6099532842636108,27392,,561.0,103.09815216064453,0.0,77.66059279441833,0.0002836405474226922,-0.000844024121761322,0.001432410441339016
1763260137.0156312,0.000439533032476902,0.13219642639160156,471,,0.5934323668479919,28928,,557.0,165.42642211914062,0.0,80.75458025932312,0.00028271888731978834,0.01009688526391983,-0.006604482419788837
1763260138.2113757,2.7857720851898193e-05,-0.021033644676208496,481,,0.6193289160728455,29568,,556.0,112.26046752929688,0.0,81.95032477378845,0.00028233486227691174,-0.0035416968166828156,-0.0001826416701078415
1763260139.3485425,0.00024599675089120865,0.3865000009536743,490,,0.6471526622772217,30208,,556.0,69.74859619140625,0.0,83.08749151229858,0.00028195083723403513,-0.0037110447883605957,0.0020374031737446785
1763260140.9792502,,,504,49.0,,31176,49.0,,,,84.71819925308228,,,
1763260142.3410823,6.019137799739838e-06,0.6814152002334595,515,,0.653815507888794,31872,,556.0,36.47064208984375,0.0,86.0800313949585,0.00028095237212255597,-0.00019492022693157196,-2.192426472902298e-05
1763260143.8071308,,,530,112.0,,32745,112.0,,,,87.5460798740387,,,
1763260144.887771,,,539,66.0,,33388,66.0,,,,88.62671995162964,,,
1763260145.7955308,0.0002071363851428032,0.007812380790710449,547,,0.6288176774978638,33792,,556.0,238.26344299316406,0.0,89.53447985649109,0.00027980029699392617,-0.0033905040472745895,0.00012190733104944229
1763260146.7149503,,,555,192.0,,34383,192.0,,,,90.45389938354492,,,
1763260147.1212778,0.0001946818083524704,0.2634471654891968,559,,0.6113123893737793,34560,,557.0,113.40680694580078,0.0,90.86022686958313,0.00027933946694247425,-9.606685489416122e-05,-0.0008694808930158615
1763260148.366725,,,568,78.0,,35406,78.0,,,,92.1056740283966,,,
1763260152.0691662,0.004147959873080254,0.6802710890769958,595,,0.5634677410125732,37632,,561.0,62.77050018310547,0.009765625,95.80811524391174,0.00027749614673666656,-0.027197986841201782,0.02259564772248268
1763260154.4644685,0.00021526310592889786,0.947123646736145,612,,0.5728270411491394,39168,,564.0,13.192864418029785,0.0,98.20341753959656,0.0002765744866337627,0.0019450224936008453,-0.002146567218005657
1763260154.68778,0.0005657020956277847,0.9503471851348877,614,,0.5845218896865845,39296,,564.0,11.16580867767334,0.0,98.42672896385193,0.0002764976816251874,-0.014212772250175476,0.0022471249103546143
1763260157.0492268,0.0013363678008317947,0.9166192412376404,630,,0.5444719791412354,40832,,567.0,13.311426162719727,0.0,100.78817582130432,0.000275576050626114,0.007268652319908142,-0.004790695384144783
