losses/clipfrac,losses/old_approx_kl,_timestamp,charts/episodic_return,losses/entropy,losses/approx_kl,_runtime,losses/policy_loss,charts/learning_rate,charts/episodic_length,charts/SPS,losses/explained_variance,_step,global_step,losses/value_loss
0.0,0.004793313331902027,1763260285.6681468,,0.4085993468761444,0.000168568454682827,229.64156079292297,-0.0032318979501724243,0.00021605222718790174,,693.0,-0.30055856704711914,1559,140032,0.032213613390922546
0.0,0.00045543164014816284,1763260286.0711875,,0.3301328420639038,5.683489143848419e-05,230.0446014404297,0.0011128392070531845,0.00021582181216217577,,693.0,-0.00041425228118896484,1563,140416,364.2181396484375
,,1763260286.340752,410.0,,,230.31416583061218,,,410.0,,,1566,140768,
0.0,0.008241293951869011,1763260288.5357482,,0.42548495531082153,0.0005311332643032074,232.5091621875763,-0.004949547350406647,0.00021428571199066937,,697.0,-6.759266376495361,1588,142976,0.9521945118904114
0.013671875,-0.0130540169775486,1763260288.6504357,,0.4010603725910187,0.004733337089419365,232.62384963035583,-0.04243534803390503,0.00021420890698209405,,698.0,-1.6098275184631348,1589,143104,1.200952410697937
0.00390625,-0.007542040199041367,1763260289.3973603,,0.432762086391449,0.002760687842965126,233.370774269104,-0.009203445166349411,0.00021374807693064213,,699.0,-0.013608574867248535,1597,143872,0.015581226907670498
0.0,0.008172550238668919,1763260290.3951933,,0.4481372833251953,0.0006735483184456825,234.36860728263855,0.0002863854169845581,0.00021313363686203957,,700.0,-0.06927406787872314,1607,144896,0.004060401115566492
0.001953125,-0.005192963406443596,1763260290.6452725,,0.40578386187553406,0.0014104470610618591,234.6186864376068,0.007676437497138977,0.00021298002684488893,,701.0,-2.33545184135437,1609,145152,0.001550118438899517
,,1763260290.6858304,500.0,,,234.65924429893494,,,500.0,,,1610,145156,
0.0,0.004563767462968826,1763260291.0650327,,0.5406394004821777,3.538839519023895e-05,235.03844666481018,0.000998038798570633,0.00021282641682773829,,701.0,-0.8321123123168945,1612,145408,0.0015869338531047106
0.0,0.004001102410256863,1763260292.8879857,,0.42232194542884827,0.0002692742273211479,236.86139965057373,-0.008314274251461029,0.00021198156173340976,,701.0,0.27465319633483887,1626,146816,0.004306167829781771
0.01953125,-0.00883165467530489,1763260294.525868,,0.4488444924354553,0.003959142602980137,238.49928188323975,-0.008743975311517715,0.00021121351164765656,,702.0,-1.8375203609466553,1638,148096,0.0003704187402036041
,,1763260300.6307912,500.0,,,244.60420513153076,,,500.0,,,1687,153156,
0.0,-0.004025697708129883,1763260305.3045728,,0.4359894394874573,7.417239248752594e-05,249.27798676490784,-0.003030538558959961,0.00020545315055642277,,711.0,-0.0020377635955810547,1732,157696,569.0682373046875
0.005859375,0.022365834563970566,1763260306.6292806,,0.40487223863601685,0.004827304743230343,250.60269451141357,-0.0036933422088623047,0.00020460829546209425,,713.0,-0.35144126415252686,1745,159104,0.0004283419402781874
0.0,0.005580308847129345,1763260307.4049623,,0.4396803081035614,0.0012005968019366264,251.37837624549866,-0.015594188123941422,0.00020414746541064233,,714.0,-0.12825095653533936,1753,159872,0.006441724020987749
0.0,-0.0012711547315120697,1763260307.5190313,,0.39700809121131897,0.0001318063586950302,251.492445230484,-0.0019811149686574936,0.000204070660402067,,714.0,-0.17128288745880127,1754,160000,0.00064078439027071
0.0,0.019732026383280754,1763260308.6158993,,0.5023899078369141,0.000563555397093296,252.5893132686615,0.003427952527999878,0.00020337941532488912,,716.0,-1.0702247619628906,1765,161152,0.00023871719895396382
0.00390625,-0.015833906829357147,1763260308.8477259,,0.4864465296268463,0.0033344337716698647,252.82113981246948,0.009830823168158531,0.00020322580530773848,,716.0,-0.01587677001953125,1768,161408,0.0010797330178320408
0.0,0.004564231261610985,1763260309.7156563,,0.46853119134902954,0.0017118994146585464,253.68907022476196,-0.005903191864490509,0.00020268817024771124,,717.0,0.060682713985443115,1777,162304,0.007755687460303307
0.0,-0.000313599593937397,1763260313.7412293,,0.43308573961257935,0.00022198911756277084,257.714643239975,-0.005040418356657028,0.00020015360496472567,,723.0,0.15343672037124634,1818,166528,0.0004451512359082699
,,1763260314.2844424,500.0,,,258.25785636901855,,,500.0,,,1823,167156,
0.001953125,0.0050103869289159775,1763260317.0473022,,0.4856452941894531,0.0008462853729724884,261.02071619033813,0.005353901535272598,0.00019807988428510725,,728.0,-0.23604238033294678,1851,169984,0.00037676890497095883
0.021484375,0.01701851189136505,1763260317.7016635,,0.4698297381401062,0.007308528758585453,261.6750774383545,-0.008580107241868973,0.00019777266425080597,,728.0,-0.05890297889709473,1856,170496,0.0004779979062732309
,,1763260319.09903,500.0,,,263.07244396209717,,,500.0,,,1868,171656,
0.0,0.0037976056337356567,1763260319.7372856,,0.4582548439502716,0.00025795958936214447,263.71069955825806,-0.00227200984954834,0.0001967741991393268,,729.0,-1.6689300537109375e-05,1873,172160,705.5396118164062
,,1763260320.216741,500.0,,,264.1901550292969,,,500.0,,,1877,172656,
0.0,0.0023500798270106316,1763260321.2954628,,0.5059356689453125,0.0005702124908566475,265.26887679100037,0.00042643211781978607,0.0001959293440449983,,730.0,-0.298305869102478,1886,173568,0.00022093004372436553
0.0,-0.011163259856402874,1763260322.2403657,,0.48532456159591675,0.001397143118083477,266.21377968788147,-0.007851187139749527,0.00019539170898497105,,731.0,0.3241664171218872,1895,174464,0.0006887353374622762
0.0,0.002855931408703327,1763260323.229507,,0.5014036893844604,3.531109541654587e-05,267.2029209136963,-0.00045242905616760254,0.00019493087893351912,,731.0,0.0005203485488891602,1903,175232,566.1442260742188
0.0,-6.396044045686722e-05,1763260323.6529164,,0.5029756426811218,0.0015490679070353508,267.6263303756714,-0.006195973604917526,0.00019470046390779316,,731.0,0.009772002696990967,1906,175616,0.00029735080897808075
0.0,-0.008360779844224453,1763260325.1237962,,0.5352581739425659,0.0007903529331088066,269.0972101688385,0.012210480868816376,0.00019400921883061528,,732.0,0.0001450181007385254,1918,176768,474.0242614746094
0.0,0.006101337261497974,1763260325.4010303,,0.5529194474220276,0.0007064444944262505,269.3744442462921,0.0013592615723609924,0.00019385560881346464,,732.0,-0.6363710165023804,1920,177024,0.0007030817214399576
0.0,-0.013127834536135197,1763260328.1019506,,0.5602397322654724,0.0022638430818915367,272.07536458969116,-0.01490103080868721,0.00019231950864195824,,734.0,-1.3803105354309082,1945,179584,0.0009948686929419637
0.0,9.495392441749573e-05,1763260329.7678254,,0.5641248226165771,0.0011138338595628738,273.7412393093109,0.006178669631481171,0.00019147465354762971,,735.0,-0.24429702758789062,1959,180992,0.0005100255948491395
0.0,-0.0011292947456240654,1763260331.5364466,,0.554046094417572,3.616977483034134e-05,275.5098605155945,0.00018277019262313843,0.0001906297984533012,,735.0,0.0007745027542114258,1973,182400,0.007163666188716888
0.0,0.005316342227160931,1763260332.9749022,,0.49116051197052,0.0008814660832285881,276.9483160972595,-0.00307425856590271,0.000189861748367548,,736.0,2.378225326538086e-05,1985,183680,711.3521728515625
0.0,0.00044070370495319366,1763260333.5908368,,0.5200932025909424,0.0014618001878261566,277.56425070762634,-0.01536339521408081,0.0001894777233246714,,737.0,0.177362322807312,1991,184320,0.008077174425125122
0.0,0.008727026171982288,1763260334.6714725,,0.5282143354415894,0.002854776568710804,278.64488649368286,-0.03951131924986839,0.0001887864782474935,,738.0,-0.02547144889831543,2002,185472,0.0003736453363671899
0.005859375,0.004431591369211674,1763260335.1334045,,0.5282703042030334,0.004894948564469814,279.1068184375763,-0.004311494529247284,0.00018847925821319222,,739.0,-0.09693765640258789,2007,185984,0.00041703099850565195
0.0,0.0004960969090461731,1763260335.9740372,,0.5179155468940735,5.3919851779937744e-05,279.94745111465454,-0.0014288872480392456,0.00018794162315316498,,740.0,0.20980089902877808,2016,186880,0.006256442051380873
,,1763260336.211961,500.0,,,280.18537497520447,,,500.0,,,2019,187156,
,,1763260336.7054982,500.0,,,280.67891216278076,,,500.0,,,2024,187656,
0.0,0.005934610031545162,1763260337.0463698,,0.4481758773326874,0.0021256329491734505,281.01978373527527,-0.010908318683505058,0.0001872503780759871,,742.0,0.030338585376739502,2027,188032,0.00040206065750680864
0.0,0.015795540064573288,1763260337.1633615,,0.5018655061721802,0.0010585002601146698,281.1367754936218,-0.0027047917246818542,0.00018717357306741178,,742.0,0.00011408329010009766,2029,188160,620.9110717773438
0.0,-0.0008752262219786644,1763260337.666354,,0.5107781291007996,3.524031490087509e-05,281.63976788520813,0.00028727203607559204,0.0001868663530331105,,742.0,3.5881996154785156e-05,2034,188672,792.3551025390625
0.0,0.002512983977794647,1763260338.7464194,,0.47533026337623596,5.655549466609955e-05,282.71983337402344,-0.0012167906388640404,0.00018617510795593262,,744.0,0.1625199317932129,2045,189824,0.005337748676538467
0.0,-0.011900672689080238,1763260339.3189082,,0.5437930822372437,0.00047678500413894653,283.2923221588135,0.001041896641254425,0.00018579109746497124,,744.0,-0.050012826919555664,2051,190464,0.0004743408353533596
0.0,-0.011934326961636543,1763260339.4466596,,0.4731608033180237,0.002183925360441208,283.4200735092163,-0.01598876714706421,0.00018571429245639592,,745.0,-0.18876385688781738,2052,190592,0.00022710654593538493
0.001953125,0.002960463985800743,1763260341.7461371,,0.531578540802002,0.0026731323450803757,285.7195510864258,-0.014429178088903427,0.00018463902233634144,,745.0,0.06181180477142334,2070,192384,0.006722752470523119
0.0,-0.010877376422286034,1763260342.6007574,,0.48527365922927856,0.0013622045516967773,286.57417130470276,0.0029704049229621887,0.00018425499729346484,,745.0,-0.04438364505767822,2076,193024,0.0005840358207933605
0.0,0.007742342539131641,1763260344.7135947,,0.5441451072692871,0.0004942631348967552,288.6870086193085,0.0049892812967300415,0.00018325653218198568,,745.0,-0.0001131296157836914,2093,194688,811.919921875
0.0,-0.0009355256333947182,1763260344.8755574,,0.5509219169616699,1.6870908439159393e-05,288.8489713668823,-0.0007191672921180725,0.00018317972717341036,,745.0,-0.1077951192855835,2094,194816,0.005373588763177395
,,1763260347.7567317,500.0,,,291.7301456928253,,,500.0,,,2117,197156,
0.0,0.008860773406922817,1763260350.1762855,,0.48682451248168945,0.00021156761795282364,294.1496994495392,-0.00415151659399271,0.0001802611368475482,,749.0,6.514787673950195e-05,2141,199680,566.456787109375
0.0,0.0016450593248009682,1763260350.7353623,,0.5380294919013977,0.0005393465980887413,294.70877623558044,0.002566542476415634,0.0001799539168132469,,749.0,0.00016373395919799805,2146,200192,591.0706176757812
0.0,0.016629640012979507,1763260350.8508224,,0.5027231574058533,0.002496708184480667,294.82423639297485,-0.013300560414791107,0.00017987711180467159,,749.0,-0.03806471824645996,2147,200320,0.00851643830537796
0.001953125,-0.0020919833332300186,1763260350.9650578,,0.551579475402832,0.0019640829414129257,294.9384717941284,-0.015480423346161842,0.00017980030679609627,,749.0,-0.027889490127563477,2148,200448,0.0006062713800929487
,,1763260351.6814373,500.0,,,295.6548511981964,,,500.0,,,2155,201156,
,,1763260354.0198717,500.0,,,297.99328565597534,,,500.0,,,2172,202786,
0.0,-0.018954038619995117,1763260355.795083,,0.5759890675544739,0.0028859004378318787,299.76849699020386,-0.019645430147647858,0.00017757296154741198,,750.0,-0.6748263835906982,2185,204160,0.00048536909162066877
0.0,0.004473945125937462,1763260356.6825333,,0.4969514012336731,0.00011729821562767029,300.65594720840454,-0.00341140478849411,0.00017718893650453538,,750.0,0.00014835596084594727,2192,204800,787.5156860351562
0.00390625,0.002330995164811611,1763260357.3284369,,0.5160140991210938,0.0016219085082411766,301.30185079574585,0.0031009018421173096,0.00017680491146165878,,750.0,-0.323026180267334,2198,205440,0.009116005152463913
0.01171875,-0.02458714321255684,1763260357.4445326,,0.4925587773323059,0.005012374371290207,301.41794657707214,-0.012800052762031555,0.00017672810645308346,,750.0,-0.42270970344543457,2199,205568,0.0004960439400747418
,,1763260358.5498405,500.0,,,302.52325439453125,,,500.0,,,2211,206786,
0.0,-0.003234465606510639,1763260358.8794858,,0.4812391400337219,0.001135258935391903,302.8528997898102,0.0017743967473506927,0.0001758064463501796,,752.0,-0.49541640281677246,2214,207104,0.0005515325465239584
0.0,-0.016255101189017296,1763260359.512202,,0.5574641227722168,0.0014279922470450401,303.4856159687042,0.006415940821170807,0.000175422421307303,,753.0,0.00916355848312378,2220,207744,0.0004942638333886862
0.0,0.0024554748088121414,1763260359.751069,,0.5496900677680969,0.00010253675282001495,303.7244830131531,-0.0024775415658950806,0.00017526881129015237,,753.0,0.022973299026489258,2223,208000,0.008596146479249
0.0,-0.0013843709602952003,1763260359.9953716,,0.5445981621742249,7.369834929704666e-05,303.9687855243683,-0.00042735040187835693,0.00017511520127300173,,753.0,-0.04887592792510986,2225,208256,0.00037161193904466927
,,1763260360.0083015,500.0,,,303.9817154407501,,,500.0,,,2226,208286,
0.0,-0.0016460763290524483,1763260360.15674,,0.5583206415176392,0.00024040509015321732,304.13015389442444,0.003443874418735504,0.0001750383962644264,,753.0,6.496906280517578e-06,2227,208384,474.92840576171875
,,1763260360.5310838,500.0,,,304.50449776649475,,,500.0,,,2231,208786,
0.005859375,0.012997178360819817,1763260360.9911013,,0.5604581832885742,0.0018013231456279755,304.964515209198,-0.01742846518754959,0.00017450076120439917,,754.0,0.03891044855117798,2235,209280,0.0003436058177612722
0.0,0.012732014060020447,1763260361.4825408,,0.5232452750205994,0.0010973848402500153,305.45595479011536,0.012684714049100876,0.0001741935411700979,,755.0,-0.00011682510375976562,2241,209792,565.3577270507812
0.0,0.008503281511366367,1763260362.2128909,,0.5116503834724426,0.00014462415128946304,306.18630480766296,0.0004540029913187027,0.0001737327256705612,,755.0,0.012910842895507812,2248,210560,0.0005257879383862019
,,1763260362.3645015,500.0,,,306.3379154205322,,,500.0,,,2250,210786,
0.0,0.005895541049540043,1763260362.67396,,0.5510227084159851,0.0015174103900790215,306.6473739147186,-0.01180402934551239,0.0001734255056362599,,756.0,0.12367469072341919,2253,211072,0.0004611876211129129
0.0,-0.0025003673508763313,1763260364.5096152,,0.48919838666915894,0.00043723825365304947,308.483029127121,-0.0091138556599617,0.0001722734305076301,,758.0,0.015484988689422607,2272,212992,0.008618644438683987
,,1763260365.2523236,500.0,,,309.2257375717163,,,500.0,,,2280,213786,
0.0,0.0005611209198832512,1763260367.2315361,,0.5272690653800964,1.7671845853328705e-05,311.204950094223,0.0007063820958137512,0.00017089094035327435,,759.0,0.0001932382583618164,2295,215296,499.4513244628906
0.0,0.004404832608997822,1763260367.7133517,,0.4948173761367798,0.0006717415526509285,311.68676567077637,-0.00284687802195549,0.00017066052532754838,,759.0,-0.2000288963317871,2298,215680,0.00033878209069371223
0.0,0.006905999965965748,1763260369.01613,,0.42931443452835083,0.0010355757549405098,312.9895439147949,-0.0031125377863645554,0.0001699692802503705,,759.0,-0.00013124942779541016,2310,216832,315.0821228027344
0.0,-0.007132058031857014,1763260369.29272,,0.5325143337249756,0.0004628421738743782,313.2661340236664,-0.004300323314964771,0.00016981567023321986,,760.0,-0.015836715698242188,2312,217088,0.0004954325850121677
0.0,-0.006772246211767197,1763260369.9536595,,0.5102751851081848,0.0006191898137331009,313.92707347869873,-0.009683236479759216,0.00016943164519034326,,760.0,-0.04568278789520264,2318,217728,0.00044764266931451857
0.0,-0.0018338179215788841,1763260370.3037183,,0.5251929759979248,0.0012691756710410118,314.27713227272034,0.00047409534454345703,0.0001692012301646173,,760.0,-0.0838700532913208,2322,218112,0.0007571459282189608
,,1763260370.4386072,500.0,,,314.41202116012573,,,500.0,,,2324,218286,
,,1763260370.9510338,500.0,,,314.9244477748871,,,500.0,,,2329,218786,
,,1763260372.2154834,500.0,,,316.1888973712921,,,500.0,,,2339,219786,
,,1763260372.8245502,500.0,,,316.79796409606934,,,500.0,,,2343,220286,
,,1763260373.552826,500.0,,,317.52623987197876,,,500.0,,,2348,220786,
0.0,-0.0019241571426391602,1763260374.3874874,,0.47381696105003357,0.00043245404958724976,318.3609013557434,-0.004295485094189644,0.0001672811049502343,,761.0,0.00012987852096557617,2354,221312,528.14404296875
,,1763260375.5874453,500.0,,,319.5608592033386,,,500.0,,,2363,222286,
0.0,0.0004534749314188957,1763260378.9619086,,0.43212711811065674,5.750078707933426e-05,322.93532252311707,0.0005249939858913422,0.00016513056471012533,,761.0,-9.834766387939453e-05,2389,224896,430.17626953125
0.0,-0.002431814558804035,1763260379.4756048,,0.5041922926902771,6.481911987066269e-05,323.44901871681213,-0.0022216513752937317,0.00016482334467582405,,761.0,1.1086463928222656e-05,2394,225408,246.4812774658203
0.0,-0.008148093707859516,1763260380.9292336,,0.5022082924842834,0.0004959097132086754,324.9026474952698,7.273070514202118e-05,0.0001639016845729202,,763.0,-0.06809782981872559,2409,226944,0.003662183415144682
0.0,-0.007035001181066036,1763260382.750703,,0.5298864841461182,0.0003336360678076744,326.72411704063416,0.004949092864990234,0.00016282641445286572,,764.0,-0.13773810863494873,2426,228736,0.0003501583996694535
0.0,-0.007821443490684032,1763260383.3215375,,0.5564936399459839,0.0011921217665076256,327.2949514389038,-0.009514294564723969,0.00016259599942713976,,764.0,-0.10877561569213867,2430,229120,0.00038510109880007803
0.0,0.004589105024933815,1763260385.6254787,,0.5213937759399414,0.0011696945875883102,329.5988926887512,-0.00024121254682540894,0.00016144393885042518,,765.0,0.20263469219207764,2449,231040,0.0004920194041915238
0.0,0.006787855178117752,1763260387.2270625,,0.477047324180603,0.000752914696931839,331.20047640800476,-0.005782216787338257,0.00016044547373894602,,766.0,0.042822182178497314,2465,232704,0.000249349104706198
,,1763260389.6856754,500.0,,,333.6590893268585,,,500.0,,,2491,235286,
0.0,0.0011674948036670685,1763260389.9172714,,0.5077400207519531,6.680749356746674e-05,333.8906853199005,-0.00105251744389534,0.00015875576355028898,,769.0,-0.9372161626815796,2493,235520,0.006538472604006529
0.0,3.3620744943618774e-07,1763260391.124709,,0.4971088171005249,0.0006237206980586052,335.0981228351593,-0.006516128778457642,0.00015798771346453577,,770.0,-0.000133514404296875,2506,236800,618.2410888671875
0.0,-0.0019443165510892868,1763260391.9714963,,0.5206233859062195,0.0003823954612016678,335.94491028785706,-0.011984504759311676,0.00015745007840450853,,770.0,-0.07812154293060303,2514,237696,0.00022923664073459804
,,1763260392.0069468,500.0,,,335.98036074638367,,,500.0,,,2515,237786,
,,1763260392.4695117,500.0,,,336.4429256916046,,,500.0,,,2520,238286,
0.0,0.0021615885198116302,1763260393.7530997,,0.5253896117210388,0.00017125345766544342,337.7265136241913,0.0008873119950294495,0.00015629800327587873,,772.0,-0.3198205232620239,2533,239616,0.0006264455732889473
,,1763260394.385916,500.0,,,338.35932993888855,,,500.0,,,2540,240286,
0.0,0.0010783122852444649,1763260395.098691,,0.45557448267936707,0.0005696406587958336,339.0721049308777,-0.0008632782846689224,0.0001554531481815502,,773.0,-0.30654680728912354,2547,241024,0.00534035125747323
0.0,0.0006063878536224365,1763260397.984053,,0.5134425759315491,5.443766713142395e-05,341.957466840744,-0.0044034793972969055,0.00015407065802719444,,774.0,1.5497207641601562e-06,2570,243328,719.294921875
0.0,0.0023213839158415794,1763260398.1634645,,0.5186992883682251,1.2702308595180511e-05,342.136878490448,-0.00043163448572158813,0.00015399385301861912,,774.0,0.10641014575958252,2571,243456,0.0038154260255396366
0.0,0.001804686151444912,1763260398.820728,,0.4561454653739929,2.3080967366695404e-05,342.79414200782776,-0.0012516379356384277,0.00015368663298431784,,774.0,-0.07067739963531494,2576,243968,0.005605347454547882
0.0,0.0005388781428337097,1763260398.9960518,,0.5057045221328735,4.9620866775512695e-06,342.96946573257446,0.00010496936738491058,0.00015360982797574252,,774.0,0.016390979290008545,2577,244096,0.0004608493181876838
,,1763260403.165303,500.0,,,347.13871693611145,,,500.0,,,2608,247286,
0.0,-0.001578059047460556,1763260403.4950056,,0.5389146208763123,0.00011312030255794525,347.46841955184937,0.0030439645051956177,0.0001516128977527842,,773.0,-0.00014007091522216797,2610,247424,0.005966485943645239
0.0,-0.0050766849890351295,1763260406.1601548,,0.4406498074531555,0.0003553489223122597,350.1335687637329,-0.00036666542291641235,0.00015038401761557907,,773.0,-0.11052525043487549,2630,249472,0.006090437527745962
0.0,0.0029773181304335594,1763260406.7643416,,0.5214145183563232,0.0002846838906407356,350.7377555370331,-0.008862413465976715,0.0001500000071246177,,774.0,0.019339025020599365,2636,250112,0.00032899269717745483
0.0,0.020966142416000366,1763260407.7415066,,0.4874109923839569,0.0006696777418255806,351.71492052078247,-0.0028959251940250397,0.00014938556705601513,,774.0,-0.10959267616271973,2646,251136,0.000506806478369981
0.0,-0.004555339924991131,1763260407.8938596,,0.5102958083152771,0.0009709624573588371,351.86727356910706,-0.009033717215061188,0.00014930876204743981,,774.0,-0.04754531383514404,2647,251264,0.00025765132158994675
,,1763260407.903682,500.0,,,351.8770959377289,,,500.0,,,2648,251286,
0.0,0.0031020240858197212,1763260409.791901,,0.5300948619842529,0.00019765738397836685,353.76531505584717,-0.002784671261906624,0.0001480798819102347,,776.0,2.872943878173828e-05,2668,253312,674.6341552734375
0.0,-0.004960359074175358,1763260410.296654,,0.5593806505203247,0.00021037179976701736,354.27006793022156,0.00311829149723053,0.0001477726618759334,,777.0,0.00015777349472045898,2673,253824,742.2177124023438
0.0,0.00990545004606247,1763260411.2572238,,0.5447281002998352,0.0006888788193464279,355.2306377887726,-0.0035029277205467224,0.00014715822180733085,,777.0,6.651878356933594e-05,2683,254848,624.84521484375
,,1763260411.687973,500.0,,,355.6613869667053,,,500.0,,,2687,255286,
0.0,0.0014693504199385643,1763260412.0755725,,0.5685852766036987,0.0002809623256325722,356.0489864349365,-0.0018185824155807495,0.00014677419676445425,,777.0,-0.08798182010650635,2689,255488,0.004189775791019201
,,1763260412.4717317,500.0,,,356.44514560699463,,,500.0,,,2692,255786,
0.0,-0.0006419550627470016,1763260418.1294818,,0.5321922302246094,2.829916775226593e-05,362.10289573669434,-0.0013133473694324493,0.00014416282647289336,,776.0,9.679794311523438e-05,2732,259840,782.9771728515625
0.0,-0.0035613439977169037,1763260421.0273461,,0.48170050978660583,8.634477853775024e-05,365.0007600784302,-2.1025538444519043e-05,0.00014293394633568823,,776.0,-1.5616416931152344e-05,2752,261888,311.67913818359375
0.0,0.005552612245082855,1763260421.8091676,,0.46041804552078247,0.00016185082495212555,365.7825815677643,-0.006897535175085068,0.00014262672630138695,,775.0,6.61015510559082e-05,2757,262400,299.62054443359375
0.0,0.006755166687071323,1763260424.0091372,,0.45238757133483887,0.0001406269147992134,367.9825510978699,-0.005598176270723343,0.0001417050661984831,,775.0,0.32972389459609985,2772,263936,0.004382267594337463
0.0,-0.0006744880229234695,1763260425.4049342,,0.4436512291431427,2.451986074447632e-05,369.3783481121063,0.0018231328576803207,0.00014109062612988055,,775.0,0.09746193885803223,2782,264960,0.0042960913851857185
0.0,0.0022301869466900826,1763260425.5687718,,0.46335527300834656,8.971709758043289e-05,369.54218578338623,0.004950840026140213,0.00014101382112130523,,775.0,0.26696664094924927,2783,265088,0.0003130909753963351
0.0,-0.0019206078723073006,1763260427.077332,,0.49101167917251587,0.00033401232212781906,371.0507459640503,0.0025003962218761444,0.00014039938105270267,,774.0,-0.17568540573120117,2793,266112,0.00041594289359636605
,,1763260430.8564377,500.0,,,374.82985162734985,,,500.0,,,2824,269286,
0.0,-0.0023770229890942574,1763260432.7739153,,0.46188071370124817,0.0011323140934109688,376.7473292350769,-0.0022771283984184265,0.00013732719526160508,,776.0,0.0672253966331482,2843,271232,0.00026355055160820484
0.0,0.0030714254826307297,1763260434.0805376,,0.5483087301254272,0.00044341012835502625,378.0539515018463,0.005423486232757568,0.00013648234016727656,,778.0,-0.07712733745574951,2857,272640,0.0005356281762942672
0.0,0.003002818673849106,1763260436.4707868,,0.5245287418365479,0.0001393202692270279,380.44420075416565,-0.0011405125260353088,0.00013494623999577016,,780.0,0.0039746761322021484,2882,275200,0.00023566617164760828
0.0,0.0025161057710647583,1763260437.1974154,,0.553466260433197,0.00025471486151218414,381.17082929611206,-0.0009275525808334351,0.00013448540994431823,,780.0,0.006751298904418945,2890,275968,0.00364686013199389
0.0,0.005302397534251213,1763260439.2792277,,0.5969526171684265,0.0008068718016147614,383.25264167785645,0.0028153136372566223,0.0001331797247985378,,782.0,-0.05643928050994873,2911,278144,0.00044488508137874305
0.001953125,0.014366790652275085,1763260441.5836828,,0.5303146243095398,0.0016712844371795654,385.5570967197418,-0.016954455524683,0.0001317204296356067,,783.0,0.08780384063720703,2935,280576,0.0002634258707985282
0.0,-0.002845514565706253,1763260442.9004076,,0.5520365834236145,8.639134466648102e-05,386.8738214969635,-0.003132246434688568,0.00013087557454127818,,784.0,0.0019398927688598633,2949,281984,0.004493600223213434
0.0,-0.002785228192806244,1763260443.983533,,0.5641207695007324,0.0002451520413160324,387.956946849823,0.0033248141407966614,0.0001301843294641003,,785.0,-0.014117121696472168,2960,283136,0.00039665127405896783
0.0,0.005321790464222431,1763260445.4822295,,0.59657222032547,0.0002751471474766731,389.45564341545105,-0.007649002596735954,0.00012926266936119646,,786.0,-0.05348169803619385,2975,284672,0.0003646021941676736
,,1763260446.7221172,208.0,,,390.69553112983704,,,208.0,,,2989,285994,
0.0,-0.0011832090094685555,1763260447.4824133,,0.5135273933410645,6.612669676542282e-05,391.45582723617554,-0.004677381366491318,0.00012803378922399133,,788.0,-1.732414722442627,2997,286720,0.0017270476091653109
0.0,0.001288384199142456,1763260448.7512689,,0.49551886320114136,4.833191633224487e-05,392.72468280792236,-0.0015753582119941711,0.00012726573913823813,,788.0,9.417533874511719e-05,3011,288000,739.01318359375
0.0,4.9277208745479584e-05,1763260452.6558743,,0.47273313999176025,0.0002192901447415352,396.6292881965637,-0.00444696843624115,0.0001248079934157431,,791.0,0.23303288221359253,3051,292096,0.004230520222336054
0.0,-0.0036251740530133247,1763260452.9065697,,0.43284404277801514,0.0007014451548457146,396.87998366355896,0.006275348365306854,0.00012465438339859247,,791.0,-0.04679155349731445,3053,292352,0.00023437563504558057
0.0,0.0008991537615656853,1763260454.1207895,,0.4434266984462738,8.024554699659348e-05,398.09420347213745,-0.004428580403327942,0.00012388633331283927,,792.0,-0.1877431869506836,3066,293632,0.004188214894384146
0.0,0.003301144577562809,1763260454.5142245,,0.5122731328010559,0.0001400308683514595,398.48763847351074,-0.0004353132098913193,0.0001236559182871133,,792.0,0.00015437602996826172,3070,294016,438.81402587890625
0.0,0.005400572903454304,1763260455.9506192,,0.4706713855266571,0.0004211505874991417,399.924033164978,0.002143021672964096,0.00012281106319278479,,793.0,-0.13457560539245605,3083,295424,0.00040466574137099087
,,1763260457.297965,500.0,,,401.27137899398804,,,500.0,,,3098,296927,
,,1763260457.8093305,500.0,,,401.7827444076538,,,500.0,,,3103,297427,
0.0,0.0025809789076447487,1763260460.1847122,,0.442259818315506,0.0007476909086108208,404.15812611579895,-0.008028043434023857,0.00012012288789264858,,796.0,0.08163642883300781,3127,299904,0.0002476099180057645
0.0,0.0021439604461193085,1763260460.3030338,,0.4697387218475342,0.00020541995763778687,404.27644777297974,0.0014552660286426544,0.00012004608288407326,,796.0,5.555152893066406e-05,3129,300032,283.2253723144531
0.0,-0.0010209418833255768,1763260461.7077472,,0.4704989492893219,0.00018490850925445557,405.6811611652374,-0.0031272191554307938,0.00011927803279832006,,797.0,-0.0528559684753418,3141,301312,0.0004781488096341491
0.0,-0.0035057179629802704,1763260461.9018252,,0.4241839349269867,0.0005123913288116455,405.87523913383484,-0.00030099600553512573,0.00011920122778974473,,796.0,8.738040924072266e-05,3143,301440,789.125244140625
0.0,0.009075012058019638,1763260462.357715,,0.4783412218093872,0.0006119776517152786,406.3311288356781,0.0018525384366512299,0.00011897081276401877,,796.0,-0.16343116760253906,3146,301824,0.00034396222326904535
