global_step,losses/clipfrac,charts/episodic_length,losses/entropy,losses/explained_variance,losses/approx_kl,charts/SPS,_runtime,losses/value_loss,losses/old_approx_kl,losses/policy_loss,_timestamp,charts/episodic_return,_step,charts/learning_rate
324608,0.0,,0.5396277904510498,0.3056012988090515,0.0002069445326924324,809.0,428.6051368713379,0.0050864857621490955,-0.003917022608220577,-0.00250457227230072,1763260484.8595908,,3435,0.000105299535789527
326272,0.0,,0.46869319677352905,-0.08404743671417236,0.0001935875043272972,810.0,430.1385715007782,0.000601082225330174,0.0035150302574038506,0.0009698942303657532,1763260486.3930254,,3450,0.00010430107795400545
326388,,500.0,,,,,430.1783518791199,,,,1763260486.4328058,500.0,3451,
327424,0.0,,0.5675010681152344,0.0005943179130554199,0.0003012837842106819,810.0,431.2113764286041,836.6994018554688,-0.0037515824660658836,-0.0010375753045082092,1763260487.4658303,,3462,0.00010360983287682757
328888,,500.0,,,,,432.49857211112976,,,,1763260488.753026,500.0,3476,
329216,0.0,,0.5532145500183105,0.4032098054885864,0.0008390024304389954,812.0,432.817271232605,0.0005188700743019581,0.008553624153137207,-0.004228502511978149,1763260489.0717251,,3479,0.00010253456275677308
331136,0.0,,0.5080166459083557,0.19112056493759155,0.00016395747661590576,813.0,434.56999492645264,0.002916189841926098,-0.0019451919943094254,0.0018405616283416748,1763260490.8244488,,3498,0.00010138248762814328
331648,0.013671875,,0.48856937885284424,0.31003445386886597,0.001113995909690857,813.0,435.01869773864746,0.0004893816658295691,0.013978797942399979,-0.0017664618790149689,1763260491.2731516,,3503,0.000101075267593842
332544,0.009765625,,0.40872180461883545,0.5719791650772095,0.00302168820053339,814.0,435.8368446826935,0.0037411926314234734,-0.01802271232008934,0.00027873553335666656,1763260492.0912986,,3513,0.00010053763253381476
333730,,500.0,,,,,436.8968071937561,,,,1763260493.151261,500.0,3525,
334976,0.0,,0.5047512054443359,-0.17871510982513428,0.0005321064963936806,815.0,438.0409634113312,0.005120418965816498,-0.0016632908955216408,-0.007992522791028023,1763260494.2954173,,3537,9.907834464684129e-05
336730,,500.0,,,,,439.60372257232666,,,,1763260495.8581765,500.0,3554,
336768,0.0,,0.5425613522529602,0.0015353560447692871,0.0012338124215602875,816.0,439.68527936935425,640.345458984375,-0.006399465724825859,0.0130227692425251,1763260495.9397333,,3555,9.80030745267868e-05
338944,0.0,,0.5292100310325623,0.17795729637145996,0.00010237377136945724,818.0,441.66806268692017,0.0038783764466643333,-0.00328949186950922,-0.002770952880382538,1763260497.9225166,,3576,9.669738938100636e-05
339200,0.0,,0.5596786737442017,0.33342891931533813,8.374359458684921e-05,818.0,441.8900556564331,0.0004393005510792136,-0.0003796601668000221,-0.0011968929320573807,1763260498.1445096,,3578,9.654377936385572e-05
339456,0.0,,0.5940366983413696,0.5077148675918579,2.4479813873767853e-05,818.0,442.1151211261749,0.0037110866978764534,-0.0027057575061917305,0.0010542944073677063,1763260498.369575,,3581,9.639016934670508e-05
340230,,500.0,,,,,442.8321132659912,,,,1763260499.0865672,500.0,3589,
342730,,500.0,,,,,445.05935883522034,,,,1763260501.3138127,500.0,3613,
343680,0.0,,0.5540348887443542,0.6098766326904297,0.00173971988260746,821.0,445.97017884254456,0.00035199365811422467,0.02228138968348503,-0.0010985657572746277,1763260502.2246327,,3622,9.385560406371951e-05
345472,0.0,,0.5293423533439636,0.5014965534210205,0.00039144139736890793,822.0,447.5929288864136,0.0045135668478906155,0.0016580475494265556,0.0004149004817008972,1763260503.8473828,,3640,9.278034121962264e-05
346880,0.0,,0.49504485726356506,0.0025122761726379395,0.00038179755210876465,823.0,448.90042090415955,0.0007792342803440988,-0.0007211249321699142,0.004270270466804504,1763260505.1548748,,3656,9.193548612529412e-05
348253,,500.0,,,,,450.10005712509155,,,,1763260506.354511,500.0,3669,
349253,,500.0,,,,,451.0263526439667,,,,1763260507.2808065,500.0,3679,
349696,0.0,,0.5761269330978394,-1.623795986175537,0.0015836479142308235,824.0,451.45113825798035,0.0018050861544907093,0.00020047370344400406,-0.019834257662296295,1763260507.7055922,,3683,9.024577593663707e-05
349753,,500.0,,,,,451.474529504776,,,,1763260507.7289834,500.0,3684,
352512,0.0,,0.47899627685546875,-3.539463520050049,0.0006217686459422112,826.0,454.03279852867126,0.0022069269325584173,-0.002904674969613552,-0.012348160147666931,1763260510.2872524,,3711,8.855606574798003e-05
352753,,500.0,,,,,454.18365263938904,,,,1763260510.4381065,500.0,3713,
352896,0.0,,0.5001256465911865,0.9070854187011719,0.0006740931421518326,826.0,454.3712420463562,0.001937550725415349,-0.0023403745144605637,-0.009864464402198792,1763260510.625696,,3715,8.832565072225407e-05
354560,0.0,,0.519349217414856,-0.577289342880249,0.0003770645707845688,827.0,455.8617091178894,0.003388831624761224,0.01008494384586811,-0.0053399354219436646,1763260512.116163,,3731,8.73271856107749e-05
354816,0.0,,0.43731728196144104,0.004516720771789551,4.7245994210243225e-05,827.0,456.12183952331543,594.3155517578125,-0.00035021454095840454,-0.000482410192489624,1763260512.3762934,,3734,8.717357559362426e-05
356992,0.0,,0.5092885494232178,0.47818857431411743,0.0007144063711166382,829.0,458.0626850128174,0.003178135957568884,0.00346522219479084,-0.011178307235240936,1763260514.317139,,3755,8.586789772380143e-05
359040,0.0,,0.472276896238327,0.8017480969429016,0.0003828173503279686,830.0,459.92770171165466,0.004396357107907534,-0.00012400280684232712,-0.0013667792081832886,1763260516.1821556,,3775,8.463901758659631e-05
359424,0.0,,0.5349611043930054,0.9690650701522827,0.002489919774234295,830.0,460.301837682724,0.0007880635093897581,-0.0026061078533530235,-0.002136632800102234,1763260516.5562916,,3779,8.440860256087035e-05
361984,0.0,,0.5420438051223755,0.3162417411804199,0.0007371306419372559,831.0,462.6348056793213,0.005913877859711647,0.0010487120598554611,0.004134900867938995,1763260518.8892596,,3804,8.287250238936394e-05
362253,,500.0,,,,,462.865247964859,,,,1763260519.1197019,500.0,3807,
366336,0.0,,0.5408897995948792,0.01174771785736084,0.00017217453569173813,834.0,466.5896706581116,365.9425354003906,0.008606472052633762,-0.004381008446216583,1763260522.8441246,,3847,8.026113937376067e-05
369664,0.0,,0.5267094373703003,-1.1272022724151611,0.0025016767904162407,835.0,469.63720655441284,0.0025516317691653967,0.007683281786739826,-0.017639510333538055,1763260525.8916605,,3879,7.826420915080234e-05
370048,0.0,,0.5115169286727905,0.17975246906280518,0.0007409835234284401,836.0,470.0100860595703,0.004548771306872368,-0.00017639901489019394,-0.007940195500850677,1763260526.26454,,3883,7.803379412507638e-05
370176,0.0,,0.46425655484199524,-0.20211398601531982,0.00046600960195064545,836.0,470.1204595565796,0.002090328373014927,-0.004291869699954987,0.0008316412568092346,1763260526.3749135,,3884,7.795698911650106e-05
370432,0.0,,0.5670858025550842,0.9302142858505249,1.3836659491062164e-05,836.0,470.3477861881256,0.0026415109168738127,0.0011137062683701515,0.0008515790104866028,1763260526.60224,,3887,7.780337909935042e-05
370816,0.0,,0.4759005904197693,0.008867979049682617,0.00014576595276594162,836.0,470.6853187084198,928.9061889648438,0.004261276684701443,-0.005313562229275703,1763260526.9397726,,3891,7.757296407362446e-05
371584,0.0,,0.5620576739311218,-0.5277043581008911,0.0005325367674231529,836.0,471.3958365917206,0.004536923486739397,0.0040835971012711525,-0.00567079521715641,1763260527.6502905,,3898,7.711213402217254e-05
372992,0.0,,0.5157009363174438,-0.2073742151260376,0.0017541171982884407,837.0,472.6845679283142,0.006547501776367426,-0.002533198334276676,-0.02080892026424408,1763260528.9390218,,3912,7.626727892784402e-05
373253,,500.0,,,,,472.9486029148102,,,,1763260529.2030568,500.0,3915,
374656,0.0,,0.5169023871421814,0.6788005828857422,0.00014218594878911972,838.0,474.20916652679443,0.002152330707758665,-0.005726371891796589,0.00473649799823761,1763260530.4636204,,3928,7.526881381636485e-05
376253,,500.0,,,,,475.62378668785095,,,,1763260531.8782406,500.0,3944,
376320,0.0,,0.552886962890625,0.015652596950531006,0.0008029108867049217,839.0,475.71450209617615,735.4392700195312,0.0004483787342905998,0.012337934225797653,1763260531.968956,,3945,7.42703559808433e-05
376448,0.0,,0.47101277112960815,0.9825296998023987,0.00035727769136428833,839.0,475.8268036842346,0.000969318556599319,-0.0014872830361127853,-0.004794137552380562,1763260532.0812576,,3946,7.419355097226799e-05
377253,,500.0,,,,,476.5541362762451,,,,1763260532.8085902,500.0,3954,
378240,0.0,,0.5036116242408752,0.6653804779052734,0.0011067697778344154,840.0,477.47679901123047,0.002481259871274233,-0.011309190653264523,0.0033871345221996307,1763260533.731253,,3963,7.31182808522135e-05
378753,,500.0,,,,,477.92664766311646,,,,1763260534.1811016,500.0,3969,
380032,0.0,,0.47533488273620605,0.46857893466949463,0.00033007189631462097,841.0,479.11985445022583,0.0016943590017035604,-0.006785355508327484,-0.00021736323833465576,1763260535.3743083,,3981,7.204301073215902e-05
380253,,500.0,,,,,479.2642958164215,,,,1763260535.5187497,500.0,3983,
381696,0.0,,0.46643564105033875,0.4738107919692993,0.00018705986440181732,842.0,480.61472034454346,0.0030069940257817507,-0.004431799054145813,-0.00038631632924079895,1763260536.8691742,,3997,7.104454562067986e-05
384000,0.0,,0.5497623682022095,0.9070694446563721,0.00035183969885110855,843.0,482.74752497673035,0.0013240196276456118,-6.412249058485031e-05,0.0006000511348247528,1763260539.0019789,,4020,6.966205546632409e-05
387968,0.0,,0.5135023593902588,0.9175430536270142,0.00017279107123613358,845.0,486.35046458244324,0.0014113016659393907,0.00195955578237772,0.0020018406212329865,1763260542.6049185,,4059,6.728110747644678e-05
390784,0.0,,0.5151784420013428,0.019786834716796875,7.457099854946136e-05,846.0,488.9399952888489,754.2598876953125,0.0013562478125095367,0.00022589415311813354,1763260545.1944492,,4087,6.559139728778973e-05
391253,,500.0,,,,,489.3066625595093,,,,1763260545.5611165,500.0,4091,
392704,0.0,,0.5253998637199402,0.7569092512130737,0.00020881649106740952,847.0,490.6867334842682,0.010425626300275326,0.0029399553313851357,-0.000699630007147789,1763260546.9411874,,4105,6.443932215915993e-05
393088,0.0,,0.5249595642089844,0.863133430480957,0.0009296201169490814,847.0,491.0210018157959,0.0031358585692942142,-0.012631712481379509,0.004159428179264069,1763260547.2754557,,4109,6.420890713343397e-05
393728,0.0,,0.511235237121582,0.29831767082214355,0.000787053257226944,848.0,491.6130266189575,0.02205294370651245,0.0010320711880922318,-0.009013980627059937,1763260547.8674805,,4115,6.382488209055737e-05
394112,0.0,,0.48227792978286743,0.33868956565856934,0.0003981851041316986,848.0,491.9487738609314,0.03770090267062187,0.0046510957181453705,0.006222102791070938,1763260548.2032278,,4119,6.35944670648314e-05
396672,0.0,,0.5113773345947266,-7.603598594665527,0.0006557758897542953,849.0,494.2615280151367,0.025951150804758072,-0.004611898213624954,0.0064742788672447205,1763260550.515982,,4144,6.205837416928262e-05
397253,,500.0,,,,,494.7696294784546,,,,1763260551.0240834,500.0,4150,
399104,0.0,,0.5471023321151733,0.7755634784698486,8.290447294712067e-05,850.0,496.4790663719177,0.003322323551401496,-0.0025580208748579025,0.00011777691543102264,1763260552.7335203,,4168,6.059907900635153e-05
400753,,500.0,,,,,497.93686985969543,,,,1763260554.1913238,500.0,4184,
401753,,500.0,,,,,498.86993861198425,,,,1763260555.1243925,500.0,4194,
402253,,500.0,,,,,499.31883573532104,,,,1763260555.5732896,500.0,4199,
404753,,500.0,,,,,501.6215350627899,,,,1763260557.875989,500.0,4224,
405253,,500.0,,,,,502.1000339984894,,,,1763260558.354488,500.0,4229,
406753,,500.0,,,,,503.40398836135864,,,,1763260559.6584423,500.0,4243,
407040,0.0,,0.5667968988418579,0.801179051399231,3.219395875930786e-05,854.0,503.7083098888397,0.00136849086266011,-0.0006940178573131561,-0.0008802227675914764,1763260559.9627638,,4246,5.583717211266048e-05
407680,0.0,,0.4804781377315521,0.30735379457473755,0.0011309031397104263,854.0,504.30017471313477,0.0021102214232087135,-0.005075318738818169,-0.008857402950525284,1763260560.5546286,,4252,5.545315070776269e-05
407808,0.0,,0.43949198722839355,0.007550179958343506,0.00024200789630413055,854.0,504.4135537147522,717.590087890625,0.003319842740893364,-0.0033252499997615814,1763260560.6680076,,4254,5.537634569918737e-05
407936,0.0,,0.48554402589797974,0.9773329496383667,0.0003185085952281952,855.0,504.52608704566956,0.0015853309305384755,0.0032699499279260635,-0.005697526037693024,1763260560.780541,,4255,5.529954069061205e-05
409753,,500.0,,,,,506.16741490364075,,,,1763260562.4218688,500.0,4273,
410112,0.0,,0.49843934178352356,0.5678508281707764,0.00020480714738368988,856.0,506.49137353897095,0.0011065098224207759,-0.00034183450043201447,-0.004409486893564463,1763260562.7458274,,4276,5.3993855544831604e-05
410240,0.0,,0.5420292615890503,-0.7297343015670776,0.0009160498157143593,856.0,506.60663318634033,0.0030126143246889114,0.0026719877496361732,-0.007513090968132019,1763260562.861087,,4277,5.3917050536256284e-05
410253,,500.0,,,,,506.61255741119385,,,,1763260562.8670113,500.0,4278,
411264,0.0,,0.46227937936782837,0.0022559165954589844,1.4336779713630676e-05,856.0,507.5430862903595,313.8120422363281,0.0006831511855125427,0.0003974922001361847,1763260563.7975402,,4288,5.330261046765372e-05
411520,0.0,,0.5434814691543579,-0.4160008430480957,0.0015157107263803482,856.0,507.766663312912,0.0034507615491747856,0.0017358381301164627,-0.002650640904903412,1763260564.0211172,,4290,5.314900045050308e-05
411753,,500.0,,,,,507.91452503204346,,,,1763260564.168979,500.0,4292,
413952,0.0,,0.5004517436027527,0.901942789554596,0.0001182975247502327,857.0,509.96888256073,0.00215277262032032,0.002392980270087719,0.0019611530005931854,1763260566.2233365,,4314,5.1689708925550804e-05
414336,0.0,,0.4596746563911438,0.004920661449432373,6.72508031129837e-06,858.0,510.34473848342896,584.003662109375,-0.0009905854240059853,-0.0009209141135215759,1763260566.5991924,,4318,5.145929389982484e-05
417253,,500.0,,,,,512.9607095718384,,,,1763260569.2151635,500.0,4346,
419253,,500.0,,,,,514.8085451126099,,,,1763260571.062999,500.0,4366,
419840,0.0,,0.39265963435173035,0.0022681355476379395,1.1507421731948853e-05,860.0,515.350733757019,703.2693481445312,0.0015671737492084503,-0.0006621479988098145,1763260571.6051877,,4372,4.815668216906488e-05
420352,0.0,,0.5249413847923279,0.0020549893379211426,2.5277025997638702e-05,860.0,515.831625699997,298.2401123046875,0.0008044810965657234,-0.001265980303287506,1763260572.0860796,,4377,4.78494621347636e-05
420480,0.0,,0.4858533442020416,0.7398746013641357,1.602061092853546e-05,860.0,515.9422047138214,0.0021195539738982916,-0.0004586484283208847,0.0010410100221633911,1763260572.1966586,,4378,4.777265712618828e-05
421376,0.0,,0.49060893058776855,0.0008531808853149414,1.077260822057724e-05,861.0,516.815288066864,0.002044755034148693,0.0007195053622126579,7.133209146559238e-05,1763260573.069742,,4387,4.7235022066161036e-05
422272,0.0,,0.49763649702072144,0.000985860824584961,6.441958248615265e-06,861.0,517.6029226779938,653.3709716796875,-0.0002443147823214531,-0.00020933151245117188,1763260573.8573766,,4396,4.6697387006133795e-05
424064,0.0,,0.49566328525543213,-0.913658618927002,3.0891969799995422e-06,862.0,519.2463924884796,0.002156742848455906,0.00016626622527837753,-5.289539694786072e-05,1763260575.5008464,,4413,4.562212052405812e-05
424253,,500.0,,,,,519.3806076049805,,,,1763260575.6350615,500.0,4415,
428416,0.0,,0.46401602029800415,0.7003661394119263,6.769783794879913e-06,864.0,523.2052717208862,0.0018459957791492343,0.00011360179632902145,0.00031487271189689636,1763260579.4597256,,4456,4.301075387047604e-05
429824,0.0,,0.4045807123184204,0.0028265714645385742,2.4842098355293274e-05,864.0,524.4807031154633,666.2938232421875,-0.00102984718978405,0.00221346877515316,1763260580.735157,,4470,4.2165898776147515e-05
430720,0.0,,0.5255798697471619,-0.4513183832168579,0.00015120487660169601,865.0,525.2958493232727,0.0023425333201885223,-0.002069520764052868,-0.006862170062959194,1763260581.5503032,,4478,4.162826371612027e-05
430848,0.0,,0.40593525767326355,0.002733767032623291,1.6502104699611664e-05,865.0,525.4101481437683,770.906982421875,0.0011618146672844887,0.0007524788379669189,1763260581.664602,,4480,4.155145870754495e-05
432128,0.0,,0.5435574650764465,-0.9359219074249268,4.287995398044586e-05,865.0,526.5621845722198,0.0018302411772310734,0.0023368652909994125,0.001089632511138916,1763260582.8166385,,4492,4.078340862179175e-05
432512,0.0,,0.5247553586959839,0.4766457676887512,1.4094635844230652e-05,865.0,526.9006571769714,0.0016505212988704443,4.7851353883743286e-05,0.0004041604697704315,1763260583.155111,,4496,4.055299359606579e-05
432753,,500.0,,,,,527.0806016921997,,,,1763260583.3350556,500.0,4498,
434944,0.0,,0.48763805627822876,0.7505737543106079,0.0001674378290772438,866.0,529.1305775642395,0.0023513110354542732,0.0021642306819558144,-0.004574596881866455,1763260585.3850315,,4520,3.909370207111351e-05
435200,0.0,,0.47757992148399353,-0.34849536418914795,7.182545959949493e-05,867.0,529.3525269031525,0.0016059463378041983,-0.00264747254550457,-0.0003268010914325714,1763260585.6069808,,4522,3.894009205396287e-05
435328,0.0,,0.4885464906692505,0.0018213987350463867,2.1717511117458344e-05,867.0,529.4654324054718,279.8714294433594,-0.0008845767006278038,-0.0003834720700979233,1763260585.7198863,,4524,3.886328704538755e-05
435456,0.0,,0.49044281244277954,0.47465962171554565,4.5017339289188385e-05,867.0,529.5779280662537,0.0025401385501027107,0.0007144538685679436,-0.002981366589665413,1763260585.832382,,4525,3.878648203681223e-05
435712,0.0,,0.5705679059028625,-0.7458492517471313,0.00017486605793237686,867.0,529.801376581192,0.00307307206094265,-0.0017916811630129814,-0.0072569698095321655,1763260586.0558305,,4527,3.863287201966159e-05
436096,0.0,,0.4920803904533386,0.18345212936401367,3.3319927752017975e-05,867.0,530.1726036071777,0.001802655286155641,0.0012092022225260735,-0.0007920898497104645,1763260586.4270575,,4531,3.840245699393563e-05
436253,,500.0,,,,,530.2961196899414,,,,1763260586.5505736,500.0,4533,
436352,0.0,,0.5502779483795166,0.0026404857635498047,2.594292163848877e-05,867.0,530.3968455791473,505.1966552734375,0.003116138279438019,0.0024442821741104126,1763260586.6512995,,4534,3.824884697678499e-05
438528,0.0,,0.5041927695274353,0.5499498844146729,9.707082062959671e-05,868.0,532.391604423523,0.0018109780503436923,0.0015092631801962852,-0.0010390132665634155,1763260588.6460583,,4555,3.694316546898335e-05
438753,,500.0,,,,,532.536542892456,,,,1763260588.7909968,500.0,4557,
439253,,500.0,,,,,532.9896399974823,,,,1763260589.244094,500.0,4562,
440704,0.0,,0.47220686078071594,-0.7510254383087158,9.780097752809525e-05,869.0,534.3758752346039,0.0031441973987966776,0.005579373799264431,0.0018448643386363983,1763260590.6303291,,4576,3.563748032320291e-05
444416,0.0,,0.481920450925827,0.9612118601799011,3.142748028039932e-05,870.0,537.7410356998444,0.0011776011670008302,0.002023099921643734,-0.0024185627698898315,1763260593.9954896,,4613,3.341013871249743e-05
445753,,500.0,,,,,538.9211714267731,,,,1763260595.1756253,500.0,4626,
446720,0.0,,0.5054407715797424,0.38057053089141846,7.876195013523102e-06,871.0,539.8322689533234,0.002891932614147663,0.00030169542878866196,0.00013794191181659698,1763260596.0867229,,4635,3.2027648558141664e-05
447253,,500.0,,,,,540.2904403209686,,,,1763260596.5448942,500.0,4641,
447616,0.0,,0.46770936250686646,0.3792461156845093,0.0003369441255927086,872.0,540.6522834300995,0.0028316497337073088,0.003203188069164753,-0.005567688494920731,1763260596.9067373,,4644,3.149001713609323e-05
449280,0.0,,0.5223833918571472,0.005629539489746094,9.600073099136353e-06,872.0,542.1443569660187,691.1578369140625,0.000284804031252861,0.0005857422947883606,1763260598.3988109,,4661,3.0491552024614066e-05
450753,,500.0,,,,,543.4775352478027,,,,1763260599.7319891,500.0,4675,
452352,0.0,,0.45638394355773926,0.008992671966552734,1.7276033759117126e-06,874.0,544.9783656597137,648.1385498046875,0.0003136834129691124,0.0002244599163532257,1763260601.2328196,,4691,2.8648233637795784e-05
454253,,500.0,,,,,546.6113588809967,,,,1763260602.8658128,500.0,4709,
454656,0.0,,0.47224879264831543,-0.9920830726623535,9.797513484954834e-06,874.0,547.0546743869781,0.0063793533481657505,0.002066638320684433,-0.0005548708140850067,1763260603.3091283,,4713,2.7265745302429423e-05
457216,0.0,,0.4809132218360901,0.9513982534408569,1.4320015907287598e-05,876.0,549.3697712421417,0.001440875232219696,-6.148591637611389e-06,0.00037076324224472046,1763260605.6242251,,4738,2.572964694991242e-05
457253,,500.0,,,,,549.3857052326202,,,,1763260605.6401591,500.0,4739,
457472,0.0,,0.43354520201683044,0.9672989845275879,5.260016769170761e-05,876.0,549.5964651107788,0.00036577589344233274,-0.0010799719020724297,-0.000476151704788208,1763260605.850919,,4741,2.557603693276178e-05
457728,0.0,,0.4668969213962555,0.10612070560455322,3.101211041212082e-05,876.0,549.8216965198517,0.00899000745266676,0.0004563489928841591,-0.0029907599091529846,1763260606.0761504,,4743,2.542242691561114e-05
458753,,500.0,,,,,550.7540228366852,,,,1763260607.0084767,500.0,4754,
460672,0.0,,0.4359945058822632,-13.422658920288086,6.031431257724762e-05,877.0,552.5142867565155,0.009360067546367645,-0.0007316078990697861,-0.0003271251916885376,1763260608.7687407,,4772,2.365591353736818e-05
462080,0.0,,0.4697563946247101,0.46735894680023193,0.00025180913507938385,877.0,553.785318851471,0.0032799963373690844,0.00505262054502964,0.00027920305728912354,1763260610.0397727,,4786,2.281106026202906e-05
462208,0.0,,0.5260644555091858,0.3629586696624756,6.393436342477798e-05,877.0,553.8967249393463,0.002387328539043665,-0.0006765751168131828,-0.0015011020004749298,1763260610.1511788,,4787,2.273425525345374e-05
462253,,500.0,,,,,553.9150536060333,,,,1763260610.1695075,500.0,4788,
463104,0.0,,0.5489819049835205,0.6964211463928223,2.3351982235908508e-05,878.0,554.7155683040619,0.0017489613965153694,0.0006113424897193909,-0.0008203629404306412,1763260610.9700222,,4796,2.2196620193426497e-05
463360,0.0,,0.4760434329509735,0.01142871379852295,4.238821566104889e-05,878.0,554.9421715736389,570.361572265625,0.001053227111697197,-0.0010089948773384094,1763260611.1966255,,4799,2.2043010176275857e-05
464128,0.0,,0.47155728936195374,0.6093778610229492,3.025587648153305e-05,878.0,555.6488168239594,0.006698861252516508,0.0001258188858628273,-0.00025981850922107697,1763260611.9032707,,4806,2.158218194381334e-05
464384,0.0,,0.4210224449634552,0.951910138130188,2.0751729607582092e-05,878.0,555.873560667038,6.784575089113787e-05,-0.0005902312695980072,-0.0004139915108680725,1763260612.1280146,,4809,2.14285719266627e-05
464768,0.0,,0.5207033157348633,0.007996201515197754,6.288010627031326e-05,878.0,556.2460291385651,480.9906005859375,-0.0017040083184838295,0.00025960057973861694,1763260612.500483,,4813,2.1198156900936738e-05
468736,0.0,,0.4647051990032196,-0.795822024345398,3.5762786865234375e-06,880.0,559.8276233673096,0.02252436988055706,-0.0007391329854726791,-0.0002878718078136444,1763260616.0820773,,4851,1.8817203454091214e-05
468753,,500.0,,,,,559.8365371227264,,,,1763260616.090991,500.0,4852,
469504,0.0,,0.475370854139328,0.972970724105835,3.46451997756958e-06,880.0,560.5362854003906,0.0008282017661258578,0.0004065297544002533,-0.00026363134384155273,1763260616.7907393,,4859,1.8356375221628696e-05
470400,0.0,,0.3910526931285858,0.9589078426361084,3.22023406624794e-05,881.0,561.3193271160126,0.0007413311977870762,0.0004766760393977165,0.001428946852684021,1763260617.573781,,4868,1.7818740161601454e-05
471040,0.0,,0.5215073823928833,0.7841631770133972,1.424923539161682e-07,881.0,561.9219808578491,0.0014013864565640688,4.720780998468399e-05,3.1404197216033936e-05,1763260618.1764348,,4874,1.7434715118724853e-05
471424,0.0,,0.49983176589012146,0.9860813617706299,9.685754776000977e-08,881.0,562.261885881424,0.00039616809226572514,-1.2485310435295105e-05,-4.15705144405365e-05,1763260618.5163398,,4878,1.7204301911988296e-05
471808,0.0,,0.5308830738067627,0.023324131965637207,9.391456842422485e-06,881.0,562.6888785362244,918.19189453125,-0.0010984614491462708,-0.00021682679653167725,1763260618.9433324,,4882,1.6973886886262335e-05
475253,,500.0,,,,,565.7567625045776,,,,1763260622.0112164,500.0,4915,
475753,,500.0,,,,,566.2023837566376,,,,1763260622.4568377,500.0,4920,
476928,0.0,,0.44303447008132935,0.892291784286499,5.42961061000824e-07,883.0,567.3310523033142,0.0003173307341057807,0.0004269322380423546,4.4889748096466064e-05,1763260623.5855062,,4932,1.390168927173363e-05
477056,0.0,,0.5001924633979797,0.8548365831375122,9.257346391677856e-07,883.0,567.4424548149109,0.002733959350734949,8.7028369307518e-05,-0.00019101426005363464,1763260623.6969087,,4933,1.3824885172653012e-05
477696,0.0,,0.4565846920013428,-2.7034027576446533,7.852911949157715e-06,883.0,568.041738986969,0.029944248497486115,0.00017699413001537323,0.00013266503810882568,1763260624.296193,,4939,1.344086012977641e-05
478336,0.0,,0.40994030237197876,0.02716761827468872,1.6111880540847778e-07,883.0,568.6052439212799,796.0792236328125,-4.475843161344528e-05,0.00013722851872444153,1763260624.8596978,,4946,1.3056835996394511e-05
479104,0.0,,0.4999382197856903,0.6660816669464111,1.0758638381958008e-05,884.0,569.3154790401459,0.005368276033550501,-1.1604279279708862e-06,0.0010133981704711914,1763260625.569933,,4953,1.259600594494259e-05
479616,0.0,,0.4695743918418884,0.44412922859191895,5.017034709453583e-06,884.0,569.7667901515961,0.017238974571228027,-7.028970867395401e-05,6.571412086486816e-06,1763260626.021244,,4958,1.228878682013601e-05
480128,0.0,,0.45895200967788696,0.800159215927124,4.201941192150116e-05,884.0,570.2536458969116,0.010041330009698868,-0.0022766590118408203,-0.0012443400919437408,1763260626.5080998,,4963,1.198156678583473e-05
480896,0.0,,0.4679776430130005,0.950247049331665,1.0235235095024109e-06,884.0,570.9354622364044,0.0006628026603721082,-0.00012207310646772385,-0.0001395605504512787,1763260627.1899161,,4971,1.152073764387751e-05
481024,0.0,,0.39765557646751404,-2.8171920776367188,1.3861805200576782e-05,884.0,571.0789229869843,0.01141672395169735,-8.465908467769623e-05,0.0005936305969953537,1763260627.333377,,4972,1.144393263530219e-05
481664,0.0,,0.4321155548095703,-1.7702908515930176,1.0337680578231812e-07,885.0,571.6407465934753,0.03634539991617203,-5.644746124744415e-06,4.834309220314026e-05,1763260627.8952005,,4978,1.1059907592425589e-05
481920,0.0,,0.49329137802124023,0.970993161201477,6.857328116893768e-06,885.0,571.8677978515625,0.0002569794887676835,0.00018314551562070847,-0.0005915593355894089,1763260628.1222517,,4981,1.0906297575274948e-05
482753,,500.0,,,,,572.603059053421,,,,1763260628.857513,500.0,4989,
483253,,500.0,,,,,573.0881776809692,,,,1763260629.3426316,500.0,4994,
484736,0.0,,0.507102370262146,0.6665029525756836,2.8731301426887512e-06,886.0,574.4438886642456,0.007252668961882591,0.00010519381612539291,-0.0001024436205625534,1763260630.6983426,,5008,9.216590115102008e-06
485248,0.0,,0.48628249764442444,-1.5981090068817139,1.190975308418274e-05,886.0,574.8920192718506,0.016162004321813583,0.0004142802208662033,-0.000901300460100174,1763260631.1464732,,5013,8.909370080800727e-06
485376,0.0,,0.42677396535873413,0.012062132358551025,4.753470420837402e-06,886.0,575.0076706409454,403.9847717285156,0.00026101619005203247,-0.0006284452974796295,1763260631.2621245,,5015,8.832565072225407e-06
487808,0.0,,0.5065168142318726,0.021052122116088867,1.5292316675186157e-06,887.0,577.2288908958435,994.8233642578125,8.750706911087036e-05,0.0005503594875335693,1763260633.4833448,,5039,7.373271728283726e-06
491136,0.0,,0.4991389513015747,-0.1902165412902832,3.959331661462784e-05,888.0,580.2421207427979,0.044671524316072464,0.0008664829656481743,-0.0029293689876794815,1763260636.4965746,,5071,5.376344233809505e-06
495753,,500.0,,,,,584.4224116802216,,,,1763260640.6768656,500.0,5117,
