losses/clipfrac,losses/old_approx_kl,_runtime,losses/value_loss,charts/learning_rate,_timestamp,losses/approx_kl,charts/episodic_length,losses/entropy,charts/episodic_return,losses/policy_loss,losses/explained_variance,_step,charts/SPS,global_step
0.0,0.002415117807686329,102.83838438987732,11.971991539001465,0.00027488480554893613,1763260159.0984304,0.0003896588459610939,,0.5616458654403687,,-0.003650486469268799,0.969995379447937,664,556.0,41984
0.0,-0.0018001068383455276,105.64783692359924,15.0730562210083,0.00027388634043745697,1763260161.907883,2.9509887099266052e-05,,0.5830495357513428,,0.0011313818395137787,0.12363708019256592,684,557.0,43648
,,106.31361484527588,,,1763260162.5736609,,351.0,,351.0,,,689,,44116
,,107.55518984794617,,,1763260163.8152359,,318.0,,318.0,,,698,,44873
,,108.16481328010559,,,1763260164.4248593,,343.0,,343.0,,,702,,45216
0.0,0.003236248157918453,108.98148512840271,15.695441246032715,0.00027265746030025184,1763260165.2415311,0.0032942993566393852,,0.5367515683174133,,0.01130703091621399,0.8406879901885986,707,560.0,45696
0.005859375,-0.004668953828513622,112.32720923423767,424.91973876953125,0.0002714285801630467,1763260168.5872552,0.0014155907556414604,,0.4583091735839844,,-0.01276237890124321,0.002105534076690674,729,562.0,47744
,,116.98475217819214,,,1763260173.2447982,,500.0,,500.0,,,757,,50637
,,117.77713060379028,,,1763260174.0371766,,500.0,,500.0,,,762,,51137
,,118.57700300216675,,,1763260174.837049,,500.0,,500.0,,,767,,51637
,,119.83682012557983,,,1763260176.0968661,,500.0,,500.0,,,775,,52377
,,121.8981671333313,,,1763260178.1582131,,500.0,,500.0,,,788,,53685
0.0,-0.0008035469800233841,123.47735047340393,3.340041399002075,0.0002672811096999794,1763260179.7373965,7.482245564460754e-06,,0.46104443073272705,,0.0001775696873664856,0.09984970092773438,797,568.0,54656
0.0,0.002538587898015976,124.86815547943115,2.485147476196289,0.0002667434746399522,1763260181.1282015,2.6538968086242676e-05,,0.344260036945343,,-0.0013261381536722183,0.17726266384124756,806,570.0,55552
0.0,0.004676368087530136,126.2567527294159,2.465306282043457,0.00026620583957992494,1763260182.5167987,0.00037070922553539276,,0.46763092279434204,,0.005698502063751221,0.012025058269500732,815,571.0,56448
0.0,0.000589895062148571,133.53460669517517,516.6942749023438,0.0002633640542626381,1763260189.7946527,0.00022371206432580948,,0.5000607967376709,,0.001707121729850769,0.0021236538887023926,863,576.0,61184
0.0,-0.003202608786523342,134.92879486083984,797.2781372070312,0.00026282641920261085,1763260191.1888409,0.00026476290076971054,,0.5399352312088013,,-0.0032059401273727417,0.003048121929168701,872,577.0,62080
0.0,-0.0003865296021103859,135.498352766037,924.561767578125,0.0002625960041768849,1763260191.7583988,0.00048483628779649734,,0.5269538760185242,,0.004830285906791687,0.006061255931854248,876,577.0,62464
0.0,0.0037032505497336388,142.05289244651794,0.0058073136024177074,0.000259984633885324,1763260198.3129385,0.0012943027541041374,,0.4752974510192871,,0.011202231049537659,0.5034030675888062,922,582.0,66816
0.0,0.005279984325170517,143.24070167541504,489.7076416015625,0.0002595238038338721,1763260199.5007477,0.0004245378077030182,,0.4703100919723511,,0.0011000223457813263,-0.0009964704513549805,930,583.0,67584
0.0,-0.01743551716208458,144.5056049823761,0.00020155022502876818,0.00025898616877384484,1763260200.765651,0.002107050269842148,,0.47519493103027344,,-0.01091914065182209,-0.5714637041091919,938,584.0,68480
0.0,0.00372201856225729,144.89641547203064,0.0035481848753988743,0.0002588325587566942,1763260201.1564615,0.0001221010461449623,,0.47647276520729065,,-0.004051655530929565,0.008860766887664795,941,585.0,68736
0.015625,0.006723053753376007,145.06842303276062,0.0003727827570401132,0.0002587557537481189,1763260201.328469,0.0010168906301259995,,0.40494993329048157,,0.005913674831390381,0.3879891633987427,942,585.0,68864
0.0078125,0.012804992496967316,145.98673224449158,9.59606550168246e-05,0.0002583717287052423,1763260202.2467782,0.0023161154240369797,,0.4120911955833435,,0.01063913106918335,-1.6370446681976318,948,586.0,69504
0.0,0.00024928245693445206,149.76508045196533,704.2820434570312,0.00025683562853373587,1763260206.0251265,2.982933074235916e-05,,0.3895694315433502,,0.0010427497327327728,9.691715240478516e-05,974,588.0,72064
0.001953125,-0.010828294791281223,150.6612048149109,0.004915746860206127,0.00025645160349085927,1763260206.9212508,0.0021607549861073494,,0.3827686607837677,,-0.011254820972681046,0.18403518199920654,980,589.0,72704
0.0,0.00599303375929594,151.40299201011658,0.003991264384239912,0.000256144383456558,1763260207.663038,0.0005838451907038689,,0.39814239740371704,,-0.0009997077286243439,-0.418407678604126,985,590.0,73216
0.0,-0.000691230408847332,152.90184259414673,0.0056479377672076225,0.00025552994338795543,1763260209.1618886,0.0002069203183054924,,0.39101776480674744,,-0.0034942422062158585,0.07043027877807617,995,591.0,74240
