losses/clipfrac,losses/old_approx_kl,_runtime,losses/value_loss,charts/learning_rate,_timestamp,losses/approx_kl,charts/episodic_length,losses/entropy,charts/episodic_return,losses/policy_loss,losses/explained_variance,_step,charts/SPS,global_step
0.0,-0.00921996682882309,153.25125122070312,0.0002653205010574311,0.0002553763333708048,1763260209.5112972,0.0014568865299224854,,0.4023096561431885,,-0.013966552913188934,0.09869569540023804,997,591.0,74496
0.0,0.0032725809141993523,155.8062343597412,0.002810175297781825,0.0002543010632507503,1763260212.0662804,1.2521632015705109e-05,,0.3866265118122101,,0.00021258555352687836,-0.10381472110748291,1015,594.0,76288
0.0,0.0027968883514404297,156.54271388053894,0.003053465858101845,0.000253993843216449,1763260212.80276,0.00033431872725486755,,0.43470272421836853,,-0.002075847238302231,-0.49752235412597656,1020,594.0,76800
0.03515625,0.060817085206508636,158.18833756446838,0.001825100276619196,0.00025330259813927114,1763260214.4483836,0.007415796630084515,,0.4814433753490448,,0.0009980648756027222,-22.3839054107666,1031,596.0,77952
0.0,-0.0014672176912426949,160.93229222297668,0.0008465293212793767,0.0002521505521144718,1763260217.1923382,0.0006001750007271767,,0.4951293170452118,,0.000555872917175293,0.09851843118667603,1050,598.0,79872
0.001953125,-0.009992220439016819,161.31975150108337,791.094482421875,0.00025199694209732115,1763260217.5797975,0.0006302939727902412,,0.5099679827690125,,0.0063328817486763,0.0003153681755065918,1053,598.0,80128
0.0,-0.0016759354621171951,162.05615496635437,597.77294921875,0.00025168972206301987,1763260218.316201,0.000444706529378891,,0.5097395181655884,,-0.0030700862407684326,6.443262100219727e-05,1058,598.0,80640
0.0,-0.002573195844888687,165.7261061668396,0.0002603104221634567,0.00025015362189151347,1763260221.9861522,0.0014092959463596344,,0.5218459963798523,,-0.008178409188985825,-0.8750147819519043,1083,601.0,83200
0.00390625,0.007018657401204109,166.86162972450256,807.7918701171875,0.00024969279184006155,1763260223.1216757,0.0008727889508008957,,0.48824912309646606,,0.008896827697753906,0.0006217360496520996,1091,602.0,83968
0.0,0.006298798136413097,169.05658960342407,390.8756103515625,0.0002487711317371577,1763260225.3166356,0.0007203826680779457,,0.49939221143722534,,-0.0010481178760528564,8.702278137207031e-06,1106,603.0,85504
0.001953125,-0.0014578094705939293,170.8458812236786,0.001352371764369309,0.0002480030816514045,1763260227.1059272,0.001364334486424923,,0.57770174741745,,-0.008539184927940369,-0.04139816761016846,1118,605.0,86784
,,171.7631869316101,,,1763260228.023233,,500.0,,500.0,,,1125,,87445
0.0,-0.004464494064450264,172.99850177764893,0.0006561097106896341,0.00024708142154850066,1763260229.2585478,0.0008782539516687393,,0.49247872829437256,,-0.003595169633626938,-0.1630399227142334,1133,606.0,88320
0.0,-0.005690104328095913,174.6333930492401,576.90869140625,0.0002463901764713228,1763260230.893439,0.00033592339605093,,0.5241756439208984,,0.007717736065387726,2.9802322387695312e-05,1145,607.0,89472
,,177.7596299648285,,,1763260234.019676,,500.0,,500.0,,,1164,,91445
0.0,-0.00857402104884386,177.93119645118713,603.03076171875,0.00024516129633411765,1763260234.1912425,0.0006511369720101357,,0.3753965497016907,,-0.001102915033698082,0.0001283884048461914,1165,608.0,91520
0.0,0.002838917076587677,178.97440767288208,0.0007715495303273201,0.00024470046628266573,1763260235.2344537,0.0004097539931535721,,0.45304638147354126,,0.001094181090593338,0.01133882999420166,1172,608.0,92288
0.0,0.011085906997323036,180.2284164428711,0.0054494342766702175,0.0002441628312226385,1763260236.4884624,0.0006340015679597855,,0.46447229385375977,,-0.01211404800415039,0.02556997537612915,1181,609.0,93184
0.0,0.0038155391812324524,180.94103837013245,0.002366678323596716,0.0002438556111883372,1763260237.2010844,0.00010979548096656799,,0.4362243413925171,,-0.0003067944198846817,-0.0021674633026123047,1186,610.0,93696
0.001953125,-0.007014910690486431,182.5367555618286,0.00045180076267570257,0.00024316436611115932,1763260238.7968016,0.0011464813724160194,,0.5170708894729614,,-0.0022626779973506927,-2.294933557510376,1197,611.0,94848
,,184.7027132511139,,,1763260240.9627593,,500.0,,500.0,,,1213,,96445
0.0,0.004792805761098862,185.034583568573,0.005355366971343756,0.00024208909599110484,1763260241.2946296,0.0001168716698884964,,0.5321018099784851,,0.005279839038848877,0.13999992609024048,1215,613.0,96640
0.0,-0.00265663955360651,186.65114736557007,0.0008196948328986764,0.00024139785091392696,1763260242.9111934,0.00034621451050043106,,0.5540157556533813,,0.002094365656375885,-0.0867699384689331,1226,614.0,97792
0.0,0.00413732323795557,187.46927499771118,0.005379433277994394,0.000241167435888201,1763260243.729321,0.0002763839438557625,,0.5134804844856262,,-0.009626248851418495,-0.37662172317504883,1230,613.0,98176
0.0,0.0022106897085905075,188.1966953277588,475.3045959472656,0.00024093702086247504,1763260244.4567413,0.00016572512686252594,,0.5747693181037903,,0.0014098212122917175,5.340576171875e-05,1234,612.0,98560
0.0,0.007289290428161621,189.76275277137756,0.0009038972784765065,0.00024024577578529716,1763260246.0227988,0.0023133698850870132,,0.5123096704483032,,-0.013391347602009773,0.15193915367126465,1245,614.0,99712
0.0,0.012397196143865585,191.03546452522278,0.0012988224625587463,0.00023970814072526991,1763260247.2955105,0.0018159393221139908,,0.5713161826133728,,0.0039061009883880615,0.00938272476196289,1254,614.0,100608
0.001953125,0.00032409094274044037,193.39456844329834,619.8902587890625,0.00023870967561379075,1763260249.6546144,0.0012313127517700195,,0.5081077814102173,,-0.004969825968146324,7.62939453125e-06,1271,616.0,102272
0.0,0.008639221079647541,197.51628303527832,0.00015807712043169886,0.00023694316041655838,1763260253.776329,0.0005811629816889763,,0.5785220861434937,,-0.002903476357460022,-0.15545225143432617,1299,618.0,105216
0.0,0.0021536648273468018,203.01570677757263,0.00428623566403985,0.00023456220515072346,1763260259.2757528,0.00038427673280239105,,0.5302693247795105,,0.0006224773824214935,-0.18098092079162598,1339,621.0,109184
0.0,-0.0028891470283269882,203.16317796707153,0.0007388374651782215,0.00023448540014214814,1763260259.423224,0.00017593055963516235,,0.5624421834945679,,0.0008606426417827606,0.09378683567047119,1340,621.0,109312
0.0,0.0030771829187870026,204.15359497070312,0.0013398494338616729,0.00023394777963403612,1763260260.413641,0.0001375935971736908,,0.6117926836013794,,-0.00039661675691604614,0.018254578113555908,1349,623.0,110208
