losses/clipfrac,charts/learning_rate,losses/approx_kl,charts/episodic_return,losses/policy_loss,global_step,_runtime,_step,losses/entropy,losses/explained_variance,losses/value_loss,charts/episodic_length,charts/SPS,losses/old_approx_kl,_timestamp
0.00390625,0.00020161290012765676,0.0041600000113248825,,0.019124511629343033,164096,177.50840544700623,1868,0.5596393346786499,-0.038791775703430176,0.0005582456360571086,,1081.0,0.003544236533343792,1763260228.6768305
0.0,0.00020130568009335548,0.0031288033351302147,,-0.013213619589805603,164608,177.95986008644104,1873,0.5678355097770691,-0.0248185396194458,0.0004127475549466908,,1081.0,-0.0004986943677067757,1763260229.1282852
0.017578125,0.00020107526506762952,0.0028055617585778236,,-0.020258430391550064,164992,178.33910465240479,1877,0.603966474533081,-0.21001243591308594,0.000991203123703599,,1081.0,0.003078632988035679,1763260229.5075297
0.0,0.00020053763000760227,0.0030557261779904366,,0.003972209990024567,165888,179.1681272983551,1886,0.5185215473175049,-0.04260993003845215,0.007878757081925869,,1081.0,-0.007831391878426075,1763260230.3365524
0.0,0.00019999999494757503,3.303494304418564e-05,,-0.0006244238466024399,166784,179.95614290237427,1895,0.6328310370445251,-0.0002707242965698242,701.49267578125,,1081.0,-0.0003219516947865486,1763260231.124568
0.0,0.0001994623598875478,0.004117795266211033,,-0.021448491141200066,167680,180.77816581726074,1903,0.5598121881484985,-0.18112719058990479,0.0003399942070245743,,1081.0,0.00829657819122076,1763260231.946591
0.0,0.00019930874987039715,0.0008349157869815826,,0.00012057088315486908,167936,181.00634741783142,1906,0.5414634943008423,-0.24268341064453125,0.006529378704726696,,1082.0,0.003400186076760292,1763260232.1747725
0.015625,0.00019854069978464395,0.0064786272123456,,-0.022891700267791748,169216,182.19472002983093,1918,0.4705992043018341,-0.13064038753509521,0.0003936809953302145,,1081.0,-0.019975896924734116,1763260233.363145
0.0,0.00019846389477606863,0.0024233581498265266,,0.021795272827148438,169344,182.31625127792358,1920,0.5913321375846863,9.381771087646484e-05,295.2611083984375,,1081.0,-0.03075258806347847,1763260233.4846764
0.0,0.00019692780915647745,0.001201855018734932,,0.0017627999186515808,171904,184.6443259716034,1945,0.5214793682098389,0.21119427680969238,0.006967602297663689,,1082.0,-0.004642346873879433,1763260235.812751
0.0,0.00019608295406214893,4.7315843403339386e-05,,0.0013201069086790085,173312,185.92644596099854,1959,0.5524701476097107,-0.00017786026000976562,402.7069396972656,,1082.0,-0.001444048248231411,1763260237.094871
,,,500.0,,174722,187.20102643966675,1973,,,,500.0,,,1763260238.3694515
0.0,0.0001944700488820672,0.00019511394202709198,,-0.0012902617454528809,176000,188.3939003944397,1985,0.5020256042480469,-0.08858132362365723,0.0003487344947643578,,1082.0,0.0012989230453968048,1763260239.5623255
0.001953125,0.0001940860238391906,0.0014795046299695969,,-0.0012512467801570892,176640,188.95836520195007,1991,0.5448421239852905,0.07363086938858032,0.00020485403365455568,,1082.0,-0.0007759388536214828,1763260240.1267903
,,,500.0,,177722,189.91676878929138,2002,,,,500.0,,,1763260241.0851939
,,,500.0,,178222,190.36277747154236,2007,,,,500.0,,,1763260241.5312026
0.0,0.0001925499236676842,0.0008095381781458855,,-0.005486687645316124,179200,191.28874468803406,2016,0.5333515405654907,-0.005859375,0.00015669690037611872,,1082.0,0.002181648276746273,1763260242.4571698
0.0,0.00019239631365053356,0.0007659532129764557,,-0.009966334328055382,179456,191.55537724494934,2019,0.4185831546783447,-0.13737154006958008,0.006019718945026398,,1082.0,0.012546652927994728,1763260242.7238023
0.0,0.00019208909361623228,0.0004866216331720352,,9.913370013237e-05,179968,192.00515794754028,2024,0.5763258934020996,-0.3849133253097534,0.005732742138206959,,1082.0,-0.0003649946302175522,1763260243.173583
0.0,0.00019193548359908164,1.692492514848709e-05,,-0.0010042637586593628,180224,192.2324197292328,2027,0.5505937933921814,0.00011873245239257812,505.6396484375,,1082.0,-0.0008429763838648796,1763260243.4008448
0.001953125,0.000191781873581931,0.002681395038962364,,-0.0001741349697113037,180480,192.4578013420105,2029,0.4908892810344696,-0.18279266357421875,0.0008179399883374572,,1082.0,-0.02850755676627159,1763260243.6262264
0.0,0.00019147465354762971,0.0028201360255479813,,-0.006956115365028381,180992,192.95244479179382,2034,0.48976749181747437,-0.06903326511383057,0.0007047641556710005,,1082.0,0.010967176407575607,1763260244.1208699
0.0,0.00019078340847045183,0.0002211686223745346,,0.002062637358903885,182144,194.0095980167389,2045,0.5216596722602844,0.05094194412231445,0.0001818679884308949,,1082.0,0.009480997920036316,1763260245.178023
,,,500.0,,182722,194.48296093940735,2051,,,,500.0,,,1763260245.651386
0.0,0.00019039938342757523,0.0003459835425019264,,0.0009084641933441162,182784,194.59722542762756,2052,0.4759103059768677,0.00011157989501953125,629.2449951171875,,1082.0,-0.0004154173657298088,1763260245.7656505
0.0,0.00018924730829894543,5.397479981184006e-05,,-0.0006963014602661133,184704,196.35459923744202,2070,0.48706698417663574,0.045498430728912354,0.0001730330113787204,,1082.0,0.0034320438280701637,1763260247.5230243
,,,500.0,,185222,196.8479254245758,2076,,,,500.0,,,1763260248.0163505
0.0,0.00018786481814458966,0.0003286730498075485,,-0.00015417486429214478,187008,198.4674780368805,2093,0.4796627163887024,0.12527620792388916,0.0005884776473976672,,1083.0,5.721673369407654e-05,1763260249.6359031
0.0,0.00018778801313601434,0.0013568457216024399,,-0.01663300022482872,187136,198.57982087135315,2094,0.49203917384147644,0.4433944821357727,0.00012366565351840109,,1083.0,0.010578077286481857,1763260249.748246
0.0,0.00018640552298165858,0.0008990755304694176,,-0.01747237890958786,189440,200.68312406539917,2117,0.5280659794807434,0.2246990203857422,0.00575209129601717,,1083.0,0.0013695592060685158,1763260251.8515491
0.0,0.00018494624237064272,0.0010968325659632683,,-0.005867868661880493,191872,202.9325029850006,2141,0.49616241455078125,0.23471999168395996,0.005535695236176252,,1083.0,0.009360442869365215,1763260254.100928
0.0,0.00018463902233634144,5.271006375551224e-05,,-0.0009507462382316589,192384,203.39331007003784,2146,0.47846120595932007,-0.09134280681610107,0.004603831097483635,,1083.0,0.0015366943553090096,1763260254.5617352
0.0,0.00018456221732776612,0.0005471743643283844,,0.0009030252695083618,192512,203.50745368003845,2147,0.47394075989723206,-0.03702974319458008,0.0005233703413978219,,1083.0,0.0019284840673208237,1763260254.6758788
0.001953125,0.0001844854123191908,0.001597580499947071,,-0.008456528186798096,192640,203.61766362190247,2148,0.45204928517341614,0.006334125995635986,0.00012428277113940567,,1083.0,0.010833310894668102,1763260254.7860887
0.0,0.0001841013872763142,0.0001587914302945137,,-0.006573869846761227,193280,204.22131633758545,2155,0.5068274736404419,0.00011247396469116211,416.733154296875,,1083.0,0.0005995733663439751,1763260255.3897414
0.0,0.00018302611715625972,0.00025156978517770767,,-0.0034890398383140564,195072,205.83914875984192,2172,0.5021297931671143,0.12213003635406494,0.0003260215453337878,,1083.0,-0.0013127969577908516,1763260257.0075738
0.0,0.0001822580670705065,0.0008834050968289375,,-0.00745706632733345,196352,207.00714373588562,2185,0.5487746000289917,0.030977487564086914,0.005461711902171373,,1083.0,0.011371896602213383,1763260258.1755688
0.0,0.0001817972370190546,0.0002212105318903923,,-0.001968998461961746,197120,207.78119802474976,2192,0.5693777799606323,-0.2286432981491089,0.0003664516261778772,,1083.0,0.0024786656722426414,1763260258.949623
,,,500.0,,197722,208.3005290031433,2198,,,,500.0,,,1763260259.468954
0.0,0.000181413211976178,0.000273117795586586,,-0.005975041538476944,197760,208.38824033737183,2199,0.5656951069831848,8.893013000488281e-05,530.4751586914062,,1083.0,0.0011631771922111511,1763260259.5566654
0.0,0.0001806451618904248,0.0003261622041463852,,0.002753065899014473,199040,209.56263875961304,2211,0.524834156036377,-0.04090714454650879,0.0005377591587603092,,1083.0,0.00394919328391552,1763260260.7310638
0.0,0.00018049155187327415,0.0022091874852776527,,0.002392703667283058,199296,209.78952288627625,2214,0.5940107703208923,2.568960189819336e-05,649.3064575195312,,1083.0,-0.008903264068067074,1763260260.957948
0.005859375,0.00018010752683039755,0.003215464763343334,,-0.010339394211769104,199936,210.37313270568848,2220,0.47846078872680664,-0.07528412342071533,0.007389581762254238,,1083.0,-0.009239518083631992,1763260261.5415578
,,,500.0,,200222,210.62847566604614,2223,,,,500.0,,,1763260261.7969007
0.00390625,0.00017980030679609627,0.0018699737265706062,,-0.000266343355178833,200448,210.8436896800995,2225,0.507378339767456,-0.12657225131988525,0.007097193971276283,,1083.0,0.008806419558823109,1763260262.0121148
0.0,0.00017972350178752095,0.00016506947576999664,,0.0024498477578163147,200576,210.95997834205627,2226,0.5332337617874146,0.05897039175033569,0.00043359852861613035,,1083.0,6.761215627193451e-05,1763260262.1284034
0.0,0.00017964669677894562,0.0005538482218980789,,-0.0006100386381149292,200704,211.0720341205597,2227,0.47405609488487244,0.02782362699508667,0.000244070339249447,,1083.0,0.012090304866433144,1763260262.2404592
0.0,0.00017941628175321966,0.00013945717364549637,,0.0009772181510925293,201088,211.44369339942932,2231,0.5730708837509155,0.027987241744995117,0.0004951564478687942,,1083.0,0.003724914975464344,1763260262.6121185
0.009765625,0.0001791858667274937,0.004890188574790955,,-0.019454117864370346,201472,211.79226851463318,2235,0.5015869736671448,0.06537240743637085,0.0039862217381596565,,1083.0,0.01013191882520914,1763260262.9606936
0.0,0.0001788018416846171,0.00041143689304590225,,-0.006692439317703247,202112,212.35892701148987,2241,0.5337890386581421,-0.050336480140686035,0.00017863285029307008,,1083.0,0.0028341421857476234,1763260263.527352
0.0,0.0001784178166417405,2.0012259483337402e-05,,0.0005030501633882523,202752,212.96845149993896,2248,0.6248424053192139,-5.5909156799316406e-05,548.0626220703125,,1083.0,0.0018304400146007538,1763260264.1368766
0.0,0.00017826420662458986,0.00040281563997268677,,-0.0003503859043121338,203008,213.19666695594788,2250,0.5600502490997314,-0.08051884174346924,0.00040521586197428405,,1083.0,0.005208930000662804,1763260264.365092
0.0,0.00017811059660743922,0.00042166002094745636,,0.010350346565246582,203264,213.42594361305237,2253,0.5172226428985596,-0.00010776519775390625,573.4305419921875,,1083.0,-0.0015168339014053345,1763260264.5943687
,,,500.0,,205222,215.2198565006256,2272,,,,500.0,,,1763260266.3882816
0.0,0.00017642088641878217,0.0010763462632894516,,-0.011350303888320923,206080,216.03890538215637,2280,0.505309522151947,-0.09087049961090088,0.0004505760734900832,,1083.0,0.005326623097062111,1763260267.2073305
0.0,0.00017549922631587833,0.0012234626337885857,,-0.01715780794620514,207616,217.43724489212036,2295,0.513127326965332,-0.1607741117477417,0.00024124416813720018,,1083.0,0.007275494746863842,1763260268.60567
0.0,0.0001753456162987277,0.00016120728105306625,,0.0012059910222887993,207872,217.67285752296448,2298,0.5422698855400085,-0.06418287754058838,0.004597920924425125,,1083.0,0.0007680049166083336,1763260268.8412826
0.0,0.0001745775662129745,0.00014329515397548676,,-0.0004524271935224533,209152,218.86297392845154,2310,0.6063121557235718,0.03254646062850952,0.00016792980022728443,,1083.0,0.005550973117351532,1763260270.031399
0.0,0.00017450076120439917,0.00013902131468057632,,0.0025912150740623474,209280,218.97757172584534,2312,0.5318706035614014,-7.11679458618164e-05,899.423583984375,,1083.0,-0.0012868670746684074,1763260270.1459968
0.0,0.0001741167507134378,0.0007038963958621025,,-0.00029895827174186707,209920,219.54400396347046,2318,0.5129180550575256,-0.19566881656646729,0.0051671345718204975,,1083.0,0.012182583101093769,1763260270.712429
0.0,0.00017388633568771183,3.051944077014923e-05,,-0.001191556453704834,210304,219.91610765457153,2322,0.6232014894485474,-0.00011169910430908203,858.4573974609375,,1083.0,0.00020285695791244507,1763260271.0845327
,,,317.0,,210539,220.06683945655823,2324,,,,317.0,,,1763260271.2352645
,,,500.0,,211039,220.51291251182556,2329,,,,500.0,,,1763260271.6813376
0.0,0.00017288787057623267,8.852686733007431e-05,,-0.002235257998108864,211968,221.41706728935242,2339,0.5480409860610962,-0.058309197425842285,0.007461066823452711,,1083.0,6.731506437063217e-05,1763260272.5854924
0.0,0.0001726574555505067,5.6704506278038025e-05,,0.0011959969997406006,212352,221.75542187690735,2343,0.5056179165840149,0.00044542551040649414,1080.311767578125,,1083.0,0.0001477617770433426,1763260272.923847
0.0,0.00017235023551620543,0.00023915618658065796,,-0.0033734776079654694,212864,222.23732495307922,2348,0.5236529111862183,0.00021147727966308594,656.5702514648438,,1083.0,0.001007942482829094,1763260273.40575
0.0,0.00017196621047332883,0.0006687650457024574,,-0.01005581021308899,213504,222.79723858833313,2354,0.598752498626709,-0.09013819694519043,0.004474568646401167,,1083.0,-0.0011928332969546318,1763260273.9656637
0.0,0.0001714285754133016,0.00016172323375940323,,0.0014139572158455849,214400,223.6295943260193,2363,0.5755507946014404,-1.1563301086425781e-05,457.410888671875,,1083.0,0.001642347313463688,1763260274.7980194
,,,277.0,,217084,226.03900957107544,2389,,,,277.0,,,1763260277.2074347
,,,500.0,,217584,226.49188494682312,2394,,,,500.0,,,1763260277.66031
,,,500.0,,219084,227.87185549736023,2409,,,,500.0,,,1763260279.0402806
0.0,0.00016758832498453557,0.0004495251923799515,,-0.004962652921676636,220800,229.4902458190918,2426,0.5781545042991638,-0.07873737812042236,0.00446332199499011,,1083.0,0.004019103944301605,1763260280.658671
0.0,0.00016735790995880961,0.00024867523461580276,,-0.0022804364562034607,221184,229.82771348953247,2430,0.569442868232727,-2.6226043701171875e-05,86.63343048095703,,1084.0,-0.0001636529341340065,1763260280.9961386
0.0,0.0001662058348301798,0.0003945399075746536,,0.0024847686290740967,223104,231.59655261039734,2449,0.5254268050193787,0.0001742839813232422,712.3980712890625,,1084.0,-0.007805973291397095,1763260282.7649777
0.0,0.00016520736971870065,1.605786383152008e-05,,0.0007276684045791626,224768,233.0950677394867,2465,0.5597982406616211,-0.07533788681030273,0.005445610731840134,,1084.0,-0.0002843271940946579,1763260284.2634928
0.0,0.00016359446453861892,0.0006819767877459526,,-0.003620114177465439,227456,235.57657551765442,2491,0.5714653730392456,-0.07048094272613525,0.0005052628694102168,,1084.0,0.010613988153636456,1763260286.7450006
,,,96.0,,227680,235.72425413131714,2493,,,,96.0,,,1763260286.8926792
0.0,0.0001627496094442904,6.062909960746765e-06,,0.0003265663981437683,228864,236.85190534591675,2506,0.5117049813270569,-1.4543533325195312e-05,596.5225830078125,,1084.0,0.0004619527608156204,1763260288.0203304
0.0,0.00016221197438426316,0.0014582397416234016,,-0.002330087125301361,229760,237.67823481559753,2514,0.5281937718391418,-0.15989923477172852,0.0005424810224212706,,1084.0,0.0014023864641785622,1763260288.84666
,,,500.0,,229825,237.70272183418274,2515,,,,500.0,,,1763260288.871147
,,,500.0,,230325,238.1462278366089,2520,,,,500.0,,,1763260289.314653
0.0,0.00016129032883327454,0.0012588147073984146,,-0.0003504827618598938,231296,239.06502723693848,2533,0.5825478434562683,-0.11295568943023682,0.023278893902897835,,1084.0,-0.005915533751249313,1763260290.2334523
0.0,0.00016082949878182262,0.0003913072869181633,,-8.867308497428894e-05,232064,239.7852783203125,2540,0.5823802351951599,-0.227919340133667,0.0011619863798841834,,1084.0,0.00958163384348154,1763260290.9537034
0.0,0.00016044547373894602,0.0008925003930926323,,0.0007757768034934998,232704,240.35285258293152,2547,0.5605571269989014,-0.00035941600799560547,684.2858276367188,,1084.0,0.0035517895594239235,1763260291.5212777
,,,500.0,,235105,242.48812437057495,2570,,,,500.0,,,1763260293.6565495
0.0,0.00015898617857601494,0.0001618005335330963,,0.0018658339977264404,235136,242.5687062740326,2571,0.582648754119873,4.9114227294921875e-05,687.6331787109375,,1084.0,0.0007086154073476791,1763260293.7371314
0.0,0.00015867895854171365,0.0004068361595273018,,-0.0018953904509544373,235648,243.06034398078918,2576,0.5334044694900513,-0.0001283884048461914,674.723876953125,,1084.0,0.005230399779975414,1763260294.228769
0.0,0.00015860215353313833,0.0012657102197408676,,-0.009541980922222137,235776,243.17026782035828,2577,0.5217211842536926,0.14049696922302246,0.004287450108677149,,1084.0,0.01832311972975731,1763260294.338693
0.0,0.00015668202831875533,0.0002898676320910454,,-0.003185763955116272,238976,246.10467505455017,2608,0.5573558807373047,-0.2249056100845337,0.00036466954043135047,,1084.0,0.0002230396494269371,1763260297.2731001
,,,500.0,,239105,246.21681785583496,2610,,,,500.0,,,1763260297.385243
0.0,0.00015537634317297488,6.77797943353653e-05,,-0.0002445988357067108,241152,248.104567527771,2630,0.5671603679656982,-5.2809715270996094e-05,667.4545288085938,,1084.0,-0.0014692936092615128,1763260299.2729926
0.0,0.00015499231813009828,0.00026603788137435913,,-0.004007909446954727,241792,248.67057824134827,2636,0.5542945265769958,-0.07561600208282471,0.0035293777473270893,,1084.0,0.0029433518648147583,1763260299.8390033
0.0,0.00015437787806149572,0.0010575614869594574,,-0.005398385226726532,242816,249.61011695861816,2646,0.5881931781768799,-0.03417384624481201,0.006347746588289738,,1084.0,0.002618325874209404,1763260300.778542
0.00390625,0.0001543010730529204,0.0030057625845074654,,-0.00018347613513469696,242944,249.72267818450928,2647,0.4928548336029053,-0.35672950744628906,0.00037255886127240956,,1084.0,0.01084232795983553,1763260300.8911033
0.01171875,0.00015422426804434508,0.005130487494170666,,-0.022232316434383392,243072,249.83447074890137,2648,0.5032691359519958,-0.9563844203948975,0.00047581008402630687,,1084.0,0.0115834791213274,1763260301.0028958
0.0,0.00015307219291571528,0.0006780605763196945,,-0.004859454929828644,244992,251.6149504184723,2668,0.5708908438682556,0.039767682552337646,0.0004113086324650794,,1084.0,-0.009198322892189026,1763260302.7833755
,,,500.0,,245620,252.14046144485474,2673,,,,500.0,,,1763260303.3088865
,,,500.0,,246620,253.0657024383545,2683,,,,500.0,,,1763260304.2341275
0.001953125,0.00015184331277851015,0.0021047908812761307,,-0.006929382681846619,247040,253.4900257587433,2687,0.5498183369636536,-0.07262039184570312,0.0002597202837932855,,1084.0,0.0020832978188991547,1763260304.6584508
0.0,0.00015176650776993483,0.0006877528503537178,,-0.009133448824286461,247168,253.60628962516785,2689,0.5539657473564148,-4.673004150390625e-05,694.2490234375,,1084.0,-0.0008884286507964134,1763260304.7747147
0.0,0.00015153609274420887,1.8474645912647247e-05,,-0.0015851166099309921,247552,253.941082239151,2692,0.5558703541755676,0.050939738750457764,0.00021211510465946048,,1085.0,0.0027301041409373283,1763260305.1095073
,,,500.0,,251620,257.6938908100128,2732,,,,500.0,,,1763260308.862316
,,,475.0,,253595,259.53768658638,2752,,,,475.0,,,1763260310.7061117
0.0,0.00014761905185878277,0.0005870722234249115,,0.0026364438235759735,254080,259.9776747226715,2757,0.5404172539710999,0.2908968925476074,0.00016256363596767187,,1084.0,-0.001286037266254425,1763260311.1460998
0.0,0.00014669739175587893,0.00250935647636652,,0.014045732095837593,255616,261.3649275302887,2772,0.5793709754943848,-0.049672603607177734,0.00030860822880640626,,1085.0,-0.02403314784169197,1763260312.5333526
0.0,0.00014608295168727636,0.0003115534782409668,,-0.00030822306871414185,256640,262.3047697544098,2782,0.547249436378479,-0.05963706970214844,0.000262556248344481,,1085.0,0.0011966824531555176,1763260313.4731948
,,,500.0,,256676,262.3211908340454,2783,,,,500.0,,,1763260313.489616
,,,500.0,,257676,263.2442035675049,2793,,,,500.0,,,1763260314.4126287
,,,500.0,,260565,265.8699359893799,2824,,,,500.0,,,1763260317.038361
0.0,0.00014254992129281163,0.000787598080933094,,-0.009438395500183105,262528,267.6906056404114,2843,0.5836966037750244,-0.0664072036743164,0.00027229508850723505,,1085.0,0.003835686482489109,1763260318.8590307
0.0,0.0001417050661984831,0.0003975164145231247,,0.003921881318092346,263936,269.0115051269531,2857,0.5326645374298096,-0.13119101524353027,0.000561390770599246,,1085.0,-0.007253590971231461,1763260320.1799302
0.0,0.0001401689660269767,0.00026587583124637604,,-0.0005867145955562592,266496,271.3471748828888,2882,0.6367263793945312,-0.014914631843566895,0.0002400724624749273,,1085.0,-0.002404572442173958,1763260322.5156
0.0,0.00013970813597552478,4.8265792429447174e-05,,-0.0004209838807582855,267264,272.06514024734497,2890,0.5862551927566528,-0.042732954025268555,0.004986679647117853,,1085.0,-0.0033802641555666924,1763260323.2335653
0.0,0.00013840245082974434,0.00018884893506765366,,-0.00234217569231987,269440,274.03972840309143,2911,0.5520569682121277,-0.062409400939941406,0.0003630994469858706,,1085.0,-0.0012207115069031715,1763260325.2081535
0.0,0.00013694317021872848,7.0640817284584045e-06,,0.0005341693758964539,271872,276.25611114501953,2935,0.539081871509552,-0.021323561668395996,0.00044944602996110916,,1085.0,0.0001647183671593666,1763260327.4245362
0.0,0.00013609831512439996,0.0005007227882742882,,-0.004376955330371857,273280,277.5349771976471,2949,0.5455553531646729,-0.06562244892120361,0.004577192943543196,,1085.0,-0.004167255945503712,1763260328.7034023
0.0,0.00013540707004722208,0.0004483005031943321,,-0.009164534509181976,274432,278.58711862564087,2960,0.5041121244430542,0.10440665483474731,0.0002862689725589007,,1085.0,0.002261078916490078,1763260329.7555437
0.0,0.00013448540994431823,0.0010523535311222076,,-0.017797350883483887,275968,279.9759478569031,2975,0.60919189453125,-0.13501501083374023,0.00022329505009111017,,1085.0,-0.011529119685292244,1763260331.144373
0.0,0.0001336405548499897,0.0008601993322372437,,-0.004884559661149979,277376,281.25665402412415,2989,0.44897574186325073,-0.06962668895721436,0.00041559943929314613,,1085.0,0.003846198320388794,1763260332.425079
0.0,0.0001331797247985378,0.0001012040302157402,,-5.9425365179777145e-05,278144,281.97491002082825,2997,0.5505548715591431,3.159046173095703e-05,703.8265991210938,,1085.0,-0.0019848039373755455,1763260333.143335
,,,500.0,,279565,283.25024008750916,3011,,,,500.0,,,1763260334.4186652
0.0,0.00012987710942979902,0.000848560594022274,,-0.006000921130180359,283648,286.9810276031494,3051,0.5743392705917358,-6.473064422607422e-05,577.3135375976562,,1086.0,0.011554970405995846,1763260338.1494527
0.01171875,0.00012972349941264838,0.003077358938753605,,-0.005531031638383865,283904,287.2041382789612,3053,0.5260818600654602,0.1750725507736206,0.000305668159853667,,1086.0,-0.003981106914579868,1763260338.3725634
0.0,0.00012895544932689518,0.001032230444252491,,-0.022539297118782997,285184,288.35696816444397,3066,0.5355764031410217,0.06343740224838257,0.005980878137052059,,1086.0,0.005989049561321735,1763260339.5253932
0.0,0.00012872503430116922,5.3882598876953125e-05,,9.71965491771698e-05,285568,288.73606753349304,3070,0.5726268887519836,0.0003020763397216797,413.7428894042969,,1086.0,0.001332983374595642,1763260339.9044926
,,,500.0,,286953,289.93330550193787,3083,,,,500.0,,,1763260341.1017306
,,,500.0,,288453,291.3102066516876,3098,,,,500.0,,,1763260342.4786317
,,,500.0,,288953,291.795761346817,3103,,,,500.0,,,1763260342.9641864
,,,500.0,,291453,294.037549495697,3127,,,,500.0,,,1763260345.2059746
0.0,0.0001251152134500444,0.00036741234362125397,,0.000963158905506134,291584,294.2212462425232,3129,0.5474869012832642,-0.6284141540527344,0.006260674446821213,,1086.0,-0.0023900549858808517,1763260345.3896713
0.0,0.0001243471633642912,0.0014518704265356064,,0.009758595377206802,292864,295.3844861984253,3141,0.5203098058700562,-0.05135536193847656,0.00026201261789537966,,1086.0,0.005949422717094421,1763260346.5529113
0.0,0.00012427035835571587,1.7365440726280212e-05,,-0.0003100857138633728,292992,295.5018582344055,3143,0.5603786110877991,-6.67572021484375e-05,678.1793823242188,,1086.0,0.0003681853413581848,1763260346.6702833
0.0,0.0001240399433299899,0.0026617255061864853,,-0.02115768939256668,293376,295.8700683116913,3146,0.5214955806732178,0.08612477779388428,0.00027812927146442235,,1086.0,0.0026164837181568146,1763260347.0384934
0.0,0.00012311828322708607,0.00046037789434194565,,0.0004539359360933304,294912,297.255348443985,3161,0.5061547160148621,-0.041176676750183105,0.00027795907226391137,,1086.0,-0.0031753303483128548,1763260348.4237735
0.0,0.00012258064816705883,0.0008074454963207245,,-0.0006614793092012405,295808,298.07796597480774,3170,0.4833040237426758,0.14126217365264893,0.0005030911415815353,,1086.0,0.0007783789187669754,1763260349.246391
0.001953125,0.00012181259808130562,0.0005951030179858208,,-0.001271754503250122,297088,299.2405335903168,3183,0.5389508605003357,-0.01763296127319336,0.0039010648615658283,,1086.0,0.001997510902583599,1763260350.4089587
0.0,0.00012150537804700434,0.001003381796181202,,-0.00883050262928009,297600,299.6894290447235,3188,0.5250548124313354,0.08864325284957886,0.004738347139209509,,1086.0,0.01866000145673752,1763260350.8578541
,,,500.0,,300468,302.3089621067047,3217,,,,500.0,,,1763260353.4773872
0.0,0.00011935483780689538,0.0008920906111598015,,-0.009170802310109138,301184,302.96381282806396,3224,0.5597710609436035,-0.3394052982330322,0.004508485086262226,,1086.0,0.005874565802514553,1763260354.132238
0.0,0.00011797234765253961,9.614042937755585e-05,,0.003357343375682831,303488,305.0775442123413,3247,0.5192105770111084,-0.00016701221466064453,1004.4349365234375,,1086.0,0.004442708566784859,1763260356.2459693
0.0,0.00011774193262681365,0.002801300026476383,,-0.012749303132295609,303872,305.5062429904938,3250,0.45689308643341064,0.43132591247558594,0.000390570901799947,,1086.0,0.006354534067213535,1763260356.674668
0.0,0.00011766512761823833,0.0015913993120193481,,-0.003656681627035141,304000,305.6205186843872,3252,0.45533064007759094,-6.115436553955078e-05,605.3529052734375,,1086.0,-0.005027042701840401,1763260356.7889438
0.0078125,0.00011743471259251237,0.0035173650830984116,,-0.006177648901939392,304384,305.9556391239166,3255,0.48253220319747925,-0.5220566987991333,0.00029707312933169305,,1086.0,0.006840295158326626,1763260357.1240642
0.0,0.00011720429756678641,0.000289292074739933,,-0.0012015029788017273,304768,306.2915081977844,3259,0.5092036724090576,-0.08942890167236328,0.0004349589580669999,,1086.0,0.005205574445426464,1763260357.4599333
0.0,0.00011643625475699082,2.857297658920288e-06,,-0.00038327276706695557,306048,307.4856402873993,3272,0.48466047644615173,0.0002224445343017578,500.8601379394531,,1086.0,-0.0005612894892692566,1763260358.6540654
0.0,0.00011620583973126486,0.0012830104678869247,,-0.008568789809942245,306432,307.82080817222595,3275,0.5285077691078186,0.031353890895843506,0.0003554374852683395,,1086.0,0.0009338110685348511,1763260358.9892333
,,,500.0,,306468,307.8364803791046,3276,,,,500.0,,,1763260359.0049055
0.0,0.00011490015458548442,7.248576730489731e-05,,-0.0020659305155277252,308608,309.80046033859253,3296,0.5303159356117249,0.41519641876220703,0.00463672773912549,,1086.0,0.0020482679829001427,1763260360.9688854
,,,500.0,,308968,310.0585114955902,3299,,,,500.0,,,1763260361.2269366
0.0,0.00011228878429392353,0.0032096384093165398,,-0.008801041170954704,312960,313.76206612586975,3338,0.5398827791213989,0.19749081134796143,0.00028357544215396047,,1086.0,0.010609394870698452,1763260364.9304912
0.0,0.00011152073420817032,0.0004220427945256233,,-0.0032096412032842636,314240,314.9309287071228,3351,0.5210857391357422,0.3446913957595825,0.0004917680053040385,,1086.0,0.011857789941132069,1763260366.0993538
0.0,0.00011113670916529372,8.997973054647446e-05,,-0.00156305730342865,314880,315.50614833831787,3357,0.5233149528503418,0.6548241972923279,0.00024132014368660748,,1086.0,0.00216801930218935,1763260366.6745734
0.0,0.0001109831064241007,2.2912397980690002e-05,,-0.001135013997554779,315136,315.7685296535492,3360,0.5504997968673706,0.5412798523902893,0.00463063083589077,,1086.0,-0.0017678234726190567,1763260366.9369547
0.0,0.00010867895616684109,7.214490324258804e-05,,-0.0017923526465892792,318976,319.2566468715668,3398,0.46435052156448364,0.0007528066635131836,1025.5802001953125,,1086.0,-0.0026199938729405403,1763260370.425072
0.005859375,0.00010844854114111513,0.003548821434378624,,-0.00675693154335022,319360,319.5901873111725,3401,0.4826580286026001,0.6605806350708008,0.0004430461267475039,,1087.0,-0.0005638208240270615,1763260370.7586124
0.0,0.00010814132110681385,0.002518104389309883,,0.004941046237945557,319872,320.0786089897156,3406,0.5138661861419678,-6.939410209655762,0.0025089418049901724,,1086.0,-0.0035952944308519363,1763260371.247034
