losses/clipfrac,charts/learning_rate,losses/approx_kl,charts/episodic_return,losses/policy_loss,global_step,_runtime,_step,losses/entropy,losses/explained_variance,losses/value_loss,charts/episodic_length,charts/SPS,losses/old_approx_kl,_timestamp
0.03515625,0.0002784178068395704,0.008452584967017174,,-0.03323305770754814,36096,59.87046575546265,539,0.550380289554596,0.8782322406768799,57.3782958984375,,1059.0,0.013329432345926762,1763260111.0388908
,,,448.0,,36880,60.590980768203735,547,,,,448.0,,,1763260111.7594059
0.0,0.00027749614673666656,3.9936043322086334e-05,,0.0026037022471427917,37632,61.30195736885071,555,0.5439872145652771,-0.0014355182647705078,32.14632034301758,,1059.0,0.00042940210551023483,1763260112.4703825
0.0,0.0002772657317109406,3.254227340221405e-05,,0.0001354999840259552,38016,61.64055323600769,559,0.5248209238052368,0.036006927490234375,31.482881546020508,,1060.0,-0.0007829740643501282,1763260112.8089783
0.005859375,0.00027672809665091336,0.0038890810683369637,,0.01716158352792263,38912,62.46496844291687,568,0.4854169487953186,0.9433273673057556,7.794941425323486,,1061.0,-0.026457669213414192,1763260113.6333935
0.0,0.00027526883059181273,6.90976157784462e-05,,0.00206640362739563,41344,64.69881796836853,595,0.5239874124526978,-0.010329484939575195,19.641706466674805,,1062.0,-0.0033417725935578346,1763260115.867243
0.0,0.0002743471704889089,6.074924021959305e-05,,-3.3713877201080322e-06,42880,66.09497833251953,612,0.5439944267272949,0.008227229118347168,14.844045639038086,,1064.0,-0.00018662866204977036,1763260117.2634034
,,,480.0,,43066,66.25946354866028,614,,,,480.0,,,1763260117.4278886
0.0,0.00027342551038600504,0.00012370478361845016,,0.00043753907084465027,44416,67.51233339309692,630,0.4753449857234955,0.300201416015625,11.675509452819824,,1064.0,0.006437174044549465,1763260118.6807585
0.0,0.00027311829035170376,0.0013442263007164001,,-0.009540976956486702,44928,67.9670341014862,636,0.4906865358352661,0.9535646438598633,13.6382417678833,,1065.0,-0.008289452642202377,1763260119.1354592
0.0,0.0002728878753259778,1.1059455573558807e-05,,0.00013908743858337402,45312,68.33084201812744,640,0.5475280284881592,0.926971971988678,11.749106407165527,,1065.0,0.0023014890030026436,1763260119.499267
,,,287.0,,46244,69.13309478759766,650,,,,287.0,,,1763260120.3015199
0.0,0.00027150538517162204,1.0491348803043365e-05,,0.0003849789500236511,47616,70.41829776763916,664,0.5284308195114136,0.0061217546463012695,313.37872314453125,,1067.0,-0.0009610047563910484,1763260121.5867229
0.005859375,0.00027035331004299223,0.005748685449361801,,-0.0333561934530735,49536,72.13939833641052,684,0.5082980990409851,0.6352834701538086,11.196802139282227,,1068.0,-0.016257597133517265,1763260123.3078234
0.0,0.00027004609000869095,0.0003472166135907173,,-0.0025360994040966034,50048,72.61877512931824,689,0.5465232729911804,-0.01216268539428711,6.059768199920654,,1068.0,0.002571149729192257,1763260123.7872002
0.0,0.0002695084549486637,0.0006324378773570061,,-0.0033368095755577087,50944,73.41054940223694,698,0.5700699090957642,0.24877750873565674,4.845800399780273,,1069.0,0.0054996320977807045,1763260124.5789745
0.0,0.00026927803992293775,6.134435534477234e-05,,-0.0023254696279764175,51328,73.77283334732056,702,0.5137802362442017,0.09230697154998779,3.6807734966278076,,1069.0,6.15827739238739e-05,1763260124.9412584
0.0,0.00026897081988863647,6.008986383676529e-05,,-5.4288655519485474e-05,51840,74.22230076789856,707,0.573645293712616,0.0006301403045654297,3.9945380687713623,,1070.0,0.0013663163408637047,1763260125.3907259
0.001953125,0.00026774193975143135,0.0023778099566698074,,0.004913493990898132,53888,76.2497808933258,729,0.5176902413368225,-8.76423168182373,8.839762687683105,,1068.0,-0.008020047098398209,1763260127.418206
0.0,0.00026620583957992494,0.0001615285873413086,,-0.00022082403302192688,56448,78.66979646682739,757,0.4907364547252655,-0.3614591360092163,2.890723705291748,,1067.0,0.0006202831864356995,1763260129.8382215
0.0,0.00026589861954562366,1.3114884495735168e-05,,0.00018404051661491394,56960,79.15813565254211,762,0.5132352113723755,0.3714284896850586,1.9300978183746338,,1067.0,-0.0006304793059825897,1763260130.3265607
0.0,0.0002655913995113224,5.650334060192108e-05,,-0.0011211782693862915,57472,79.6078679561615,767,0.45443153381347656,0.1700648069381714,2.110628604888916,,1068.0,0.001591542735695839,1763260130.776293
0.0,0.00026513056945987046,0.00022426526993513107,,-0.0012628808617591858,58240,80.32505178451538,775,0.46189600229263306,0.4962760806083679,1.686698317527771,,1068.0,0.0033111395314335823,1763260131.4934769
0.0,0.00026436251937411726,1.68774276971817e-05,,-0.0003303512930870056,59520,81.48788452148438,788,0.5009995698928833,-0.009873628616333008,1.2977919578552246,,1068.0,-0.001393849030137062,1763260132.6563096
,,,129.0,,60306,82.20713782310486,797,,,,129.0,,,1763260133.375563
,,,500.0,,61306,83.05986642837524,806,,,,500.0,,,1763260134.2282915
0.0,0.00026282641920261085,0.002487925812602043,,0.028437301516532898,62080,83.81692862510681,815,0.49015501141548157,-1.245661735534668,20.504138946533203,,1070.0,0.014927905052900314,1763260134.9853537
0.0,0.000259984633885324,0.0007220469415187836,,-0.007944092154502869,66816,88.13994479179382,863,0.47909125685691833,0.3676385283470154,439.02001953125,,1071.0,0.00016877055168151855,1763260139.3083699
0.0,0.00025944699882529676,0.0002031894400715828,,0.0035608746111392975,67712,88.97401690483093,872,0.47292548418045044,0.35676705837249756,0.1347564309835434,,1071.0,-0.0006684279069304466,1763260140.142442
0.0,0.0002592165837995708,0.0006486633792519569,,-0.0009059067815542221,68096,89.34990859031677,876,0.4638088047504425,-3.1111488342285156,0.19888493418693542,,1071.0,-0.008029120974242687,1763260140.5183337
,,,456.0,,72684,93.49570512771606,922,,,,456.0,,,1763260144.6641302
0.00390625,0.00025599077343940735,0.002502456307411194,,0.000410543754696846,73472,94.25046825408936,930,0.4384891390800476,-0.9249461889266968,0.0007554115727543831,,1073.0,-0.020581979304552078,1763260145.4188933
0.0,0.00025552994338795543,0.00019816961139440536,,0.00373709574341774,74240,94.96918749809265,938,0.43855956196784973,0.08767932653427124,476.8921813964844,,1073.0,-0.002404174767434597,1763260146.1376126
0.0,0.0002553763333708048,0.00015188567340373993,,-0.0010368674993515015,74496,95.19633340835571,941,0.4495835304260254,0.46476972103118896,415.96478271484375,,1073.0,-0.0006317794322967529,1763260146.3647585
0.017578125,0.00025529952836222947,0.0038760853931307793,,-0.01316244900226593,74624,95.30671858787537,942,0.41018012166023254,-7.694716453552246,0.07607562839984894,,1073.0,0.018055398017168045,1763260146.4751437
,,,500.0,,75203,95.82101774215698,948,,,,500.0,,,1763260146.9894428
0.0,0.0002534562081564218,0.0014402782544493675,,0.0028862208127975464,77696,98.13293600082397,974,0.45549798011779785,0.010879039764404297,438.12139892578125,,1074.0,-0.0020211292430758476,1763260149.301361
0.0,0.0002531489881221205,0.00010875612497329712,,0.002321111038327217,78208,98.58708667755127,980,0.5373755097389221,0.01993703842163086,540.6221313476562,,1074.0,-0.001609141007065773,1763260149.7555118
0.0,0.00025291857309639454,0.0013063875958323479,,-0.003278665244579315,78592,98.96518588066101,985,0.49348533153533936,0.12014538049697876,1137.369384765625,,1074.0,-0.0109706474468112,1763260150.133611
,,,83.0,,79300,99.55600452423096,995,,,,83.0,,,1763260150.7244296
,,,97.0,,79397,99.67876434326172,997,,,,97.0,,,1763260150.8471894
0.0,0.00025161291705444455,0.0003885319456458092,,-0.0026928409934043884,80768,100.9871597290039,1015,0.4971778094768524,0.15643417835235596,641.59375,,1074.0,0.0032415958121418953,1763260152.1555848
,,,323.0,,81215,101.3457612991333,1020,,,,323.0,,,1763260152.5141864
0.0,0.00025084486696869135,0.0005245134234428406,,0.003090646117925644,82048,102.15848517417908,1031,0.519524335861206,0.5888289213180542,20.654998779296875,,1074.0,0.0050303079187870026,1763260153.3269103
,,,166.0,,83493,103.47654557228088,1050,,,,166.0,,,1763260154.6449707
0.0,0.0002498464018572122,0.00010347552597522736,,0.0006120428442955017,83712,103.68996930122375,1053,0.5062046051025391,0.42484819889068604,428.2513122558594,,1074.0,-0.0016754455864429474,1763260154.8583944
0.0,0.0002496159868314862,0.0007158210501074791,,0.0007489435374736786,84096,104.07805395126343,1058,0.5080395340919495,-5.474644660949707,1.5882421731948853,,1074.0,-0.0022022640332579613,1763260155.246479
,,,188.0,,86126,105.8673005104065,1083,,,,188.0,,,1763260157.0357256
0.0,0.0002479262766428292,0.0004214271903038025,,-0.0033226311206817627,86912,106.66686272621155,1091,0.4553711414337158,-7.373233795166016,4.709542274475098,,1074.0,0.0048729851841926575,1763260157.8352878
,,,443.0,,88095,107.74611377716064,1106,,,,443.0,,,1763260158.9145389
,,,454.0,,89197,108.72899079322815,1118,,,,454.0,,,1763260159.8974159
0.0,0.00024623656645417213,0.0002872403711080551,,-0.003401637077331543,89728,109.30345869064331,1125,0.4867073893547058,-0.621538519859314,2.4112536907196045,,1074.0,0.003727501258254051,1763260160.4718838
,,,265.0,,90398,109.8835654258728,1133,,,,265.0,,,1763260161.0519905
0.0,0.0002453149063512683,1.2199394404888153e-05,,0.0004796236753463745,91264,110.71217179298401,1145,0.4942604601383209,0.25738459825515747,278.153076171875,,1074.0,0.00045310426503419876,1763260161.8805969
0.0,0.00024431644123978913,0.0011330442503094673,,0.021171942353248596,92928,112.25102639198303,1164,0.5328618884086609,0.2998688817024231,245.49127197265625,,1074.0,-0.010308639146387577,1763260163.4194515
0.0,0.0002442396362312138,0.00047648046165704727,,-0.0025053564459085464,93056,112.44747471809387,1165,0.5130558609962463,-0.30828046798706055,1.0946639776229858,,1073.0,-0.0030617499724030495,1763260163.6158998
,,,146.0,,93671,112.94140267372131,1172,,,,146.0,,,1763260164.1098278
0.0,0.00024339478113688529,6.544776260852814e-05,,0.0005131587386131287,94464,113.73697400093079,1181,0.5457358360290527,-1.5817570686340332,1.5642242431640625,,1074.0,-0.0008873436599969864,1763260164.905399
0.0,0.000243087561102584,0.00034186244010925293,,-0.011218157596886158,94976,114.18953084945679,1186,0.5525143146514893,-0.0952451229095459,0.7270764112472534,,1074.0,0.001986360177397728,1763260165.357956
,,,294.0,,95875,115.02747702598572,1197,,,,294.0,,,1763260166.195902
0.0,0.00024162826593965292,0.0002560783177614212,,-0.003945253789424896,97408,116.41653871536255,1213,0.506220817565918,-0.39191269874572754,1.915419101715088,,1074.0,-0.00401211716234684,1763260167.5849638
0.01171875,0.00024147465592250228,0.0076166680082678795,,-0.006047803908586502,97664,116.67602491378784,1215,0.5200095772743225,0.13436377048492432,1.2273039817810059,,1074.0,-0.020505938678979874,1763260167.84445
,,,469.0,,98700,117.62358045578003,1226,,,,469.0,,,1763260168.7920055
0.0,0.00024062980082817376,7.22929835319519e-05,,0.0030852300114929676,99072,117.96097159385681,1230,0.5464189052581787,0.19144916534423828,0.6256589293479919,,1074.0,-0.0014584455639123917,1763260169.1293967
0.0,0.0002403993858024478,0.0006785206496715546,,0.0025969017297029495,99456,118.29858136177063,1234,0.4710509181022644,0.02937626838684082,303.5810852050781,,1075.0,0.0016470197588205338,1763260169.4670064
0.0,0.00023970814072526991,4.8454850912094116e-05,,0.0003775879740715027,100608,119.35910296440125,1245,0.4974389672279358,0.1594752073287964,0.2798936665058136,,1075.0,-0.003689166158437729,1763260170.527528
0.00390625,0.00023917050566524267,0.0021168608218431473,,-0.022353453561663628,101504,120.18338418006897,1254,0.45249614119529724,-1.271366834640503,0.09516928344964981,,1075.0,0.004076948389410973,1763260171.3518093
,,,500.0,,103222,121.73859190940857,1271,,,,500.0,,,1763260172.907017
0.01171875,0.00023640552535653114,0.006050209514796734,,-0.01512979343533516,106112,124.38724541664124,1299,0.38250619173049927,0.6314355134963989,0.004847487900406122,,1076.0,0.003526476211845875,1763260175.5556705
0.001953125,0.00023394777963403612,0.0046040965244174,,0.012402631342411041,110208,128.1395242214203,1339,0.3994373679161072,-3.145984172821045,0.0004539890796877444,,1076.0,0.011079336516559124,1763260179.3079493
,,,500.0,,110222,128.14718222618103,1340,,,,500.0,,,1763260179.3156073
,,,500.0,,111222,129.00046396255493,1349,,,,500.0,,,1763260180.168889
0.0,0.00023248848447110504,1.5233643352985382e-05,,0.000331975519657135,112640,130.35954332351685,1363,0.40091758966445923,0.24947237968444824,9.516333375358954e-05,,1077.0,0.0013956623151898384,1763260181.5279684
0.0,0.00023241167946252972,0.0003552129492163658,,-0.0008077844977378845,112768,130.4750988483429,1365,0.39350444078445435,-0.0005127191543579102,647.6448974609375,,1077.0,-0.002444903366267681,1763260181.643524
0.0,0.00023210445942822844,6.963592022657394e-05,,-0.003602702170610428,113280,130.92735362052917,1370,0.39067500829696655,-0.000586390495300293,440.17510986328125,,1077.0,-0.0007754964753985405,1763260182.0957787
0.0,0.00023149001935962588,0.0005518868565559387,,-0.004309102892875671,114304,131.86444973945618,1380,0.34280502796173096,-0.0026619434356689453,758.6576538085938,,1077.0,-0.00212751142680645,1763260183.0328748
0.0,0.00023141321435105056,0.0020173266530036926,,-0.001925140619277954,114432,131.9772527217865,1381,0.4226797819137573,-0.25807976722717285,0.007536586374044418,,1077.0,0.011147566139698029,1763260183.1456778
0.0,0.00023095238429959863,0.00026260409504175186,,-0.0025738952681422234,115200,132.6831305027008,1388,0.42878735065460205,-1.4624462127685547,0.00047901924699544907,,1077.0,0.005683864466845989,1763260183.8515556
0.0,0.00023056835925672203,0.0002737632021307945,,0.005008980631828308,115840,133.29089260101318,1395,0.42903417348861694,-0.0002950429916381836,437.15814208984375,,1077.0,-0.0020520994439721107,1763260184.4593177
0.0,0.00023033794423099607,0.0004420718178153038,,-0.002601178362965584,116224,133.63141560554504,1399,0.500175952911377,-0.000628352165222168,734.9837646484375,,1077.0,-0.0011736759915947914,1763260184.7998407
0.0,0.00022995391918811947,0.0010105576366186142,,-0.015443757176399231,116864,134.22711825370789,1405,0.469449520111084,-0.9429609775543213,0.005943625699728727,,1077.0,0.007145635783672333,1763260185.3955433
0.005859375,0.00022826420899946243,0.007034254260361195,,-0.008136756718158722,119680,136.81108498573303,1432,0.5186507701873779,-4.6772894859313965,0.0003582091594580561,,1078.0,-0.0045839594677090645,1763260187.97951
,,,500.0,,119722,136.82718777656555,1433,,,,500.0,,,1763260187.9956129
0.009765625,0.00022688171884510666,0.008629587478935719,,-0.03716906160116196,121984,138.92437148094177,1455,0.47815752029418945,0.38839685916900635,0.0006442563026212156,,1078.0,0.012076282873749733,1763260190.0927966
0.0859375,0.00022680491383653134,0.01213440764695406,,-0.05040249228477478,122112,139.0380458831787,1456,0.49614405632019043,-0.0764913558959961,0.00039766757981851697,,1078.0,0.04087764024734497,1763260190.206471
,,,500.0,,122222,139.0762722492218,1457,,,,500.0,,,1763260190.2446973
0.0,0.0002232718834420666,0.0007054544985294342,,-0.007454050704836845,128000,144.42043447494507,1514,0.44095379114151,-0.1022193431854248,0.00028062236378900707,,1079.0,0.004111887887120247,1763260195.5888596
,,,500.0,,128722,145.05267572402954,1521,,,,500.0,,,1763260196.2211008
0.0,0.00022258063836488873,0.0008083777502179146,,-0.003934122622013092,129152,145.47408962249756,1525,0.4819500148296356,-0.9552057981491089,0.00048156670527532697,,1079.0,0.0040271831676363945,1763260196.6425147
0.0,0.0002225038333563134,5.262251943349838e-05,,-0.0015324074774980545,129280,145.5872015953064,1527,0.5144470930099487,-0.0002894401550292969,830.734375,,1079.0,0.0035634832456707954,1763260196.7556267
0.0,0.00022235022333916277,9.867735207080841e-05,,0.003943353891372681,129536,145.84949445724487,1529,0.5360413193702698,0.12420982122421265,0.0004416380252223462,,1079.0,-0.00456087663769722,1763260197.0179195
0.0,0.00022204301785677671,0.00012851879000663757,,-0.004309210926294327,130048,146.29785990715027,1534,0.4959868788719177,0.23225736618041992,0.0006110680405981839,,1079.0,0.000767802819609642,1763260197.466285
,,,500.0,,130222,146.42931461334229,1536,,,,500.0,,,1763260197.5977397
0.0,0.00022150538279674947,0.00045861396938562393,,-0.009548943489789963,130944,147.12854933738708,1543,0.5440422892570496,-0.028997182846069336,0.00692936172708869,,1079.0,0.0016088234260678291,1763260198.2969744
0.005859375,0.00022135177277959883,0.0032728295773267746,,-0.01839245855808258,131200,147.35227489471436,1545,0.49146825075149536,-0.1404043436050415,0.0002555461833253503,,1079.0,-0.005306346341967583,1763260198.5207
,,,500.0,,131222,147.36222529411316,1546,,,,500.0,,,1763260198.5306504
0.01953125,0.00022058372269384563,0.007604616694152355,,0.008602546527981758,132480,148.51807570457458,1558,0.5114906430244446,-0.4701855182647705,0.0008228881051763892,,1079.0,0.011691386811435223,1763260199.6865008
0.0,0.0002205069176852703,0.0005194665864109993,,0.0039406875148415565,132608,148.62882733345032,1559,0.5473843812942505,-0.28884565830230713,0.0005106200696900487,,1079.0,-0.002825709991157055,1763260199.7972524
0.0,0.00022027650265954435,0.0018227454274892807,,-0.0034452895633876324,132992,149.0026650428772,1563,0.502770185470581,-0.13779568672180176,0.0006510401144623756,,1079.0,-0.032977767288684845,1763260200.1710901
0.0,0.0002201228926423937,0.0003724554553627968,,-0.0016181804239749908,133248,149.22953128814697,1566,0.53603196144104,-0.00015676021575927734,631.1461181640625,,1079.0,0.0025724628940224648,1763260200.3979564
0.005859375,0.00021874040248803794,0.0007637022063136101,,-0.002124413847923279,135552,151.33237743377686,1588,0.5225351452827454,0.17773860692977905,0.00064703484531492,,1079.0,0.005885877646505833,1763260202.5008025
0.001953125,0.00021866359747946262,0.0036906693130731583,,-0.011796098202466965,135680,151.44577383995056,1589,0.5214449167251587,-0.5087323188781738,0.0001013671571854502,,1079.0,-0.010481828823685646,1763260202.614199
0.009765625,0.0002182027674280107,0.004760114476084709,,0.0037987120449543,136448,152.15860962867737,1597,0.5512383580207825,-0.3520289659500122,0.007924272678792477,,1079.0,2.0090490579605103e-05,1763260203.3270347
0.0,0.00021758832735940814,0.0017039580270648003,,-0.005526617169380188,137472,153.09503364562988,1607,0.4948299527168274,-0.9766519069671631,0.005260181147605181,,1079.0,0.002814718522131443,1763260204.2634587
,,,500.0,,137722,153.24994277954102,1609,,,,500.0,,,1763260204.4183679
0.0,0.0002174347173422575,0.00019028037786483765,,-0.0005878936499357224,137728,153.3223192691803,1610,0.5553132891654968,2.8371810913085938e-05,697.3192138671875,,1080.0,0.0018995851278305054,1763260204.4907444
0.00390625,0.00021728110732510686,0.004123925231397152,,-0.009987406432628632,137984,153.54791617393494,1612,0.45796647667884827,0.033806443214416504,0.0009655348258093,,1080.0,0.004895891062915325,1763260204.7163413
0.0,0.00021643625223077834,0.0009557614102959633,,-0.010924218222498894,139392,154.82162857055664,1626,0.4877622425556183,-0.1444547176361084,0.009381895884871483,,1080.0,0.0015179412439465523,1763260205.9900537
0.00390625,0.00021566820214502513,0.0041198646649718285,,-1.9703060388565063e-05,140672,156.01685571670532,1638,0.4888463020324707,-0.09835636615753174,0.0002070173795800656,,1080.0,0.009728541597723961,1763260207.1852808
0.0,0.00021267280681058764,0.0007740575820207596,,-0.0063725244253873825,145664,160.6344165802002,1687,0.519931972026825,-0.48567306995391846,0.0004188179154880345,,1080.0,0.006205374374985695,1763260211.8028417
,,,500.0,,150222,164.7736759185791,1732,,,,500.0,,,1763260215.942101
0.0,0.00020913979096803814,0.0014544213190674782,,-0.007195163518190384,151552,166.02360105514526,1745,0.5117946863174438,-0.12343239784240723,0.0006404287996701896,,1080.0,3.3126212656497955e-05,1763260217.1920261
0.0,0.00020867896091658622,0.0001584663987159729,,-0.0003278963267803192,152320,166.74234700202942,1753,0.48755553364753723,0.00016391277313232422,236.61068725585938,,1080.0,-0.0028971415013074875,1763260217.910772
0.0,0.0002086021559080109,0.0005235718563199043,,-0.0014035701751708984,152448,166.85758519172668,1754,0.44761359691619873,0.08084654808044434,0.005927475169301033,,1080.0,-0.009039192460477352,1763260218.0260103
0.0,0.00020791091083083302,1.580081880092621e-05,,9.404122829437256e-05,153600,167.91449332237244,1765,0.471392959356308,-0.030225276947021484,0.0004340728046372533,,1080.0,-0.0005223080515861511,1763260219.0829184
0.0,0.00020775730081368238,1.0319054126739502e-05,,0.00038478896021842957,153856,168.1380579471588,1768,0.4754682183265686,0.21748721599578857,0.007231776602566242,,1080.0,-0.0014751441776752472,1763260219.306483
0.001953125,0.00020721966575365514,0.0022251009941101074,,-0.03229891136288643,154752,168.96787118911743,1777,0.4358968436717987,0.00023567676544189453,1041.2999267578125,,1080.0,0.008449014276266098,1763260220.1362963
0.0,0.00020468510047066957,4.309695214033127e-05,,-0.0004925206303596497,158976,172.83383536338806,1818,0.4469841718673706,-0.14716756343841553,0.00037602114025503397,,1081.0,0.0015060743317008018,1763260224.0022604
0.005859375,0.0002043778804363683,0.0035187844187021255,,-0.027840733528137207,159488,173.29205012321472,1823,0.4648326635360718,-0.03340435028076172,0.0005750650889240205,,1081.0,-0.0031396616250276566,1763260224.4604752
0.0,0.00020268817024771124,0.0016904082149267197,,-0.013642333447933197,162304,175.85726690292358,1851,0.415755033493042,0.0007314085960388184,787.8408203125,,1081.0,-0.005616217851638794,1763260227.025692
0.0,0.00020238095021340996,0.0011588949710130692,,0.009934935718774796,162816,176.3401505947113,1856,0.46108436584472656,-0.0009232759475708008,550.6862182617188,,1081.0,0.00512554869055748,1763260227.5085757
