_runtime,_timestamp,losses/policy_loss,losses/old_approx_kl,charts/SPS,global_step,_step,losses/clipfrac,charts/learning_rate,charts/episodic_return,losses/value_loss,losses/explained_variance,charts/episodic_length,losses/entropy,losses/approx_kl
77.66169738769531,1763260133.9199634,,,,28226,471,,,210.0,,,210.0,,
79.36466312408447,1763260135.622929,0.0006655678153038025,0.0004538474604487419,556.0,28928,481,0.0,0.00028271888731978834,,44.02130889892578,0.704592227935791,,0.5418304204940796,2.935808151960373e-05
80.64555883407593,1763260136.9038248,,,,29605,490,,,148.0,,,148.0,,
82.72639346122742,1763260138.9846594,,,,30722,504,,,215.0,,,215.0,,
84.30480313301086,1763260140.563069,,,,31657,515,,,88.0,,,88.0,,
86.48421168327332,1763260142.7424777,0.010519297793507576,-0.004932001233100891,556.0,32896,530,0.0,0.0002803379320539534,,62.3675422668457,0.7806279063224792,,0.5514248609542847,0.00016137398779392242
87.79175806045532,1763260144.050024,0.03163088485598564,-0.021687481552362442,557.0,33664,539,0.005859375,0.0002798771020025015,,55.80820846557617,0.7660353183746338,,0.6069497466087341,0.008000188507139683
88.89776015281677,1763260145.1560261,,,,34374,547,,,228.0,,,228.0,,
90.09647107124329,1763260146.354737,-0.0006023477762937546,0.0002760300412774086,559.0,35072,555,0.0,0.00027903224690817297,,19.695194244384766,0.7262877225875854,,0.5811120867729187,1.0662712156772614e-05
90.56144094467163,1763260146.819707,,,,35379,559,,,190.0,,,190.0,,
91.85419058799744,1763260148.1124566,,,,36176,568,,,195.0,,,195.0,,
95.81491780281067,1763260152.0731838,1.6801059246063232e-05,0.00016060378402471542,563.0,38528,595,0.0,0.0002769585116766393,,21.947114944458008,-0.01615297794342041,,0.5475493669509888,1.41095370054245e-06
98.21043419837952,1763260154.4687002,-0.00011599063873291016,-0.0005538538098335266,563.0,39936,612,0.0,0.00027611368568614125,,457.749267578125,0.0011011958122253418,,0.5029226541519165,4.025176167488098e-06
98.44506788253784,1763260154.7033339,-0.00044639408588409424,-0.0031815962865948677,563.0,40064,614,0.0,0.00027603688067756593,,177.067138671875,0.05760723352432251,,0.5503333806991577,9.056646376848221e-05
100.77549862861633,1763260157.0337646,0.0015978626906871796,-0.0010986458510160446,565.0,41472,630,0.0,0.0002751920255832374,,309.0209045410156,0.1415785551071167,,0.5188295245170593,2.8306618332862854e-05
101.61284136772156,1763260157.8711073,,,,42099,636,,,500.0,,,500.0,,
102.36388969421387,1763260158.6221557,-0.013992205262184143,-0.011005407199263573,566.0,42496,640,0.0,0.00027457758551463485,,32.02195358276367,-4.9842705726623535,,0.6113382577896118,0.0007931813597679138
103.67697668075562,1763260159.9352427,,,,43349,650,,,370.0,,,370.0,,
105.74799251556396,1763260162.0062585,0.001162692904472351,0.0002950085327029228,568.0,44544,664,0.0,0.0002733487053774297,,409.11761474609375,0.017811954021453857,,0.5942666530609131,1.392606645822525e-05
108.23980259895325,1763260164.4980686,-0.0036350488662719727,0.002681843936443329,568.0,45952,684,0.0,0.0002725038502831012,,585.3145141601562,-0.0720832347869873,,0.5528282523155212,6.227940320968628e-05
108.90337061882019,1763260165.1616366,0.002683110535144806,-0.0012468844652175903,568.0,46336,689,0.0,0.00027227343525737524,,20.00850486755371,0.09511691331863403,,0.5837076902389526,4.02648001909256e-05
110.33396172523499,1763260166.5922277,0.005486739799380302,-0.005328793078660965,569.0,47232,698,0.0,0.000271735800197348,,75.34833526611328,-0.0034128427505493164,,0.5726902484893799,0.0004914477467536926
110.80318188667297,1763260167.0614479,,,,47529,702,,,257.0,,,257.0,,
111.48065567016602,1763260167.7389216,,,,47935,707,,,280.0,,,280.0,,
115.0205934047699,1763260171.2788594,0.0005634501576423645,-0.00018764473497867584,571.0,50048,729,0.0,0.00027004609000869095,,24.170705795288086,-0.9997189044952393,,0.5158241987228394,1.84476375579834e-05
119.09761786460876,1763260175.3558838,-0.003578558564186096,0.0002726530656218529,572.0,52480,757,0.0,0.00026858679484575987,,12.57659912109375,-0.21727073192596436,,0.5158184766769409,0.00011108163744211197
119.91505479812622,1763260176.1733208,0.00037823617458343506,0.0010956302285194397,572.0,52992,762,0.0,0.0002682795748114586,,14.966728210449219,-0.627234697341919,,0.5464025735855103,1.5269964933395386e-05
120.52423357963562,1763260176.7824996,,,,53463,767,,,222.0,,,222.0,,
121.76106452941895,1763260178.0193305,0.0018016621470451355,-0.0005525844171643257,573.0,54144,775,0.0,0.0002675883297342807,,11.403879165649414,-0.9349683523178101,,0.5177585482597351,6.706546992063522e-05
123.80072259902954,1763260180.0589886,0.030331052839756012,-0.010161262936890125,574.0,55424,788,0.0,0.0002668202796485275,,170.57916259765625,0.17879456281661987,,0.46711671352386475,0.0006747310981154442
125.19895672798157,1763260181.4572227,-0.007861748337745667,0.00036056898534297943,575.0,56320,797,0.0,0.00026628264458850026,,429.97174072265625,0.28717827796936035,,0.4865940809249878,0.0012528784573078156
126.42768549919128,1763260182.6859515,-0.004067191854119301,-0.0008997060358524323,576.0,57088,806,0.0,0.00026582181453704834,,318.7413330078125,0.0800594687461853,,0.4768803119659424,8.311308920383453e-05
127.80802321434021,1763260184.0662892,-0.011766854673624039,0.011124823242425919,577.0,57984,815,0.0,0.0002652841794770211,,96.64501953125,0.8768174052238464,,0.5456742644309998,0.0007572658360004425
134.85943412780762,1763260191.1177,,,,62597,863,,,257.0,,,257.0,,
136.2137553691864,1763260192.4720213,,,,63597,872,,,500.0,,,500.0,,
136.64632368087769,1763260192.9045897,,,,63780,876,,,71.0,,,71.0,,
143.28734612464905,1763260199.545612,-0.005099587142467499,-0.0012947926297783852,588.0,68224,922,0.0,0.0002591397787909955,,0.7898343801498413,-0.6444756984710693,,0.5149040818214417,0.00043120142072439194
144.4317216873169,1763260200.6899877,-0.01654287986457348,0.006077601574361324,589.0,68992,930,0.0,0.00025867894873954356,,124.9648208618164,-0.001036524772644043,,0.5402271747589111,0.001504695974290371
145.57946801185608,1763260201.837734,,,,69870,938,,,500.0,,,500.0,,
146.08533191680908,1763260202.343598,0.00014882534742355347,-0.0005404474213719368,590.0,70144,941,0.0,0.0002579877036623657,,0.17298878729343414,0.0012534260749816895,,0.5737664699554443,0.00016728881746530533
146.26287579536438,1763260202.5211418,0.0020751841366291046,-0.002624332904815674,591.0,70272,942,0.0,0.00025791089865379035,,0.20475879311561584,-0.9983533620834351,,0.5538687705993652,0.00021749362349510193
147.06865572929382,1763260203.3269217,,,,70870,948,,,500.0,,,500.0,,
150.9629454612732,1763260207.2212114,0.014671720564365387,-0.013908838853240013,594.0,73472,974,0.0,0.00025599077343940735,,628.2071533203125,0.004675388336181641,,0.4850224554538727,0.0013083238154649734
151.89464902877808,1763260208.152915,0.009730253368616104,0.013491792604327202,595.0,74112,980,0.009765625,0.00025560674839653075,,0.0018050824292004108,-0.3153529167175293,,0.5375970005989075,0.0010139979422092438
152.6400899887085,1763260208.898356,-0.0009590145200490952,-0.004158953204751015,595.0,74624,985,0.0,0.00025529952836222947,,0.0006503573385998607,-4.326662540435791,,0.5264884233474731,0.0019480381160974503
154.11697936058044,1763260210.3752453,-0.005636259913444519,-0.011893443763256073,596.0,75648,995,0.001953125,0.0002546850882936269,,0.0010176431387662888,-0.5750956535339355,,0.5475519895553589,0.0019574034959077835
154.34622240066528,1763260210.6044884,,,,75870,997,,,500.0,,,500.0,,
157.03764486312866,1763260213.2959108,-0.002843182533979416,-0.0018662922084331512,599.0,77696,1015,0.0,0.0002534562081564218,,0.0010076556354761124,-0.22619831562042236,,0.47081226110458374,0.0002419091761112213
157.74473357200623,1763260214.0029995,-0.00392250157892704,0.02529332786798477,599.0,78208,1020,0.0,0.0002531489881221205,,0.00037950059049762785,-0.06238603591918945,,0.46257829666137695,0.0013422099873423576
159.34563732147217,1763260215.6039033,0.003518078476190567,-0.0006706602871417999,601.0,79360,1031,0.0,0.0002524577430449426,,0.0001740568404784426,-0.0882713794708252,,0.48559918999671936,0.0010978542268276215
162.14482378959656,1763260218.4030898,-0.006832137703895569,-0.006358395330607891,603.0,81280,1050,0.0,0.00025130569702014327,,0.00017834478057920933,0.057904839515686035,,0.41203129291534424,0.0007424512878060341
162.50579833984375,1763260218.7640643,-0.002519013360142708,0.008985728956758976,603.0,81536,1053,0.0,0.00025115208700299263,,0.0033991383388638496,-0.18556344509124756,,0.5021454095840454,0.0003849295899271965
163.25801992416382,1763260219.516286,-0.0035268254578113556,-0.003681267611682415,603.0,82048,1058,0.0,0.00025084486696869135,,0.0036374814808368683,0.10122901201248169,,0.5240695476531982,0.00019677076488733292
166.9497401714325,1763260223.2080061,-0.002202540636062622,0.003091000020503998,606.0,84608,1083,0.0,0.00024930876679718494,,0.003711960045620799,-0.21641004085540771,,0.5507023334503174,8.517131209373474e-05
168.0646677017212,1763260224.3229337,0.011578839272260666,-0.002535581588745117,606.0,85376,1091,0.001953125,0.000248847936745733,,351.11962890625,-0.00030875205993652344,,0.5114165544509888,0.0005308762192726135
170.2159879207611,1763260226.474254,-0.0027824193239212036,-0.002261778339743614,608.0,86912,1106,0.0,0.0002479262766428292,,304.44793701171875,-4.1484832763671875e-05,,0.5147232413291931,0.0005242880433797836
172.03090691566467,1763260228.289173,-0.0035426393151283264,-0.023664047941565514,609.0,88192,1118,0.001953125,0.000247158226557076,,0.0004052948788739741,0.7004306316375732,,0.49542999267578125,0.002746562473475933
172.97524333000183,1763260229.2335093,,,,88870,1125,,,500.0,,,500.0,,
174.21952986717224,1763260230.4777958,0.0015954971313476562,-0.0030611883848905563,611.0,89728,1133,0.0,0.00024623656645417213,,0.0008360642823390663,0.03896898031234741,,0.44900983572006226,0.00027209334075450897
176.24468755722046,1763260232.5029535,0.0005035251379013062,-0.00025738775730133057,610.0,90880,1145,0.0,0.00024554532137699425,,686.72314453125,0.000406801700592041,,0.5265607833862305,0.00015365518629550934
178.94322776794434,1763260235.2014937,,,,92870,1164,,,500.0,,,500.0,,
179.1092734336853,1763260235.3675394,0.011256463825702667,-0.0005405563861131668,612.0,92928,1165,0.0,0.00024431644123978913,,237.38470458984375,0.00029075145721435547,,0.5293776988983154,0.00048127397894859314
180.16397309303284,1763260236.422239,0.009310135617852211,-0.004366897977888584,613.0,93696,1172,0.001953125,0.0002438556111883372,,0.0006587266107089818,-1.1376667022705078,,0.4817345142364502,0.0014186231419444084
181.4016408920288,1763260237.6599069,-0.005258917808532715,-0.001775837503373623,614.0,94592,1181,0.0,0.00024331797612830997,,0.005754068959504366,-0.041370511054992676,,0.5286468267440796,0.00036741700023412704
182.1141219139099,1763260238.372388,-0.0027248095721006393,-0.00027038343250751495,614.0,95104,1186,0.0,0.00024301075609400868,,0.00491471029818058,0.10224759578704834,,0.49107807874679565,0.0008406080305576324
183.71140789985657,1763260239.9696739,-0.0159112848341465,-0.011471658945083618,615.0,96256,1197,0.00390625,0.0002423195110168308,,0.00021173592540435493,0.504278302192688,,0.5158407092094421,0.0036315293982625008
185.92887902259827,1763260242.187145,,,,97870,1213,,,500.0,,,500.0,,
186.26303958892822,1763260242.5213056,-0.012190453708171844,0.0044026123359799385,617.0,98048,1215,0.0,0.00024124424089677632,,0.005635384004563093,0.002984941005706787,,0.4756900668144226,0.00040658842772245407
188.23043537139893,1763260244.4887013,0.0011373311281204224,-0.008264540694653988,616.0,99200,1226,0.0,0.00024055299581959844,,0.000653665279969573,-0.18748879432678223,,0.5217491388320923,0.0022160978987812996
188.774671792984,1763260245.0329378,-0.0020443517714738846,-0.0012145983055233955,617.0,99584,1230,0.0,0.00024032258079387248,,0.004446953069418669,0.0036307573318481445,,0.5038803815841675,0.000162576325237751
189.30762696266174,1763260245.565893,0.0005003884434700012,0.0015871981158852577,617.0,99968,1234,0.0,0.00024009216576814651,,411.8721923828125,-9.143352508544922e-05,,0.41652122139930725,0.0003557959571480751
190.90731072425842,1763260247.1655767,-0.002126835286617279,0.0039037317037582397,618.0,101120,1245,0.001953125,0.00023940092069096863,,0.0037688487209379673,-0.0663384199142456,,0.5592537522315979,0.0009142141789197922
192.20173740386963,1763260248.4600034,-0.006526008248329163,0.0023499084636569023,619.0,102016,1254,0.0,0.0002388632856309414,,0.006809770129621029,-0.1615217924118042,,0.5307852029800415,0.0006106039509177208
194.74141120910645,1763260250.9996772,-0.006242796778678894,-0.005624111741781235,620.0,103808,1271,0.0,0.0002377880155108869,,0.00036815591738559306,-1.4294922351837158,,0.5974498987197876,0.00029744207859039307
198.7274088859558,1763260254.9856749,-0.004597213119268417,-0.004877185449004173,622.0,106624,1299,0.0,0.00023609830532222986,,0.0005311273271217942,-0.4466174840927124,,0.46464401483535767,0.0012443624436855316
204.09566521644592,1763260260.3539312,-0.0024749264121055603,-0.003312859684228897,626.0,110720,1339,0.0,0.00023364055959973484,,0.0005654282867908478,-0.23522686958312988,,0.49900370836257935,5.852803587913513e-05
204.21489930152893,1763260260.4731653,-0.0016210414469242096,0.00014206860214471817,626.0,110848,1340,0.0,0.00023356375459115952,,0.0003913022519554943,-0.04749941825866699,,0.514418363571167,0.00015048030763864517
205.0022919178009,1763260261.260558,-0.005121536552906036,-0.001532270573079586,629.0,111744,1349,0.0,0.00023302611953113228,,0.0007075933390296996,-0.031717538833618164,,0.5346376895904541,0.0004811631515622139
206.29745721817017,1763260262.5557232,0.0004391670227050781,0.0008188486099243164,632.0,113152,1363,0.01171875,0.00023218126443680376,,0.00030332119786180556,-0.28641438484191895,,0.5530573725700378,0.002432003617286682
206.440425157547,1763260262.6986911,,,,113370,1365,,,500.0,,,500.0,,
207.01268124580383,1763260263.2709472,,,,113870,1370,,,500.0,,,500.0,,
208.29242539405823,1763260264.5506914,,,,114870,1380,,,500.0,,,500.0,,
208.42780923843384,1763260264.6860752,-0.0030953623354434967,-0.003712746314704418,634.0,114944,1381,0.0,0.00023110599431674927,,588.9490356445312,-0.00012683868408203125,,0.4998374581336975,0.0009213564917445183
209.3658812046051,1763260265.6241472,-0.014385819435119629,0.012638325802981853,635.0,115712,1388,0.0,0.00023064516426529735,,0.000591015035752207,-0.018805742263793945,,0.47968989610671997,0.0012833783403038979
210.1385350227356,1763260266.396801,,,,116370,1395,,,500.0,,,500.0,,
210.74155163764954,1763260266.9998176,-0.00028027966618537903,-0.001399756409227848,637.0,116864,1399,0.0,0.00022995391918811947,,0.0001956749038072303,0.050627052783966064,,0.4815649092197418,7.324013859033585e-05
211.38169693946838,1763260267.639963,0.002210434526205063,-0.0005609085783362389,637.0,117376,1405,0.0,0.0002296466991538182,,694.4395141601562,1.0788440704345703e-05,,0.5176658034324646,4.171859472990036e-05
214.79084944725037,1763260271.0491154,0.011546755209565163,-0.013282623142004013,641.0,120192,1432,0.017578125,0.00022795698896516114,,0.0005140036810189486,-0.06708574295043945,,0.539771556854248,0.0011180099099874496
214.91467690467834,1763260271.1729429,0.0009157657623291016,0.0007080193608999252,641.0,120320,1433,0.0,0.00022788018395658582,,0.0002937619574368,0.012685298919677734,,0.4753783047199249,8.11498612165451e-05
216.88419604301453,1763260273.142462,-0.011064382269978523,0.007849344052374363,646.0,122496,1455,0.0078125,0.00022657449881080538,,152.5157012939453,-0.00013124942779541016,,0.5697472095489502,0.0024782558903098106
216.99772572517395,1763260273.2559917,-0.0011888332664966583,0.006281651556491852,646.0,122624,1456,0.0,0.00022649769380223006,,0.0010310657089576125,0.12489056587219238,,0.5751470327377319,0.0011684354394674301
217.11505246162415,1763260273.3733184,-0.0002456158399581909,-0.006376318633556366,647.0,122752,1457,0.0,0.00022642088879365474,,0.0003541990299709141,0.2642991542816162,,0.4992755949497223,0.0029606688767671585
223.63564372062683,1763260279.8939097,-0.0009277481585741043,0.00012180674821138382,653.0,128256,1514,0.0,0.00022311827342491597,,0.006024784408509731,-0.028072714805603027,,0.5359612107276917,3.547314554452896e-05
224.5561227798462,1763260280.8143888,0.0007109176367521286,-0.0013082632794976234,654.0,129024,1521,0.0,0.00022265744337346405,,0.00021748125436715782,-0.024851083755493164,,0.49474677443504333,0.0004943190142512321
225.01975798606873,1763260281.278024,-0.009310057386755943,0.006700214929878712,654.0,129408,1525,0.0,0.0002224270283477381,,0.0005631566746160388,0.036199748516082764,,0.5239362716674805,0.0019688745960593224
225.22849297523499,1763260281.486759,,,,129627,1527,,,500.0,,,500.0,,
225.51761651039124,1763260281.7758825,-0.009710643440485,-0.008521027863025665,655.0,129792,1529,0.0,0.00022219661332201213,,0.005882940720766783,0.030419230461120605,,0.5585557222366333,0.0007980205118656158
226.1253571510315,1763260282.3836231,-0.0034776441752910614,-0.001600627787411213,655.0,130304,1534,0.0,0.00022188940783962607,,0.009231074713170528,0.04959934949874878,,0.46020495891571045,0.0011325879022479057
226.4347596168518,1763260282.6930256,-0.000581398606300354,0.004431935027241707,655.0,130560,1536,0.0,0.00022173579782247543,,0.0002261281624669209,-0.09884703159332275,,0.5742303133010864,0.0002107582986354828
227.2202763557434,1763260283.4785423,0.00032228603959083557,0.004289728589355946,656.0,131200,1543,0.0,0.00022135177277959883,,1068.7471923828125,-2.1457672119140625e-06,,0.4732572138309479,9.560119360685349e-05
227.48148012161255,1763260283.739746,-0.002441421151161194,0.0036078356206417084,656.0,131456,1545,0.0,0.0002211981627624482,,0.0006346550071612,-0.013210415840148926,,0.5329035520553589,0.000195404514670372
227.59371852874756,1763260283.8519845,-0.004581093788146973,0.013327333144843578,657.0,131584,1546,0.001953125,0.00022112135775387287,,0.0005576132680289447,0.36027365922927856,,0.4884050190448761,0.002181866206228733
228.63879919052124,1763260284.8970652,0.004641793668270111,-0.013755029998719692,659.0,132736,1558,0.0,0.000220430112676695,,672.847900390625,-5.245208740234375e-06,,0.45159614086151123,0.001138783060014248
228.74990510940552,1763260285.008171,-0.002783585339784622,-0.0050537483766674995,659.0,132864,1559,0.0,0.00022035330766811967,,0.007180355489253998,0.13772422075271606,,0.4991881251335144,0.0014153262600302696
229.08468580245972,1763260285.3429518,-0.007387086749076843,0.003403269685804844,660.0,133248,1563,0.0,0.0002201228926423937,,152.08091735839844,2.0802021026611328e-05,,0.5319267511367798,0.0011225724592804909
229.350172996521,1763260285.608439,,,,133627,1566,,,500.0,,,500.0,,
231.40666604042053,1763260287.664932,-0.0018703266978263855,0.0019921259954571724,665.0,135808,1588,0.0,0.0002185867924708873,,0.007124658208340406,-0.044008731842041016,,0.43714624643325806,0.0002080099657177925
231.51848483085632,1763260287.7767508,-0.01693340204656124,-0.007492314092814922,665.0,135936,1589,0.0078125,0.00021850998746231198,,0.0005139091517776251,0.11593574285507202,,0.4849129319190979,0.004005555994808674
232.2305612564087,1763260288.4888272,0.0006610378623008728,-0.0017434228211641312,667.0,136704,1597,0.0,0.00021804915741086006,,942.486572265625,2.3365020751953125e-05,,0.4583898186683655,0.00030103884637355804
233.16357254981995,1763260289.4218385,-0.0061594098806381226,-0.006931634619832039,669.0,137728,1607,0.0,0.0002174347173422575,,711.9959716796875,3.2782554626464844e-06,,0.46146294474601746,0.00041334331035614014
233.38544344902039,1763260289.6437094,-0.0030026398599147797,0.0013459166511893272,669.0,137984,1609,0.0,0.00021728110732510686,,0.0006382581195794046,-0.07042133808135986,,0.4557454586029053,7.540825754404068e-05
233.49601531028748,1763260289.7542813,0.0027814283967018127,-0.0035862699151039124,670.0,138112,1610,0.001953125,0.00021720430231653154,,0.00043112580897286534,-0.545637845993042,,0.3847009539604187,0.0006491225212812424
233.6078987121582,1763260289.8661647,0.016602087765932083,-0.0012352438643574715,670.0,138240,1612,0.0,0.00021712749730795622,,143.0529022216797,0.00018769502639770508,,0.5093091726303101,0.0002546040341258049
235.266987323761,1763260291.5252533,0.0006173253059387207,0.0015119202435016632,671.0,139648,1626,0.0,0.0002162826422136277,,719.9888305664062,4.756450653076172e-05,,0.3861857056617737,0.00014702603220939636
236.89251399040222,1763260293.15078,-0.004455540329217911,0.0042979298159480095,672.0,140928,1638,0.0078125,0.0002155145921278745,,0.0004641626146622002,-0.1724926233291626,,0.4636872410774231,0.004721770994365215
243.03539896011353,1763260299.293665,-0.005634702742099762,-0.004433304071426392,676.0,145920,1687,0.001953125,0.000212519196793437,,0.0007699683192186058,-0.19306421279907227,,0.4569163918495178,0.001698451116681099
247.98043012619019,1763260304.238696,0.011199668049812317,0.01641535758972168,682.0,150528,1732,0.009765625,0.0002097542310366407,,0.0004314016259741038,-0.05723690986633301,,0.46259763836860657,0.004254715517163277
249.13653898239136,1763260305.394805,0.005187083035707474,0.020954810082912445,684.0,151808,1745,0.0,0.0002089861809508875,,0.006694160867482424,0.2041168212890625,,0.46361786127090454,0.002308787778019905
249.823979139328,1763260306.082245,,,,152627,1753,,,500.0,,,500.0,,
249.95463109016418,1763260306.212897,-0.004554854705929756,0.0024656038731336594,686.0,152704,1754,0.0,0.00020844854589086026,,561.4823608398438,-0.0001455545425415039,,0.4313235282897949,0.0004231557250022888
250.99181962013245,1763260307.2500856,-0.015645453706383705,0.004370773211121559,688.0,153856,1765,0.0,0.00020775730081368238,,0.008177843876183033,-0.007688641548156738,,0.5213056802749634,0.0024893563240766525
251.22018003463745,1763260307.478446,,,,154127,1768,,,500.0,,,500.0,,
252.06483387947083,1763260308.3230999,,,,155127,1777,,,500.0,,,500.0,,
255.80654859542847,1763260312.0648146,0.0029025599360466003,0.002474060282111168,697.0,159232,1818,0.0,0.00020453149045351893,,609.8035888671875,0.00011438131332397461,,0.5909722447395325,0.0015493743121623993
256.2829523086548,1763260312.5412183,0.004666224122047424,-0.001057082787156105,697.0,159744,1823,0.0,0.00020422427041921765,,246.10723876953125,0.00011295080184936523,,0.5498033165931702,0.0006324965506792068
258.83384943008423,1763260315.0921154,,,,162627,1851,,,500.0,,,500.0,,
259.3072283267975,1763260315.5654943,,,,163127,1856,,,500.0,,,500.0,,
260.45108437538147,1763260316.7093503,-0.006147891283035278,0.013667626306414604,705.0,164352,1868,0.00390625,0.00020145929011050612,,0.005964265204966068,0.29753363132476807,,0.461839497089386,0.001789391040802002
261.07329630851746,1763260317.3315623,0.0029531139880418777,0.0030266297981142998,705.0,164864,1873,0.0,0.00020115207007620484,,0.003598651150241494,-0.04266703128814697,,0.5659978985786438,0.00026397500187158585
261.52725052833557,1763260317.7855165,-0.001439051702618599,0.007941579446196556,705.0,165248,1877,0.0,0.00020092165505047888,,261.86700439453125,-1.633167266845703e-05,,0.548970639705658,0.0005614161491394043
