_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,2.373173236846924,0,1763260013.3950772,,,,,,,,,,,
7,3.2994461059570312,158,1763260014.32135,26.0,26.0,,,,,,,,,
33,3.807741641998291,640,1763260014.8296456,,,0.00048394128680229187,0.4781094789505005,-8.04699957370758e-05,0.0,-0.012522488832473755,0.691760241985321,0.0002996927942149341,989.0,0.3756483793258667
41,3.9579787254333496,832,1763260014.9798827,34.0,34.0,,,,,,,,,
47,4.071926832199097,934,1763260015.0938308,22.0,22.0,,,,,,,,,
64,4.356655597686768,1274,1763260015.3785596,12.0,12.0,,,,,,,,,
74,4.558213233947754,1413,1763260015.5801172,15.0,15.0,,,,,,,,,
77,4.58967924118042,1483,1763260015.6115832,13.0,13.0,,,,,,,,,
88,4.758408308029175,1617,1763260015.7803123,12.0,12.0,,,,,,,,,
102,4.979221820831299,1792,1763260016.0011258,,,9.620934724807739e-05,-0.07324838638305664,0.0020862631499767303,0.0,-0.0028484463691711426,0.5030649304389954,0.00029900154913775623,985.0,0.47330421209335327
104,4.9897682666778564,1811,1763260016.0116723,11.0,11.0,,,,,,,,,
133,5.302631855010986,2163,1763260016.3245358,11.0,11.0,,,,,,,,,
147,5.513628005981445,2304,1763260016.535532,,,0.001002596691250801,0.1846955418586731,0.011181332170963287,0.0,-0.013233726844191551,0.5063716173171997,0.00029869432910345495,979.0,0.5060164928436279
149,5.521198987960815,2316,1763260016.543103,10.0,10.0,,,,,,,,,
150,5.526784420013428,2326,1763260016.5486884,10.0,10.0,,,,,,,,,
155,5.553536653518677,2378,1763260016.5754406,10.0,10.0,,,,,,,,,
157,5.5645527839660645,2399,1763260016.5864568,12.0,12.0,,,,,,,,,
195,6.112308502197266,2843,1763260017.1342125,14.0,14.0,,,,,,,,,
203,6.160155534744263,2939,1763260017.1820595,16.0,16.0,,,,,,,,,
213,6.362967014312744,3072,1763260017.384871,,,0.0024938704445958138,0.30839598178863525,-0.0023253532126545906,0.0,-0.025157790631055832,0.6083996295928955,0.000298233499052003,959.0,0.5765742659568787
217,6.393361806869507,3134,1763260017.4152658,28.0,28.0,,,,,,,,,
228,6.530958652496338,3278,1763260017.5528626,15.0,15.0,,,,,,,,,
233,6.642414808273315,3337,1763260017.6643188,15.0,15.0,,,,,,,,,
251,6.950226545333862,3617,1763260017.9721305,30.0,30.0,,,,,,,,,
259,7.107306003570557,3837,1763260018.12921,27.0,27.0,,,,,,,,,
265,7.229059934616089,3965,1763260018.250964,17.0,17.0,,,,,,,,,
273,7.4659693241119385,4215,1763260018.4878733,45.0,45.0,,,,,,,,,
274,7.538018226623535,4224,1763260018.5599222,,,0.0043130675330758095,0.23795843124389648,0.010463002137839794,0.0,-0.07959859818220139,0.5946069359779358,0.00029754225397482514,964.0,0.24790549278259277
292,8.15259861946106,4864,1763260019.1745026,,,0.002387050539255142,-0.08331799507141113,-0.0007170736789703369,0.0,0.003944307565689087,0.5752934217453003,0.00029715822893194854,974.0,4.161506652832031
327,9.198484420776367,5888,1763260020.2203884,,,0.0014106789603829384,-0.010389924049377441,-0.007957960478961468,0.0,0.008886858820915222,0.5365281105041504,0.000296543788863346,975.0,2.7701268196105957
330,9.228917598724365,5960,1763260020.2508216,26.0,26.0,,,,,,,,,
332,9.31945276260376,6016,1763260020.3413568,,,0.00021055806428194046,0.00990384817123413,0.00294430460780859,0.0,0.001108955591917038,0.37941521406173706,0.00029646698385477066,976.0,5.433039665222168
337,9.446528434753418,6154,1763260020.4684324,43.0,43.0,,,,,,,,,
340,9.49318242073059,6271,1763260020.5150864,41.0,41.0,,,,,,,,,
370,10.766428470611572,7609,1763260021.7883325,82.0,82.0,,,,,,,,,
396,12.257941722869873,9244,1763260023.2798457,177.0,177.0,,,,,,,,,
425,14.393547058105469,11365,1763260025.415451,154.0,154.0,,,,,,,,,
441,15.485138893127441,12416,1763260026.507043,,,0.0009233187884092331,0.029522418975830078,0.002843037247657776,0.0,-0.010867372155189514,0.33043432235717773,0.00029262673342600465,1007.0,0.13452839851379395
450,16.07952618598938,13153,1763260027.1014302,224.0,224.0,,,,,,,,,
471,17.21753239631653,14336,1763260028.2394364,,,2.6212073862552643e-05,0.0356975793838501,-0.0033138906583189964,0.0,0.0010021310299634933,0.2597852349281311,0.00029147465829737484,1019.0,0.15617798268795013
481,17.718918800354004,14864,1763260028.7408228,70.0,70.0,,,,,,,,,
490,18.167346000671387,15360,1763260029.18925,,,0.002124585211277008,0.08518141508102417,0.0037096403539180756,0.00390625,0.000743204727768898,0.17666229605674744,0.0002908602182287723,1023.0,14.878850936889648
504,19.013859748840332,16313,1763260030.0357637,193.0,193.0,,,,,,,,,
515,19.817209243774414,17152,1763260030.8391132,,,0.001438218168914318,0.8707857728004456,0.0039199041202664375,0.0,0.00038137286901474,0.22615312039852142,0.0002897849481087178,1029.0,0.0974452793598175
530,20.75964117050171,18202,1763260031.7815452,139.0,139.0,,,,,,,,,
539,21.43478536605835,18944,1763260032.4566894,,,0.006156172603368759,0.9921160936355591,0.03535574674606323,0.01171875,-0.03073662519454956,0.20000290870666504,0.0002887096779886633,1036.0,0.08208727091550827
555,22.652909994125366,20349,1763260033.674814,242.0,242.0,,,,,,,,,
559,22.946643352508545,20608,1763260033.9685473,,,0.0018011704087257385,0.006294608116149902,-0.002892410382628441,0.015625,-0.004149572923779488,0.1812267303466797,0.00028771121287718415,1041.0,0.07680058479309082
568,23.753206729888916,21376,1763260034.7751107,,,0.00869450718164444,0.01384437084197998,0.011457519605755806,0.060546875,-0.03714375197887421,0.27372050285339355,0.00028725038282573223,1038.0,0.08472829312086105
595,26.272048950195312,23641,1763260037.293953,156.0,156.0,,,,,,,,,
614,27.639475107192993,25088,1763260038.661379,,,0.00012366846203804016,0.012852907180786133,0.0029373224824666977,0.013671875,0.00043928809463977814,0.1251276433467865,0.00028502303757704794,1024.0,36.95619583129883
630,28.706634283065796,26240,1763260039.7285383,,,0.009688814170658588,0.0011981725692749023,0.0008831797167658806,0.01953125,-0.03329695016145706,0.2286159247159958,0.00028433179249987006,1027.0,0.06617454439401627
636,29.244763374328613,26752,1763260040.2666674,,,0.0033043306320905685,0.993934690952301,0.0013405364006757736,0.009765625,0.01659657247364521,0.13927750289440155,0.0002840245724655688,1025.0,0.03912323713302612
640,29.503480672836304,27104,1763260040.5253847,259.0,259.0,,,,,,,,,
664,31.45866870880127,29184,1763260042.4805727,,,0.001562267541885376,0.009639441967010498,0.0038560740649700165,0.01171875,0.0007751472294330597,0.13255971670150757,0.0002825652773026377,1031.0,47.2244873046875
684,32.83617401123047,30720,1763260043.858078,,,0.0013456512242555618,0.02685701847076416,0.012210175395011902,0.009765625,-0.008162104524672031,0.12254508584737778,0.00028164361719973385,1035.0,0.029922159388661385
689,33.19675302505493,31104,1763260044.218657,,,0.0015078503638505936,0.006395936012268066,0.0056627057492733,0.02734375,-0.01110087987035513,0.1356801688671112,0.0002814132021740079,1035.0,0.04167133569717407
698,33.886932373046875,31872,1763260044.9088364,,,0.007001429796218872,0.6826245188713074,0.034224264323711395,0.037109375,-0.025707580149173737,0.1086108386516571,0.00028095237212255597,1037.0,0.019828159362077713
707,34.57269501686096,32640,1763260045.594599,,,0.052920151501894,-0.001087784767150879,-0.012161388993263245,0.0625,-0.04169759154319763,0.15715499222278595,0.00028049154207110405,1039.0,0.02709772251546383
729,35.988624572753906,34267,1763260047.0105286,259.0,259.0,,,,,,,,,
767,38.71851682662964,37310,1763260049.7404208,215.0,215.0,,,,,,,,,
775,39.23491382598877,37888,1763260050.2568178,,,0.0002998644486069679,0.06959187984466553,-0.003932110033929348,0.0390625,-0.0007624607533216476,0.20278291404247284,0.0002773425367195159,1050.0,65.1119613647461
788,40.047194957733154,38784,1763260051.069099,,,0.026320844888687134,0.09167593717575073,0.0878138542175293,0.115234375,0.010440722107887268,0.22341080009937286,0.0002768049016594887,1051.0,65.5277328491211
797,40.735814809799194,39552,1763260051.7577188,118.0,118.0,0.007056781090795994,0.044524431228637695,0.004839704371988773,0.0390625,-0.0012412741780281067,0.22804313898086548,0.00027634407160803676,1052.0,70.64224243164062
806,41.32119965553284,40254,1763260052.3431036,223.0,223.0,,,,,,,,,
863,44.865517377853394,44032,1763260055.8874214,,,0.01998887211084366,0.13820135593414307,0.01433103159070015,0.05078125,0.0031327512115240097,0.1969967931509018,0.000273655925411731,1055.0,0.006295555271208286
872,45.42072820663452,44658,1763260056.4426322,113.0,113.0,,,,,,,,,
876,45.82763409614563,44928,1763260056.849538,,,0.010136152617633343,0.9992194175720215,0.007510545663535595,0.076171875,0.039932817220687866,0.28075334429740906,0.00027311829035170376,1052.0,0.0038549439050257206
922,48.61086320877075,47947,1763260059.6327672,102.0,102.0,,,,,,,,,
930,49.09268760681152,48395,1763260060.1145916,113.0,113.0,,,,,,,,,
938,49.56541585922241,48961,1763260060.5873199,95.0,95.0,,,,,,,,,
941,49.7687931060791,49152,1763260060.790697,,,0.0011018309742212296,0.09561920166015625,0.011382654309272766,0.009765625,-0.000574745237827301,0.36706778407096863,0.0002705837250687182,1054.0,0.0038819103501737118
942,49.775222063064575,49163,1763260060.797126,103.0,103.0,,,,,,,,,
948,50.05307173728943,49421,1763260061.0749757,100.0,100.0,,,,,,,,,
974,51.01231813430786,50511,1763260062.0342221,39.0,39.0,,,,,,,,,
980,51.290103912353516,50718,1763260062.312008,91.0,91.0,,,,,,,,,
985,51.5087628364563,50944,1763260062.5306668,,,0.00322587788105011,0.12293970584869385,0.005646282806992531,0.01953125,0.004054360091686249,0.3397488594055176,0.0002695084549486637,1053.0,0.005907695274800062
1015,52.651188135147095,52173,1763260063.6730921,92.0,92.0,,,,,,,,,
1031,53.11126947402954,52613,1763260064.1331735,44.0,44.0,,,,,,,,,
1050,53.68982434272766,53164,1763260064.7117283,37.0,37.0,,,,,,,,,
1053,53.7911741733551,53248,1763260064.8130782,,,0.0035572312772274017,0.0001436471939086914,0.02575768530368805,0.0234375,-0.03781194984912872,0.20183640718460083,0.00026812596479430795,1051.0,0.06015662103891373
1058,53.92373609542847,53403,1763260064.94564,38.0,38.0,,,,,,,,,
1083,54.70546913146973,54144,1763260065.7273731,,,0.0007947469130158424,0.0001239776611328125,-0.011263505555689335,0.0,-0.003010272979736328,0.2164144515991211,0.0002675883297342807,1050.0,190.86135864257812
1091,54.95108675956726,54400,1763260065.9729908,,,9.570736438035965e-05,0.00010395050048828125,0.003998047672212124,0.0,-0.002683717757463455,0.18717266619205475,0.00026743471971713006,1050.0,95.01184844970703
1106,55.39570760726929,54847,1763260066.4176116,41.0,41.0,,,,,,,,,
1118,55.74360537528992,55168,1763260066.7655094,,,0.004820873029530048,5.6803226470947266e-05,0.035779472440481186,0.04296875,0.008949128910899162,0.15678125619888306,0.00026697388966567814,1049.0,92.6299057006836
1133,56.1201491355896,55589,1763260067.1420531,31.0,31.0,,,,,,,,,
1145,56.553226947784424,55956,1763260067.575131,45.0,45.0,,,,,,,,,
1164,57.245951890945435,56704,1763260068.267856,,,0.010391701944172382,0.15918570756912231,0.03941800072789192,0.041015625,0.007583059370517731,0.30904385447502136,0.0002660522295627743,1048.0,0.017644163221120834
1172,57.56436324119568,57045,1763260068.5862672,71.0,71.0,,,,,,,,,
1181,57.92581748962402,57433,1763260068.9477215,52.0,52.0,,,,,,,,,
1186,58.14762210845947,57667,1763260069.169526,97.0,97.0,,,,,,,,,
1197,58.66375017166138,58160,1763260069.6856542,55.0,55.0,,,,,,,,,
1213,59.45089268684387,59008,1763260070.4727967,,,0.004954345524311066,0.503673791885376,0.0023126648738980293,0.01953125,-0.03251926600933075,0.2998916506767273,0.00026466973940841854,1048.0,0.015960728749632835
1215,59.56637930870056,59136,1763260070.5882833,,,0.006098438985645771,0.5326625108718872,-0.018164776265621185,0.01171875,-0.02548249065876007,0.312541127204895,0.0002645929343998432,1048.0,0.018801266327500343
1226,60.121938705444336,59775,1763260071.1438427,126.0,126.0,,,,,,,,,
1230,60.416892766952515,60032,1763260071.4387968,,,0.0032977256923913956,0.47011691331863403,-0.00438632071018219,0.013671875,-0.041777655482292175,0.19374889135360718,0.000264055299339816,1048.0,0.007904714904725552
1234,60.644201040267944,60288,1763260071.666105,,,0.004612425342202187,0.3956308364868164,0.01749766804277897,0.02734375,-0.048080071806907654,0.23930682241916656,0.00026390168932266533,1048.0,0.007827232591807842
1245,61.280606269836426,60994,1763260072.3025103,129.0,129.0,,,,,,,,,
1271,62.950244665145874,62776,1763260073.9721487,176.0,176.0,,,,,,,,,
1299,65.1362943649292,65152,1763260076.1581984,,,0.009089133702218533,0.9996455907821655,-0.009900539182126522,0.14453125,-0.03531975671648979,0.4649021625518799,0.00026098309899680316,1051.0,0.005642652977257967
1339,68.2474274635315,68480,1763260079.2693315,,,0.014778275042772293,0.6901473999023438,-0.019225280731916428,0.044921875,0.05949367955327034,0.41527652740478516,0.00025898616877384484,1052.0,0.007662676274776459
1340,68.35842823982239,68608,1763260079.3803322,,,0.018337074667215347,0.999607503414154,0.050468314439058304,0.099609375,-0.039403051137924194,0.4854675233364105,0.0002589093637652695,1052.0,0.0021636709570884705
1363,70.31422710418701,70784,1763260081.336131,,,0.011387258768081665,0.00013518333435058594,0.05871131643652916,0.041015625,-0.05006573349237442,0.42987024784088135,0.0002576036786194891,1054.0,0.00411603506654501
1365,70.5387589931488,71040,1763260081.560663,,,0.01581721380352974,0.9619343280792236,0.0537845753133297,0.021484375,-0.05377982556819916,0.2448759824037552,0.00025745006860233843,1054.0,0.00011118857946712524
1370,70.87778687477112,71424,1763260081.8996909,,,0.0037952009588479996,0.0001901388168334961,-0.0024413038045167923,0.01171875,-0.010818753391504288,0.22198760509490967,0.00025721965357661247,1054.0,0.0038031700532883406
1380,71.49836421012878,72153,1763260082.5202682,141.0,141.0,,,,,,,,,
1381,71.57998371124268,72192,1763260082.6018877,,,0.006995820440351963,0.005580544471740723,0.02703876979649067,0.021484375,-0.012225214391946793,0.1883258819580078,0.00025675882352516055,1055.0,118.19024658203125
1388,71.95578122138977,72670,1763260082.9776852,120.0,120.0,,,,,,,,,
1395,72.42558717727661,73095,1763260083.4474912,148.0,148.0,,,,,,,,,
1399,72.65550756454468,73344,1763260083.6774116,,,0.010495886206626892,0.059590816497802734,0.03070915676653385,0.06640625,-0.0019749850034713745,0.24992835521697998,0.00025606757844798267,1055.0,0.0004132597241550684
1405,73.00580048561096,73756,1763260084.0277045,152.0,152.0,,,,,,,,,
1432,74.59101390838623,75449,1763260085.612918,115.0,115.0,,,,,,,,,
1433,74.682213306427,75520,1763260085.7041173,,,0.00018369778990745544,0.40545719861984253,-0.0009536873549222946,0.0,-0.006357099860906601,0.20471614599227905,0.0002547618933022022,1055.0,0.008010484278202057
1455,75.90654444694519,76855,1763260086.9284484,84.0,84.0,,,,,,,,,
1456,76.00464653968811,76928,1763260087.0265505,,,0.013279999606311321,0.15916520357131958,-0.021639423444867134,0.0625,0.14177557826042175,0.25074946880340576,0.0002539170382078737,1056.0,109.70002746582031
1457,76.0101683139801,76937,1763260087.0320723,82.0,82.0,,,,,,,,,
1514,78.81862163543701,79850,1763260089.8405256,59.0,59.0,,,,,,,,,
1521,79.20680642127991,80141,1763260090.2287104,71.0,71.0,,,,,,,,,
1527,79.48816418647766,80432,1763260090.5100682,85.0,85.0,,,,,,,,,
1529,79.61860013008118,80512,1763260090.6405041,,,0.0008696047589182854,0.4276971220970154,0.0008948082104325294,0.005859375,0.016629626974463463,0.14464356005191803,0.0002517665270715952,1053.0,0.033860377967357635
1534,79.83582377433777,80744,1763260090.8577278,51.0,51.0,,,,,,,,,
1536,79.95373320579529,80795,1763260090.9756372,51.0,51.0,,,,,,,,,
1543,80.28943061828613,81114,1763260091.3113346,60.0,60.0,,,,,,,,,
1545,80.4125542640686,81186,1763260091.4344583,72.0,72.0,,,,,,,,,
1546,80.44278955459595,81245,1763260091.4646935,59.0,59.0,,,,,,,,,
1558,81.05177402496338,81763,1763260092.073678,55.0,55.0,,,,,,,,,
1559,81.14961290359497,81792,1763260092.171517,,,0.00018391571938991547,0.32117241621017456,0.0002510771155357361,0.0,-0.004032514989376068,0.18381693959236145,0.000250998476985842,1048.0,97.36468505859375
1563,81.33625769615173,81938,1763260092.3581617,45.0,45.0,,,,,,,,,
1566,81.47773361206055,82079,1763260092.4996376,75.0,75.0,,,,,,,,,
1589,82.69063949584961,83015,1763260093.7125435,85.0,85.0,,,,,,,,,
