_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,3.3836164474487305,0,1763260014.3955464,,,,,,,,,,,
7,4.32019305229187,148,1763260015.332123,17.0,17.0,,,,,,,,,
33,4.823168516159058,640,1763260015.8350985,,,0.0010236259549856186,0.7990753650665283,-0.0027317702770233154,0.0,-0.015296988189220428,0.6753177046775818,0.0002996927942149341,1005.0,0.4740685224533081
41,4.877288341522217,753,1763260015.8892183,14.0,14.0,,,,,,,,,
47,4.985481023788452,837,1763260015.997411,12.0,12.0,,,,,,,,,
64,5.232655763626099,1068,1763260016.2445858,19.0,19.0,,,,,,,,,
74,5.372042655944824,1219,1763260016.3839726,17.0,17.0,,,,,,,,,
77,5.395491600036621,1274,1763260016.4074216,27.0,27.0,,,,,,,,,
88,5.596456050872803,1408,1763260016.608386,,,0.003763090819120407,0.3440794348716736,0.010813528671860695,0.0,-0.013971906155347824,0.38458168506622314,0.0002992319641634822,998.0,0.6375100612640381
102,5.791344404220581,1536,1763260016.8032744,,,0.0006188023835420609,-0.2005683183670044,0.004117375239729881,0.0,-0.005215432494878769,0.32364970445632935,0.00029915515915490687,957.0,0.6586233377456665
104,5.80252480506897,1556,1763260016.8144548,10.0,10.0,,,,,,,,,
133,6.092525959014893,1850,1763260017.104456,10.0,10.0,,,,,,,,,
147,6.234737873077393,1993,1763260017.2466679,9.0,9.0,,,,,,,,,
149,6.244809627532959,2013,1763260017.2567396,11.0,11.0,,,,,,,,,
150,6.249861240386963,2022,1763260017.2617912,9.0,9.0,,,,,,,,,
155,6.340904474258423,2062,1763260017.3528345,10.0,10.0,,,,,,,,,
157,6.3527045249938965,2084,1763260017.3646345,10.0,10.0,,,,,,,,,
195,6.793158292770386,2450,1763260017.8050883,11.0,11.0,,,,,,,,,
203,6.846876382827759,2531,1763260017.8588064,10.0,10.0,,,,,,,,,
213,6.964998245239258,2612,1763260017.9769282,8.0,8.0,,,,,,,,,
217,6.984701871871948,2651,1763260017.9966319,12.0,12.0,,,,,,,,,
228,7.109673738479614,2752,1763260018.1216037,9.0,9.0,,,,,,,,,
233,7.133984565734863,2799,1763260018.1459146,8.0,8.0,,,,,,,,,
251,7.358201742172241,2951,1763260018.3701317,10.0,10.0,,,,,,,,,
259,7.399960994720459,3027,1763260018.411891,11.0,11.0,,,,,,,,,
265,7.498971223831177,3084,1763260018.5109012,12.0,12.0,,,,,,,,,
273,7.542112112045288,3166,1763260018.554042,14.0,14.0,,,,,,,,,
274,7.5468034744262695,3175,1763260018.5587335,9.0,9.0,,,,,,,,,
292,7.767199754714966,3328,1763260018.7791297,,,0.02604311890900135,0.8842427730560303,0.03333587944507599,0.013671875,-0.04870475083589554,0.3964773714542389,0.0002980798890348524,929.0,0.29920023679733276
327,8.23305082321167,3712,1763260019.2449808,,,0.03287258744239807,0.6551834940910339,-0.028511282056570053,0.240234375,-0.10457085072994232,0.5813118815422058,0.0002978494740091264,917.0,0.4019879102706909
330,8.251524209976196,3744,1763260019.2634542,17.0,17.0,,,,,,,,,
332,8.265386819839478,3773,1763260019.2773168,16.0,16.0,,,,,,,,,
337,8.36423921585083,3840,1763260019.3761692,,,0.031511545181274414,0.7112767696380615,0.0647609531879425,0.1875,-0.007601067423820496,0.6089286208152771,0.0002977726690005511,919.0,0.5568714141845703
340,8.388009309768677,3885,1763260019.3999393,17.0,17.0,,,,,,,,,
370,9.358628034591675,4877,1763260020.370558,53.0,53.0,,,,,,,,,
396,10.244845151901245,5760,1763260021.2567751,,,0.0009579267352819443,-0.059571266174316406,0.011513467878103256,0.0,0.0014460962265729904,0.35943323373794556,0.0002966205938719213,950.0,3.020571231842041
425,11.15161657333374,6749,1763260022.1635466,34.0,34.0,,,,,,,,,
