_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,3.920219659805298,0,1763260014.9499326,,,,,,,,,,,
7,4.880643367767334,134,1763260015.9103563,38.0,38.0,,,,,,,,,
33,5.2925426959991455,527,1763260016.3222556,27.0,27.0,,,,,,,,,
41,5.451613187789917,754,1763260016.481326,59.0,59.0,,,,,,,,,
47,5.559746503829956,831,1763260016.5894594,14.0,14.0,,,,,,,,,
64,5.8265697956085205,1106,1763260016.8562827,12.0,12.0,,,,,,,,,
74,5.967456579208374,1258,1763260016.9971695,15.0,15.0,,,,,,,,,
77,6.052940845489502,1280,1763260017.0826538,,,0.004786035045981407,0.18994563817977905,0.012085814960300922,0.005859375,0.004773817956447601,0.5572352409362793,0.0002993087691720575,982.0,0.4425525963306427
88,6.118884563446045,1397,1763260017.1485975,11.0,11.0,,,,,,,,,
102,6.42344331741333,1627,1763260017.4531562,12.0,12.0,,,,,,,,,
104,6.434152126312256,1649,1763260017.463865,11.0,11.0,,,,,,,,,
133,6.803242444992065,1942,1763260017.8329554,10.0,10.0,,,,,,,,,
147,6.9506165981292725,2082,1763260017.9803295,10.0,10.0,,,,,,,,,
149,6.960327863693237,2099,1763260017.9900408,9.0,9.0,,,,,,,,,
150,6.969075918197632,2116,1763260017.9987888,17.0,17.0,,,,,,,,,
155,6.996227264404297,2162,1763260018.0259402,9.0,9.0,,,,,,,,,
157,7.075793027877808,2176,1763260018.105506,,,0.00019557029008865356,0.08057773113250732,0.0032181739807128906,0.0,-0.0017204731702804565,0.22564007341861725,0.00029877113411203027,935.0,0.5013672113418579
195,7.545205593109131,2562,1763260018.5749185,10.0,10.0,,,,,,,,,
203,7.5916361808776855,2646,1763260018.621349,10.0,10.0,,,,,,,,,
213,7.7110021114349365,2739,1763260018.740715,13.0,13.0,,,,,,,,,
217,7.733936786651611,2781,1763260018.7636497,10.0,10.0,,,,,,,,,
228,7.857388496398926,2875,1763260018.8871014,9.0,9.0,,,,,,,,,
233,7.885961294174194,2930,1763260018.9156742,12.0,12.0,,,,,,,,,
251,8.1131272315979,3085,1763260019.1428401,9.0,9.0,,,,,,,,,
259,8.154765605926514,3160,1763260019.1844785,10.0,10.0,,,,,,,,,
265,8.2509925365448,3208,1763260019.2807055,11.0,11.0,,,,,,,,,
273,8.294240951538086,3287,1763260019.3239539,10.0,10.0,,,,,,,,,
274,8.300292015075684,3300,1763260019.330005,13.0,13.0,,,,,,,,,
292,8.584313154220581,3471,1763260019.614026,13.0,13.0,,,,,,,,,
327,8.987732648849487,3902,1763260020.0174456,15.0,15.0,,,,,,,,,
330,9.01424765586853,3959,1763260020.0439606,17.0,17.0,,,,,,,,,
332,9.098231077194214,3983,1763260020.127944,24.0,24.0,,,,,,,,,
337,9.143501996994019,4077,1763260020.173215,15.0,15.0,,,,,,,,,
340,9.25187873840332,4162,1763260020.2815917,63.0,63.0,,,,,,,,,
370,10.206929683685303,5097,1763260021.2366426,28.0,28.0,,,,,,,,,
396,10.837342977523804,5714,1763260021.867056,19.0,19.0,,,,,,,,,
425,11.435048580169678,6292,1763260022.4647615,24.0,24.0,,,,,,,,,
441,11.826316595077515,6656,1763260022.8560295,,,0.0016744332388043404,-0.013765692710876465,-0.014871147461235523,0.0,-0.008136427029967308,0.4821797311306,0.00029608295881189406,940.0,6.601775169372559
450,11.975635528564453,6834,1763260023.0053484,33.0,33.0,,,,,,,,,
471,12.458777904510498,7321,1763260023.4884908,25.0,25.0,,,,,,,,,
481,12.715879201889038,7615,1763260023.745592,31.0,31.0,,,,,,,,,
490,12.986200332641602,7849,1763260024.0159132,32.0,32.0,,,,,,,,,
504,13.459988355636597,8363,1763260024.4897013,68.0,68.0,,,,,,,,,
515,13.929152965545654,8832,1763260024.958866,,,0.005123436450958252,0.14061111211776733,0.02071542851626873,0.01953125,0.019561585038900375,0.4034993350505829,0.0002947772736661136,962.0,3.8108901977539062
530,15.16102910041809,9529,1763260026.190742,81.0,81.0,,,,,,,,,
539,15.656623363494873,9948,1763260026.6863363,52.0,52.0,,,,,,,,,
547,16.109251499176025,10288,1763260027.1389644,97.0,97.0,,,,,,,,,
555,16.691904544830322,10767,1763260027.7216175,101.0,101.0,,,,,,,,,
559,16.912001371383667,11008,1763260027.9417143,,,0.00925708282738924,-0.029222965240478516,0.038897037506103516,0.0234375,-0.047340333461761475,0.35488370060920715,0.00029347158852033317,905.0,0.16885124146938324
568,17.415259838104248,11520,1763260028.4449728,,,0.005835207179188728,-0.01768052577972412,0.05065978690981865,0.01953125,-0.0602760910987854,0.32300257682800293,0.0002931643684860319,909.0,0.1571199893951416
595,18.98253107070923,13267,1763260030.012244,157.0,157.0,,,,,,,,,
614,20.238234043121338,14592,1763260031.267947,,,0.004965939559042454,0.9625717997550964,0.021158883348107338,0.02734375,-0.0023298393934965134,0.3013821840286255,0.0002913210482802242,942.0,1.419103980064392
630,21.110379695892334,15563,1763260032.1400926,130.0,130.0,,,,,,,,,
636,21.478697299957275,15966,1763260032.5084102,142.0,142.0,,,,,,,,,
640,21.72101640701294,16174,1763260032.7507293,86.0,86.0,,,,,,,,,
664,22.950092554092407,17408,1763260033.9798055,,,0.0021100351586937904,0.6170403957366943,-0.00015342887490987778,0.0078125,-9.772181510925293e-05,0.20787565410137177,0.00028963133809156716,956.0,0.08619920164346695
684,23.84127902984619,18304,1763260034.870992,,,0.002127264626324177,0.5700738430023193,0.01066416036337614,0.0078125,-0.00869518518447876,0.29349440336227417,0.0002890937030315399,958.0,0.07206690311431885
689,24.089218139648438,18618,1763260035.118931,98.0,98.0,,,,,,,,,
698,24.528111457824707,19072,1763260035.5578244,,,0.00011094938963651657,0.8232654333114624,-0.005575896240770817,0.0,0.004365179687738419,0.3050140142440796,0.000288632872980088,964.0,0.070475272834301
707,25.042012453079224,19584,1763260036.0717254,,,0.0011089425534009933,0.8978307247161865,-0.0026259198784828186,0.001953125,-0.01101633906364441,0.2812284827232361,0.0002883256529457867,965.0,0.1202884092926979
729,26.0798761844635,20608,1763260037.109589,,,7.98981636762619e-06,0.9612355828285217,-0.0004959991201758385,0.0,-0.0007138699293136597,0.3181963860988617,0.00028771121287718415,966.0,0.33381471037864685
767,27.652826070785522,22272,1763260038.682539,,,0.0007068496197462082,0.9420766830444336,0.0024091247469186783,0.0,-0.0138686653226614,0.2818484604358673,0.000286712747765705,972.0,3.753075122833252
775,28.119735717773438,22656,1763260039.1494486,,,0.0006781332194805145,0.9552255868911743,-0.002733459696173668,0.0,-0.0031626857817173004,0.3677103519439697,0.00028648233273997903,969.0,0.20336413383483887
788,28.599117517471313,23191,1763260039.6288304,39.0,39.0,,,,,,,,,
797,28.938146114349365,23552,1763260039.967859,,,0.009439143352210522,0.99385005235672,0.04014156386256218,0.017578125,-0.05535224825143814,0.3710087537765503,0.0002859446976799518,973.0,1.040209412574768
806,29.353763341903687,23936,1763260040.3834763,,,0.0025626933202147484,0.9739164113998413,0.008672512136399746,0.01171875,0.012130007147789001,0.2718084454536438,0.0002857142826542258,972.0,0.2307414710521698
863,31.107643604278564,25783,1763260042.1373565,26.0,26.0,,,,,,,,,
872,31.410240411758423,26001,1763260042.4399533,24.0,24.0,,,,,,,,,
876,31.525447845458984,26119,1763260042.5551608,52.0,52.0,,,,,,,,,
922,32.91599154472351,27520,1763260043.9457045,,,0.0008982466533780098,0.9762125015258789,0.0042549921199679375,0.0,-0.004341494292020798,0.23108209669589996,0.00028356374241411686,977.0,1.702141523361206
930,33.15252137184143,27776,1763260044.1822343,,,0.0005014091730117798,0.9889180660247803,-0.001970658078789711,0.0,-0.004733581095933914,0.23764711618423462,0.0002834101323969662,977.0,1.0387036800384521
938,33.472060680389404,28032,1763260044.5017736,,,0.0027748392894864082,0.9938998818397522,0.017130762338638306,0.00390625,-0.00803331658244133,0.3138730525970459,0.0002832565223798156,975.0,0.7902964949607849
941,33.512362241744995,28133,1763260044.5420752,35.0,35.0,,,,,,,,,
942,33.59024739265442,28160,1763260044.6199603,,,0.00018509849905967712,0.9943881034851074,-0.00204593688249588,0.0,0.00028671324253082275,0.3237980604171753,0.00028317971737124026,976.0,0.7274731397628784
948,33.72936224937439,28325,1763260044.7590752,31.0,31.0,,,,,,,,,
974,34.64975881576538,29219,1763260045.6794717,42.0,42.0,,,,,,,,,
980,34.807454347610474,29424,1763260045.8371673,40.0,40.0,,,,,,,,,
985,34.93246912956238,29559,1763260045.962182,27.0,27.0,,,,,,,,,
995,35.26685976982117,29886,1763260046.2965727,27.0,27.0,,,,,,,,,
1015,36.02323937416077,30689,1763260047.0529523,98.0,98.0,,,,,,,,,
1031,36.73471546173096,31380,1763260047.7644284,46.0,46.0,,,,,,,,,
1050,37.42751431465149,32128,1763260048.4572272,,,0.00314305629581213,0.9973942637443542,0.010618883185088634,0.001953125,-0.014921080321073532,0.29518622159957886,0.00028079876210540533,983.0,0.7918102741241455
1053,37.46454310417175,32219,1763260048.494256,36.0,36.0,,,,,,,,,
1058,37.71040439605713,32384,1763260048.7401173,,,0.00514385849237442,0.9980108737945557,0.0075925420969724655,0.017578125,-0.012821618467569351,0.2498372495174408,0.0002806451520882547,982.0,0.38089850544929504
1083,38.7053804397583,33429,1763260049.7350934,79.0,79.0,,,,,,,,,
1091,39.018311500549316,33748,1763260050.0480244,50.0,50.0,,,,,,,,,
1106,39.57883644104004,34327,1763260050.6085494,63.0,63.0,,,,,,,,,
1118,40.189382791519165,34944,1763260051.2190957,,,0.00987178087234497,-0.015517830848693848,0.03362635523080826,0.056640625,-0.026685895398259163,0.2774997651576996,0.0002791090519167483,986.0,0.07401782274246216
1133,40.663697481155396,35456,1763260051.6934104,,,0.0018083415925502777,-0.009697198867797852,-0.013090716674923897,0.0,-0.0032475609332323074,0.24289920926094055,0.000278801831882447,987.0,57.17829513549805
1145,41.07898235321045,35899,1763260052.1086953,94.0,94.0,,,,,,,,,
1164,41.651121377944946,36480,1763260052.6808343,,,0.0005688387900590897,-0.018437743186950684,0.005616987124085426,0.0,0.0022654160857200623,0.26636984944343567,0.00027818739181384444,988.0,55.49103927612305
1172,41.888065576553345,36736,1763260052.9177785,,,8.127093315124512e-05,-0.0061904191970825195,0.0028897635638713837,0.0,-0.010297819972038269,0.2546367049217224,0.0002780337817966938,989.0,55.21512222290039
1181,42.195051193237305,37038,1763260053.224764,51.0,51.0,,,,,,,,,
1186,42.33023691177368,37213,1763260053.3599498,71.0,71.0,,,,,,,,,
1197,42.65886473655701,37504,1763260053.6885777,,,0.0001399228349328041,-0.0052536725997924805,0.0028531374409794807,0.0,0.00035819411277770996,0.27470874786376953,0.0002775729517452419,989.0,54.424129486083984
1213,43.10746669769287,37974,1763260054.1371796,26.0,26.0,,,,,,,,,
1215,43.19587016105652,38026,1763260054.225583,52.0,52.0,,,,,,,,,
1226,43.44546890258789,38296,1763260054.4751818,39.0,39.0,,,,,,,,,
1230,43.55683612823486,38405,1763260054.586549,26.0,26.0,,,,,,,,,
1234,43.6734356880188,38528,1763260054.7031486,,,0.0005948124453425407,-0.0030018091201782227,-0.013114149682223797,0.0,-0.005336426198482513,0.24292995035648346,0.0002769585116766393,989.0,105.16361999511719
1245,43.93116211891174,38812,1763260054.960875,55.0,55.0,,,,,,,,,
1271,44.827653884887695,39680,1763260055.8573668,,,0.006841020658612251,0.9955902695655823,-0.010249258950352669,0.04296875,-0.02855518087744713,0.21041065454483032,0.00027626726659946144,990.0,0.8552656173706055
1299,46.230130672454834,41025,1763260057.2598436,111.0,111.0,,,,,,,,,
1339,48.89428186416626,43610,1763260059.9239948,307.0,307.0,,,,,,,,,
1340,48.976367235183716,43648,1763260060.0060802,,,0.06480017304420471,0.7763489484786987,0.15726765990257263,0.150390625,-0.022860974073410034,0.266237735748291,0.00027388634043745697,986.0,0.18494610488414764
1363,50.34588813781738,45056,1763260061.375601,,,0.003041645511984825,0.9993720650672913,0.005052654072642326,0.025390625,0.002728154882788658,0.2258775234222412,0.00027304148534312844,988.0,0.09213616698980331
1365,50.462056398391724,45184,1763260061.4917693,,,0.011057772673666477,0.9993374347686768,-0.033374592661857605,0.03125,-0.019929617643356323,0.3828107416629791,0.0002729646803345531,988.0,0.09704145044088364
1370,50.849554777145386,45612,1763260061.8792677,209.0,209.0,,,,,,,,,
1380,51.71587061882019,46592,1763260062.7455835,,,0.03515257686376572,0.9989039897918701,-0.0069459304213523865,0.130859375,-0.019471697509288788,0.3148191571235657,0.0002721198252402246,992.0,0.17839497327804565
1381,51.82765507698059,46720,1763260062.857368,,,0.006202385760843754,0.9979362487792969,0.06350119411945343,0.02734375,-0.019867541268467903,0.33881640434265137,0.0002720430202316493,992.0,0.13793471455574036
1388,52.43122172355652,47464,1763260063.4609346,500.0,500.0,,,,,,,,,
1395,53.1098198890686,48128,1763260064.1395328,,,0.0304153673350811,0.9879637956619263,-0.015608512796461582,0.123046875,-0.05750242993235588,0.389155775308609,0.00027119816513732076,995.0,0.034238412976264954
1399,53.44822287559509,48512,1763260064.4779358,,,0.0247507207095623,0.008539855480194092,0.0565170980989933,0.087890625,-0.026816476136446,0.47580450773239136,0.0002709677501115948,996.0,67.9698257446289
1405,54.008458614349365,49152,1763260065.0381715,,,0.02055598422884941,0.9793433547019958,0.01853586733341217,0.0859375,-0.04594997689127922,0.5319952964782715,0.0002705837250687182,997.0,0.008393697440624237
1432,56.39768123626709,51964,1763260067.4273942,500.0,500.0,,,,,,,,,
1433,56.469318151474,51968,1763260067.499031,,,0.002770564518868923,-0.00018262863159179688,0.022424429655075073,0.0078125,0.003503004088997841,0.5028099417686462,0.00026889401488006115,1004.0,78.61944580078125
1455,58.54786920547485,54272,1763260069.5775821,,,0.012149760499596596,0.4915998578071594,0.003438597545027733,0.021484375,-0.02772647514939308,0.36745232343673706,0.0002675115247257054,1008.0,0.005523234605789185
1456,58.66097712516785,54400,1763260069.69069,,,0.018687695264816284,0.45057904720306396,0.005232270807027817,0.060546875,-0.01958679035305977,0.3663848340511322,0.00026743471971713006,1009.0,0.0100734056904912
1457,58.68475103378296,54464,1763260069.714464,500.0,500.0,,,,,,,,,
1514,63.977375984191895,60288,1763260075.007089,,,0.0006900839507579803,0.7217135429382324,0.0008320827037096024,0.00390625,-0.008338022977113724,0.2366740107536316,0.00026390168932266533,1017.0,0.0009645542013458908
1521,64.60494184494019,60964,1763260075.6346548,500.0,500.0,,,,,,,,,
1527,65.16017436981201,61568,1763260076.1898873,,,0.0073498692363500595,-0.00035703182220458984,0.039352066814899445,0.009765625,-0.010759150609374046,0.2776477336883545,0.00026313363923691213,1019.0,0.007119086105376482
1529,65.416011095047,61824,1763260076.445724,,,0.0014107590541243553,0.28989577293395996,0.0036818785592913628,0.0,-0.003106243908405304,0.3587110638618469,0.0002629800292197615,1019.0,0.0017092308262363076
1534,65.8634090423584,62336,1763260076.893122,,,0.012151027098298073,0.52839195728302,0.017689071595668793,0.041015625,-0.012430228292942047,0.17526769638061523,0.0002626728091854602,1020.0,0.0004833559796679765
1536,66.0902967453003,62592,1763260077.1200097,,,0.0009004343301057816,0.967857301235199,-0.0009895842522382736,0.001953125,0.001831062138080597,0.24157585203647614,0.00026251919916830957,1020.0,0.0008827655692584813
1543,66.79818153381348,63360,1763260077.8278944,,,0.0016822339966893196,-0.15879642963409424,0.01331718172878027,0.048828125,-0.02638867497444153,0.22174330055713654,0.00026205836911685765,1021.0,0.0014904255513101816
1545,66.9124083518982,63488,1763260077.9421213,,,6.051454693078995e-05,-0.0005687475204467773,-0.0015509678050875664,0.0390625,-0.002998046576976776,0.22059790790081024,0.00026198156410828233,1021.0,0.007426192983984947
