charts/episodic_return,global_step
18,18
15,33
13,46
30,76
21,97
18,115
25,140
27,167
25,192
40,232
11,243
15,258
22,280
16,296
33,329
47,376
37,413
48,461
20,481
12,493
18,511
20,531
22,553
32,585
18,603
22,625
12,637
25,662
36,698
22,720
28,748
42,790
19,809
24,833
12,845
21,866
39,905
45,950
33,983
23,1006
16,1022
21,1043
29,1072
26,1098
24,1122
18,1140
40,1180
27,1207
41,1248
38,1286
35,1321
37,1358
38,1396
30,1426
30,1456
23,1479
19,1498
23,1521
33,1554
21,1575
15,1590
20,1610
38,1648
17,1665
21,1686
16,1702
27,1729
33,1762
17,1779
20,1799
15,1814
14,1828
25,1853
19,1872
21,1893
22,1915
17,1932
16,1948
18,1966
19,1985
14,1999
15,2014
18,2032
21,2053
12,2065
24,2089
15,2104
14,2118
14,2132
21,2153
15,2168
13,2181
12,2193
13,2206
16,2222
16,2238
15,2253
13,2266
15,2281
16,2297
12,2309
21,2330
15,2345
12,2357
16,2373
12,2385
15,2400
12,2412
18,2430
14,2444
17,2461
9,2470
15,2485
12,2497
14,2511
14,2525
13,2538
16,2554
9,2563
11,2574
13,2587
12,2599
12,2611
13,2624
15,2639
12,2651
11,2662
10,2672
18,2690
9,2699
9,2708
11,2719
14,2733
11,2744
9,2753
8,2761
10,2771
18,2789
8,2797
8,2805
11,2816
10,2826
15,2841
13,2854
14,2868
15,2883
12,2895
15,2910
10,2920
10,2930
14,2944
11,2955
10,2965
10,2975
9,2984
14,2998
9,3007
12,3019
12,3031
11,3042
12,3054
12,3066
13,3079
14,3093
13,3106
12,3118
10,3128
11,3139
12,3151
10,3161
12,3173
15,3188
9,3197
13,3210
17,3227
16,3243
10,3253
12,3265
9,3274
10,3284
12,3296
13,3309
8,3317
9,3326
10,3336
12,3348
13,3361
18,3379
14,3393
12,3405
14,3419
13,3432
14,3446
10,3456
17,3473
13,3486
15,3501
14,3515
15,3530
14,3544
12,3556
16,3572
11,3583
15,3598
10,3608
14,3622
11,3633
12,3645
14,3659
9,3668
13,3681
16,3697
11,3708
16,3724
11,3735
16,3751
12,3763
15,3778
12,3790
12,3802
13,3815
10,3825
14,3839
12,3851
16,3867
11,3878
20,3898
13,3911
15,3926
18,3944
12,3956
16,3972
13,3985
17,4002
22,4024
11,4035
15,4050
17,4067
20,4087
15,4102
20,4122
28,4150
24,4174
16,4190
13,4203
29,4232
33,4265
17,4282
17,4299
21,4320
18,4338
29,4367
22,4389
21,4410
29,4439
19,4458
18,4476
28,4504
19,4523
26,4549
25,4574
27,4601
35,4636
24,4660
14,4674
25,4699
33,4732
21,4753
42,4795
29,4824
26,4850
40,4890
51,4941
47,4988
32,5020
32,5052
43,5095
29,5124
86,5210
82,5292
41,5333
94,5427
48,5475
75,5550
41,5591
64,5655
50,5705
58,5763
58,5821
44,5865
52,5917
83,6000
35,6035
55,6090
31,6121
56,6177
92,6269
45,6314
45,6359
65,6424
37,6461
37,6498
31,6529
34,6563
49,6612
38,6650
28,6678
22,6700
29,6729
34,6763
27,6790
23,6813
38,6851
40,6891
45,6936
25,6961
31,6992
37,7029
29,7058
27,7085
33,7118
25,7143
26,7169
22,7191
24,7215
26,7241
18,7259
24,7283
22,7305
30,7335
17,7352
24,7376
42,7418
28,7446
20,7466
26,7492
28,7520
24,7544
23,7567
25,7592
28,7620
22,7642
22,7664
25,7689
28,7717
23,7740
24,7764
20,7784
22,7806
20,7826
24,7850
23,7873
25,7898
24,7922
22,7944
16,7960
20,7980
25,8005
26,8031
17,8048
30,8078
21,8099
25,8124
26,8150
22,8172
18,8190
16,8206
23,8229
25,8254
27,8281
15,8296
28,8324
18,8342
21,8363
18,8381
19,8400
28,8428
17,8445
19,8464
25,8489
24,8513
16,8529
30,8559
16,8575
18,8593
19,8612
20,8632
22,8654
20,8674
21,8695
16,8711
24,8735
22,8757
15,8772
13,8785
19,8804
15,8819
16,8835
22,8857
13,8870
17,8887
19,8906
18,8924
13,8937
19,8956
21,8977
19,8996
12,9008
18,9026
19,9045
16,9061
16,9077
15,9092
22,9114
16,9130
19,9149
16,9165
21,9186
16,9202
19,9221
11,9232
15,9247
15,9262
21,9283
15,9298
15,9313
19,9332
19,9351
17,9368
12,9380
14,9394
19,9413
15,9428
17,9445
20,9465
18,9483
14,9497
