charts/episodic_return,global_step
14,14
61,75
22,97
82,179
18,197
19,216
21,237
18,255
55,310
20,330
9,339
15,354
11,365
26,391
16,407
17,424
19,443
24,467
41,508
24,532
18,550
33,583
10,593
16,609
24,633
10,643
41,684
10,694
32,726
15,741
22,763
11,774
18,792
20,812
24,836
32,868
16,884
13,897
22,919
48,967
16,983
46,1029
25,1054
57,1111
13,1124
24,1148
28,1176
98,1274
44,1318
36,1354
16,1370
26,1396
60,1456
48,1504
24,1528
34,1562
17,1579
15,1594
40,1634
38,1672
20,1692
37,1729
36,1765
39,1804
35,1839
51,1890
20,1910
32,1942
14,1956
36,1992
36,2028
13,2041
22,2063
26,2089
25,2114
14,2128
13,2141
15,2156
19,2175
12,2187
24,2211
17,2228
27,2255
11,2266
28,2294
15,2309
17,2326
17,2343
34,2377
19,2396
12,2408
23,2431
11,2442
24,2466
16,2482
23,2505
21,2526
11,2537
14,2551
19,2570
15,2585
19,2604
10,2614
15,2629
10,2639
14,2653
19,2672
14,2686
13,2699
20,2719
9,2728
14,2742
15,2757
18,2775
14,2789
20,2809
12,2821
10,2831
26,2857
16,2873
20,2893
16,2909
21,2930
19,2949
24,2973
16,2989
16,3005
11,3016
19,3035
12,3047
18,3065
18,3083
19,3102
18,3120
16,3136
12,3148
20,3168
15,3183
17,3200
17,3217
16,3233
14,3247
16,3263
26,3289
12,3301
21,3322
16,3338
14,3352
18,3370
11,3381
9,3390
11,3401
12,3413
15,3428
12,3440
19,3459
12,3471
17,3488
12,3500
14,3514
11,3525
13,3538
14,3552
19,3571
17,3588
13,3601
21,3622
16,3638
10,3648
14,3662
12,3674
12,3686
22,3708
20,3728
13,3741
12,3753
24,3777
12,3789
12,3801
13,3814
14,3828
24,3852
12,3864
13,3877
27,3904
23,3927
17,3944
20,3964
22,3986
21,4007
22,4029
31,4060
30,4090
19,4109
34,4143
19,4162
14,4176
22,4198
16,4214
11,4225
21,4246
19,4265
36,4301
28,4329
18,4347
22,4369
32,4401
35,4436
13,4449
28,4477
19,4496
28,4524
21,4545
19,4564
26,4590
18,4608
31,4639
18,4657
21,4678
49,4727
43,4770
41,4811
