charts/episodic_return,global_step
19,19
11,30
54,84
12,96
19,115
13,128
34,162
29,191
31,222
37,259
19,278
42,320
16,336
29,365
18,383
12,395
12,407
15,422
16,438
21,459
16,475
12,487
10,497
19,516
20,536
53,589
16,605
21,626
14,640
10,650
24,674
12,686
13,699
23,722
11,733
11,744
29,773
26,799
23,822
22,844
15,859
15,874
25,899
15,914
15,929
26,955
27,982
23,1005
22,1027
31,1058
13,1071
19,1090
14,1104
16,1120
18,1138
17,1155
21,1176
12,1188
36,1224
24,1248
12,1260
20,1280
15,1295
15,1310
17,1327
12,1339
23,1362
11,1373
8,1381
9,1390
16,1406
16,1422
20,1442
13,1455
8,1463
19,1482
17,1499
17,1516
14,1530
17,1547
12,1559
14,1573
10,1583
10,1593
10,1603
10,1613
12,1625
11,1636
12,1648
14,1662
11,1673
12,1685
9,1694
9,1703
9,1712
15,1727
12,1739
13,1752
9,1761
10,1771
9,1780
9,1789
10,1799
10,1809
9,1818
10,1828
12,1840
9,1849
17,1866
10,1876
12,1888
11,1899
10,1909
8,1917
11,1928
10,1938
10,1948
11,1959
10,1969
10,1979
12,1991
11,2002
10,2012
10,2022
14,2036
9,2045
9,2054
10,2064
13,2077
10,2087
8,2095
12,2107
10,2117
10,2127
20,2147
10,2157
14,2171
8,2179
11,2190
10,2200
9,2209
8,2217
10,2227
9,2236
8,2244
11,2255
11,2266
17,2283
10,2293
8,2301
10,2311
12,2323
12,2335
10,2345
9,2354
10,2364
15,2379
11,2390
8,2398
10,2408
10,2418
8,2426
9,2435
13,2448
11,2459
8,2467
9,2476
9,2485
8,2493
13,2506
9,2515
10,2525
10,2535
8,2543
8,2551
10,2561
9,2570
9,2579
8,2587
13,2600
14,2614
11,2625
14,2639
10,2649
10,2659
10,2669
16,2685
9,2694
18,2712
11,2723
13,2736
9,2745
8,2753
12,2765
10,2775
10,2785
9,2794
10,2804
10,2814
10,2824
10,2834
10,2844
9,2853
11,2864
9,2873
12,2885
12,2897
15,2912
14,2926
11,2937
9,2946
12,2958
15,2973
15,2988
12,3000
11,3011
9,3020
10,3030
12,3042
11,3053
17,3070
20,3090
14,3104
8,3112
11,3123
12,3135
8,3143
17,3160
21,3181
14,3195
13,3208
13,3221
13,3234
12,3246
16,3262
9,3271
14,3285
13,3298
14,3312
15,3327
12,3339
11,3350
12,3362
16,3378
23,3401
16,3417
13,3430
14,3444
17,3461
13,3474
22,3496
20,3516
12,3528
22,3550
16,3566
16,3582
40,3622
18,3640
29,3669
20,3689
48,3737
30,3767
