episodic_return,global_step
12,12
32,44
36,80
54,134
13,147
27,174
35,209
21,230
16,246
10,256
20,276
31,307
13,320
18,338
15,353
20,373
28,401
30,431
40,471
17,488
25,513
30,543
47,590
17,607
28,635
29,664
10,674
39,713
86,799
38,837
30,867
16,883
32,915
12,927
27,954
124,1078
41,1119
31,1150
50,1200
139,1339
31,1370
22,1392
59,1451
57,1508
37,1545
47,1592
45,1637
50,1687
22,1709
40,1749
30,1779
33,1812
57,1869
44,1913
22,1935
52,1987
39,2026
28,2054
35,2089
34,2123
22,2145
39,2184
29,2213
20,2233
29,2262
27,2289
29,2318
44,2362
85,2447
41,2488
42,2530
65,2595
33,2628
19,2647
58,2705
30,2735
31,2766
25,2791
35,2826
30,2856
30,2886
25,2911
22,2933
38,2971
18,2989
24,3013
34,3047
24,3071
38,3109
22,3131
31,3162
35,3197
23,3220
24,3244
24,3268
22,3290
20,3310
21,3331
25,3356
20,3376
20,3396
24,3420
27,3447
27,3474
17,3491
16,3507
17,3524
19,3543
24,3567
18,3585
18,3603
17,3620
22,3642
23,3665
17,3682
18,3700
22,3722
19,3741
21,3762
21,3783
30,3813
24,3837
18,3855
14,3869
13,3882
16,3898
13,3911
16,3927
14,3941
15,3956
17,3973
27,4000
16,4016
17,4033
11,4044
12,4056
16,4072
17,4089
19,4108
19,4127
14,4141
12,4153
17,4170
18,4188
15,4203
19,4222
13,4235
18,4253
13,4266
13,4279
10,4289
12,4301
17,4318
16,4334
15,4349
22,4371
11,4382
12,4394
10,4404
12,4416
12,4428
11,4439
10,4449
17,4466
12,4478
17,4495
17,4512
13,4525
12,4537
13,4550
13,4563
11,4574
11,4585
15,4600
10,4610
19,4629
22,4651
19,4670
13,4683
24,4707
13,4720
18,4738
20,4758
13,4771
18,4789
16,4805
17,4822
22,4844
20,4864
15,4879
24,4903
19,4922
14,4936
18,4954
22,4976
23,4999
19,5018
33,5051
16,5067
21,5088
21,5109
19,5128
22,5150
28,5178
27,5205
25,5230
19,5249
19,5268
28,5296
26,5322
26,5348
29,5377
32,5409
21,5430
27,5457
16,5473
20,5493
27,5520
30,5550
33,5583
30,5613
34,5647
29,5676
25,5701
38,5739
76,5815
20,5835
33,5868
21,5889
54,5943
32,5975
28,6003
30,6033
40,6073
59,6132
132,6264
46,6310
31,6341
40,6381
54,6435
44,6479
79,6558
53,6611
40,6651
39,6690
61,6751
45,6796
56,6852
51,6903
75,6978
56,7034
38,7072
47,7119
39,7158
54,7212
80,7292
62,7354
51,7405
58,7463
43,7506
51,7557
99,7656
82,7738
84,7822
89,7911
35,7946
38,7984
77,8061
101,8162
55,8217
43,8260
52,8312
48,8360
55,8415
52,8467
27,8494
71,8565
57,8622
31,8653
53,8706
25,8731
46,8777
40,8817
70,8887
28,8915
49,8964
26,8990
30,9020
25,9045
36,9081
35,9116
36,9152
41,9193
28,9221
31,9252
30,9282
26,9308
23,9331
27,9358
31,9389
20,9409
18,9427
25,9452
36,9488
30,9518
19,9537
23,9560
30,9590
22,9612
22,9634
23,9657
18,9675
22,9697
26,9723
30,9753
17,9770
33,9803
24,9827
30,9857
29,9886
27,9913
26,9939
31,9970
27,9997
24,10021
21,10042
28,10070
20,10090
21,10111
19,10130
24,10154
22,10176
28,10204
22,10226
20,10246
27,10273
18,10291
17,10308
18,10326
30,10356
18,10374
22,10396
15,10411
32,10443
24,10467
19,10486
24,10510
18,10528
19,10547
18,10565
17,10582
19,10601
23,10624
17,10641
18,10659
17,10676
17,10693
20,10713
17,10730
17,10747
24,10771
17,10788
26,10814
18,10832
12,10844
14,10858
12,10870
15,10885
23,10908
14,10922
14,10936
21,10957
21,10978
22,11000
21,11021
16,11037
16,11053
21,11074
16,11090
18,11108
17,11125
16,11141
16,11157
17,11174
23,11197
19,11216
16,11232
16,11248
22,11270
18,11288
21,11309
19,11328
18,11346
19,11365
22,11387
15,11402
20,11422
15,11437
18,11455
18,11473
16,11489
15,11504
18,11522
18,11540
17,11557
16,11573
22,11595
20,11615
17,11632
18,11650
21,11671
20,11691
25,11716
20,11736
24,11760
21,11781
15,11796
19,11815
12,11827
13,11840
19,11859
13,11872
12,11884
17,11901
16,11917
13,11930
24,11954
17,11971
17,11988
19,12007
15,12022
16,12038
16,12054
15,12069
16,12085
17,12102
14,12116
19,12135
15,12150
15,12165
13,12178
14,12192
15,12207
19,12226
17,12243
13,12256
15,12271
15,12286
19,12305
14,12319
13,12332
12,12344
18,12362
11,12373
16,12389
17,12406
15,12421
15,12436
18,12454
15,12469
16,12485
14,12499
17,12516
13,12529
14,12543
13,12556
12,12568
12,12580
12,12592
14,12606
17,12623
17,12640
20,12660
10,12670
14,12684
11,12695
15,12710
14,12724
12,12736
11,12747
12,12759
18,12777
20,12797
16,12813
15,12828
12,12840
14,12854
13,12867
12,12879
15,12894
13,12907
14,12921
15,12936
22,12958
17,12975
15,12990
10,13000
15,13015
14,13029
17,13046
11,13057
15,13072
21,13093
14,13107
17,13124
13,13137
15,13152
14,13166
14,13180
14,13194
15,13209
18,13227
17,13244
16,13260
14,13274
14,13288
14,13302
18,13320
14,13334
18,13352
20,13372
13,13385
17,13402
16,13418
18,13436
13,13449
15,13464
17,13481
20,13501
17,13518
20,13538
15,13553
12,13565
17,13582
16,13598
14,13612
14,13626
20,13646
16,13662
13,13675
18,13693
19,13712
23,13735
22,13757
15,13772
17,13789
13,13802
15,13817
13,13830
17,13847
19,13866
15,13881
21,13902
15,13917
14,13931
18,13949
15,13964
19,13983
23,14006
22,14028
21,14049
23,14072
26,14098
19,14117
23,14140
17,14157
20,14177
16,14193
18,14211
17,14228
28,14256
18,14274
20,14294
22,14316
20,14336
19,14355
22,14377
25,14402
16,14418
32,14450
33,14483
23,14506
29,14535
26,14561
25,14586
23,14609
18,14627
21,14648
29,14677
29,14706
30,14736
28,14764
26,14790
24,14814
29,14843
23,14866
22,14888
20,14908
18,14926
24,14950
24,14974
21,14995
21,15016
16,15032
17,15049
27,15076
29,15105
23,15128
22,15150
22,15172
18,15190
28,15218
22,15240
22,15262
27,15289
16,15305
27,15332
21,15353
16,15369
19,15388
19,15407
28,15435
21,15456
20,15476
26,15502
18,15520
32,15552
27,15579
19,15598
38,15636
25,15661
33,15694
25,15719
23,15742
38,15780
34,15814
35,15849
29,15878
44,15922
19,15941
26,15967
23,15990
29,16019
36,16055
23,16078
23,16101
20,16121
37,16158
21,16179
27,16206
32,16238
31,16269
53,16322
26,16348
23,16371
54,16425
25,16450
21,16471
33,16504
28,16532
37,16569
42,16611
35,16646
29,16675
38,16713
24,16737
27,16764
28,16792
46,16838
67,16905
38,16943
31,16974
38,17012
34,17046
38,17084
48,17132
32,17164
36,17200
31,17231
36,17267
51,17318
30,17348
36,17384
40,17424
38,17462
55,17517
30,17547
37,17584
28,17612
33,17645
36,17681
54,17735
61,17796
60,17856
43,17899
44,17943
66,18009
33,18042
111,18153
41,18194
70,18264
40,18304
40,18344
35,18379
85,18464
90,18554
48,18602
103,18705
63,18768
49,18817
78,18895
39,18934
64,18998
39,19037
62,19099
69,19168
39,19207
69,19276
50,19326
116,19442
82,19524
154,19678
46,19724
43,19767
51,19818
61,19879
110,19989
58,20047
120,20167
67,20234
156,20390
119,20509
125,20634
184,20818
130,20948
141,21089
260,21349
150,21499
92,21591
127,21718
150,21868
189,22057
157,22214
127,22341
138,22479
138,22617
113,22730
121,22851
201,23052
105,23157
114,23271
148,23419
113,23532
122,23654
141,23795
121,23916
144,24060
97,24157
108,24265
95,24360
106,24466
128,24594
114,24708
105,24813
107,24920
90,25010
81,25091
90,25181
131,25312
117,25429
135,25564
110,25674
112,25786
99,25885
105,25990
95,26085
134,26219
117,26336
179,26515
89,26604
130,26734
125,26859
126,26985
118,27103
124,27227
141,27368
130,27498
116,27614
134,27748
134,27748
121,27869
149,28018
140,28158
109,28267
127,28394
105,28499
128,28627
141,28768
111,28879
103,28982
143,29125
131,29256
107,29363
158,29521
123,29644
119,29763
117,29880
118,29998
126,30124
97,30221
83,30304
114,30418
108,30526
109,30635
92,30727
83,30810
95,30905
113,31018
116,31134
120,31254
114,31368
98,31466
92,31558
95,31653
92,31745
96,31841
81,31922
128,32050
98,32148
89,32237
91,32328
90,32418
102,32520
116,32636
105,32741
77,32818
101,32919
105,33024
125,33149
109,33258
103,33361
102,33463
107,33570
80,33650
115,33765
96,33861
86,33947
137,34084
115,34199
93,34292
92,34384
92,34476
83,34559
102,34661
79,34740
75,34815
104,34919
86,35005
93,35098
108,35206
89,35295
97,35392
95,35487
77,35564
93,35657
77,35734
85,35819
70,35889
60,35949
79,36028
84,36112
55,36167
63,36230
67,36297
61,36358
73,36431
93,36524
74,36598
83,36681
69,36750
51,36801
80,36881
60,36941
69,37010
64,37074
57,37131
74,37205
61,37266
68,37334
63,37397
53,37450
30,37480
54,37534
36,37570
46,37616
50,37666
45,37711
53,37764
56,37820
54,37874
68,37942
48,37990
43,38033
69,38102
58,38160
98,38258
69,38327
72,38399
56,38455
60,38515
61,38576
69,38645
50,38695
48,38743
71,38814
54,38868
74,38942
45,38987
47,39034
42,39076
53,39129
45,39174
68,39242
70,39312
66,39378
52,39430
74,39504
36,39540
80,39620
102,39722
34,39756
47,39803
50,39853
65,39918
46,39964
51,40015
55,40070
95,40165
77,40242
45,40287
72,40359
61,40420
40,40460
67,40527
39,40566
70,40636
41,40677
48,40725
42,40767
43,40810
36,40846
52,40898
49,40947
42,40989
27,41016
55,41071
42,41113
67,41180
33,41213
70,41283
80,41363
43,41406
86,41492
57,41549
31,41580
82,41662
66,41728
72,41800
45,41845
41,41886
45,41931
47,41978
53,42031
47,42078
53,42131
67,42198
37,42235
42,42277
50,42327
45,42372
29,42401
51,42452
29,42481
39,42520
31,42551
29,42580
62,42642
31,42673
37,42710
30,42740
33,42773
40,42813
48,42861
17,42878
34,42912
36,42948
36,42984
27,43011
23,43034
24,43058
47,43105
27,43132
23,43155
25,43180
35,43215
45,43260
27,43287
27,43314
38,43352
46,43398
50,43448
19,43467
29,43496
25,43521
40,43561
29,43590
40,43630
26,43656
27,43683
53,43736
30,43766
54,43820
50,43870
55,43925
48,43973
56,44029
27,44056
47,44103
48,44151
50,44201
44,44245
46,44291
39,44330
59,44389
45,44434
53,44487
25,44512
35,44547
43,44590
38,44628
28,44656
22,44678
36,44714
28,44742
49,44791
58,44849
41,44890
38,44928
59,44987
40,45027
54,45081
66,45147
51,45198
34,45232
47,45279
45,45324
39,45363
27,45390
44,45434
39,45473
51,45524
45,45569
49,45618
54,45672
38,45710
117,45827
51,45878
28,45906
36,45942
34,45976
64,46040
54,46094
50,46144
37,46181
42,46223
53,46276
43,46319
30,46349
29,46378
28,46406
56,46462
35,46497
35,46532
50,46582
36,46618
26,46644
35,46679
38,46717
34,46751
63,46814
34,46848
24,46872
55,46927
48,46975
31,47006
31,47037
33,47070
39,47109
78,47187
43,47230
35,47265
68,47333
49,47382
39,47421
60,47481
33,47514
58,47572
51,47623
32,47655
42,47697
62,47759
48,47807
46,47853
44,47897
54,47951
40,47991
33,48024
39,48063
30,48093
35,48128
31,48159
33,48192
46,48238
36,48274
31,48305
35,48340
33,48373
42,48415
35,48450
36,48486
43,48529
27,48556
57,48613
42,48655
39,48694
71,48765
42,48807
83,48890
49,48939
102,49041
98,49139
83,49222
86,49308
105,49413
81,49494
96,49590
41,49631
68,49699
65,49764
49,49813
87,49900
118,50018
62,50080
69,50149
54,50203
54,50257
53,50310
48,50358
72,50430
90,50520
80,50600
43,50643
68,50711
73,50784
56,50840
67,50907
121,51028
50,51078
50,51128
75,51203
62,51265
41,51306
56,51362
36,51398
53,51451
42,51493
47,51540
56,51596
58,51654
75,51729
72,51801
98,51899
57,51956
75,52031
56,52087
42,52129
38,52167
63,52230
44,52274
35,52309
56,52365
41,52406
32,52438
51,52489
39,52528
33,52561
46,52607
34,52641
39,52680
48,52728
34,52762
39,52801
46,52847
31,52878
27,52905
34,52939
24,52963
29,52992
42,53034
23,53057
32,53089
33,53122
29,53151
19,53170
36,53206
37,53243
53,53296
27,53323
27,53350
25,53375
21,53396
23,53419
42,53461
42,53503
37,53540
28,53568
18,53586
22,53608
23,53631
33,53664
30,53694
37,53731
19,53750
18,53768
26,53794
25,53819
23,53842
19,53861
18,53879
27,53906
27,53933
17,53950
28,53978
24,54002
31,54033
23,54056
15,54071
15,54086
22,54108
26,54134
23,54157
20,54177
22,54199
20,54219
21,54240
19,54259
22,54281
17,54298
16,54314
20,54334
17,54351
22,54373
31,54404
19,54423
27,54450
21,54471
31,54502
19,54521
20,54541
24,54565
22,54587
34,54621
18,54639
36,54675
25,54700
24,54724
19,54743
20,54763
16,54779
24,54803
18,54821
20,54841
24,54865
27,54892
24,54916
30,54946
21,54967
26,54993
20,55013
17,55030
21,55051
31,55082
20,55102
29,55131
17,55148
35,55183
24,55207
23,55230
19,55249
25,55274
21,55295
29,55324
26,55350
42,55392
28,55420
40,55460
39,55499
23,55522
44,55566
44,55610
28,55638
44,55682
44,55726
49,55775
61,55836
73,55909
69,55978
50,56028
78,56106
69,56175
71,56246
55,56301
107,56408
75,56483
90,56573
197,56770
102,56872
142,57014
145,57159
244,57403
339,57742
500,58242
394,58636
76,58712
500,59212
500,59712
500,60212
500,60712
500,61212
500,61712
500,62212
500,62712
500,63212
500,63712
500,64212
500,64712
500,65212
500,65712
500,66212
500,66712
500,67212
500,67712
500,68212
500,68712
500,69212
500,69712
500,70212
500,70712
500,71212
500,71712
500,72212
500,72712
500,73212
500,73712
500,74212
500,74712
500,75212
500,75712
500,76212
500,76712
500,77212
500,77712
500,78212
500,78712
500,79212
500,79712
500,80212
500,80712
500,81212
500,81212
500,81712
500,82212
500,82712
500,83212
500,83712
500,84212
500,84712
500,85212
500,85712
500,86212
500,86712
500,87212
500,87712
500,88212
500,88712
500,89212
500,89712
500,90212
500,90712
500,91212
500,91712
500,92212
500,92712
500,93212
500,93712
500,94212
500,94712
500,95212
500,95712
500,96212
500,96712
500,97212
500,97712
500,98212
500,98712
500,99212
500,99712
500,100212
500,100712
500,101212
500,101712
500,102212
500,102712
500,103212
500,103712
500,104212
