charts/episodic_return,global_step
19,19
21,40
17,57
25,82
9,91
51,142
11,153
13,166
12,178
17,195
24,219
29,248
21,269
17,286
62,348
45,393
13,406
16,422
15,437
15,452
14,466
16,482
16,498
13,511
15,526
10,536
18,554
46,600
77,677
17,694
13,707
41,748
31,779
32,811
21,832
10,842
11,853
19,872
16,888
43,931
22,953
22,975
26,1001
36,1037
23,1060
62,1122
11,1133
21,1154
31,1185
13,1198
29,1227
12,1239
20,1259
31,1290
32,1322
15,1337
21,1358
21,1379
12,1391
22,1413
23,1436
16,1452
34,1486
29,1515
16,1531
26,1557
16,1573
30,1603
18,1621
30,1651
20,1671
21,1692
37,1729
101,1830
38,1868
18,1886
14,1900
22,1922
15,1937
17,1954
25,1979
21,2000
22,2022
28,2050
29,2079
13,2092
16,2108
27,2135
16,2151
12,2163
24,2187
12,2199
12,2211
26,2237
17,2254
30,2284
26,2310
14,2324
40,2364
12,2376
19,2395
20,2415
15,2430
12,2442
24,2466
18,2484
12,2496
23,2519
17,2536
30,2566
26,2592
14,2606
13,2619
13,2632
18,2650
28,2678
19,2697
15,2712
13,2725
31,2756
10,2766
23,2789
18,2807
14,2821
16,2837
19,2856
19,2875
19,2894
18,2912
26,2938
13,2951
19,2970
20,2990
18,3008
21,3029
16,3045
18,3063
9,3072
17,3089
22,3111
15,3126
19,3145
20,3165
16,3181
19,3200
16,3216
18,3234
14,3248
17,3265
18,3283
25,3308
11,3319
18,3337
11,3348
14,3362
17,3379
13,3392
27,3419
17,3436
25,3461
18,3479
18,3497
16,3513
21,3534
32,3566
18,3584
26,3610
33,3643
21,3664
17,3681
19,3700
15,3715
31,3746
18,3764
29,3793
22,3815
38,3853
32,3885
20,3905
24,3929
21,3950
21,3971
24,3995
20,4015
45,4060
29,4089
18,4107
41,4148
25,4173
33,4206
25,4231
23,4254
33,4287
34,4321
44,4365
30,4395
35,4430
36,4466
36,4502
78,4580
39,4619
38,4657
42,4699
34,4733
125,4858
44,4902
48,4950
53,5003
35,5038
38,5076
59,5135
46,5181
53,5234
65,5299
64,5363
65,5428
125,5553
71,5624
60,5684
39,5723
46,5769
48,5817
36,5853
75,5928
42,5970
82,6052
100,6152
42,6194
35,6229
50,6279
47,6326
29,6355
26,6381
37,6418
39,6457
45,6502
29,6531
23,6554
39,6593
25,6618
29,6647
27,6674
24,6698
35,6733
33,6766
29,6795
29,6824
29,6853
27,6880
46,6926
23,6949
19,6968
29,6997
34,7031
36,7067
20,7087
27,7114
29,7143
40,7183
36,7219
17,7236
28,7264
42,7306
19,7325
20,7345
25,7370
25,7395
23,7418
28,7446
21,7467
21,7488
27,7515
25,7540
17,7557
19,7576
23,7599
18,7617
23,7640
23,7663
18,7681
18,7699
22,7721
17,7738
17,7755
22,7777
16,7793
19,7812
20,7832
20,7852
26,7878
22,7900
26,7926
21,7947
19,7966
19,7985
21,8006
21,8027
20,8047
28,8075
23,8098
20,8118
17,8135
18,8153
18,8171
19,8190
18,8208
16,8224
17,8241
20,8261
22,8283
20,8303
14,8317
21,8338
16,8354
27,8381
23,8404
25,8429
21,8450
20,8470
25,8495
22,8517
28,8545
20,8565
27,8592
16,8608
29,8637
31,8668
18,8686
22,8708
22,8730
19,8749
21,8770
20,8790
19,8809
21,8830
27,8857
29,8886
18,8904
22,8926
21,8947
33,8980
37,9017
21,9038
20,9058
26,9084
23,9107
28,9135
27,9162
28,9190
20,9210
24,9234
22,9256
40,9296
32,9328
21,9349
21,9370
33,9403
22,9425
34,9459
27,9486
31,9517
34,9551
26,9577
26,9603
25,9628
37,9665
31,9696
25,9721
27,9748
27,9775
28,9803
38,9841
39,9880
32,9912
26,9938
35,9973
27,10000
30,10030
44,10074
57,10131
23,10154
26,10180
36,10216
40,10256
42,10298
44,10342
47,10389
34,10423
54,10477
60,10537
35,10572
29,10601
32,10633
48,10681
81,10762
48,10810
55,10865
52,10917
68,10985
66,11051
102,11153
73,11226
138,11364
67,11431
68,11499
47,11546
57,11603
49,11652
138,11790
95,11885
62,11947
59,12006
74,12080
98,12178
50,12228
106,12334
61,12395
100,12495
152,12647
58,12705
81,12786
117,12903
69,12972
56,13028
64,13092
99,13191
110,13301
60,13361
116,13477
123,13600
71,13671
78,13749
88,13837
75,13912
79,13991
105,14096
72,14168
74,14242
112,14354
79,14433
102,14535
111,14646
120,14766
60,14826
102,14928
82,15010
86,15096
114,15210
71,15281
78,15359
67,15426
68,15494
60,15554
74,15628
97,15725
89,15814
81,15895
71,15966
97,16063
46,16109
51,16160
59,16219
65,16284
68,16352
58,16410
82,16492
59,16551
108,16659
161,16820
117,16937
91,17028
144,17172
93,17265
81,17346
116,17462
102,17564
98,17662
139,17801
55,17856
101,17957
166,18123
94,18217
80,18297
61,18358
109,18467
68,18535
87,18622
56,18678
86,18764
79,18843
95,18938
87,19025
49,19074
86,19160
60,19220
128,19348
94,19442
76,19518
64,19582
113,19695
77,19772
80,19852
147,19999
112,20111
76,20187
70,20257
93,20350
65,20415
107,20522
112,20634
136,20770
66,20836
110,20946
112,21058
66,21124
177,21301
81,21382
70,21452
113,21565
65,21630
70,21700
141,21841
88,21929
74,22003
84,22087
61,22148
71,22219
62,22281
71,22352
92,22444
64,22508
91,22599
101,22700
63,22763
110,22873
177,23050
200,23250
140,23390
142,23532
206,23738
135,23873
138,24011
287,24298
256,24554
219,24773
290,25063
146,25209
182,25391
164,25555
137,25692
61,25753
83,25836
67,25903
75,25978
61,26039
56,26095
73,26168
88,26256
61,26317
72,26389
57,26446
55,26501
44,26545
64,26609
51,26660
39,26699
37,26736
45,26781
33,26814
48,26862
43,26905
33,26938
35,26973
31,27004
43,27047
28,27075
37,27112
34,27146
29,27175
26,27201
27,27228
27,27255
27,27282
31,27313
24,27337
30,27367
29,27396
35,27431
30,27461
26,27487
36,27523
28,27551
32,27583
32,27615
33,27648
36,27684
25,27709
25,27734
36,27770
28,27798
35,27833
25,27858
23,27881
24,27905
24,27929
22,27951
22,27973
21,27994
31,28025
28,28053
