losses/approx_kl,charts/episodic_length,_runtime,losses/explained_variance,_step,losses/policy_loss,charts/learning_rate,charts/episodic_return,losses/entropy,_timestamp,losses/old_approx_kl,losses/value_loss,losses/clipfrac,charts/SPS,global_step
0.0019023865461349487,,71.4971444606781,-0.0008809566497802734,1877,-0.006282905116677284,0.00025791089865379035,,0.20163631439208984,1763260082.4483364,0.009596940129995346,0.009533686563372612,0.0703125,1022.0,70272
,312.0,72.22719025611877,,1886,,,312.0,,1763260083.1783822,,,,,71147
0.04955792427062988,,73.66604113578796,0.5260552167892456,1903,-0.03943851590156555,0.00025645160349085927,,0.288064181804657,1763260084.617233,0.12041229754686356,0.0014114152872934937,0.1770833283662796,1025.0,72704
0.0016095014289021492,,73.88934993743896,0.6820393800735474,1906,-0.004981420934200287,0.00025629799347370863,,0.2520645260810852,1763260084.8405418,0.009123687632381916,0.0013261146377772093,0.001953125,1026.0,72960
,324.0,74.84255862236023,,1918,,,324.0,,1763260085.7937505,,,,,74035
0.014754452742636204,,75.04871702194214,0.5235469341278076,1920,-0.060326505452394485,0.00025552994338795543,,0.22085538506507874,1763260085.999909,0.07576321065425873,0.003658965229988098,0.12890625,1027.0,74240
0.03151869401335716,,77.07408952713013,0.24623459577560425,1945,0.021138671785593033,0.00025414745323359966,,0.22387591004371643,1763260088.0252814,0.03479061275720596,0.0031309109181165695,0.1510416716337204,1030.0,76544
0.006359880790114403,,78.22285985946655,0.11969047784805298,1959,-0.007651995867490768,0.00025337940314784646,,0.23867784440517426,1763260089.1740518,0.005773905664682388,0.00322752189822495,0.0625,1031.0,77824
0.000370602123439312,,79.4412271976471,-0.00042057037353515625,1973,-0.005200851708650589,0.00025261135306209326,,0.3204050362110138,1763260090.392419,0.008297248743474483,0.0024565558414906263,0.013671875,1032.0,79104
0.0016343491151928902,,80.61168360710144,0.5750463008880615,1985,-0.013707239180803299,0.00025192013708874583,,0.2782389223575592,1763260091.5628755,0.006704184226691723,0.0013984392862766981,0.009765625,1031.0,80256
0.002202569507062435,,81.08639407157898,-0.00011265277862548828,1991,0.0026500821113586426,0.00025161291705444455,,0.26869437098503113,1763260092.037586,0.014576558955013752,122.07576751708984,0.052734375,1031.0,80768
0.035365208983421326,,82.14838719367981,-0.00033664703369140625,2002,0.009055945090949535,0.000250998476985842,,0.2120715230703354,1763260093.099579,0.015323471277952194,0.003812854876741767,0.0703125,1030.0,81792
0.00034945644438266754,,82.71223664283752,0.588962197303772,2007,-0.0048174262046813965,0.0002506912569515407,,0.16226282715797424,1763260093.6634285,0.0048803891986608505,0.0009810716146603227,0.015625,1029.0,82304
,333.0,83.56010866165161,,2016,,,333.0,,1763260094.5113006,,,,,83130
0.0059852441772818565,,84.28455924987793,-0.00019347667694091797,2024,-0.027658000588417053,0.00024976959684863687,,0.2661018669605255,1763260095.2357512,0.040769271552562714,0.006435493938624859,0.115234375,1028.0,83840
,334.0,84.55147933959961,,2027,,,334.0,,1763260095.5026712,,,,,84137
,336.0,85.23847723007202,,2034,,,336.0,,1763260096.1896691,,,,,84813
,331.0,86.27858996391296,,2045,,,331.0,,1763260097.2297819,,,,,85801
,323.0,86.93432974815369,,2051,,,323.0,,1763260097.8855217,,,,,86467
0.0019049616530537605,,88.63210940361023,-0.0001785755157470703,2070,-0.014379709959030151,0.000247158226557076,,0.14643143117427826,1763260099.5833013,0.02087157964706421,0.004691019654273987,0.046875,1027.0,88192
0.0004985285922884941,,89.22273707389832,0.6757459044456482,2076,-0.004851710982620716,0.0002467742015141994,,0.21396824717521667,1763260100.173929,0.002868141047656536,0.00012792505731340498,0.01953125,1027.0,88832
0.009213090874254704,,90.6104941368103,0.3850340247154236,2093,0.032204337418079376,0.00024585254141129553,,0.28660547733306885,1763260101.561686,-0.014096083119511604,0.0015513988910242915,0.064453125,1029.0,90368
0.0038541918620467186,,90.72260880470276,0.5263651013374329,2094,-0.028232429176568985,0.0002457757364027202,,0.2411634773015976,1763260101.6738007,0.0117182033136487,8.044106652960181e-05,0.09765625,1029.0,90496
,311.0,92.62314295768738,,2117,,,311.0,,1763260103.5743349,,,,,92652
0.004651862196624279,,95.08093094825745,0.2693483829498291,2146,-0.02147732675075531,0.00024285714607685804,,0.30081093311309814,1763260106.0321229,0.015187875367701054,0.0015158139867708087,0.080078125,1033.0,95360
,378.0,95.20427083969116,,2148,,,378.0,,1763260106.1554627,,,,,95524
0.0405314639210701,,95.86891746520996,0.5472217798233032,2155,0.040644317865371704,0.0002423195110168308,,0.2180355191230774,1763260106.8201094,0.05564410611987114,0.00045926158782094717,0.05078125,1034.0,96256
0.005675262771546841,,97.22577595710754,0.428636372089386,2172,-0.006879173219203949,0.00024139785091392696,,0.2688233554363251,1763260108.1769679,-0.0059105223044753075,0.001187921385280788,0.0078125,1035.0,97792
,341.0,98.28197431564331,,2185,,,341.0,,1763260109.2331662,,,,,99033
0.0007789330556988716,,98.96131896972656,0.5040757656097412,2192,-0.004067271947860718,0.00024024577578529716,,0.23389437794685364,1763260109.9125109,0.002447989769279957,0.00011905880819540471,0.05078125,1036.0,99712
0.005599934607744217,,99.51819014549255,0.6332137584686279,2199,-0.045626647770404816,0.00023986175074242055,,0.2244447022676468,1763260110.469382,0.04844987392425537,2.7374004275770858e-05,0.025390625,1037.0,100352
,356.0,100.44909429550171,,2211,,,356.0,,1763260111.4002862,,,,,101473
0.00022329948842525482,,100.7892758846283,0.573789656162262,2214,0.008577406406402588,0.00023901689564809203,,0.2366754710674286,1763260111.7404678,-0.008298011496663094,7.403245945170056e-06,0.0,1038.0,101760
0.0033753206953406334,,101.24336099624634,0.05177640914916992,2220,-0.0093153677880764,0.00023870967561379075,,0.2789948284626007,1763260112.194553,0.012156965211033821,0.0005395957850851119,0.041015625,1038.0,102272
3.2600946724414825e-05,,101.46650719642639,-6.699562072753906e-05,2223,-8.113682270050049e-06,0.0002385560655966401,,0.17991666495800018,1763260112.417699,-0.0010917438194155693,134.2251739501953,0.0,1039.0,102528
0.0027329837903380394,,101.6876118183136,0.566435694694519,2225,-0.008539851754903793,0.00023840245557948947,,0.24752236902713776,1763260112.6388037,0.020715150982141495,1.3216438674135134e-05,0.0625,1039.0,102784
,374.0,101.71761655807495,,2226,,,374.0,,1763260112.6688085,,,,,102876
0.024134205654263496,,101.8325502872467,-8.499622344970703e-05,2227,-0.002533107064664364,0.00023832565057091415,,0.24433176219463348,1763260112.7837422,-0.0002480819821357727,0.006437522359192371,0.1015625,1039.0,102912
0.005150300450623035,,102.51488590240479,0.48762547969818115,2235,-0.031680624932050705,0.00023786482051946223,,0.2254481017589569,1763260113.4660778,0.022611642256379128,0.000853955396451056,0.015625,1039.0,103680
,368.0,103.04197931289673,,2241,,,368.0,,1763260113.9931712,,,,,104315
0.005159994587302208,,103.66868090629578,0.7019782662391663,2248,0.00237254798412323,0.00023709677043370903,,0.3183423578739166,1763260114.6198728,-0.00431351363658905,6.628779374295846e-07,0.0625,1040.0,104960
0.00025275256484746933,,103.78120946884155,-5.0067901611328125e-05,2250,-0.0010554641485214233,0.0002370199654251337,,0.22163167595863342,1763260114.7324014,-0.005731559358537197,135.18511962890625,0.01171875,1040.0,105088
,331.0,104.05360102653503,,2253,,,331.0,,1763260115.004793,,,,,105374
0.008799138478934765,,105.64897608757019,-0.00014507770538330078,2272,-0.03300650417804718,0.00023579108528792858,,0.2270406037569046,1763260116.600168,0.036499496549367905,0.006265828385949135,0.01953125,1041.0,107136
0.005852510221302509,,106.35773038864136,0.08686363697052002,2280,0.010388249531388283,0.00023533025523647666,,0.2113885134458542,1763260117.3089223,0.007607695646584034,0.0014332076534628868,0.013671875,1041.0,107904
0.005181103013455868,,107.60907912254333,0.4912249445915222,2295,-0.01348423957824707,0.00023448540014214814,,0.27912038564682007,1763260118.560271,0.01357947662472725,0.0017346709500998259,0.091796875,1042.0,109312
0.007411882281303406,,107.83315205574036,0.4308004379272461,2298,-0.004893135279417038,0.0002343317901249975,,0.16920900344848633,1763260118.784344,0.01689836010336876,0.0014901793329045177,0.0546875,1043.0,109568
0.005383804440498352,,108.87093305587769,0.40703052282333374,2310,-0.034960001707077026,0.00023364055959973484,,0.21270711719989777,1763260119.822125,0.04509098082780838,0.0019088120898231864,0.025390625,1043.0,110720
6.428640335798264e-05,,108.98528027534485,-1.3947486877441406e-05,2312,0.0004098527133464813,0.00023356375459115952,,0.2390073835849762,1763260119.9364722,0.0010790685191750526,0.005266455002129078,0.00390625,1043.0,110848
0.035457879304885864,,109.56429409980774,0.32624340057373047,2318,-0.02560972049832344,0.00023317972954828292,,0.2576896548271179,1763260120.515486,0.08721458911895752,0.00026794493896886706,0.0989583358168602,1044.0,111488
0.007307421416044235,,110.0155599117279,-8.893013000488281e-05,2324,0.026026159524917603,0.00023287250951398164,,0.19848929345607758,1763260120.9667518,-0.037934161722660065,0.005058602895587683,0.046875,1044.0,112000
0.0003341585397720337,,110.49972772598267,-0.1560518741607666,2329,0.005442103371024132,0.00023256528947968036,,0.21327932178974152,1763260121.4509196,-0.0036803409457206726,0.00014495884533971548,0.0,1044.0,112512
0.005401947535574436,,111.32218337059021,5.3763389587402344e-05,2339,-0.021872011944651604,0.00023202765441965312,,0.25983935594558716,1763260122.2733753,0.021994784474372864,0.006593033205717802,0.0078125,1045.0,113408
0.0008499529212713242,,112.09385299682617,-0.0004513263702392578,2348,-0.00950845330953598,0.00023149001935962588,,0.17995409667491913,1763260123.045045,0.007070031017065048,0.00014339953486341983,0.0546875,1045.0,114304
0.1482156366109848,,112.5846381187439,0.0024262070655822754,2354,-0.022913731634616852,0.0002311827993253246,,0.20115655660629272,1763260123.53583,0.12231652438640594,134.92733764648438,0.11328125,1045.0,114816
0.03114672377705574,,113.34131073951721,-1.463393211364746,2363,-0.06061132624745369,0.00023064516426529735,,0.35220128297805786,1763260124.2925026,0.10147451609373093,0.0002322988148080185,0.0703125,1046.0,115712
0.001983474940061569,,115.51059532165527,0.9491456747055054,2389,-0.01835748553276062,0.00022910906409379095,,0.17648258805274963,1763260126.4617872,-0.0023304689675569534,7.761472807032987e-05,0.09375,1049.0,118272
,362.0,118.5563805103302,,2426,,,362.0,,1763260129.5075724,,,,,121770
4.924740642309189e-05,,118.88968396186829,0.06982314586639404,2430,0.00167904794216156,0.00022680491383653134,,0.16719484329223633,1763260129.8408759,0.0008080871775746346,0.0012273836182430387,0.048828125,1051.0,122112
0.0371076762676239,,120.45097923278809,0.06473898887634277,2449,0.019863823428750038,0.00022572964371647686,,0.2881978154182434,1763260131.4021711,0.1356273591518402,132.57814025878906,0.18359375,1053.0,123904
0.03318989276885986,,121.84233689308167,0.7041581869125366,2465,-0.06681161373853683,0.00022480798361357301,,0.18344849348068237,1763260132.7935288,0.06632981449365616,7.321563316509128e-05,0.109375,1053.0,125440
0.016214068979024887,,124.03692483901978,0.9583619832992554,2493,-0.04841921478509903,0.0002232718834420666,,0.24924355745315552,1763260134.9881167,0.09024833142757416,0.00017529859906062484,0.037109375,1055.0,128000
0.08935714513063431,,124.9954822063446,0.11373984813690186,2506,-0.021132400259375572,0.00022258063836488873,,0.33694759011268616,1763260135.946674,0.09628739953041077,129.8356170654297,0.1328125,1056.0,129152
0.03202253207564354,,125.65150189399719,0.992455244064331,2514,-0.06318896263837814,0.00022211982286535203,,0.17095936834812164,1763260136.6026938,0.08370786905288696,0.0001142950713983737,0.103515625,1057.0,129920
,307.0,125.67619943618774,,2515,,,307.0,,1763260136.6273913,,,,,129990
0.009272103197872639,,126.08060002326965,0.9439207315444946,2520,-0.05109897255897522,0.00022181260283105075,,0.1717434525489807,1763260137.031792,0.05807233974337578,3.564528742572293e-05,0.029296875,1058.0,130432
,342.0,127.03016138076782,,2533,,,342.0,,1763260137.9813533,,,,,131619
,336.0,127.59488368034363,,2540,,,336.0,,1763260138.5460756,,,,,132287
0.0659068375825882,,128.24853825569153,0.9975789189338684,2547,-0.031048402190208435,0.00022027650265954435,,0.23260635137557983,1763260139.1997302,-0.02824237570166588,0.0015399527037516236,0.140625,1060.0,132992
