charts/episodic_return,global_step
23,23
19,42
28,70
15,85
11,96
15,111
15,126
29,155
22,177
28,205
12,217
26,243
15,258
36,294
19,313
15,328
13,341
11,352
16,368
20,388
27,415
25,440
11,451
33,484
18,502
26,528
15,543
13,556
16,572
24,596
15,611
22,633
15,648
40,688
21,709
15,724
23,747
49,796
17,813
35,848
11,859
12,871
25,896
18,914
11,925
48,973
15,988
23,1011
15,1026
11,1037
12,1049
17,1066
10,1076
42,1118
10,1128
17,1145
28,1173
15,1188
11,1199
13,1212
9,1221
13,1234
17,1251
14,1265
10,1275
12,1287
30,1317
11,1328
11,1339
11,1350
9,1359
13,1372
17,1389
15,1404
25,1429
11,1440
13,1453
11,1464
35,1499
12,1511
12,1523
17,1540
13,1553
12,1565
10,1575
16,1591
14,1605
24,1629
11,1640
9,1649
11,1660
10,1670
12,1682
12,1694
8,1702
17,1719
12,1731
9,1740
18,1758
16,1774
11,1785
22,1807
11,1818
9,1827
17,1844
9,1853
10,1863
10,1873
9,1882
15,1897
10,1907
27,1934
11,1945
8,1953
14,1967
13,1980
10,1990
11,2001
14,2015
8,2023
14,2037
16,2053
10,2063
9,2072
11,2083
11,2094
11,2105
10,2115
10,2125
14,2139
14,2153
13,2166
10,2176
20,2196
10,2206
11,2217
11,2228
15,2243
9,2252
9,2261
16,2277
9,2286
9,2295
11,2306
12,2318
11,2329
9,2338
13,2351
9,2360
9,2369
10,2379
8,2387
10,2397
9,2406
13,2419
9,2428
9,2437
10,2447
10,2457
11,2468
10,2478
10,2488
10,2498
10,2508
8,2516
11,2527
11,2538
15,2553
12,2565
11,2576
12,2588
10,2598
11,2609
8,2617
10,2627
11,2638
11,2649
9,2658
14,2672
10,2682
8,2690
11,2701
10,2711
15,2726
9,2735
9,2744
11,2755
10,2765
9,2774
10,2784
9,2793
8,2801
8,2809
10,2819
9,2828
11,2839
11,2850
10,2860
8,2868
18,2886
12,2898
13,2911
12,2923
11,2934
9,2943
9,2952
13,2965
11,2976
12,2988
9,2997
8,3005
10,3015
9,3024
10,3034
10,3044
12,3056
10,3066
9,3075
9,3084
12,3096
11,3107
11,3118
15,3133
9,3142
9,3151
11,3162
10,3172
11,3183
10,3193
9,3202
9,3211
14,3225
14,3239
9,3248
10,3258
9,3267
9,3276
11,3287
11,3298
10,3308
11,3319
12,3331
12,3343
13,3356
15,3371
12,3383
11,3394
17,3411
8,3419
13,3432
12,3444
10,3454
9,3463
14,3477
14,3491
11,3502
13,3515
12,3527
12,3539
9,3548
11,3559
10,3569
9,3578
11,3589
25,3614
19,3633
13,3646
11,3657
10,3667
13,3680
12,3692
11,3703
11,3714
13,3727
16,3743
18,3761
33,3794
12,3806
13,3819
17,3836
17,3853
17,3870
10,3880
15,3895
20,3915
11,3926
13,3939
18,3957
19,3976
25,4001
23,4024
23,4047
19,4066
35,4101
25,4126
9,4135
26,4161
14,4175
17,4192
22,4214
13,4227
35,4262
36,4298
37,4335
28,4363
82,4445
29,4474
32,4506
53,4559
57,4616
63,4679
92,4771
23,4794
45,4839
93,4932
60,4992
61,5053
69,5122
50,5172
54,5226
31,5257
15,5272
28,5300
36,5336
29,5365
21,5386
47,5433
24,5457
20,5477
26,5503
44,5547
43,5590
35,5625
36,5661
19,5680
31,5711
23,5734
38,5772
36,5808
28,5836
23,5859
26,5885
30,5915
31,5946
24,5970
33,6003
30,6033
30,6063
40,6103
40,6143
35,6178
125,6303
26,6329
33,6362
27,6389
46,6435
35,6470
49,6519
91,6610
34,6644
27,6671
63,6734
46,6780
60,6840
27,6867
35,6902
55,6957
30,6987
54,7041
74,7115
44,7159
50,7209
79,7288
58,7346
37,7383
70,7453
51,7504
68,7572
78,7650
95,7745
68,7813
43,7856
48,7904
55,7959
48,8007
78,8085
53,8138
87,8225
129,8354
70,8424
39,8463
59,8522
66,8588
74,8662
69,8731
77,8808
41,8849
69,8918
73,8991
57,9048
52,9100
63,9163
133,9296
56,9352
57,9409
50,9459
130,9589
43,9632
65,9697
48,9745
110,9855
60,9915
70,9985
55,10040
51,10091
37,10128
37,10165
59,10224
64,10288
99,10387
48,10435
141,10576
53,10629
53,10682
90,10772
45,10817
53,10870
55,10925
102,11027
62,11089
42,11131
50,11181
52,11233
77,11310
110,11420
50,11470
57,11527
63,11590
