losses/entropy,global_step,losses/clipfrac,charts/learning_rate,_runtime,losses/value_loss,_step,_timestamp,losses/old_approx_kl,losses/explained_variance,charts/episodic_length,losses/approx_kl,charts/episodic_return,losses/policy_loss,charts/SPS
0.19206398725509644,134784,0.00390625,0.00021920123253948987,129.2933578491211,0.006296700797975063,2235,1763260139.9694808,0.0003100316971540451,0.00014328956604003906,,0.0010608453303575516,,-0.003685746341943741,1067.0
0.10461883246898651,135424,0.044921875,0.00021881720749661326,129.83485555648804,0.0006641820073127747,2241,1763260140.5109785,0.013940351083874702,0.6353696584701538,,0.009695332497358322,,-0.01568720117211342,1068.0
0.15570780634880066,136192,0.1875,0.00021835637744516134,130.4906289577484,0.00014776186435483396,2248,1763260141.1667519,0.0412508025765419,0.47105997800827026,,0.10404977202415466,,-0.07212197035551071,1068.0
0.2142140120267868,136320,0.091796875,0.00021827957243658602,130.60457921028137,0.0019766383338719606,2250,1763260141.280702,0.03215567022562027,0.0008778572082519531,,0.08911427855491638,,-0.05190056562423706,1068.0
0.21666304767131805,136704,0.0859375,0.00021804915741086006,130.91991353034973,0.00014427890710067004,2253,1763260141.5960364,0.028667263686656952,0.5483732223510742,,0.0370992012321949,,-0.02903009206056595,1069.0
0.13763312995433807,138624,0.15234375,0.00021689708228223026,132.52679896354675,0.012955501675605774,2272,1763260143.2029219,0.022106196731328964,0.8943794965744019,,0.18008936941623688,,-0.07031581550836563,1070.0
0.16652505099773407,139392,0.16015625,0.00021643625223077834,133.01325917243958,2.769167986116372e-05,2280,1763260143.689382,0.06951102614402771,0.937958300113678,,0.03636918216943741,,-0.029960405081510544,1072.0
0.13749554753303528,140928,0.1223958358168602,0.0002155145921278745,134.32253122329712,0.0004784605116583407,2295,1763260144.9986541,0.03916691243648529,0.9470369815826416,,0.040963880717754364,,0.002429818734526634,1073.0
,141227,,,134.60141587257385,,2298,1763260145.2775388,,,500.0,,500.0,,
0.16675330698490143,142464,0.1484375,0.00021459293202497065,135.63665127754211,9.168396354652941e-05,2310,1763260146.3127742,0.011403444223105907,0.9542564153671265,,0.015476462431252003,,0.009438659995794296,1074.0
0.24659451842308044,142720,0.125,0.00021443932200782,135.85689973831177,0.0003741214459296316,2312,1763260146.5330226,-0.021340861916542053,0.9860849380493164,,0.007938072085380554,,0.03351694718003273,1074.0
0.2311829924583435,143232,0.115234375,0.00021413210197351873,136.30358815193176,0.009731386788189411,2318,1763260146.979711,0.0363081730902195,0.003609180450439453,,0.0290849432349205,,-0.012216279283165932,1075.0
,143727,,,136.7094326019287,,2322,1763260147.3855555,,,500.0,,500.0,,
0.11542969197034836,143872,0.09375,0.00021374807693064213,136.89446210861206,4.5849978050682694e-05,2324,1763260147.570585,0.06286726146936417,0.920582115650177,,0.05808082967996597,,-0.0663495734333992,1075.0
0.2173919379711151,144384,0.087890625,0.00021344085689634085,137.24783658981323,7.117839413695037e-05,2329,1763260147.9239595,0.06714221835136414,0.9548338651657104,,0.020706603303551674,,-0.04496365413069725,1076.0
0.2683836817741394,145408,0.083984375,0.00021282641682773829,138.18065309524536,0.0003921024326700717,2339,1763260148.856776,-0.008082568645477295,0.9345942139625549,,0.014680881053209305,,0.003375813364982605,1076.0
0.18579480051994324,145792,0.0390625,0.00021259600180201232,138.51350259780884,142.16729736328125,2343,1763260149.1896255,-0.021570080891251564,0.011890292167663574,,0.00620649941265583,,-0.0029715336859226227,1076.0
0.14297263324260712,146304,0.12109375,0.00021228878176771104,138.9948718547821,0.0006835515378043056,2348,1763260149.6709948,-0.04404769092798233,0.03722423315048218,,0.023631466552615166,,0.0008984208106994629,1076.0
0.16095583140850067,146944,0.05859375,0.00021190475672483444,139.55288434028625,0.0003162373905070126,2354,1763260150.2290072,0.033355463296175,0.9682337641716003,,0.004767702892422676,,-0.03684375435113907,1076.0
0.2379104346036911,147840,0.12890625,0.0002113671216648072,140.24930477142334,0.000735477136913687,2363,1763260150.9254277,0.10234121978282928,0.013756811618804932,,0.053331345319747925,,-0.06451892852783203,1077.0
0.2265867292881012,150528,0.021484375,0.0002097542310366407,142.58022570610046,5.8893994719255716e-05,2389,1763260153.2563486,0.006125873886048794,0.6786237359046936,,0.0007211314514279366,,-0.007284017279744148,1079.0
0.15307818353176117,154240,0.0234375,0.00020752688578795642,145.8494951725006,0.0063482322730124,2426,1763260156.525618,0.013652976602315903,0.005591213703155518,,0.0011952053755521774,,-0.028486967086791992,1080.0
,154727,,,146.28405356407166,,2430,1763260156.9601765,,,500.0,,500.0,,
0.15787960588932037,156672,0.119140625,0.00020606759062502533,148.04847741127014,0.0008866153657436371,2449,1763260158.7246003,0.01508159190416336,0.40150970220565796,,0.006590839475393295,,-0.031054658815264702,1080.0
,158227,,,149.4527313709259,,2465,1763260160.1288543,,,500.0,,500.0,,
0.27518022060394287,161152,0.09375,0.00020337941532488912,152.06563687324524,0.0003229815047234297,2493,1763260162.7417598,0.05378332734107971,-0.6043894290924072,,0.018080400303006172,,-0.02197059988975525,1081.0
0.24838227033615112,162432,0.025390625,0.00020261136523913592,153.21772575378418,0.0007519025239162147,2506,1763260163.8938487,0.0036132484674453735,0.4177972078323364,,0.008590309880673885,,-0.017243729904294014,1081.0
,163227,,,153.93347072601318,,2514,1763260164.6095936,,,500.0,,500.0,,
0.11778540164232254,163328,0.025390625,0.00020207373017910868,154.03468942642212,0.004790566861629486,2515,1763260164.7108123,0.002558465115725994,0.0038036704063415527,,0.0019500115886330605,,-0.0016780616715550423,1081.0
0.11712992936372757,163840,0.03515625,0.0002017665101448074,154.5157814025879,0.004680381156504154,2520,1763260165.1919043,0.04858500510454178,0.005576908588409424,,0.016430333256721497,,-0.02583722397685051,1081.0
,165227,,,155.68704223632812,,2533,1763260166.3631651,,,500.0,,500.0,,
0.0944606214761734,165888,0.0546875,0.00020053763000760227,156.3202223777771,0.0005811836454086006,2540,1763260166.9963453,0.055083978921175,0.5082106590270996,,0.019373886287212372,,-0.03261467069387436,1082.0
0.1867046356201172,166656,0.056640625,0.00020007679995615035,157.02479672431946,0.00261182920075953,2547,1763260167.7009196,-0.008646366186439991,-0.19055569171905518,,0.001543658785521984,,-0.006898015737533569,1082.0
0.1208946630358696,168960,0.05078125,0.0001986943098017946,159.10527229309082,0.0012272772146388888,2570,1763260169.7813952,0.03166503086686134,0.7451941967010498,,0.004119568504393101,,-0.03174678981304169,1082.0
0.2044391930103302,169088,0.08203125,0.00019861750479321927,159.2174940109253,0.0035661421716213226,2571,1763260169.893617,0.06121933087706566,-0.1109304428100586,,0.01979188621044159,,-0.0566805899143219,1082.0
,169727,,,159.7249047756195,,2577,1763260170.4010277,,,500.0,,500.0,,
0.1383630782365799,173056,0.1041666641831398,0.00019623656407929957,162.75124096870422,0.0038904757238924503,2610,1763260173.4273639,0.1364077478647232,0.9406102299690247,,0.058028966188430786,,-0.05237690359354019,1083.0
0.21160903573036194,175104,0.1276041716337204,0.00019500768394209445,164.36247897148132,0.005642841570079327,2630,1763260175.0386019,-0.07375212013721466,0.9890029430389404,,0.05376897752285004,,0.09282898902893066,1085.0
,175727,,,164.8198537826538,,2636,1763260175.4959767,,,500.0,,500.0,,
,176727,,,165.69606971740723,,2646,1763260176.3721926,,,500.0,,500.0,,
0.2066483199596405,176768,0.0833333358168602,0.00019400921883061528,165.7806851863861,0.02799726463854313,2647,1763260176.456808,-0.045511212199926376,0.3431873917579651,,0.04181375354528427,,-0.0698247179389,1086.0
0.2401570826768875,176896,0.1536458283662796,0.00019393241382203996,165.89808464050293,0.00032541132532060146,2648,1763260176.5742075,0.19160489737987518,0.9917482137680054,,0.07765908539295197,,-0.09096656739711761,1086.0
0.2433660328388214,178944,0.01171875,0.00019270353368483484,167.71142292022705,0.00011759035260183737,2668,1763260178.3875458,0.018680192530155182,0.992926299571991,,0.0019089113920927048,,-0.026779428124427795,1086.0
0.22187067568302155,179456,0.099609375,0.00019239631365053356,168.19310212135315,0.0003736443177331239,2673,1763260178.869225,-0.028713887557387352,0.9903432130813599,,0.06313789635896683,,-0.0014964938163757324,1086.0
0.21887758374214172,180480,0.05078125,0.000191781873581931,169.11551666259766,0.00017574340745341033,2683,1763260179.7916396,0.05036094784736633,0.9902212619781494,,0.01543615572154522,,-0.06457377970218658,1086.0
0.19520699977874756,180864,0.00390625,0.00019155145855620503,169.41943979263306,1.080219226423651e-05,2687,1763260180.0955627,-0.0038213590160012245,0.9945307374000549,,2.3457221686840057e-05,,0.003652576357126236,1087.0
0.18464264273643494,181120,0.0859375,0.0001913978485390544,169.64280557632446,0.0007594965281896293,2689,1763260180.3189285,0.02218315191566944,0.9911491274833679,,0.033479392528533936,,0.0018029790371656418,1087.0
0.13700002431869507,181376,0.03515625,0.00019124423852190375,169.86701202392578,0.00024722059606574476,2692,1763260180.543135,0.024449044838547707,0.9941631555557251,,0.007507862523198128,,-0.01726527139544487,1087.0
0.11999289691448212,185472,0.029296875,0.0001887864782474935,173.4210398197174,0.00022605744015891105,2732,1763260184.0971627,-0.007847929373383522,0.996001124382019,,0.0013126209378242493,,0.027835629880428314,1088.0
0.1553606539964676,187520,0.09375,0.00018755759811028838,175.09040665626526,0.00014538916002493352,2752,1763260185.7665296,0.12341166287660599,0.995698869228363,,0.05775756388902664,,-0.05697156488895416,1090.0
0.16131903231143951,188032,0.068359375,0.0001872503780759871,175.57846927642822,0.0003073092666454613,2757,1763260186.2545922,0.06580264121294022,0.9937362670898438,,0.030686665326356888,,-0.05728298798203468,1090.0
0.15531978011131287,189568,0.04296875,0.00018632871797308326,176.86222457885742,0.00011246898793615401,2772,1763260187.5383475,0.01080887857824564,0.9973378777503967,,0.0027723750099539757,,-0.02788548171520233,1090.0
0.1601312756538391,190592,0.0625,0.00018571429245639592,177.7798547744751,0.000642310013063252,2782,1763260188.4559777,0.14697356522083282,0.994998037815094,,0.05549870431423187,,-0.05480877310037613,1090.0
,191727,,,178.74941635131836,,2793,1763260189.4255393,,,500.0,,500.0,,
0.19444531202316284,194816,0.04296875,0.00018317972717341036,181.5965120792389,135.71817016601562,2824,1763260192.272635,0.12877696752548218,0.12186843156814575,,0.04612458497285843,,0.008552759885787964,1091.0
0.1919124573469162,196736,0.1875,0.00018202765204478055,183.19563126564026,141.0712432861328,2843,1763260193.8717542,0.15721704065799713,0.027450263500213623,,0.07075972855091095,,0.01781817153096199,1092.0
,198227,,,184.4160017967224,,2857,1763260195.0921247,,,500.0,,500.0,,
,200727,,,186.60346603393555,,2882,1763260197.279589,,,500.0,,500.0,,
0.20153474807739258,201600,0.1354166716337204,0.00017910906171891838,187.30825853347778,0.00018027957412414253,2890,1763260197.9843814,-0.04078962281346321,0.7340636253356934,,0.07949955016374588,,-0.048154525458812714,1094.0
0.25877952575683594,207616,0.126953125,0.00017549922631587833,192.68832421302795,3.977157030021772e-05,2949,1763260203.364447,0.1026102602481842,0.9634416103363037,,0.030711092054843903,,-0.07986104488372803,1094.0
,208727,,,193.53097224235535,,2960,1763260204.2070951,,,500.0,,500.0,,
,210227,,,194.81791377067566,,2975,1763260205.4940367,,,500.0,,500.0,,
0.11970207095146179,212480,0.03515625,0.0001725806505419314,196.77371883392334,0.0002255559666082263,2997,1763260207.4498417,0.011654268950223923,0.9479974508285522,,0.005838215351104736,,-0.011726915836334229,1096.0
0.17181803286075592,213888,0.095703125,0.00017173579544760287,198.04043626785278,3.139897307846695e-05,3011,1763260208.7165592,0.060821741819381714,0.9238757491111755,,0.029823722317814827,,-0.010833457112312317,1097.0
0.13295580446720123,217984,0.068359375,0.00016927803517319262,201.76069355010986,3.67314787581563e-05,3051,1763260212.4368165,0.01338423416018486,0.9529287815093994,,0.0044208066537976265,,-0.014929959550499916,1097.0
,218227,,,201.91193509101868,,3053,1763260212.588058,,,500.0,,500.0,,
0.2370360940694809,219520,0.12890625,0.00016835637507028878,203.11987686157227,5.014143425796647e-06,3066,1763260213.7959998,0.07924330234527588,0.9882628917694092,,0.04260953515768051,,-0.07380618155002594,1097.0
0.17909954488277435,219904,0.103515625,0.00016812596004456282,203.4544277191162,0.000347924476955086,3070,1763260214.1305506,0.002693440765142441,0.8164980411529541,,0.03383750841021538,,-0.02534324675798416,1097.0
,221227,,,204.55688881874084,,3083,1763260215.2330117,,,500.0,,500.0,,
,222727,,,205.84630250930786,,3098,1763260216.5224254,,,500.0,,500.0,,
,225727,,,208.1962113380432,,3127,1763260218.8723342,,,500.0,,500.0,,
0.20548850297927856,225920,0.103515625,0.00016451612464152277,208.3948757648468,0.00010684038716135547,3129,1763260219.0709987,-0.038382019847631454,0.9961431622505188,,0.045018263161182404,,-0.022100429981946945,1100.0
0.22764034569263458,227200,0.06640625,0.00016374807455576956,209.39245510101318,0.001838984084315598,3141,1763260220.068578,-0.02363440953195095,0.9988338947296143,,0.03931058570742607,,0.029533766210079193,1101.0
0.24983541667461395,227712,0.0,0.00016344085452146828,209.8384885787964,0.0012369317701086402,3146,1763260220.5146115,0.0017906874418258667,0.998967707157135,,0.00019862130284309387,,-2.8537586331367493e-05,1101.0
0.16147848963737488,230144,0.09765625,0.00016198157391045243,211.76209330558777,0.001805054722353816,3170,1763260222.4382162,0.1207730770111084,0.9963576197624207,,0.059890858829021454,,-0.053803451359272,1102.0
0.24209439754486084,231424,0.013671875,0.00016121352382469922,212.89999747276306,9.980885806726292e-05,3183,1763260223.5761204,-0.008714556694030762,0.998836874961853,,0.001797867938876152,,0.0011284351348876953,1102.0
0.23378363251686096,231936,0.025390625,0.00016090630379039794,213.38061332702637,0.00010172011388931423,3188,1763260224.0567362,0.029967468231916428,0.9983392953872681,,0.008930777199566364,,-0.044070638716220856,1102.0
0.156722754240036,234880,0.080078125,0.00015913978859316558,215.72295451164246,8.069375326158479e-05,3217,1763260226.3990774,-0.0037825386971235275,0.9942663311958313,,0.0062652938067913055,,-0.007932242006063461,1104.0
0.2917037010192871,235648,0.1171875,0.00015867895854171365,216.34477710723877,0.0008414308540523052,3224,1763260227.0209,0.015214827843010426,0.9785563349723816,,0.05038617178797722,,-0.07454448938369751,1104.0
0.27991077303886414,237952,0.16796875,0.0001572964683873579,218.20220637321472,0.0002542029833421111,3247,1763260228.8783293,0.18490411341190338,0.9987212419509888,,0.06538592278957367,,-0.08003050088882446,1106.0
,238227,,,218.4739089012146,,3250,1763260229.1500318,,,500.0,,500.0,,
,238727,,,218.85581803321838,,3255,1763260229.531941,,,500.0,,500.0,,
,239227,,,219.19700622558594,,3259,1763260229.8731291,,,500.0,,500.0,,
0.2792985439300537,240512,0.123046875,0.00015576036821585149,220.2992124557495,0.00016739798593334854,3272,1763260230.9753354,0.09214681386947632,0.9983431100845337,,0.02326570451259613,,-0.06872808933258057,1107.0
0.2419765591621399,240768,0.10546875,0.00015560675819870085,220.5638120174408,0.005710160825401545,3275,1763260231.239935,0.05105680972337723,0.23007577657699585,,0.07110076397657394,,-0.04921961948275566,1107.0
0.14673535525798798,240896,0.03515625,0.00015552995319012552,220.67543935775757,1.0600304449326359e-05,3276,1763260231.3515623,-0.014480732381343842,0.9988043308258057,,0.004692187532782555,,0.023458771407604218,1107.0
0.17668166756629944,242944,0.001953125,0.0001543010730529204,222.34148287773132,5.380467337090522e-05,3296,1763260233.0176058,0.004771329462528229,0.996067225933075,,0.001846788451075554,,-0.008415859192609787,1107.0
,247227,,,226.02036833763123,,3338,1763260236.6964912,,,500.0,,500.0,,
0.1636165827512741,248576,0.05078125,0.0001509216526756063,227.2078673839569,0.00026371906278654933,3351,1763260237.8839903,0.03750517964363098,0.9993350505828857,,0.00967460311949253,,-0.030206117779016495,1109.0
0.18388774991035461,249216,0.12890625,0.0001505376276327297,227.76581239700317,0.002567604184150696,3357,1763260238.4419353,0.02275346778333187,0.998947024345398,,0.03939104452729225,,0.012157978489995003,1109.0
0.24106863141059875,249472,0.1484375,0.00015038401761557907,228.03385186195374,0.0002362700179219246,3360,1763260238.7099748,0.08634498715400696,0.997783899307251,,0.03328751400113106,,-0.05522620677947998,1108.0
0.21675480902194977,253312,0.01953125,0.0001480798819102347,231.32479119300842,0.005133467726409435,3398,1763260242.000914,-0.000888090580701828,0.1758142113685608,,0.002106133848428726,,-0.0012415461242198944,1109.0
0.15856102108955383,253696,0.1484375,0.00014784946688450873,231.62527060508728,0.002808771561831236,3401,1763260242.3013935,-0.019145073369145393,0.9927240014076233,,0.030006490647792816,,-0.05227482318878174,1110.0
0.3154289722442627,254208,0.1484375,0.00014754224685020745,232.092426776886,0.004795360844582319,3406,1763260242.7685497,0.047784723341464996,0.9990237951278687,,0.07195565849542618,,-0.02203698456287384,1109.0
0.24379879236221313,255488,0.0,0.00014677419676445425,233.2041471004486,0.00014377823390532285,3419,1763260243.88027,0.004899492487311363,0.9990314841270447,,0.0005283933132886887,,-0.0005144849419593811,1110.0
,256227,,,233.78003406524658,,3426,1763260244.456157,,,500.0,,500.0,,
0.23994840681552887,256384,0.14453125,0.000146236561704427,233.95173478126526,3.936784924007952e-05,3428,1763260244.6278577,0.02475723996758461,0.9982904195785522,,0.005268211476504803,,-0.045883189886808395,1110.0
0.1833839863538742,257152,0.125,0.00014577573165297508,234.63906025886536,0.0006942839827388525,3435,1763260245.3151832,0.06750528514385223,0.9983625411987305,,0.027356253936886787,,-0.0385807529091835,1110.0
0.13465148210525513,258688,0.09765625,0.00014485407155007124,235.8520963191986,0.00040640379302203655,3450,1763260246.5282192,-0.02718384563922882,0.9969772696495056,,0.019438428804278374,,0.01068102940917015,1111.0
,258727,,,235.86882829666138,,3451,1763260246.5449512,,,500.0,,500.0,,
0.1761331558227539,259840,0.005859375,0.00014416282647289336,236.8317379951477,125.45695495605469,3462,1763260247.507861,0.001380348578095436,0.22287553548812866,,0.0038470765575766563,,-0.0036301743239164352,1111.0
0.2692086100578308,261248,0.056640625,0.00014331797137856483,238.09810280799866,0.003249396337196231,3476,1763260248.7742257,0.014061644673347473,0.22306835651397705,,0.023210667073726654,,-0.0320102833211422,1111.0
0.14506132900714874,261632,0.00390625,0.00014308755635283887,238.4628312587738,0.0006574668805114925,3479,1763260249.1389542,0.005971906706690788,0.9992371797561646,,0.0006105285137891769,,-0.014952324330806732,1111.0
0.14086119830608368,263552,0.1744791716337204,0.00014193548122420907,240.1681125164032,0.0006517275469377637,3498,1763260250.8442354,0.20721858739852905,0.9952547550201416,,0.12972615659236908,,-0.07825840264558792,1111.0
0.2529965937137604,264064,0.0833333358168602,0.0001416282611899078,240.60016012191772,0.0003075726854149252,3503,1763260251.276283,0.012813495472073555,0.9954496622085571,,0.03977857530117035,,-0.07056709378957748,1111.0
0.24402862787246704,265088,0.109375,0.00014101382112130523,241.43775248527527,0.0004758516151923686,3513,1763260252.1138754,0.02594243548810482,0.9986729025840759,,0.03255181759595871,,-0.07235874235630035,1112.0
0.1879933774471283,266240,0.0859375,0.00014032257604412735,242.37524509429932,0.004388233181089163,3525,1763260253.051368,0.07338345050811768,0.05818748474121094,,0.052905917167663574,,-0.057516761124134064,1112.0
0.2047724574804306,267520,0.015625,0.00013955452595837414,243.61072063446045,4.277819243725389e-05,3537,1763260254.2868435,-0.007166773080825806,0.9990071654319763,,0.00034940242767333984,,0.002979222685098648,1112.0
,269227,,,245.00191378593445,,3554,1763260255.6780367,,,500.0,,500.0,,
0.16867408156394958,269312,0.083984375,0.00013847925583831966,245.09757828712463,0.004077618010342121,3555,1763260255.7737012,0.1320888102054596,0.120918869972229,,0.07571324706077576,,-0.03898247703909874,1112.0
0.15146441757678986,271488,0.0,0.00013717358524445444,247.00693535804749,3.298780939076096e-05,3576,1763260257.6830583,0.0025526992976665497,0.9988647103309631,,9.606406092643738e-05,,-0.0049345120787620544,1112.0
,271727,,,247.15732622146606,,3578,1763260257.8334491,,,500.0,,500.0,,
0.16595271229743958,272000,0.0625,0.00013686636521015316,247.4367265701294,6.090758688515052e-05,3581,1763260258.1128495,0.050972748547792435,0.9985730051994324,,0.024849772453308105,,-0.048154279589653015,1113.0
0.15710675716400146,272768,0.048828125,0.00013640553515870124,248.1637167930603,0.009507576003670692,3589,1763260258.8398397,-0.027293356135487556,0.27198517322540283,,0.01406843587756157,,0.0031697675585746765,1112.0
,275227,,,250.30917143821716,,3613,1763260260.9852943,,,500.0,,500.0,,
0.19215844571590424,276224,0.056640625,0.0001343317999271676,251.1990396976471,0.0012012871447950602,3622,1763260261.8751626,-0.010467668995261192,0.9987953901290894,,0.003220483660697937,,-0.0016349256038665771,1113.0
0.19379335641860962,278016,0.052734375,0.0001332565298071131,252.78721928596497,3.6707519029732794e-05,3640,1763260263.4633422,0.01952430233359337,0.9990585446357727,,0.00765411090105772,,-0.04237348213791847,1113.0
0.20715968310832977,279680,0.09765625,0.00013225806469563395,254.23367643356323,0.000936646421905607,3656,1763260264.9097993,-0.01790495589375496,0.9993871450424194,,0.11739527434110641,,-0.045540958642959595,1113.0
0.2275579571723938,280960,0.033203125,0.00013149001460988075,255.38091039657593,3.339131944812834e-05,3669,1763260266.0570333,-0.006387241184711456,0.9991916418075562,,0.005516098812222481,,-0.008459001779556274,1113.0
0.23083792626857758,281984,0.0859375,0.00013087557454127818,256.2519030570984,0.00029712278046645224,3679,1763260266.928026,0.12279799580574036,0.9944433569908142,,0.03166805952787399,,-0.07784415781497955,1113.0
0.1777433156967163,282368,0.107421875,0.00013064515951555222,256.5388853549957,0.00020120682893320918,3683,1763260267.2150083,0.10251052677631378,0.9929021000862122,,0.028046201914548874,,-0.06412401795387268,1114.0
0.16824015974998474,282496,0.0859375,0.0001305683545069769,256.6491599082947,0.00014921532419975847,3684,1763260267.3252828,0.11420350521802902,0.9920490384101868,,0.05094212293624878,,-0.06487563252449036,1114.0
,285227,,,258.9715187549591,,3711,1763260269.6476417,,,500.0,,500.0,,
0.14640112221240997,285440,0.046875,0.00012880183930974454,259.1803152561188,0.00031293072970584035,3713,1763260269.8564382,-0.05289362370967865,0.9961682558059692,,0.007995795458555222,,0.035145848989486694,1114.0
0.20530760288238525,285696,0.1067708358168602,0.0001286482292925939,259.4225974082947,0.0003393864317331463,3715,1763260270.0987203,0.027263235300779343,0.9969886541366577,,0.043586112558841705,,-0.023529645055532455,1114.0
0.19218187034130096,287232,0.0989583358168602,0.00012772656918969005,260.6794240474701,0.0055676912888884544,3731,1763260271.355547,0.05625469237565994,0.2774888873100281,,0.0423237606883049,,-0.0763472467660904,1115.0
0.24460455775260925,287616,0.04296875,0.0001274961541639641,261.0118975639343,0.000341400591423735,3734,1763260271.6880205,0.027481025084853172,0.9991386532783508,,0.010150853544473648,,-0.02239028364419937,1115.0
,289727,,,262.8024671077728,,3755,1763260273.47859,,,500.0,,500.0,,
,291727,,,264.6077013015747,,3775,1763260275.2838242,,,500.0,,500.0,,
0.26297643780708313,292224,0.109375,0.0001247311884071678,264.9701974391937,0.011266278102993965,3779,1763260275.6463203,0.10986320674419403,0.995794415473938,,0.04429681599140167,,-0.09576202929019928,1115.0
,294727,,,267.04437470436096,,3804,1763260277.7204976,,,500.0,,500.0,,
0.1915157437324524,295040,0.0234375,0.00012304147821851075,267.351026058197,0.00010049485717900097,3807,1763260278.027149,0.00323677621781826,0.999485433101654,,0.0013499893248081207,,-0.010873861610889435,1116.0
0.17030994594097137,299136,0.140625,0.0001205837179441005,270.97318720817566,0.000848558556754142,3847,1763260281.64931,0.2545573115348816,0.9872730374336243,,0.11481627821922302,,-0.07416354864835739,1116.0
0.18071871995925903,302336,0.001953125,0.00011866359272971749,273.7515060901642,0.007792297750711441,3879,1763260284.427629,-0.005796743556857109,0.08598244190216064,,0.0009055342525243759,,-0.003553774207830429,1116.0
,302727,,,274.1233904361725,,3883,1763260284.7995133,,,500.0,,500.0,,
0.18089985847473145,302848,0.087890625,0.00011835637269541621,274.2322459220886,0.0036855386570096016,3884,1763260284.9083688,-0.012908793054521084,0.08684760332107544,,0.005337669514119625,,0.012417018413543701,1116.0
,303227,,,274.49554991722107,,3887,1763260285.1716728,,,500.0,,500.0,,
0.1513572335243225,303616,0.0,0.00011789554264396429,274.88380122184753,0.0004864860966335982,3891,1763260285.5599241,-0.002017785795032978,0.9989806413650513,,2.7635134756565094e-05,,0.003161562606692314,1117.0
0.132334902882576,304256,0.0078125,0.00011751151760108769,275.44814562797546,0.026181062683463097,3898,1763260286.1242685,-0.002746284008026123,0.3479268550872803,,0.0016313530504703522,,-0.025844242423772812,1117.0
,305727,,,276.73615407943726,,3912,1763260287.412277,,,500.0,,500.0,,
0.15999558568000793,306048,0.0078125,0.00011643625475699082,277.0761618614197,0.00015156654990278184,3915,1763260287.7522848,0.001642824150621891,0.9994443655014038,,0.0025907615199685097,,-0.002459682524204254,1116.0
0.17951056361198425,307328,0.0859375,0.00011566820467123762,278.1519865989685,0.0020629691425710917,3928,1763260288.8281095,0.08906987309455872,0.13092726469039917,,0.07103410363197327,,-0.03279070183634758,1117.0
0.21982693672180176,308992,0.1041666641831398,0.00011466973955975845,279.60591173171997,0.0010819801827892661,3944,1763260290.2820346,-0.04086018353700638,0.995041012763977,,0.07485520094633102,,-0.06352753937244415,1117.0
0.2518913447856903,309120,0.1276041716337204,0.00011459293455118313,279.7027566432953,0.003712862264364958,3945,1763260290.3788795,0.11308060586452484,0.9951512217521667,,0.06992228329181671,,-0.08686256408691406,1117.0
,309227,,,279.7403106689453,,3946,1763260290.4164336,,,500.0,,500.0,,
0.1536255180835724,310016,0.126953125,0.00011405529949115589,280.5050823688507,0.00010826568177435547,3954,1763260291.1812053,0.03840489313006401,0.9965143203735352,,0.0807393416762352,,-0.07741333544254303,1117.0
0.15491245687007904,310912,0.064453125,0.00011351766443112865,281.30974817276,9.265210974263027e-05,3963,1763260291.985871,0.04315754026174545,0.9985954761505127,,0.018656600266695023,,-0.035383373498916626,1117.0
0.15096154808998108,311552,0.0703125,0.00011313363938825205,281.8533296585083,0.0002129292261088267,3969,1763260292.5294526,0.006785079836845398,0.9993172287940979,,0.009411920793354511,,-0.01935797557234764,1117.0
,312727,,,282.89345479011536,,3981,1763260293.5695777,,,500.0,,500.0,,
0.11216849088668823,312960,0.009765625,0.00011228878429392353,283.10800075531006,6.97396244504489e-05,3983,1763260293.7841237,0.006173491477966309,0.9991078972816467,,0.0016775541007518768,,-0.01253604143857956,1117.0
0.21111424267292023,314368,0.001953125,0.000111443929199595,284.30578351020813,0.00030575692653656006,3997,1763260294.9819064,0.010632531717419624,0.9984055757522583,,0.0017380528151988983,,0.0001878943294286728,1117.0
,320727,,,289.8896396160126,,4059,1763260300.5657625,,,500.0,,500.0,,
0.18827398121356964,323584,0.0885416641831398,0.00010591397585812956,292.415385723114,0.001413865713402629,4087,1763260303.0915086,-0.06474585831165314,0.9872075915336609,,0.10396881401538849,,-0.04298406094312668,1118.0
0.18022330105304718,323968,0.0963541641831398,0.0001056835608324036,292.74392104148865,0.0003028603096026927,4091,1763260303.420044,0.00021479465067386627,0.9848572015762329,,0.036425020545721054,,-0.05628637969493866,1118.0
0.11925826966762543,325376,0.00390625,0.00010483871301403269,293.97859239578247,2.1407455278676935e-05,4105,1763260304.6547153,-0.004785642027854919,0.9984616041183472,,8.218921720981598e-05,,0.003230482339859009,1118.0
0.15059250593185425,325760,0.109375,0.00010460829798830673,294.31506967544556,0.0060633826069533825,4109,1763260304.9911926,0.009864211082458496,0.01947188377380371,,0.027212081477046013,,-0.02158161997795105,1118.0
0.193648099899292,326400,0.095703125,0.00010422427294543013,294.8664381504059,6.498352740891278e-05,4115,1763260305.542561,-0.06244829297065735,0.9988580346107483,,0.03671875596046448,,-0.03189487010240555,1118.0
0.18625260889530182,326784,0.046875,0.00010399385791970417,295.20394372940063,0.0017554685473442078,4119,1763260305.8800666,0.0043510980904102325,0.39760321378707886,,0.0007234923541545868,,0.015592982992529869,1118.0
