charts/episodic_return,global_step
9,9
14,23
16,39
16,55
17,72
21,93
19,112
25,137
28,165
65,230
20,250
16,266
17,283
19,302
12,314
65,379
71,450
23,473
14,487
10,497
12,509
28,537
22,559
85,644
30,674
25,699
23,722
21,743
41,784
19,803
26,829
26,855
57,912
46,958
44,1002
11,1013
38,1051
51,1102
31,1133
26,1159
11,1170
21,1191
14,1205
39,1244
20,1264
17,1281
47,1328
14,1342
16,1358
21,1379
12,1391
22,1413
14,1427
18,1445
10,1455
25,1480
12,1492
12,1504
17,1521
13,1534
10,1544
11,1555
16,1571
13,1584
15,1599
11,1610
12,1622
11,1633
18,1651
16,1667
13,1680
15,1695
14,1709
10,1719
14,1733
12,1745
8,1753
19,1772
11,1783
14,1797
11,1808
11,1819
10,1829
15,1844
13,1857
10,1867
10,1877
13,1890
10,1900
10,1910
11,1921
15,1936
9,1945
13,1958
12,1970
11,1981
10,1991
15,2006
11,2017
14,2031
11,2042
11,2053
16,2069
8,2077
10,2087
9,2096
10,2106
13,2119
8,2127
12,2139
8,2147
10,2157
8,2165
11,2176
9,2185
13,2198
9,2207
9,2216
11,2227
11,2238
12,2250
10,2260
10,2270
9,2279
8,2287
11,2298
9,2307
10,2317
12,2329
9,2338
12,2350
14,2364
10,2374
10,2384
10,2394
11,2405
11,2416
10,2426
9,2435
13,2448
11,2459
9,2468
12,2480
10,2490
12,2502
9,2511
9,2520
11,2531
10,2541
11,2552
11,2563
12,2575
10,2585
9,2594
12,2606
11,2617
10,2627
12,2639
12,2651
11,2662
11,2673
9,2682
8,2690
11,2701
9,2710
11,2721
12,2733
9,2742
9,2751
9,2760
10,2770
13,2783
9,2792
10,2802
11,2813
13,2826
9,2835
15,2850
10,2860
8,2868
9,2877
10,2887
10,2897
8,2905
10,2915
10,2925
11,2936
9,2945
8,2953
10,2963
9,2972
11,2983
10,2993
12,3005
10,3015
11,3026
9,3035
9,3044
9,3053
11,3064
9,3073
12,3085
13,3098
15,3113
11,3124
13,3137
11,3148
12,3160
10,3170
10,3180
8,3188
11,3199
10,3209
9,3218
12,3230
12,3242
