_runtime,losses/approx_kl,charts/learning_rate,_timestamp,charts/SPS,losses/clipfrac,charts/episodic_length,losses/policy_loss,_step,losses/value_loss,global_step,losses/old_approx_kl,losses/explained_variance,charts/episodic_return,losses/entropy
10.383183002471924,0.010659512132406235,0.0002958525437861681,1763260021.399404,1014.0,0.0234375,,-0.03874374181032181,273,1.398397445678711,7040,0.034807346761226654,0.5430740118026733,,0.2974455952644348
10.392150640487671,,,1763260021.4083717,,,49.0,,274,,7061,,,49.0,
10.987451076507568,,,1763260022.0036721,,,28.0,,292,,7709,,,28.0,
11.861934900283813,,,1763260022.878156,,,22.0,,327,,8595,,,22.0,
11.89244294166565,,,1763260022.908664,,,33.0,,330,,8670,,,33.0,
11.976658821105957,0.0032856594771146774,0.00029485407867468894,1763260022.9928799,1019.0,0.013671875,,-0.024549350142478943,332,16.59124183654785,8704,0.0034624189138412476,-0.02061176300048828,,0.41360223293304443
12.11907958984375,,,1763260023.1353006,,,19.0,,340,,8882,,,19.0,
12.922683477401733,0.006182027980685234,0.000294393248623237,1763260023.9389045,998.0,0.009765625,,0.05051140487194061,370,0.3137114346027374,9472,0.03302046284079552,-0.010261893272399902,,0.3732425272464752
13.71611475944519,0.001281636767089367,0.00029408602858893573,1763260024.7323358,971.0,0.0078125,,-0.022058401256799698,396,11.767498970031738,9984,0.01660897210240364,-0.0044825077056884766,,0.35863256454467773
14.359441041946411,,,1763260025.375662,,,21.0,,425,,10545,,,21.0,
14.785359382629395,,,1763260025.8015804,,,14.0,,441,,10841,,,14.0,
14.948141813278198,,,1763260025.9643629,,,15.0,,450,,10995,,,15.0,
15.416306018829346,,,1763260026.432527,,,21.0,,471,,11393,,,21.0,
15.661497592926025,0.004330829717218876,0.00029308756347745657,1763260026.6777186,953.0,0.001953125,,-0.00020058639347553253,481,5.757579326629639,11648,0.004932521842420101,0.04379868507385254,,0.38865333795547485
15.89457106590271,,,1763260026.910792,,,25.0,,490,,11850,,,25.0,
16.272274017333984,,,1763260027.288495,,,39.0,,504,,12215,,,39.0,
16.611913681030273,0.004150158725678921,0.00029254992841742933,1763260027.6281347,952.0,0.01171875,,-0.023172199726104736,515,5.591006278991699,12544,0.013545284979045391,0.13923484086990356,,0.3646538257598877
17.085580825805664,,,1763260028.1018019,,,50.0,,530,,13010,,,50.0,
17.42038583755493,,,1763260028.436607,,,50.0,,539,,13329,,,50.0,
18.087912797927856,,,1763260029.1041338,,,92.0,,555,,14028,,,92.0,
18.297800064086914,,,1763260029.314021,,,71.0,,559,,14217,,,71.0,
18.64982795715332,,,1763260029.666049,,,61.0,,568,,14603,,,61.0,
19.767351388931274,0.0010695736855268478,0.0002906298032030463,1763260030.7835724,964.0,0.00390625,,-0.013397874310612679,595,2.3458735942840576,15744,-0.0013846345245838165,0.8710996508598328,,0.3380160629749298
20.532477617263794,,,1763260031.5486987,,,76.0,,614,,16556,,,76.0,
21.17231559753418,,,1763260032.1885366,,,50.0,,630,,17245,,,50.0,
21.50936007499695,0.00015720538794994354,0.00028955453308299184,1763260032.5255811,970.0,0.0,,-0.0024298429489135742,636,0.23550426959991455,17536,0.00017778947949409485,0.9939618110656738,,0.2623733878135681
21.639803886413574,,,1763260032.656025,,,50.0,,640,,17692,,,50.0,
22.61409592628479,,,1763260033.630317,,,58.0,,664,,18699,,,58.0,
23.402766227722168,,,1763260034.4189873,,,63.0,,684,,19526,,,63.0,
23.609475135803223,0.00036122091114521027,0.0002882488479372114,1763260034.6256962,977.0,0.0,,0.002865969203412533,689,0.6988375782966614,19712,-0.0015922151505947113,0.9869780540466309,,0.2588522136211395
23.989261150360107,0.0003721201792359352,0.00028801843291148543,1763260035.0054822,977.0,0.0,50.0,0.006317459046840668,698,19.466096878051758,20096,0.009182034991681576,0.8440194129943848,50.0,0.2447844296693802
24.411826133728027,,,1763260035.4280472,,,62.0,,707,,20527,,,62.0,
25.281996250152588,,,1763260036.2982173,,,33.0,,729,,21462,,,33.0,
26.889384984970093,0.010718450881540775,0.00028625191771425307,1763260037.905606,982.0,0.044921875,,-0.04146827757358551,767,0.07658705115318298,23040,0.0047193365171551704,0.9618062973022461,,0.23583483695983887
27.13738441467285,,,1763260038.1536055,,,32.0,,775,,23319,,,32.0,
27.685571908950806,,,1763260038.701793,,,61.0,,788,,23869,,,61.0,
28.03060483932495,,,1763260039.046826,,,63.0,,797,,24233,,,63.0,
28.382771015167236,,,1763260039.398992,,,114.0,,806,,24616,,,114.0,
30.92064905166626,0.0022508110851049423,0.0002837941574398428,1763260041.93687,987.0,0.0,,-0.013189012184739113,863,0.08726224303245544,27136,0.004076024517416954,0.9992903470993042,,0.2334093302488327
31.296271562576294,,,1763260042.3124926,,,79.0,,872,,27590,,,79.0,
31.423183917999268,,,1763260042.439405,,,57.0,,876,,27744,,,57.0,
33.378883361816406,,,1763260044.3951044,,,68.0,,922,,29699,,,68.0,
33.72566866874695,0.0007016295567154884,0.00028202764224261045,1763260044.7418897,993.0,0.009765625,,0.013438031077384949,930,0.14711828529834747,30080,-0.0025182878598570824,-0.004983782768249512,,0.19744661450386047
34.03801417350769,,,1763260045.0542352,,,48.0,,938,,30442,,,48.0,
34.13986778259277,,,1763260045.1560888,,,44.0,,941,,30521,,,44.0,
34.15311670303345,,,1763260045.1693377,,,37.0,,942,,30558,,,37.0,
34.3857204914093,,,1763260045.4019415,,,51.0,,948,,30806,,,51.0,
35.448575258255005,0.0002944907173514366,0.00028095237212255597,1763260046.4647963,995.0,0.0,,0.0070900581777095795,974,0.11225387454032898,31872,-0.005247541703283787,-0.0029964447021484375,,0.19174566864967346
35.59577441215515,,,1763260046.6119955,,,51.0,,980,,32065,,,51.0,
35.8048894405365,0.002113720402121544,0.00028072195709683,1763260046.8211105,996.0,0.001953125,,0.001978479325771332,985,35.62166976928711,32256,0.012816134840250015,-0.0030115842819213867,,0.19842207431793213
36.92430853843689,,,1763260047.9405296,,,33.0,,1015,,33452,,,33.0,
37.45874238014221,,,1763260048.4749634,,,70.0,,1031,,34014,,,70.0,
38.020702600479126,0.0011894674971699715,0.00027933946694247425,1763260049.0369236,999.0,0.0,,-0.00405287928879261,1050,0.1818840205669403,34560,-0.0006483132019639015,-0.0009706020355224609,,0.264150470495224
38.06844711303711,,,1763260049.0846682,,,46.0,,1053,,34685,,,46.0,
38.30592966079712,,,1763260049.3221507,,,37.0,,1058,,34818,,,37.0,
39.05857038497925,,,1763260050.0747914,,,68.0,,1083,,35673,,,68.0,
39.34147500991821,,,1763260050.357696,,,53.0,,1091,,35948,,,53.0,
39.80183959007263,,,1763260050.8180606,,,41.0,,1106,,36384,,,41.0,
40.07807922363281,,,1763260051.0943003,,,44.0,,1118,,36723,,,44.0,
40.56894588470459,,,1763260051.585167,,,42.0,,1133,,37125,,,42.0,
40.85024166107178,,,1763260051.8664627,,,40.0,,1145,,37470,,,40.0,
41.305455684661865,,,1763260052.3216767,,,25.0,,1164,,37891,,,25.0,
41.45685005187988,,,1763260052.473071,,,19.0,,1172,,38090,,,19.0,
41.80210852622986,,,1763260052.8183296,,,37.0,,1181,,38292,,,37.0,
41.92512798309326,,,1763260052.941349,,,33.0,,1186,,38424,,,33.0,
42.1996009349823,,,1763260053.215822,,,23.0,,1197,,38762,,,23.0,
42.57096529006958,,,1763260053.5871863,,,34.0,,1213,,39149,,,34.0,
42.65188980102539,,,1763260053.6681108,,,25.0,,1215,,39174,,,25.0,
42.94976019859314,0.003087853081524372,0.0002764208766166121,1763260053.9659812,997.0,0.001953125,,-0.01320851594209671,1226,90.13671875,39424,-0.018862567842006683,-0.0013910531997680664,,0.35511669516563416
42.98688054084778,,,1763260054.0031016,,,21.0,,1230,,39505,,,21.0,
43.086039543151855,,,1763260054.1022606,,,24.0,,1234,,39577,,,24.0,
43.347164154052734,0.0066457344219088554,0.00027619049069471657,1763260054.3633852,997.0,0.03515625,,-0.03309814631938934,1245,59.00054168701172,39808,-0.00808009970933199,-0.0007958412170410156,,0.30378952622413635
43.94428491592407,,,1763260054.960506,,,31.0,,1271,,40334,,,31.0,
44.49868130683899,,,1763260055.5149024,,,26.0,,1299,,40896,,,26.0,
45.379112005233765,,,1763260056.395333,,,20.0,,1339,,41619,,,20.0,
45.389702796936035,,,1763260056.4059238,,,24.0,,1340,,41643,,,24.0,
45.82579183578491,,,1763260056.842013,,,26.0,,1363,,42097,,,26.0,
45.91578960418701,,,1763260056.9320107,,,23.0,,1365,,42120,,,23.0,
45.961636781692505,,,1763260056.9778578,,,26.0,,1370,,42225,,,26.0,
46.25573945045471,,,1763260057.2719605,,,27.0,,1380,,42416,,,27.0,
46.264240741729736,,,1763260057.2804618,,,18.0,,1381,,42434,,,18.0,
46.410948514938354,,,1763260057.4271696,,,25.0,,1388,,42581,,,25.0,
46.54107451438904,,,1763260057.5572956,,,25.0,,1395,,42717,,,25.0,
46.643298387527466,,,1763260057.6595194,,,23.0,,1399,,42782,,,23.0,
47.38157892227173,0.005702695809304714,0.0002740399504546076,1763260058.3978,987.0,0.01953125,,-0.029359973967075348,1432,45.83934783935547,43392,-0.028923403471708298,-0.0007159709930419922,,0.3527558445930481
47.390459060668945,,,1763260058.40668,,,23.0,,1433,,43409,,,23.0,
47.89277482032776,7.403921335935593e-05,0.00027380953542888165,1763260058.9089959,984.0,0.0,,0.0010642968118190765,1455,88.35955047607422,43776,0.005184468813240528,-0.0007780790328979492,,0.3621525764465332
47.895925760269165,,,1763260058.9121468,,,17.0,,1456,,43779,,,17.0,
47.903523206710815,,,1763260058.9197443,,,17.0,,1457,,43796,,,17.0,
49.13063335418701,,,1763260060.1468544,,,18.0,,1514,,44742,,,18.0,
49.270105838775635,,,1763260060.286327,,,18.0,,1521,,44843,,,18.0,
49.401589155197144,,,1763260060.4178102,,,12.0,,1527,,44931,,,12.0,
49.42185354232788,,,1763260060.4380746,,,21.0,,1529,,44974,,,21.0,
49.549588203430176,,,1763260060.5658092,,,18.0,,1534,,45060,,,18.0,
49.5933153629303,,,1763260060.6095364,,,18.0,,1536,,45092,,,18.0,
49.771865367889404,,,1763260060.7880864,,,15.0,,1543,,45196,,,15.0,
49.791435956954956,,,1763260060.807657,,,17.0,,1545,,45235,,,17.0,
49.798245906829834,,,1763260060.814467,,,13.0,,1546,,45248,,,13.0,
50.05398464202881,0.004317915067076683,0.0002728110703174025,1763260061.0702057,974.0,0.033203125,,-0.0027403458952903748,1558,57.9764518737793,45440,-0.0030058734118938446,-0.0008968114852905273,,0.3680325746536255
50.06022644042969,,,1763260061.0764475,,,16.0,,1559,,45451,,,16.0,
50.097309589385986,,,1763260061.1135306,,,17.0,,1563,,45523,,,17.0,
50.18810796737671,0.0012719901278614998,0.00027273426530882716,1763260061.204329,974.0,0.0,,0.0034881029278039932,1566,19.357648849487305,45568,0.023177148774266243,-0.0007091760635375977,,0.4124787151813507
50.57346749305725,1.6641803085803986e-05,0.0002725038502831012,1763260061.5896885,974.0,0.0,,0.0007212087512016296,1589,55.509727478027344,45952,-0.0005003632977604866,-0.0007556676864624023,,0.3385307490825653
50.73727869987488,0.0015061544254422188,0.0002724270452745259,1763260061.7534997,974.0,0.0,,0.00144871324300766,1597,36.71094512939453,46080,0.011178710497915745,-0.0006177425384521484,,0.3182857036590576
50.949378967285156,,,1763260061.9656,,,17.0,,1607,,46247,,,17.0,
50.970242500305176,,,1763260061.9864635,,,20.0,,1609,,46287,,,20.0,
50.9777410030365,,,1763260061.993962,,,16.0,,1610,,46303,,,16.0,
51.402515172958374,,,1763260062.4187362,,,16.0,,1638,,46717,,,16.0,
52.26899862289429,,,1763260063.2852197,,,20.0,,1687,,47403,,,20.0,
52.912073373794556,,,1763260063.9282944,,,11.0,,1732,,48007,,,11.0,
53.15218424797058,,,1763260064.1684053,,,15.0,,1745,,48179,,,15.0,
53.29827356338501,,,1763260064.3144946,,,11.0,,1753,,48269,,,11.0,
53.306007385253906,,,1763260064.3222284,,,14.0,,1754,,48283,,,14.0,
53.49193787574768,,,1763260064.508159,,,10.0,,1768,,48472,,,10.0,
53.623027324676514,,,1763260064.6392484,,,11.0,,1777,,48589,,,11.0,
54.21419334411621,,,1763260065.2304144,,,18.0,,1818,,49140,,,18.0,
54.359397172927856,,,1763260065.3756182,,,14.0,,1823,,49203,,,14.0,
54.962820529937744,,,1763260065.9790416,,,25.0,,1851,,49679,,,25.0,
55.34873986244202,,,1763260066.364961,,,42.0,,1868,,50082,,,42.0,
55.54967188835144,,,1763260066.565893,,,46.0,,1873,,50260,,,46.0,
55.77755618095398,0.07564152777194977,0.000269815674982965,1763260066.7937772,963.0,0.1796875,,-0.07953338325023651,1877,0.24263963103294373,50432,0.08662726730108261,0.16074615716934204,,0.2889748513698578
56.1176438331604,,,1763260067.1338649,,,144.0,,1886,,51001,,,144.0,
57.22303533554077,0.019452132284641266,0.00026850998983718455,1763260068.2392564,978.0,0.107421875,,-0.05623401701450348,1903,0.11900845915079117,52608,0.05447724461555481,0.13282042741775513,,0.44013282656669617
57.435667276382446,0.04154464229941368,0.0002683563798200339,1763260068.4518883,979.0,0.1041666641831398,,-0.05056829750537872,1906,0.15953746438026428,52864,0.006373720243573189,0.6160522103309631,,0.47694647312164307
58.524627923965454,,,1763260069.540849,,,500.0,,1918,,54122,,,500.0,
58.755040645599365,0.018119171261787415,0.0002675115247257054,1763260069.7712617,981.0,0.056640625,,-0.03847247734665871,1920,0.10858368128538132,54272,0.03489193320274353,-0.605110764503479,,0.37929922342300415
61.09157180786133,0.014440779574215412,0.000265975424554199,1763260072.1077929,985.0,0.103515625,,-0.04170413687825203,1945,0.10323634743690491,56832,0.022526727989315987,-0.6389241218566895,,0.3184437155723572
62.36677026748657,0.019330261275172234,0.00026513056945987046,1763260073.3829913,988.0,0.103515625,,-0.014327222481369972,1959,0.10597741603851318,58240,0.02393116056919098,0.00021278858184814453,,0.3107457160949707
63.652339935302734,0.019806839525699615,0.00026428571436554193,1763260074.668561,990.0,0.07421875,,0.0007624775171279907,1973,26.843839645385742,59648,-0.014974312856793404,-0.00020265579223632812,,0.3632017970085144
64.8115668296814,0.006189723499119282,0.00026351766427978873,1763260075.8277879,992.0,0.076171875,,-0.009773433208465576,1985,0.06455526500940323,60928,0.008982773870229721,-0.9292911291122437,,0.29895731806755066
65.41001749038696,0.004227308556437492,0.00026313363923691213,1763260076.4262385,993.0,0.04296875,,-0.026265475898981094,1991,0.06140035763382912,61568,0.02097385935485363,0.2296803593635559,,0.17934370040893555
66.37801790237427,,,1763260077.394239,,,500.0,,2002,,62622,,,500.0,
66.82827544212341,,,1763260077.8444965,,,500.0,,2007,,63122,,,500.0,
67.68554329872131,,,1763260078.7017643,,,500.0,,2016,,64122,,,500.0,
68.4673023223877,0.031397175043821335,0.0002611367090139538,1763260079.4835234,997.0,0.080078125,,-0.03556668013334274,2024,0.05003201961517334,64896,0.06920114904642105,-0.7393587827682495,,0.26542243361473083
68.69734025001526,0.007979987189173698,0.00026098309899680316,1763260079.7135613,998.0,0.029296875,,0.025544676929712296,2027,0.06837795674800873,65152,-0.008885608986020088,-4.482269287109375e-05,,0.2216300070285797
69.41645288467407,0.008291722275316715,0.00026052226894535124,1763260080.432674,999.0,0.083984375,,-0.013775821775197983,2034,0.043933432549238205,65920,0.015911314636468887,-1.6939189434051514,,0.3196789622306824
70.45068335533142,0.037529610097408295,0.00025983102386817336,1763260081.4669044,1000.0,0.0598958320915699,,-0.041219692677259445,2045,0.06095719709992409,67072,0.07524798810482025,-1.0032424926757812,,0.23733308911323547
70.92141914367676,,,1763260081.9376402,,,500.0,,2051,,67622,,,500.0,
72.70987963676453,,,1763260083.7261007,,,500.0,,2070,,69622,,,500.0,
73.27296710014343,0.004712557420134544,0.0002579877036623657,1763260084.2891881,1004.0,0.005859375,,-0.02063211053609848,2076,0.04750984534621239,70144,0.01821870356798172,6.586313247680664e-05,,0.2995740473270416
74.89288187026978,0.017829852178692818,0.0002569124335423112,1763260085.909103,1006.0,0.09375,,0.01499396376311779,2093,0.022296719253063202,71936,0.0029319748282432556,-1.5078110694885254,,0.26844409108161926
75.00612998008728,0.016793644055724144,0.00025683562853373587,1763260086.022351,1006.0,0.09375,,3.947317600250244e-05,2094,0.025941193103790283,72064,0.021189944818615913,-0.9378832578659058,,0.28206443786621094
77.12033033370972,0.0044455984607338905,0.0002554531383793801,1763260088.1365514,1009.0,0.037109375,,0.015203425660729408,2117,0.04386980086565018,74368,-0.007537937723100185,-1.4215688705444336,,0.23681733012199402
79.83733534812927,0.001418808475136757,0.00025368662318214774,1763260090.8535564,1011.0,0.076171875,,0.0099710151553154,2146,0.02120273932814598,77312,-0.006974490359425545,-0.8496382236480713,,0.13738957047462463
80.06189274787903,0.007696299813687801,0.0002535330131649971,1763260091.0781138,1012.0,0.05078125,,-0.0006593205034732819,2148,0.018492383882403374,77568,0.02242399752140045,-2.5759365558624268,,0.25611811876296997
80.65668964385986,0.0002587800845503807,0.0002531489881221205,1763260091.6729107,1012.0,0.005859375,,0.007251165807247162,2155,0.02179711125791073,78208,-0.006297598592936993,-6.67572021484375e-06,,0.19989536702632904
82.2873764038086,0.013649964705109596,0.0002520737471058965,1763260093.3035975,1014.0,0.046875,,-0.03008212149143219,2172,0.007089108228683472,80000,0.0490737110376358,-0.6923378705978394,,0.11467204988002777
83.54599094390869,0.00581542681902647,0.00025130569702014327,1763260094.562212,1014.0,0.04296875,,-0.0005765706300735474,2185,0.014472122304141521,81280,0.01006962452083826,-0.9639765024185181,,0.20086321234703064
84.26367545127869,0.010438102297484875,0.00025084486696869135,1763260095.2798965,1015.0,0.021484375,,0.0025254450738430023,2192,0.009408131241798401,82048,0.031765613704919815,-0.2994565963745117,,0.20449058711528778
84.84005379676819,0.0018484033644199371,0.00025046084192581475,1763260095.8562748,1015.0,0.029296875,,-0.0033082328736782074,2199,0.02467145398259163,82688,0.004426073282957077,-7.62939453125e-06,,0.14986182749271393
86.05330300331116,0.009490622207522392,0.00024969279184006155,1763260097.069524,1016.0,0.115234375,,-0.0044614896178245544,2211,0.006261794827878475,83968,0.024220043793320656,-1.091552972793579,,0.26846182346343994
86.28523015975952,0.007244722917675972,0.0002495391818229109,1763260097.3014512,1016.0,0.013671875,,0.00511152483522892,2214,82.05455017089844,84224,0.03607769310474396,-1.4781951904296875e-05,,0.16367295384407043
86.85104966163635,0.0046826135367155075,0.0002491551567800343,1763260097.8672707,1017.0,0.04296875,,0.013136304914951324,2220,0.006287685129791498,84864,-0.0012150164693593979,-1.5709071159362793,,0.20814135670661926
87.06922125816345,,,1763260098.0854423,,,500.0,,2223,,85122,,,500.0,
87.32797193527222,0.021663403138518333,0.000248847936745733,1763260098.344193,1017.0,0.13671875,,-0.042130447924137115,2225,0.013032102026045322,85376,0.06380996108055115,-2.017608880996704,,0.2916736304759979
87.44060969352722,0.0015341546386480331,0.0002487711317371577,1763260098.4568307,1017.0,0.0,,0.022614650428295135,2226,0.006771822459995747,85504,-0.015688801184296608,-1.9663660526275635,,0.22262954711914062
87.47896933555603,,,1763260098.4951904,,,500.0,,2227,,85622,,,500.0,
88.26550006866455,6.630551069974899e-05,0.00024823349667713046,1763260099.281721,1018.0,0.0,,-0.0018651597201824188,2235,0.008782843127846718,86400,0.0013161087408661842,-1.2372710704803467,,0.20256346464157104
88.83524298667908,0.0008250130340456963,0.00024784947163425386,1763260099.851464,1019.0,0.03125,,-0.01635054498910904,2241,0.003945964388549328,87040,0.005711407400667667,-1.5226483345031738,,0.15504227578639984
89.44007563591003,0.002341189421713352,0.00024746544659137726,1763260100.4562967,1019.0,0.04296875,,0.02991526573896408,2248,0.013233345001935959,87680,-0.014106004498898983,-1.621246337890625e-05,,0.11242914199829102
89.66380190849304,0.0026319632306694984,0.0002473118365742266,1763260100.680023,1019.0,0.0390625,,-0.019241943955421448,2250,0.0013594725169241428,87936,0.01131542306393385,-1.54050874710083,,0.1312021166086197
89.89040303230286,0.01409628801047802,0.000247158226557076,1763260100.906624,1020.0,0.025390625,,0.00413353368639946,2253,91.2553939819336,88192,0.033786576241254807,-1.4066696166992188e-05,,0.19414620101451874
91.66900491714478,,,1763260102.685226,,,500.0,,2272,,90122,,,500.0,
92.47933864593506,9.082257747650146e-06,0.00024546851636841893,1763260103.4955597,1022.0,0.0,,-0.0024642162024974823,2280,0.0010980304796248674,91008,0.0008918382227420807,-0.3602907657623291,,0.08022195100784302
93.86998128890991,0.011805563233792782,0.0002445468562655151,1763260104.8862023,1023.0,0.1328125,,-0.04039202630519867,2295,0.001011391868814826,92544,0.0502423420548439,-1.386038064956665,,0.1891525536775589
94.09793210029602,0.00794844888150692,0.00024439324624836445,1763260105.1141531,1023.0,0.09375,,-0.03514379635453224,2298,0.007444818038493395,92800,0.03087744489312172,-0.6503244638442993,,0.1962287724018097
95.31550121307373,0.006359143182635307,0.00024362519616261125,1763260106.3317223,1024.0,0.09765625,,-0.0181499682366848,2310,0.001869659055955708,94080,0.024035532027482986,-1.5380032062530518,,0.16059742867946625
95.43171977996826,0.00959988497197628,0.00024354839115403593,1763260106.4479408,1024.0,0.115234375,,-0.022358782589435577,2312,0.006180213298648596,94208,0.021952243521809578,-6.198883056640625e-06,,0.21208006143569946
96.03015804290771,3.11434268951416e-06,0.00024316436611115932,1763260107.046379,1024.0,0.005859375,,-0.0005536302924156189,2318,0.006240412592887878,94848,0.00048717111349105835,-0.12673020362854004,,0.17436698079109192
96.59105443954468,0.004706042818725109,0.00024278034106828272,1763260107.6072755,1025.0,0.01953125,,-0.04216541349887848,2324,0.0027491042856127024,95488,0.04330062493681908,-0.1716775894165039,,0.2566913962364197
97.07949042320251,0.000739426352083683,0.00024247312103398144,1763260108.0957115,1025.0,0.01953125,,0.01576641947031021,2329,0.0017876721685752273,96000,-0.008967050351202488,-0.5357580184936523,,0.13660362362861633
98.0227541923523,0.0026219449937343597,0.00024185868096537888,1763260109.0389752,1025.0,0.099609375,,0.014496535062789917,2339,0.0004023681103717536,97024,-0.009295418858528137,-2.029278516769409,,0.180860698223114
98.84687352180481,0.013027199544012547,0.00024132104590535164,1763260109.8630946,1026.0,0.095703125,,0.023239105939865112,2348,0.00048124519526027143,97920,0.006387293338775635,-2.0690064430236816,,0.2097984403371811
99.42000675201416,0.004072118550539017,0.00024093702086247504,1763260110.4362278,1026.0,0.01171875,,0.0028799008578062057,2354,0.000745797180570662,98560,0.0052096061408519745,-2.3652703762054443,,0.317538321018219
100.24472618103027,0.0004869215190410614,0.0002403993858024478,1763260111.2609472,1027.0,0.03515625,,-0.007814669981598854,2363,0.0009339761454612017,99456,0.003277478739619255,-0.20219457149505615,,0.15142163634300232
102.60339188575745,,,1763260113.619613,,,500.0,,2389,,102122,,,500.0,
106.0885534286499,0.007192609831690788,0.00023655913537368178,1763260117.1047745,1031.0,0.0703125,,-0.04382649064064026,2426,0.0026862735394388437,105856,0.05127379298210144,-0.9699357748031616,,0.2772449553012848
106.46719574928284,0.001269049011170864,0.00023632872034795582,1763260117.4834168,1031.0,0.005859375,,-0.012768391519784927,2430,0.006711090914905071,106240,0.005079769529402256,-8.58306884765625e-06,,0.19342057406902313
108.2024416923523,0.008803687058389187,0.00023517664521932602,1763260119.2186627,1032.0,0.052734375,,0.0051608942449092865,2449,124.3472671508789,108160,0.022482259199023247,-2.1457672119140625e-06,,0.3021726906299591
109.75338196754456,0.0016820644959807396,0.00023417819465976208,1763260120.769603,1033.0,0.046875,,-0.006870359182357788,2465,0.0011091784108430147,109824,0.009201115928590298,-0.4220038652420044,,0.16341042518615723
112.32156825065613,0.013205845840275288,0.00023248848447110504,1763260123.3377893,1034.0,0.10546875,,0.0183870792388916,2493,0.0048171160742640495,112640,0.005859776400029659,-3.814697265625e-06,,0.19212429225444794
113.62837076187134,0.0001826668158173561,0.00023164362937677652,1763260124.6445918,1035.0,0.0,,-0.004999769851565361,2506,6.494979061244521e-06,114048,0.003988825716078281,-1.6842668056488037,,0.205532506108284
114.318608045578,0.0012628883123397827,0.0002311827993253246,1763260125.334829,1035.0,0.01171875,,-0.01104658842086792,2514,0.001528800232335925,114816,0.007643617689609528,-0.48376524448394775,,0.12781837582588196
114.42989706993103,0.0024755727499723434,0.00023110599431674927,1763260125.446118,1035.0,0.044921875,,-0.009952008724212646,2515,0.00032703118631616235,114944,0.011989230290055275,-1.3341445922851562,,0.2045031189918518
114.92258548736572,0.0013302471488714218,0.000230798774282448,1763260125.9388065,1035.0,0.03125,,0.017719194293022156,2520,2.5485274818493053e-05,115456,-0.016504362225532532,-1.65059232711792,,0.32550254464149475
116.07753086090088,0.02083914913237095,0.0002300307241966948,1763260127.093752,1036.0,0.109375,,0.06663253903388977,2533,0.0043606944382190704,116736,-0.03464892879128456,-1.1801719665527344e-05,,0.13682617247104645
116.78906464576721,0.00032712332904338837,0.00022956989414524287,1763260127.8052857,1036.0,0.041015625,,-0.011771809309720993,2540,0.0001633084611967206,117504,0.004846835508942604,-1.179368019104004,,0.10688526183366776
