losses/old_approx_kl,losses/explained_variance,losses/policy_loss,losses/value_loss,charts/episodic_return,charts/SPS,charts/episodic_length,losses/entropy,_step,global_step,losses/approx_kl,losses/clipfrac,charts/learning_rate,_runtime,_timestamp
-0.03322387486696243,0.5134237408638,0.0591251477599144,6.179374395287596e-06,,1043.0,,0.3070070743560791,2515,117248,0.010841411538422108,0.052734375,0.0002297235041623935,116.27342247962952,1763260127.3031485
-0.014629120007157326,0.6277526617050171,0.019332215189933777,0.00010438793833600357,,1043.0,,0.06674003601074219,2520,117760,0.0006101224571466446,0.04296875,0.00022941628412809223,116.75164246559143,1763260127.7813685
0.017232604324817657,-1.5616416931152344e-05,0.045319415628910065,0.003669983707368374,,1044.0,,0.1783638298511505,2533,119040,0.008093967102468014,0.109375,0.00022864823404233903,117.89887022972107,1763260128.9285963
0.013708251528441906,0.05599862337112427,-0.001606382429599762,2.5833151084952988e-05,,1044.0,,0.17642271518707275,2540,119808,0.004881649278104305,0.04296875,0.0002281874039908871,118.56734704971313,1763260129.597073
,,,,500.0,,500.0,,2547,120531,,,,119.18201470375061,1763260130.2117407
0.008381479419767857,0.3997359871864319,-0.005719080567359924,1.3982944437884726e-06,,1046.0,,0.2890741527080536,2570,122880,0.002948741428554058,0.00390625,0.00022634408378507942,121.35456609725952,1763260132.3842921
0.004679501056671143,0.2936673164367676,-0.005568027496337891,4.293082747608423e-05,,1046.0,,0.18888239562511444,2571,123008,0.0005596820265054703,0.001953125,0.0002262672787765041,121.46549034118652,1763260132.4952164
,,,,500.0,,500.0,,2577,123531,,,,121.94180369377136,1763260132.9715297
0.019148755818605423,0.271263062953949,-0.021683109924197197,5.423076800070703e-06,,1048.0,,0.13801132142543793,2610,126976,0.004585718736052513,0.068359375,0.00022388632351066917,125.04726457595825,1763260136.0769906
-0.003776904195547104,0.6556464433670044,0.005065642297267914,4.59821276308503e-05,,1048.0,,0.1644824743270874,2630,129024,0.0013640299439430237,0.01953125,0.00022265744337346405,126.91121697425842,1763260137.940943
3.3183954656124115e-05,-4.649162292480469e-06,-8.124113082885742e-05,0.003280280390754342,,1048.0,,0.15807877480983734,2636,129536,9.008683264255524e-06,0.013671875,0.00022235022333916277,127.39404606819153,1763260138.423772
0.032738108187913895,-2.3126602172851562e-05,-0.029898209497332573,0.004245738498866558,,1049.0,,0.2123025357723236,2646,130560,0.008713768795132637,0.021484375,0.00022173579782247543,128.31204390525818,1763260139.34177
0.03794662654399872,0.838057279586792,-0.02810046635568142,3.8876416510902345e-05,,1049.0,,0.08001343905925751,2647,130688,0.013896957971155643,0.033203125,0.0002216589928139001,128.42794704437256,1763260139.457673
-0.0039025582373142242,0.8123337626457214,0.028856292366981506,1.4735542208654806e-07,,1049.0,,0.07991757243871689,2648,130816,0.001735839992761612,0.013671875,0.0002215821878053248,128.5371515750885,1763260139.5668776
0.01184522919356823,0.309068500995636,-0.023411765694618225,1.065230208041612e-06,,1050.0,,0.22630006074905396,2668,132864,0.003350077196955681,0.0234375,0.00022035330766811967,130.37945461273193,1763260141.4091806
-0.0028184177353978157,0.16251105070114136,0.0013794675469398499,4.908572373096831e-05,,1051.0,,0.18745826184749603,2683,134400,0.0005369419232010841,0.044921875,0.00021943164756521583,131.75194644927979,1763260142.7816725
0.004776949994266033,0.3005184531211853,0.017792891710996628,0.0001069379213731736,,1051.0,,0.20973318815231323,2687,134784,0.004695882089436054,0.03125,0.00021920123253948987,132.08394122123718,1763260143.1136672
,,,,500.0,,500.0,,2689,135031,,,,132.23486351966858,1763260143.2645895
-0.012584044598042965,0.34062111377716064,0.02493869513273239,3.1865380151430145e-05,,1051.0,,0.1571475863456726,2692,135296,0.006568911485373974,0.01953125,0.00021889401250518858,132.56508231163025,1763260143.5948083
0.015491753816604614,0.5793126821517944,-0.019409898668527603,5.628216968034394e-07,,1053.0,,0.1783778816461563,2732,139392,0.0016310345381498337,0.013671875,0.00021643625223077834,136.23281383514404,1763260147.2625399
-0.00790589302778244,0.5132191181182861,0.00654853880405426,2.1136700524948537e-05,,1053.0,,0.1786707639694214,2752,141440,0.00013280287384986877,0.0234375,0.0002152073720935732,138.11164546012878,1763260149.1413715
0.009946443140506744,0.4899323582649231,-0.008463229984045029,1.800550671759993e-05,,1054.0,,0.20599213242530823,2757,141952,0.0016903132200241089,0.05078125,0.00021490015205927193,138.55689811706543,1763260149.5866241
0.010786295868456364,0.36044055223464966,-0.011772271245718002,9.786149348656181e-06,,1054.0,,0.1712591052055359,2782,144512,0.001379464752972126,0.037109375,0.00021336405188776553,140.89471817016602,1763260151.9244442
0.016095662489533424,-3.5762786865234375e-06,-0.015784651041030884,0.0025340174324810505,,1055.0,,0.12045946717262268,2793,145536,0.0031164679676294327,0.056640625,0.00021274961181916296,141.8189868927002,1763260152.848713
-0.0009675174951553345,0.7760022282600403,0.007918544113636017,7.867486419854686e-05,,1056.0,,0.180375337600708,2824,148736,0.001419680193066597,0.001953125,0.00021082948660477996,144.70514631271362,1763260155.7348723
0.01447430718690157,-3.6835670471191406e-05,-0.033238910138607025,144.68577575683594,,1056.0,,0.12700672447681427,2843,150656,0.001670205034315586,0.001953125,0.00020967742602806538,146.4482705593109,1763260157.4779966
-0.006552224978804588,-1.9669532775878906e-05,0.020769186317920685,0.0044423658400774,,1057.0,,0.1199687123298645,2857,152064,0.000555872917175293,0.005859375,0.00020883257093373686,147.7250554561615,1763260158.7547815
-0.004473037086427212,0.5834629535675049,0.0035861022770404816,4.421070480020717e-05,,1058.0,,0.19717393815517426,2890,155520,5.483347922563553e-05,0.00390625,0.00020675883570220321,150.8541979789734,1763260161.883924
,,,,500.0,,500.0,,2949,161531,,,,156.26874566078186,1763260167.2984717
0.04895928502082825,-1.0848045349121094e-05,-0.006293784826993942,0.0018671589205041528,,1059.0,,0.16006720066070557,2960,162560,0.01239556260406971,0.095703125,0.0002025345602305606,157.2690987586975,1763260168.2988248
0.028124956414103508,-2.1219253540039062e-05,-0.028799012303352356,0.0026512807235121727,,1060.0,,0.12920548021793365,2975,164096,0.00439784862101078,0.01171875,0.00020161290012765676,158.66572618484497,1763260169.6954522
0.02589596062898636,0.7046293020248413,-0.043315596878528595,4.95858330396004e-07,,1060.0,,0.17757262289524078,2997,166400,0.006307854317128658,0.037109375,0.000200230409973301,160.75166511535645,1763260171.7813911
0.0008746832609176636,0.7326093912124634,0.018789827823638916,7.230012124637142e-05,,1061.0,,0.1721867322921753,3011,167808,0.0021995455026626587,0.005859375,0.00019938555487897247,162.0217478275299,1763260173.0514739
0.0087466761469841,0.6477010846138,-0.022499173879623413,3.8393969589378685e-05,,1062.0,,0.16352081298828125,3051,171904,0.00624442845582962,0.052734375,0.00019692780915647745,165.69590544700623,1763260176.7256315
0.008351248688995838,0.5936847925186157,-0.014735817909240723,2.15177824429702e-05,,1062.0,,0.14398755133152008,3066,173440,0.0016910890117287636,0.052734375,0.0001960061490535736,167.10811853408813,1763260178.1378446
0.08560630679130554,0.5609134435653687,-0.042276106774806976,2.580874934210442e-06,,1062.0,,0.1264834702014923,3070,173824,0.027545936405658722,0.0546875,0.00019577573402784765,167.44346809387207,1763260178.4731941
0.00676397979259491,-1.4662742614746094e-05,-0.006832352839410305,0.0032641850411891937,,1063.0,,0.19320912659168243,3083,175104,0.001285642385482788,0.001953125,0.00019500768394209445,168.5914409160614,1763260179.621167
0.049765411764383316,-1.5497207641601562e-05,-0.028858037665486336,144.9504852294922,,1063.0,,0.1703210473060608,3098,176640,0.011935262009501457,0.029296875,0.0001940860238391906,169.9733235836029,1763260181.0030496
0.04551737755537033,-1.0132789611816406e-05,-0.014281561598181725,0.0037328784819692373,,1064.0,,0.1432504951953888,3127,179584,0.01899396814405918,0.046875,0.00019231950864195824,172.65518522262573,1763260183.6849113
-0.004784117452800274,0.747564971446991,0.01074405387043953,5.875200258742552e-06,,1064.0,,0.11492408066987991,3129,179840,0.001965773291885853,0.033203125,0.0001921658986248076,172.87870693206787,1763260183.908433
,,,,500.0,,500.0,,3141,181031,,,,173.93738174438477,1763260184.9671078
,,,,500.0,,500.0,,3146,181531,,,,174.4150447845459,1763260185.4447708
,,,,500.0,,500.0,,3170,184031,,,,176.6077196598053,1763260187.6374457
0.015966523438692093,0.7074943780899048,-0.015229254961013794,1.7834863683674484e-05,,1065.0,,0.11318740993738174,3183,185344,0.0021775485947728157,0.029296875,0.00018886328325606883,177.83970761299133,1763260188.8694336
0.015558294020593166,0.7006757259368896,0.016946405172348022,9.941704774973914e-07,,1065.0,,0.14886930584907532,3188,185856,0.0053571732714772224,0.01953125,0.00018855606322176754,178.28254580497742,1763260189.3122718
0.04169948026537895,0.7772458791732788,-0.022255349904298782,1.8604951037559658e-05,,1066.0,,0.1526290625333786,3217,188800,0.009806648828089237,0.046875,0.00018678954802453518,180.94237303733826,1763260191.972099
,,,,500.0,,500.0,,3224,189531,,,,181.5444371700287,1763260192.5741632
0.0020078886300325394,0.7242671251296997,-0.00332033634185791,4.058234844706021e-05,,1066.0,,0.1334947943687439,3247,191872,0.00022679567337036133,0.00390625,0.00018494624237064272,183.71250009536743,1763260194.7422261
0.0028485367074608803,-9.179115295410156e-06,0.01602349802851677,144.82174682617188,,1067.0,,0.1138240322470665,3250,192128,0.001833978109061718,0.009765625,0.00018479263235349208,183.93614029884338,1763260194.9658663
-0.014895536936819553,-8.463859558105469e-06,0.02260182797908783,0.003446734743192792,,1067.0,,0.2320844531059265,3255,192640,0.006610319949686527,0.03125,0.0001844854123191908,184.39413213729858,1763260195.4238582
,,,,500.0,,500.0,,3259,193031,,,,184.7695803642273,1763260195.7993064
-0.017590872943401337,0.9009643793106079,0.05504530668258667,0.0004212640633340925,,1067.0,,0.08294624090194702,3275,194688,0.004054013639688492,0.017578125,0.00018325653218198568,186.25028347969055,1763260197.2800095
0.012735191732645035,0.6612027287483215,-0.015871161594986916,3.1307354220189154e-07,,1067.0,,0.1059194952249527,3276,194816,0.0005482565611600876,0.0,0.00018317972717341036,186.3629653453827,1763260197.3926914
-0.0010438906028866768,0.3608928322792053,0.0014454331248998642,1.6789788787718862e-05,,1068.0,,0.12339708209037781,3296,196864,0.0010991869494318962,0.0,0.00018195084703620523,188.2088623046875,1763260199.2385883
0.011763732880353928,-6.079673767089844e-06,-0.0015556886792182922,145.2196807861328,,1068.0,,0.23497368395328522,3338,201088,0.004263083450496197,0.017578125,0.00017941628175321966,192.07562565803528,1763260203.1053517
0.09311389923095703,0.8743357062339783,-0.04498632252216339,0.0001231792994076386,,1069.0,,0.17757461965084076,3351,202496,0.04497861862182617,0.125,0.00017857142665889114,193.2924234867096,1763260204.3221495
,,,,500.0,,500.0,,3357,203031,,,,193.74640154838562,1763260204.7761276
0.0038271071389317513,0.6753318309783936,-0.004028951749205589,3.930105776817072e-06,,1069.0,,0.1778382509946823,3360,203392,0.0003739474341273308,0.0,0.0001780337915988639,194.10761070251465,1763260205.1373367
-0.002581024542450905,0.8057374954223633,0.0018763002008199692,0.00035519947414286435,,1069.0,,0.20886960625648499,3398,207232,0.0006251540035009384,0.00390625,0.0001757296413416043,197.5664405822754,1763260208.5961666
,,,,500.0,,500.0,,3401,207531,,,,197.80548620224,1763260208.8352122
,,,,500.0,,500.0,,3406,208031,,,,198.2817051410675,1763260209.3114312
-0.0006626565009355545,0.6716564893722534,0.00015857070684432983,9.421455615665764e-08,,1070.0,,0.2046709656715393,3419,209408,0.00023580901324748993,0.0,0.00017442395619582385,199.52496671676636,1763260210.5546927
0.00023771822452545166,-1.1920928955078125e-06,-0.0009556710720062256,0.0017674155533313751,,1070.0,,0.0784529447555542,3426,210048,7.208436727523804e-06,0.0078125,0.00017403994570486248,200.0828037261963,1763260211.1125298
0.007392204366624355,0.6952085494995117,-0.00793558731675148,2.277078601764515e-05,,1070.0,,0.254832923412323,3428,210304,0.016885172575712204,0.0546875,0.00017388633568771183,200.3313868045807,1763260211.3611128
,,,,500.0,,500.0,,3435,211031,,,,200.92425155639648,1763260211.9539776
,,,,500.0,,500.0,,3450,212531,,,,202.3185305595398,1763260213.3482566
-0.00944417342543602,-3.933906555175781e-06,0.005742829293012619,0.002282883273437619,,1070.0,,0.21426180005073547,3451,212608,0.002195579931139946,0.04296875,0.00017250384553335607,202.41177940368652,1763260213.4415054
0.008923614397644997,0.7870153188705444,-0.01179254800081253,0.00024637486785650253,,1071.0,,0.07044325768947601,3462,213760,0.0017646867781877518,0.00390625,0.0001718126004561782,203.454439163208,1763260214.4841652
0.009092550724744797,0.9363558888435364,-0.005261950194835663,0.00024775881320238113,,1071.0,,0.18598632514476776,3476,215168,0.0005049146711826324,0.0,0.00017096774536184967,204.75201654434204,1763260215.7817426
,,,,500.0,,500.0,,3479,215531,,,,205.01430702209473,1763260216.044033
0.0006681233644485474,0.8456081748008728,-0.0012441575527191162,3.168835064570885e-06,,1071.0,,0.26342228055000305,3498,217472,1.089833676815033e-05,0.0,0.0001695852552074939,206.8399522304535,1763260217.8696783
0.0035601602867245674,0.7929736971855164,-0.008278274908661842,1.6119747670018114e-06,,1071.0,,0.15109509229660034,3503,217984,0.0003838809207081795,0.00390625,0.00016927803517319262,207.28524041175842,1763260218.3149664
-0.0046994248405098915,0.9585649967193604,0.0139908567070961,1.510882611910347e-06,,1071.0,,0.06355852633714676,3513,219008,0.008073900826275349,0.046875,0.00016866359510459006,208.20857429504395,1763260219.2383003
0.013493151403963566,0.9035671949386597,-0.011414414271712303,0.000864407338667661,,1072.0,,0.10959523916244507,3525,220160,0.004506408236920834,0.02734375,0.00016797235002741218,209.2410798072815,1763260220.2708058
-0.010779343545436859,0.6309971809387207,0.02459747903048992,2.9263710530358367e-06,,1072.0,,0.12588155269622803,3537,221440,0.00253467820584774,0.037109375,0.00016720429994165897,210.38843941688538,1763260221.4181654
0.02523116022348404,-4.649162292480469e-06,-0.040152985602617264,0.003451187629252672,,1072.0,,0.1322997510433197,3554,223104,0.003009047359228134,0.00390625,0.0001662058348301798,211.91690397262573,1763260222.94663
0.03962523117661476,0.8173537850379944,-0.02840459533035755,0.0002379642683081329,,1072.0,,0.18976518511772156,3555,223232,0.006964896805584431,0.064453125,0.0001661290298216045,212.04979848861694,1763260223.0795245
0.03840436786413193,0.8109472990036011,-0.0394463986158371,8.565482858102769e-06,,1072.0,,0.15073268115520477,3576,225408,0.005546180531382561,0.044921875,0.00016482334467582405,214.02489590644836,1763260225.054622
0.06576898694038391,-3.5762786865234375e-07,-0.040268007665872574,0.002395923249423504,,1072.0,,0.1611829251050949,3578,225536,0.0285788644105196,0.103515625,0.00016474653966724873,214.13850355148315,1763260225.1682296
0.011898642405867577,0.8814672231674194,-0.017250075936317444,1.8162609194405377e-09,,1072.0,,0.14805902540683746,3581,225920,0.0013688057661056519,0.01953125,0.00016451612464152277,214.46954703330994,1763260225.499273
0.00128098763525486,0.9253849983215332,-0.0071947299875319,6.044590008968953e-06,,1072.0,,0.1891619712114334,3589,226688,0.00025810301303863525,0.0,0.00016405529459007084,215.18052744865417,1763260226.2102535
-0.0021992959082126617,-5.7220458984375e-06,-0.01866581104695797,145.6720428466797,,1073.0,,0.13761958479881287,3613,229120,0.0010546427220106125,0.001953125,0.00016259599942713976,217.37303471565247,1763260228.4027607
,,,,500.0,,500.0,,3656,233531,,,,221.3230938911438,1763260232.35282
0.018695414066314697,0.5873875617980957,-0.03600495308637619,3.2723037293180823e-06,,1074.0,,0.2017114907503128,3669,234880,0.004218489862978458,0.021484375,0.00015913978859316558,222.5745861530304,1763260233.6043122
0.0007313750684261322,0.9065361022949219,-0.001276358962059021,2.503857103874907e-07,,1074.0,,0.18484196066856384,3679,235904,0.0017765797674655914,0.0,0.00015852534852456301,223.50245070457458,1763260234.5321767
-0.00021245889365673065,0.8448837399482727,-0.0053484030067920685,6.309970558504574e-06,,1074.0,,0.1136302575469017,3683,236288,0.0023322105407714844,0.0546875,0.00015829493349883705,223.83707451820374,1763260234.8668005
0.024659443646669388,0.6186575889587402,-0.0019693300127983093,2.8947251848876476e-06,,1074.0,,0.172333762049675,3684,236416,0.0066451579332351685,0.013671875,0.00015821812849026173,223.94847345352173,1763260234.9781995
0.011059434153139591,-3.933906555175781e-06,0.0025843847543001175,145.50157165527344,,1074.0,,0.19711317121982574,3711,239104,0.004133761860430241,0.025390625,0.00015660522331018,226.3564257621765,1763260237.3861518
-0.0032885167747735977,0.9373491406440735,0.009950609877705574,1.768900801835116e-06,,1074.0,,0.25073012709617615,3713,239360,0.00424019992351532,0.041015625,0.00015645161329302937,226.6141963005066,1763260237.6439223
,,,,500.0,,500.0,,3715,239531,,,,226.74146032333374,1763260237.7711864
0.026260480284690857,-4.649162292480469e-06,-0.034860990941524506,0.0033290626015514135,,1075.0,,0.29210805892944336,3731,241152,0.0040759555995464325,0.009765625,0.00015537634317297488,228.2110559940338,1763260239.240782
,,,,500.0,,500.0,,3734,241531,,,,228.47433471679688,1763260239.5040607
-0.0014709606766700745,-3.0994415283203125e-06,0.004964329302310944,0.002245788462460041,,1075.0,,0.14238697290420532,3755,243584,0.0005558617413043976,0.0,0.0001539170480100438,230.40007853507996,1763260241.4298046
0.01696189120411873,-3.2186508178710938e-06,-0.00908635277301073,0.00233692629262805,,1075.0,,0.18810030817985535,3775,245632,0.0018724389374256134,0.00390625,0.00015268816787283868,232.25434732437134,1763260243.2840734
,,,,500.0,,500.0,,3779,246031,,,,232.59320902824402,1763260243.622935
0.03982861340045929,-3.4570693969726562e-06,0.0015851892530918121,0.0017140306299552321,,1075.0,,0.22043293714523315,3804,248576,0.005252983421087265,0.02734375,0.0001509216526756063,234.9665286540985,1763260245.9962547
0.0033273091539740562,0.8559044599533081,-0.005331495776772499,1.5175323824223597e-05,,1075.0,,0.16088540852069855,3807,248960,6.860587745904922e-05,0.0,0.00015069123764988035,235.30114483833313,1763260246.3308709
,,,,500.0,,500.0,,3847,253031,,,,238.91252160072327,1763260249.9422476
0.013569851405918598,0.8226900100708008,-0.009863421320915222,0.0006488333456218243,,1076.0,,0.13062939047813416,3879,256256,0.001848665066063404,0.01953125,0.00014631336671300232,241.96817350387573,1763260252.9978995
0.005555129610002041,0.7900317907333374,-0.01497882790863514,0.000708325591403991,,1076.0,,0.17544235289096832,3884,256768,0.001014898531138897,0.0,0.00014600614667870104,242.44529223442078,1763260253.4750183
,,,,500.0,,500.0,,3887,257031,,,,242.66901874542236,1763260253.6987448
,,,,500.0,,500.0,,3891,257531,,,,243.06577968597412,1763260254.0955057
0.0023549841716885567,0.9349798560142517,-0.009112592786550522,0.00014473537157755345,,1076.0,,0.18462052941322327,3898,258176,0.003501507453620434,0.0234375,0.00014516129158437252,243.73659133911133,1763260254.7663174
-0.011208494193851948,-3.4570693969726562e-06,0.008466534316539764,0.0018634749576449394,,1076.0,,0.18361598253250122,3912,259584,0.008044618181884289,0.0390625,0.000144316436490044,245.0173716545105,1763260256.0470977
6.150268018245697e-05,0.8343608975410461,0.0009307265281677246,7.886726962169632e-06,,1076.0,,0.25302398204803467,3915,259968,4.960782825946808e-05,0.0,0.00014408602146431804,245.38719606399536,1763260256.416922
-0.0066891806200146675,0.7638536691665649,0.0004816502332687378,0.00014085859584156424,,1076.0,,0.19960631430149078,3928,261248,0.005631613545119762,0.046875,0.00014331797137856483,246.58642840385437,1763260257.6161544
-0.010380886495113373,0.8668510317802429,0.009808480739593506,2.1483028831426054e-06,,1076.0,,0.10994116216897964,3944,262912,0.0005152709782123566,0.0,0.00014231950626708567,248.06744408607483,1763260259.09717
0.017180824652314186,-5.960464477539062e-07,-4.589557647705078e-06,0.002345409244298935,,1076.0,,0.16911116242408752,3946,263040,0.00784137099981308,0.0546875,0.00014224270125851035,248.18128728866577,1763260259.2110133
0.02697642147541046,0.7333776950836182,-0.028506997972726822,2.1339477825677022e-05,,1076.0,,0.11397004872560501,3963,264832,0.005273305810987949,0.0234375,0.00014116743113845587,249.81217885017395,1763260260.8419049
-0.007342735305428505,-4.172325134277344e-06,0.0006458982825279236,0.0010457639582455158,,1077.0,,0.16625049710273743,3981,266624,0.000845806673169136,0.001953125,0.00014009216101840138,251.39588475227356,1763260262.4256108
0.0297418050467968,0.8704591989517212,-0.024646565318107605,4.832903869100846e-06,,1077.0,,0.2669651508331299,3997,268288,0.005228009074926376,0.013671875,0.00013909369590692222,252.91921973228455,1763260263.9489458
-0.0004986748099327087,-1.430511474609375e-06,-0.0006403662264347076,0.0022640731185674667,,1078.0,,0.14976491034030914,4059,274560,8.660927414894104e-05,0.0,0.00013533026503864676,258.56637167930603,1763260269.5960977
0.0031204912811517715,0.893130362033844,-0.00155634805560112,8.327870091306977e-07,,1078.0,,0.17296770215034485,4087,277504,9.0060755610466e-05,0.0,0.0001335637498414144,261.2384648323059,1763260272.2681909
0.03147747740149498,0.838580846786499,-0.011908456683158875,7.610802640556358e-06,,1078.0,,0.2322576642036438,4091,277888,0.009524782188236713,0.0390625,0.00013333333481568843,261.58966875076294,1763260272.6193948
0.005277164280414581,0.8290189504623413,-0.0024987012147903442,3.38289792125579e-05,,1078.0,,0.1587153673171997,4105,279296,0.0011656302958726883,0.0,0.0001324884797213599,262.84579849243164,1763260273.8755245
0.005513058044016361,0.929536759853363,-0.010224263183772564,0.00030576842254959047,,1078.0,,0.20402099192142487,4109,279680,0.004086804576218128,0.01171875,0.00013225806469563395,263.2191741466522,1763260274.2489002
-0.008504203520715237,0.7505882978439331,0.011876635253429413,5.771407813881524e-06,,1078.0,,0.17841869592666626,4115,280320,0.004877372644841671,0.017578125,0.00013187403965275735,263.774276971817,1763260274.804003
0.01070607639849186,0.822643518447876,-0.01818481832742691,0.00029634925886057317,,1078.0,,0.13964812457561493,4119,280704,0.0049925269559025764,0.013671875,0.00013164362462703139,264.14637517929077,1763260275.1761012
0.004613247700035572,0.8216775059700012,-0.01053427904844284,4.525149051914923e-06,,1078.0,,0.2005765438079834,4150,283904,0.00122003722935915,0.0,0.00012972349941264838,267.0408363342285,1763260278.0705624
0.0076795220375061035,0.8496968746185303,-0.010035224258899689,0.00022949007689021528,,1078.0,,0.13270403444766998,4168,285696,0.0003575943410396576,0.0,0.0001286482292925939,268.6799817085266,1763260279.7097077
-0.0012216726318001747,0.6934670209884644,0.0006909724324941635,1.2618138498510234e-06,,1079.0,,0.15858900547027588,4184,287360,0.000594031997025013,0.0,0.00012764976418111473,270.1672694683075,1763260281.1969955
-0.012144077569246292,0.8874143958091736,0.015863552689552307,1.7252032193937339e-06,,1079.0,,0.19118164479732513,4194,288384,0.003371797502040863,0.01953125,0.00012703532411251217,271.0968177318573,1763260282.1265438
0.000317632220685482,0.8401785492897034,-0.012469323351979256,1.442561097064754e-05,,1079.0,,0.16969305276870728,4224,291456,0.004081747494637966,0.02734375,0.00012519201845861971,273.87034797668457,1763260284.900074
0.042817551642656326,0.9380488395690918,-0.012441463768482208,1.9935405362048186e-06,,1079.0,,0.12471755594015121,4229,291968,0.006700484082102776,0.052734375,0.00012488479842431843,274.3115918636322,1763260285.341318
0.015606068074703217,0.8144778609275818,-0.013177786022424698,1.4680304047942627e-05,,1079.0,,0.22874397039413452,4243,293376,0.005196012556552887,0.06640625,0.0001240399433299899,275.6013534069061,1763260286.6310794
0.0034912899136543274,-3.0994415283203125e-06,-0.025284620001912117,145.8371124267578,,1079.0,,0.16714128851890564,4246,293632,0.0006502605974674225,0.001953125,0.00012388633331283927,275.8306231498718,1763260286.8603492
0.011225256137549877,0.850203812122345,-0.003671932965517044,0.00047461697249673307,,1079.0,,0.21479745209217072,4252,294272,0.0037590814754366875,0.009765625,0.00012350230826996267,276.3829915523529,1763260287.4127176
-0.0002377927303314209,0.9670103192329407,-0.011647041887044907,5.4739692131988704e-05,,1080.0,,0.25977957248687744,4254,294528,0.04218250885605812,0.0833333358168602,0.00012334869825281203,276.5882875919342,1763260287.6180136
-0.001809605397284031,0.8014510869979858,0.002235710620880127,0.00036898639518767595,,1080.0,,0.10869297385215759,4276,296704,7.803551852703094e-06,0.0,0.00012204301310703158,278.5573444366455,1763260289.5870705
0.019264796748757362,0.9666005373001099,-0.030819877982139587,1.640786649659276e-06,,1080.0,,0.20136938989162445,4277,296832,0.004009369760751724,0.0078125,0.00012196620809845626,278.66787981987,1763260289.6976058
0.004130907356739044,0.9375444054603577,-0.00485413521528244,3.608737461036071e-05,,1080.0,,0.1493934541940689,4278,296960,0.0011173654347658157,0.0,0.00012188940308988094,278.8162136077881,1763260289.8459396
-0.0007538646459579468,-2.7418136596679688e-06,-0.0026704296469688416,0.0018990703392773867,,1080.0,,0.13723497092723846,4290,298112,0.0002291947603225708,0.0,0.00012119815801270306,279.86354517936707,1763260290.8932712
0.0156567245721817,0.7143945693969727,-0.018217813223600388,4.669001100410242e-06,,1080.0,,0.21610546112060547,4292,298368,0.004244006238877773,0.015625,0.00012104454799555242,280.0842967033386,1763260291.1140227
0.0015859631821513176,-4.76837158203125e-07,0.003558788448572159,0.0022933983709663153,,1080.0,,0.1033383309841156,4314,300544,0.0012995405122637749,0.001953125,0.00011973886284977198,282.0561349391937,1763260293.085861
,,,,500.0,,500.0,,4318,301031,,,,282.42121028900146,1763260293.4509363
0.00018106773495674133,0.7403455376625061,0.008543908596038818,1.5649187844246626e-05,,1080.0,,0.08437793701887131,4346,303872,0.00036451220512390137,0.013671875,0.00011774193262681365,285.1079125404358,1763260296.1376386
-0.0051560550928115845,0.50441575050354,0.002526329830288887,1.2927373063575942e-05,,1080.0,,0.11547683924436569,4366,305920,0.0005883406847715378,0.0,0.00011651305976556614,286.91505312919617,1763260297.9447792
,,,,500.0,,500.0,,4372,306531,,,,287.43503165245056,1763260298.4647577
,,,,500.0,,500.0,,4387,308031,,,,288.7914638519287,1763260299.8211899
0.024112239480018616,0.7985087633132935,-0.007870890200138092,1.5956115021253936e-05,,1081.0,,0.36792102456092834,4396,308992,0.01569458469748497,0.0390625,0.00011466973955975845,289.718136548996,1763260300.7478626
-0.013196693733334541,0.7359694242477417,0.002505362033843994,3.229952199035324e-07,,1081.0,,0.15820688009262085,4415,310912,0.0006992369890213013,0.0,0.00011351766443112865,291.4659914970398,1763260302.4957175
,,,,500.0,,500.0,,4456,315031,,,,295.1280150413513,1763260306.157741
-0.009197039529681206,0.8528761267662048,0.019013136625289917,1.3635085451824125e-05,,1081.0,,0.1503552496433258,4478,317312,0.0017267726361751556,0.02734375,0.00010967742127832025,297.197824716568,1763260308.2275507
,,,,500.0,,500.0,,4480,317531,,,,297.3426194190979,1763260308.3723454
0.007928594015538692,0.8432888388633728,-0.00723971426486969,0.0005491833435371518,,1081.0,,0.1558535397052765,4492,318720,0.0021132798865437508,0.01953125,0.00010883256618399173,298.4535279273987,1763260309.483254
0.0034408634528517723,0.9214469194412231,0.003019805997610092,1.6614654668956064e-05,,1081.0,,0.21987983584403992,4498,319360,0.0010292725637555122,0.0,0.00010844854114111513,299.0960566997528,1763260310.1257827
0.027667909860610962,0.939771831035614,-0.02865578606724739,2.0132771169301122e-05,,1082.0,,0.1952832043170929,4522,321792,0.007185305468738079,0.044921875,0.00010698924597818404,301.27963638305664,1763260312.3093624
,,,,500.0,,500.0,,4524,322031,,,,301.42932081222534,1763260312.4590468
0.0024808431044220924,-5.960464477539062e-07,-0.02013484761118889,0.0005172569071874022,,1082.0,,0.20499888062477112,4525,322048,0.006589666940271854,0.0390625,0.0001068356359610334,301.50268936157227,1763260312.5324154
0.010648764669895172,0.7822327017784119,-0.001820361241698265,9.507768481853418e-06,,1082.0,,0.1375361979007721,4527,322304,0.002417157404124737,0.0234375,0.00010668202594388276,301.7220346927643,1763260312.7517607
0.002613573335111141,0.8148546814918518,-0.008636236190795898,0.0004602058616001159,,1082.0,,0.0757606029510498,4531,322688,0.00042054150253534317,0.001953125,0.0001064516109181568,302.09001302719116,1763260313.119739
