losses/old_approx_kl,charts/episodic_length,_step,charts/learning_rate,charts/episodic_return,_timestamp,losses/entropy,losses/explained_variance,losses/policy_loss,_runtime,global_step,losses/approx_kl,losses/value_loss,charts/SPS,losses/clipfrac
0.0019635558128356934,,2324,0.00022980030917096883,,1763260126.7481837,0.27468764781951904,0.5573360919952393,-0.0003116875886917114,115.80764365196228,117120,0.00044741667807102203,1.6320962458848953e-05,1036.0,0.001953125
0.0054775141179561615,,2329,0.00022949308913666755,,1763260127.19146,0.12211601436138153,0.5721995234489441,-0.007174897938966751,116.25091981887817,117632,0.0003878306597471237,1.2496763702074531e-05,1036.0,0.005859375
,500.0,2339,,500.0,1763260128.0544374,,,,117.1138973236084,118648,,,,
1.3496726751327515e-05,,2348,0.00022834101400803775,,1763260128.9429927,0.19735535979270935,0.4123528003692627,-5.84237277507782e-05,118.00245261192322,119552,0.00034890323877334595,2.570821379777044e-05,1037.0,0.005859375
,500.0,2354,,500.0,1763260129.4149575,,,,118.47441744804382,120148,,,,
-0.02572961524128914,,2363,0.0002274193539051339,,1763260130.3144517,0.19783250987529755,0.4830443263053894,0.07779224216938019,119.3739116191864,121088,0.017778661102056503,3.9524093153886497e-07,1038.0,0.10546875
0.004562617279589176,,2389,0.0002258832537336275,,1763260132.6258416,0.21558138728141785,-0.0001087188720703125,0.00031880661845207214,121.6853015422821,123648,0.001980048604309559,0.004424942657351494,1040.0,0.001953125
0.013624951243400574,,2426,0.0002235791034763679,,1763260136.0468657,0.13291917741298676,0.6921830177307129,-0.0010183118283748627,125.10632562637329,127488,0.005727644078433514,2.8838703656219877e-05,1042.0,0.048828125
0.0001928173005580902,,2430,0.00022334868845064193,,1763260136.4226685,0.11027273535728455,0.42357492446899414,0.00019911304116249084,125.48212838172913,127872,5.850568413734436e-06,1.1694604836520739e-05,1042.0,0.0234375
-0.008699797093868256,,2449,0.00022219661332201213,,1763260138.149456,0.13813816010951996,0.31641435623168945,0.012038765475153923,127.2089159488678,129792,0.001159684732556343,1.6698748368071392e-05,1043.0,0.0625
,500.0,2465,,500.0,1763260139.6016333,,,,128.66109323501587,131452,,,,
0.002967827022075653,,2493,0.00021950845257379115,,1763260142.1962557,0.17136827111244202,0.30135196447372437,0.0006669983267784119,131.2557156085968,134272,0.00080890953540802,7.235230441438034e-06,1045.0,0.029296875
0.016756728291511536,,2506,0.00021874040248803794,,1763260143.3556483,0.21539071202278137,-4.696846008300781e-05,-0.02668781951069832,132.41510820388794,135552,0.0014963289722800255,0.0018415264785289764,1045.0,0.009765625
,484.0,2514,,484.0,1763260144.0847619,,,,133.14422178268433,136380,,,,
0.012083739042282104,,2515,0.0002182027674280107,,1763260144.1762984,0.11870289593935013,-6.270408630371094e-05,0.0010641664266586304,133.23575830459595,136448,0.0037990091368556023,144.6353759765625,1046.0,0.005859375
0.018961023539304733,,2520,0.00021789554739370942,,1763260144.6315281,0.1350300908088684,-5.3048133850097656e-05,-0.01923558861017227,133.69098806381226,136960,0.0013126535341143608,144.54937744140625,1046.0,0.0234375
,500.0,2533,,500.0,1763260145.822138,,,,134.88159799575806,138355,,,,
-0.003305882215499878,,2540,0.0002166666672565043,,1763260146.4532254,0.18878264725208282,0.581143856048584,0.0005839690566062927,135.51268529891968,139008,0.0006799846887588501,0.001025825273245573,1047.0,0.0
0.04120267182588577,,2547,0.00021620583720505238,,1763260147.1488857,0.14918678998947144,0.6487329006195068,-0.039085693657398224,136.2083456516266,139776,0.005889235995709896,0.00011162509326823056,1047.0,0.064453125
-0.006627844646573067,,2570,0.0002148233470506966,,1763260149.3232076,0.2892935276031494,0.0541607141494751,0.0030938051640987396,138.3826675415039,142080,0.0017147529870271683,3.9958445995580405e-05,1047.0,0.00390625
-0.016399556770920753,,2571,0.0002147465420421213,,1763260149.433561,0.2800107002258301,0.6590366363525391,0.02835579216480255,138.49302101135254,142208,0.005468317307531834,2.5459774406044744e-05,1048.0,0.068359375
,485.0,2577,,485.0,1763260149.9357064,,,,138.9951663017273,142790,,,,
,471.0,2610,,471.0,1763260152.9295866,,,,141.98904657363892,146174,,,,
-0.0038759438320994377,,2630,0.00021121351164765656,,1763260154.7349713,0.2780694365501404,-3.337860107421875e-06,0.00016966648399829865,143.7944312095642,148096,0.004081373102962971,0.005074250046163797,1050.0,0.064453125
-0.01360028050839901,,2636,0.00021082948660477996,,1763260155.3299303,0.11176615208387375,0.7227270603179932,0.021388087421655655,144.38939023017883,148736,0.004563445225358009,0.00011147706391057,1050.0,0.05078125
0.001020951196551323,,2646,0.0002102150465361774,,1763260156.2626107,0.07069313526153564,0.6808239221572876,-0.0006177723407745361,145.3220705986023,149760,9.142979979515076e-05,7.148293661884964e-05,1050.0,0.021484375
0.002606288529932499,,2647,0.0002101382560795173,,1763260156.372459,0.14301222562789917,0.5728405117988586,-0.005904752761125565,145.4319188594818,149888,6.274040788412094e-05,1.8342789189773612e-05,1050.0,0.0
0.03254513442516327,,2648,0.00021006145107094198,,1763260156.484233,0.25244778394699097,0.6310440301895142,-0.03927041217684746,145.54369282722473,150016,0.015494013205170631,2.8117028705310076e-08,1050.0,0.09765625
,500.0,2668,,500.0,1763260158.243658,,,,147.30311799049377,152021,,,,
,500.0,2683,,500.0,1763260159.6128068,,,,148.67226672172546,153510,,,,
0.003607788123190403,,2687,0.00020768049580510706,,1763260160.045229,0.21201708912849426,0.7017620801925659,-0.010338329710066319,149.10468888282776,153984,0.00020241830497980118,1.5537974832113832e-05,1052.0,0.083984375
-0.017259813845157623,,2689,0.00020760369079653174,,1763260160.1586902,0.1923438161611557,-3.3974647521972656e-05,0.00021991622634232044,149.21815013885498,154112,0.0037723341956734657,0.004593747667968273,1052.0,0.03515625
-0.0012215394526720047,,2692,0.00020737327577080578,,1763260160.5324316,0.1480385810136795,0.6640347242355347,-0.016333140432834625,149.5918915271759,154496,0.0007907375693321228,0.00010049520642496645,1052.0,0.044921875
0.02211153507232666,,2732,0.00020499232050497085,,1763260164.1176126,0.1513880491256714,-2.765655517578125e-05,-0.006656786426901817,153.1770725250244,158464,0.005988023243844509,0.0032285102643072605,1053.0,0.013671875
0.018799396231770515,,2752,0.00020376344036776572,,1763260165.967886,0.19716382026672363,-2.6345252990722656e-05,-0.027070648968219757,155.0273458957672,160512,0.0011339746415615082,0.0028471683617681265,1054.0,0.0078125
0.002256905660033226,,2757,0.00020345622033346444,,1763260166.411761,0.14389248192310333,-3.647804260253906e-05,0.0030199140310287476,155.4712209701538,161024,0.0004107300192117691,0.003282057587057352,1054.0,0.00390625
-0.000398389995098114,,2782,0.00020192012016195804,,1763260168.750653,0.1614881455898285,0.2674941420555115,-0.0006272224709391594,157.81011295318604,163584,1.2287870049476624e-05,0.00016605058044660836,1055.0,0.0
0.028945503756403923,,2793,0.00020122887508478016,,1763260169.7887821,0.21806907653808594,0.35184574127197266,-0.023375779390335083,158.84824204444885,164736,0.00791645422577858,2.6444140530657023e-05,1055.0,0.04296875
,500.0,2824,,500.0,1763260172.5899897,,,,161.6494495868683,167833,,,,
,500.0,2843,,500.0,1763260174.3710575,,,,163.43051743507385,169833,,,,
0.00846986286342144,,2857,0.00019731183419935405,,1763260175.7241802,0.25845611095428467,0.7244672775268555,-0.00025094300508499146,164.7836401462555,171264,0.003471964970231056,2.5263547286158428e-05,1057.0,0.06640625
-0.042838141322135925,,2890,0.00019531490397639573,,1763260178.745571,0.19390252232551575,0.5321202278137207,0.06601011753082275,167.8050308227539,174592,0.007397085428237915,3.760597792279441e-06,1058.0,0.10546875
0.0647449865937233,,2949,0.00019170506857335567,,1763260184.1786528,0.1653604954481125,0.770216703414917,-0.009281596168875694,173.23811268806458,180608,0.0315416119992733,7.93177696323255e-06,1059.0,0.08984375
0.016390429809689522,,2960,0.0001910138234961778,,1763260185.2226362,0.17423115670681,0.6804319024085999,-0.016331780701875687,174.28209614753723,181760,0.005193628370761871,2.389060682617128e-08,1059.0,0.072265625
,500.0,2975,,500.0,1763260186.572302,,,,175.63176202774048,183295,,,,
0.0073397476226091385,,2997,0.0001887864782474935,,1763260188.6086824,0.1763184666633606,0.6111469268798828,-0.012228421866893768,177.6681423187256,185472,0.0007308926433324814,0.00011497477680677548,1060.0,0.00390625
-0.00028977543115615845,,3011,0.00018794162315316498,,1763260189.8826182,0.06483276188373566,-8.344650268554688e-06,-9.803473949432373e-05,178.9420781135559,186880,0.006421297788619995,144.5406036376953,1060.0,0.033203125
0.003687559626996517,,3051,0.00018548387743066996,,1763260193.6319103,0.19564451277256012,0.6165809631347656,0.023592449724674225,182.69137024879456,190976,0.011067393235862255,0.0009238455095328391,1061.0,0.021484375
0.012469906359910965,,3066,0.00018456221732776612,,1763260195.0522873,0.2237905114889145,-0.28452444076538086,-0.00725807249546051,184.11174726486206,192512,0.005176513455808163,3.093687701039016e-05,1061.0,0.02734375
0.017080441117286682,,3070,0.00018433180230204016,,1763260195.3891623,0.12069232761859894,-8.58306884765625e-06,-0.01692131906747818,184.4486222267151,192896,0.004730479791760445,0.003828073851764202,1061.0,0.025390625
,500.0,3083,,500.0,1763260196.5874147,,,,185.646874666214,194295,,,,
,500.0,3098,,500.0,1763260197.973503,,,,187.03296303749084,195795,,,,
0.0022553466260433197,,3127,0.00018079877190757543,,1763260200.7366743,0.09004967659711838,0.6318932175636292,-0.00725226104259491,189.79613423347473,198784,0.00023853778839111328,4.4532871470437385e-06,1063.0,0.025390625
-0.0029522068798542023,,3129,0.0001807219668990001,,1763260200.8502357,0.17206014692783356,-1.0132789611816406e-05,0.006657913327217102,189.90969562530518,198912,0.00014980323612689972,0.0028004141058772802,1063.0,0.001953125
-0.00043020397424697876,,3141,0.0001799539168132469,,1763260202.0038562,0.13277733325958252,0.73198401927948,0.0009625433012843132,191.06331610679626,200192,8.345022797584534e-05,1.647093813517131e-05,1063.0,0.0
0.069633349776268,,3146,0.00017964669677894562,,1763260202.4879563,0.2560221254825592,0.6723878383636475,-0.041016288101673126,191.54741621017456,200704,0.019614988937973976,4.4391281335265376e-06,1063.0,0.05859375
0.007993698120117188,,3170,0.00017818740161601454,,1763260204.6857011,0.04593077674508095,0.5336823463439941,-0.0216952133923769,193.74516105651855,203136,0.0007216129451990128,1.476625675422838e-05,1063.0,0.0
0.020833251997828484,,3183,0.00017741935153026134,,1763260205.8340418,0.22093407809734344,-7.867813110351562e-06,-0.020582744851708412,194.89350175857544,204416,0.0010603293776512146,0.0034160602372139692,1064.0,0.0
-0.002535611391067505,,3188,0.00017711213149596006,,1763260206.2808018,0.0993880182504654,0.7417709231376648,0.005468882620334625,195.34026169776917,204928,0.0005908850580453873,0.0004655318916775286,1064.0,0.00390625
-0.0004133004695177078,,3217,0.0001753456162987277,,1763260208.970547,0.23460891842842102,-4.887580871582031e-06,0.01681218482553959,198.03000688552856,207872,0.009461373090744019,0.004768115933984518,1064.0,0.01953125
-0.003594539128243923,,3224,0.00017488478624727577,,1763260209.6738029,0.10368656367063522,0.747673749923706,-0.001561388373374939,198.7332627773285,208640,0.0005262931808829308,4.598078703565989e-06,1064.0,0.0
0.029191572219133377,,3247,0.00017350231064483523,,1763260211.788051,0.19134777784347534,-0.1682499647140503,-0.032344087958335876,200.84751081466675,210944,0.0057610999792814255,0.0005809689173474908,1065.0,0.060546875
,500.0,3250,,500.0,1763260212.0450206,,,,201.10448050498962,211295,,,,
,500.0,3255,,500.0,1763260212.4890757,,,,201.54853558540344,211795,,,,
0.0028516631573438644,,3259,0.00017273426055908203,,1763260212.941693,0.20463508367538452,-0.1647047996520996,0.009341008961200714,202.00115299224854,212224,0.0020805131644010544,2.7881125788553618e-05,1065.0,0.0390625
,500.0,3275,,500.0,1763260214.335872,,,,203.39533185958862,213795,,,,
-0.007294252514839172,,3276,0.00017173579544760287,,1763260214.4355502,0.1301068514585495,-3.337860107421875e-06,0.0046053696423769,203.49501013755798,213888,0.001105213537812233,144.59925842285156,1065.0,0.009765625
0.008509166538715363,,3296,0.00017050691531039774,,1763260216.2850637,0.3104977011680603,-1.2109839916229248,0.013229306787252426,205.34452366828918,215936,0.0073335785418748856,9.943771146936342e-05,1066.0,0.07421875
0.058088429272174835,,3338,0.00016789554501883686,,1763260220.229164,0.18466058373451233,0.5841126441955566,-0.04083918035030365,209.28862380981445,220288,0.017790205776691437,2.0004397811135277e-05,1066.0,0.076171875
-7.4962154030799866e-06,,3351,0.00016712749493308365,,1763260221.3872309,0.16470462083816528,-0.9640121459960938,-0.0010484755039215088,210.4466907978058,221568,0.00015450920909643173,1.1850997907458805e-06,1067.0,0.0
0.023357361555099487,,3357,0.00016674346989020705,,1763260221.943897,0.17707769572734833,0.10325616598129272,-0.021505272015929222,211.00335693359375,222208,0.005718518979847431,4.374808486318216e-05,1067.0,0.009765625
-0.012776602059602737,,3360,0.0001665898598730564,,1763260222.2074192,0.25825875997543335,-0.9773926734924316,0.02130979299545288,211.26687908172607,222464,0.0020202863961458206,0.0003214899043086916,1067.0,0.0
0.013332197442650795,,3398,0.0001642857096157968,,1763260225.6755822,0.22569167613983154,5.364418029785156e-07,-0.02758697047829628,214.73504209518433,226304,0.0016217511147260666,0.002991820452734828,1067.0,0.001953125
-0.007429927587509155,,3401,0.00016405529459007084,,1763260226.0102417,0.30959489941596985,-1.6364619731903076,0.018327221274375916,215.06970167160034,226688,0.011175405234098434,1.0609664059302304e-05,1067.0,0.046875
-0.0025817696005105972,,3406,0.00016374807455576956,,1763260226.493763,0.18595662713050842,-0.06991493701934814,-0.0006101801991462708,215.55322289466858,227200,0.0012386776506900787,1.4455081327469088e-06,1067.0,0.021484375
0.003090687096118927,,3419,0.00016298002447001636,,1763260227.650074,0.22535818815231323,-0.6856557130813599,-0.0024845413863658905,216.70953392982483,228480,0.00292307510972023,0.0008484917925670743,1068.0,0.001953125
-0.00034905970096588135,,3426,0.00016251919441856444,,1763260228.320587,0.17495089769363403,-0.28772032260894775,0.00016960501670837402,217.38004684448242,229248,8.063390851020813e-06,1.1903774975507986e-05,1068.0,0.0
0.006596263498067856,,3428,0.00016244238940998912,,1763260228.470901,0.19420021772384644,-2.2649765014648438e-06,0.01533573493361473,217.53036093711853,229376,0.009826213121414185,0.002585415029898286,1068.0,0.0390625
0.008816203102469444,,3435,0.00016198157391045243,,1763260229.1439407,0.20785482227802277,0.6874680519104004,-0.016530320048332214,218.20340061187744,230144,0.00419909693300724,7.339916919590905e-06,1068.0,0.013671875
0.027665430679917336,,3450,0.00016105991380754858,,1763260230.5556924,0.17066586017608643,-0.0988152027130127,-0.007766507565975189,219.6151523590088,231680,0.011994734406471252,3.0912204238120466e-05,1068.0,0.04296875
,500.0,3451,,500.0,1763260230.5973902,,,,219.6568500995636,231795,,,,
0.027123508974909782,,3462,0.0001603686687303707,,1763260231.6021316,0.18258161842823029,-1.6689300537109375e-06,-0.03105279803276062,220.6615915298462,232832,0.0027855057269334793,0.0032311026006937027,1068.0,0.005859375
,500.0,3476,,500.0,1763260232.8904743,,,,221.94993424415588,234295,,,,
0.015627313405275345,,3479,0.00015929339861031622,,1763260233.2057915,0.1911132037639618,0.7389693260192871,-0.016782816499471664,222.26525139808655,234624,0.004326812922954559,8.054239515331574e-07,1069.0,0.07421875
0.000337810255587101,,3498,0.0001581413234816864,,1763260234.9548166,0.22460606694221497,-0.4208958148956299,-0.0003574732691049576,224.0142765045166,236544,5.243346095085144e-07,0.0006477776332758367,1069.0,0.0
0.0044727809727191925,,3503,0.00015783410344738513,,1763260235.4005873,0.08814220130443573,0.3149450421333313,-0.004831861704587936,224.46004724502563,237056,0.0010964609682559967,1.353737388853915e-07,1069.0,0.02734375
0.019140858203172684,,3513,0.00015721966337878257,,1763260236.382704,0.2881007194519043,-0.12803995609283447,-0.0016581416130065918,225.44216394424438,238080,0.007700100541114807,2.3467346181860194e-06,1069.0,0.046875
,500.0,3525,,500.0,1763260237.4505165,,,,226.50997638702393,239295,,,,
0.01245286874473095,,3537,0.00015576036821585149,,1763260238.5813832,0.23767557740211487,-0.5888272523880005,-0.0017587020993232727,227.64084315299988,240512,0.00812518410384655,0.0006178306648507714,1069.0,0.04296875
,500.0,3554,,500.0,1763260240.148112,,,,229.2075719833374,242295,,,,
-0.0016683675348758698,,3555,0.000154685098095797,,1763260240.2203934,0.16344420611858368,-1.0728836059570312e-06,0.001058703288435936,229.27985334396362,242304,1.979433000087738e-05,0.0020701780449599028,1069.0,0.0
-0.013470730744302273,,3576,0.00015337941295001656,,1763260242.1970186,0.1709796041250229,0.030253469944000244,0.03532610833644867,231.25647854804993,244480,0.00949083175510168,0.00039827750879339874,1070.0,0.044921875
0.0021891165524721146,,3578,0.00015322580293286592,,1763260242.4185507,0.19930055737495422,0.0030731558799743652,0.004789389669895172,231.47801065444946,244736,0.001986593008041382,3.300489697721787e-05,1070.0,0.0078125
0.016997365280985832,,3581,0.00015307219291571528,,1763260242.6465902,0.11525478959083557,-0.21592175960540771,-0.022797124460339546,231.706050157547,244992,0.003372408449649811,0.00036896736128255725,1070.0,0.02734375
,500.0,3589,,500.0,1763260243.3671854,,,,232.42664527893066,245795,,,,
,500.0,3613,,500.0,1763260245.590385,,,,234.64984488487244,248295,,,,
0.0036332765594124794,,3640,0.00014946237206459045,,1763260248.0946815,0.2542363405227661,-0.9445462226867676,-0.005301926285028458,237.15414142608643,251008,0.0005075475201010704,0.001010520150884986,1071.0,0.0
0.10751574486494064,,3656,0.0001484639069531113,,1763260249.624407,0.2562037706375122,-0.5257591009140015,-0.04670394957065582,238.68386697769165,252672,0.028432155027985573,3.390570782357827e-05,1071.0,0.125
0.00031811464577913284,,3669,0.0001476958568673581,,1763260250.7810125,0.28136658668518066,-0.3725486993789673,-0.0005955696105957031,239.8404724597931,253952,0.00028034020215272903,0.00042284195660613477,1071.0,0.0
0.0060045793652534485,,3679,0.00014708141679875553,,1763260251.716684,0.1025785580277443,-0.6422430276870728,-0.012519747018814087,240.77614402770996,254976,0.00102904811501503,0.0003251874877605587,1071.0,0.0
0.012011928483843803,,3683,0.00014685100177302957,,1763260252.0548,0.1627282053232193,-3.337860107421875e-06,0.0056903176009655,241.1142599582672,255360,0.013807454146444798,0.0025960891507565975,1071.0,0.056640625
0.003682859241962433,,3684,0.00014677419676445425,,1763260252.1645606,0.2788296937942505,-0.8830218315124512,-0.0037807412445545197,241.22402048110962,255488,0.0012238416820764542,0.0012063035974279046,1071.0,0.0
,500.0,3711,,500.0,1763260254.6887584,,,,243.74821829795837,258295,,,,
-0.001826675608754158,,3713,0.00014500768156722188,,1763260254.8723986,0.14691957831382751,-0.570149302482605,0.007417511194944382,243.9318585395813,258432,0.0008499231189489365,0.0007967500714585185,1071.0,0.0
-0.0006065405905246735,,3715,0.00014485407155007124,,1763260255.0949273,0.13501635193824768,0.6401135921478271,0.0009262636303901672,244.15438723564148,258688,5.693361163139343e-05,2.5275268853874877e-05,1071.0,0.0
,500.0,3731,,500.0,1763260256.507123,,,,245.56658291816711,260295,,,,
0.011256344616413116,,3734,0.00014370199642144144,,1763260256.870032,0.17244257032871246,-0.5157793760299683,-0.013323846273124218,245.92949199676514,260608,0.003971826285123825,1.3059084267297294e-05,1071.0,0.029296875
0.0035410309210419655,,3755,0.000142396311275661,,1763260258.8516717,0.11076487600803375,-0.6667252779006958,-0.004223989322781563,247.9111316204071,262784,0.00038516055792570114,6.62676029605791e-08,1072.0,0.0
,500.0,3775,,500.0,1763260260.6093204,,,,249.66878032684326,264795,,,,
0.0033427011221647263,,3779,0.0001409370161127299,,1763260261.0620193,0.1012209802865982,0.7047157883644104,-0.005507618188858032,250.1214792728424,265216,6.444379687309265e-05,5.68273026146926e-06,1072.0,0.009765625
0.01731983944773674,,3804,0.0001394009159412235,,1763260263.3804252,0.2596691846847534,-1.223161220550537,-0.007924538105726242,252.43988513946533,267776,0.007259358651936054,5.8523255574982613e-08,1072.0,0.0390625
0.004922865889966488,,3807,0.00013924730592407286,,1763260263.604307,0.1688975989818573,-0.545745849609375,-0.006488624960184097,252.6637668609619,268032,9.446125477552414e-05,0.0006266869604587555,1072.0,0.0
0.04218244552612305,,3847,0.00013678956020157784,,1763260267.3386347,0.16363714635372162,-0.26463353633880615,-0.04076623171567917,256.39809465408325,272128,0.005673822946846485,4.938556230627e-10,1073.0,0.013671875
0.0010972796007990837,,3879,0.00013486943498719484,,1763260270.2110136,0.2162412405014038,-4.76837158203125e-07,0.013052117079496384,259.2704734802246,275328,0.00894757080823183,0.0023329504765570164,1073.0,0.01953125
,500.0,3883,,500.0,1763260270.6182706,,,,259.67773056030273,275795,,,,
0.06492866575717926,,3884,0.00013456221495289356,,1763260270.7001631,0.14573334157466888,-5.960464477539062e-07,-0.05104627460241318,259.7596230506897,275840,0.010476911440491676,0.0021579666063189507,1073.0,0.078125
0.019575484097003937,,3887,0.0001343317999271676,,1763260271.037622,0.14348605275154114,0.7866043448448181,-0.017307450994849205,260.09708189964294,276224,0.005744623020291328,5.685090400220361e-06,1073.0,0.046875
0.004192866384983063,,3891,0.00013410138490144163,,1763260271.4197044,0.23767928779125214,0.25332534313201904,-0.00025151297450065613,260.47916436195374,276608,0.007777120918035507,6.324572495941538e-06,1073.0,0.060546875
,500.0,3898,,500.0,1763260271.995121,,,,261.05458092689514,277295,,,,
-0.0014245081692934036,,3912,0.0001327956997556612,,1763260273.3566146,0.22623400390148163,0.6386336088180542,0.0024387985467910767,262.41607451438904,278784,0.0004159417003393173,4.9952279368881136e-05,1073.0,0.01171875
-0.003614007495343685,,3915,0.00013264208973851055,,1763260273.619022,0.12936539947986603,-0.6106488704681396,0.0073567405343055725,262.6784818172455,279040,0.0013400902971625328,0.00037716611404903233,1073.0,0.005859375
0.04121532291173935,,3928,0.00013187403965275735,,1763260274.7756622,0.08796024322509766,-1.0728836059570312e-06,-0.03630562871694565,263.8351221084595,280320,0.006441943347454071,0.001982935704290867,1073.0,0.025390625
0.0007637068629264832,,3944,0.00013087557454127818,,1763260276.2754033,0.1741407811641693,-0.5470583438873291,-0.0031147561967372894,265.33486318588257,281984,0.00508076511323452,0.000689677253831178,1074.0,0.029296875
0.00024991855025291443,,3946,0.00013072196452412754,,1763260276.497974,0.1067906990647316,0.4820823073387146,-0.00039421766996383667,265.55743384361267,282240,3.195740282535553e-05,2.5055467631318606e-05,1074.0,0.0
-0.0021620001643896103,,3954,0.00013026113447267562,,1763260277.2060587,0.1451563686132431,-1.038461446762085,0.008825533092021942,266.2655186653137,283008,0.0016249660402536392,0.0009366573649458587,1074.0,0.00390625
0.012807381339371204,,3963,0.00012972349941264838,,1763260278.0289264,0.19631952047348022,-2.384185791015625e-06,-0.009242720901966095,267.08838629722595,283904,0.0032014204189181328,0.00240803649649024,1074.0,0.021484375
,500.0,3981,,500.0,1763260279.6851819,,,,268.74464178085327,285795,,,,
-0.008382890373468399,,3983,0.00012849461927544326,,1763260279.8917248,0.12575781345367432,0.2291744351387024,0.013976290822029114,268.95118474960327,285952,0.00039899908006191254,0.0006512576946988702,1074.0,0.0
0.010437192395329475,,3997,0.00012764976418111473,,1763260281.1560378,0.12948845326900482,-4.76837158203125e-07,-0.016014523804187775,270.2154977321625,287360,0.0004154965281486511,0.0022625497076660395,1074.0,0.0
0.011992065235972404,,4059,0.00012380952830426395,,1763260286.9918094,0.2041080743074417,0.7291122674942017,0.014317408204078674,276.0512692928314,293760,0.004907021299004555,5.6309985666302964e-05,1075.0,0.03125
-0.010668161325156689,,4087,0.0001221198181156069,,1763260289.5558279,0.210379958152771,0.03175628185272217,0.01097579300403595,278.6152877807617,296576,0.002303983084857464,6.90900778863579e-05,1075.0,0.0625
0.006373506039381027,,4091,0.00012188940308988094,,1763260289.8916848,0.2631727457046509,-1.6962025165557861,0.011082503944635391,278.951144695282,296960,0.007497116923332214,0.0008399878861382604,1075.0,0.064453125
0.00524553656578064,,4105,0.00012104454799555242,,1763260291.1575217,0.10416506975889206,2.980232238769531e-07,-0.008867339231073856,280.2169816493988,298368,0.00010533630847930908,0.0020616876427084208,1075.0,0.0
,500.0,4109,,500.0,1763260291.5430417,,,,280.6025016307831,298795,,,,
0.02143479511141777,,4115,0.00012043010792694986,,1763260292.0864208,0.07669330388307571,-1.3113021850585938e-06,-0.024744536727666855,281.1458806991577,299392,0.004018760286271572,0.002506291028112173,1075.0,0.029296875
,500.0,4119,,500.0,1763260292.4651408,,,,281.52460074424744,299795,,,,
0.015951374545693398,,4150,0.00011827956768684089,,1763260295.3246677,0.17478355765342712,-0.7824145555496216,-0.01320653222501278,284.3841276168823,302976,0.005640733987092972,0.00038509807200171053,1075.0,0.02734375
,500.0,4168,,500.0,1763260296.9632194,,,,286.02267932891846,304795,,,,
0.033837370574474335,,4184,0.00011620583973126486,,1763260298.4472766,0.18591304123401642,0.3023098111152649,-0.030898552387952805,287.5067365169525,306432,0.004320872947573662,0.000948364264331758,1076.0,0.015625
0.008686961606144905,,4194,0.0001155913996626623,,1763260299.3750594,0.13929332792758942,-0.48800981044769287,-0.01635102741420269,288.4345192909241,307456,0.0015570539981126785,0.0005732005229219794,1076.0,0.0
4.229135811328888e-05,,4199,0.00011528417962836102,,1763260299.858783,0.18477970361709595,0.03211253881454468,0.002384468913078308,288.91824293136597,307968,0.0001796092838048935,0.00050333421677351,1076.0,0.0
0.0022625476121902466,,4224,0.00011374807945685461,,1763260302.1691432,0.21831513941287994,-0.7877498865127563,-0.007089558988809586,291.22860312461853,310528,0.0017309878021478653,0.0010791956447064877,1076.0,0.0
0.0012085000053048134,,4229,0.00011344085942255333,,1763260302.6193829,0.2524210810661316,-0.7414062023162842,-0.0009361356496810913,291.67884278297424,311040,3.5463832318782806e-05,0.00029989471659064293,1076.0,0.0
0.0037510963156819344,,4243,0.00011259600432822481,,1763260303.921504,0.17103981971740723,-0.9496021270751953,-0.002753429114818573,292.9809639453888,312448,0.0018673492595553398,0.0006513267289847136,1076.0,0.017578125
,500.0,4246,,500.0,1763260304.1768198,,,,293.23627972602844,312795,,,,
0.022844556719064713,,4252,0.00011205836926819757,,1763260304.7065606,0.13887690007686615,-8.344650268554688e-07,0.024458542466163635,293.76602053642273,313344,0.007353476248681545,0.0016573710599914193,1076.0,0.04296875
0.0127847446128726,,4254,0.00011190475925104693,,1763260304.9646516,0.08933383226394653,0.5240110158920288,-0.014205463230609894,294.0241115093231,313600,0.002518662251532078,2.858426159946248e-05,1076.0,0.01171875
-0.0015816986560821533,,4273,0.00011075269139837474,,1763260306.6844423,0.1492653638124466,-0.5631601810455322,-0.0034970175474882126,295.7439022064209,315520,0.0006115380674600601,0.0005827249260619283,1077.0,0.001953125
,500.0,4276,,500.0,1763260306.9507043,,,,296.01016426086426,315795,,,,
0.0006704013794660568,,4277,0.00011052227637264878,,1763260307.0558856,0.2572021782398224,-1.9073486328125e-06,0.014102386310696602,296.11534547805786,315904,0.0001886282116174698,144.39637756347656,1077.0,0.0
0.0014149192720651627,,4278,0.00011044547136407346,,1763260307.1671963,0.2164018452167511,-0.9307950735092163,-0.0008769407868385315,296.2266561985016,316032,0.0014227274805307388,0.0004612698685377836,1077.0,0.00390625
,500.0,4290,,500.0,1763260308.255424,,,,297.31488394737244,317295,,,,
0.0010318942368030548,,4292,0.00010960061626974493,,1763260308.4421637,0.1750371903181076,-0.18195807933807373,-0.0006536785513162613,297.5016236305237,317440,0.0002302061766386032,0.00038710545049980283,1077.0,0.0
-0.0025232145562767982,,4314,0.00010821812611538917,,1763260310.5353053,0.12502092123031616,0.17558592557907104,0.004685662686824799,299.5947651863098,319744,0.00023629609495401382,6.768470484530553e-05,1077.0,0.0
0.0066693685948848724,,4318,0.00010798771108966321,,1763260310.871008,0.28399550914764404,-1.4309372901916504,-0.019553828984498978,299.9304678440094,320128,0.0026934724301099777,9.742629117681645e-06,1077.0,0.0
