charts/episodic_return,global_step
22,22
21,43
18,61
12,73
16,89
35,124
19,143
23,166
14,180
37,217
15,232
41,273
23,296
12,308
18,326
15,341
27,368
16,384
26,410
22,432
18,450
20,470
63,533
45,578
25,603
13,616
47,663
38,701
21,722
22,744
37,781
19,800
32,832
36,868
13,881
71,952
49,1001
60,1061
15,1076
28,1104
35,1139
36,1175
28,1203
34,1237
30,1267
34,1301
27,1328
30,1358
16,1374
12,1386
44,1430
19,1449
27,1476
26,1502
28,1530
33,1563
16,1579
16,1595
21,1616
15,1631
14,1645
28,1673
17,1690
21,1711
21,1732
12,1744
16,1760
13,1773
25,1798
36,1834
12,1846
17,1863
11,1874
17,1891
13,1904
15,1919
16,1935
22,1957
19,1976
11,1987
12,1999
19,2018
16,2034
14,2048
15,2063
13,2076
12,2088
15,2103
21,2124
18,2142
12,2154
17,2171
14,2185
13,2198
17,2215
13,2228
15,2243
13,2256
14,2270
18,2288
14,2302
12,2314
15,2329
14,2343
12,2355
11,2366
13,2379
14,2393
11,2404
9,2413
11,2424
10,2434
10,2444
10,2454
11,2465
11,2476
10,2486
11,2497
11,2508
13,2521
11,2532
14,2546
11,2557
14,2571
17,2588
13,2601
18,2619
19,2638
14,2652
9,2661
13,2674
11,2685
9,2694
13,2707
11,2718
10,2728
10,2738
16,2754
16,2770
12,2782
13,2795
9,2804
12,2816
14,2830
16,2846
11,2857
13,2870
12,2882
16,2898
11,2909
15,2924
10,2934
13,2947
11,2958
13,2971
12,2983
13,2996
11,3007
9,3016
9,3025
15,3040
11,3051
11,3062
11,3073
11,3084
9,3093
11,3104
18,3122
9,3131
12,3143
10,3153
15,3168
12,3180
8,3188
17,3205
16,3221
13,3234
11,3245
12,3257
12,3269
18,3287
13,3300
15,3315
13,3328
11,3339
13,3352
9,3361
9,3370
12,3382
10,3392
12,3404
12,3416
11,3427
10,3437
10,3447
11,3458
16,3474
16,3490
10,3500
9,3509
12,3521
9,3530
10,3540
13,3553
16,3569
10,3579
11,3590
10,3600
11,3611
14,3625
26,3651
13,3664
12,3676
12,3688
10,3698
13,3711
16,3727
18,3745
18,3763
21,3784
14,3798
19,3817
14,3831
19,3850
13,3863
15,3878
20,3898
18,3916
16,3932
18,3950
14,3964
20,3984
14,3998
20,4018
11,4029
16,4045
22,4067
17,4084
12,4096
19,4115
21,4136
24,4160
32,4192
34,4226
19,4245
16,4261
16,4277
21,4298
44,4342
23,4365
30,4395
29,4424
36,4460
23,4483
42,4525
39,4564
23,4587
47,4634
37,4671
30,4701
104,4805
29,4834
47,4881
118,4999
47,5046
27,5073
33,5106
53,5159
44,5203
45,5248
105,5353
45,5398
71,5469
53,5522
79,5601
47,5648
63,5711
71,5782
79,5861
63,5924
100,6024
78,6102
43,6145
67,6212
33,6245
45,6290
52,6342
65,6407
41,6448
104,6552
45,6597
33,6630
130,6760
67,6827
27,6854
40,6894
39,6933
50,6983
51,7034
49,7083
33,7116
38,7154
30,7184
