_step,_runtime,global_step,_timestamp,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss,charts/episodic_length,charts/episodic_return
0,1.7032668590545654,0,1763260012.6447458,,,,,,,,,,,
7,2.9884493350982666,128,1763260013.9299283,0.0002976115792989731,0.7005972862243652,0.005538519471883774,0.0,-0.010604150593280792,0.692814826965332,0.0003000000142492354,892.0,0.42881104350090027,,
33,3.500993013381958,672,1763260014.442472,,,,,,,,,,19.0,19.0
41,3.637138605117798,818,1763260014.5786176,,,,,,,,,,32.0,32.0
47,3.750514030456543,915,1763260014.691993,,,,,,,,,,38.0,38.0
64,4.156925916671753,1292,1763260015.098405,,,,,,,,,,12.0,12.0
74,4.294759035110474,1435,1763260015.236238,,,,,,,,,,11.0,11.0
77,4.313237428665161,1476,1763260015.2547164,,,,,,,,,,14.0,14.0
88,4.4507997035980225,1607,1763260015.3922787,,,,,,,,,,13.0,13.0
133,5.018941640853882,2097,1763260015.9604206,,,,,,,,,,11.0,11.0
147,5.2127721309661865,2238,1763260016.154251,,,,,,,,,,9.0,9.0
149,5.225306749343872,2260,1763260016.1667857,,,,,,,,,,12.0,12.0
150,5.230120897293091,2269,1763260016.1715999,,,,,,,,,,9.0,9.0
155,5.324583292007446,2309,1763260016.2660623,,,,,,,,,,10.0,10.0
157,5.3356592655181885,2330,1763260016.2771382,,,,,,,,,,10.0,10.0
195,5.774272918701172,2725,1763260016.715752,,,,,,,,,,11.0,11.0
203,5.816617250442505,2807,1763260016.7580962,,,,,,,,,,9.0,9.0
213,5.941498517990112,2917,1763260016.8829775,,,,,,,,,,12.0,12.0
217,6.030933380126953,2951,1763260016.9724123,,,,,,,,,,14.0,14.0
228,6.159945964813232,3072,1763260017.101425,0.00013390928506851196,0.27780187129974365,0.0036637336015701294,0.0,0.002589937299489975,0.49239277839660645,0.000298233499052003,926.0,0.9512048363685608,,
233,6.208537817001343,3120,1763260017.1500168,,,,,,,,,,10.0,10.0
251,6.406310319900513,3313,1763260017.3477893,,,,,,,,,,9.0,9.0
259,6.521720886230469,3396,1763260017.4631999,,,,,,,,,,10.0,10.0
273,6.675013303756714,3567,1763260017.6164923,,,,,,,,,,18.0,18.0
274,6.681084632873535,3580,1763260017.6225636,,,,,,,,,,13.0,13.0
292,6.9380388259887695,3816,1763260017.8795178,,,,,,,,,,15.0,15.0
327,7.714398145675659,4580,1763260018.655877,,,,,,,,,,34.0,34.0
330,7.81674337387085,4656,1763260018.7582223,,,,,,,,,,24.0,24.0
332,7.9114484786987305,4736,1763260018.8529274,0.002499515190720558,0.6372774839401245,0.01009107194840908,0.0,-0.05048980563879013,0.4790678322315216,0.00029723503394052386,934.0,0.19457432627677917,,
340,8.15142822265625,4992,1763260019.0929072,0.005378859117627144,0.7503721714019775,-0.0015182923525571823,0.005859375,-0.013998061418533325,0.4747813940048218,0.0002970814239233732,940.0,0.6857272386550903,,
370,9.3034827709198,6166,1763260020.2449617,,,,,,,,,,46.0,46.0
396,10.593306541442871,7552,1763260021.5347855,0.00018230732530355453,0.2943529486656189,-0.0018068617209792137,0.0,0.0024073002859950066,0.297678679227829,0.0002955453237518668,974.0,0.19057612121105194,,
425,12.075611591339111,8945,1763260023.0170906,,,,,,,,,,58.0,58.0
441,12.957216024398804,9630,1763260023.898695,,,,,,,,,,77.0,77.0
450,13.383942127227783,9990,1763260024.325421,,,,,,,,,,82.0,82.0
471,14.31236982345581,10880,1763260025.2538488,0.0009347246959805489,-0.01471090316772461,-0.003733956255018711,0.0,-0.018809374421834946,0.17574971914291382,0.0002935483935289085,948.0,8.929369926452637,,
481,14.589046239852905,11242,1763260025.5305252,,,,,,,,,,31.0,31.0
490,14.965446949005127,11520,1763260025.906926,0.0020709801465272903,-0.00931239128112793,-0.005735812708735466,0.00390625,-0.01060178130865097,0.19177736341953278,0.0002931643684860319,950.0,0.27115628123283386,,
504,15.325260400772095,11904,1763260026.2667394,0.0006900131702423096,-0.007053375244140625,0.008322538807988167,0.00390625,0.001424100250005722,0.2505386769771576,0.00029293395346030593,953.0,18.264381408691406,,
515,15.595916271209717,12235,1763260026.5373952,,,,,,,,,,36.0,36.0
530,16.096343755722046,12652,1763260027.0378227,,,,,,,,,,37.0,37.0
539,16.330217838287354,12868,1763260027.2716968,,,,,,,,,,30.0,30.0
555,16.672569751739502,13187,1763260027.6140487,,,,,,,,,,19.0,19.0
559,16.720826387405396,13302,1763260027.6623054,,,,,,,,,,29.0,29.0
568,16.927589893341064,13465,1763260027.8690689,,,,,,,,,,19.0,19.0
595,17.53037929534912,14008,1763260028.4718583,,,,,,,,,,23.0,23.0
614,17.88682723045349,14343,1763260028.8283062,,,,,,,,,,20.0,20.0
630,18.248737573623657,14653,1763260029.1902165,,,,,,,,,,21.0,21.0
636,18.392735242843628,14747,1763260029.3342142,,,,,,,,,,16.0,16.0
640,18.427587747573853,14825,1763260029.3690667,,,,,,,,,,22.0,22.0
684,19.160825729370117,15503,1763260030.1023047,,,,,,,,,,20.0,20.0
689,19.204593420028687,15603,1763260030.1460724,,,,,,,,,,20.0,20.0
707,19.57097101211548,15849,1763260030.51245,,,,,,,,,,17.0,17.0
729,19.90119695663452,16145,1763260030.842676,,,,,,,,,,13.0,13.0
767,20.513177394866943,16649,1763260031.4546564,,,,,,,,,,20.0,20.0
775,20.66454839706421,16768,1763260031.6060274,0.002331630326807499,-0.0022579431533813477,-0.010772044770419598,0.0,-0.0006562583148479462,0.29932117462158203,0.00029001536313444376,940.0,27.85725975036621,,
788,20.838014602661133,16945,1763260031.7794936,,,,,,,,,,13.0,13.0
806,21.10086417198181,17199,1763260032.0423431,,,,,,,,,,15.0,15.0
863,22.022515773773193,17997,1763260032.9639947,,,,,,,,,,11.0,11.0
872,22.148077726364136,18111,1763260033.0895567,,,,,,,,,,15.0,15.0
876,22.17545199394226,18172,1763260033.116931,,,,,,,,,,13.0,13.0
922,22.98399519920349,18793,1763260033.9254742,,,,,,,,,,14.0,14.0
930,23.12043046951294,18894,1763260034.0619094,,,,,,,,,,11.0,11.0
938,23.235647201538086,18989,1763260034.1771262,,,,,,,,,,12.0,12.0
941,23.25643277168274,19033,1763260034.1979117,,,,,,,,,,12.0,12.0
942,23.262258529663086,19045,1763260034.2037375,,,,,,,,,,12.0,12.0
948,23.364385843276978,19114,1763260034.3058648,,,,,,,,,,16.0,16.0
974,23.66371464729309,19433,1763260034.6051936,,,,,,,,,,11.0,11.0
980,23.766761779785156,19504,1763260034.7082407,,,,,,,,,,13.0,13.0
985,23.79461431503296,19557,1763260034.7360933,,,,,,,,,,12.0,12.0
1015,24.304978370666504,19900,1763260035.2464573,,,,,,,,,,14.0,14.0
1031,24.46830725669861,20089,1763260035.4097862,,,,,,,,,,14.0,14.0
1050,24.717766046524048,20307,1763260035.659245,,,,,,,,,,15.0,15.0
1053,24.736284255981445,20346,1763260035.6777632,,,,,,,,,,12.0,12.0
1058,24.82665514945984,20388,1763260035.768134,,,,,,,,,,12.0,12.0
1083,25.240335702896118,20685,1763260036.1818147,,,,,,,,,,15.0,15.0
1091,25.38202691078186,20773,1763260036.3235059,,,,,,,,,,12.0,12.0
1106,25.533703327178955,20935,1763260036.4751823,,,,,,,,,,9.0,9.0
1118,25.680710315704346,21069,1763260036.6221893,,,,,,,,,,10.0,10.0
1133,25.825636625289917,21217,1763260036.7671156,,,,,,,,,,13.0,13.0
1145,25.95980477333069,21345,1763260036.9012837,,,,,,,,,,12.0,12.0
1164,26.27361297607422,21527,1763260037.215092,,,,,,,,,,9.0,9.0
1172,26.35014581680298,21614,1763260037.2916248,,,,,,,,,,11.0,11.0
1181,26.491014003753662,21706,1763260037.432493,,,,,,,,,,10.0,10.0
1186,26.6050226688385,21760,1763260037.5465016,0.008226045407354832,-0.0010129213333129883,0.0037100864574313164,0.021484375,-0.014055483043193817,0.2996162176132202,0.00028701996780000627,915.0,13.878331184387207,,
1197,26.666760206222534,21876,1763260037.6082392,,,,,,,,,,11.0,11.0
1213,26.88385033607483,22026,1763260037.8253293,,,,,,,,,,11.0,11.0
1215,26.895777940750122,22049,1763260037.837257,,,,,,,,,,11.0,11.0
1226,27.02785348892212,22163,1763260037.9693325,,,,,,,,,,12.0,12.0
1230,27.05091428756714,22208,1763260037.9923933,,,,,,,,,,15.0,15.0
1234,27.076375484466553,22255,1763260038.0178545,,,,,,,,,,12.0,12.0
1245,27.205216646194458,22363,1763260038.1466956,,,,,,,,,,10.0,10.0
1271,27.669405460357666,22651,1763260038.6108844,,,,,,,,,,11.0,11.0
1299,28.064359426498413,22949,1763260039.0058384,,,,,,,,,,12.0,12.0
1339,28.49818253517151,23390,1763260039.4396615,,,,,,,,,,12.0,12.0
1340,28.503482580184937,23400,1763260039.4449615,,,,,,,,,,10.0,10.0
1363,28.909570693969727,23645,1763260039.8510497,,,,,,,,,,11.0,11.0
1365,28.924858808517456,23669,1763260039.8663378,,,,,,,,,,12.0,12.0
1370,29.043010473251343,23725,1763260039.9844894,,,,,,,,,,11.0,11.0
1381,29.170975923538208,23840,1763260040.112455,,,,,,,,,,10.0,10.0
1388,29.211739778518677,23914,1763260040.1532187,,,,,,,,,,9.0,9.0
1395,29.315107345581055,23980,1763260040.2565863,,,,,,,,,,12.0,12.0
1399,29.337992429733276,24024,1763260040.2794714,,,,,,,,,,10.0,10.0
1432,29.732051849365234,24383,1763260040.6735308,,,,,,,,,,12.0,12.0
1433,29.742038011550903,24396,1763260040.683517,,,,,,,,,,13.0,13.0
1455,30.14912247657776,24633,1763260041.0906014,,,,,,,,,,10.0,10.0
1456,30.15509867668152,24645,1763260041.0965776,,,,,,,,,,12.0,12.0
1514,30.83501124382019,25312,1763260041.7764902,,,,,,,,,,14.0,14.0
1527,31.079026222229004,25464,1763260042.0205052,,,,,,,,,,11.0,11.0
1529,31.155727863311768,25480,1763260042.0972068,,,,,,,,,,16.0,16.0
1534,31.1887047290802,25546,1763260042.1301837,,,,,,,,,,13.0,13.0
1536,31.201745748519897,25574,1763260042.1432247,,,,,,,,,,12.0,12.0
1543,31.30791711807251,25650,1763260042.249396,,,,,,,,,,11.0,11.0
1545,31.322590589523315,25683,1763260042.2640696,,,,,,,,,,16.0,16.0
1546,31.329097270965576,25698,1763260042.2705762,,,,,,,,,,15.0,15.0
1558,31.541483640670776,25856,1763260042.4829626,0.006350972689688206,0.03230983018875122,0.0016124220564961433,0.021484375,0.021208506077528,0.3809455931186676,0.000284562207525596,901.0,8.467815399169922,,
1559,31.54574751853943,25861,1763260042.4872265,,,,,,,,,,17.0,17.0
1563,31.577126264572144,25929,1763260042.5186052,,,,,,,,,,14.0,14.0
1566,31.59788751602173,25974,1763260042.5393665,,,,,,,,,,17.0,17.0
1589,31.958656787872314,26288,1763260042.9001358,,,,,,,,,,18.0,18.0
1597,32.11806106567383,26398,1763260043.05954,,,,,,,,,,16.0,16.0
1607,32.36582112312317,26544,1763260043.3073,,,,,,,,,,16.0,16.0
1609,32.37838578224182,26573,1763260043.3198647,,,,,,,,,,13.0,13.0
1610,32.38563275337219,26588,1763260043.3271117,,,,,,,,,,15.0,15.0
1638,32.77877855300903,26987,1763260043.7202575,,,,,,,,,,17.0,17.0
1687,33.70714569091797,27800,1763260044.6486247,,,,,,,,,,14.0,14.0
1732,34.632973432540894,28682,1763260045.5744524,,,,,,,,,,22.0,22.0
1745,34.88182973861694,28948,1763260045.8233087,,,,,,,,,,19.0,19.0
1753,35.0180287361145,29103,1763260045.9595077,,,,,,,,,,18.0,18.0
1754,35.028106451034546,29124,1763260045.9695854,,,,,,,,,,21.0,21.0
1768,35.286128997802734,29409,1763260046.227608,,,,,,,,,,23.0,23.0
1777,35.5041708946228,29599,1763260046.4456499,,,,,,,,,,24.0,24.0
1818,36.629672050476074,30726,1763260047.571151,,,,,,,,,,26.0,26.0
1823,36.824578285217285,30910,1763260047.7660573,,,,,,,,,,53.0,53.0
1851,38.0302996635437,32228,1763260048.9717786,,,,,,,,,,118.0,118.0
1868,38.98819422721863,33280,1763260049.9296732,0.0015633534640073776,0.3836885690689087,0.0038163308054208755,0.005859375,-0.01706363633275032,0.42891591787338257,0.00028010751702822745,920.0,0.21059644222259521,,
1873,39.217447996139526,33582,1763260050.158927,,,,,,,,,,140.0,140.0
1877,39.45489025115967,33872,1763260050.3963692,,,,,,,,,,142.0,142.0
