losses/entropy,losses/value_loss,losses/clipfrac,losses/policy_loss,charts/episodic_return,losses/approx_kl,charts/SPS,charts/learning_rate,losses/explained_variance,_timestamp,charts/episodic_length,global_step,_runtime,losses/old_approx_kl,_step
0.3488028049468994,8.889455795288086,0.00390625,0.0005456637591123581,,0.00302107073366642,710.0,0.00022834101400803775,4.982948303222656e-05,1763260199.911385,,119552,171.62080597877502,-0.004867032170295715,1514
0.31302914023399353,8.761249773669988e-05,0.08203125,-0.022297149524092674,,0.013540579937398434,709.0,0.00022788018395658582,-0.08163881301879883,1763260201.181836,,120320,172.89125680923462,0.022327762097120285,1521
0.3407243490219116,0.0053987945429980755,0.00390625,-0.003107994794845581,,0.00016407854855060577,709.0,0.00022764976893085986,0.07311505079269409,1763260201.8694184,,120704,173.578839302063,-0.0023438744246959686,1525
0.38274818658828735,0.00020923609554301947,0.0,0.002867812290787697,,0.00013098493218421936,708.0,0.00022749615891370922,-0.1372605562210083,1763260202.2764113,,120960,173.98583221435547,0.001688983291387558,1527
0.3249943256378174,25.2744083404541,0.0,0.009279582649469376,,0.00021632295101881027,708.0,0.0002274193539051339,0.00019049644470214844,1763260202.5138853,,121088,174.22330617904663,0.001429579220712185,1529
0.2583334445953369,147.7564697265625,0.0,0.0016695261001586914,,0.0005625998601317406,708.0,0.00022711213387083262,0.00013333559036254883,1763260203.3916247,,121600,175.1010456085205,0.009143699891865253,1534
0.34742140769958496,0.000907962501514703,0.037109375,-0.03242968022823334,,0.007250097580254078,707.0,0.00022695852385368198,-0.09198617935180664,1763260203.8259213,,121856,175.5353422164917,0.025957243517041206,1536
,,,,500.0,,,,,1763260204.919553,500.0,122513,176.62897396087646,,1543
0.37097832560539246,0.011414719745516777,0.017578125,0.005620881915092468,,0.008099744096398354,706.0,0.00022642088879365474,0.03182452917098999,1763260205.3603199,,122752,177.06974077224731,0.020810889080166817,1545
0.3201572299003601,0.0003155270533170551,0.0,-0.0007775165140628815,,0.0008427854627370834,706.0,0.00022634408378507942,-0.06498825550079346,1763260205.5508337,,122880,177.26025462150574,0.004375770688056946,1546
0.338072270154953,2.454691171646118,0.0,0.0014401152729988098,,0.0006059659644961357,705.0,0.00022565283870790154,-1.7762184143066406e-05,1763260207.5934203,,124032,179.30284118652344,0.0035187872126698494,1558
0.3404698371887207,0.008890215307474136,0.001953125,-0.014076365157961845,,0.0019874777644872665,704.0,0.00022557603369932622,0.032056987285614014,1763260207.8045197,,124160,179.51394057273865,-0.005303174257278442,1559
0.4382929801940918,92.34217834472656,0.0,0.002363884821534157,,0.0006517497822642326,704.0,0.00022534561867360026,0.00012791156768798828,1763260208.5028791,,124544,180.21230006217957,-0.0037118038162589073,1563
0.3165988326072693,0.00010774929978651926,0.01171875,0.001212308183312416,,0.0002573281526565552,704.0,0.0002251152036478743,-0.10385787487030029,1763260209.109248,,124928,180.81866884231567,-0.0049139149487018585,1566
0.39513516426086426,152.3858642578125,0.0,-0.0009355098009109497,,0.0017308779060840607,700.0,0.00022380951850209385,0.00013375282287597656,1763260213.0388844,,127104,184.74830532073975,0.011455925181508064,1588
0.3949924409389496,0.00795290619134903,0.02734375,-0.005786586552858353,,0.004804229363799095,700.0,0.00022373271349351853,-0.2261054515838623,1763260213.2540102,,127232,184.96343111991882,0.010204954072833061,1589
,,,,500.0,,,,,1763260214.6531239,500.0,128013,186.36254477500916,,1597
0.3561728596687317,197.75445556640625,0.0,0.002359885722398758,,0.0001428229734301567,698.0,0.00022265744337346405,5.239248275756836e-05,1763260216.4825172,,129024,188.19193816184998,3.5089440643787384e-05,1607
0.35044437646865845,0.00013756219414062798,0.00390625,0.004005182534456253,,0.0018275408074259758,697.0,0.0002225038333563134,-0.0604093074798584,1763260216.9174614,,129280,188.626882314682,-0.0062371669337153435,1609
0.36375921964645386,0.000266911432845518,0.0,0.003885209560394287,,0.0004270588979125023,697.0,0.0002224270283477381,-0.2733210325241089,1763260217.1458561,,129408,188.8552770614624,-0.003570503555238247,1610
0.3792407214641571,7.350446701049805,0.0,0.0006103664636611938,,0.000513492152094841,697.0,0.00022235022333916277,-7.49826431274414e-05,1763260217.423225,,129536,189.1326458454132,0.0019247941672801971,1612
,,,,500.0,,,,,1763260219.8930917,500.0,131013,191.60251259803772,,1626
0.34490829706192017,0.010445958934724331,0.0,-0.014344446361064911,,0.00313713401556015,694.0,0.00022073733271099627,-0.15843307971954346,1763260222.1249886,,132224,193.83440947532654,-0.011285909451544285,1638
0.34076160192489624,0.011759248562157154,0.0,-9.385263547301292e-05,,7.398799061775208e-05,689.0,0.00021774193737655878,-0.33271360397338867,1763260230.7259574,,137216,202.43537831306458,0.0016650669276714325,1687
0.351951003074646,0.00017184032185468823,0.0390625,-0.015653707087039948,,0.01004819292575121,685.0,0.00021497695706784725,0.07677996158599854,1763260238.5037043,,141824,210.21312522888184,-0.0003849519416689873,1732
0.37136685848236084,3.8959269523620605,0.0,0.00301240012049675,,0.0016012238338589668,684.0,0.00021420890698209405,3.36766242980957e-05,1763260240.7374141,,143104,212.44683504104614,0.0072786686941981316,1745
0.3910732865333557,8.510053885402158e-05,0.01171875,0.013102859258651733,,0.002203337848186493,683.0,0.0002136712719220668,-0.09161674976348877,1763260242.2284212,,144000,213.937842130661,-0.0028976500034332275,1753
,,,,500.0,,,,,1763260242.2747843,500.0,144013,213.98420524597168,,1754
0.41134950518608093,0.0077489642426371574,0.0,0.02407669834792614,,0.0013870615512132645,682.0,0.00021298002684488893,-0.03139090538024902,1763260244.2304742,,145152,215.93989515304565,0.011609058827161789,1765
,,,,500.0,,,,,1763260244.7065196,500.0,145513,216.41594052314758,,1768
0.406156063079834,7.709419878665358e-05,0.001953125,-0.0017166994512081146,,0.000347234308719635,681.0,0.00021221197675913572,-0.036601901054382324,1763260246.4102206,,146432,218.1196415424347,-0.005738861858844757,1777
0.3503563404083252,192.8397979736328,0.0,0.003102310001850128,,0.00016903318464756012,678.0,0.0002097542310366407,-1.9311904907226562e-05,1763260253.3647776,,150528,225.07419848442078,-0.0006833802908658981,1818
0.3669651746749878,171.27828979492188,0.005859375,-0.012126822024583817,,0.001260051503777504,678.0,0.00020944701100233942,2.9981136322021484e-05,1763260254.2552226,,151040,225.96464347839355,-0.024392591789364815,1823
0.4086281657218933,0.00010043123620562255,0.0,-0.0024546750355511904,,0.0002345014363527298,676.0,0.00020768049580510706,-0.050533294677734375,1763260259.3119066,,153984,231.02132749557495,0.0010063312947750092,1851
0.4553716480731964,0.00024303745885845274,0.0390625,-0.0294661782681942,,0.009151920676231384,676.0,0.00020737327577080578,-0.060686588287353516,1763260260.2063792,,154496,231.9158000946045,0.002207220532000065,1856
0.445006787776947,0.009156148880720139,0.0,0.003931686282157898,,0.00048383232206106186,675.0,0.0002066820306936279,0.2017696499824524,1763260262.2181091,,155648,233.9275300502777,-0.0005748653784394264,1868
0.4398943781852722,0.0103215416893363,0.00390625,-0.0007857158780097961,,0.0017324769869446754,674.0,0.0002063748106593266,0.33116334676742554,1763260263.1105187,,156160,234.81993961334229,0.014673357829451561,1873
0.454334020614624,213.84417724609375,0.0,0.0002443939447402954,,0.002177816815674305,674.0,0.00020614439563360065,9.500980377197266e-05,1763260263.7702043,,156544,235.47962522506714,0.0029780035838484764,1877
,,,,500.0,,,,,1763260265.311881,500.0,157513,237.021301984787,,1886
0.3402669429779053,0.00024308996216859668,0.0078125,0.00434403121471405,,0.00044128578156232834,673.0,0.00020499232050497085,-0.021029353141784668,1763260267.066343,,158464,238.77576398849487,-0.004450698383152485,1895
0.3162478506565094,0.009312981739640236,0.0,-0.0046941787004470825,,0.0008720057085156441,672.0,0.00020453149045351893,0.10888481140136719,1763260268.4738784,,159232,240.1832993030548,-0.0014576064422726631,1903
,,,,500.0,,,,,1763260268.9698844,500.0,159513,240.6793053150177,,1906
0.3849232792854309,0.0007020504563115537,0.0703125,-0.04299502819776535,,0.011530736461281776,671.0,0.00020360983035061508,0.08607083559036255,1763260271.2234592,,160768,242.93288016319275,0.020604010671377182,1918
,,,,500.0,,,,,1763260271.4964757,500.0,161013,243.20589661598206,,1920
,,,,500.0,,,,,1763260275.8299098,500.0,163513,247.5393307209015,,1945
