charts/episodic_return,global_step
15,15
16,31
14,45
11,56
18,74
51,125
38,163
42,205
14,219
28,247
33,280
17,297
13,310
19,329
76,405
53,458
21,479
12,491
17,508
14,522
36,558
19,577
12,589
39,628
15,643
23,666
18,684
31,715
27,742
22,764
16,780
12,792
44,836
10,846
33,879
16,895
49,944
14,958
15,973
12,985
13,998
35,1033
17,1050
15,1065
69,1134
57,1191
54,1245
39,1284
42,1326
34,1360
24,1384
30,1414
63,1477
65,1542
101,1643
23,1666
16,1682
28,1710
20,1730
85,1815
18,1833
23,1856
27,1883
15,1898
150,2048
78,2126
43,2169
30,2199
89,2288
52,2340
74,2414
21,2435
47,2482
167,2649
64,2713
139,2852
59,2911
55,2966
44,3010
75,3085
140,3225
78,3303
68,3371
58,3429
59,3488
153,3641
49,3690
101,3791
67,3858
75,3933
241,4174
44,4218
166,4384
139,4523
79,4602
154,4756
94,4850
168,5018
47,5065
44,5109
157,5266
151,5417
146,5563
38,5601
116,5717
129,5846
151,5997
113,6110
145,6255
49,6304
132,6436
93,6529
174,6703
74,6777
116,6893
63,6956
112,7068
61,7129
108,7237
122,7359
103,7462
186,7648
143,7791
172,7963
56,8019
73,8092
153,8245
55,8300
148,8448
155,8603
61,8664
116,8780
92,8872
66,8938
55,8993
52,9045
60,9105
59,9164
119,9283
142,9425
153,9578
119,9697
165,9862
81,9943
173,10116
114,10230
160,10390
108,10498
124,10622
101,10723
133,10856
91,10947
217,11164
29,11193
114,11307
61,11368
140,11508
112,11620
118,11738
115,11853
70,11923
65,11988
85,12073
50,12123
69,12192
110,12302
68,12370
44,12414
162,12576
117,12693
130,12823
107,12930
48,12978
98,13076
164,13240
173,13413
113,13526
61,13587
124,13711
192,13903
107,14010
146,14156
151,14307
147,14454
152,14606
148,14754
124,14878
135,15013
133,15146
124,15270
131,15401
164,15565
121,15686
127,15813
82,15895
72,15967
162,16129
96,16225
89,16314
60,16374
103,16477
155,16632
106,16738
134,16872
39,16911
87,16998
47,17045
90,17135
54,17189
73,17262
87,17349
98,17447
80,17527
79,17606
69,17675
59,17734
110,17844
63,17907
53,17960
75,18035
90,18125
70,18195
130,18325
136,18461
156,18617
160,18777
151,18928
74,19002
142,19144
122,19266
123,19389
203,19592
136,19728
379,20107
134,20241
65,20306
181,20487
160,20647
337,20984
135,21119
195,21314
313,21627
155,21782
114,21896
124,22020
135,22155
159,22314
130,22444
179,22623
104,22727
130,22857
123,22980
142,23122
131,23253
145,23398
239,23637
161,23798
123,23921
237,24158
170,24328
161,24489
217,24706
155,24861
124,24985
129,25114
72,25186
162,25348
113,25461
163,25624
160,25784
133,25917
210,26127
188,26315
284,26599
277,26876
95,26971
131,27102
131,27233
128,27361
153,27514
180,27694
499,28193
164,28357
131,28488
169,28657
343,29000
120,29120
152,29272
500,29772
231,30003
232,30235
241,30476
500,30976
226,31202
500,31702
230,31932
394,32326
425,32751
210,32961
276,33237
227,33464
322,33786
286,34072
232,34304
295,34599
396,34995
208,35203
179,35382
216,35598
414,36012
500,36512
215,36727
169,36896
256,37152
126,37278
320,37598
208,37806
149,37955
140,38095
155,38250
159,38409
179,38588
116,38704
106,38810
230,39040
120,39160
188,39348
131,39479
99,39578
141,39719
134,39853
61,39914
194,40108
106,40214
92,40306
91,40397
102,40499
62,40561
129,40690
70,40760
168,40928
149,41077
131,41208
164,41372
175,41547
224,41771
146,41917
128,42045
142,42187
138,42325
126,42451
126,42577
147,42724
163,42887
160,43047
137,43184
161,43345
207,43552
179,43731
248,43979
150,44129
191,44320
121,44441
135,44576
121,44697
186,44883
169,45052
225,45277
160,45437
132,45569
171,45740
129,45869
115,45984
108,46092
118,46210
111,46321
115,46436
181,46617
134,46751
203,46954
184,47138
336,47474
500,47974
500,48474
333,48807
186,48993
500,49493
500,49993
500,50493
500,50993
500,51493
500,51993
500,52493
295,52788
500,53288
500,53788
500,54288
500,54788
500,55288
500,55788
500,56288
500,56788
273,57061
500,57561
500,58061
363,58424
500,58924
500,59424
409,59833
291,60124
294,60418
369,60787
500,61287
332,61619
436,62055
500,62555
500,63055
500,63555
500,64055
500,64555
500,65055
500,65555
82,65637
500,66137
167,66304
491,66795
416,67211
290,67501
500,68001
165,68166
500,68666
351,69017
500,69517
130,69647
60,69707
131,69838
500,70338
500,70838
500,71338
379,71717
412,72129
500,72629
139,72768
500,73268
500,73768
500,74268
500,74768
500,75268
133,75401
500,75901
500,76401
500,76901
500,77401
500,77901
500,78401
500,78901
500,79401
500,79901
500,80401
500,80901
500,81401
500,81901
500,82401
500,82901
500,83401
500,83901
500,84401
500,84901
500,85401
500,85901
500,86401
500,86901
500,87401
500,87901
500,88401
500,88901
500,89401
500,89901
474,90375
500,90875
500,91375
500,91875
500,92375
500,92875
500,93375
500,93875
487,94362
500,94862
500,95362
500,95862
173,96035
349,96384
145,96529
405,96934
292,97226
222,97448
138,97586
185,97771
228,97999
150,98149
143,98292
430,98722
230,98952
192,99144
119,99263
154,99417
149,99566
207,99773
255,100028
206,100234
297,100531
173,100704
143,100847
192,101039
129,101168
163,101331
237,101568
118,101686
145,101831
123,101954
160,102114
239,102353
272,102625
151,102776
246,103022
204,103226
108,103334
156,103490
212,103702
114,103816
213,104029
296,104325
404,104729
238,104967
399,105366
500,105866
500,106366
500,106866
500,107366
500,107866
500,108366
500,108866
500,109366
500,109866
500,110366
500,110866
500,111366
500,111866
500,112366
500,112866
500,113366
500,113866
500,114366
500,114866
500,115366
500,115866
500,116366
500,116866
500,117366
500,117866
500,118366
500,118866
500,119366
500,119866
500,120366
500,120866
500,121366
500,121866
500,122366
500,122866
500,123366
500,123866
500,124366
500,124866
500,125366
500,125866
500,126366
500,126866
500,127366
500,127866
500,128366
500,128866
500,129366
500,129866
500,130366
500,130866
500,131366
500,131866
500,132366
500,132866
500,133366
500,133866
500,134366
500,134866
500,135366
500,135866
500,136366
500,136866
500,137366
500,137866
500,138366
500,138866
500,139366
500,139866
500,140366
500,140866
500,141366
500,141866
500,142366
500,142866
500,143366
500,143866
500,144366
500,144866
500,145366
500,145866
500,146366
500,146866
500,147366
500,147866
500,148366
500,148866
500,149366
500,149866
500,150366
500,150866
500,151366
500,151866
500,152366
500,152866
500,153366
500,153866
500,154366
500,154866
500,155366
500,155866
500,156366
500,156866
500,157366
500,157866
