global_step,charts/episodic_length,losses/policy_loss,_step,charts/episodic_return,losses/approx_kl,charts/learning_rate,charts/SPS,losses/entropy,losses/value_loss,_runtime,losses/clipfrac,_timestamp,losses/old_approx_kl,losses/explained_variance
160768,,0.0038575083017349243,1886,,0.0009603220969438553,0.00020360983035061508,749.0,0.5600509643554688,64.34569549560547,218.27502465248108,0.0,1763260246.0220926,0.004249179735779762,9.632110595703125e-05
161682,500.0,,1895,500.0,,,,,,219.54943990707397,,1763260247.2965078,,
162560,,0.0002131424844264984,1903,,0.0021284539252519608,0.0002025345602305606,748.0,0.47776395082473755,8.255322609329596e-05,220.8141417503357,0.0,1763260248.5612097,0.011349840089678764,0.14602917432785034
162816,,-0.004589419811964035,1906,,0.0004930859431624413,0.00020238095021340996,748.0,0.4719669222831726,0.005787128582596779,221.22239303588867,0.0,1763260248.969461,0.004046068526804447,-0.10911571979522705
164096,,-0.006392829120159149,1918,,0.0015838481485843658,0.00020161290012765676,747.0,0.4608016312122345,5.22278860444203e-05,223.0665261745453,0.005859375,1763260250.813594,0.01029970869421959,-0.1084432601928711
164224,,-0.004013441503047943,1920,,0.00026109907776117325,0.00020153609511908144,747.0,0.4882345497608185,24.53584861755371,223.27626872062683,0.0,1763260251.0233366,-0.006725638173520565,5.650520324707031e-05
166784,,-0.0007221214473247528,1945,,0.00011890195310115814,0.00019999999494757503,746.0,0.504240095615387,3.626417875289917,227.01219654083252,0.0,1763260254.7592645,0.0006520263850688934,0.00016897916793823242
168192,,-0.00016026571393013,1959,,0.0001331837847828865,0.0001991551398532465,746.0,0.5302200317382812,300.7038879394531,229.0424463748932,0.0,1763260256.7895143,0.0024801986292004585,-9.59634780883789e-05
169682,500.0,,1973,500.0,,,,,,231.11053228378296,,1763260258.8576002,,
170880,,-0.003891643136739731,1985,,0.00018724985420703888,0.00019754224922508,745.0,0.5052115321159363,0.005790530238300562,233.0125434398651,0.0,1763260260.7596114,-0.00108267180621624,-0.04194653034210205
171520,,-0.011917775496840477,1991,,0.0016025053337216377,0.0001971582241822034,744.0,0.4659237861633301,0.0003252837632317096,233.955952167511,0.0,1763260261.70302,0.010610108263790607,-0.030410289764404297
172672,,0.0021856166422367096,2002,,0.0025555863976478577,0.00019646697910502553,744.0,0.4895727038383484,0.00013894193398300558,235.6708357334137,0.001953125,1763260263.4179037,0.01484656147658825,0.11188870668411255
173182,500.0,,2007,500.0,,,,,,236.29685807228088,,1763260264.043926,,
174080,,-0.020128250122070312,2016,,0.0035612350329756737,0.000195622124010697,743.0,0.5206825137138367,8.809337305137888e-05,237.73224520683289,0.00390625,1763260265.4793131,-0.010347642935812473,-0.048467278480529785
174336,,-0.01507515087723732,2019,,0.002247992902994156,0.00019546851399354637,743.0,0.5218879580497742,0.005692728329449892,238.14357137680054,0.0,1763260265.8906393,0.02199525013566017,-0.32685601711273193
174848,,-0.008446522057056427,2024,,0.001222323626279831,0.00019516129395924509,743.0,0.5531927347183228,0.006058633793145418,238.90939283370972,0.001953125,1763260266.6564608,-0.006099380552768707,-0.030972003936767578
175182,500.0,,2027,500.0,,,,,,239.31288051605225,,1763260267.0599484,,
175360,,-0.014647677540779114,2029,,0.0030605746433138847,0.0001948540739249438,742.0,0.514557421207428,0.007893546484410763,239.69389843940735,0.0,1763260267.4409664,0.020084206014871597,-0.12982404232025146
175872,,-0.005395255982875824,2034,,0.0008392371237277985,0.00019454685389064252,742.0,0.4815657138824463,0.006647017784416676,240.4650354385376,0.0,1763260268.2121034,-0.0027304701507091522,0.20056289434432983
177024,,-0.0007221605628728867,2045,,6.768479943275452e-05,0.00019385560881346464,742.0,0.4951157569885254,7.407210796372965e-05,242.17799067497253,0.0,1763260269.9250586,0.001452205702662468,0.07171666622161865
177664,,0.011462219059467316,2051,,0.0008935751393437386,0.00019347158377058804,742.0,0.5649874806404114,0.00018033797095995396,243.0730926990509,0.0,1763260270.8201606,-0.01016706507652998,-0.16250848770141602
177682,500.0,,2052,500.0,,,,,,243.11219692230225,,1763260270.8592649,,
179584,,-0.004527520388364792,2070,,0.0014420254155993462,0.00019231950864195824,741.0,0.41539469361305237,5.0665206799749285e-05,245.83629179000854,0.001953125,1763260273.5833597,0.012968010269105434,0.28056854009628296
180182,500.0,,2076,500.0,,,,,,246.6220052242279,,1763260274.3690732,,
181888,,-0.014510147273540497,2093,,0.0034391507506370544,0.00019093701848760247,741.0,0.5554292798042297,0.005559850484132767,249.09830904006958,0.00390625,1763260276.845377,-0.006125090643763542,0.00208890438079834
182016,,-0.014292886480689049,2094,,0.0013716639950871468,0.00019086021347902715,741.0,0.5395912528038025,9.53076159930788e-05,249.26926493644714,0.0,1763260277.0163329,0.017012517899274826,-0.08585906028747559
184320,,0.00047474075108766556,2117,,0.000386727973818779,0.0001894777233246714,740.0,0.48322516679763794,0.005739046726375818,252.6443486213684,0.0,1763260280.3914165,0.005410980433225632,0.033478379249572754
186752,,-0.0005751661956310272,2141,,0.0003398815169930458,0.0001880184281617403,740.0,0.4859238266944885,148.02346801757812,255.93351984024048,0.0,1763260283.6805878,0.005060938186943531,-2.002716064453125e-05
187264,,0.0031505078077316284,2146,,0.0001367218792438507,0.00018771120812743902,740.0,0.5372164249420166,229.8454132080078,256.61805486679077,0.0,1763260284.3651228,0.001977618783712387,-3.409385681152344e-05
187392,,0.0033839643001556396,2147,,0.00012726709246635437,0.0001876344031188637,740.0,0.46880030632019043,0.005037474445998669,256.795197725296,0.0,1763260284.5422657,0.0018543973565101624,-0.13290715217590332
187520,,0.0003081783652305603,2148,,0.0003161318600177765,0.00018755759811028838,740.0,0.49451184272766113,6.82019381201826e-05,256.94234585762024,0.0,1763260284.6894138,0.002588380128145218,-0.15825045108795166
188160,,0.009408287703990936,2155,,0.0006255544722080231,0.00018717357306741178,740.0,0.527967631816864,0.004488450009375811,257.8609833717346,0.0,1763260285.6080513,0.0002624504268169403,-0.17683327198028564
189952,,0.005591131746768951,2172,,0.0003267228603363037,0.00018609831749927253,740.0,0.4958511292934418,0.0001989501470234245,260.2563154697418,0.0,1763260288.0033834,0.005695894360542297,-0.14470696449279785
191232,,-0.0007386226207017899,2185,,1.7117708921432495e-05,0.00018533026741351932,739.0,0.511283278465271,0.004646262153983116,262.10642743110657,0.0,1763260289.8534954,0.0010286960750818253,-0.09243166446685791
192000,,-0.027699869126081467,2192,,0.0028171176090836525,0.0001848694373620674,739.0,0.3898046612739563,0.00020773425057996064,263.3529188632965,0.00390625,1763260291.0999868,0.017630230635404587,-0.021322250366210938
192512,,-0.0035964176058769226,2198,,0.0004186360165476799,0.00018456221732776612,738.0,0.47836747765541077,108.9189224243164,264.2079985141754,0.0,1763260291.9550664,-0.005937446840107441,-3.933906555175781e-05
192640,,-0.004109278321266174,2199,,0.0005611153319478035,0.0001844854123191908,738.0,0.5293638110160828,0.004850341007113457,264.4260754585266,0.0,1763260292.1731434,-0.00327309500426054,0.0731157660484314
193920,,0.0029628935735672712,2211,,0.00023468490689992905,0.0001837173622334376,738.0,0.48484599590301514,8.024411363294348e-05,266.2638964653015,0.0,1763260294.0109644,-0.00574526097625494,-0.18796157836914062
194176,,0.002667125314474106,2214,,0.00037904269993305206,0.00018356375221628696,738.0,0.5077818036079407,0.005803018808364868,266.6561691761017,0.0,1763260294.403237,-0.005017327144742012,-0.0030137300491333008
194816,,-0.0036215558648109436,2220,,0.002543083392083645,0.00018317972717341036,738.0,0.5279593467712402,6.909329385962337e-05,267.5496666431427,0.0,1763260295.2967346,0.015798229724168777,0.04241389036178589
195072,,0.0029183318838477135,2223,,0.0009165555238723755,0.00018302611715625972,738.0,0.4920257031917572,78.07772827148438,267.9497630596161,0.0,1763260295.696831,0.0018677245825529099,-4.363059997558594e-05
195328,,0.007301464676856995,2225,,0.0008508935570716858,0.00018287250713910908,738.0,0.4955309331417084,1.2577419511217158e-05,268.30200362205505,0.0,1763260296.0490716,-0.006682967767119408,-0.005687117576599121
195456,,0.003834722563624382,2226,,0.0020005125552415848,0.00018279570213053375,738.0,0.5613927841186523,9.374655928695574e-05,268.4718096256256,0.0,1763260296.2188776,-0.01953333243727684,-0.03314030170440674
195511,500.0,,2227,500.0,,,,,,268.50739097595215,,1763260296.254459,,
195968,,-0.0030999109148979187,2231,,0.00012556370347738266,0.00018248848209623247,738.0,0.5106526613235474,7.498483319068328e-05,269.1598467826843,0.0,1763260296.9069147,0.004280964843928814,-0.07457399368286133
196352,,0.0009900331497192383,2235,,0.00044443272054195404,0.0001822580670705065,738.0,0.4822911024093628,5.9233203501207754e-05,269.7124617099762,0.0,1763260297.4595296,-0.005955725908279419,0.05522966384887695
196992,,-0.000453755259513855,2241,,7.010996341705322e-06,0.0001818740420276299,738.0,0.5328940749168396,1.2951664757565595e-05,270.58331060409546,0.0,1763260298.3303785,0.001168467104434967,-0.08308231830596924
197632,,0.0007938854396343231,2248,,1.325458288192749e-05,0.0001814900169847533,737.0,0.453682005405426,23.205198287963867,271.56136083602905,0.0,1763260299.3084288,-0.0003166664391756058,4.094839096069336e-05
197888,,-0.008019857108592987,2250,,0.0006570369005203247,0.00018133640696760267,736.0,0.5278543829917908,3.376178574399091e-05,272.4316165447235,0.001953125,1763260300.1786845,0.024488965049386024,-0.10160624980926514
198144,,-0.005333654582500458,2253,,0.001252051442861557,0.00018118279695045203,735.0,0.5163478851318359,0.006381281651556492,272.9224820137024,0.0,1763260300.66955,-0.0016642864793539047,-0.024523019790649414
200064,,0.0019486602395772934,2272,,0.00010641198605298996,0.00018003072182182223,735.0,0.4428394138813019,102.0903091430664,275.8494942188263,0.0,1763260303.5965621,0.0007921671494841576,-6.306171417236328e-05
200960,,-0.0012427624315023422,2280,,0.00041999947279691696,0.00017949308676179498,734.0,0.45664462447166443,7.604703569086269e-05,277.41666555404663,0.0,1763260305.1637335,-0.00509388092905283,0.009914398193359375
202496,,-0.004148334264755249,2295,,0.00028137676417827606,0.00017857142665889114,733.0,0.45688867568969727,7.342846947722137e-05,279.86540722846985,0.0,1763260307.6124752,-0.005471184849739075,-0.03142726421356201
202752,,-0.006076391786336899,2298,,0.0004174867644906044,0.0001784178166417405,732.0,0.47547265887260437,0.004109727218747139,280.30259680747986,0.0,1763260308.0496647,-0.003828235901892185,0.020036637783050537
204011,500.0,,2310,500.0,,,,,,282.1411564350128,,1763260309.8882244,,
204160,,-0.0018029361963272095,2312,,0.0004609338939189911,0.00017757296154741198,732.0,0.49973708391189575,0.005984783172607422,282.4656460285187,0.0,1763260310.212714,-0.0100417360663414,-0.03765237331390381
204800,,0.004136607050895691,2318,,0.00043736957013607025,0.00017718893650453538,732.0,0.4741116762161255,0.0001729409850668162,283.3833394050598,0.0,1763260311.1304073,-0.0029200538992881775,0.0314750075340271
205184,,-0.0005390569567680359,2322,,0.00013432279229164124,0.00017695852147880942,732.0,0.5253128409385681,0.0047796438448131084,283.967493057251,0.0,1763260311.714561,0.004373297095298767,-0.029668807983398438
205440,,0.027128346264362335,2324,,0.0017485721036791801,0.00017680491146165878,732.0,0.46703818440437317,2.070270784315653e-05,284.3195331096649,0.001953125,1763260312.066601,0.0008065188303589821,0.0426715612411499
205952,,-0.0008272677659988403,2329,,0.0019960151985287666,0.0001764976914273575,731.0,0.5205538868904114,6.422408478101715e-05,285.04387640953064,0.005859375,1763260312.7909443,0.019727561622858047,0.024593353271484375
206976,,0.007639247924089432,2339,,0.0010130181908607483,0.00017588325135875493,731.0,0.47047853469848633,4.084164902451448e-05,286.470755815506,0.0,1763260314.2178237,-0.00012104958295822144,-0.058696746826171875
207360,,-0.003854595124721527,2343,,0.0001514814794063568,0.00017565283633302897,731.0,0.5391513705253601,1.3637281881528907e-06,286.98102355003357,0.0,1763260314.7280915,0.0025253091007471085,0.0034772157669067383
207872,,0.0018778592348098755,2348,,0.000340532511472702,0.0001753456162987277,731.0,0.4916628897190094,1.731876182020642e-05,287.6520435810089,0.0,1763260315.3991115,0.0041191354393959045,-0.021282315254211426
208384,,-0.0005564093589782715,2354,,0.0006106225773692131,0.0001750383962644264,731.0,0.5390843152999878,1.3099648640491068e-05,288.4216697216034,0.0,1763260316.1687376,-0.0035604359582066536,0.12102669477462769
209280,,-0.000651257112622261,2363,,0.00014178548008203506,0.00017450076120439917,731.0,0.526380717754364,0.00591413676738739,289.64926767349243,0.0,1763260317.3963356,0.00044412631541490555,-0.16820180416107178
211968,,1.4128163456916809e-05,2389,,0.00034999288618564606,0.00017288787057623267,731.0,0.5537427067756653,3.522751649143174e-05,293.2480025291443,0.0,1763260320.9950705,-0.000224236398935318,0.05194157361984253
215680,,-0.00257757306098938,2426,,0.0006036031991243362,0.00017066052532754838,729.0,0.46344393491744995,98.35087585449219,299.350222826004,0.0,1763260327.0972908,0.0023247450590133667,-3.170967102050781e-05
216064,,0.0001490078866481781,2430,,0.0005455436185002327,0.00017043011030182242,729.0,0.4778200685977936,154.2989959716797,299.94521260261536,0.0,1763260327.6922805,-0.008148408494889736,-2.491474151611328e-05
218061,500.0,,2449,500.0,,,,,,302.97449564933777,,1763260330.7215636,,
219648,,0.003736548125743866,2465,,0.0014729145914316177,0.00016827957006171346,727.0,0.5214319825172424,15.028926849365234,305.3889365196228,0.0,1763260333.1360044,0.0015443339943885803,4.565715789794922e-05
222464,,-0.0016800463199615479,2493,,0.0004408732056617737,0.0001665898598730564,727.0,0.4767087697982788,6.411138019757345e-05,309.4278883934021,0.0,1763260337.1749563,0.0033740531653165817,-0.09274113178253174
223744,,-0.011543862521648407,2506,,0.0006819292902946472,0.0001658218097873032,727.0,0.5534747838973999,248.15867614746094,311.28948616981506,0.0,1763260339.036554,0.0008028466254472733,5.9664249420166016e-05
224512,,-0.03335077315568924,2514,,0.005697215907275677,0.0001653609797358513,727.0,0.5431859493255615,0.008647764101624489,312.4171230792999,0.01953125,1763260340.164191,-0.008291930891573429,0.18232685327529907
224640,,-0.004710830748081207,2515,,0.0006492128595709801,0.00016528417472727597,727.0,0.4902172088623047,9.511833195574582e-05,312.59118819236755,0.0,1763260340.3382561,0.006022247485816479,-0.2372417449951172
225152,,-0.006454363465309143,2520,,0.0009183567017316818,0.0001649769546929747,727.0,0.480795681476593,3.7750254705315456e-05,313.31519174575806,0.0,1763260341.0622597,0.0012912806123495102,-0.0891798734664917
226432,,0.00089302659034729,2533,,0.00010292977094650269,0.00016420890460722148,727.0,0.5450271964073181,2.622504949569702,315.08665204048157,0.0,1763260342.83372,0.0036929454654455185,3.892183303833008e-05
227200,,0.0003712661564350128,2540,,1.1770986020565033e-05,0.00016374807455576956,727.0,0.4994250535964966,9.183130896417424e-05,316.11553859710693,0.0,1763260343.8626065,-0.0004619108512997627,-0.14156460762023926
227859,500.0,,2547,500.0,,,,,,316.9607574939728,,1763260344.7078254,,
230272,,5.338713526725769e-05,2570,,2.0304694771766663e-05,0.0001619047689018771,727.0,0.5293604135513306,7.804878987371922e-05,320.3309361934662,0.0,1763260348.0780041,-0.0019342061132192612,-0.024699687957763672
230359,500.0,,2571,500.0,,,,,,320.3648872375488,,1763260348.1119552,,
230859,500.0,,2576,500.0,,,,,,321.0155100822449,,1763260348.762578,,
230912,,-0.00662132166326046,2577,,0.0005958825349807739,0.0001615207438590005,727.0,0.4450819194316864,97.08917236328125,321.1624753475189,0.0,1763260348.9095433,0.008446559309959412,7.355213165283203e-05
234109,500.0,,2608,500.0,,,,,,325.7757189273834,,1763260353.5227869,,
234240,,-0.002556074410676956,2610,,0.00074025709182024,0.00015952381363604218,726.0,0.4383403956890106,0.00543927401304245,326.16610383987427,0.0,1763260353.9131718,0.010885884054005146,0.29885971546173096
236288,,-0.0034145647659897804,2630,,0.0009856801480054855,0.00015829493349883705,725.0,0.401430606842041,0.003879742231220007,329.279230594635,0.0,1763260357.0262985,0.0020823776721954346,-0.0026284456253051758
236928,,-0.018370259553194046,2636,,0.0016174465417861938,0.00015791090845596045,725.0,0.4550507068634033,5.221156607149169e-05,330.20758843421936,0.0,1763260357.9546564,0.013810768723487854,0.08339947462081909
237952,,-0.01632038503885269,2646,,0.002552749589085579,0.0001572964683873579,725.0,0.43997299671173096,1.670249184826389e-05,331.6072361469269,0.001953125,1763260359.354304,-0.0013344921171665192,0.05760735273361206
238080,,0.0013649091124534607,2647,,0.00036024488508701324,0.00015721966337878257,725.0,0.44812700152397156,4.0505241486243904e-05,331.76836228370667,0.0,1763260359.5154302,-0.008259234949946404,0.07278221845626831
238109,500.0,,2648,500.0,,,,,,331.80283212661743,,1763260359.5499,,
240128,,0.007312677800655365,2668,,0.0007581217214465141,0.00015599078324157745,725.0,0.45687854290008545,3.0300779342651367,334.58675742149353,0.0,1763260362.3338253,0.00020107906311750412,-2.3484230041503906e-05
240640,,-0.0022664740681648254,2673,,0.00026132818311452866,0.00015568356320727617,725.0,0.47157832980155945,38.86826705932617,335.2792224884033,0.0,1763260363.0262904,0.006556798703968525,1.7881393432617188e-05
241664,,-0.0008182190358638763,2683,,6.259884685277939e-05,0.0001550691231386736,725.0,0.3743070065975189,185.35940551757812,336.72232031822205,0.0,1763260364.4693882,-0.0021115271374583244,5.036592483520508e-05
242109,500.0,,2687,500.0,,,,,,337.2537639141083,,1763260365.0008318,,
242304,,-0.005596142262220383,2689,,0.00048067420721054077,0.000154685098095797,725.0,0.49103808403015137,0.004358375445008278,337.5692734718323,0.0,1763260365.3163414,-0.0001861080527305603,0.01838243007659912
242609,500.0,,2692,500.0,,,,,,337.9429898262024,,1763260365.6900578,,
246656,,-0.0013263942673802376,2732,,0.0001672869548201561,0.00015207372780423611,725.0,0.41814887523651123,66.89154052734375,343.49084854125977,0.0,1763260371.2379165,0.001355496235191822,8.237361907958984e-05
248704,,-0.0024109669029712677,2752,,0.000306607224047184,0.000150844847667031,725.0,0.44414862990379333,14.643064498901367,346.26376032829285,0.0,1763260374.0108283,-0.0017835209146142006,4.017353057861328e-05
249216,,0.0011696815490722656,2757,,0.0010229898616671562,0.0001505376276327297,726.0,0.43691155314445496,344.2267761230469,346.9405071735382,0.0,1763260374.687575,0.011164010502398014,-6.639957427978516e-05
250752,,-0.006676934659481049,2772,,0.002201310358941555,0.0001496159820817411,725.0,0.42768168449401855,0.003264647675678134,349.1142189502716,0.005859375,1763260376.8612869,-0.004145133309066296,0.02805429697036743
251776,,-0.00850681122392416,2782,,0.000627090223133564,0.00014900154201313853,725.0,0.4957151412963867,0.004471676889806986,350.6964702606201,0.0,1763260378.4435382,-0.0057321758940815926,0.011929810047149658
251904,,-0.002258073538541794,2783,,0.0020482242107391357,0.0001489247370045632,725.0,0.49424248933792114,5.677327135344967e-05,350.87757873535156,0.0,1763260378.6246467,-0.011886173859238625,0.05818599462509155
252928,,3.70517373085022e-05,2793,,4.153139889240265e-05,0.00014831029693596065,725.0,0.442452073097229,4.6380409912671894e-05,352.3275284767151,0.0,1763260380.0745964,-0.0006246119737625122,-0.028122782707214355
255953,129.0,,2824,129.0,,,,,,356.65110516548157,,1763260384.398173,,
257761,171.0,,2843,171.0,,,,,,359.1056387424469,,1763260386.8527067,,
259072,,-7.759104482829571e-05,2857,,0.0017262715846300125,0.00014462365652434528,724.0,0.3416019380092621,0.002737541915848851,361.17380380630493,0.001953125,1763260388.9208717,0.004919620230793953,-0.19193458557128906
261248,,-0.0031426139175891876,2882,,0.00028251856565475464,0.00014331797137856483,724.0,0.3349819481372833,0.0009124274365603924,364.4873082637787,0.0,1763260392.2343762,-0.006384244188666344,0.5016769170761108
261888,,0.0030663106590509415,2890,,0.00010065827518701553,0.00014293394633568823,723.0,0.34567078948020935,47.2655029296875,365.4553864002228,0.0,1763260393.2024543,-4.179496318101883e-05,-0.0028444528579711914
263701,149.0,,2911,149.0,,,,,,368.06113481521606,,1763260395.8082027,,
265526,153.0,,2935,153.0,,,,,,370.92230343818665,,1763260398.6693714,,
266624,,-0.0018806662410497665,2949,,0.00011734757572412491,0.00014009216101840138,722.0,0.347536563873291,0.02798253297805786,372.8299813270569,0.0,1763260400.5770493,0.004245155490934849,0.8750132918357849
267520,,0.0017694141715765,2960,,0.00014116987586021423,0.00013955452595837414,722.0,0.3905184268951416,97.18125915527344,374.1844365596771,0.0,1763260401.9315045,-0.0028807464987039566,-0.005433559417724609
268672,,0.0003048554062843323,2975,,6.0170888900756836e-05,0.00013886328088119626,721.0,0.36165934801101685,20.886444091796875,375.8281366825104,0.0,1763260403.5752046,0.002761624753475189,0.006054818630218506
269696,,-0.008741987869143486,2989,,0.000733683817088604,0.0001382488408125937,721.0,0.4204963445663452,48.39762878417969,377.5596389770508,0.0,1763260405.306707,0.006891860626637936,-0.02424442768096924
270336,,-0.001786842942237854,2997,,0.0003894828259944916,0.00013786483032163233,720.0,0.29317978024482727,8.095181465148926,378.6148827075958,0.0,1763260406.3619506,-0.0033188965171575546,-0.0052127838134765625
271488,,0.00632220134139061,3011,,0.0013714432716369629,0.00013717358524445444,720.0,0.3968055546283722,0.03524640202522278,380.3186845779419,0.0,1763260408.0657525,0.010500285774469376,0.8560629487037659
274740,419.0,,3051,419.0,,,,,,385.0849232673645,,1763260412.8319912,,
274944,,-0.0005355179309844971,3053,,4.523620009422302e-05,0.0001350998500129208,720.0,0.4245685040950775,0.032514169812202454,385.4396197795868,0.0,1763260413.1866877,0.00025278888642787933,0.8353323936462402
276177,345.0,,3066,345.0,,,,,,387.24020195007324,,1763260414.9872699,,
276608,,0.013694040477275848,3070,,0.0012326138094067574,0.00013410138490144163,719.0,0.4397411048412323,0.01037200540304184,387.96681547164917,0.00390625,1763260415.7138834,0.010804102756083012,0.761741042137146
277888,,0.0005408450961112976,3083,,1.1414289474487305e-05,0.00013333333481568843,719.0,0.44661933183670044,0.023844899609684944,389.8659896850586,0.0,1763260417.6130576,0.000395994633436203,0.7872157692909241
279424,,-0.0032761506736278534,3098,,0.00014138780534267426,0.0001324116747127846,719.0,0.4812147915363312,0.00890001654624939,392.0563328266144,0.0,1763260419.8034008,-0.0009368918836116791,0.793326735496521
279936,,-0.00666472315788269,3103,,0.00048626307398080826,0.0001321044546784833,719.0,0.4789055585861206,0.016050230711698532,392.77689027786255,0.0,1763260420.5239582,0.0013241777196526527,0.8207131624221802
282368,,-0.0011228397488594055,3127,,5.442183464765549e-05,0.00013064515951555222,719.0,0.4562964141368866,0.0012705393601208925,396.1973819732666,0.0,1763260423.94445,-0.0003916928544640541,-0.14942991733551025
282496,,2.6289373636245728e-05,3129,,5.527399480342865e-06,0.0001305683545069769,719.0,0.42617174983024597,57.09819793701172,396.39841318130493,0.0,1763260424.145481,-0.0006120344623923302,-0.0018090009689331055
283776,,0.005978982895612717,3141,,0.0007365774363279343,0.0001298003044212237,718.0,0.47476834058761597,0.0012239421484991908,398.36475372314453,0.0,1763260426.1118217,-0.007910434156656265,0.6130521297454834
283977,500.0,,3143,500.0,,,,,,398.57060289382935,,1763260426.3176708,,
284288,,-0.0010359585285186768,3146,,0.0007826332002878189,0.00012949308438692242,718.0,0.47042524814605713,0.0005981564754620194,399.08916187286377,0.0,1763260426.8362298,-0.005805918946862221,0.6117290258407593
286720,,-0.004039589315652847,3170,,0.0013747280463576317,0.00012803378922399133,718.0,0.5138970613479614,0.005909789353609085,402.7508945465088,0.0,1763260430.4979625,0.00806377362459898,0.7310933470726013
288000,,-0.0039972905069589615,3183,,0.00010245013982057571,0.00012726573913823813,718.0,0.41017940640449524,246.62664794921875,404.6283001899719,0.0,1763260432.375368,0.002086716704070568,0.0002892613410949707
288512,,-0.00985051691532135,3188,,0.0005711037665605545,0.00012695851910393685,718.0,0.40480273962020874,219.53903198242188,405.34500217437744,0.0,1763260433.09207,0.009983984753489494,-0.0016140937805175781
291477,500.0,,3217,500.0,,,,,,409.6184446811676,,1763260437.3655126,,
292224,,-0.0015389006584882736,3224,,0.00015827268362045288,0.0001247311884071678,717.0,0.4207932949066162,0.003991204313933849,410.67635774612427,0.0,1763260438.4234257,0.0007969476282596588,0.8817157745361328
294528,,0.00016811396926641464,3247,,3.6786310374736786e-05,0.00012334869825281203,717.0,0.3983674943447113,260.2481689453125,414.1020357608795,0.0,1763260441.8491037,0.0009621130302548409,0.0004057884216308594
294912,,0.0005015470087528229,3250,,0.00043294578790664673,0.00012311828322708607,717.0,0.4065476655960083,0.00013340126315597445,414.65711736679077,0.0,1763260442.4041853,0.00561157800257206,-0.5197739601135254
295040,,6.467103958129883e-05,3252,,2.565886825323105e-05,0.00012304147821851075,717.0,0.4306615889072418,3.167597532272339,414.85968589782715,0.0,1763260442.6067538,0.003004244528710842,0.0009578466415405273
295424,,-0.0036798305809497833,3255,,0.00039324257522821426,0.00012281106319278479,717.0,0.3144996464252472,0.0002484387077856809,415.393346786499,0.0,1763260443.1404147,0.0012356927618384361,0.6475783586502075
295808,,-0.0019172988831996918,3259,,0.0004257895052433014,0.00012258064816705883,717.0,0.37213826179504395,0.00024827002198435366,415.9487965106964,0.0,1763260443.6958644,-0.0012321695685386658,0.7628098726272583
297088,,0.0002335682511329651,3272,,3.8053840398788452e-06,0.00012181259808130562,717.0,0.38180503249168396,17.97651481628418,417.92381405830383,0.0,1763260445.670882,0.00027390196919441223,-0.0001653432846069336
297472,,-0.008697357028722763,3275,,0.0012845592573285103,0.00012158218305557966,717.0,0.4101579785346985,0.0002024134446401149,418.457932472229,0.0,1763260446.2050004,0.007561062462627888,-0.1375715732574463
297477,500.0,,3276,500.0,,,,,,418.5001666545868,,1763260446.2472346,,
299520,,0.0009366646409034729,3296,,0.0002287980169057846,0.00012035330291837454,717.0,0.4165906310081482,36.717594146728516,421.3262357711792,0.0,1763260449.0733037,0.002495907247066498,-0.0002219676971435547
299904,,-0.007114483043551445,3299,,0.00014053378254175186,0.00012012288789264858,717.0,0.41060101985931396,0.0001446068345103413,421.9017608165741,0.0,1763260449.6488287,-0.0018190788105130196,-0.25971531867980957
303872,,-0.0009527411311864853,3338,,9.124446660280228e-05,0.00011774193262681365,716.0,0.35742172598838806,0.00020433524332474917,427.8606595993042,0.0,1763260455.6077275,-0.0003582620993256569,-0.29069089889526367
305152,,0.0002901405096054077,3351,,1.3178214430809021e-05,0.00011697388981701806,716.0,0.3270973563194275,0.0036860178224742413,429.73452711105347,0.0,1763260457.481595,-0.0004040338099002838,0.46995049715042114
305792,,-0.007469348609447479,3357,,0.0005783494561910629,0.00011658986477414146,716.0,0.47412535548210144,0.00016505458916071802,430.65130376815796,0.0,1763260458.3983717,0.004542956128716469,-0.408718466758728
306048,,0.0009452272206544876,3360,,5.187187343835831e-05,0.00011643625475699082,716.0,0.45633256435394287,5.7098612785339355,431.04319405555725,0.0,1763260458.790262,0.0008041961118578911,-0.00015974044799804688
309977,500.0,,3398,500.0,,,,,,436.46973848342896,,1763260464.2168064,,
310272,,0.004641629755496979,3401,,0.0004437258467078209,0.00011390168947400525,716.0,0.40537744760513306,0.0002705357619561255,436.9466595649719,0.0,1763260464.6937275,0.0071225157007575035,-0.016440510749816895
310784,,-0.0024401284754276276,3406,,0.0005164751783013344,0.00011359446943970397,716.0,0.3584367632865906,0.00011174303654115647,437.6726932525635,0.0,1763260465.4197612,0.0027321381494402885,0.0619930624961853
310912,,0.0013411380350589752,3407,,9.754765778779984e-05,0.00011351766443112865,716.0,0.3578401505947113,0.00023399744532071054,437.8380448818207,0.0,1763260465.5851128,0.0037995008751749992,0.525010347366333
312064,,0.0023368950933218002,3419,,0.000395982526242733,0.00011282641935395077,716.0,0.3887312412261963,109.05318450927734,439.4545648097992,0.0,1763260467.2016327,0.006558076478540897,-0.00041091442108154297
312832,,0.0013605616986751556,3426,,0.0002254107967019081,0.00011236558930249885,716.0,0.39655694365501404,0.00010603004193399101,440.55584168434143,0.0,1763260468.3029096,-0.005180238746106625,0.3685608506202698
312977,500.0,,3428,500.0,,,,,,440.75229024887085,,1763260468.4993582,,
