global_step,charts/episodic_length,losses/policy_loss,_step,charts/episodic_return,losses/approx_kl,charts/learning_rate,charts/SPS,losses/entropy,losses/value_loss,_runtime,losses/clipfrac,_timestamp,losses/old_approx_kl,losses/explained_variance
35584,,0.0013133808970451355,568,,0.0002631954848766327,0.0002787250268738717,1049.0,0.5421208143234253,0.6948166489601135,37.571205615997314,0.0,1763260065.3182735,0.002274533733725548,-4.2438507080078125e-05
37888,,0.0006762146949768066,595,,1.4538876712322235e-05,0.0002773425367195159,1052.0,0.5206595063209534,1.1820180416107178,39.65908408164978,0.0,1763260067.406152,0.0006761951372027397,0.0008054375648498535
39168,,0.0055927615612745285,612,,0.00030562281608581543,0.0002765744866337627,1052.0,0.5206161737442017,74.06549835205078,40.8710355758667,0.0,1763260068.6181035,0.0036247223615646362,0.17021673917770386
39296,,-0.016565289348363876,614,,0.0007627429440617561,0.0002764976816251874,1053.0,0.520454466342926,126.90849304199219,40.98455762863159,0.0,1763260068.7316256,0.006293973885476589,0.2217944860458374
40448,,0.004320310428738594,630,,0.010504313744604588,0.00027580646565183997,1054.0,0.5685421228408813,79.2041015625,42.03859829902649,0.048828125,1763260069.7856662,0.006340531632304192,0.30903196334838867
40867,138.0,,636,138.0,,,,,,42.423062801361084,,1763260070.1701307,,
41115,128.0,,640,128.0,,,,,,42.648845195770264,,1763260070.3959131,,
41856,,0.017051618546247482,650,,0.0007043853402137756,0.00027496161055751145,1054.0,0.5254420042037964,0.8124343156814575,43.34882068634033,0.0,1763260071.0958886,-0.004704587161540985,0.4405233860015869
42725,43.0,,664,43.0,,,,,,44.07222938537598,,1763260071.8192973,,
44032,,-0.02416389249265194,684,,0.0021405722945928574,0.000273655925411731,1056.0,0.5261189937591553,30.904247283935547,45.358336448669434,0.0,1763260073.1054044,0.00570068322122097,0.8165373802185059
44416,,-0.046270713210105896,689,,0.008210345171391964,0.00027342551038600504,1056.0,0.5668452382087708,7.903778553009033,45.69842338562012,0.033203125,1763260073.4454913,-0.013849939219653606,0.7878535985946655
44940,182.0,,698,182.0,,,,,,46.16611361503601,,1763260073.9131815,,
45184,,-0.03081148862838745,702,,0.00214178953319788,0.0002729646803345531,1056.0,0.5320391654968262,26.775588989257812,46.443991899490356,0.001953125,1763260074.1910598,0.008287687785923481,0.8986568450927734
45538,118.0,,707,118.0,,,,,,46.708627462387085,,1763260074.4556954,,
46720,,0.008859820663928986,729,,0.005686289630830288,0.0002720430202316493,1052.0,0.47761237621307373,97.75531005859375,48.06230854988098,0.00390625,1763260075.8093765,0.05321613699197769,0.7427339553833008
48896,,-0.00029472634196281433,757,,0.006870298646390438,0.00027073733508586884,1028.0,0.5243875980377197,0.05272066965699196,51.20229434967041,0.025390625,1763260078.9493623,0.02633190155029297,0.9979909658432007
49280,,-0.024719860404729843,762,,0.007331582717597485,0.0002705069200601429,1023.0,0.5364217162132263,2.3433918952941895,51.81905770301819,0.03125,1763260079.5661256,0.052664391696453094,0.9138267636299133
49792,,0.02219909429550171,767,,0.0026840800419449806,0.0002701997000258416,1019.0,0.5239980220794678,0.27144086360931396,52.515928506851196,0.001953125,1763260080.2629964,0.012751583941280842,0.9590048789978027
50560,,0.012204848229885101,775,,0.00028818845748901367,0.00026973886997438967,1011.0,0.5325168967247009,52.37527084350586,53.67081952095032,0.0,1763260081.4178874,0.0025856755673885345,-0.0017150640487670898
51840,,-0.0006127618253231049,788,,0.00029839668422937393,0.00026897081988863647,998.0,0.5969315767288208,0.10021836310625076,55.57432174682617,0.0,1763260083.3213897,-0.0014201393350958824,0.8612092733383179
52627,111.0,,797,111.0,,,,,,56.508076190948486,,1763260084.2551441,,
53410,144.0,,806,144.0,,,,,,57.44733428955078,,1763260085.1944022,,
54162,136.0,,815,136.0,,,,,,58.423059701919556,,1763260086.1701276,,
58752,,-0.0038073286414146423,863,,0.00026004668325185776,0.0002648233494255692,973.0,0.6027068495750427,0.01797345280647278,64.01051497459412,0.0,1763260091.757583,0.0059726787731051445,0.8627758026123047
59392,,-0.007906757295131683,872,,0.0018488066270947456,0.0002644393243826926,971.0,0.5679588913917542,30.56807518005371,64.8136658668518,0.005859375,1763260092.5607338,-0.001594732515513897,-0.0014994144439697266
59776,,0.00038314424455165863,876,,6.380956619977951e-05,0.0002642089093569666,970.0,0.503203272819519,15.752331733703613,65.25450873374939,0.0,1763260093.0015767,-0.0006092069670557976,0.0035611987113952637
63104,,0.003916589543223381,922,,0.00034864991903305054,0.0002622119791340083,966.0,0.5675416588783264,13.884998321533203,68.96778750419617,0.0,1763260096.7148554,-0.004161803051829338,0.8990840911865234
63872,,-0.03802336007356644,930,,0.0177606288343668,0.00026175114908255637,966.0,0.5762782692909241,1.6839219331741333,69.73435497283936,0.0859375,1763260097.481423,0.022842802107334137,0.9214291572570801
64534,345.0,,938,345.0,,,,,,70.55530595779419,,1763260098.302374,,
64813,279.0,,941,279.0,,,,,,70.86278009414673,,1763260098.609848,,
64896,,-0.0003378167748451233,942,,0.00016742944717407227,0.0002611367090139538,963.0,0.5742232203483582,199.25350952148438,71.00223207473755,0.0,1763260098.7493,-0.0022486690431833267,-0.0014963150024414062
65408,,0.0014152079820632935,948,,4.686787724494934e-05,0.0002608294889796525,962.0,0.5893478393554688,0.011587320826947689,71.62024927139282,0.0,1763260099.3673172,-0.002070220187306404,0.021875083446502686
67840,,-4.042498767375946e-05,974,,0.0007839454337954521,0.00025937019381672144,954.0,0.535023033618927,0.004054154735058546,74.75086641311646,0.0,1763260102.4979343,-0.006789908744394779,-0.050110697746276855
68480,,-0.002022571861743927,980,,0.003901340998709202,0.00025898616877384484,949.0,0.530329167842865,0.002739755902439356,75.75849723815918,0.0078125,1763260103.5055652,-0.0009189117699861526,0.6341861486434937
68992,,0.004224654287099838,985,,0.0012248940765857697,0.00025867894873954356,944.0,0.6128360629081726,0.0008065964793786407,76.7009801864624,0.00390625,1763260104.448048,0.003529353067278862,0.14876806735992432
70016,,-0.049685150384902954,995,,0.017244037240743637,0.000258064508670941,935.0,0.609337568283081,5.177001003175974e-05,78.54230070114136,0.0703125,1763260106.2893686,0.015783287584781647,0.4317898750305176
70182,500.0,,997,500.0,,,,,,78.81648230552673,,1763260106.5635502,,
72064,,-0.007487870752811432,1015,,0.004955516196787357,0.00025683562853373587,917.0,0.521565854549408,0.000245647388510406,82.20417618751526,0.001953125,1763260109.951244,-0.03053147718310356,0.7179358005523682
72576,,-0.02091839350759983,1020,,0.0021064849570393562,0.0002565284084994346,913.0,0.4393167495727539,0.00026171968784183264,83.14333319664001,0.0,1763260110.8904011,0.021878086030483246,0.6631739139556885
73682,500.0,,1031,500.0,,,,,,85.10814237594604,,1763260112.8552103,,
75648,,-0.03156708925962448,1050,,0.004515410400927067,0.0002546850882936269,888.0,0.4408756494522095,5.673577106790617e-05,88.83094954490662,0.04296875,1763260116.5780175,0.004968647845089436,0.46443474292755127
75904,,0.00795670598745346,1053,,0.0009398926049470901,0.00025453147827647626,886.0,0.44362273812294006,0.0035946157295256853,89.31202626228333,0.0,1763260117.0590942,0.010213559493422508,0.3652944564819336
76416,,-0.004450861364603043,1058,,0.00031810440123081207,0.000254224258242175,882.0,0.46556782722473145,0.0058455923572182655,90.29155969619751,0.0,1763260118.0386276,0.006111832335591316,-0.30245745182037354
78976,,-0.006616240367293358,1083,,0.0006909146904945374,0.0002526881580706686,866.0,0.4949644207954407,0.0004149899468757212,94.79793405532837,0.0,1763260122.545002,0.0022157225757837296,0.07294356822967529
79744,,0.0009848922491073608,1091,,0.00016970187425613403,0.00025222732801921666,862.0,0.4823750853538513,54.05641174316406,96.08558893203735,0.0,1763260123.8326569,0.0023284107446670532,0.0002815723419189453
81280,,0.00042010843753814697,1106,,0.00042212940752506256,0.00025130569702014327,855.0,0.502395510673523,46.09282684326172,98.62676548957825,0.0,1763260126.3738334,-0.001527184620499611,5.0127506256103516e-05
82560,,-0.0058579519391059875,1118,,0.003073187544941902,0.00025053764693439007,851.0,0.4636770188808441,0.00043924691271968186,100.6642553806305,0.0,1763260128.4113233,0.005752138793468475,0.5788057446479797
83200,,-0.009422533214092255,1125,,0.0005276361480355263,0.00025015362189151347,848.0,0.43902966380119324,9.331838607788086,101.77511215209961,0.0,1763260129.52218,0.00597184244543314,-8.738040924072266e-05
84096,,-0.006491169333457947,1133,,0.0002641230821609497,0.0002496159868314862,845.0,0.49575549364089966,6.904258771101013e-05,103.13310074806213,0.0,1763260130.8801687,-0.002136087045073509,0.6488489508628845
85248,,0.00533527135848999,1145,,0.004351562820374966,0.00024892474175430834,841.0,0.4884059727191925,185.96136474609375,104.98932480812073,0.0,1763260132.7363927,0.002092289738357067,0.0002090930938720703
87182,500.0,,1164,500.0,,,,,,107.87172722816467,,1763260135.6187952,,
87296,,-0.0006072893738746643,1165,,5.7200901210308075e-05,0.0002476958616171032,836.0,0.45480960607528687,117.05648040771484,108.05092000961304,0.0,1763260135.797988,0.0009020781144499779,-0.000415802001953125
88064,,-0.019997581839561462,1172,,0.004307938739657402,0.0002472350315656513,834.0,0.4453997015953064,0.00018851814093068242,109.18867802619934,0.00390625,1763260136.935746,0.022937487810850143,0.36833709478378296
88960,,-0.004524808377027512,1181,,0.00019563082605600357,0.00024669739650562406,832.0,0.4871686100959778,0.0006110738031566143,110.5358533859253,0.0,1763260138.2829213,0.0004335949197411537,0.5375985503196716
89472,,0.007561773061752319,1186,,0.0017187157645821571,0.0002463901764713228,831.0,0.5230231881141663,0.0004971541929990053,111.27386450767517,0.0,1763260139.0209324,0.00474830437451601,0.16826742887496948
90624,,0.0022434964776039124,1197,,0.003139398992061615,0.0002456989313941449,829.0,0.433780312538147,5.115444946568459e-05,112.95829629898071,0.001953125,1763260140.7053642,0.014643174596130848,0.11015170812606812
92182,500.0,,1213,500.0,,,,,,115.15679121017456,,1763260142.9038591,,
92416,,0.005436992272734642,1215,,0.0013434207066893578,0.0002446236612740904,826.0,0.42671287059783936,0.005577193573117256,115.48961734771729,0.001953125,1763260143.2366853,-0.012893774546682835,-0.31922829151153564
93568,,0.0018223077058792114,1226,,0.000718248076736927,0.00024393241619691253,825.0,0.48280301690101624,4.675057061831467e-05,117.05887961387634,0.0,1763260144.8059475,-0.004972320981323719,0.2193845510482788
93952,,0.003687918186187744,1230,,0.005953718908131123,0.00024370200117118657,824.0,0.4775976538658142,0.000283833738649264,117.64328455924988,0.00390625,1763260145.3903525,-0.02169080637395382,0.6950646638870239
94336,,-0.011576689779758453,1234,,0.001449492760002613,0.0002434715861454606,823.0,0.47842150926589966,0.006437427829951048,118.22919797897339,0.0,1763260145.976266,0.015097280032932758,0.2796933054924011
95488,,-0.003125738352537155,1245,,0.0005332529544830322,0.00024278034106828272,821.0,0.38417357206344604,0.0005026304861530662,119.9596848487854,0.0,1763260147.7067528,0.008133688941597939,0.3815755248069763
96384,,0.0011000484228134155,1254,,0.0014041205868124962,0.00024224270600825548,818.0,0.5183451175689697,0.004681556485593319,121.45732712745667,0.0,1763260149.204395,-0.011881926096975803,-0.275185227394104
98176,,-0.0009652078151702881,1271,,0.0014325659722089767,0.000241167435888201,812.0,0.46521589159965515,5.768427945440635e-05,124.54297375679016,0.001953125,1763260152.2900417,-0.007772406563162804,0.18678808212280273
100992,,-0.0018720626831054688,1299,,0.00035449303686618805,0.00023947772569954395,804.0,0.4949069023132324,9.275457705371082e-05,129.17735743522644,0.0,1763260156.9244254,0.001425551250576973,-0.20581018924713135
105088,,-6.911344826221466e-05,1339,,0.003194413147866726,0.0002370199654251337,796.0,0.4564792513847351,4.786493082065135e-05,135.66535472869873,0.0,1763260163.4124227,-0.0008720187470316887,-0.05986607074737549
105182,500.0,,1340,500.0,,,,,,135.71868586540222,,1763260163.4657538,,
106112,,0.008424924686551094,1349,,0.0013397317379713058,0.00023640552535653114,794.0,0.43389561772346497,2.2037478629499674e-05,137.3048391342163,0.0,1763260165.051907,0.0006641261279582977,0.09860986471176147
107520,,0.0013651326298713684,1363,,0.0013436274603009224,0.00023556067026220262,790.0,0.5181822776794434,0.00041909932042472064,139.6264362335205,0.0,1763260167.3735042,-0.011225209571421146,0.13825982809066772
107682,500.0,,1365,500.0,,,,,,139.87224793434143,,1763260167.6193159,,
108182,500.0,,1370,500.0,,,,,,140.6934208869934,,1763260168.4404888,,
109184,,0.0027708522975444794,1380,,0.0003731371834874153,0.00023456220515072346,787.0,0.46776697039604187,67.87518310546875,142.38437843322754,0.0,1763260170.1314464,-0.0077080437913537025,0.00033038854598999023
109312,,-0.0016661938279867172,1381,,0.0003485269844532013,0.00023448540014214814,787.0,0.5212547779083252,0.007940775714814663,142.5650806427002,0.0,1763260170.3121486,0.004101371392607689,-0.020697593688964844
110080,,-0.00031873490661382675,1388,,0.0005494849756360054,0.00023402458464261144,785.0,0.5425980091094971,9.622641664464027e-05,143.78698086738586,0.001953125,1763260171.5340488,0.0036593424156308174,-0.2541927099227905
110720,,0.01819787360727787,1395,,0.0017481977120041847,0.00023364055959973484,784.0,0.48629331588745117,17.586530685424805,144.83896827697754,0.0,1763260172.5860362,0.0031027784571051598,-4.8995018005371094e-05
111182,500.0,,1399,500.0,,,,,,145.46157002449036,,1763260173.208638,,
111744,,-0.0060376860201358795,1405,,0.002347830682992935,0.00023302611953113228,782.0,0.4949256479740143,193.80679321289062,146.4679718017578,0.0,1763260174.2150397,0.011748582124710083,0.0002461671829223633
114560,,0.0034539252519607544,1432,,0.0011650295928120613,0.00023133640934247524,778.0,0.4391094148159027,7.965315307956189e-05,150.82286500930786,0.0,1763260178.569933,0.010195466689765453,0.33548784255981445
114682,500.0,,1433,500.0,,,,,,150.88107705116272,,1763260178.628145,,
116864,,-0.0005934759974479675,1455,,5.736295133829117e-05,0.00022995391918811947,776.0,0.4720149040222168,0.005213082768023014,154.19922304153442,0.0,1763260181.946291,0.0025366107001900673,-0.1252422332763672
116992,,-0.0008546561002731323,1456,,5.7755038142204285e-05,0.00022987711417954415,776.0,0.3693641722202301,0.0007901612552814186,154.36637592315674,0.0,1763260182.1134439,0.006017638370394707,0.3491002321243286
117120,,0.009098807349801064,1457,,0.0007043909281492233,0.00022980030917096883,776.0,0.34617704153060913,5.02900657011196e-05,154.5457570552826,0.001953125,1763260182.292825,4.921667277812958e-05,-0.19747436046600342
122880,,-0.0022995052859187126,1514,,0.00016971398144960403,0.00022634408378507942,772.0,0.4821836054325104,0.005097312852740288,162.8331036567688,0.0,1763260190.5801716,-0.0009798714891076088,0.03070056438446045
123648,,0.00635228306055069,1521,,0.0007567405700683594,0.0002258832537336275,771.0,0.45333635807037354,5.056591908214614e-05,163.88846850395203,0.0,1763260191.6355364,-0.005077676847577095,0.06572467088699341
124032,,0.009088598191738129,1525,,0.0034467652440071106,0.00022565283870790154,771.0,0.3385336399078369,0.00012293324107304215,164.44334626197815,0.005859375,1763260192.1904142,-0.01805693283677101,0.27668893337249756
124182,500.0,,1527,500.0,,,,,,164.65747475624084,,1763260192.4045427,,
124416,,-0.0019774101674556732,1529,,0.0011607818305492401,0.00022542242368217558,771.0,0.36420178413391113,0.00510017853230238,165.0051429271698,0.001953125,1763260192.7522109,0.004374902695417404,0.3195109963417053
124928,,0.015606632456183434,1534,,0.0009473143145442009,0.0002251152036478743,770.0,0.4194357395172119,0.006393492221832275,165.75741839408875,0.0,1763260193.5044863,0.006818008609116077,-0.26653194427490234
125182,500.0,,1536,500.0,,,,,,165.9888858795166,,1763260193.7359538,,
125824,,-0.009678399190306664,1543,,0.005219262093305588,0.00022457756858784705,770.0,0.5250999927520752,0.006476684007793665,167.05420422554016,0.009765625,1763260194.8012722,-0.024754418060183525,-0.09705829620361328
126080,,-0.003575353417545557,1545,,0.003839508630335331,0.0002244239585706964,770.0,0.4557729959487915,8.909161988412961e-05,167.38538312911987,0.00390625,1763260195.132451,0.0014985064044594765,-0.15266847610473633
126182,500.0,,1546,500.0,,,,,,167.4364185333252,,1763260195.1834865,,
127360,,-0.029799118638038635,1558,,0.003833315335214138,0.0002236559084849432,769.0,0.5362668037414551,0.0105585977435112,169.22180581092834,0.0,1763260196.9688737,0.014158857055008411,-0.06363856792449951
127488,,-0.011790486983954906,1559,,0.00047721806913614273,0.0002235791034763679,769.0,0.44662901759147644,0.0001141837565228343,169.4030499458313,0.0,1763260197.1501179,0.0008776793256402016,-0.012613892555236816
127872,,0.0009445324540138245,1563,,2.398621290922165e-05,0.00022334868845064193,768.0,0.4703619182109833,0.008064121939241886,169.98232531547546,0.0,1763260197.7293932,0.000653696246445179,0.1023564338684082
128182,500.0,,1566,500.0,,,,,,170.35302186012268,,1763260198.1000898,,
130432,,-0.022562656551599503,1588,,0.003315798006951809,0.00022181260283105075,767.0,0.5230342149734497,0.004814435727894306,173.6888771057129,0.0078125,1763260201.435945,0.006036967970430851,0.0054482221603393555
130560,,-0.020025480538606644,1589,,0.0036259423941373825,0.00022173579782247543,767.0,0.49800699949264526,0.0001208887406392023,173.86312627792358,0.03515625,1763260201.6101942,0.019859135150909424,-0.2528805732727051
131328,,-0.01354759931564331,1597,,0.0028795571997761726,0.0002212749677710235,766.0,0.5209528803825378,0.007324665319174528,174.9761779308319,0.0078125,1763260202.7232459,-0.0011871038004755974,-0.04586648941040039
132352,,-0.016586001962423325,1607,,0.0011129723861813545,0.00022066052770242095,765.0,0.5203077793121338,0.006215859204530716,176.500385761261,0.00390625,1763260204.2474537,0.0037768790498375893,0.1399514079093933
132608,,-0.0022064074873924255,1609,,9.948387742042542e-05,0.0002205069176852703,765.0,0.4264957904815674,5.638799484586343e-05,176.87715554237366,0.0,1763260204.6242235,0.004270056262612343,0.10463094711303711
132682,500.0,,1610,500.0,,,,,,176.9260241985321,,1763260204.6730921,,
132864,,-0.00949626974761486,1612,,0.0031355591490864754,0.00022035330766811967,765.0,0.4794711470603943,0.007486578542739153,177.31262016296387,0.00390625,1763260205.059688,0.00027871783822774887,0.10779273509979248
134272,,-0.004875281825661659,1626,,0.0012957891449332237,0.00021950845257379115,763.0,0.5494962334632874,14.567610740661621,179.43866443634033,0.0,1763260207.1857324,0.0010978048667311668,1.8715858459472656e-05
135552,,0.004523873329162598,1638,,0.0006812009960412979,0.00021874040248803794,762.0,0.46148937940597534,9.088250226341188e-05,181.36010789871216,0.0,1763260209.1071758,0.004111897200345993,-0.02042102813720703
140544,,-0.010923882015049458,1687,,0.0010930728167295456,0.00021574500715360045,758.0,0.4992004930973053,0.00013015505101066083,188.977698802948,0.00390625,1763260216.7247667,-0.001051710918545723,-0.07927906513214111
145152,,-0.0015733260661363602,1732,,0.0012075277045369148,0.00021298002684488893,754.0,0.49664539098739624,4.6372770157177e-05,195.97949075698853,0.001953125,1763260223.7265587,0.00673272367566824,-0.11809873580932617
146432,,-0.0021025054156780243,1745,,0.0019887564703822136,0.00021221197675913572,754.0,0.5424016714096069,0.00449410593137145,197.77012729644775,0.0,1763260225.5171952,-0.01060440856963396,0.0606655478477478
147200,,-0.000521928071975708,1753,,0.0004179757088422775,0.0002117511467076838,753.0,0.48281750082969666,92.2919921875,198.91820359230042,0.0,1763260226.6652715,-0.0025090165436267853,-6.73532485961914e-05
147328,,-0.002165537327528,1754,,9.332410991191864e-05,0.00021167434169910848,753.0,0.5754498839378357,0.008247516117990017,199.0751850605011,0.0,1763260226.822253,0.0011113379150629044,0.056787192821502686
148480,,-0.0047973766922950745,1765,,0.00047111138701438904,0.0002109830966219306,753.0,0.4921010434627533,3.4856057027354836e-05,200.6623203754425,0.0,1763260228.4093883,0.0003403257578611374,0.017593085765838623
148736,,0.008274421095848083,1768,,0.00047633983194828033,0.00021082948660477996,753.0,0.5949708223342896,1.2747750282287598,201.0614879131317,0.0,1763260228.8085558,-0.0063192639499902725,-3.159046173095703e-05
149682,500.0,,1777,500.0,,,,,,202.40406346321106,,1763260230.1511314,,
153856,,-0.010649248957633972,1818,,0.0006791921332478523,0.00020775730081368238,751.0,0.5078850984573364,0.005116308573633432,208.38285875320435,0.0,1763260236.1299267,0.0037327492609620094,0.1426147222518921
154368,,0.002061346545815468,1823,,0.00041272956877946854,0.0002074500807793811,751.0,0.43782439827919006,0.00517449202015996,209.12536907196045,0.0,1763260236.872437,-0.003378945402801037,-0.09926140308380127
157184,,-0.0020281560719013214,1851,,0.0004731491208076477,0.00020576037059072405,750.0,0.5056294202804565,7.337063789367676,213.13064241409302,0.0,1763260240.8777103,-0.0023388974368572235,0.00014412403106689453
157696,,0.0023667234927415848,1856,,0.0007558027282357216,0.00020545315055642277,750.0,0.4666675627231598,149.3932342529297,213.85853171348572,0.0,1763260241.6055996,-0.0029609734192490578,0.00013905763626098633
158976,,0.0005627349019050598,1868,,0.00025946181267499924,0.00020468510047066957,749.0,0.4804099500179291,5.7244884374085814e-05,215.66981673240662,0.0,1763260243.4168847,0.005666368640959263,-0.11128032207489014
159488,,-0.01967058889567852,1873,,0.0025232667103409767,0.0002043778804363683,749.0,0.5418436527252197,0.0001944124378496781,216.38576698303223,0.00390625,1763260244.132835,0.017045482993125916,-0.06627273559570312
159872,,-0.004194226115942001,1877,,0.000809837132692337,0.00020414746541064233,749.0,0.4831024706363678,0.0061691273003816605,216.9646246433258,0.0,1763260244.7116926,-0.0044682640582323074,-0.2363722324371338
