_timestamp,_step,global_step,charts/episodic_length,losses/clipfrac,charts/learning_rate,charts/SPS,losses/entropy,losses/value_loss,losses/old_approx_kl,_runtime,losses/explained_variance,losses/policy_loss,losses/approx_kl,charts/episodic_return
1763260075.4402258,636,46720,,0.01171875,0.0002720430202316493,1067.0,0.5216120481491089,39.182743072509766,0.045264240354299545,47.15327978134155,0.18448519706726074,-0.037831734865903854,0.0071994950994849205,
1763260075.6658216,640,46976,,0.00390625,0.00027188941021449864,1068.0,0.5499769449234009,8.005009651184082,-0.0003444422036409378,47.378875494003296,0.24483102560043335,0.03441096842288971,0.002698296681046486,
1763260076.2801003,650,47666,166.0,,,,,,,47.99315428733826,,,,166.0
1763260077.7350385,664,48668,128.0,,,,,,,49.448092460632324,,,,128.0
1763260080.0785928,684,50048,,0.0,0.00027004609000869095,1034.0,0.5306947827339172,0.2993074655532837,0.000324825756251812,51.79164671897888,0.6552829742431641,-0.0016110977157950401,8.394010365009308e-06,
1763260080.6907742,689,50432,,0.01953125,0.000269815674982965,1029.0,0.5464839935302734,0.0587347075343132,-0.0026326030492782593,52.403828144073486,0.9974775314331055,-0.019770093262195587,0.009520426392555237,
1763260081.7088463,698,50996,143.0,,,,,,,53.421900272369385,,,,143.0
1763260082.1931818,702,51326,159.0,,,,,,,53.906235694885254,,,,159.0
1763260082.8177388,707,51618,135.0,,,,,,,54.53079271316528,,,,135.0
1763260084.7954166,729,53061,138.0,,,,,,,56.50847053527832,,,,138.0
1763260087.2216282,757,54668,24.0,,,,,,,58.9346821308136,,,,24.0
1763260087.8407729,762,55040,,0.04296875,0.00026705069467425346,980.0,0.6180986166000366,0.2880919575691223,0.026812653988599777,59.55382680892944,0.9972869157791138,-0.034026503562927246,0.010546195320785046,
1763260088.2809916,767,55331,106.0,,,,,,,59.99404549598694,,,,106.0
1763260089.0791664,775,55936,,0.005859375,0.0002665130596142262,974.0,0.5864732265472412,0.1086675226688385,0.005839228630065918,60.7922203540802,0.9854120016098022,-0.04092780873179436,0.006252541206777096,
1763260090.5691419,788,57216,,0.01171875,0.000265745009528473,971.0,0.553543210029602,0.051513995975255966,0.004266431555151939,62.282195806503296,0.8007001876831055,0.005324013531208038,0.004750506021082401,
1763260091.408119,797,58011,170.0,,,,,,,63.12117290496826,,,,170.0
1763260092.5131307,806,59008,,0.01171875,0.00026466973940841854,970.0,0.49515295028686523,0.02739788219332695,-0.012764434330165386,64.22618460655212,0.7336924076080322,-0.012988485395908356,0.003737715072929859,
1763260093.493737,815,59904,,0.001953125,0.0002641321043483913,969.0,0.5875598192214966,0.01665520668029785,0.0024490347132086754,65.20679092407227,-0.01622605323791504,-0.011570651084184647,0.0024051712825894356,
1763260098.3134234,863,64512,,0.0,0.00026136712403967977,968.0,0.5153481364250183,0.019687073305249214,0.0006302474066615105,70.02647733688354,-0.010868072509765625,-0.008779332041740417,0.0004692571237683296,
1763260099.2792952,872,65408,,0.0,0.0002608294889796525,967.0,0.41415297985076904,0.0008655623532831669,0.008706356398761272,70.99234914779663,0.9016755819320679,0.001933487132191658,0.0006990572437644005,
1763260099.7720594,876,65792,,0.0,0.00026059907395392656,966.0,0.39817115664482117,0.0010254014050588012,-0.008070463314652443,71.48511338233948,0.598186731338501,0.0056105852127075195,0.0006096474826335907,
1763260106.9796512,922,70485,500.0,,,,,,,78.69270515441895,,,,500.0
1763260108.6755652,930,71296,,0.072265625,0.0002572964585851878,925.0,0.47122853994369507,0.0011127126635983586,0.042320385575294495,80.38861918449402,0.8772848844528198,-0.006758922711014748,0.014830042608082294,
1763260110.227936,938,72064,,0.0,0.00025683562853373587,917.0,0.38274866342544556,0.004641048610210419,0.002666098065674305,81.94098997116089,0.906038761138916,0.0016450658440589905,0.00037783291190862656,
1763260110.7669866,941,72373,500.0,,,,,,,82.48004055023193,,,,500.0
1763260111.0150225,942,72448,,0.0,0.0002566052135080099,913.0,0.4347809851169586,0.17727629840373993,-0.0011087823659181595,82.7280764579773,0.0015490055084228516,8.478760719299316e-05,1.8730759620666504e-05,
1763260112.288498,948,73088,,0.0,0.0002562211884651333,906.0,0.42657771706581116,0.002415223279967904,0.01195575762540102,84.00155186653137,0.9324129223823547,0.020853888243436813,0.0014871908351778984,
1763260117.6626747,974,75776,,0.005859375,0.0002546082832850516,881.0,0.426059365272522,2.10057150979992e-05,0.022092070430517197,89.37572860717773,-0.009376287460327148,-0.018395010381937027,0.004551769234240055,
1763260118.8417735,980,76373,500.0,,,,,,,90.55482745170593,,,,500.0
1763260119.9116535,985,76873,500.0,,,,,,,91.62470746040344,,,,500.0
1763260121.807604,995,77873,500.0,,,,,,,93.52065801620483,,,,500.0
1763260122.2305312,997,78080,,0.001953125,0.0002532257931306958,862.0,0.4358906149864197,0.0030018410179764032,0.0058028800413012505,93.94358515739441,0.5680229067802429,-0.002843674272298813,0.0018347827717661858,
1763260125.4846354,1015,79872,,0.009765625,0.0002521505521144718,851.0,0.36838021874427795,16.088773727416992,0.0032023536041378975,97.19768929481506,-0.0004671812057495117,0.0029771775007247925,0.0024081720039248466,
1763260126.4025974,1020,80384,,0.0078125,0.0002518433320801705,848.0,0.43263697624206543,28.310115814208984,-0.011912871152162552,98.11565136909485,-0.0005048513412475586,-0.0008403584361076355,0.0024499567225575447,
1763260128.4315047,1031,81536,,0.03515625,0.00025115208700299263,842.0,0.3987242579460144,0.0001170951290987432,0.030967092141509056,100.1445586681366,-0.017270207405090332,-0.01647387444972992,0.008633657358586788,
1763260131.3440006,1050,83085,262.0,,,,,,,103.05705451965332,,,,262.0
1763260131.8189263,1053,83328,,0.0,0.00025007681688293815,832.0,0.40219300985336304,0.07175886631011963,0.0010424228385090828,103.53198027610779,0.057123422622680664,-0.0005538519471883774,3.8265250623226166e-05,
1763260132.5568914,1058,83712,,0.009765625,0.0002498464018572122,829.0,0.37690961360931396,0.06300829350948334,0.016360115259885788,104.2699453830719,0.014166116714477539,-0.019250866025686264,0.005091855302453041,
1763260136.0904565,1083,85632,,0.0,0.0002486943267285824,820.0,0.3185160160064697,184.5928955078125,-0.0027799298986792564,107.80351042747498,0.02439194917678833,0.0011830180883407593,0.00018233153969049454,
1763260137.2092233,1091,86272,,0.005859375,0.0002483103016857058,817.0,0.33977797627449036,59.146156311035156,-0.008817149326205254,108.92227721214294,0.06219220161437988,0.008905639871954918,0.001654183492064476,
1763260139.3478842,1106,87552,,0.0,0.0002475422515999526,813.0,0.35251811146736145,0.20930905640125275,0.00024630315601825714,111.0609381198883,0.8753222823143005,-0.0004239603877067566,6.425939500331879e-05,
1763260141.1669223,1118,88704,,0.03515625,0.0002468510065227747,810.0,0.3403695821762085,0.3556687533855438,0.044853899627923965,112.87997627258301,0.9222622513771057,-0.0011249147355556488,0.005040700547397137,
1763260142.2228456,1125,89361,145.0,,,,,,,113.93589949607849,,,,145.0
1763260143.2299328,1133,89984,,0.0,0.0002460829564370215,806.0,0.3128279447555542,5.565524578094482,-0.007913158275187016,114.94298672676086,0.48430681228637695,-0.00031902268528938293,0.0002819681540131569,
1763260144.8759286,1145,91008,,0.0,0.00024546851636841893,803.0,0.3738844394683838,24.772504806518555,-0.0011207694187760353,116.58898258209229,0.31097114086151123,0.005479319021105766,0.00027079787105321884,
1763260147.7173045,1164,92672,,0.0,0.00024447005125693977,798.0,0.35890501737594604,70.63493347167969,0.0029044505208730698,119.43035840988159,0.08103913068771362,-0.013824046589434147,0.00029984302818775177,
1763260147.9303865,1165,92800,,0.005859375,0.00024439324624836445,798.0,0.2710026502609253,0.19805683195590973,-0.015324685722589493,119.64344048500061,0.9340317845344543,-0.014859803020954132,0.0024510715156793594,
1763260149.111863,1172,93481,374.0,,,,,,,120.82491683959961,,,,374.0
1763260150.814045,1181,94336,,0.0,0.0002434715861454606,791.0,0.43941524624824524,246.6902313232422,-0.006126550957560539,122.52709889411926,-0.0287553071975708,-0.0013499893248081207,0.00038998574018478394,
1763260151.7669332,1186,94848,,0.01953125,0.00024316436611115932,789.0,0.41570305824279785,0.20180468261241913,0.016298547387123108,123.47998714447021,0.8568844795227051,-0.018562570214271545,0.005113488063216209,
1763260153.681033,1197,95882,500.0,,,,,,,125.39408683776855,,,,500.0
1763260156.645767,1213,97536,,0.0078125,0.0002415514609310776,780.0,0.4911280572414398,0.002144231926649809,-0.002424451522529125,128.35882091522217,0.8336057066917419,-0.01866457797586918,0.005975725129246712,
1763260157.070143,1215,97792,,0.0390625,0.00024139785091392696,779.0,0.4482501447200775,0.0040707397274672985,0.039814822375774384,128.78319692611694,0.6660512685775757,0.02892540767788887,0.01051506120711565,
1763260158.8617332,1226,98816,,0.0,0.0002407834108453244,776.0,0.512182891368866,66.8140640258789,-0.0022858306765556335,130.57478713989258,0.0064827799797058105,0.01793224737048149,0.0006494969129562378,
1763260159.5357716,1230,99294,500.0,,,,,,,131.24882555007935,,,,500.0
1763260160.3589966,1234,99712,,0.068359375,0.00024024577578529716,774.0,0.4292641580104828,0.001265467843040824,0.070126473903656,132.07205057144165,0.6036811470985413,-0.03748571500182152,0.011993766762316227,
1763260162.1200337,1245,100794,500.0,,,,,,,133.833087682724,,,,500.0
1763260163.8280277,1254,101760,,0.06640625,0.00023901689564809203,770.0,0.36322614550590515,0.0003344195138197392,0.025013882666826248,135.5410816669464,0.6698633432388306,-0.015550516545772552,0.013399319723248482,
1763260166.688557,1271,103424,,0.03515625,0.00023801843053661287,766.0,0.35501813888549805,0.011399406008422375,0.058465342968702316,138.40161085128784,-0.13207030296325684,-0.04235433414578438,0.013610134832561016,
1763260171.5911953,1299,106294,500.0,,,,,,,143.3042492866516,,,,500.0
1763260178.48499,1339,110336,,0.001953125,0.0002338709746254608,751.0,0.25629889965057373,1.0260614156723022,0.006366195157170296,150.1980438232422,0.0007511377334594727,0.003380611538887024,0.0019495412707328796,
1763260178.6910167,1340,110464,,0.0234375,0.00023379416961688548,751.0,0.2302795946598053,0.004410316236317158,0.00839135143905878,150.40407061576843,-0.5129766464233398,0.005819017067551613,0.004778433591127396,
1763260180.1998904,1349,111360,,0.0,0.00023325653455685824,749.0,0.2686883807182312,3.733328342437744,0.004304173402488232,151.912944316864,-0.0007604360580444336,0.0006905402988195419,0.0008530719205737114,
1763260182.5578516,1363,112794,500.0,,,,,,,154.27090549468994,,,,500.0
1763260182.9613445,1365,113024,,0.001953125,0.00023225806944537908,747.0,0.2797572612762451,0.012378673069179058,0.01103261485695839,154.6743984222412,0.21432936191558838,-0.0072458665817976,0.002745524048805237,
1763260183.81385,1370,113536,,0.015625,0.0002319508494110778,746.0,0.43038928508758545,0.010728784836828709,-0.038595136255025864,155.52690386772156,0.13656187057495117,-0.0064199455082416534,0.010440896265208721,
1763260185.5424483,1380,114560,,0.0,0.00023133640934247524,744.0,0.25168856978416443,0.00030224330839700997,0.013957707211375237,157.2555022239685,0.5626789331436157,-0.00807277113199234,0.0019118599593639374,
1763260185.7546525,1381,114688,,0.0,0.00023125960433389992,744.0,0.3044774532318115,6.885892798891291e-05,0.008729549124836922,157.46770644187927,-0.45742154121398926,-0.017379669472575188,0.0015573203563690186,
