losses/explained_variance,_timestamp,charts/episodic_return,_step,losses/value_loss,losses/policy_loss,charts/episodic_length,losses/entropy,_runtime,global_step,losses/clipfrac,charts/learning_rate,charts/SPS,losses/approx_kl,losses/old_approx_kl
-0.0745551586151123,1763260098.7333026,,872,4.375170829007402e-05,-0.006302516907453537,,0.40214237570762634,70.85721468925476,66176,0.0,0.0002603686589282006,986.0,0.0017010914161801338,0.008479303680360317
-0.005941152572631836,1763260099.1385994,,876,0.0004031636635772884,0.002610575407743454,,0.38378357887268066,71.26251149177551,66560,0.0078125,0.00026013824390247464,986.0,0.004472898319363594,0.005900649353861809
,1763260105.5411842,500.0,922,,,500.0,,77.66509628295898,71206,,,,,
-0.04750955104827881,1763260107.2122903,,930,0.0003386936732567847,-0.0003720838576555252,,0.41174086928367615,79.33620238304138,72064,0.001953125,0.00025683562853373587,954.0,0.00068714190274477,-0.006656463257968426
0.00010055303573608398,1763260108.6810713,,938,0.002800513291731477,0.0008591208606958389,,0.4222041368484497,80.80498337745667,72832,0.0,0.00025637479848228395,945.0,0.0001237131655216217,0.004417132586240768
,1763260109.2257092,500.0,941,,,500.0,,81.34962129592896,73206,,,,,
-0.00010466575622558594,1763260109.437546,,942,148.69781494140625,-0.006189966574311256,,0.4433208703994751,81.56145811080933,73216,0.0,0.000256144383456558,941.0,0.0012501440942287445,0.0021369140595197678
0.5088484287261963,1763260110.6704082,,948,0.007824503816664219,-0.0036362651735544205,,0.37393081188201904,82.79432034492493,73856,0.0078125,0.0002557603584136814,935.0,0.005125533789396286,0.03536222130060196
-0.011023163795471191,1763260115.8544579,,974,0.0006149593973532319,0.003750339150428772,,0.42243874073028564,87.97836995124817,76544,0.0,0.00025414745323359966,909.0,0.0004404587671160698,-0.0038056885823607445
-0.20530736446380615,1763260117.1399257,,980,0.00012339671957306564,-0.0006155893206596375,,0.3756789267063141,89.26383781433105,77184,0.025390625,0.00025376342819072306,903.0,0.007124200463294983,-0.006357207894325256
0.05211561918258667,1763260118.2026474,,985,3.360602931934409e-05,-0.008023925125598907,,0.35790589451789856,90.32655954360962,77696,0.01171875,0.0002534562081564218,898.0,0.0049692727625370026,-0.026738913729786873
,1763260120.1289546,500.0,995,,,500.0,,92.25286674499512,78706,,,,,
-0.19406020641326904,1763260120.5481794,,997,0.002470292616635561,-0.004946019500494003,,0.3510514199733734,92.67209148406982,78848,0.001953125,0.0002527649630792439,887.0,0.0017735380679368973,-0.00036431849002838135
,1763260123.6940298,500.0,1015,,,500.0,,95.817941904068,80706,,,,,
,1763260124.6060197,500.0,1020,,,500.0,,96.72993183135986,81206,,,,,
0.00033360719680786133,1763260126.6158032,,1031,161.32864379882812,-0.013502402231097221,,0.44059255719184875,98.7397153377533,82304,0.0,0.0002506912569515407,866.0,0.0009603407233953476,0.011194545775651932
1.722574234008789e-05,1763260129.9585936,,1050,184.90695190429688,-0.01016257144510746,,0.371176540851593,102.08250570297241,84224,0.04296875,0.0002495391818229109,857.0,0.005512366071343422,-0.010531673207879066
-0.2591261863708496,1763260130.6127288,,1053,0.00013840019528288394,-0.004644520580768585,,0.3758874237537384,102.73664093017578,84608,0.0,0.00024930876679718494,855.0,0.00014563743025064468,0.009733003564178944
0.15225541591644287,1763260131.4779189,,1058,0.00010898694017669186,-0.026689521968364716,,0.45311692357063293,103.60183095932007,85120,0.001953125,0.00024900154676288366,852.0,0.005412113852798939,0.00847028847783804
0.00488966703414917,1763260135.702755,,1083,0.00010048516560345888,0.009787719696760178,,0.3628145456314087,107.8266670703888,87680,0.001953125,0.00024746544659137726,842.0,0.002001979388296604,-0.00011237990111112595
0.1888076663017273,1763260136.9933548,,1091,0.005815921351313591,-0.0003685988485813141,,0.3880774974822998,109.11726689338684,88448,0.0,0.00024700461653992534,839.0,0.00027322396636009216,0.0004870127886533737
