charts/episodic_return,losses/explained_variance,charts/learning_rate,charts/episodic_length,losses/approx_kl,losses/policy_loss,_runtime,losses/value_loss,_step,losses/clipfrac,charts/SPS,losses/entropy,_timestamp,global_step,losses/old_approx_kl
,0.30967456102371216,0.00010752688103821129,,0.00014020130038261414,0.0009392201900482178,466.37548327445984,0.010490713641047478,3451,0.0,693.0,0.21217426657676697,1763260494.4078553,320896,0.002097705379128456
,0.1515427827835083,0.0001068356359610334,,0.006006493233144283,-0.00937526673078537,467.9242293834686,0.0014303287025541067,3462,0.02734375,693.0,0.2517930567264557,1763260495.9566014,322048,0.006116180680692196
,0.6761798858642578,0.00010599078086670488,,0.00040648411959409714,-0.0010207593441009521,469.82590317726135,0.0009413388906978071,3476,0.0,693.0,0.2078726589679718,1763260497.8582752,323456,-9.96878370642662e-05
,-0.002640843391418457,0.00010583717084955424,,5.3738243877887726e-05,-0.0008944869041442871,470.19151306152344,204.67349243164062,3479,0.0,693.0,0.24734905362129211,1763260498.223885,323712,-0.0030690254643559456
500.0,,,500.0,,,472.71081471443176,,3498,,,,1763260500.7431867,325682,
500.0,,,500.0,,,473.3361940383911,,3503,,,,1763260501.368566,326182,
500.0,,,500.0,,,474.6639976501465,,3513,,,,1763260502.6963696,327182,
,0.04208540916442871,0.000102995392808225,,0.0002418365329504013,0.0027029458433389664,476.2919268608093,0.0008552932413294911,3525,0.0,694.0,0.24792101979255676,1763260504.3242989,328448,-0.005002399906516075
500.0,,,500.0,,,477.6995208263397,,3537,,,,1763260505.7318928,329682,
,0.43321818113327026,0.00010122887761099264,,0.002141198143362999,-0.0028369687497615814,479.8472399711609,0.02143186703324318,3554,0.0,695.0,0.19373251497745514,1763260507.879612,331392,0.001998037099838257
,0.6814947128295898,0.00010115207260241732,,0.004442538134753704,-0.012311937287449837,479.9995663166046,0.0006237594061531126,3555,0.01953125,695.0,0.21115347743034363,1763260508.0319383,331520,0.0016043754294514656
500.0,,,500.0,,,482.5574142932892,,3576,,,,1763260510.5897863,333682,
,-0.3266044855117798,9.976958244806156e-05,,0.0016106367111206055,-0.00708954781293869,482.8263921737671,0.016366809606552124,3578,0.001953125,696.0,0.16711437702178955,1763260510.8587642,333824,0.010869812220335007
500.0,,,500.0,,,483.18924045562744,,3581,,,,1763260511.2216125,334182,
,0.6711604595184326,9.907834464684129e-05,,0.0010966137051582336,-0.006050709635019302,484.2404754161835,0.0007485888781957328,3589,0.0,697.0,0.25106069445610046,1763260512.2728474,334976,-0.002933342009782791
,0.8577450513839722,9.76190494839102e-05,,0.007391274906694889,0.006960615515708923,487.2792594432831,0.011852096766233444,3613,0.0234375,697.0,0.32382825016975403,1763260515.3116314,337408,0.008027475327253342
,-0.00039970874786376953,9.708141442388296e-05,,2.680346369743347e-06,3.610551357269287e-05,488.3977527618408,57.86723709106445,3622,0.0,697.0,0.27980074286460876,1763260516.4301248,338304,0.0005961321294307709
500.0,,,500.0,,,490.63747549057007,,3640,,,,1763260518.6698475,340182,
,-0.00968027114868164,9.500767919234931e-05,,0.0010360172018408775,-0.0038991905748844147,492.74359607696533,4.005361557006836,3656,0.0,698.0,0.23910540342330933,1763260520.775968,341760,-0.000371553935110569
,0.8024576902389526,9.416282409802079e-05,,0.009652283042669296,0.0023470823653042316,494.54196190834045,0.0007369272643700242,3669,0.0390625,699.0,0.30636677145957947,1763260522.574334,343168,-0.030615128576755524
500.0,,,500.0,,,495.74792885780334,,3679,,,,1763260523.7803009,344182,
,0.5218061208724976,9.331796900369227e-05,,0.0014866506680846214,-0.0016777105629444122,496.33428955078125,0.000551889359485358,3683,0.001953125,699.0,0.20147280395030975,1763260524.3666615,344576,-0.004554185084998608
500.0,,,500.0,,,496.38489270210266,,3684,,,,1763260524.4172647,344682,
,0.4118407964706421,9.162826609099284e-05,,0.0003570299595594406,-0.003891482949256897,499.84434819221497,0.010296469554305077,3711,0.0,700.0,0.26666608452796936,1763260527.8767202,347392,0.0030366331338882446
,0.6208020448684692,9.14746560738422e-05,,0.009976934641599655,0.0024575218558311462,500.1605885028839,0.0007611035252921283,3713,0.02734375,700.0,0.24368667602539062,1763260528.1929605,347648,0.04020058736205101
,-0.016021132469177246,9.139785106526688e-05,,0.0021313847973942757,0.002802787348628044,500.35821533203125,36.41388702392578,3715,0.001953125,700.0,0.2367003858089447,1763260528.3905873,347776,-0.010259141214191914
,0.15656399726867676,9.039938595378771e-05,,0.002337152138352394,0.0037287846207618713,502.4211914539337,0.0009211116703227162,3731,0.009765625,700.0,0.18514259159564972,1763260530.4535635,349440,7.648952305316925e-05
,0.00037407875061035156,9.024577593663707e-05,,0.00636983010917902,-0.0023791640996932983,502.7750868797302,0.21707046031951904,3734,0.0234375,700.0,0.27349573373794556,1763260530.8074589,349696,-0.0052055250853300095
,0.6394531726837158,8.894009079085663e-05,,0.009419913403689861,0.006612345576286316,505.44912934303284,0.018780458718538284,3755,0.017578125,701.0,0.2767234444618225,1763260533.4815013,351872,0.030463293194770813
,0.9118331670761108,8.77112106536515e-05,,0.0004295390099287033,-0.002055823802947998,508.0634706020355,0.015824569389224052,3775,0.0,701.0,0.33007317781448364,1763260536.0958426,353920,-0.0019711777567863464
,0.024341106414794922,8.748079562792554e-05,,6.44586980342865e-05,0.0016728974878787994,508.57504177093506,214.6312255859375,3779,0.0,701.0,0.3224462568759918,1763260536.6074138,354304,-0.0018419604748487473
,0.7337292432785034,8.594470273237675e-05,,0.0017542717978358269,0.003445841372013092,511.9281506538391,0.008905942551791668,3804,0.001953125,702.0,0.2702719271183014,1763260539.9605227,356864,-0.010930115357041359
500.0,,,500.0,,,512.2935698032379,,3807,,,,1763260540.3259418,357182,
,0.0021044015884399414,8.333333244081587e-05,,0.0007683224976062775,-0.0007481351494789124,517.5449466705322,127.06224822998047,3847,0.0078125,702.0,0.17545180022716522,1763260545.5773187,361216,6.379000842571259e-05
,0.3203420042991638,8.133640221785754e-05,,0.00295230932533741,-0.025782180950045586,521.7040064334869,0.0003017934795934707,3879,0.001953125,703.0,0.29021549224853516,1763260549.7363784,364544,0.014069144614040852
,0.7212703824043274,8.110598719213158e-05,,9.820796549320221e-05,-0.001406945288181305,522.2363028526306,0.012715483084321022,3883,0.0,703.0,0.21018248796463013,1763260550.2686749,364928,0.00021976977586746216
,0.49686771631240845,8.102918945951387e-05,,0.004387887194752693,-0.00949026644229889,522.3926982879639,0.001654934254474938,3884,0.017578125,703.0,0.16213104128837585,1763260550.4250703,365056,0.008780531585216522
,0.8849740624427795,8.087557944236323e-05,,0.0003803391009569168,-0.004508029669523239,522.7381975650787,0.013313179835677147,3887,0.00390625,703.0,0.22997505962848663,1763260550.7705696,365312,0.0019538141787052155
,0.004085063934326172,8.064516441663727e-05,,7.902272045612335e-06,2.444721758365631e-05,523.2506837844849,146.56753540039062,3891,0.0,703.0,0.2671080529689789,1763260551.2830558,365696,0.00038227345794439316
,0.9496163725852966,8.018433436518535e-05,,0.0014730505645275116,0.005269866436719894,524.1574060916901,0.0010619980748742819,3898,0.0,704.0,0.30849283933639526,1763260552.189778,366464,-0.0027775950729846954
,0.9488509893417358,7.933947927085683e-05,,0.004534900188446045,-0.004109591245651245,525.9320056438446,0.013344860635697842,3912,0.02734375,704.0,0.16871079802513123,1763260553.9643776,367872,0.007040278986096382
500.0,,,500.0,,,526.2615416049957,,3915,,,,1763260554.2939136,368182,
,0.3858988285064697,7.834101415937766e-05,,0.00045355502516031265,0.004723861813545227,527.8831341266632,0.0012723940890282393,3928,0.0,704.0,0.22409363090991974,1763260555.9155061,369536,-0.001858825795352459
500.0,,,500.0,,,529.6454565525055,,3944,,,,1763260557.6778286,371182,
,0.010082364082336426,7.73425490478985e-05,,0.0006156470626592636,-0.0035891272127628326,529.7786371707916,132.44615173339844,3945,0.0,705.0,0.16073186695575714,1763260557.8110092,371200,-0.0009583234786987305
,0.9816234707832336,7.726574403932318e-05,,0.002070215530693531,0.014554303139448166,529.9149129390717,0.01035589911043644,3946,0.0,705.0,0.22724759578704834,1763260557.947285,371328,0.002983258105814457
500.0,,,500.0,,,530.8009176254272,,3954,,,,1763260558.8332896,372182,
,0.6409302353858948,7.61904739192687e-05,,1.2917444109916687e-05,-0.0005939025431871414,531.929530620575,0.0013750985963270068,3963,0.0,706.0,0.288519024848938,1763260559.9619026,373120,0.001810811460018158
500.0,,,500.0,,,532.4900286197662,,3969,,,,1763260560.5224006,373682,
,0.5551393032073975,7.511520379921421e-05,,0.002971367910504341,-0.01806773990392685,533.8486433029175,0.013152854517102242,3981,0.0,707.0,0.257296621799469,1763260561.8810153,374912,0.01344708539545536
,0.8495803475379944,7.496160105802119e-05,,9.685754776000977e-07,-1.55717134475708e-06,534.1400394439697,0.0010751525405794382,3983,0.0,707.0,0.1715819388628006,1763260562.1724114,375168,-0.0003054104745388031
,0.6118688583374023,7.411674596369267e-05,,0.0023536309599876404,0.002969672903418541,535.6135380268097,0.0011140237329527736,3997,0.01171875,707.0,0.2395877093076706,1763260563.64591,376576,-0.005372628569602966
,0.7768806219100952,7.27342558093369e-05,,0.0017549628391861916,-0.010114897042512894,538.0144312381744,0.01084898691624403,4020,0.001953125,709.0,0.18239721655845642,1763260566.0468032,378880,-7.793586701154709e-05
,0.9211816787719727,7.035330054350197e-05,,0.0006127068772912025,-0.0011912733316421509,542.1364879608154,0.013746011070907116,4059,0.0,710.0,0.26684457063674927,1763260570.16886,382848,-0.0087503707036376
500.0,,,500.0,,,545.1242368221283,,4087,,,,1763260573.1566088,385682,
,-0.8844953775405884,6.835637759650126e-05,,0.002150651067495346,-0.007236257195472717,545.6082956790924,0.001020691473968327,4091,0.0,712.0,0.3368362784385681,1763260573.6406677,386176,-0.008778782561421394
,0.9502710103988647,6.751152250217274e-05,,0.00027028564363718033,-0.004003569483757019,547.1193110942841,0.0006839022389613092,4105,0.0,713.0,0.28266584873199463,1763260575.151683,387584,0.004201612435281277
,-0.05514085292816162,6.728110747644678e-05,,0.0004052352160215378,-0.001253969967365265,547.5466394424438,0.0005165582406334579,4109,0.0,713.0,0.17528346180915833,1763260575.5790114,387968,-0.003246031701564789
,0.5021530985832214,6.689708243357018e-05,,0.00045437272638082504,-0.003628969192504883,548.2427127361298,0.0015223338268697262,4115,0.001953125,713.0,0.25127148628234863,1763260576.2750847,388608,0.000818212516605854
,0.8478711843490601,6.666666740784422e-05,,5.7559460401535034e-05,-0.0019008461385965347,548.6458444595337,0.0009977457812055945,4119,0.0,713.0,0.19956369698047638,1763260576.6782165,388992,0.0032558105885982513
,0.8461984395980835,6.513056723633781e-05,,6.004888564348221e-05,-0.00028260983526706696,551.2264993190765,0.0008231790270656347,4144,0.0,715.0,0.28343039751052856,1763260579.2588713,391552,0.0015955222770571709
500.0,,,500.0,,,551.71794962883,,4150,,,,1763260579.7503216,392182,
,0.7735298871994019,6.367127207340673e-05,,7.086433470249176e-05,-0.00031635165214538574,553.4524917602539,0.0021457073744386435,4168,0.0,716.0,0.20748643577098846,1763260581.4848638,393984,-0.0003277380019426346
,0.6923387050628662,6.267281423788518e-05,,0.0038920845836400986,-0.0056748464703559875,554.973062992096,0.0015021987492218614,4184,0.001953125,717.0,0.2582318186759949,1763260583.005435,395648,0.021895036101341248
,0.5210742950439453,6.205837416928262e-05,,1.2442469596862793e-06,-8.63000750541687e-05,555.9242963790894,0.0006868878263048828,4194,0.0,718.0,0.34136122465133667,1763260583.9566684,396672,0.00012213923037052155
500.0,,,500.0,,,556.3261396884918,,4199,,,,1763260584.3585117,397182,
500.0,,,500.0,,,558.703854560852,,4224,,,,1763260586.7362266,399682,
500.0,,,500.0,,,559.1473174095154,,4229,,,,1763260587.1796894,400182,
,0.6694104671478271,5.9062978834845126e-05,,0.004701940342783928,-0.008799172937870026,560.50714802742,0.0026190769858658314,4243,0.01171875,721.0,0.18665696680545807,1763260588.53952,401664,0.011242646723985672
,0.9113900065422058,5.8909368817694485e-05,,0.00024233665317296982,-0.0016456693410873413,560.7488541603088,0.012886621989309788,4246,0.0,721.0,0.271953821182251,1763260588.7812262,401920,0.0023243604227900505
,0.8211141228675842,5.852534741279669e-05,,0.009295332245528698,0.00589374452829361,561.372385263443,0.002465158235281706,4252,0.044921875,721.0,0.22393034398555756,1763260589.4047573,402560,-0.02688586711883545
,0.002973794937133789,5.844854240422137e-05,,0.001492421142756939,0.0026519745588302612,561.4854974746704,125.74894714355469,4254,0.0,721.0,0.2903881072998047,1763260589.5178695,402688,0.0008129188790917397
,0.9928229451179504,5.837173739564605e-05,,0.00020322483032941818,-0.0037387385964393616,561.5962455272675,0.005082316696643829,4255,0.0,721.0,0.17354261875152588,1763260589.6286175,402816,0.00043000373989343643
500.0,,,500.0,,,563.2895743846893,,4273,,,,1763260591.3219464,404682,
,-0.4877803325653076,5.7066052249865606e-05,,0.0011543845757842064,-0.00477256253361702,563.5985276699066,0.0012973551638424397,4276,0.0,723.0,0.23579566180706024,1763260591.6308997,404992,0.006981971673667431
,0.6621346473693848,5.6989247241290286e-05,,0.0008819783106446266,-0.002477869391441345,563.7077829837799,0.0007127006538212299,4277,0.0,723.0,0.23103360831737518,1763260591.740155,405120,0.008813590742647648
500.0,,,500.0,,,563.730310678482,,4278,,,,1763260591.7626827,405182,
500.0,,,500.0,,,564.6812000274658,,4288,,,,1763260592.713572,406182,
,0.9868492484092712,5.6221197155537084e-05,,0.0002986835315823555,0.0004225950688123703,564.8989548683167,0.010588142089545727,4290,0.0,724.0,0.23715975880622864,1763260592.9313269,406400,0.0005741836503148079
,0.12818461656570435,5.606758713838644e-05,,0.0012526093050837517,0.005359029397368431,565.1570656299591,0.002563627902418375,4292,0.021484375,724.0,0.19557759165763855,1763260593.1894376,406656,-0.0022665122523903847
,0.989174485206604,5.4761905630584806e-05,,5.325302481651306e-06,-0.0001224912703037262,567.3200919628143,0.00967863854020834,4314,0.0,725.0,0.20353586971759796,1763260595.352464,408832,0.0005680397152900696
,0.02217954397201538,5.4531490604858845e-05,,0.0003226473927497864,0.000260915607213974,567.67422914505,92.74227142333984,4318,0.0,725.0,0.2015451192855835,1763260595.7066011,409216,0.001979997381567955
,0.527342677116394,5.276497540762648e-05,,0.00016176607459783554,0.00010402500629425049,570.4902346134186,0.0008314301958307624,4346,0.0,727.0,0.17169302701950073,1763260598.5226066,412160,0.002937900833785534
500.0,,,500.0,,,572.2832560539246,,4366,,,,1763260600.315628,414182,
,0.01336526870727539,5.122887887409888e-05,,0.0002199113368988037,-0.0011199861764907837,572.845710515976,148.2152557373047,4372,0.0,728.0,0.1600806713104248,1763260600.8780825,414720,-0.005210528150200844
,0.012315869331359863,5.09216588397976e-05,,0.0006374819204211235,-0.0016876235604286194,573.2955179214478,273.542724609375,4377,0.0,728.0,0.18718531727790833,1763260601.32789,415232,-0.000698489136993885
,0.9359673857688904,5.084485383122228e-05,,0.0013619577512145042,-0.013208724558353424,573.4125418663025,0.010579399764537811,4378,0.0,729.0,0.35136693716049194,1763260601.4449139,415360,0.01360298227518797
,0.04958188533782959,5.030721877119504e-05,,6.295740604400635e-06,0.0004886742681264877,574.2518765926361,235.19163513183594,4387,0.0,729.0,0.24386785924434662,1763260602.2842486,416256,-0.00014149025082588196
500.0,,,500.0,,,575.0923728942871,,4396,,,,1763260603.124745,417182,
,0.8983297348022461,4.869431722909212e-05,,0.006044588051736355,-0.01797276735305786,576.76287317276,0.0022280607372522354,4413,0.03125,731.0,0.2669161558151245,1763260604.7952452,418944,0.03903444856405258
500.0,,,500.0,,,576.9563093185425,,4415,,,,1763260604.9886813,419182,
,0.02976548671722412,4.608295057551004e-05,,0.0016899015754461288,-0.030216332525014877,580.8047180175781,146.10182189941406,4456,0.0,733.0,0.2047855705022812,1763260608.83709,423296,0.0006106868386268616
,0.007109463214874268,4.523809548118152e-05,,0.0009202901273965836,0.004162278026342392,582.1780514717102,0.6318448781967163,4470,0.0,734.0,0.23723375797271729,1763260610.2104235,424704,0.0075222160667181015
,0.7507392168045044,4.4700460421154276e-05,,0.00033839698880910873,0.003984272480010986,583.008228302002,0.0019767992198467255,4478,0.0,734.0,0.31029778718948364,1763260611.0406003,425600,-0.007064874283969402
,0.02649134397506714,4.4623655412578955e-05,,1.974683254957199e-05,0.00014495849609375,583.1585733890533,72.10230255126953,4480,0.0,734.0,0.2586105167865753,1763260611.1909454,425728,0.001033359207212925
,0.9178334474563599,4.385560532682575e-05,,0.006304820068180561,0.0019935108721256256,584.4507308006287,0.0030358193907886744,4492,0.015625,735.0,0.16116678714752197,1763260612.4831028,427008,0.01487434096634388
,0.9330158233642578,4.362519030109979e-05,,0.0019156374037265778,-0.006456058472394943,584.7862617969513,0.01043606922030449,4496,0.0,735.0,0.37671738862991333,1763260612.8186338,427392,0.004511252045631409
,0.9107478857040405,4.347158392192796e-05,,0.0007920274510979652,-0.0018058530986309052,585.0058138370514,0.0031959693878889084,4498,0.0,735.0,0.2836247682571411,1763260613.0381858,427648,0.002307663671672344
,0.9865854978561401,4.2165898776147515e-05,,1.4287419617176056e-05,-0.0004964172840118408,587.2206971645355,0.006003613583743572,4520,0.0,736.0,0.21528521180152893,1763260615.2530692,429824,0.00023391377180814743
,0.6747280359268188,4.2012288758996874e-05,,0.00028806086629629135,-0.002370774745941162,587.4660623073578,0.001382523449137807,4522,0.0,736.0,0.242123082280159,1763260615.4984343,430080,0.001206197775900364
,0.02224677801132202,4.1935483750421554e-05,,2.887006849050522e-05,0.00027298741042613983,587.6385371685028,109.63720703125,4524,0.0,736.0,0.19790929555892944,1763260615.6709092,430208,0.0007388601079583168
,0.9936989545822144,4.1858678741846234e-05,,0.00035218987613916397,-0.0021895915269851685,587.7738780975342,0.0026891278102993965,4525,0.0,736.0,0.202878937125206,1763260615.80625,430336,0.00134995486587286
,0.39344292879104614,4.170506872469559e-05,,2.0703300833702087e-06,-0.00032517313957214355,588.0236208438873,0.0028004732448607683,4527,0.0,736.0,0.27415981888771057,1763260616.0559928,430592,-0.0001018354669213295
,0.9392291903495789,4.147465369896963e-05,,7.5642019510269165e-06,-0.0009058862924575806,588.4059827327728,0.005485585890710354,4531,0.0,737.0,0.16918623447418213,1763260616.4383547,430976,0.0007796101272106171
500.0,,,500.0,,,588.5809540748596,,4533,,,,1763260616.613326,431182,
,0.03264141082763672,4.132104368181899e-05,,7.445737719535828e-05,-0.00021008681505918503,588.6949138641357,156.5447235107422,4534,0.0,737.0,0.18552416563034058,1763260616.7272859,431232,-0.0005274228751659393
,0.9794142246246338,4.0015362174017355e-05,,0.0009403899312019348,-0.004915397614240646,590.8545341491699,0.0076367915607988834,4555,0.0,738.0,0.2736895680427551,1763260618.8869061,433408,0.013710884377360344
,0.6551852226257324,3.955453212256543e-05,,4.0046870708465576e-07,6.459839642047882e-05,591.5954003334045,0.0026138704270124435,4562,0.0,738.0,0.21205806732177734,1763260619.6277723,434176,-0.0002381652593612671
,0.6471096873283386,3.870967702823691e-05,,0.005824612453579903,-0.005773305892944336,593.0758030414581,0.0032379913609474897,4576,0.005859375,739.0,0.2876681387424469,1763260621.108175,435584,0.03491058945655823
,0.06147360801696777,3.648233541753143e-05,,0.0001543201506137848,-0.0008854232728481293,596.790842294693,67.24003601074219,4613,0.0,740.0,0.2194231003522873,1763260624.8232143,439296,0.0034772567451000214
500.0,,,500.0,,,598.1156570911407,,4626,,,,1763260626.148029,440682,
,0.23658859729766846,3.5099845263175666e-05,,0.000248483382165432,-0.003334013745188713,599.1084854602814,0.0034522772766649723,4635,0.0,741.0,0.19453443586826324,1763260627.1408575,441600,-0.002790718339383602
500.0,,,500.0,,,599.6632211208344,,4641,,,,1763260627.695593,442182,
,0.8815962076187134,3.4562210203148425e-05,,0.0003836732357740402,0.0011257622390985489,600.0238246917725,0.002608807059004903,4644,0.0,741.0,0.2167101502418518,1763260628.0561967,442496,0.007224295288324356
500.0,,,500.0,,,601.7587654590607,,4661,,,,1763260629.7911375,444182,
500.0,,,500.0,,,603.2609677314758,,4675,,,,1763260631.2933397,445682,
,0.021049916744232178,3.172042852384038e-05,,1.2473203241825104e-05,0.0001263357698917389,604.9692730903625,26.559160232543945,4691,0.0,743.0,0.21513529121875763,1763260633.001645,447232,0.0010016588494181633
,0.885027289390564,3.0568357033189386e-05,,0.00230315700173378,-0.0028159301728010178,606.9851343631744,0.003539660247042775,4709,0.0,744.0,0.23542466759681702,1763260635.0175064,449152,-0.00508495606482029
,0.6161456108093262,3.0337942007463425e-05,,0.0010309061035513878,0.0060880146920681,607.4174344539642,0.003533664159476757,4713,0.0,744.0,0.34491342306137085,1763260635.4498065,449536,-0.007285778410732746
,0.9406648874282837,2.8801843654946424e-05,,3.488268703222275e-05,-0.0014474503695964813,610.0008749961853,0.00359731400385499,4738,0.0,745.0,0.25235292315483093,1763260638.033247,452096,0.0021602632477879524
500.0,,,500.0,,,610.0582051277161,,4739,,,,1763260638.0905771,452182,
,0.9950144290924072,2.8648233637795784e-05,,0.001076051965355873,0.0030502229928970337,610.2646398544312,0.004323565401136875,4741,0.0,745.0,0.2068183720111847,1763260638.2970119,452352,0.004199160262942314
,0.6722584962844849,2.8494623620645143e-05,,0.0029309168457984924,-0.006698084995150566,610.4948601722717,0.0032751094549894333,4743,0.001953125,745.0,0.30474722385406494,1763260638.5272322,452608,0.009498484432697296
500.0,,,500.0,,,611.5172491073608,,4754,,,,1763260639.549621,453682,
,0.3140987753868103,2.672811024240218e-05,,2.8191134333610535e-06,-4.979968070983887e-05,613.3980765342712,0.003470090916380286,4772,0.0,747.0,0.25459712743759155,1763260641.4304485,455552,-0.00016959477216005325
,0.9302639961242676,2.5883256967063062e-05,,2.6117078959941864e-05,0.002165529876947403,614.7909491062164,0.0035947912838310003,4786,0.0,747.0,0.23999500274658203,1763260642.823321,456960,0.0008132299408316612
,0.8537696003913879,2.580645195848774e-05,,8.938740938901901e-05,-0.0005065947771072388,614.9042234420776,0.0028761227149516344,4787,0.0,747.0,0.24900652468204498,1763260642.9365954,457088,-0.0008872123435139656
500.0,,,500.0,,,614.9371235370636,,4788,,,,1763260642.9694955,457182,
,0.873734176158905,2.52688168984605e-05,,0.00026709306985139847,-0.0024397112429142,615.7647349834442,0.0035901679657399654,4796,0.0,748.0,0.24623960256576538,1763260643.797107,457984,0.005312093533575535
,0.026951611042022705,2.511520688130986e-05,,0.0005885520949959755,-0.003401733934879303,616.0307443141937,149.99024963378906,4799,0.0,748.0,0.351654052734375,1763260644.0631163,458240,0.0016155624762177467
,0.8664630651473999,2.465437864884734e-05,,0.00019561685621738434,0.0012267306447029114,616.7922577857971,0.003944669384509325,4806,0.0,748.0,0.1901637464761734,1763260644.8246298,459008,-0.0033481474965810776
,0.04178875684738159,2.45007686316967e-05,,4.2078085243701935e-05,1.7387792468070984e-06,617.0490446090698,62.70418167114258,4809,0.0,748.0,0.2017115205526352,1763260645.0814166,459264,-0.0001908307895064354
500.0,,,500.0,,,617.4129927158356,,4813,,,,1763260645.4453647,459682,
,0.7861642837524414,2.1889400159125216e-05,,5.468074232339859e-05,7.570907473564148e-05,621.3542039394379,0.0037912370171397924,4851,0.0,750.0,0.1693888008594513,1763260649.386576,463616,-0.0005090693011879921
500.0,,,500.0,,,621.3887073993683,,4852,,,,1763260649.4210794,463682,
,0.9609613418579102,2.14285719266627e-05,,0.00041347183287143707,-0.0028048381209373474,622.1411588191986,0.005344866309314966,4859,0.0,750.0,0.18349865078926086,1763260650.1735308,464384,-0.0008224714547395706
,0.03418087959289551,2.0890936866635457e-05,,7.977243512868881e-05,0.001145634800195694,623.0358467102051,224.3632049560547,4868,0.0,751.0,0.27283722162246704,1763260651.0682187,465280,0.0032943403348326683
,0.9490666389465332,2.0506911823758855e-05,,2.728775143623352e-07,0.00015349313616752625,623.6875789165497,0.006897357292473316,4874,0.0,751.0,0.27227431535720825,1763260651.719951,465920,-8.769985288381577e-05
,0.02938777208328247,2.0276496798032895e-05,,7.553026080131531e-07,5.8846548199653625e-05,624.1020741462708,159.1487579345703,4878,0.0,751.0,0.18847376108169556,1763260652.1344461,466304,0.00018394459038972855
,0.007044017314910889,2.0046083591296338e-05,,0.0004249550402164459,0.0036822333931922913,624.4998366832733,268.1000061035156,4882,0.0,751.0,0.22427204251289368,1763260652.5322087,466688,-0.005392909049987793
,0.872424840927124,1.7972350178752095e-05,,0.00016705133020877838,-0.0019568540155887604,627.9376556873322,0.006353125907480717,4915,0.0,753.0,0.13544946908950806,1763260655.9700277,470144,0.0020338837057352066
,0.7799186706542969,1.7665130144450814e-05,,6.743893027305603e-05,0.0015363767743110657,628.4662735462189,0.004088550340384245,4920,0.0,753.0,0.2850162088871002,1763260656.4986455,470656,0.002906547859311104
,0.03991430997848511,1.6973886886262335e-05,,3.824755549430847e-05,0.002855442464351654,629.6304368972778,90.6294937133789,4932,0.0,753.0,0.21679221093654633,1763260657.662809,471808,-0.0006722453981637955
,0.9805378317832947,1.6897081877687015e-05,,1.2600794434547424e-05,-0.0002905502915382385,629.7540285587311,0.003872476052492857,4933,0.0,753.0,0.22253645956516266,1763260657.7864006,471936,-0.0010190755128860474
,0.9074556827545166,1.6513056834810413e-05,,0.00012549851089715958,-0.0011694654822349548,630.3814697265625,0.0038952415343374014,4939,0.0,754.0,0.15696777403354645,1763260658.4138417,472576,0.00017056893557310104
,0.022803425788879395,1.6129031791933812e-05,,1.8570572137832642e-06,0.00012845173478126526,631.0511386394501,94.44377899169922,4946,0.0,754.0,0.14709827303886414,1763260659.0835106,473216,0.00012435391545295715
,0.8557989597320557,1.5668203559471294e-05,,0.0003027282655239105,-0.0030774585902690887,631.8078980445862,0.005403745919466019,4953,0.0,754.0,0.26326635479927063,1763260659.84027,473984,-0.004112498834729195
,0.9528902173042297,1.5360983525170013e-05,,3.501027822494507e-05,0.0021320879459381104,632.3263673782349,0.004371007904410362,4958,0.0,754.0,0.2123563438653946,1763260660.3587394,474496,0.001133933663368225
,0.8120639324188232,1.5053763490868732e-05,,2.315174788236618e-05,-0.0002857297658920288,632.8606402873993,0.005576592404395342,4963,0.0,754.0,0.23485569655895233,1763260660.8930123,475008,0.0025409841910004616
,0.03805673122406006,1.4592934348911513e-05,,5.370005965232849e-06,-0.0008298419415950775,633.6167879104614,101.2198715209961,4971,0.0,755.0,0.1751011610031128,1763260661.64916,475776,0.0014836080372333527
,0.9747230410575867,1.4516129340336192e-05,,3.641471266746521e-07,-0.0001706629991531372,633.7715845108032,0.005228294059634209,4972,0.0,755.0,0.22272898256778717,1763260661.8039565,475904,-6.359349936246872e-05
,0.9439618587493896,1.4132104297459591e-05,,0.00011482369154691696,0.0018732547760009766,634.3576862812042,0.004476574715226889,4978,0.0,755.0,0.25248220562934875,1763260662.3900583,476544,0.00464546587318182
,0.040210068225860596,1.397849428030895e-05,,1.6303732991218567e-05,2.8118491172790527e-05,634.6132128238678,258.0325622558594,4981,0.0,755.0,0.2560904920101166,1763260662.6455848,476800,-0.0012017954140901566
500.0,,,500.0,,,635.4092438220978,,4989,,,,1763260663.4416158,477682,
500.0,,,500.0,,,635.9226305484772,,4994,,,,1763260663.9550025,478182,
,0.7686232924461365,1.228878682013601e-05,,0.00019419193267822266,-0.004037586972117424,637.406702041626,0.00843719206750393,5008,0.0,756.0,0.18637053668498993,1763260665.439074,479616,-0.0015424229204654694
,0.8522577881813049,1.198156678583473e-05,,0.00041499175131320953,-0.0064786821603775024,637.8779168128967,0.00734146311879158,5013,0.0,757.0,0.15366792678833008,1763260665.9102888,480128,0.002397090196609497
,0.03843408823013306,1.190476177725941e-05,,4.243385046720505e-05,-0.0008644778281450272,638.0220494270325,248.6645050048828,5015,0.0,757.0,0.21011511981487274,1763260666.0544214,480256,0.001960211433470249
