_step,_runtime,global_step,_timestamp,charts/episodic_length,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,charts/episodic_return,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,2.3760299682617188,0,1763260030.663583,,,,,,,,,,,
7,3.505263566970825,128,1763260031.7928166,29.0,0.0004759524017572403,-0.006880998611450195,0.00021384097635746002,29.0,0.0,-0.002995140850543976,0.6927390098571777,0.0003000000142492354,985.0,7.711396217346191
33,4.045892953872681,647,1763260032.333446,11.0,,,,11.0,,,,,,
41,4.1834495067596436,807,1763260032.4710026,19.0,,,,19.0,,,,,,
47,4.294140815734863,896,1763260032.581694,,0.00020549818873405457,0.11749893426895142,0.00428624264895916,,0.0,-0.003456294536590576,0.691057026386261,0.00029953918419778347,975.0,5.875483512878418
64,4.561075210571289,1170,1763260032.8486283,19.0,,,,19.0,,,,,,
74,4.752334117889404,1353,1763260033.0398872,16.0,,,,16.0,,,,,,
77,4.864777088165283,1408,1763260033.1523302,,0.0010819444432854652,0.2365245819091797,0.009628991596400738,,0.0,-0.018609490245580673,0.6864820122718811,0.0002992319641634822,945.0,6.100576877593994
88,5.112302303314209,1664,1763260033.3998554,,0.0005675433203577995,-0.02448856830596924,0.002703406848013401,,0.0,-0.011763624846935272,0.6768046617507935,0.00029907835414633155,958.0,6.733721733093262
102,5.509004592895508,2048,1763260033.7965577,,0.004498526453971863,0.011919260025024414,0.02400650456547737,,0.0078125,-0.01461322233080864,0.6282289028167725,0.0002988479391206056,959.0,6.254648685455322
104,5.533571243286133,2105,1763260033.8211243,34.0,,,,34.0,,,,,,
133,6.488666296005249,3072,1763260034.7762194,,0.00045865122228860855,-0.05932581424713135,4.1804276406764984e-05,,0.0,-0.007690291851758957,0.6426005363464355,0.000298233499052003,986.0,7.983743667602539
147,7.203387260437012,3840,1763260035.4909403,,0.0018886271864175797,0.5773855447769165,0.013193665072321892,,0.005859375,-0.0033727139234542847,0.5945994257926941,0.0002977726690005511,1003.0,8.613617897033691
149,7.24033260345459,3935,1763260035.5278857,39.0,,,,39.0,,,,,,
150,7.319024324417114,3968,1763260035.6065774,,0.00021410547196865082,0.03996008634567261,-0.009708331897854805,,0.0,-0.0034237876534461975,0.5502485632896423,0.0002976958639919758,1006.0,7.288077354431152
155,7.555477619171143,4224,1763260035.8430307,,0.0012891003862023354,0.41524118185043335,0.004333418793976307,,0.0,-0.014951671473681927,0.5734285712242126,0.00029754225397482514,1010.0,7.478832244873047
157,7.67059326171875,4352,1763260035.9581463,,0.0007371585816144943,0.7619980573654175,-0.0001670829951763153,,0.0,0.00014264043420553207,0.611365556716919,0.0002974654489662498,1013.0,8.172284126281738
