_runtime,global_step,losses/entropy,losses/clipfrac,losses/approx_kl,charts/episodic_length,losses/policy_loss,charts/SPS,losses/value_loss,charts/learning_rate,_step,charts/episodic_return,_timestamp,losses/explained_variance,losses/old_approx_kl
222.71734046936035,111872,0.3526971936225891,0.0,3.559328615665436e-05,,-0.0017606914043426514,595.0,118.14734649658203,0.00023294931452255696,1339,,1763260252.6586714,0.0004849433898925781,0.0011928807944059372
222.92859983444214,112000,0.3870692551136017,0.0,0.0008935034275054932,,-0.014684036374092102,595.0,0.005447637755423784,0.00023287250951398164,1340,,1763260252.8699307,0.6998110413551331,0.0010740738362073898
224.40373420715332,112896,0.3793269395828247,0.0,0.00013991259038448334,,0.0007928125560283661,595.0,196.28932189941406,0.0002323348744539544,1349,,1763260254.345065,0.00048542022705078125,0.0036776363849639893
226.98430013656616,114432,0.41900062561035156,0.005859375,0.0028650835156440735,,0.0021327435970306396,595.0,0.003034452674910426,0.00023141321435105056,1363,,1763260256.925631,0.6821063756942749,-0.002318272367119789
227.4088523387909,114688,0.3719863295555115,0.0,6.572157144546509e-05,,-0.004513995721936226,595.0,0.0006336792721413076,0.00023125960433389992,1365,,1763260257.3501832,0.5669419169425964,9.276159107685089e-05
228.284814119339,115200,0.29977187514305115,0.01171875,0.0025746719911694527,,-0.004815097898244858,595.0,0.00011489808093756437,0.00023095238429959863,1370,,1763260258.226145,-0.10580778121948242,-0.011996203102171421
230.04876708984375,116224,0.3902295231819153,0.0,3.86824831366539e-05,,-0.0001989603042602539,595.0,8.872376201907173e-05,0.00023033794423099607,1380,,1763260259.990098,-3.4080915451049805,0.0003479747101664543
230.09701681137085,116304,,,,500.0,,,,,1381,500.0,1763260260.0383477,,
231.35560846328735,116992,0.26599493622779846,0.0,1.7309561371803284e-05,,0.00014234334230422974,595.0,0.00486484682187438,0.00022987711417954415,1388,,1763260261.2969394,-0.7060686349868774,-0.0009317789226770401
232.61425518989563,117760,0.2687724828720093,0.0,0.00016206782311201096,,0.0015418492257595062,595.0,0.0005279729375615716,0.00022941628412809223,1395,,1763260262.555586,0.03960996866226196,-0.0010732738301157951
233.2244791984558,118144,0.3122434616088867,0.0234375,0.007367207668721676,,-0.01504468359053135,595.0,0.0007666191086173058,0.00022918586910236627,1399,,1763260263.16581,-0.06134295463562012,0.06486516445875168
234.19618773460388,118784,0.28215646743774414,0.005859375,0.0023196423426270485,,-0.024500183761119843,596.0,0.0001572147011756897,0.00022880184405948967,1405,,1763260264.1375186,-1.1034696102142334,0.025953151285648346
238.3262963294983,121472,0.3158402740955353,0.0,0.0003945007920265198,,-0.004521645605564117,597.0,0.006074283272027969,0.00022718893887940794,1432,,1763260268.2676272,-0.3317044973373413,-0.003026532009243965
238.51225805282593,121600,0.38383668661117554,0.015625,0.003149978816509247,,-0.009947968646883965,597.0,0.0007291900692507625,0.00022711213387083262,1433,,1763260268.453589,0.13633841276168823,0.017226988449692726
241.8346450328827,123804,,,,500.0,,,,,1455,500.0,1763260271.775976,,
242.01986646652222,123904,0.3008570969104767,0.0,9.11559909582138e-05,,-0.0017716912552714348,598.0,94.03135681152344,0.00022572964371647686,1456,,1763260271.9611974,0.0012865066528320312,0.0010052360594272614
242.2064299583435,124032,0.32573777437210083,0.0,0.00018665194511413574,,0.002598624676465988,598.0,0.0035503804683685303,0.00022565283870790154,1457,,1763260272.1477609,0.41316157579421997,0.008388850837945938
251.12108063697815,129804,,,,500.0,,,,,1514,500.0,1763260281.0624115,,
252.46364760398865,130688,0.313848078250885,0.001953125,0.0012298980727791786,,-0.008252411149442196,600.0,0.000393007998354733,0.0002216589928139001,1521,,1763260282.4049785,0.5595612525939941,0.00232075247913599
253.11449337005615,131072,0.296877920627594,0.021484375,0.00793010275810957,,0.02748921513557434,600.0,0.0007209868635982275,0.00022142857778817415,1525,,1763260283.0558243,0.7880496978759766,0.015166287310421467
253.35276007652283,131304,,,,500.0,,,,,1527,500.0,1763260283.294091,,
253.73684740066528,131456,0.25671815872192383,0.0,5.331449210643768e-05,,-8.264929056167603e-05,600.0,0.00606181938201189,0.0002211981627624482,1529,,1763260283.6781783,0.04926156997680664,-0.0005378890782594681
254.55523324012756,131968,0.24709255993366241,0.0,0.0006734244525432587,,-0.0020023565739393234,600.0,0.0027412204071879387,0.0002208909427281469,1534,,1763260284.4965641,-0.743445634841919,0.0015087500214576721
254.92606496810913,132224,0.25725600123405457,0.00390625,0.0021061496809124947,,-0.017544128000736237,601.0,7.693585939705372e-05,0.00022073733271099627,1536,,1763260284.8673959,-0.8782808780670166,-0.009381250478327274
256.0026783943176,132864,0.34413495659828186,0.0,0.00014873966574668884,,-0.003128042444586754,601.0,309.05682373046875,0.00022035330766811967,1543,,1763260285.9440093,0.0007560849189758301,-0.0020706746727228165
256.38880252838135,133120,0.38043251633644104,0.0,0.00016046315431594849,,-0.0010901391506195068,601.0,0.0005702857160940766,0.00022019969765096903,1545,,1763260286.3301334,-0.2087622880935669,-0.00017774850130081177
256.5789096355438,133248,0.36959800124168396,0.0,8.098967373371124e-05,,-0.0013408735394477844,601.0,0.0001995356142288074,0.0002201228926423937,1546,,1763260286.5202405,0.1581692099571228,0.0030754096806049347
258.39591097831726,134400,0.3314940631389618,0.0,0.0003276970237493515,,0.0002799183130264282,601.0,220.66896057128906,0.00021943164756521583,1558,,1763260288.337242,-0.0005693435668945312,-0.0029699262231588364
258.5891983509064,134528,0.36096975207328796,0.0,0.00014837458729743958,,-0.00037912651896476746,601.0,0.0051320698112249374,0.0002193548425566405,1559,,1763260288.5305293,-0.255079984664917,-0.003197239711880684
259.1773853302002,134912,0.433195024728775,0.0,0.0019659334793686867,,0.004172295331954956,601.0,247.67977905273438,0.00021912442753091455,1563,,1763260289.1187162,0.0002478957176208496,0.01590803638100624
259.6231927871704,135296,0.35650429129600525,0.0,0.00038938410580158234,,-0.005529440939426422,602.0,0.0001285170583287254,0.00021889401250518858,1566,,1763260289.5645237,-0.7447837591171265,0.0003417227417230606
262.8515901565552,137472,0.3541645109653473,0.0,0.00030688848346471786,,0.0035916417837142944,603.0,0.004962413106113672,0.00021758832735940814,1588,,1763260292.792921,-0.0356825590133667,0.0038388678804039955
263.0736572742462,137600,0.3107004165649414,0.0,9.945034980773926e-05,,0.006462752819061279,603.0,0.00027480922290124,0.00021751152235083282,1589,,1763260293.0149882,0.1548498272895813,-0.002757664769887924
264.3413562774658,138368,0.28075429797172546,0.0,0.00041224900633096695,,0.0006866380572319031,603.0,234.43771362304688,0.0002170506922993809,1597,,1763260294.2826872,0.00045180320739746094,0.004104140214622021
265.9525487422943,139392,0.4007587730884552,0.0,0.001116436906158924,,0.0031282752752304077,603.0,185.91412353515625,0.00021643625223077834,1607,,1763260295.8938797,0.0006003975868225098,-0.0067038768902421
266.33552408218384,139648,0.3492032289505005,0.017578125,0.0054941363632678986,,-0.019108951091766357,603.0,0.0002868533774744719,0.0002162826422136277,1609,,1763260296.276855,0.15686637163162231,-0.023487186059355736
266.5087938308716,139776,0.43899714946746826,0.0,0.0010118307545781136,,-0.008272051811218262,603.0,4.014692967757583e-05,0.00021620583720505238,1610,,1763260296.4501247,0.018095076084136963,0.0037250975146889687
266.76678371429443,139904,0.3513915538787842,0.0,0.0001910477876663208,,0.0013865381479263306,603.0,183.68844604492188,0.00021612903219647706,1612,,1763260296.7081146,-0.00029540061950683594,-0.0025088489055633545
268.9714813232422,141312,0.40409183502197266,0.0,0.00022058188915252686,,0.0025787577033042908,603.0,81.05029296875,0.00021528417710214853,1626,,1763260298.9128122,-4.8041343688964844e-05,-0.00046322867274284363
271.0769944190979,142592,0.3701481521129608,0.0,0.0006510484963655472,,0.0013961754739284515,603.0,0.0003520645259413868,0.00021451612701639533,1638,,1763260301.0183253,-0.0811455249786377,0.0036911144852638245
279.0894236564636,147712,0.3574696183204651,0.0,0.0008112248033285141,,0.0001225993037223816,605.0,0.00012169421825092286,0.00021144392667338252,1687,,1763260309.0307546,-0.04529130458831787,0.0010944008827209473
286.0720365047455,152304,,,,500.0,,,,,1732,500.0,1763260316.0133674,,
288.05064940452576,153600,0.3024033010005951,0.0,0.0001604584977030754,,-0.00600152462720871,606.0,0.00014389638090506196,0.00020791091083083302,1745,,1763260317.9919803,0.5678870677947998,0.0019190767779946327
289.1864261627197,154368,0.5202555656433105,0.0,0.0004061618819832802,,-0.004143698140978813,607.0,263.09423828125,0.0002074500807793811,1753,,1763260319.127757,0.0011511445045471191,0.0026111816987395287
289.3908507823944,154496,0.44468870759010315,0.0,4.9155205488204956e-05,,0.0012035444378852844,607.0,0.005790084134787321,0.00020737327577080578,1754,,1763260319.3321817,0.5782090425491333,0.0020949114114046097
290.9773907661438,155648,0.4740728735923767,0.0,0.0007430370897054672,,-0.010977431200444698,607.0,0.0003723695990629494,0.0002066820306936279,1765,,1763260320.9187217,-0.793663501739502,0.0017941836267709732
291.29993891716003,155904,0.47597983479499817,0.0,0.0004001110792160034,,-0.0013485252857208252,608.0,304.7037048339844,0.00020652842067647725,1768,,1763260321.2412698,0.0016918778419494629,0.003799302503466606
292.56153774261475,156804,,,,500.0,,,,,1777,500.0,1763260322.5028687,,
298.8545916080475,161024,0.40933141112327576,0.0,0.00014224369078874588,,-0.002359040081501007,610.0,0.004208108875900507,0.00020345622033346444,1818,,1763260328.7959225,-0.16837561130523682,-0.0012894636020064354
299.69328713417053,161536,0.5093184113502502,0.0,0.00037344731390476227,,-0.010950960218906403,610.0,0.003715948201715946,0.00020314900029916316,1823,,1763260329.634618,-0.9016631841659546,0.0011296365410089493
304.16082644462585,164480,0.4853929281234741,0.0,0.00020129792392253876,,-0.007900822907686234,610.0,0.004713797941803932,0.0002013824851019308,1851,,1763260334.1021574,-0.2823820114135742,-0.0017211604863405228
304.8051633834839,164992,0.43156957626342773,0.00390625,0.002240121364593506,,-0.04018101841211319,611.0,0.005357825662940741,0.00020107526506762952,1856,,1763260334.7464943,0.24976706504821777,0.007931619882583618
306.57314896583557,166144,0.45610690116882324,0.0,6.568804383277893e-05,,7.47479498386383e-05,611.0,143.04251098632812,0.00020038401999045163,1868,,1763260336.5144799,0.0011664628982543945,0.0013035070151090622
307.3393704891205,166656,0.49688535928726196,0.0,0.0033306702971458435,,-0.010020352900028229,611.0,0.0006332671036943793,0.00020007679995615035,1873,,1763260337.2807014,-1.6041765213012695,-0.01438338402658701
307.9428160190582,167040,0.45890364050865173,0.0,0.0016533080488443375,,-0.010938290506601334,611.0,0.007817201316356659,0.0001998463849304244,1877,,1763260337.884147,-0.9289764165878296,0.015093836933374405
