charts/episodic_return,_step,losses/approx_kl,losses/clipfrac,losses/explained_variance,_runtime,losses/value_loss,charts/learning_rate,losses/policy_loss,_timestamp,losses/entropy,charts/SPS,losses/old_approx_kl,global_step,charts/episodic_length
,1610,0.0007438473403453827,0.0,7.623434066772461e-05,291.35272550582886,91.7061996459961,0.00021159753669053316,0.002096116542816162,1763260321.4610896,0.3725059926509857,580.0,0.0066908616572618484,147456,
,1612,4.738941788673401e-05,0.0,0.0316157341003418,291.7265169620514,0.0002916892699431628,0.00021144392667338252,0.0015839263796806335,1763260321.834881,0.42809686064720154,581.0,-0.0011176485568284988,147712,
,1626,0.0013014432042837143,0.0,-0.12446022033691406,293.838654756546,0.0003450067597441375,0.000210599071579054,-0.004761500284075737,1763260323.9470189,0.3729565739631653,581.0,0.009671220555901527,149120,
500.0,1638,,,,295.572633266449,,,,1763260325.6809974,,,,150339,500.0
476.0,1687,,,,303.1041398048401,,,,1763260333.212504,,,,154894,476.0
,1732,0.00026697199791669846,0.0,-0.031095266342163086,310.0616955757141,0.0057470593601465225,0.0002043778804363683,-0.012424565851688385,1763260340.1700597,0.44374141097068787,585.0,0.0033299708738923073,159488,
500.0,1745,,,,312.10940766334534,,,,1763260342.2177718,,,,160839,500.0
,1753,0.0011115558445453644,0.0,0.014917373657226562,313.48867440223694,0.00030784413684159517,0.00020307219529058784,5.9135258197784424e-05,1763260343.5970385,0.4359665811061859,585.0,0.00789673812687397,161664,
,1754,7.16187059879303e-05,0.0,-0.009543895721435547,313.6770324707031,4.1737275751074776e-05,0.00020299539028201252,-0.0013477522879838943,1763260343.7853966,0.36406466364860535,585.0,0.0012672841548919678,161792,
500.0,1765,,,,315.36319732666016,,,,1763260345.4715614,,,,162839,500.0
,1768,9.590853005647659e-05,0.0,-0.10533285140991211,315.87061309814453,0.00037417359999381006,0.000202150535187684,-0.00016461871564388275,1763260345.9789772,0.43702518939971924,586.0,0.0003902493044734001,163200,
,1777,0.0006813062354922295,0.0,0.14441168308258057,317.116943359375,0.0001967436692211777,0.00020161290012765676,-0.009616751223802567,1763260347.2253075,0.4527994990348816,586.0,0.00476850476115942,164096,
,1818,0.0006866715848445892,0.001953125,-0.2308964729309082,323.7846186161041,0.0001726969494484365,0.0001990783348446712,0.009949540719389915,1763260353.8929827,0.44723278284072876,588.0,-0.0006956718862056732,168320,
,1823,0.0010198988020420074,0.001953125,-0.025861382484436035,324.6273362636566,0.00012670649448409677,0.0001987711148103699,-0.005128168500959873,1763260354.7357004,0.5219118595123291,588.0,-0.00021696649491786957,168832,
,1851,0.0010856334120035172,0.0,-0.7646764516830444,328.9918873310089,0.00011799243657151237,0.0001970814191736281,-0.0027797818183898926,1763260359.1002514,0.5102632641792297,588.0,-0.021907608956098557,171648,
,1856,0.007611092180013657,0.005859375,-0.23700463771820068,329.7712004184723,0.00026519884704612195,0.0001967741991393268,-0.031584274023771286,1763260359.8795645,0.45877498388290405,589.0,0.0054784128442406654,172160,
500.0,1868,,,,332.22295475006104,,,,1763260362.3313189,,,,173339,500.0
500.0,1873,,,,333.02508091926575,,,,1763260363.133445,,,,173839,500.0
,1877,0.0016042068600654602,0.0,-0.5483689308166504,333.76034688949585,0.00014130088675301522,0.00019546851399354637,0.009233787655830383,1763260363.868711,0.5211196541786194,588.0,0.0005440488457679749,174336,
,1886,0.002527783624827862,0.0,-0.6504452228546143,335.1163830757141,7.886512321420014e-05,0.00019493087893351912,-0.012872599065303802,1763260365.2247472,0.5536178350448608,588.0,0.023232080042362213,175232,
,1895,0.0030889268964529037,0.005859375,-0.41285669803619385,336.45399928092957,0.00010099105566041544,0.00019439324387349188,-0.001230824738740921,1763260366.5623634,0.506266176700592,589.0,-0.009086331352591515,176128,
,1903,6.81653618812561e-05,0.0,-9.28640365600586e-05,337.6534209251404,284.42657470703125,0.00019393241382203996,-0.001972198486328125,1763260367.761785,0.5298171639442444,589.0,0.0015920158475637436,176896,
,1906,0.00017273705452680588,0.0,-0.000590205192565918,338.24358463287354,0.00018490711227059364,0.000193701998796314,0.002984076738357544,1763260368.3519487,0.5078362226486206,589.0,0.00010486599057912827,177280,
,1918,0.0010889330878853798,0.0,-1.633167266845703e-05,339.9844551086426,295.7341003417969,0.00019301075371913612,0.0067605674266815186,1763260370.0928192,0.6049037575721741,589.0,0.015189990401268005,178432,
,1920,0.00027929432690143585,0.0,-0.07530653476715088,340.32391119003296,0.00026365459780208766,0.00019285714370198548,0.00043198466300964355,1763260370.4322753,0.5003558993339539,590.0,-0.007887007668614388,178688,
,1945,0.0020488612353801727,0.0,-0.0832897424697876,344.05144572257996,0.00021218127221800387,0.00019132104353047907,-0.013809636235237122,1763260374.1598098,0.5202422142028809,591.0,0.004371644929051399,181248,
,1959,0.0006394311785697937,0.0,-0.17871809005737305,346.1478340625763,0.0002458604867570102,0.00019047618843615055,-0.005550742149353027,1763260376.2561982,0.5032926797866821,591.0,0.0026533566415309906,182656,
,1973,0.000581459142267704,0.0,0.06595873832702637,348.2209243774414,0.004888440482318401,0.00018963133334182203,-0.005744155030697584,1763260378.3292885,0.49547022581100464,592.0,9.220745414495468e-05,184064,
500.0,1985,,,,350.01077675819397,,,,1763260380.1191409,,,,185339,500.0
,1991,0.00012113898992538452,0.0,1.3709068298339844e-05,351.05133295059204,310.5914611816406,0.00018855606322176754,-0.003784832078963518,1763260381.159697,0.540458083152771,592.0,-0.0015007611364126205,185856,
,2002,0.0026828814297914505,0.005859375,0.48907536268234253,352.87494921684265,0.00783330574631691,0.00018786481814458966,-0.018593870103359222,1763260382.9833133,0.5050730109214783,593.0,0.022746725007891655,187008,
,2007,0.000311531126499176,0.0,0.013508796691894531,353.6491894721985,0.004709999077022076,0.00018755759811028838,0.001266181468963623,1763260383.7575536,0.5561076402664185,593.0,0.004469107836484909,187520,
,2016,0.00015164725482463837,0.0,0.00021034479141235352,355.01040601730347,307.10528564453125,0.00018701996305026114,0.003324529156088829,1763260385.1187701,0.5264645218849182,593.0,0.0027991347014904022,188416,
,2019,0.006640343926846981,0.0234375,0.005919218063354492,355.54681372642517,0.0002018801897065714,0.00018678954802453518,-0.0003338232636451721,1763260385.6551778,0.4775775074958801,593.0,0.0013659168034791946,188800,
,2024,0.0024979067966341972,0.001953125,0.007691323757171631,356.2875883579254,0.0001869024708867073,0.0001864823279902339,-0.017681937664747238,1763260386.3959525,0.5254055857658386,593.0,0.0038324659690260887,189312,
,2027,0.0010918797925114632,0.0,0.14996850490570068,356.707528591156,0.005823521874845028,0.00018632871797308326,-0.003207143396139145,1763260386.8158927,0.540501058101654,593.0,-0.0067152464762330055,189568,
,2029,0.0014304006472229958,0.0,-0.4420778751373291,357.05086970329285,0.0001735192199703306,0.00018617510795593262,-0.005046918988227844,1763260387.1592338,0.5216091871261597,594.0,0.012256276793777943,189824,
,2034,0.00017194915562868118,0.0,0.16677939891815186,357.9121882915497,5.247594162938185e-05,0.00018586790247354656,0.00040618330240249634,1763260388.0205524,0.5497948527336121,594.0,-0.000992720015347004,190336,
,2045,0.0006923284381628036,0.0,2.562999725341797e-06,359.5390532016754,390.7872009277344,0.000185253462404944,0.007469739764928818,1763260389.6474173,0.5376282334327698,594.0,-0.0038333870470523834,191360,
,2051,8.713547140359879e-05,0.0,-0.3879997730255127,360.54168796539307,0.005365112796425819,0.0001848694373620674,0.0002028290182352066,1763260390.650052,0.5024555325508118,594.0,-0.0014957757666707039,192000,
,2052,0.00035766419023275375,0.0,0.28606826066970825,360.7410888671875,0.00017017287609633058,0.00018479263235349208,0.0014931755140423775,1763260390.849453,0.5546544194221497,594.0,-0.0007822001352906227,192128,
,2070,2.269074320793152e-05,0.0,0.0005394816398620605,363.46278715133667,41.492897033691406,0.0001837173622334376,-0.00061769038438797,1763260393.5711513,0.5301246643066406,595.0,0.00019024498760700226,193920,
,2076,0.00013498403131961823,0.0,-0.11932158470153809,364.3677942752838,0.004595056176185608,0.000183333337190561,-0.001130431890487671,1763260394.4761584,0.552143931388855,595.0,0.0027903001755476,194560,
500.0,2093,,,,366.8699245452881,,,,1763260396.9782887,,,,196339,500.0
,2094,0.0007598474621772766,0.0,0.00016951560974121094,367.0282986164093,297.93408203125,0.0001822580670705065,0.01347215473651886,1763260397.1366627,0.5268217325210571,595.0,0.01016956940293312,196352,
,2117,0.0017120996490120888,0.00390625,-0.2399446964263916,370.51456236839294,0.00021231232676655054,0.00018079877190757543,-0.005740240216255188,1763260400.6229265,0.478636771440506,597.0,0.015495972707867622,198784,
,2141,0.0012778416275978088,0.0,-0.042209506034851074,374.1431739330292,9.321603283751756e-05,0.00017933947674464434,0.005088509991765022,1763260404.251538,0.3961004912853241,597.0,-0.004772244021296501,201216,
,2146,0.0015156324952840805,0.001953125,0.06225919723510742,375.0271894931793,0.00012703743414022028,0.00017903225671034306,-0.02292000502347946,1763260405.1355536,0.47238826751708984,597.0,0.003445373848080635,201728,
500.0,2147,,,,375.08479475975037,,,,1763260405.1931589,,,,201839,500.0
,2148,0.00047613494098186493,0.0,-0.00011277198791503906,375.29281067848206,204.04830932617188,0.00017895545170176774,0.0038236044347286224,1763260405.4011748,0.4845831096172333,597.0,0.0006839632987976074,201856,
,2155,0.0014543645083904266,0.0,0.08174097537994385,376.56282901763916,6.247062265174463e-05,0.00017849462165031582,0.0044261254370212555,1763260406.6711931,0.4922196865081787,597.0,0.0005419906228780746,202624,
500.0,2172,,,,379.3642957210541,,,,1763260409.4726598,,,,204339,500.0
,2185,0.0001364443451166153,0.0,-0.02383291721343994,381.67421293258667,0.0002558919950388372,0.00017665130144450814,-0.0012366436421871185,1763260411.782577,0.5385017991065979,597.0,0.0024132877588272095,205696,
500.0,2192,,,,382.74828696250916,,,,1763260412.856651,,,,206339,500.0
,2198,0.0005654478445649147,0.0,-0.05726265907287598,383.6824004650116,0.005651282146573067,0.00017588325135875493,0.004327971488237381,1763260413.7907646,0.49281084537506104,597.0,-0.010737248696386814,206976,
,2199,0.0015414375811815262,0.001953125,-0.1851595640182495,383.8682770729065,0.00013025147200096399,0.0001758064463501796,-5.4877251386642456e-05,1763260413.9766412,0.49945181608200073,598.0,0.005005529150366783,207104,
500.0,2211,,,,385.66434144973755,,,,1763260415.7727056,,,,208339,500.0
,2214,0.000554199330508709,0.0078125,-0.1717284917831421,386.1965551376343,0.0001009560510283336,0.00017488478624727577,-0.0002778768539428711,1763260416.3049192,0.5163408517837524,598.0,0.013820421881973743,208640,
,2220,0.0002535507082939148,0.0,0.044409871101379395,387.17076539993286,0.00014185838517732918,0.00017450076120439917,1.9470229744911194e-05,1763260417.2791295,0.49945664405822754,598.0,-0.001448092982172966,209280,
,2223,0.0019809817895293236,0.0,0.05577528476715088,387.56932950019836,0.00739531172439456,0.00017434715118724853,0.006987724453210831,1763260417.6776936,0.48865050077438354,598.0,0.008465397171676159,209536,
,2225,0.0001393752172589302,0.0,-0.03890550136566162,387.93081998825073,4.9277856305707246e-05,0.0001741935411700979,0.002901889383792877,1763260418.039184,0.5818691253662109,598.0,0.000617646612226963,209792,
500.0,2226,,,,387.9826157093048,,,,1763260418.0909798,,,,209839,500.0
,2227,6.0694292187690735e-05,0.0,-0.00010025501251220703,388.1748299598694,47.738006591796875,0.0001741167507134378,-0.0010266751050949097,1763260418.283194,0.48337000608444214,598.0,0.0036160629242658615,209920,
500.0,2231,,,,388.7600347995758,,,,1763260418.868399,,,,210339,500.0
,2235,0.002216542139649391,0.00390625,-0.09155941009521484,389.45878434181213,0.0002107584587065503,0.00017357911565341055,-0.02097286656498909,1763260419.5671484,0.511883556842804,599.0,-0.0003823786973953247,210816,
500.0,2241,,,,390.3493824005127,,,,1763260420.4577465,,,,211339,500.0
218.0,2248,,,,391.42223143577576,,,,1763260421.5305955,,,,212057,218.0
61.0,2250,,,,391.6581494808197,,,,1763260421.7665136,,,,212118,61.0
,2253,0.011375033296644688,0.06640625,-5.6299333572387695,392.0666618347168,0.00785408541560173,0.0001726574555505067,-0.0049451664090156555,1763260422.175026,0.45778441429138184,598.0,0.014009129256010056,212352,
,2272,0.0010229218751192093,0.0,-0.00024497509002685547,395.1271550655365,169.2203369140625,0.0001715053804218769,-0.012081701308488846,1763260425.2355192,0.5481743812561035,599.0,-0.001955077052116394,214272,
,2280,0.00036572571843862534,0.0,-0.13367843627929688,396.5040555000305,8.450205496046692e-05,0.00017096774536184967,0.0025145485997200012,1763260426.6124196,0.5473852157592773,599.0,0.003240198828279972,215168,
500.0,2295,,,,398.8636519908905,,,,1763260428.972016,,,,216689,500.0
,2298,0.0024416018277406693,0.0,-0.5402822494506836,399.50316548347473,0.0002392660389887169,0.00016989247524179518,-0.006474621593952179,1763260429.6115296,0.5861566662788391,599.0,-0.01664673164486885,216960,
500.0,2310,,,,401.4679660797119,,,,1763260431.5763302,,,,218189,500.0
,2312,0.0006098151206970215,0.0,-0.674414873123169,401.8634784221649,0.004564833827316761,0.00016904762014746666,-0.007622931152582169,1763260431.9718425,0.5087530612945557,599.0,-0.000490821897983551,218368,
,2318,0.0010945489630103111,0.0,-0.8475035429000854,402.930424451828,0.0005407971912063658,0.00016866359510459006,0.0039018671959638596,1763260433.0387886,0.5103498697280884,599.0,0.0005844971165060997,219008,
,2322,0.00040434766560792923,0.0,-0.3665860891342163,403.5197150707245,0.0073088426142930984,0.0001684331800788641,-0.004067476838827133,1763260433.6280792,0.586275577545166,599.0,-0.004438706673681736,219392,
,2324,0.0016550179570913315,0.0,-0.38912320137023926,403.92218255996704,0.0001997110084630549,0.00016827957006171346,-0.007988762110471725,1763260434.0305467,0.5025328397750854,599.0,-0.003881031647324562,219648,
,2329,0.0009086970239877701,0.0,-1.0094316005706787,404.8210425376892,0.00021783265401609242,0.00016797235002741218,-0.017110899090766907,1763260434.9294066,0.4962252676486969,599.0,0.010913727805018425,220160,
,2339,0.0016170432791113853,0.0,-1.6710560321807861,406.4809536933899,0.00021562956681009382,0.00016735790995880961,-0.0008485019207000732,1763260436.5893178,0.49982139468193054,599.0,0.017471354454755783,221184,
,2343,0.001994284801185131,0.001953125,-1.1535744667053223,407.06383991241455,0.00014594619278796017,0.00016712749493308365,0.018302254378795624,1763260437.172204,0.5251672267913818,599.0,0.01233323011547327,221568,
,2348,0.004008817486464977,0.005859375,-0.9684736728668213,407.8200867176056,0.0005058058304712176,0.00016682027489878237,-0.024334996938705444,1763260437.9284508,0.38725745677948,599.0,0.006221679039299488,222080,
500.0,2354,,,,408.69134855270386,,,,1763260438.7997127,,,,222689,500.0
,2363,0.00014642253518104553,0.0,-0.7057583332061768,410.20543241500854,0.0002041286206804216,0.00016589861479587853,0.00027989596128463745,1763260440.3137965,0.48421743512153625,600.0,0.0029032230377197266,223616,
500.0,2389,,,,414.06583642959595,,,,1763260444.1742005,,,,226189,500.0
500.0,2394,,,,414.8281922340393,,,,1763260444.9365563,,,,226689,500.0
,2409,0.00046855490654706955,0.0,-0.0003631114959716797,417.0650794506073,290.1282043457031,0.000163133634487167,-0.00029071420431137085,1763260447.1734436,0.5297603607177734,601.0,0.0010149972513318062,228224,
,2426,0.005120818503201008,0.01171875,0.39577484130859375,419.67680835723877,0.0001859763142419979,0.00016205837891902775,-0.004577301442623138,1763260449.7851725,0.501887321472168,601.0,-0.0012791911140084267,230016,
,2430,7.549580186605453e-05,0.0,-0.04922151565551758,420.2140848636627,0.004277687519788742,0.00016182796389330178,-0.0011193305253982544,1763260450.322449,0.56779944896698,602.0,0.0032869605347514153,230400,
,2449,5.3095631301403046e-05,0.0,-1.7285656929016113,422.9672882556915,0.005767588969320059,0.00016067588876467198,-0.0007611215114593506,1763260453.0756524,0.5349084138870239,602.0,-0.0008674552664160728,232320,
,2465,0.0004519624635577202,0.0,-0.2783123254776001,425.2506275177002,0.00021861353889107704,0.00015967742365319282,-0.0064299702644348145,1763260455.3589916,0.5461142659187317,603.0,-0.0018657362088561058,233984,
,2491,0.0011180099099874496,0.0,-0.13284575939178467,428.95353865623474,0.00015928629727568477,0.0001580645184731111,-0.006589118391275406,1763260459.0619028,0.5122993588447571,604.0,-0.0037454552948474884,236672,
,2493,0.0003200732171535492,0.0,-6.091594696044922e-05,429.17308259010315,150.53536987304688,0.00015798771346453577,0.01088682934641838,1763260459.2814467,0.5127590298652649,604.0,0.0016591120511293411,236800,
500.0,2506,,,,431.00954365730286,,,,1763260461.1179078,,,,238189,500.0
,2514,0.0009467378258705139,0.0,-0.14184188842773438,432.27091813087463,0.00021202232164796442,0.00015668202831875533,0.005407847464084625,1763260462.3792822,0.5365369319915771,605.0,0.002113714814186096,238976,
,2515,0.0012721307575702667,0.0,0.030368268489837646,432.48237800598145,0.00015617714961990714,0.00015660522331018,-0.01717402972280979,1763260462.590742,0.5536593198776245,605.0,-0.009785814210772514,239104,
,2520,0.0011296989396214485,0.00390625,-0.2358253002166748,433.23941683769226,0.00013225864677224308,0.00015629800327587873,-0.004407599568367004,1763260463.347781,0.46004942059516907,605.0,0.0011272812262177467,239616,
,2533,0.0005813390016555786,0.0,-0.007928252220153809,435.1559479236603,0.005340124946087599,0.00015552995319012552,-0.01516011357307434,1763260465.264312,0.5944883823394775,605.0,0.003385651856660843,240896,
,2540,0.00023730378597974777,0.0,-0.24311363697052002,436.1973307132721,0.00019147574494127184,0.0001550691231386736,0.008549131453037262,1763260466.3056948,0.5517421960830688,606.0,-0.0030748089775443077,241664,
,2547,0.0001265229657292366,0.0,-2.3245811462402344e-05,437.13288021087646,175.16807556152344,0.000154685098095797,-0.004143964499235153,1763260467.2412443,0.6066723465919495,606.0,0.0003485800698399544,242304,
500.0,2570,,,,440.53646206855774,,,,1763260470.6448262,,,,244689,500.0
,2571,0.0002249404788017273,0.0,-0.00010311603546142578,440.72512340545654,205.97378540039062,0.00015322580293286592,0.0033627450466156006,1763260470.8334875,0.5927386283874512,607.0,0.0030580684542655945,244736,
,2576,0.0002506636083126068,0.0,-0.00012874603271484375,441.5616886615753,123.58377075195312,0.00015291858289856464,0.0031739361584186554,1763260471.6700528,0.609027087688446,607.0,0.003102121874690056,245248,
,2577,2.367701381444931e-05,0.0,-0.0418621301651001,441.74574971199036,0.004104351159185171,0.00015284177788998932,-0.002723678946495056,1763260471.8541138,0.48897022008895874,607.0,0.001499800942838192,245376,
,2608,0.0026515768840909004,0.00390625,0.11151206493377686,446.5967946052551,0.00015617265307810158,0.0001509216526756063,-0.008742425590753555,1763260476.7051587,0.5868302583694458,607.0,0.024787623435258865,248576,
,2610,0.0004123980179429054,0.0,-2.47955322265625e-05,446.8165762424469,170.64144897460938,0.000150844847667031,-0.001725655049085617,1763260476.9249403,0.5975663065910339,607.0,0.011372177861630917,248704,
,2630,0.0002587968483567238,0.0,-1.1324882507324219e-05,449.85896039009094,206.66354370117188,0.0001496159820817411,0.0010661857668310404,1763260479.9673245,0.5157184600830078,608.0,-0.004914027638733387,250752,
,2636,8.232984691858292e-05,0.0,-0.017188072204589844,450.76209831237793,0.0042311265133321285,0.0001492319570388645,-0.0009840354323387146,1763260480.8704624,0.574283242225647,608.0,-0.001468154601752758,251392,
,2646,0.0014404086396098137,0.001953125,-0.18395066261291504,452.17200231552124,0.00577043229714036,0.00014861751697026193,-0.012584546580910683,1763260482.2803664,0.5525640249252319,608.0,0.008473706431686878,252416,
,2647,0.0003902353346347809,0.0,-0.09426522254943848,452.3391523361206,0.00017594941891729832,0.0001485407119616866,0.004740722477436066,1763260482.4475164,0.5538349151611328,608.0,-0.003179868683218956,252544,
,2648,0.002677648328244686,0.001953125,-0.05800962448120117,452.4732699394226,0.00027708883862942457,0.0001484639069531113,-0.04388238862156868,1763260482.581634,0.5719844698905945,608.0,0.005910423584282398,252672,
500.0,2668,,,,455.2123649120331,,,,1763260485.320729,,,,254689,500.0
500.0,2673,,,,455.90948581695557,,,,1763260486.01785,,,,255189,500.0
500.0,2683,,,,457.2334716320038,,,,1763260487.3418357,,,,256189,500.0
,2687,0.00024301651865243912,0.0,0.06207156181335449,457.898494720459,0.00017870412557385862,0.00014608295168727636,-0.0003040991723537445,1763260488.0068588,0.6165381669998169,610.0,0.0014842851087450981,256640,
,2689,0.00011221226304769516,0.0,-8.106231689453125e-06,458.0610167980194,69.86072540283203,0.00014600614667870104,0.0007377453148365021,1763260488.169381,0.5630590319633484,610.0,-0.0008590640500187874,256768,
,2692,0.0011841487139463425,0.0,0.03867989778518677,458.5226368904114,0.00012882903683930635,0.00014577573165297508,0.0145028717815876,1763260488.631001,0.46917030215263367,610.0,0.0031595472246408463,257152,
500.0,2732,,,,463.6769988536835,,,,1763260493.785363,,,,261189,500.0
500.0,2752,,,,466.22870230674744,,,,1763260496.3370664,,,,263189,500.0
500.0,2757,,,,466.85594749450684,,,,1763260496.9643116,,,,263689,500.0
,2772,0.00039149727672338486,0.0,1.436471939086914e-05,468.7747871875763,272.6023864746094,0.0001409370161127299,-0.015836305916309357,1763260498.8831513,0.5414401888847351,615.0,0.005990923382341862,265216,
,2782,4.524271935224533e-05,0.0,-9.298324584960938e-06,470.1135060787201,180.2447509765625,0.00014032257604412735,-0.0003715120255947113,1763260500.2218702,0.5692718029022217,615.0,0.0021361755207180977,266240,
,2783,0.00025507621467113495,0.0,0.12796080112457275,470.27624702453613,0.004054603166878223,0.00014024577103555202,0.0004795938730239868,1763260500.3846111,0.6028783917427063,615.0,0.010441780090332031,266368,
,2793,8.189305663108826e-05,0.0,-0.002545952796936035,471.581906080246,0.004670587368309498,0.00013963133096694946,-9.18954610824585e-05,1763260501.6902702,0.5519839525222778,616.0,-0.0004929341375827789,267392,
413.0,2824,,,,475.5010652542114,,,,1763260505.6094294,,,,270562,413.0
,2843,0.0012101661413908005,0.0,-0.1363905668258667,477.74707651138306,0.0004065746907144785,0.00013671275519300252,-0.006174802780151367,1763260507.8554406,0.547387421131134,618.0,0.007215127348899841,272256,
,2857,7.634982466697693e-05,0.0,-0.3059505224227905,479.42391872406006,0.00029982373234815896,0.000135867900098674,-0.003268493339419365,1763260509.5322828,0.5273116827011108,619.0,-0.0012960880994796753,273664,
,2882,1.2646429240703583e-05,0.0,2.1278858184814453e-05,482.59665989875793,422.1331787109375,0.00013440860493574291,0.001317135989665985,1763260512.705024,0.5598418116569519,620.0,-0.0003456259146332741,276096,
,2890,0.00206021498888731,0.0,-0.07538366317749023,483.67458605766296,0.00022994096798356622,0.00013387096987571567,-0.026124902069568634,1763260513.7829502,0.5646316409111023,620.0,0.01941351778805256,276992,
,2911,0.0007497956976294518,0.0,-8.130073547363281e-05,486.2432498931885,120.56778717041016,0.00013264208973851055,0.0015184059739112854,1763260516.351614,0.5305013060569763,621.0,-0.003953278996050358,279040,
500.0,2935,,,,489.2536516189575,,,,1763260519.3620157,,,,281511,500.0
,2949,0.0003851521760225296,0.0,-0.15545272827148438,491.06660318374634,0.00011612870002863929,0.00013026113447267562,0.007017096504569054,1763260521.1749673,0.5972204208374023,624.0,-0.0035392530262470245,283008,
,2960,0.00036292802542448044,0.0,0.00018340349197387695,492.27513122558594,247.82513427734375,0.00012964669440407306,0.0017516985535621643,1763260522.3834953,0.530705451965332,624.0,-0.0015300074592232704,284032,
,2975,9.778514504432678e-05,0.0,-5.805492401123047e-05,494.1320514678955,400.0199890136719,0.00012872503430116922,-0.0005893483757972717,1763260524.2404156,0.5734883546829224,625.0,-0.003185005858540535,285568,
500.0,2989,,,,495.84708046913147,,,,1763260525.9554446,,,,287011,500.0
,2997,0.0003770356997847557,0.0,-0.08918130397796631,496.9807107448578,0.00018228667613584548,0.00012734254414681345,-0.00617324560880661,1763260527.0890749,0.5855830907821655,626.0,0.006289956159889698,287872,
,3011,4.466250538825989e-05,0.0,-0.04691791534423828,498.77828073501587,0.00018651274149306118,0.00012649768905248493,0.0003281906247138977,1763260528.8866448,0.5831184387207031,627.0,-0.0006827916949987411,289280,
,3051,0.0005085673183202744,0.0,0.018023908138275146,504.1555128097534,0.0002202615432906896,0.0001240399433299899,-0.0017049536108970642,1763260534.263877,0.5707213878631592,628.0,-0.007068749517202377,293376,
500.0,3053,,,,504.33812952041626,,,,1763260534.4464936,,,,293511,500.0
,3066,0.0003126859664916992,0.0,0.005195975303649902,506.131778717041,0.00017692361143417656,0.00012311828322708607,0.0006991401314735413,1763260536.2401428,0.6220075488090515,629.0,0.00283115915954113,294912,
,3070,0.0002701636403799057,0.0,-0.1606132984161377,506.63769340515137,0.00011664937483146787,0.0001228878682013601,-0.002834891900420189,1763260536.7460575,0.5672203898429871,629.0,0.0036939866840839386,295296,
,3083,9.749084711074829e-05,0.0,6.914138793945312e-05,508.3285541534424,241.85777282714844,0.0001221198181156069,0.0014679133892059326,1763260538.4369183,0.5798617005348206,629.0,0.002971785143017769,296576,
,3098,2.1315179765224457e-05,0.0,-0.00011551380157470703,510.19425988197327,624.7997436523438,0.00012127496302127838,-0.0034189373254776,1763260540.302624,0.5368593335151672,630.0,0.00015345122665166855,297984,
,3103,3.431364893913269e-05,0.0,0.014348864555358887,510.8811981678009,0.005533989518880844,0.0001209677429869771,-0.0023325402289628983,1763260540.9895623,0.5243080854415894,630.0,-0.0018833484500646591,298496,
,3127,6.790272891521454e-06,0.0,-0.12762141227722168,513.9465560913086,0.0036752030719071627,0.00011950844782404602,-0.001849643886089325,1763260544.0549202,0.5489646196365356,631.0,-0.00032460037618875504,300928,
,3129,0.0006313519552350044,0.0,-0.08124589920043945,514.2213251590729,0.0003388054028619081,0.00011935483780689538,8.897297084331512e-05,1763260544.3296893,0.5784425735473633,631.0,0.00022128876298666,301184,
,3141,0.00017218384891748428,0.0,-6.151199340820312e-05,515.6253688335419,237.06634521484375,0.00011866359272971749,0.0009739319793879986,1763260545.733733,0.4963085651397705,632.0,0.005802475847303867,302336,
,3143,0.00033054035156965256,0.0,-0.12592649459838867,515.9184226989746,0.00023964332649484277,0.00011850998271256685,-0.00014069443568587303,1763260546.0267868,0.5802180767059326,632.0,-5.6247226893901825e-05,302592,
,3146,4.340987652540207e-05,0.0,-7.271766662597656e-05,516.2227523326874,612.4598388671875,0.00011835637269541621,-0.0005617439746856689,1763260546.3311164,0.5772172212600708,632.0,0.0027098162099719048,302848,
,3161,5.213264375925064e-05,0.0,-4.5299530029296875e-06,517.8689651489258,52.23590850830078,0.00011743471259251237,-0.0021250881254673004,1763260547.9773293,0.6116819381713867,633.0,-0.0004149423912167549,304384,
500.0,3170,,,,518.8677158355713,,,,1763260548.97608,,,,305291,500.0
,3183,0.0007847864180803299,0.001953125,-0.07068896293640137,520.3788714408875,0.00029401955544017255,0.00011605222971411422,-0.0023386776447296143,1763260550.4872355,0.5183789730072021,635.0,0.0005090273916721344,306688,
,3188,0.00044733844697475433,0.0,-0.08690416812896729,520.9186036586761,0.00024302724341396242,0.00011574500967981294,-0.009118162095546722,1763260551.0269678,0.527267336845398,635.0,-0.003757566213607788,307200,
,3217,0.00032912660390138626,0.0,-0.07298493385314941,523.9954464435577,0.0002769675338640809,0.00011397849448258057,-0.0001832321286201477,1763260554.1038105,0.5709017515182495,637.0,-0.0031987493857741356,310144,
500.0,3224,,,,524.6538143157959,,,,1763260554.7621784,,,,310791,500.0
,3247,0.00021472573280334473,0.0,0.11053776741027832,527.1153728961945,0.0002240101166535169,0.00011213517427677289,0.0015451032668352127,1763260557.223737,0.5074617862701416,639.0,-0.006738040596246719,313216,
,3250,0.0003282027319073677,0.0,0.29802775382995605,527.3974840641022,0.003567896317690611,0.00011198156425962225,-0.0009939521551132202,1763260557.5058482,0.5097803473472595,639.0,-0.006220468319952488,313472,
,3252,0.0003370046615600586,0.0,-0.6150466203689575,527.6520915031433,0.00023197237169370055,0.0001118279542424716,-0.0015842271968722343,1763260557.7604556,0.5250603556632996,640.0,0.005957793444395065,313728,
