_step,_runtime,global_step,_timestamp,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss,charts/episodic_length,charts/episodic_return
0,36.857401609420776,0,1763260066.8990026,,,,,,,,,,,
7,37.76627588272095,128,1763260067.8078768,0.00020173750817775726,-0.0022573471069335938,-0.004162788391113281,0.0,-0.004114814102649689,0.6929702758789062,0.0003000000142492354,1001.0,32.399166107177734,,
33,39.22555422782898,715,1763260069.2671552,,,,,,,,,,31.0,31.0
41,39.63452863693237,879,1763260069.6761296,,,,,,,,,,26.0,26.0
47,40.070363998413086,1024,1763260070.111965,0.0022074421867728233,0.05380183458328247,0.0064131105318665504,0.001953125,-0.013140559196472168,0.6721471548080444,0.00029946237918920815,421.0,32.567928314208984,,
64,41.32609677314758,1549,1763260071.3676977,,,,,,,,,,30.0,30.0
74,42.188676595687866,1939,1763260072.2302775,,,,,,,,,,48.0,48.0
77,42.31886553764343,2007,1763260072.3604665,,,,,,,,,,11.0,11.0
88,43.14734077453613,2419,1763260073.1889417,,,,,,,,,,64.0,64.0
102,44.07641410827637,2970,1763260074.118015,,,,,,,,,,30.0,30.0
104,44.14533591270447,3070,1763260074.1869369,,,,,,,,,,52.0,52.0
133,46.45230007171631,4664,1763260076.493901,,,,,,,,,,154.0,154.0
147,47.987250328063965,5707,1763260078.0288513,,,,,,,,,,216.0,216.0
149,48.18228077888489,5777,1763260078.2238817,,,,,,,,,,70.0,70.0
150,48.35287570953369,5888,1763260078.3944767,0.00030648522078990936,0.1618250012397766,-0.0003448259085416794,0.0,-0.002003587782382965,0.5703222751617432,0.000296543788863346,549.0,32.94657897949219,,
155,48.87754464149475,6272,1763260078.9191456,0.0005042105913162231,0.043446481227874756,-0.004174411296844482,0.0,-0.0022995322942733765,0.6278311610221863,0.00029631337383762,558.0,37.67856216430664,,
157,49.06546354293823,6400,1763260079.1070645,0.007954221218824387,0.19944727420806885,0.04679247736930847,0.01953125,-0.048021964728832245,0.6058121919631958,0.0002962365688290447,560.0,33.416709899902344,,
172,50.50970935821533,7593,1763260080.5513103,,,,,,,,,,266.0,266.0
195,52.60675382614136,9562,1763260082.6483548,,,,,,,,,,222.0,222.0
203,53.4330108165741,10240,1763260083.4746118,0.00010431092232465744,0.13642090559005737,-0.0019475826993584633,0.0,0.005359727889299393,0.5779138207435608,0.0002939324185717851,648.0,24.79114532470703,,
213,54.220834493637085,10880,1763260084.2624354,0.0003773728385567665,0.4062633514404297,0.005386483855545521,0.0,-0.018833186477422714,0.5764678120613098,0.0002935483935289085,656.0,22.479299545288086,,
217,54.486669301986694,11154,1763260084.5282702,,,,,,,,,,143.0,143.0
228,55.28054642677307,11947,1763260085.3221474,,,,,,,,,,211.0,211.0
233,55.75007939338684,12444,1763260085.7916803,,,,,,,,,,497.0,497.0
251,57.23757457733154,13824,1763260087.2791755,6.927549839019775e-05,0.21062088012695312,-0.002285068854689598,0.0,0.0023196041584014893,0.5155413150787354,0.0002917818783316761,705.0,19.849443435668945,,
259,58.137863874435425,14592,1763260088.1794648,1.2544915080070496e-05,0.4766160249710083,-0.0017169658094644547,0.0,0.00016213953495025635,0.625871479511261,0.0002913210482802242,711.0,18.04011344909668,,
265,58.638429164886475,14986,1763260088.68003,,,,,,,,,,127.0,127.0
273,59.28796195983887,15549,1763260089.329563,,,,,,,,,,132.0,132.0
274,59.45327377319336,15616,1763260089.4948747,8.675083518028259e-05,0.6532687544822693,-0.0029655061662197113,0.0,0.0017660409212112427,0.5424575805664062,0.00029070660821162164,715.0,20.249553680419922,,
292,61.21465015411377,17024,1763260091.256251,0.00018370244652032852,0.05036097764968872,-0.0053184134885668755,0.0,0.003683658316731453,0.5862464308738708,0.0002898617531172931,722.0,19.713211059570312,,
321,65.00337171554565,19200,1763260095.0449727,0.00012311432510614395,0.7819043397903442,0.00247401837259531,0.0,-0.002630360424518585,0.5319350957870483,0.0002885560679715127,701.0,15.298344612121582,,
327,65.84398293495178,19590,1763260095.8855839,,,,,,,,,,190.0,190.0
330,66.35814070701599,19856,1763260096.3997416,,,,,,,,,,266.0,266.0
332,66.65660214424133,20031,1763260096.698203,,,,,,,,,,175.0,175.0
337,67.50086951255798,20367,1763260097.5424705,,,,,,,,,,114.0,114.0
340,68.00737929344177,20608,1763260098.0489802,0.0034389477223157883,0.4693911075592041,-0.004321884363889694,0.029296875,0.011188913136720657,0.49583926796913147,0.00028771121287718415,678.0,48.99175262451172,,
370,72.71314525604248,22910,1763260102.7547462,,,,,,,,,,290.0,290.0
375,73.51845002174377,23203,1763260103.560051,,,,,,,,,,133.0,133.0
396,77.26857924461365,24967,1763260107.3101802,,,,,,,,,,140.0,140.0
425,81.92522192001343,27136,1763260111.9668229,0.00033016595989465714,0.983482837677002,0.004066244699060917,0.0,-0.0024443715810775757,0.5192792415618896,0.0002837941574398428,612.0,3.910482406616211,,
441,84.4944212436676,28544,1763260114.5360222,0.0064255353063344955,0.9361041188240051,0.04175904393196106,0.0234375,0.028444599360227585,0.4529877007007599,0.0002829493023455143,609.0,5.986145973205566,,
450,85.76123452186584,29201,1763260115.8028355,,,,,,,,,,246.0,246.0
471,89.22154808044434,31104,1763260119.263149,1.0207295417785645e-06,0.8832178115844727,1.4154240489006042e-05,0.0,0.00026451051235198975,0.5192654132843018,0.0002814132021740079,602.0,3.785310983657837,,
481,90.5266044139862,31858,1763260120.5682054,,,,,,,,,,220.0,220.0
490,91.8980221748352,32512,1763260121.939623,5.671009421348572e-05,0.8720061779022217,0.001759357750415802,0.0,0.0013792570680379868,0.5658931732177734,0.00028056834707967937,599.0,3.5937154293060303,,
504,93.69241118431091,33495,1763260123.7340121,,,,,,,,,,182.0,182.0
