_step,_runtime,losses/old_approx_kl,losses/explained_variance,charts/episodic_return,charts/learning_rate,charts/episodic_length,global_step,losses/value_loss,charts/SPS,_timestamp,losses/clipfrac,losses/entropy,losses/policy_loss,losses/approx_kl
767,135.65889382362366,0.0006051305681467056,0.20215821266174316,,0.0002652841794770211,,57984,0.32785260677337646,591.0,1763260165.7413788,0.0,0.5950888395309448,0.01007741317152977,0.0015116333961486816
775,136.87867856025696,0.0012671500444412231,-0.2022254467010498,,0.0002648233494255692,,58752,0.25754958391189575,591.0,1763260166.9611635,0.0,0.5427719354629517,-0.005086086690425873,0.0003232862800359726
788,138.85130167007446,0.0017080055549740791,0.4359239935874939,,0.0002641321043483913,,59904,0.16614636778831482,591.0,1763260168.9337866,0.0,0.6437360644340515,0.0005060657858848572,9.237788617610931e-06
789,139.04142093658447,0.004708689637482166,-0.9435428380966187,,0.000264055299339816,,60032,0.14772452414035797,591.0,1763260169.123906,0.0,0.6054871678352356,0.005324698053300381,0.00030100997537374496
797,140.00055623054504,,,62.0,,62.0,60553,,,1763260170.0830412,,,,
806,141.26790142059326,0.0020783236250281334,-1.5508172512054443,,0.00026328724925406277,,61312,0.13247235119342804,591.0,1763260171.3503864,0.0,0.6092759370803833,-0.008105803281068802,0.0009784651920199394
815,142.7246880531311,-0.00274716317653656,0.4069192409515381,,0.00026274961419403553,,62208,0.15421652793884277,591.0,1763260172.807173,0.0,0.5828343033790588,-0.005913481116294861,7.479451596736908e-05
863,150.27152848243713,0.0006493711844086647,-0.15801608562469482,,0.0002599078288767487,,66944,0.010800362564623356,593.0,1763260180.3540134,0.0,0.5043649673461914,-0.000734095461666584,0.0008816076442599297
872,151.65812873840332,0.007978304289281368,-0.06493210792541504,,0.00025937019381672144,,67840,0.0010616054059937596,594.0,1763260181.7406137,0.0,0.5241369605064392,-0.017936311662197113,0.0014073820784687996
876,152.2696430683136,0.014239725656807423,-0.8418251276016235,,0.0002591397787909955,,68224,0.015657026320695877,594.0,1763260182.352128,0.013671875,0.5209317207336426,-0.011689804494380951,0.001999237574636936
916,158.70456862449646,-0.005890928208827972,0.08311241865158081,,0.00025668201851658523,,72320,0.00024705068790353835,596.0,1763260188.7870536,0.00390625,0.5018129348754883,0.0006316788494586945,0.001244978979229927
922,159.7745749950409,-0.004777482710778713,-0.047106266021728516,,0.00025629799347370863,,72960,0.00032934517366811633,596.0,1763260189.85706,0.0,0.5210577249526978,-0.0016302373260259628,0.000420556403696537
930,161.01014232635498,0.00564852450042963,-1.8670382499694824,,0.0002558371634222567,,73728,0.00498984893783927,597.0,1763260191.0926273,0.0,0.5018627047538757,0.0027865152806043625,0.0011963499709963799
938,162.27553343772888,0.008167389780282974,-0.00015413761138916016,,0.0002553763333708048,,74496,215.17576599121094,597.0,1763260192.3580184,0.0,0.5077490210533142,0.010343141853809357,0.0010553337633609772
941,162.8735601902008,-0.011466543190181255,0.41187524795532227,,0.0002551459183450788,,74880,0.00018413044745102525,597.0,1763260192.9560452,0.00390625,0.4698905646800995,-0.010216668248176575,0.004034257493913174
942,162.93111181259155,,,500.0,,500.0,74993,,,1763260193.0135968,,,,
948,163.90909051895142,-0.003075571730732918,-0.00020074844360351562,,0.0002547618933022022,,75520,218.67193603515625,597.0,1763260193.9915755,0.0,0.48659613728523254,0.0004135891795158386,5.1839277148246765e-05
974,168.31867909431458,-0.0012465817853808403,0.11205118894577026,,0.0002531489881221205,,78208,0.005583831109106541,598.0,1763260198.401164,0.0,0.5443238615989685,-0.003802388906478882,0.0004884293302893639
980,169.34327483177185,0.0011356761679053307,-0.042407989501953125,,0.0002527649630792439,,78848,0.000458638125564903,598.0,1763260199.4257598,0.0,0.49925151467323303,-0.000857379287481308,0.0005453554913401604
985,170.1766710281372,0.01544597465544939,-0.16936659812927246,,0.0002524577430449426,,79360,0.0004917195765301585,598.0,1763260200.259156,0.0,0.5770480036735535,-0.0035728737711906433,0.00134210754185915
995,171.89964723587036,-0.0044081369414925575,-0.4083223342895508,,0.0002518433320801705,,80384,5.605795013252646e-05,598.0,1763260201.9821322,0.0,0.4976082742214203,-0.0019210074096918106,0.00033787917345762253
997,172.1177225112915,0.0013572238385677338,2.8789043426513672e-05,,0.0002517665270715952,,80512,214.41656494140625,598.0,1763260202.2002075,0.0,0.5122383832931519,0.003623771481215954,0.0003019683063030243
1015,175.24754905700684,0.002774135209619999,0.3418642282485962,,0.0002506144519429654,,82432,0.00012124385830247775,598.0,1763260205.330034,0.009765625,0.5155373811721802,-0.009410183876752853,0.0025382665917277336
1020,176.10098481178284,0.02585035003721714,0.48975586891174316,,0.0002503072319086641,,82944,0.0002009897434618324,598.0,1763260206.1834698,0.001953125,0.46573406457901,-0.030170559883117676,0.0035476600751280785
1031,177.84525775909424,,,500.0,,500.0,83993,,,1763260207.9277427,,,,
1050,181.0631513595581,,,500.0,,500.0,85993,,,1763260211.1456363,,,,
1053,181.64911794662476,-0.004809452220797539,-0.11689162254333496,,0.0002483103016857058,,86272,0.0005608050269074738,598.0,1763260211.731603,0.0,0.49629056453704834,-0.004543036222457886,0.0015860870480537415
1058,182.47544360160828,0.01850288361310959,-0.7197846174240112,,0.0002480030816514045,,86784,0.0005182342720218003,598.0,1763260212.5579286,0.001953125,0.4613407254219055,-0.015508385375142097,0.0025437548756599426
1082,186.35969018936157,-0.008007972501218319,-0.3693242073059082,,0.0002465437864884734,,89216,0.007498365826904774,599.0,1763260216.4421751,0.0,0.3904072940349579,-0.01106690987944603,0.0025520911440253258
1083,186.53214931488037,0.0024403920397162437,-0.7475870847702026,,0.0002464669814798981,,89344,8.026721479836851e-05,599.0,1763260216.6146343,0.0,0.4289777874946594,0.0013593919575214386,0.00017425697296857834
1091,187.7722945213318,0.006058899685740471,-0.000225067138671875,,0.0002460061514284462,,90112,122.92304229736328,599.0,1763260217.8547795,0.0,0.41605517268180847,0.004816703498363495,0.0003984328359365463
1106,190.2078549861908,-0.014187643304467201,-0.21362125873565674,,0.00024508449132554233,,91648,0.009381383657455444,600.0,1763260220.29034,0.001953125,0.5236199498176575,0.014539860188961029,0.00473424419760704
1118,192.14070510864258,-0.0009675938636064529,-0.019806385040283203,,0.00024431644123978913,,92928,0.00019792441162280738,601.0,1763260222.22319,0.0,0.4327639639377594,0.0006106942892074585,0.0013350211083889008
1125,193.19167399406433,0.004184363409876823,0.00010222196578979492,,0.00024393241619691253,,93568,195.7037811279297,601.0,1763260223.274159,0.0,0.40781354904174805,0.010079246014356613,0.00040739215910434723
1133,194.54064917564392,0.007618156261742115,0.5039856433868408,,0.00024339478113688529,,94464,9.374792716698721e-05,601.0,1763260224.6231341,0.0,0.37014514207839966,-0.018297208473086357,0.001178978942334652
1145,196.37059092521667,-0.01650182344019413,-0.00022029876708984375,,0.0002427035360597074,,95616,211.0044403076172,602.0,1763260226.453076,0.0,0.48819634318351746,-0.0005819611251354218,0.002230016514658928
1164,199.33108973503113,-0.010451162233948708,0.0001577138900756836,,0.0002415514609310776,,97536,128.8213653564453,602.0,1763260229.4135747,0.0,0.5264641642570496,0.01743972674012184,0.00175568088889122
1165,199.51637029647827,-0.00010714679956436157,-0.09330809116363525,,0.00024147465592250228,,97664,0.008541272021830082,603.0,1763260229.5988553,0.0,0.5231910943984985,-0.0017056353390216827,0.0004239175468683243
1172,200.69864749908447,0.01640751026570797,0.026434481143951416,,0.00024101382587105036,,98432,0.00025424675550311804,603.0,1763260230.7811325,0.001953125,0.5079173445701599,-0.01043076440691948,0.003703661262989044
1181,202.09516882896423,-0.001795424148440361,-0.3625655174255371,,0.00024047619081102312,,99328,0.00036524233291856945,603.0,1763260232.1776538,0.0,0.48312830924987793,0.0012432634830474854,0.0001397058367729187
1186,202.9225115776062,-0.010327254422008991,-0.2554258108139038,,0.00024016897077672184,,99840,0.0006990706897340715,603.0,1763260233.0049965,0.0,0.5046679973602295,-0.00549277663230896,0.0012659775093197823
1197,204.7528464794159,-0.007258817553520203,-1.1196348667144775,,0.00023947772569954395,,100992,0.0001451362477382645,604.0,1763260234.8353314,0.017578125,0.523862898349762,-0.006034962832927704,0.007775664329528809
1213,207.2401351928711,0.0016069822013378143,-0.0003809928894042969,,0.0002385560655966401,,102528,212.9620819091797,604.0,1763260237.3226202,0.0,0.4970824420452118,-0.0006469413638114929,0.00011828914284706116
1215,207.6156668663025,-0.01262039877474308,-0.22658240795135498,,0.00023840245557948947,,102784,0.0003051006933674216,604.0,1763260237.6981518,0.0,0.46174269914627075,0.0018263868987560272,0.0006402246654033661
1226,209.3694396018982,0.0101154875010252,-0.1776977777481079,,0.0002377112105023116,,103936,0.00015127506048884243,604.0,1763260239.4519246,0.005859375,0.5107063055038452,-0.01599486917257309,0.00450177863240242
1230,210.00420808792114,0.00012598931789398193,0.015036702156066895,,0.00023748079547658563,,104320,0.00029851929866708815,604.0,1763260240.086693,0.0,0.4906211495399475,-0.005143195390701294,9.425170719623566e-05
1234,210.64457368850708,-0.004158512689173222,0.3429638147354126,,0.00023725038045085967,,104704,0.005887612234801054,604.0,1763260240.7270586,0.001953125,0.4796176850795746,-0.015391822904348373,0.003153187222778797
1245,212.45506691932678,0.0020510731264948845,-0.08466315269470215,,0.00023655913537368178,,105856,0.00027437732205726206,605.0,1763260242.5375519,0.0,0.5344657301902771,-0.00028570927679538727,4.23407182097435e-05
1254,213.91139674186707,0.008519596420228481,-0.29868948459625244,,0.00023602150031365454,,106752,0.0005664502386935055,605.0,1763260243.9938817,0.0,0.5721811652183533,-0.0022082198411226273,0.0012764157727360725
1271,216.67363286018372,,,500.0,,500.0,108493,,,1763260246.7561178,,,,
1299,221.3325216770172,0.008862818591296673,0.06281769275665283,,0.00023325653455685824,,111360,0.00037677004002034664,605.0,1763260251.4150066,0.001953125,0.479961097240448,-0.013927888125181198,0.0014486266300082207
1339,227.97037720680237,0.005570537410676479,0.43511301279067993,,0.000230798774282448,,115456,0.0003059724986087531,606.0,1763260258.0528622,0.00390625,0.3670501708984375,0.010423384606838226,0.0022072764113545418
1340,228.01261806488037,,,500.0,,500.0,115493,,,1763260258.095103,,,,
1349,229.67049288749695,0.00427950918674469,-0.46528828144073486,,0.00023018433421384543,,116480,0.00013222491543274373,606.0,1763260259.7529778,0.001953125,0.44687849283218384,-0.009629265405237675,0.0030430536717176437
1363,231.94742035865784,-0.0012200167402625084,-0.3986092805862427,,0.0002293394791195169,,117888,5.980539572192356e-05,606.0,1763260262.0299053,0.0,0.33440929651260376,-0.0023910142481327057,0.0001474311575293541
1365,232.18015384674072,-0.0007961131632328033,0.0004006028175354004,,0.0002292626741109416,,118016,70.02737426757812,606.0,1763260262.2626388,0.0,0.42064473032951355,-0.0012796064838767052,0.0001783277839422226
1370,232.97907209396362,0.003329913131892681,-0.00019049644470214844,,0.0002289554540766403,,118528,42.34983444213867,606.0,1763260263.061557,0.0,0.4535309970378876,-0.0029038898646831512,0.0002094646915793419
1380,234.5555064678192,-0.0012781079858541489,-0.00025916099548339844,,0.00022834101400803775,,119552,200.1978759765625,606.0,1763260264.6379914,0.0,0.4259353280067444,-0.009256020188331604,0.0003841295838356018
1381,234.74977922439575,-0.004257905296981335,-0.23975908756256104,,0.00022826420899946243,,119680,0.00676268246024847,606.0,1763260264.8322642,0.0,0.41700196266174316,-0.0012090280652046204,0.0008152993395924568
1388,235.90678668022156,0.003927324898540974,-0.2581472396850586,,0.0002278033789480105,,120448,0.00025757966795936227,607.0,1763260265.9892716,0.0,0.3787408471107483,-0.000863024964928627,0.0007346412166953087
1395,236.9099895954132,-0.008820703253149986,-2.47955322265625e-05,,0.0002274193539051339,,121088,363.2596130371094,607.0,1763260266.9924746,0.0,0.4341161251068115,0.007966320961713791,0.0015455707907676697
1399,237.4461088180542,,,500.0,,500.0,121493,,,1763260267.5285938,,,,
1405,238.3621072769165,0.005894571542739868,-0.0001533031463623047,,0.00022680491383653134,,122112,33.61417007446289,608.0,1763260268.4445922,0.0,0.46627381443977356,-0.0010502152144908905,0.0007470566779375076
1432,242.46960949897766,-0.01800534874200821,-0.16298449039459229,,0.0002251152036478743,,124928,0.00013846637739334255,609.0,1763260272.5520945,0.001953125,0.4925953447818756,-0.021128077059984207,0.0024433499202132225
1433,242.51520109176636,,,500.0,,500.0,124993,,,1763260272.597686,,,,
1455,245.88186740875244,0.0064009446650743484,0.09782969951629639,,0.00022373271349351853,,127232,0.007769450545310974,610.0,1763260275.9643524,0.0,0.544180154800415,-0.00036850571632385254,0.00132066011428833
1456,246.0578875541687,0.0012278668582439423,-0.1374974250793457,,0.0002236559084849432,,127360,0.0002789722930174321,610.0,1763260276.1403725,0.001953125,0.46605101227760315,-0.004885401576757431,0.0013633165508508682
1457,246.23877716064453,-0.004408384673297405,-0.28580212593078613,,0.0002235791034763679,,127488,0.00013232941273599863,610.0,1763260276.3212621,0.0,0.5556899309158325,-0.009450376965105534,0.0012434395030140877
1514,255.06773948669434,-0.00890266802161932,-0.12757718563079834,,0.0002201228926423937,,133248,0.0002864697598852217,612.0,1763260285.1502244,0.0078125,0.5780975222587585,-0.006708342581987381,0.0039034439250826836
1521,256.12362694740295,0.10640618950128555,-1.0094153881072998,,0.0002197388675995171,,133888,0.00033663035719655454,612.0,1763260286.206112,0.076171875,0.4540712237358093,-0.03974489867687225,0.02643614448606968
1525,256.71543550491333,-0.011974064633250237,-0.07717430591583252,,0.00021950845257379115,,134272,0.005131340119987726,612.0,1763260286.7979205,0.0,0.5277890563011169,-0.007348693907260895,0.0010107280686497688
1527,257.06206464767456,0.0025226641446352005,0.012030720710754395,,0.0002193548425566405,,134528,0.00014462569379247725,612.0,1763260287.1445496,0.001953125,0.5372891426086426,-0.003364458680152893,0.0013537909835577011
1529,257.296569108963,0.012747682631015778,-0.00016498565673828125,,0.00021927803754806519,,134656,197.98526000976562,612.0,1763260287.379054,0.0,0.5329833626747131,0.0031605809926986694,0.0003910716623067856
1534,258.08181071281433,0.008810240775346756,-3.0994415283203125e-06,,0.0002189708175137639,,135168,219.88388061523438,612.0,1763260288.1642957,0.0,0.502392053604126,0.010768994688987732,0.001874081790447235
1536,258.3803291320801,-0.01563291996717453,0.17592346668243408,,0.00021881720749661326,,135424,0.00033177933073602617,613.0,1763260288.462814,0.01953125,0.5624129176139832,-0.019986793398857117,0.006868436932563782
1543,259.2901384830475,,,500.0,,500.0,136110,,,1763260289.3726234,,,,
1545,259.58186054229736,-0.003810407593846321,-0.12614703178405762,,0.00021827957243658602,,136320,0.005408818833529949,613.0,1763260289.6643455,0.0,0.5717903971672058,-0.012210618704557419,0.001217089593410492
1546,259.7306752204895,-0.003324969671666622,0.457516074180603,,0.0002182027674280107,,136448,0.0006032036617398262,614.0,1763260289.8131602,0.0,0.459395170211792,8.55661928653717e-05,5.484092980623245e-05
1558,261.33059644699097,,,500.0,,500.0,137610,,,1763260291.4130814,,,,
1559,261.5172564983368,0.0005871467292308807,0.00014907121658325195,,0.0002174347173422575,,137728,92.56907653808594,614.0,1763260291.5997415,0.0,0.5518775582313538,0.003352127969264984,0.000599367544054985
1563,262.1267740726471,0.0062233563512563705,-6.461143493652344e-05,,0.00021720430231653154,,138112,159.47122192382812,615.0,1763260292.209259,0.0,0.4361439347267151,0.007353782653808594,0.0007530339062213898
1566,262.67631435394287,0.015006449073553085,0.01196908950805664,,0.00021697388729080558,,138496,0.000269399955868721,615.0,1763260292.7587993,0.00390625,0.46295443177223206,-0.03119407594203949,0.004792093299329281
1588,266.26361322402954,0.005745247006416321,-0.00024390220642089844,,0.00021566820214502513,,140672,400.37078857421875,615.0,1763260296.3460982,0.0,0.5498466491699219,0.0017130672931671143,7.248483598232269e-05
1589,266.45228719711304,-0.003625599667429924,-0.184578537940979,,0.00021559139713644981,,140800,0.0074999285861849785,615.0,1763260296.5347722,0.0,0.5242385268211365,-0.010998353362083435,0.001860354095697403
1597,267.6904103755951,,,500.0,,500.0,141610,,,1763260297.7728953,,,,
1607,269.3947720527649,,,500.0,,500.0,142610,,,1763260299.477257,,,,
1609,269.76751351356506,-0.003867870196700096,-0.560102105140686,,0.0002143625169992447,,142848,0.007298240903764963,615.0,1763260299.8499985,0.0,0.504177987575531,0.0025613997131586075,0.00013675354421138763
1610,269.94589924812317,0.0016599055379629135,-0.06809830665588379,,0.00021428571199066937,,142976,7.849296707718167e-06,615.0,1763260300.0283842,0.0,0.5126110315322876,0.00035933032631874084,0.0002512764185667038
1612,270.18967270851135,,,500.0,,500.0,143110,,,1763260300.2721577,,,,
1626,272.4238979816437,,,500.0,,500.0,144610,,,1763260302.506383,,,,
1638,274.3283188343048,-0.0033510932698845863,-0.17831432819366455,,0.00021259600180201232,,145792,0.005982571747153997,615.0,1763260304.4108038,0.0,0.5692164897918701,-0.0017569568008184433,0.0007003294304013252
1687,281.67870569229126,0.003521926701068878,-0.07586538791656494,,0.00020960062101949006,,150784,0.0045405058190226555,617.0,1763260311.7611907,0.0,0.5503817796707153,0.0009228400886058807,4.1367486119270325e-05
1732,288.56359815597534,0.018208852037787437,0.0006200671195983887,,0.00020691244571935385,,155264,239.32518005371094,618.0,1763260318.646083,0.001953125,0.5109508037567139,0.009932506829500198,0.0025180475786328316
1745,290.6244843006134,0.0016764448955655098,-0.011426806449890137,,0.00020614439563360065,,156544,0.0001936836342792958,618.0,1763260320.7069693,0.0,0.5466776490211487,-0.012358330190181732,0.0008583320304751396
1753,291.69654726982117,-0.00855138897895813,-0.16741549968719482,,0.00020568356558214873,,157312,0.00012943960609845817,619.0,1763260321.7790322,0.0,0.5020542740821838,0.009920254349708557,0.00047856569290161133
1754,291.87262988090515,0.0005588578060269356,-0.039260268211364746,,0.0002056067605735734,,157440,0.0003172789001837373,619.0,1763260321.9551148,0.0,0.5535105466842651,-0.00020503997802734375,0.00014247652143239975
1765,293.39029121398926,,,500.0,,500.0,158494,,,1763260323.4727762,,,,
1768,293.9075434207916,-0.0021956171840429306,-0.538985013961792,,0.0002047619054792449,,158848,0.00021563807968050241,619.0,1763260323.9900284,0.0078125,0.4653060734272003,0.01068544015288353,0.001081010326743126
