_step,_runtime,losses/old_approx_kl,losses/explained_variance,charts/episodic_return,charts/learning_rate,charts/episodic_length,global_step,losses/value_loss,charts/SPS,_timestamp,losses/clipfrac,losses/entropy,losses/policy_loss,losses/approx_kl
1777,295.1879711151123,0.004289392381906509,-0.045104384422302246,,0.00020422427041921765,,159744,0.005032391287386417,620.0,1763260325.270456,0.0,0.5121328234672546,-0.0017254352569580078,0.00028670020401477814
1818,301.61712646484375,-0.0029311468824744225,0.025695741176605225,,0.00020168970513623208,,163968,0.00017919170204550028,620.0,1763260331.6996114,0.0,0.5765513777732849,-0.0003963187336921692,0.0001776544377207756
1823,302.3688819408417,0.006863190792500973,-0.00986170768737793,,0.0002013824851019308,,164480,0.00011976317910011858,621.0,1763260332.451367,0.001953125,0.5471590757369995,-0.005143523216247559,0.0028065117076039314
1851,306.5284388065338,0.009579470381140709,-0.036882638931274414,,0.00019969277491327375,,167296,0.0001136805149144493,621.0,1763260336.6109238,0.0,0.5452743768692017,-0.014890086837112904,0.003075486049056053
1856,307.2640905380249,0.007596137002110481,-0.01930546760559082,,0.00019938555487897247,,167808,0.00019618346414063126,622.0,1763260337.3465755,0.013671875,0.6077678799629211,-0.007601030170917511,0.002886742353439331
1868,308.93168544769287,,,500.0,,500.0,168994,,,1763260339.0141704,,,,
1873,309.66166162490845,-0.0003742808476090431,-0.6069760322570801,,0.0001983870897674933,,169472,0.00018377772357780486,622.0,1763260339.7441466,0.0,0.5582539439201355,0.0012012030929327011,0.0011350708082318306
1877,310.229483127594,0.04445865377783775,-1.7026290893554688,,0.00019815668929368258,,169856,0.0004391344264149666,622.0,1763260340.311968,0.0078125,0.5396316051483154,-0.0038709715008735657,0.005194502882659435
1886,311.5491898059845,0.011062057688832283,-0.7600291967391968,,0.00019761905423365533,,170752,0.006435915362089872,623.0,1763260341.6316748,0.001953125,0.4713204503059387,-0.007625684142112732,0.002782754600048065
1895,312.99451541900635,0.0043330686166882515,0.0003428459167480469,,0.0001970814191736281,,171648,150.75633239746094,623.0,1763260343.0770004,0.0,0.5894366502761841,0.0008955709636211395,0.00048664119094610214
1903,314.38036274909973,0.002452414482831955,-0.08088374137878418,,0.00019654378411360085,,172544,0.00019966000400017947,623.0,1763260344.4628477,0.005859375,0.47139251232147217,0.003129109740257263,0.0033300910145044327
1906,314.8436529636383,0.0013428470119833946,-0.1121680736541748,,0.0001963901740964502,,172800,0.002546904841437936,623.0,1763260344.926138,0.0,0.5637815594673157,-0.0013739243149757385,0.00015163514763116837
1918,316.461802482605,,,500.0,,500.0,174055,,,1763260346.5442874,,,,
1920,316.78566122055054,-0.005051838234066963,0.05242013931274414,,0.0001955453190021217,,174208,0.0057346816174685955,623.0,1763260346.8681462,0.0,0.5288282632827759,-0.0047690048813819885,6.904825568199158e-05
1945,320.68476486206055,0.02425185590982437,-0.9184740781784058,,0.00019400921883061528,,176768,0.008241213858127594,624.0,1763260350.7672498,0.00390625,0.4782256782054901,-0.009465962648391724,0.0027086008340120316
1959,322.71511340141296,0.0008447198197245598,-4.2319297790527344e-05,,0.00019316436373628676,,178176,49.061546325683594,624.0,1763260352.7975984,0.0,0.45761603116989136,0.0005977489054203033,0.0014591673389077187
1973,324.8546485900879,0.00885154027491808,0.0005074739456176758,,0.00019231950864195824,,179584,85.05628967285156,625.0,1763260354.9371336,0.0,0.4368365406990051,-0.0014445632696151733,0.0018739784136414528
1985,326.6431691646576,-0.002999105490744114,-0.4849463701248169,,0.00019155145855620503,,180864,8.585824980400503e-05,625.0,1763260356.7256541,0.0,0.44038957357406616,0.000766335055232048,0.00012639816850423813
1991,327.55514550209045,-0.00956675224006176,-0.2260749340057373,,0.00019116743351332843,,181504,7.106219709385186e-05,625.0,1763260357.6376305,0.001953125,0.47238409519195557,0.004686206579208374,0.001778978854417801
2002,329.1177351474762,,,500.0,,500.0,182555,,,1763260359.20022,,,,
2007,329.9999108314514,,,500.0,,500.0,183055,,,1763260360.0823958,,,,
2016,331.9053256511688,,,500.0,,500.0,184055,,,1763260361.9878106,,,,
2019,332.37128353118896,-0.003309318795800209,-0.03817892074584961,,0.0001894777233246714,,184320,8.486458682455122e-05,625.0,1763260362.4537685,0.0,0.5650022625923157,0.00013513118028640747,0.0008076783269643784
2024,333.12647438049316,-0.0008916743099689484,-0.19414913654327393,,0.0001891705032903701,,184832,0.0002404562837909907,625.0,1763260363.2089593,0.0,0.46988147497177124,0.004956059157848358,0.00038800016045570374
2027,333.51507353782654,-0.00011567957699298859,-8.821487426757812e-05,,0.00018901689327321947,,185088,57.827552795410156,625.0,1763260363.5975585,0.0,0.575097382068634,-0.01758326217532158,0.0012046266347169876
2029,333.8562638759613,0.004908181726932526,0.3454122543334961,,0.00018886328325606883,,185344,0.00015199616609606892,625.0,1763260363.9387488,0.0,0.5150845050811768,-0.013019263744354248,0.0014916229993104935
2034,334.58164072036743,-0.014685079455375671,-0.18510651588439941,,0.00018855606322176754,,185856,0.00013574615877587348,625.0,1763260364.6641257,0.0,0.518121600151062,-0.007217481732368469,0.0009450474753975868
2045,336.2057955265045,-0.0006061242893338203,-0.07022643089294434,,0.00018786481814458966,,187008,0.00013048644177615643,626.0,1763260366.2882805,0.0,0.5217870473861694,-0.002786809578537941,0.000599185936152935
2051,336.9239180088043,,,500.0,,500.0,187555,,,1763260367.006403,,,,
2052,337.1070137023926,-0.0033246520906686783,-4.1484832763671875e-05,,0.00018748079310171306,,187648,178.3367156982422,626.0,1763260367.1894987,0.0,0.46131646633148193,-0.006015032529830933,0.0003871265798807144
2070,339.83094239234924,,,500.0,,500.0,189555,,,1763260369.9134274,,,,
2076,340.70711970329285,-0.000521359033882618,6.479024887084961e-05,,0.0001860215124906972,,190080,162.23011779785156,627.0,1763260370.7896047,0.0,0.5885924100875854,3.7235207855701447e-05,9.255390614271164e-05
2093,343.1363790035248,0.011454286985099316,-0.3485208749771118,,0.00018494624237064272,,191872,0.00019122539379168302,627.0,1763260373.218864,0.0,0.45803946256637573,-0.006803411990404129,0.00237999577075243
2094,343.31127429008484,0.0025307880714535713,0.18126386404037476,,0.0001848694373620674,,192000,3.6088073102291673e-05,627.0,1763260373.3937593,0.0,0.45272740721702576,-0.0014504827558994293,2.924446016550064e-05
2117,346.60793685913086,0.0021345727145671844,-1.2782583236694336,,0.00018348694720771164,,194304,0.003143780631944537,628.0,1763260376.6904218,0.0,0.5126516819000244,0.0009563937783241272,0.00010912306606769562
2141,350.0736289024353,,,500.0,,500.0,196711,,,1763260380.1561139,,,,
2146,350.89349389076233,0.0009703775867819786,0.02881491184234619,,0.0001817972370190546,,197120,261.5342712402344,629.0,1763260380.9759789,0.0,0.45528915524482727,0.002813965082168579,0.0005818000063300133
2147,351.0909471511841,-0.003830583766102791,0.38745689392089844,,0.00018172043201047927,,197248,0.006351705174893141,629.0,1763260381.173432,0.001953125,0.48686832189559937,-0.021938558667898178,0.002708492800593376
2148,351.2943878173828,-0.0017519164830446243,-0.5763678550720215,,0.00018164362700190395,,197376,0.007370464503765106,629.0,1763260381.3768728,0.0,0.4915103316307068,0.0026254095137119293,0.0008953642100095749
2155,352.3060438632965,-0.00705342274159193,0.00014972686767578125,,0.00018125960195902735,,198016,217.16552734375,629.0,1763260382.3885288,0.0,0.4899090826511383,0.0017537083476781845,0.00020355451852083206
2172,354.8709819316864,0.00589266512542963,0.11086690425872803,,0.00018018433183897287,,199808,0.000255961756920442,629.0,1763260384.953467,0.005859375,0.4527648687362671,-0.008436006493866444,0.002074240706861019
2185,356.6869201660156,0.0034370627254247665,0.30094361305236816,,0.00017941628175321966,,201088,0.004854587838053703,630.0,1763260386.7694051,0.0,0.5553869605064392,0.0019153924658894539,0.0008459147065877914
2192,357.88858103752136,0.0005715293809771538,-0.16632938385009766,,0.00017895545170176774,,201856,4.064171662321314e-05,630.0,1763260387.971066,0.001953125,0.5666356086730957,-0.0023975474759936333,0.0014497721567749977
2198,358.7215790748596,,,500.0,,500.0,202416,,,1763260388.804064,,,,
2199,358.9102575778961,-0.00024492479860782623,-5.078315734863281e-05,,0.00017857142665889114,,202496,108.06272888183594,630.0,1763260388.9927425,0.0,0.500853419303894,-0.011946722865104675,0.0005714111030101776
2211,360.87408208847046,-0.0029881196096539497,0.30307507514953613,,0.00017780337657313794,,203776,6.86653729644604e-05,630.0,1763260390.956567,0.0,0.49189263582229614,0.00045351311564445496,0.0005755918100476265
2214,361.30679726600647,-0.003729897551238537,-1.4781951904296875e-05,,0.0001776497665559873,,204032,165.9461669921875,630.0,1763260391.3892822,0.0,0.49529555439949036,-0.002213098108768463,8.551497012376785e-05
2220,362.4056730270386,-0.01494268886744976,-0.05246555805206299,,0.00017718893650453538,,204800,7.608514715684578e-05,630.0,1763260392.488158,0.0,0.5061385035514832,-0.010331109166145325,0.0008813049644231796
2223,362.79509949684143,0.012238604947924614,0.004323840141296387,,0.00017703532648738474,,205056,0.0036814582999795675,630.0,1763260392.8775845,0.0,0.5638985633850098,0.0035010352730751038,0.0007592085748910904
2225,363.1461248397827,0.006917519494891167,0.07034718990325928,,0.0001768817164702341,,205312,8.080552652245387e-05,630.0,1763260393.2286098,0.0,0.5162928104400635,2.7924776077270508e-05,0.00015711039304733276
2226,363.1991677284241,,,500.0,,500.0,205416,,,1763260393.2816527,,,,
2227,363.35655975341797,-0.007956013083457947,-0.00012612342834472656,,0.00017680491146165878,,205440,392.292236328125,630.0,1763260393.4390447,0.0,0.5223278403282166,-0.004182733595371246,0.0007125642150640488
2231,363.96181201934814,,,500.0,,500.0,205916,,,1763260394.044297,,,,
2235,364.6178605556488,0.0025627203285694122,0.03980773687362671,,0.00017626727640163153,,206336,0.00013183192641008645,630.0,1763260394.7003455,0.0,0.5311084985733032,-0.005028802901506424,0.00038347765803337097
2241,365.3999602794647,,,500.0,,500.0,206916,,,1763260395.4824452,,,,
2248,366.53112959861755,0.0013310229405760765,-0.07641112804412842,,0.00017549922631587833,,207616,0.0032550084870308638,631.0,1763260396.6136146,0.0,0.570900022983551,-0.0030321097001433372,0.00016238819807767868
2250,366.876225233078,-0.006716474890708923,-0.033284783363342285,,0.0001753456162987277,,207872,0.00014549001934938133,631.0,1763260396.9587102,0.0,0.5398847460746765,-0.00588303804397583,0.00016965344548225403
2253,367.2533371448517,0.004891824908554554,-0.029793381690979004,,0.00017519200628157705,,208128,0.0038839946500957012,631.0,1763260397.335822,0.0,0.5436528921127319,0.0021785665303468704,0.00016899313777685165
2272,369.9619343280792,0.002533632330596447,0.16769444942474365,,0.00017403994570486248,,210048,0.00508829765021801,631.0,1763260400.0444193,0.0,0.5226701498031616,-0.0006794165819883347,8.189771324396133e-05
2280,370.9934935569763,,,500.0,,500.0,210916,,,1763260401.0759785,,,,
2295,373.1072084903717,,,500.0,,500.0,212416,,,1763260403.1896935,,,,
2298,373.6258008480072,-0.021317090839147568,-0.7848777770996094,,0.00017242704052478075,,212736,0.00012539114686660469,633.0,1763260403.7082858,0.00390625,0.4622268080711365,-0.013434581458568573,0.003709559328854084
2310,375.5122435092926,,,500.0,,500.0,213916,,,1763260405.5947285,,,,
2312,375.8450517654419,0.010410799644887447,0.03724545240402222,,0.00017158218543045223,,214144,0.006094526499509811,633.0,1763260405.9275367,0.001953125,0.5376060009002686,-0.022113550454378128,0.0016342075541615486
2318,376.8332598209381,0.00290522538125515,-0.044507741928100586,,0.00017119816038757563,,214784,0.00022014524438418448,633.0,1763260406.9157448,0.0,0.4909142255783081,-0.002210840582847595,0.0001424010843038559
2322,377.45660185813904,0.0002571502700448036,-0.1532764434814453,,0.00017096774536184967,,215168,0.0022471570409834385,633.0,1763260407.5390868,0.0,0.45903345942497253,-0.021690554916858673,0.0008732182905077934
2324,377.7010040283203,,,500.0,,500.0,215416,,,1763260407.783489,,,,
2329,378.5450437068939,,,500.0,,500.0,215916,,,1763260408.6275287,,,,
2339,380.09845757484436,,,500.0,,500.0,216916,,,1763260410.1809425,,,,
2343,380.80694103240967,0.0062219128012657166,-0.1486527919769287,,0.00016966206021606922,,217344,0.00010910372657235712,633.0,1763260410.889426,0.0,0.483548104763031,-0.00050324946641922,0.00016486085951328278
2348,381.6502695083618,-0.0029883990064263344,-0.2366313934326172,,0.00016935484018176794,,217856,9.141409827861935e-05,633.0,1763260411.7327545,0.00390625,0.4566494822502136,-0.01137128472328186,0.0012052124366164207
2354,382.4512176513672,,,500.0,,500.0,218416,,,1763260412.5337026,,,,
2363,383.93280577659607,-0.001906231977045536,0.10875779390335083,,0.0001684331800788641,,219392,0.00012003874144284055,633.0,1763260414.0152907,0.0,0.4828168749809265,-0.004175927489995956,0.0009553404524922371
2389,387.8780462741852,0.0043622953817248344,0.009412646293640137,,0.00016682027489878237,,222080,0.0041754115372896194,633.0,1763260417.9605312,0.0,0.5090165734291077,-0.002772051841020584,0.00029607396572828293
2394,388.6936264038086,0.010179417207837105,-0.002038240432739258,,0.0001665130548644811,,222592,0.004801496863365173,633.0,1763260418.7761114,0.0,0.4829098880290985,-0.009533710777759552,0.0008930014446377754
2409,391.08739376068115,0.0070376284420490265,-0.10727012157440186,,0.00016559139476157725,,224128,0.004872899502515793,633.0,1763260421.1698787,0.0,0.4123256206512451,-0.001844353973865509,0.0006780568510293961
2426,393.6286826133728,,,500.0,,500.0,225916,,,1763260423.7111676,,,,
2430,394.39258313179016,-0.009073959663510323,0.07609772682189941,,0.0001642857096157968,,226304,0.0001862183416960761,634.0,1763260424.475068,0.00390625,0.4214118719100952,-0.006849875673651695,0.0019137375056743622
2449,397.32052278518677,-0.0002604536712169647,-0.04306042194366455,,0.000163133634487167,,228224,4.9702524847816676e-05,634.0,1763260427.4030077,0.0,0.559239387512207,0.0005862638354301453,6.97653740644455e-05
2465,399.98073863983154,0.00020247511565685272,-0.21081125736236572,,0.00016213516937568784,,229888,0.0001519580400781706,634.0,1763260430.0632236,0.0,0.4944339990615845,-0.0068498216569423676,0.0003148391842842102
2491,404.06234431266785,0.002437193877995014,0.00025516748428344727,,0.00016059908375609666,,232448,133.09083557128906,634.0,1763260434.1448293,0.0,0.5171030163764954,-0.0016814768314361572,0.0002682553604245186
2493,404.4610741138458,0.014957472681999207,-0.1761617660522461,,0.00016044547373894602,,232704,0.00011117351823486388,634.0,1763260434.543559,0.0,0.5688422322273254,0.01282789558172226,0.0024100951850414276
2506,406.55134749412537,0.0006667859852313995,4.112720489501953e-06,,0.00015967742365319282,,233984,180.1731719970703,634.0,1763260436.6338325,0.0,0.523149847984314,-0.0008195675909519196,7.405877113342285e-06
2514,407.79368019104004,-0.0017221542075276375,-0.06925559043884277,,0.00015913978859316558,,234880,0.00013043520448263735,634.0,1763260437.8761652,0.0,0.5300754308700562,-0.008923433721065521,0.0014087846502661705
2515,407.8332197666168,,,500.0,,500.0,234916,,,1763260437.9157047,,,,
2520,408.6434507369995,,,500.0,,500.0,235416,,,1763260438.7259357,,,,
2533,410.7947597503662,,,500.0,,500.0,236916,,,1763260440.8772447,,,,
2540,411.9465537071228,-0.006437629461288452,-0.10776627063751221,,0.00015752688341308385,,237568,0.0036921969149261713,634.0,1763260442.0290387,0.0,0.4607168436050415,0.004781933501362801,0.00024692900478839874
2547,413.08401441574097,-0.026921715587377548,-0.10765302181243896,,0.00015706605336163193,,238336,9.80254408204928e-05,634.0,1763260443.1664994,0.001953125,0.5642461776733398,-0.01462095882743597,0.004200484603643417
2570,416.4816279411316,-0.003568078391253948,-0.015453100204467773,,0.00015568356320727617,,240640,0.00487925298511982,635.0,1763260446.564113,0.0,0.5302126407623291,-0.003888837993144989,0.0006432598456740379
2571,416.6313910484314,0.006451811641454697,-0.0874018669128418,,0.00015560675819870085,,240768,0.00011683526827255264,635.0,1763260446.713876,0.001953125,0.5233429670333862,0.005373477935791016,0.0005122721195220947
2576,417.3276114463806,0.0030629215762019157,0.1478196382522583,,0.00015529953816439956,,241280,3.7943696952424943e-05,635.0,1763260447.4100964,0.0,0.49825412034988403,-0.0016582440584897995,5.356688052415848e-05
2577,417.50539088249207,0.0016116611659526825,-0.1438659429550171,,0.00015522273315582424,,241408,0.00013028069224674255,635.0,1763260447.5878758,0.001953125,0.47042906284332275,-0.0011149030178785324,0.0009146090596914291
2608,421.83058619499207,-0.0008450932800769806,9.006261825561523e-05,,0.00015337941295001656,,244480,97.22844696044922,636.0,1763260451.9130712,0.0,0.568339467048645,0.0002706218510866165,0.0008716583251953125
2610,422.13649249076843,-0.005018111318349838,-0.08446764945983887,,0.00015322580293286592,,244736,0.00013283798762131482,636.0,1763260452.2189775,0.0,0.48876655101776123,-0.002720791846513748,0.0006604902446269989
2630,425.00680446624756,-0.0034684427082538605,0.0034775137901306152,,0.0001519969227956608,,246784,0.0001334719272563234,636.0,1763260455.0892894,0.0,0.5472591519355774,-0.008506497368216515,0.00108310766518116
2636,425.73538637161255,,,500.0,,500.0,247416,,,1763260455.8178713,,,,
2646,427.14838218688965,,,500.0,,500.0,248416,,,1763260457.2308671,,,,
2647,427.3270695209503,-0.0020292047411203384,-2.6226043701171875e-06,,0.00015099845768418163,,248448,230.02120971679688,637.0,1763260457.4095545,0.0,0.5385081768035889,-0.005881771445274353,0.00020279362797737122
2648,427.49870896339417,6.091222167015076e-05,-0.23264062404632568,,0.0001509216526756063,,248576,0.004342172760516405,637.0,1763260457.581194,0.0,0.49230703711509705,0.003854721784591675,0.00019406713545322418
2668,430.36190271377563,-0.004034656099975109,-0.03633606433868408,,0.00014969278709031641,,250624,0.004157006740570068,638.0,1763260460.4443877,0.001953125,0.5546402931213379,-0.012028850615024567,0.0015635965391993523
2673,431.0925738811493,0.005005938932299614,-0.05679666996002197,,0.00014938556705601513,,251136,0.0042646946385502815,638.0,1763260461.1750588,0.0,0.5458994507789612,-0.01074028667062521,0.0004438702017068863
2683,432.59556579589844,-0.0019380692392587662,-0.08782219886779785,,0.00014877112698741257,,252160,0.004268912598490715,638.0,1763260462.6780508,0.0,0.5501458048820496,-0.013204342685639858,0.0009218994528055191
2687,433.32149386405945,-0.00612387340515852,0.015040278434753418,,0.0001484639069531113,,252672,5.033968773204833e-05,638.0,1763260463.4039788,0.0,0.48909518122673035,0.003290921449661255,0.00021046306937932968
2689,433.5408945083618,,,500.0,,500.0,252916,,,1763260463.6233795,,,,
2692,434.05792355537415,0.001165442168712616,0.05121523141860962,,0.00014815668691881,,253184,6.480896263383329e-05,638.0,1763260464.1404085,0.0,0.5094090104103088,0.0018052980303764343,0.00031641311943531036
2732,440.03514790534973,-0.004562380723655224,-0.04032254219055176,,0.00014569892664439976,,257280,0.00017932923219632357,639.0,1763260470.1176329,0.0,0.5957826375961304,-0.0032366234809160233,0.00022832583636045456
2752,442.908087015152,8.054636418819427e-05,0.0003796219825744629,,0.00014454685151576996,,259200,306.6276550292969,639.0,1763260472.990572,0.0,0.519241213798523,-0.002148941159248352,0.00027713552117347717
2757,443.68737602233887,0.0017084060236811638,-1.1324882507324219e-05,,0.00014423963148146868,,259712,54.76661682128906,639.0,1763260473.769861,0.0,0.5551255941390991,0.0009432286024093628,8.19200649857521e-05
2772,445.9122405052185,0.011653294786810875,-0.0003610849380493164,,0.00014331797137856483,,261248,348.145263671875,639.0,1763260475.9947255,0.001953125,0.4400100111961365,0.0016227476298809052,0.0006025340408086777
2782,447.38784623146057,-0.0009250612929463387,-0.10316741466522217,,0.00014270353130996227,,262272,0.003989779390394688,639.0,1763260477.4703312,0.0,0.49728578329086304,0.0008977726101875305,7.144268602132797e-05
2783,447.55224657058716,-0.0037091709673404694,-0.009795427322387695,,0.00014262672630138695,,262400,9.654321183916181e-05,640.0,1763260477.6347315,0.0,0.5432955622673035,-0.004143703728914261,0.00034202635288238525
2793,449.0154812335968,0.0028927763924002647,-0.02031683921813965,,0.0001420122862327844,,263424,5.154997779754922e-05,640.0,1763260479.0979662,0.0,0.560267448425293,-0.002020683139562607,0.00021775346249341965
2824,453.4932789802551,-0.002539442852139473,0.1074555516242981,,0.00014009216101840138,,266624,0.0001799158053472638,641.0,1763260483.575764,0.0,0.4901133179664612,-0.005834158509969711,0.0004438050091266632
2843,456.2063970565796,-0.0023028189316391945,-0.02680230140686035,,0.00013894008588977158,,268544,0.00011126823665108532,641.0,1763260486.288882,0.0,0.5146096348762512,-0.00888150930404663,0.0003108913078904152
2857,458.1000397205353,-0.008911040611565113,-0.02301490306854248,,0.00013809524534735829,,269952,0.000121842953376472,641.0,1763260488.1825247,0.00390625,0.5687541961669922,-0.008223678916692734,0.002577659673988819
2882,461.3689525127411,-0.000394405797123909,-0.033116817474365234,,0.00013655914517585188,,272512,4.542733222479001e-05,643.0,1763260491.4514375,0.0,0.5445560216903687,-0.005201103165745735,0.0001986417919397354
2890,462.3288061618805,-0.00016433745622634888,0.079659104347229,,0.00013609831512439996,,273280,0.0038388243410736322,643.0,1763260492.4112911,0.0,0.5649063587188721,-0.008120827376842499,0.0004958752542734146
2911,465.03104424476624,-0.00018385984003543854,0.025201618671417236,,0.00013479262997861952,,275456,0.00015283026732504368,644.0,1763260495.1135292,0.0,0.6009358167648315,-0.0014420971274375916,8.17570835351944e-05
2935,468.1100356578827,0.0018388070166110992,-0.11179375648498535,,0.00013333333481568843,,277888,0.0014287641970440745,645.0,1763260498.1925206,0.0,0.595440685749054,-0.0025384724140167236,5.796179175376892e-05
2949,469.9365372657776,-0.0013271970674395561,-0.09249448776245117,,0.0001324884797213599,,279296,0.00335107184946537,645.0,1763260500.0190222,0.0,0.6054388880729675,-0.003963354974985123,0.00014180224388837814
2960,471.35990619659424,-0.0008270647376775742,-0.0390547513961792,,0.00013179723464418203,,280448,6.256478081922978e-05,646.0,1763260501.4423912,0.0,0.5520187616348267,0.00336620956659317,9.018927812576294e-05
2975,473.2940514087677,-0.006154628470540047,-0.05409836769104004,,0.00013087557454127818,,281984,1.598701419425197e-05,647.0,1763260503.3765364,0.0,0.6057736277580261,-0.01415659487247467,0.0007857885211706161
2989,475.10693883895874,0.002839251421391964,-0.08150112628936768,,0.00013003071944694966,,283392,0.00341295194812119,647.0,1763260505.1894238,0.0,0.5749050378799438,0.0007147043943405151,0.00029144342988729477
2997,476.1160409450531,0.0008547883480787277,-0.0005888938903808594,,0.00012956988939549774,,284160,303.2712097167969,647.0,1763260506.198526,0.0,0.553765058517456,-0.001266390085220337,0.00014289654791355133
3011,477.96461606025696,,,500.0,,500.0,285656,,,1763260508.047101,,,,
3051,483.29337763786316,0.0004123551771044731,1.1026859283447266e-05,,0.00012626727402675897,,289664,74.98744201660156,649.0,1763260513.3758626,0.0,0.5913963317871094,0.0011802725493907928,0.00015904288738965988
3053,483.61620116233826,-0.011806630529463291,-0.08192682266235352,,0.00012611366400960833,,289920,0.00010795146226882935,649.0,1763260513.6986861,0.0,0.6065895557403564,-0.007460951805114746,0.0005920054391026497
3066,485.26340532302856,0.002905643545091152,0.000133514404296875,,0.00012534562847577035,,291200,186.48483276367188,650.0,1763260515.3458903,0.0,0.6130627393722534,-0.00018775835633277893,3.4800730645656586e-05
3070,485.7947244644165,,,500.0,,500.0,291656,,,1763260515.8772094,,,,
3083,487.5179102420807,-0.001507834531366825,-0.406528115272522,,0.00012427035835571587,,292992,0.00017825143004301935,651.0,1763260517.6003952,0.0,0.5577062964439392,0.0003315731883049011,0.0002448735758662224
3098,489.5365388393402,-0.002661297097802162,-0.02314889430999756,,0.00012334869825281203,,294528,9.678549395175651e-05,651.0,1763260519.6190238,0.0,0.5332993865013123,-0.003624439239501953,0.00011431239545345306
3103,490.2387590408325,,,500.0,,500.0,295156,,,1763260520.321244,,,,
3127,493.52210879325867,0.00016987230628728867,0.034705162048339844,,0.00012150537804700434,,297600,0.0001441266358597204,652.0,1763260523.6045938,0.0,0.5232349634170532,0.006568148732185364,0.00013055559247732162
3129,493.7163362503052,0.0023943334817886353,0.00018852949142456055,,0.00012142857303842902,,297728,182.9052734375,652.0,1763260523.7988212,0.0,0.5381724238395691,-0.004604656249284744,0.00016715563833713531
3141,495.40947365760803,0.00021634437143802643,-0.11918115615844727,,0.00012066052295267582,,299008,0.0001274006353924051,653.0,1763260525.4919586,0.0,0.5459986329078674,-0.007346350699663162,0.00016047991812229156
3143,495.587970495224,,,500.0,,500.0,299156,,,1763260525.6704555,,,,
3146,496.04379391670227,-0.00015043839812278748,-0.9882117509841919,,0.00012035330291837454,,299520,9.173717262456194e-05,653.0,1763260526.1262789,0.0,0.5299113392829895,0.0006639342755079269,5.007907748222351e-05
3161,498.1044342517853,-0.0035722516477108,-0.011743426322937012,,0.0001194316428154707,,301056,0.00012294622138142586,653.0,1763260528.1869192,0.0,0.5535318851470947,0.0003919880837202072,9.307451546192169e-05
3170,499.1070945262909,,,500.0,,500.0,301843,,,1763260529.1895795,,,,
3183,500.85401725769043,0.00946008786559105,-0.04298877716064453,,0.00011812595766969025,,303232,0.00019211266771890223,654.0,1763260530.9365022,0.0,0.5664772987365723,0.0007157884538173676,0.00024220533668994904
3188,501.48888778686523,-0.002184593118727207,0.07953149080276489,,0.00011781873763538897,,303744,0.0002698208554647863,654.0,1763260531.5713727,0.0,0.5173627138137817,0.000661652535200119,0.0007074913010001183
3217,505.1106798648834,-0.0032616443932056427,-0.030888080596923828,,0.00011605222971411422,,306688,0.0001186682638945058,655.0,1763260535.1931648,0.0,0.5713242888450623,-0.0059049539268016815,0.00018215365707874298
3224,505.9549686908722,,,500.0,,500.0,307343,,,1763260536.0374537,,,,
3247,509.0075957775116,-0.0023545585572719574,-0.0854264497756958,,0.00011420890950830653,,309760,0.00017586864123586565,657.0,1763260539.0900807,0.0,0.5744655132293701,0.0005881115794181824,4.1078776121139526e-05
3250,509.3528354167938,-0.001629711128771305,0.043976664543151855,,0.00011405529949115589,,310016,0.0035004327073693275,657.0,1763260539.4353204,0.0,0.5743135213851929,0.0008677095174789429,7.546786218881607e-05
3252,509.53158354759216,-0.0020646126940846443,0.00018364191055297852,,0.00011397849448258057,,310144,152.6658477783203,657.0,1763260539.6140685,0.0,0.5267682075500488,0.005997221916913986,0.0001153433695435524
3255,509.9624409675598,0.008731408044695854,0.05711472034454346,,0.00011374807945685461,,310528,0.00018464169988874346,657.0,1763260540.044926,0.0,0.5535855889320374,0.0018848218023777008,0.0007049459964036942
3259,510.46156787872314,-0.00037722010165452957,-0.05289959907531738,,0.00011351766443112865,,310912,0.00021902041044086218,657.0,1763260540.5440528,0.0,0.6100931167602539,-0.002065129578113556,0.000159543938934803
3272,512.0653722286224,-0.0024558231234550476,3.218650817871094e-05,,0.00011274961434537545,,312192,157.80068969726562,657.0,1763260542.1478572,0.0,0.5646129846572876,-0.00013405084609985352,2.4477019906044006e-05
3275,512.4181756973267,,,500.0,,500.0,312572,,,1763260542.5006607,,,,
3276,512.544075012207,0.002932960167527199,-3.349781036376953e-05,,0.00011251919931964949,,312576,188.721923828125,658.0,1763260542.62656,0.0,0.5373560786247253,-0.00278317928314209,0.000276956707239151
3296,515.007232427597,0.0015176991000771523,-7.843971252441406e-05,,0.00011129031918244436,,314624,155.33905029296875,658.0,1763260545.0897174,0.0,0.5371310114860535,-0.003438316285610199,0.00018773507326841354
3299,515.4481871128082,0.0012369109317660332,-0.5789816379547119,,0.00011105991143267602,,315008,0.00015486388292629272,659.0,1763260545.530672,0.0,0.538439154624939,0.0015061181038618088,3.262516111135483e-05
3338,519.9014332294464,-0.0030843745917081833,-0.22794592380523682,,0.00010867895616684109,,318976,0.00022659316891804338,661.0,1763260549.9839182,0.0,0.5279409885406494,-0.00506262481212616,0.0002726558595895767
3351,521.2214276790619,,,62.0,,62.0,320134,,,1763260551.3039126,,,,
3357,521.8699877262115,0.001270524226129055,-0.08709800243377686,,0.0001076036860467866,,320768,0.0037250269670039415,662.0,1763260551.9524727,0.0,0.5516093373298645,-0.001960884779691696,5.2084214985370636e-05
