losses/old_approx_kl,global_step,_timestamp,losses/clipfrac,charts/episodic_length,charts/learning_rate,losses/explained_variance,_runtime,losses/approx_kl,losses/policy_loss,charts/episodic_return,losses/value_loss,_step,charts/SPS,losses/entropy
-0.005527300760149956,58624,1763260164.053624,0.001953125,,0.0002649001544341445,-0.09443247318267822,134.11230087280273,0.0016285255551338196,-0.006969314068555832,,0.09797395765781403,775,594.0,0.4168171286582947
-0.0012950170785188675,59904,1763260166.202576,0.0,,0.0002641321043483913,0.7807900905609131,136.26125288009644,0.00020657479763031006,-0.0035981684923171997,,0.05724874511361122,788,594.0,0.46303147077560425
-0.0175560861825943,60032,1763260166.406085,0.009765625,,0.000264055299339816,0.7008340358734131,136.46476197242737,0.003067932091653347,0.01769368350505829,,0.2384902834892273,789,594.0,0.4299624264240265
0.002805314026772976,60800,1763260167.70625,0.0,,0.00026359446928836405,0.014313220977783203,137.7649269104004,0.0002997545525431633,0.007012903690338135,,196.1775665283203,797,594.0,0.45171356201171875
,61701,1763260169.1927617,,500.0,,,139.2514386177063,,,500.0,,806,,
-0.006728293374180794,62592,1763260170.7079735,0.0,,0.00026251919916830957,0.017930150032043457,140.76665043830872,0.00043597444891929626,0.011925939470529556,,202.66123962402344,815,594.0,0.4220970869064331
0.008770459331572056,67584,1763260178.8590972,0.0078125,,0.0002595238038338721,0.6913976669311523,148.91777420043945,0.004669972695410252,-0.020648792386054993,,0.000401281809899956,863,595.0,0.42929428815841675
-0.025944741442799568,68480,1763260180.336011,0.021484375,,0.00025898616877384484,0.25996851921081543,150.39468789100647,0.008778621442615986,-0.02572064846754074,,0.0039426106959581375,872,595.0,0.5144667029380798
0.0003243107348680496,68864,1763260180.9525933,0.001953125,,0.0002587557537481189,0.00033932924270629883,151.0112702846527,0.0030618365854024887,-0.023551560938358307,,0.007552613038569689,876,595.0,0.5831061601638794
-0.007621803320944309,72960,1763260187.5730774,0.0,,0.00025629799347370863,-0.34594714641571045,157.63175439834595,0.00040307361632585526,0.004159152507781982,,0.003917246125638485,916,597.0,0.5310842394828796
0.011310463771224022,73600,1763260188.5852926,0.005859375,,0.00025591396843083203,-0.20805871486663818,158.64396953582764,0.0006398260593414307,-0.009449825622141361,,0.0003722038818523288,922,597.0,0.5186379551887512
-0.0005163447931408882,74496,1763260190.0487282,0.001953125,,0.0002553763333708048,0.029364705085754395,160.10740518569946,0.003102787770330906,-0.007999230176210403,,0.0004649365146178752,930,597.0,0.5837918519973755
0.0018798019737005234,75264,1763260191.3505294,0.0,,0.00025491550331935287,-8.940696716308594e-05,161.40920639038086,0.00031957030296325684,-0.002016175538301468,,119.9500732421875,938,597.0,0.45301753282546997
0.012071618810296059,75648,1763260191.9561708,0.001953125,,0.0002546850882936269,-0.014843225479125977,162.01484775543213,0.0030278172343969345,0.005728278309106827,,0.0002145549515262246,941,597.0,0.48512476682662964
,75740,1763260192.008843,,500.0,,,162.06751990318298,,,500.0,,942,,
-0.0028343917801976204,76288,1763260193.0346444,0.0,,0.0002543010632507503,4.100799560546875e-05,163.09332132339478,0.00011946726590394974,-0.0034106597304344177,,165.65185546875,948,597.0,0.6270182728767395
0.0015791617333889008,78976,1763260197.512946,0.0,,0.0002526881580706686,-0.3553694486618042,167.57162284851074,0.0001203976571559906,-0.0007902383804321289,,0.0038397747557610273,974,597.0,0.42345672845840454
-0.00022271648049354553,79616,1763260198.590295,0.0,,0.000252304133027792,0.30580300092697144,168.64897203445435,9.673647582530975e-05,0.001583881676197052,,0.0004612133780028671,980,597.0,0.4850516617298126
0.009913493879139423,80128,1763260199.4542563,0.0,,0.00025199694209732115,0.15306144952774048,169.51293325424194,0.0006731962785124779,-0.0033110622316598892,,9.237248741555959e-05,985,597.0,0.3864973485469818
-0.014933742582798004,81152,1763260201.1609778,0.0,,0.0002513825020287186,-1.0683536529541016,171.2196547985077,0.002332303673028946,-0.010774031281471252,,0.00015377960517071187,995,597.0,0.5022786855697632
0.020666608586907387,81280,1763260201.418141,0.001953125,,0.00025130569702014327,-0.0001862049102783203,171.47681784629822,0.0016527818515896797,-0.0037067346274852753,,303.6819152832031,997,597.0,0.5127218961715698
-0.009728816337883472,83200,1763260204.6182754,0.0,,0.00025015362189151347,-0.19057583808898926,174.67695236206055,0.0011320477351546288,0.004800476133823395,,7.831144466763362e-05,1015,597.0,0.43347203731536865
-0.0030094636604189873,83712,1763260205.459369,0.01953125,,0.0002498464018572122,0.5297027826309204,175.5180459022522,0.006241929717361927,-0.005531622096896172,,0.00017633881361689419,1020,597.0,0.5311477184295654
,84740,1763260207.273962,,500.0,,,177.33263897895813,,,500.0,,1031,,
,86740,1763260210.5374088,,500.0,,,180.59608578681946,,,500.0,,1050,,
-0.0005443161353468895,87040,1763260211.106819,0.005859375,,0.00024784947163425386,-0.2746533155441284,181.16549587249756,0.003303821198642254,-0.012549489736557007,,0.0006560913752764463,1053,597.0,0.5143322348594666
0.0009610839188098907,87552,1763260211.9719481,0.02734375,,0.0002475422515999526,0.03431218862533569,182.03062510490417,0.006408993154764175,-0.018147461116313934,,0.0004991043824702501,1058,597.0,0.5232368111610413
0.03138833865523338,89984,1763260215.904877,0.017578125,,0.0002460829564370215,0.0771561861038208,185.96355390548706,0.007384060882031918,-0.05546718090772629,,0.00029649605858139694,1082,597.0,0.49009835720062256
0.0068695880472660065,90112,1763260216.0941849,0.0078125,,0.0002460061514284462,0.20216679573059082,186.1528618335724,0.004549209959805012,-0.035721659660339355,,0.00010687038593459874,1083,597.0,0.5609104633331299
0.025348439812660217,90880,1763260217.3915257,0.0,,0.00024554532137699425,-0.2642151117324829,187.45020270347595,0.003135303035378456,-0.015908867120742798,,0.005252786446362734,1091,597.0,0.4924342930316925
0.0017456328496336937,92416,1763260219.8798668,0.001953125,,0.0002446236612740904,0.1133527159690857,189.9385437965393,0.002869010902941227,-0.023029349744319916,,0.0002980261924676597,1106,598.0,0.5199594497680664
,93631,1763260221.7423496,,500.0,,,191.8010265827179,,,500.0,,1118,,
-0.000795452855527401,94336,1763260222.9428194,0.0,,0.0002434715861454606,-0.10806703567504883,193.00149631500244,0.00012534577399492264,-0.0016162693500518799,,0.005588780622929335,1125,598.0,0.5294405817985535
,95131,1763260224.1584728,,500.0,,,194.21714973449707,,,500.0,,1133,,
0.02710205502808094,96384,1763260226.194281,0.0,,0.00024224270600825548,-0.02944314479827881,196.2529580593109,0.003514758311212063,0.008978195488452911,,0.0006143850041553378,1145,599.0,0.5529294013977051
-0.004607493057847023,98304,1763260229.2431786,0.013671875,,0.00024109063087962568,0.13383334875106812,199.30185556411743,0.006202169694006443,-0.009706992655992508,,0.009395655244588852,1164,599.0,0.5137099623680115
0.011899041943252087,98432,1763260229.434541,0.0078125,,0.00024101382587105036,0.0778232216835022,199.49321794509888,0.0033060023561120033,0.005700267851352692,,0.00038126244908198714,1165,599.0,0.5001755952835083
,99131,1763260230.4660451,,500.0,,,200.5247220993042,,,500.0,,1172,,
0.03840339928865433,100096,1763260232.0361404,0.0078125,,0.0002400153607595712,0.2947084307670593,202.09481739997864,0.00740205030888319,0.010353010147809982,,0.00020596278773155063,1181,600.0,0.5075681209564209
-0.01593809574842453,100608,1763260232.8593745,0.001953125,,0.00023970814072526991,-0.05493485927581787,202.91805148124695,0.003981040790677071,-0.011831481009721756,,0.00015161401825025678,1186,600.0,0.4697761535644531
0.015677226707339287,101632,1763260234.5836356,0.0,,0.00023909370065666735,0.0003758072853088379,204.64231252670288,0.002377013675868511,0.005078602582216263,,161.39625549316406,1197,600.0,0.5185215473175049
-0.004430155269801617,103296,1763260237.2772312,0.0,,0.0002380952355451882,-0.06661403179168701,207.33590817451477,0.0006511518731713295,-0.003575943410396576,,0.004598426632583141,1213,600.0,0.5058305263519287
-0.003863842226564884,103552,1763260237.6685288,0.00390625,,0.00023794162552803755,0.0605006217956543,207.72720575332642,0.0012984024360775948,0.003879929892718792,,0.00016026430239435285,1215,600.0,0.5322535037994385
,104631,1763260239.329672,,500.0,,,209.3883490562439,,,500.0,,1226,,
0.0001529548317193985,105088,1763260240.1208136,0.0,,0.0002370199654251337,-0.3959212303161621,210.17949056625366,0.00042866356670856476,0.005899634212255478,,0.00011686409561662003,1230,601.0,0.6029621958732605
-0.007470844313502312,105472,1763260240.7618222,0.0,,0.00023678955039940774,-0.05340743064880371,210.82049918174744,0.0026840027421712875,-0.012325029820203781,,0.00023399540805257857,1234,601.0,0.5749635100364685
-0.004312444478273392,106624,1763260242.6230276,0.0,,0.00023609830532222986,0.27942126989364624,212.6817045211792,0.0002766493707895279,-0.0008791126310825348,,0.00022917814203538,1245,601.0,0.5723016858100891
0.021178394556045532,107520,1763260244.1058078,0.005859375,,0.00023556067026220262,-0.19168365001678467,214.1644847393036,0.002480754628777504,-0.0072393640875816345,,0.00020767745445482433,1254,601.0,0.5312080979347229
-0.0005671000108122826,109184,1763260246.837398,0.0,,0.00023456220515072346,-9.703636169433594e-05,216.89607501029968,0.0004897462204098701,0.004022043198347092,,66.48041534423828,1271,601.0,0.5669554471969604
-0.010120732709765434,112128,1763260251.7210326,0.0390625,,0.00023279570450540632,-0.1554967164993286,221.77970957756042,0.007312215864658356,-0.003084862604737282,,0.000307180336676538,1299,601.0,0.4743444323539734
,116131,1763260258.4426608,,500.0,,,228.50133776664734,,,500.0,,1339,,
0.019062722101807594,116224,1763260258.6557379,0.017578125,,0.00023033794423099607,0.00011026859283447266,228.7144148349762,0.001776096411049366,-0.002111915498971939,,281.3528137207031,1340,601.0,0.4826243221759796
-0.0168466679751873,117120,1763260260.2150202,0.005859375,,0.00022980030917096883,-0.4620741605758667,230.27369713783264,0.005663563497364521,0.012964948080480099,,0.00019402678299229592,1349,601.0,0.5588204860687256
0.0004919236525893211,118528,1763260262.565276,0.0,,0.0002289554540766403,-0.4188711643218994,232.6239528656006,9.667780250310898e-05,-0.0026535354554653168,,0.00847715325653553,1363,601.0,0.552302896976471
-0.00011143554002046585,118784,1763260262.9507477,0.0,,0.00022880184405948967,-0.513115406036377,233.00942468643188,0.0003915047273039818,0.0009240228682756424,,0.0002608821669127792,1365,601.0,0.5809276700019836
-0.008941507898271084,119296,1763260263.741002,0.0,,0.00022849462402518839,-0.2361811399459839,233.7996790409088,0.0011475598439574242,0.008769910782575607,,0.00025477661984041333,1370,601.0,0.5724669694900513
,120317,1763260265.1816318,,500.0,,,235.24030876159668,,,500.0,,1380,,
-0.000141034834086895,120320,1763260265.3344905,0.0,,0.00022788018395658582,0.00015157461166381836,235.39316749572754,0.00044998619705438614,-0.004418730735778809,,353.7620544433594,1381,601.0,0.5387755036354065
-0.0007620835676789284,121088,1763260266.5423095,0.0078125,,0.0002274193539051339,-0.18068480491638184,236.6009864807129,0.0022591566666960716,-0.0009503066539764404,,0.0005151787190698087,1388,601.0,0.5361177325248718
,121817,1763260267.5820456,,500.0,,,237.64072251319885,,,500.0,,1395,,
0.0027159592136740685,122240,1763260268.2812319,0.0,,0.00022672810882795602,0.009179413318634033,238.3399088382721,0.00035616476088762283,-0.003949301317334175,,0.00019035574223380536,1399,602.0,0.5463434457778931
,122817,1763260269.1132731,,500.0,,,239.17195010185242,,,500.0,,1405,,
-0.0013071456924080849,125568,1763260273.2936144,0.0,,0.0002247311786049977,-0.14405536651611328,243.3522913455963,9.247194975614548e-05,-0.00036171451210975647,,0.0035672897938638926,1432,603.0,0.5713264346122742
-0.0023038117215037346,125696,1763260273.4658384,0.0,,0.00022465437359642237,0.04598766565322876,243.52451539039612,3.3474527299404144e-05,0.0009988360106945038,,0.0004620882391463965,1433,604.0,0.511669397354126
-0.002207467332482338,127872,1763260276.7909832,0.064453125,,0.00022334868845064193,-2.5744855403900146,246.84966015815735,0.0062029361724853516,-0.014937285333871841,,0.0005574672832153738,1455,604.0,0.45353493094444275
,127916,1763260276.8351505,,500.0,,,246.8938274383545,,,500.0,,1456,,
0.002852190285921097,128000,1763260277.0300682,0.001953125,,0.0002232718834420666,0.00025784969329833984,247.0887451171875,0.0018616877496242523,-0.007509790360927582,,249.81875610351562,1457,604.0,0.5613226294517517
-0.0005556009709835052,133888,1763260286.16223,0.0,,0.0002197388675995171,-0.18987023830413818,256.22090697288513,0.0005568880587816238,0.0009169653058052063,,0.00023220844741445035,1514,606.0,0.40672633051872253
-0.00325586274266243,134528,1763260287.1812901,0.0,,0.0002193548425566405,-3.0517578125e-05,257.2399671077728,0.0004943665117025375,-0.0016426555812358856,,206.69802856445312,1521,606.0,0.5042580962181091
,134916,1763260287.8002508,,500.0,,,257.8589277267456,,,500.0,,1525,,
0.0029766783118247986,135168,1763260288.1647809,0.00390625,,0.0002189708175137639,0.23237675428390503,258.22345781326294,0.003224494867026806,-0.02420099824666977,,0.0013475148007273674,1527,606.0,0.5115614533424377
,135416,1763260288.393503,,500.0,,,258.45217990875244,,,500.0,,1529,,
,135916,1763260289.1478646,,500.0,,,259.2065415382385,,,500.0,,1534,,
0.004992811009287834,136064,1763260289.4182835,0.0,,0.00021843318245373666,0.0005635619163513184,259.4769604206085,0.00043393485248088837,-0.01047273725271225,,0.006789539009332657,1536,607.0,0.41943344473838806
0.019109580665826797,136832,1763260290.3423169,0.0,,0.00021797235240228474,0.3733678460121155,260.4009938240051,0.003696301020681858,-0.00836111605167389,,0.00011348866974003613,1543,608.0,0.5139617919921875
-0.0013429587706923485,136960,1763260290.5583587,0.0,,0.00021789554739370942,0.0007623434066772461,260.6170356273651,0.0018021175637841225,0.000830724835395813,,136.48426818847656,1545,608.0,0.4534684419631958
-0.010973140597343445,137088,1763260290.7461374,0.0,,0.0002178187423851341,0.3248068690299988,260.8048143386841,0.0005907658487558365,-0.006126828491687775,,0.004353329073637724,1546,608.0,0.4647253453731537
0.06308336555957794,138368,1763260292.6955109,0.033203125,,0.0002170506922993809,0.6989715695381165,262.7541878223419,0.00810503400862217,-0.014011748135089874,,0.0008829268626868725,1558,608.0,0.43081414699554443
,138416,1763260292.7414608,,500.0,,,262.800137758255,,,500.0,,1559,,
0.0006895242258906364,138880,1763260293.5765853,0.0859375,,0.00021674347226507962,0.7966258525848389,263.63526225090027,0.01646982878446579,-0.00648856908082962,,0.02882823720574379,1563,608.0,0.44746166467666626
0.00571915227919817,139136,1763260294.0488164,0.009765625,,0.00021658986224792898,0.959852397441864,264.10749340057373,0.006153709255158901,-0.003298889845609665,,0.0009259466896764934,1566,608.0,0.46552130579948425
0.013412026688456535,141440,1763260297.7563882,0.0,,0.0002152073720935732,0.004242122173309326,267.81506514549255,0.0010600946843624115,-0.0067021846771240234,,327.9075927734375,1588,608.0,0.4498288333415985
0.0004009455442428589,141568,1763260297.955855,0.0,,0.0002151305670849979,0.9388712644577026,268.0145318508148,0.001786980777978897,-0.019157901406288147,,0.0034376303665339947,1589,608.0,0.4645453989505768
,142416,1763260299.2233949,,500.0,,,269.28207182884216,,,500.0,,1597,,
,143416,1763260300.9193313,,500.0,,,270.9780082702637,,,500.0,,1607,,
0.002301480621099472,143616,1763260301.3213696,0.0,,0.00021390168694779277,0.8231759071350098,271.38004660606384,1.2407079339027405e-05,-0.0012160465121269226,,0.004732760135084391,1609,608.0,0.5142307281494141
0.0025939391925930977,143744,1763260301.5293033,0.0,,0.00021382488193921745,-1.190950870513916,271.58798027038574,0.0012522218748927116,-0.007376920431852341,,0.0004969582078047097,1610,608.0,0.4372493028640747
,143916,1763260301.760441,,500.0,,,271.8191180229187,,,500.0,,1612,,
0.012311890721321106,145408,1763260304.0869217,0.10546875,,0.00021282641682773829,-0.21496105194091797,274.14559864997864,0.01359251793473959,-0.04846179485321045,,0.001920637907460332,1626,609.0,0.4618028402328491
0.019180381670594215,146560,1763260305.9388282,0.0,,0.0002121351717505604,0.18936985731124878,275.9975051879883,0.002437254413962364,-0.008265964686870575,,0.004666798282414675,1638,609.0,0.3869982957839966
-0.0004036827012896538,151552,1763260313.5282588,0.0234375,,0.00020913979096803814,0.9112539291381836,283.5869357585907,0.0044276295229792595,0.002039998769760132,,0.0006369548500515521,1687,610.0,0.3554891347885132
0.01070686150342226,156160,1763260320.650826,0.0,,0.0002063748106593266,0.6208404302597046,290.70950293540955,0.001185043714940548,-0.010988220572471619,,0.0021778279915452003,1732,611.0,0.37985172867774963
0.000909019261598587,157568,1763260322.6213686,0.0,,0.0002055299555649981,0.9150446653366089,292.6800456047058,0.000148111954331398,0.001077793538570404,,0.001962517388164997,1745,612.0,0.2998945713043213
,158416,1763260323.7319891,,500.0,,,293.79066610336304,,,500.0,,1753,,
0.004548977129161358,158464,1763260323.9127421,0.0,,0.00020499232050497085,0.0124436616897583,293.97141909599304,0.000411459244787693,0.0074483901262283325,,319.87078857421875,1754,612.0,0.3183932304382324
0.01994701847434044,159616,1763260325.614707,0.013671875,,0.00020430107542779297,0.4863290786743164,295.67338395118713,0.0101821543648839,-0.020030885934829712,,0.0032050570007413626,1765,613.0,0.35185250639915466
,159916,1763260326.030216,,500.0,,,296.08889293670654,,,500.0,,1768,,
-0.0017968909814953804,160896,1763260327.5735745,0.0,,0.00020353302534203976,0.6092386841773987,297.6322515010834,0.00011583883315324783,0.002721071243286133,,0.0006946399807929993,1777,613.0,0.37597882747650146
-0.004360411316156387,164992,1763260333.8799267,0.0,,0.00020107526506762952,0.017264068126678467,303.93860363960266,0.00017075054347515106,0.003293205052614212,,134.1564178466797,1818,614.0,0.3198167085647583
-0.002470780164003372,165504,1763260334.596405,0.0,,0.00020076804503332824,0.011481642723083496,304.655081987381,0.000589592382311821,-0.002953365445137024,,86.61461639404297,1823,614.0,0.2541161775588989
,168416,1763260338.7975845,,500.0,,,308.8562614917755,,,500.0,,1851,,
,168916,1763260339.4780867,,500.0,,,309.5367636680603,,,500.0,,1856,,
-0.005524749867618084,170112,1763260341.3366768,0.0,,0.00019800307927653193,0.5728393793106079,311.3953537940979,0.0008432893082499504,0.002266503870487213,,0.0060679716989398,1868,616.0,0.40415993332862854
