losses/policy_loss,losses/explained_variance,losses/entropy,charts/learning_rate,_runtime,losses/old_approx_kl,_step,losses/approx_kl,charts/episodic_length,global_step,charts/episodic_return,charts/SPS,losses/clipfrac,losses/value_loss,_timestamp
-0.005410676822066307,0.08965456485748291,0.6071537733078003,0.0002890168980229646,64.29861950874329,0.003936932422220707,327,7.069017738103867e-05,,18432,,689.0,0.0,25.805253982543945,1763260094.3893585
-0.004338018596172333,0.10341709852218628,0.6157575249671936,0.00028886328800581396,64.8283622264862,-0.006372642703354359,330,0.0004421258345246315,,18688,,685.0,0.0,40.97530746459961,1763260094.9191012
-0.011819794774055481,0.1509605050086975,0.5963031053543091,0.00028878648299723864,65.1265516281128,-0.012012855149805546,332,0.002147792838513851,,18816,,682.0,0.0,36.608062744140625,1763260095.2172906
-0.0019024573266506195,0.26034170389175415,0.5434911847114563,0.0002885560679715127,65.90322089195251,-0.007078919559717178,337,0.0008208230137825012,,19200,,677.0,0.0,17.157299041748047,1763260095.99396
,,,,66.23341298103333,,340,,75.0,19342,75.0,,,,1763260096.324152
,,,,70.96780467033386,,370,,238.0,21586,238.0,,,,1763260101.0585437
0.0005786940455436707,0.6323415040969849,0.5872883200645447,0.00028686635778285563,72.01089763641357,0.0010539283975958824,375,6.003398448228836e-05,,22016,,638.0,0.0,12.195101737976074,1763260102.1016366
0.017435699701309204,0.31315022706985474,0.6256852149963379,0.0002859446976799518,75.40436124801636,-0.01000534649938345,396,0.003347928635776043,,23552,,622.0,0.001953125,90.578857421875,1763260105.4951003
0.0036348626017570496,0.9212424755096436,0.6187623143196106,0.00028463901253417134,80.35257506370544,-0.001293594017624855,425,0.0014094952493906021,,25728,,601.0,0.0,7.999691009521484,1763260110.443314
,,,,82.79275131225586,,441,,180.0,27067,180.0,,,,1763260112.8834903
-0.0011067083105444908,0.9350813031196594,0.6111757755279541,0.0002834101323969662,84.20360279083252,0.0005817776545882225,450,0.0008388003334403038,,27776,,595.0,0.0,9.821760177612305,1763260114.2943418
,,,,87.17874503135681,,471,,187.0,29391,187.0,,,,1763260117.269484
,,,,88.63597917556763,,481,,113.0,30122,113.0,,,,1763260118.7267182
-0.005589606240391731,-0.07305073738098145,0.5871407389640808,0.0002814900071825832,90.19071245193481,0.002591230906546116,490,0.00011619459837675095,,30976,,588.0,0.0,6.241326808929443,1763260120.2814515
-0.005396023392677307,0.9767391085624695,0.6092498302459717,0.00028072195709683,92.47068285942078,0.021246040239930153,504,0.0029417499899864197,,32256,,587.0,0.015625,5.373873710632324,1763260122.5614219
,,,,94.08122420310974,,515,,280.0,33185,280.0,,,,1763260124.1719632
,,,,96.33540487289429,,530,,181.0,34532,181.0,,,,1763260126.426144
-0.027877142652869225,-0.16052031517028809,0.5716093182563782,0.0002788786368910223,97.8052031993866,0.006641661748290062,539,0.0006350800395011902,,35328,,586.0,0.0,4.1408796310424805,1763260127.8959422
,,,,98.92923188209534,,547,,463.0,36052,463.0,,,,1763260129.019971
9.010732173919678e-05,0.8359335064888,0.5385275483131409,0.0002780337817966938,100.20548057556152,-0.004103844985365868,555,0.0017734896391630173,,36736,,586.0,0.0,7.322393417358398,1763260130.2962196
0.0056807175278663635,0.9893984198570251,0.5339242815971375,0.00027780336677096784,100.83466458320618,-0.00841142050921917,559,0.000593867152929306,281.0,37120,281.0,586.0,0.0,1.5647308826446533,1763260130.9254036
-0.007533377036452293,0.9948771595954895,0.5752047896385193,0.0002773425367195159,102.07338643074036,0.026201240718364716,568,0.001696116290986538,,37888,,587.0,0.0,1.247451663017273,1763260132.1641254
0.007165953516960144,0.9559782147407532,0.5575892925262451,0.0002759600756689906,105.83262491226196,0.0012816106900572777,595,0.00476448331028223,,40192,,588.0,0.015625,13.238689422607422,1763260135.923364
-6.990507245063782e-05,0.5987370014190674,0.5147294998168945,0.00027496161055751145,108.62647819519043,-0.00011759903281927109,612,5.046837031841278e-06,,41856,,588.0,0.0,101.3177261352539,1763260138.7172172
-0.0060688406229019165,-0.36121249198913574,0.5510915517807007,0.0002748080005403608,109.0732581615448,3.325100988149643e-05,614,0.0019286638125777245,,42112,,588.0,0.01171875,2.055581569671631,1763260139.1639972
,,,,111.95870161056519,,630,,500.0,43735,500.0,,,,1763260142.0494406
-0.0016839243471622467,-0.00903010368347168,0.505152702331543,0.00027350231539458036,113.09803485870361,0.0009244196116924286,636,1.74008309841156e-05,,44288,,586.0,0.0,103.46199798583984,1763260143.1887739
0.009422264993190765,0.053565919399261475,0.5392822027206421,0.0002732719003688544,113.80054306983948,-0.015223648399114609,640,0.0014166459441184998,,44672,,585.0,0.0,9.471123695373535,1763260143.891282
-0.002405889332294464,0.07260769605636597,0.5556923747062683,0.00027265746030025184,115.62468719482422,0.0006860410794615746,650,0.0001189177855849266,,45696,,585.0,0.0,33.268253326416016,1763260145.7154262
,,,,117.76217842102051,,664,,233.0,46919,233.0,,,,1763260147.8529174
0.0019492395222187042,0.90134197473526,0.5363693833351135,0.0002708909451030195,120.9258725643158,0.0018442729488015175,684,2.9307790100574493e-05,,48640,,583.0,0.0,1.5971468687057495,1763260151.0166116
0.019327182322740555,0.9621083736419678,0.5535788536071777,0.0002705837250687182,121.79965114593506,-0.010313733480870724,689,0.0014591021463274956,,49152,,583.0,0.0,1.216392993927002,1763260151.8903902
-0.024094894528388977,0.9713477492332458,0.5365313291549683,0.00027004609000869095,123.33996558189392,-0.00047837384045124054,698,0.0019966289401054382,,50048,,583.0,0.0,1.033815622329712,1763260153.4307046
-0.01676149293780327,0.929009199142456,0.4509136974811554,0.000269815674982965,124.0072431564331,0.006294796243309975,702,0.0018677450716495514,,50432,,583.0,0.0,0.5929489135742188,1763260154.0979822
0.00035661645233631134,0.8084845542907715,0.5068506598472595,0.0002695084549486637,124.87627696990967,0.005947623401880264,707,0.0017842687666416168,,50944,,583.0,0.0,0.2582791745662689,1763260154.967016
-0.018678879365324974,0.42098766565322876,0.5274514555931091,0.00026820276980288327,128.66463780403137,0.005243634805083275,729,0.0007360950112342834,,53120,,583.0,0.0,0.2679271101951599,1763260158.7553768
0.0035001039505004883,0.0017089247703552246,0.5774281620979309,0.00026666666963137686,133.27349162101746,-0.006561001762747765,757,0.00042365118861198425,,55680,,581.0,0.0,16.980270385742188,1763260163.3642306
0.08559177815914154,0.0012891292572021484,0.5769035816192627,0.0002663594495970756,134.1019856929779,-0.01634746603667736,762,0.006073138676583767,,56192,,581.0,0.029296875,136.4168701171875,1763260164.1927247
-0.0006390716880559921,0.007198214530944824,0.5826964378356934,0.0002660522295627743,134.97204685211182,0.0006430046632885933,767,0.00016411114484071732,,56704,,582.0,0.0,0.0701855719089508,1763260165.0627859
-0.021325720474123955,0.034602999687194824,0.5389994382858276,0.0002655913995113224,136.26191210746765,-0.01625838875770569,775,0.002932184375822544,,57472,,582.0,0.001953125,0.10086744278669357,1763260166.3526511
-0.00022949278354644775,0.00036704540252685547,0.5554352402687073,0.0002648233494255692,138.3997004032135,0.0058309780433773994,788,0.0007701786234974861,,58752,,582.0,0.0,128.66909790039062,1763260168.4904394
0.0003128945827484131,0.0007311701774597168,0.5343067646026611,0.00026436251937411726,139.7784082889557,0.005180478096008301,797,0.0009199678897857666,,59520,,582.0,0.0,733.873046875,1763260169.8691473
0.005410529673099518,0.0031838417053222656,0.5797524452209473,0.00026397849433124065,140.97037386894226,0.004001409746706486,806,0.0005710693076252937,,60160,,581.0,0.0,173.4403839111328,1763260171.0611129
-0.011319398880004883,-0.31080520153045654,0.6156378388404846,0.00026351766427978873,142.28526329994202,-0.028935350477695465,815,0.0018764706328511238,,60928,,581.0,0.0,0.03638162091374397,1763260172.3760023
0.005073994398117065,0.005846917629241943,0.5256706476211548,0.0002607526839710772,150.02791333198547,-0.011034226045012474,863,0.0027799755334854126,,65536,,582.0,0.0,195.76400756835938,1763260180.1186523
,,,,151.33758330345154,,872,,500.0,66407,500.0,,,,1763260181.4283223
-0.014187663793563843,-0.08650529384613037,0.4676235020160675,0.000259984633885324,152.10389018058777,-1.872330904006958e-05,876,0.0015974398702383041,,66816,,583.0,0.00390625,0.0009725960553623736,1763260182.1946292
,,,,158.6828978061676,,916,,500.0,70907,500.0,,,,1763260188.7736368
0.0036690831184387207,0.002030670642852783,0.4854317605495453,0.00025721965357661247,159.74414253234863,0.012286198325455189,922,0.0016458919271826744,,71424,,584.0,0.0,43.63151168823242,1763260189.8348815
-0.0025479942560195923,0.018789470195770264,0.4441862106323242,0.00025668201851658523,161.1653938293457,-0.004174075089395046,930,0.0006985878571867943,,72320,,585.0,0.0,0.00471505057066679,1763260191.2561328
-0.004214391112327576,0.6780720949172974,0.45395615696907043,0.0002562211884651333,162.4733452796936,-0.0010855644941329956,938,0.000265585258603096,,73088,,585.0,0.0,0.0044517857022583485,1763260192.5640843
,,,,162.9440882205963,,941,,500.0,73407,500.0,,,,1763260193.0348272
0.0003983825445175171,-0.001804351806640625,0.43204307556152344,0.00025599077343940735,163.1339955329895,-0.0021169744431972504,942,4.860013723373413e-05,,73472,,585.0,0.0,86.51107788085938,1763260193.2247345
-0.00663510337471962,0.19195085763931274,0.39205801486968994,0.00025560674839653075,164.15035200119019,-0.00033817999064922333,948,0.0002408847212791443,,74112,,585.0,0.0,0.0025501230265945196,1763260194.241091
-0.009648405015468597,-0.23338747024536133,0.49457481503486633,0.000253993843216449,168.70443391799927,0.0053772153332829475,974,0.0014943135902285576,,76800,,585.0,0.009765625,5.8537552831694484e-05,1763260198.795173
,,,,169.6042320728302,,980,,500.0,77407,500.0,,,,1763260199.694971
,,,,170.49397373199463,,985,,500.0,77907,500.0,,,,1763260200.5847127
,,,,172.24342846870422,,995,,500.0,78907,500.0,,,,1763260202.3341675
-0.01055958867073059,-0.5493214130401611,0.4730854332447052,0.00025261135306209326,172.67593264579773,-0.010012919083237648,997,0.0005632862448692322,,79104,,585.0,0.0,0.00477270781993866,1763260202.7666717
,,,,175.75816202163696,,1015,,500.0,80907,500.0,,,,1763260205.848901
-0.00014295801520347595,-5.3882598876953125e-05,0.5476652383804321,0.00025122889201156795,176.6396770477295,-0.0002010418102145195,1020,3.105960786342621e-06,,81408,,585.0,0.0,243.5238037109375,1763260206.730416
-0.0005423761904239655,-0.8452121019363403,0.5452142357826233,0.00025053764693439007,178.53560495376587,-0.0012542596086859703,1031,0.0003697546198964119,,82560,,585.0,0.0,0.002743547549471259,1763260208.626344
-0.0021887142211198807,0.0002931952476501465,0.5666407942771912,0.00024938557180576026,181.79963970184326,0.0005770744755864143,1050,0.0006841300055384636,,84480,,585.0,0.0,271.0775146484375,1763260211.8903787
-0.003306381404399872,-0.1453566551208496,0.5681405663490295,0.0002491551567800343,182.39782094955444,0.0014327000826597214,1053,0.0003698039799928665,,84864,,585.0,0.0,2.245114228571765e-05,1763260212.48856
0.0013063699007034302,-0.18681538105010986,0.536033034324646,0.00024892474175430834,183.11463284492493,-0.00021366961300373077,1058,0.00034666620194911957,,85248,,585.0,0.0,0.0005095763481222093,1763260213.2053719
-0.03625833988189697,-0.4516584873199463,0.44458943605422974,0.00024738864158280194,187.30067372322083,0.008382922038435936,1083,0.0021445611491799355,,87808,,586.0,0.0,0.005303019192069769,1763260217.3914127
,,,,188.55499982833862,,1091,,500.0,88616,500.0,,,,1763260218.6457388
,,,,191.11808943748474,,1106,,500.0,90116,500.0,,,,1763260221.2088284
0.004781831055879593,0.2288692593574524,0.4238373935222626,0.00024523810134269297,193.17038345336914,0.017542894929647446,1118,0.0011558523401618004,,91392,,587.0,0.005859375,0.0004569811571855098,1763260223.2611225
,,,,194.22500586509705,,1125,,500.0,92116,500.0,,,,1763260224.3157449
-0.026409629732370377,-0.11963403224945068,0.41484057903289795,0.00024431644123978913,195.6553454399109,0.03279869258403778,1133,0.004624621011316776,,92928,,587.0,0.01953125,0.00029459554934874177,1763260225.7460845
,,,,197.51481223106384,,1145,,500.0,94116,500.0,,,,1763260227.6055512
0.00022802501916885376,-2.2649765014648438e-06,0.4315659701824188,0.00024239631602540612,200.82138442993164,0.0063621047884225845,1164,0.0004547256976366043,,96128,,588.0,0.0,448.3009338378906,1763260230.9121234
0.0017385296523571014,-0.006056666374206543,0.3952474892139435,0.0002423195110168308,201.02256846427917,0.0022218208760023117,1165,0.00031454116106033325,,96256,,588.0,0.0,0.0050765336491167545,1763260231.1133075
-0.0019324328750371933,0.0004011392593383789,0.3339695930480957,0.00024185868096537888,202.1899995803833,0.005926134064793587,1172,0.0002814345061779022,,97024,,589.0,0.0,7.898193871369585e-05,1763260232.2807386
-0.0048562027513980865,-0.11719620227813721,0.4725479483604431,0.00024132104590535164,203.67492628097534,0.007564350962638855,1181,0.0003098379820585251,,97920,,589.0,0.0,0.0005726850358769298,1763260233.7656653
0.011525619775056839,0.19390946626663208,0.4614383578300476,0.00024101382587105036,204.53070712089539,-0.014616704545915127,1186,0.0023274896666407585,,98432,,589.0,0.00390625,0.000677871226798743,1763260234.6214461
-0.00265391543507576,0.05452042818069458,0.5013793706893921,0.00024032258079387248,206.4032850265503,0.00907567236572504,1197,0.00040971580892801285,,99584,,589.0,0.0,0.0002230158424936235,1763260236.494024
-0.0005776472389698029,1.8775463104248047e-05,0.5038102269172668,0.00023940092069096863,208.93213748931885,0.00038572121411561966,1213,0.0003929389640688896,,101120,,590.0,0.0,286.4583435058594,1763260239.0228765
-0.008677337318658829,-0.1736520528793335,0.4398917853832245,0.000239247310673818,209.29633116722107,0.006712811999022961,1215,0.0012689651921391487,,101376,,590.0,0.001953125,0.0007774577825330198,1763260239.3870702
-0.00010376423597335815,-0.17496204376220703,0.5513578057289124,0.0002385560655966401,211.18260550498962,0.006939583458006382,1226,0.0005718758329749107,,102528,,590.0,0.0,5.2339812100399286e-05,1763260241.2733445
-0.026479177176952362,0.012130439281463623,0.5100865960121155,0.00023832565057091415,211.84446907043457,0.0062683578580617905,1230,0.002280464395880699,,102912,,590.0,0.0,0.0006701080710627139,1763260241.935208
-0.012982962653040886,0.12601906061172485,0.5322606563568115,0.0002380952355451882,212.49634909629822,0.0006604371592402458,1234,0.0006685825064778328,,103296,,590.0,0.0,0.00412921654060483,1763260242.587088
0.003686659038066864,0.021347463130950928,0.5289633274078369,0.0002374039904680103,214.40107202529907,0.006579335778951645,1245,0.0007768850773572922,,104448,,590.0,0.0,0.0003312237677164376,1763260244.491811
0.0006504803895950317,-0.036331772804260254,0.4724666476249695,0.00023686635540798306,215.91504216194153,-0.001010495238006115,1254,8.193124085664749e-05,,105344,,590.0,0.0,0.003488391637802124,1763260246.0057812
,,,,218.7358570098877,,1271,,500.0,107116,500.0,,,,1763260248.826596
0.006907152011990547,0.1223413348197937,0.4915253520011902,0.00023410138965118676,223.62247824668884,-0.019359461963176727,1299,0.0012500723823904991,,109952,,590.0,0.0,0.0004574948106892407,1763260253.7132173
,,,,230.65464901924133,,1339,,500.0,114116,500.0,,,,1763260260.745388
0.001977011561393738,-0.00023925304412841797,0.39511194825172424,0.0002315668243682012,230.85133290290833,0.012062872759997845,1340,0.00044030044227838516,,114176,,590.0,0.0,231.73019409179688,1763260260.942072
,,,,232.3674499988556,,1349,,500.0,115116,500.0,,,,1763260262.458189
-0.02058003842830658,-0.0836862325668335,0.45743483304977417,0.0002301075292052701,234.80627822875977,-0.0018122633919119835,1363,0.0032469043508172035,,116608,,591.0,0.00390625,3.830493369605392e-05,1763260264.8970172
-0.006459876894950867,2.2590160369873047e-05,0.5334722995758057,0.0002300307241966948,235.03969407081604,0.016881752759218216,1365,0.0015755118802189827,,116736,,591.0,0.001953125,285.7763671875,1763260265.130433
-0.0011353567242622375,-0.08344876766204834,0.48413288593292236,0.0002297235041623935,235.83535718917847,-0.0020268987864255905,1370,9.130500257015228e-05,,117248,,591.0,0.0,0.0049289921298623085,1763260265.9260962
-0.008368737995624542,-0.0671231746673584,0.5178207755088806,0.00022910906409379095,237.39104342460632,-0.0024808282032608986,1380,0.0004678042605519295,,118272,,591.0,0.0,0.004715073853731155,1763260267.4817824
-0.005260627716779709,-0.0411449670791626,0.48474639654159546,0.00022903225908521563,237.56100606918335,0.006870279088616371,1381,0.0010258723050355911,,118400,,591.0,0.0,0.0003030837688129395,1763260267.651745
,,,,238.494793176651,,1388,,500.0,119116,500.0,,,,1763260268.5855322
0.0012620389461517334,-0.1520174741744995,0.4739553928375244,0.0002281874039908871,239.63120985031128,-0.0006568422541022301,1395,0.00023352261632680893,,119808,,592.0,0.0,0.005066468380391598,1763260269.7219489
-0.004094788804650307,0.00036466121673583984,0.482926607131958,0.00022795698896516114,240.2090883255005,-0.003999548964202404,1399,0.00023750867694616318,,120192,,593.0,0.0,113.18579864501953,1763260270.2998273
-0.0030975043773651123,0.03603440523147583,0.4719100594520569,0.00022757296392228454,241.1874361038208,-0.001294594258069992,1405,0.0006645973771810532,,120832,,593.0,0.0,0.004558469634503126,1763260271.278175
,,,,245.30495309829712,,1432,,500.0,123616,500.0,,,,1763260275.395692
4.299730062484741e-05,-4.7206878662109375e-05,0.5743135213851929,0.0002258832537336275,245.48071146011353,0.00965050421655178,1433,0.0006039012223482132,,123648,,594.0,0.0,171.76953125,1763260275.5714505
0.0015508495271205902,0.10540485382080078,0.5348084568977356,0.00022450076357927173,248.98470950126648,0.0035298913717269897,1455,0.0003935452550649643,,125952,,595.0,0.001953125,0.0006900737062096596,1763260279.0754485
0.009830795228481293,-0.03195357322692871,0.5346459150314331,0.0002244239585706964,249.2034878730774,-0.021550513803958893,1456,0.0009356765076518059,,126080,,595.0,0.0,0.00010425356595078483,1763260279.294227
,,,,249.23875665664673,,1457,,500.0,126116,500.0,,,,1763260279.3294957
-0.01673768274486065,-0.19566583633422852,0.5583208203315735,0.0002208141377195716,258.6348166465759,0.009095611982047558,1514,0.0014674467965960503,,132096,,597.0,0.0,2.4440345441689715e-05,1763260288.7255557
-0.00042947009205818176,-7.998943328857422e-05,0.524992823600769,0.000220430112676695,259.53247261047363,-0.00033576320856809616,1521,0.00013494957238435745,,132736,,597.0,0.0,200.29067993164062,1763260289.6232116
0.010622970759868622,0.0003148317337036133,0.5685914754867554,0.00022019969765096903,260.0428750514984,-0.007433198392391205,1525,0.0002987738698720932,,133120,,598.0,0.0,171.7430419921875,1763260290.133614
-0.010606964118778706,-0.26041126251220703,0.5738587379455566,0.0002200460876338184,260.3633692264557,-0.004704784601926804,1527,0.0037197452038526535,,133376,,598.0,0.005859375,0.0002994462847709656,1763260290.4541082
,,,,260.58999729156494,,1529,,500.0,133616,500.0,,,,1763260290.6807363
,,,,261.3418941497803,,1534,,500.0,134116,500.0,,,,1763260291.4326332
0.0003533288836479187,0.25961804389953613,0.5721044540405273,0.00021950845257379115,261.7112855911255,0.001547706313431263,1536,6.03972002863884e-05,,134272,,599.0,0.0,0.0037767477333545685,1763260291.8020246
0.0009499695152044296,0.00013595819473266602,0.5226413011550903,0.00021912442753091455,262.744083404541,0.0008848663419485092,1543,4.507787525653839e-05,,134912,,599.0,0.0,176.41246032714844,1763260292.8348224
0.01998690888285637,-0.7170578241348267,0.5024315714836121,0.0002189708175137639,263.17311835289,-0.008151533082127571,1545,0.0031461622565984726,,135168,,599.0,0.009765625,0.000440416915807873,1763260293.2638574
0.02745358645915985,-0.6170252561569214,0.563508152961731,0.00021889401250518858,263.36096382141113,-0.01417087484151125,1546,0.006299622356891632,,135296,,599.0,0.0234375,0.00010187226871494204,1763260293.4517028
,,,,264.83386492729187,,1558,,33.0,136181,33.0,,,,1763260294.924604
-0.0013346895575523376,0.0012360811233520508,0.5189980268478394,0.00021835637744516134,265.0163028240204,-0.0004575122147798538,1559,2.5354325771331787e-05,,136192,,598.0,0.0,493.9989013671875,1763260295.1070418
,,,,265.66409492492676,,1563,,500.0,136681,500.0,,,,1763260295.754834
0.0032535605132579803,0.007848799228668213,0.48564136028289795,0.00021797235240228474,266.06362986564636,0.002891034819185734,1566,0.0003335149958729744,,136832,,598.0,0.0,218.1294403076172,1763260296.1543689
-0.0009997040033340454,-0.550468921661377,0.5379440784454346,0.00021658986224792898,269.68732810020447,-0.0034257806837558746,1588,0.001126255840063095,,139136,,599.0,0.0078125,0.0001977579086087644,1763260299.778067
,,,,269.74868845939636,,1589,,430.0,139260,430.0,,,,1763260299.8394275
-0.017823750153183937,-0.2972104549407959,0.4863368272781372,0.00021605222718790174,271.1261718273163,0.031382009387016296,1597,0.004699617624282837,,140032,,599.0,0.0,0.00039189367089420557,1763260301.2169108
-0.002727702260017395,-0.565136194229126,0.5412330031394958,0.00021543778711929917,272.7544083595276,-0.002708159387111664,1607,0.0006998665630817413,,141056,,599.0,0.0,0.0011413312749937177,1763260302.8451474
,,,,272.97115564346313,,1609,,500.0,141260,500.0,,,,1763260303.0618947
7.396191358566284e-05,-0.000247955322265625,0.5075611472129822,0.00021528417710214853,273.16134691238403,2.747960388660431e-05,1610,3.460794687271118e-06,,141312,,599.0,0.0,326.0946960449219,1763260303.252086
-0.014086302369832993,-0.7592514753341675,0.46165499091148376,0.0002151305670849979,273.55524134635925,-0.014989379793405533,1612,0.0015892405062913895,,141568,,599.0,0.005859375,0.0008265911601483822,1763260303.6459804
-0.0035074912011623383,-0.4557098150253296,0.4931896924972534,0.00021428571199066937,275.76972460746765,0.00706626009196043,1626,0.0011909855529665947,,142976,,600.0,0.0,0.004230359103530645,1763260305.8604636
3.312528133392334e-05,0.24892115592956543,0.43873220682144165,0.00021351766190491617,277.7655916213989,0.0015567559748888016,1638,6.33392482995987e-05,,144256,,600.0,0.0,6.194054731167853e-05,1763260307.8563306
-0.0015576928853988647,-0.4588742256164551,0.4548080563545227,0.00021052226657047868,285.3859009742737,0.014176617376506329,1687,0.0011389246210455894,,149248,,602.0,0.0,0.000121948221931234,1763260315.47664
0.00040418654680252075,0.00048285722732543945,0.5052087306976318,0.00020775730081368238,292.0858860015869,0.001401873305439949,1732,5.091167986392975e-05,,153856,,604.0,0.0,199.3184814453125,1763260322.176625
,,,,293.92567205429077,,1745,,500.0,155260,500.0,,,,1763260324.016411
-0.011315351352095604,-0.7111848592758179,0.4908972382545471,0.00020645161566790193,295.1717584133148,0.005177343264222145,1753,0.0010645128786563873,,156032,,605.0,0.001953125,0.0013025234220549464,1763260325.2624974
-0.007840365171432495,-0.7045989036560059,0.4165283441543579,0.0002063748106593266,295.3778147697449,0.00806265976279974,1754,0.0005269357934594154,,156160,,605.0,0.0,0.0023537776432931423,1763260325.4685538
,,,,297.0172207355499,,1765,,500.0,157260,500.0,,,,1763260327.1079597
-0.007336510345339775,-0.6467897891998291,0.4661598801612854,0.0002055299555649981,297.58244228363037,-0.002271173521876335,1768,0.0020423363894224167,,157568,,605.0,0.005859375,0.00030515369144268334,1763260327.6731813
0.0017649978399276733,0.20775961875915527,0.40084606409072876,0.00020499232050497085,299.0047838687897,0.003532140515744686,1777,0.0004347553476691246,,158464,,606.0,0.0,0.004167077597230673,1763260329.0955229
-0.002445109188556671,-0.07323837280273438,0.5132861733436584,0.00020245775522198528,305.17415022850037,0.02144249528646469,1818,0.0024995720013976097,,162688,,607.0,0.0,0.00011101772543042898,1763260335.2648892
-0.011862359941005707,-0.6384478807449341,0.4903261363506317,0.000202150535187684,305.9838647842407,0.01469433680176735,1823,0.0005888920277357101,,163200,,607.0,0.0,0.00013723591109737754,1763260336.0746038
