_runtime,losses/old_approx_kl,losses/explained_variance,losses/value_loss,losses/entropy,charts/episodic_return,charts/episodic_length,_timestamp,_step,losses/clipfrac,losses/approx_kl,charts/SPS,losses/policy_loss,charts/learning_rate,global_step
36.66127824783325,,,,,,,1763260066.7668602,0,,,,,,0
37.69495916366577,,,,,37.0,37.0,1763260067.8005412,7,,,,,,171
39.26711177825928,0.0011514518409967422,-0.07230889797210693,33.679298400878906,0.6883457899093628,,,1763260069.3726938,33,0.0,6.63120299577713e-05,446.0,-0.001477763056755066,0.0002996159892063588,768
39.632002115249634,,,,,27.0,27.0,1763260069.737584,41,,,,,,939
39.99922966957092,,,,,21.0,21.0,1763260070.1048117,47,,,,,,1052
41.21610164642334,0.0017147138714790344,0.012901902198791504,35.52248764038086,0.6454406976699829,,,1763260071.3216836,64,0.0,0.0012440625578165054,418.0,-0.013587318360805511,0.00029915515915490687,1536
42.015307664871216,,,,,90.0,90.0,1763260072.1208897,74,,,,,,2041
42.40095281600952,-5.1802024245262146e-05,-0.11334002017974854,41.66566467285156,0.5927703976631165,,,1763260072.5065348,77,0.0,7.307343184947968e-05,448.0,0.0018307231366634369,0.00029877113411203027,2176
43.34893989562988,,,,,74.0,74.0,1763260073.454522,88,,,,,,2807
44.279134035110474,,,,,48.0,48.0,1763260074.384716,102,,,,,,3433
44.53659248352051,-0.010455467738211155,-0.13864636421203613,44.30708312988281,0.6038491129875183,,,1763260074.6421745,104,0.0,0.00045294594019651413,512.0,0.005510158836841583,0.00029792627901770175,3584
46.872334003448486,0.006066806614398956,0.2800995707511902,31.762832641601562,0.5238409042358398,,,1763260076.977916,133,0.01171875,0.0023421794176101685,562.0,0.005815964192152023,0.0002969278139062226,5248
48.4741051197052,0.0043387748301029205,-0.08088886737823486,32.69850158691406,0.5422295331954956,,,1763260078.579687,147,0.0,0.00031194649636745453,585.0,-0.016258085146546364,0.0002962365688290447,6400
48.66177845001221,0.003303326666355133,-0.05918872356414795,33.15088653564453,0.5571936964988708,,,1763260078.7673604,149,0.0,0.0005128979682922363,587.0,-0.0021361904218792915,0.0002961597638204694,6528
48.715901613235474,,,,,103.0,103.0,1763260078.8214836,150,,,,,,6588
49.33626651763916,-0.006569003686308861,-0.14870214462280273,38.80110168457031,0.5083997249603271,,,1763260079.4418485,155,0.0,0.0010307077318429947,597.0,0.006765488535165787,0.0002958525437861681,7040
49.53161072731018,0.0023741750046610832,-0.014431595802307129,31.17313003540039,0.5559196472167969,,,1763260079.6371927,157,0.0,0.0009076138958334923,598.0,-0.008814573287963867,0.0002957757387775928,7168
50.91395688056946,-0.00018274784088134766,0.06973040103912354,26.475461959838867,0.5713321566581726,,,1763260081.0195389,172,0.0,6.96815550327301e-05,622.0,0.0038848817348480225,0.0002950844937004149,8320
52.97894763946533,0.0006335098296403885,0.2190493941307068,27.936784744262695,0.583156406879425,,,1763260083.0845296,195,0.0,6.752274930477142e-05,655.0,0.002564564347267151,0.0002940092235803604,10112
53.70833086967468,-0.019473295658826828,0.10350173711776733,27.251935958862305,0.5898178815841675,,,1763260083.8139129,203,0.0,0.0016056951135396957,665.0,-0.024719197303056717,0.0002936251985374838,10752
54.50830698013306,0.001518869772553444,0.008149027824401855,29.256797790527344,0.5152900218963623,,,1763260084.613889,213,0.0,2.715177834033966e-05,679.0,0.0015460141003131866,0.0002931643684860319,11520
54.88971662521362,0.008271163329482079,0.433957040309906,28.140731811523438,0.5479363203048706,,,1763260084.9952986,217,0.0,0.00035626813769340515,686.0,-0.0036270655691623688,0.00029293395346030593,11904
55.861093282699585,-0.009518587030470371,0.13238155841827393,25.251039505004883,0.5894041657447815,,,1763260085.9666753,228,0.017578125,0.011221284978091717,698.0,-0.03275710344314575,0.0002923963184002787,12800
56.32672643661499,-0.00018774159252643585,0.1525140404701233,23.249101638793945,0.5444337129592896,,,1763260086.4323084,233,0.0,1.7134472727775574e-05,702.0,-0.0005352422595024109,0.0002921659033745527,13184
58.00117111206055,-0.005586615763604641,0.35731732845306396,30.803455352783203,0.553867757320404,,,1763260088.106753,251,0.0,0.0002632075920701027,719.0,0.01841290295124054,0.0002912442432716489,14720
58.750248670578,0.0002256995067000389,0.36121004819869995,35.89622497558594,0.5710735321044922,,,1763260088.8558307,259,0.0,0.0001245429739356041,724.0,0.0030270814895629883,0.0002908602182287723,15360
59.38809680938721,0.0029505249112844467,0.41676461696624756,28.7779541015625,0.5868947505950928,,,1763260089.4936788,265,0.0,0.0002934001386165619,726.0,0.009900853037834167,0.000290552998194471,15872
60.37832713127136,-0.0007567610591650009,0.22854101657867432,21.85654067993164,0.5720583200454712,,,1763260090.4839091,273,0.0,0.00034927576780319214,728.0,-0.0033886004239320755,0.0002900921681430191,16640
60.40161156654358,,,,,382.0,382.0,1763260090.5071936,274,,,,,,16699
62.45424818992615,0.014123883098363876,0.20435082912445068,17.705795288085938,0.5848371982574463,,,1763260092.5598302,292,0.0,0.001615297980606556,734.0,-0.010510776191949844,0.0002890937030315399,18304
66.36026239395142,,,,,142.0,142.0,1763260096.4658444,321,,,,,,20247
67.26828193664551,,,,,98.0,98.0,1763260097.373864,327,,,,,,20614
