losses/clipfrac,_runtime,_timestamp,charts/episodic_length,losses/explained_variance,losses/entropy,losses/approx_kl,losses/value_loss,losses/policy_loss,losses/old_approx_kl,charts/SPS,charts/episodic_return,_step,global_step,charts/learning_rate
0.0,120.38341164588928,1763260210.5545266,,0.13903367519378662,0.5984997153282166,0.0007208501920104027,74.5887451171875,-0.01256193220615387,0.005946292541921139,433.0,,547,36224,0.0002783410018309951
0.0,121.95130228996277,1763260212.1224172,,0.8384682536125183,0.5414417386054993,4.268251359462738e-06,56.42240524291992,0.00013234280049800873,0.00015471596270799637,434.0,,555,36992,0.00027788017177954316
,122.52767610549927,1763260212.698791,169.0,,,,,,,,169.0,559,37284,
0.0,124.1307601928711,1763260214.301875,,0.7700001001358032,0.5345478653907776,0.0008187592029571533,91.79808044433594,-0.019730955362319946,0.010231800377368927,435.0,,568,38016,0.0002772657317109406
0.0,129.02561497688293,1763260219.19673,,0.748375415802002,0.4792013168334961,1.5188939869403839e-05,41.67872619628906,0.0012490777298808098,-0.0008350023999810219,436.0,,595,40320,0.0002758832706604153
0.0,132.49919819831848,1763260222.6703131,,-0.0016045570373535156,0.5685732960700989,3.93204391002655e-06,11.898124694824219,-0.000386066734790802,0.00020898133516311646,438.0,,612,41984,0.00027488480554893613
,132.80223631858826,1763260222.9733512,315.0,,,,,,,,315.0,614,42145,
,135.89945936203003,1763260226.0705743,470.0,,,,,,,,470.0,630,43646,
0.0,137.2157793045044,1763260227.3868942,,0.005691885948181152,0.5983096361160278,0.00011786073446273804,172.5178680419922,8.271262049674988e-05,-0.0017623510211706161,439.0,,636,44160,0.0002735791204031557
0.0,138.04802560806274,1763260228.2191405,,0.01492840051651001,0.5471853017807007,1.831352710723877e-05,240.49989318847656,0.0018118321895599365,-0.0010356716811656952,439.0,,640,44544,0.0002733487053774297
0.0,139.75418043136597,1763260229.9252954,,0.29140716791152954,0.5609761476516724,7.839221507310867e-05,7.293654441833496,0.0006648674607276917,0.0003743292763829231,439.0,,650,45312,0.0002728878753259778
0.0,142.65403199195862,1763260232.825147,,0.877411961555481,0.5410231947898865,0.0011289510875940323,10.211454391479492,-0.003973480314016342,0.015636682510375977,441.0,,664,46720,0.0002720430202316493
,146.4599437713623,1763260236.6310587,500.0,,,,,,,,500.0,684,48523,
0.0,147.5092167854309,1763260237.6803317,,-0.16957354545593262,0.5136382579803467,2.989731729030609e-05,5.824136257171631,-0.0007450245320796967,-0.0009685661643743515,442.0,,689,49024,0.0002706605300772935
0.0,149.3774197101593,1763260239.5485346,,0.10757023096084595,0.5186415314674377,1.982133835554123e-05,89.25189208984375,-0.0055285971611738205,0.000841737724840641,443.0,,698,49920,0.0002701228950172663
0.0,150.19478917121887,1763260240.365904,,-0.09828948974609375,0.48276007175445557,3.9944425225257874e-05,4.380756855010986,-0.0018498115241527557,0.0009577665477991104,443.0,,702,50304,0.0002698924799915403
0.0,151.22966694831848,1763260241.4007819,,-0.012274026870727539,0.46643903851509094,6.875954568386078e-06,4.221665859222412,0.0002727266401052475,0.0002816850319504738,443.0,,707,50816,0.00026958525995723903
0.0,155.8550670146942,1763260246.026182,,-6.754367351531982,0.5385238528251648,0.0003251330927014351,17.89973258972168,-0.007663523778319359,-0.004677551798522472,446.0,,729,53120,0.00026820276980288327
0.0,160.97857284545898,1763260251.1496878,,-2.0504064559936523,0.5804327726364136,0.003466161899268627,23.387706756591797,0.0013338588178157806,0.01772184669971466,447.0,,757,55552,0.0002667434746399522
0.0,161.83251667022705,1763260252.0036316,,0.6880236864089966,0.5810651183128357,2.251099795103073e-05,1.2746410369873047,-0.0009614340960979462,-0.00030275527387857437,447.0,,762,55936,0.0002665130596142262
0.0,162.66261792182922,1763260252.8337328,,0.2647663950920105,0.5891865491867065,5.0943344831466675e-05,1.197089433670044,-0.0028174202889204025,-8.243881165981293e-05,447.0,,767,56320,0.00026628264458850026
0.0,164.1963746547699,1763260254.3674896,,0.000557243824005127,0.6096982955932617,5.449727177619934e-05,498.5986022949219,6.332993507385254e-06,-0.00023946166038513184,447.0,,775,57088,0.00026582181453704834
0.005859375,166.78711795806885,1763260256.9582329,,0.8228172659873962,0.4958765506744385,0.0034372229129076004,0.6610583662986755,0.00023505836725234985,-0.014143764972686768,448.0,,788,58368,0.00026505376445129514
0.0,168.57585167884827,1763260258.7469666,,-0.011060476303100586,0.5680525302886963,5.288049578666687e-06,0.7042046785354614,0.00043325871229171753,-0.0008216165006160736,449.0,,797,59264,0.0002645161293912679
0.0,170.34711694717407,1763260260.5182319,,0.013104259967803955,0.567219078540802,0.00022811908274888992,443.4271240234375,-0.0038377270102500916,6.719771772623062e-05,450.0,,806,60160,0.00026397849433124065
0.0,172.18960523605347,1763260262.3607202,,-0.0018378496170043945,0.5593365430831909,0.0009962702170014381,0.27665427327156067,-0.0020320601761341095,-0.01151579711586237,450.0,,815,61056,0.0002634408592712134
0.0,181.58079075813293,1763260271.7519057,,-0.997727632522583,0.5656268000602722,0.0006867498159408569,0.014630772173404694,0.004090385511517525,0.002484504133462906,453.0,,863,65664,0.0002606758789625019
0.0078125,183.413321018219,1763260273.584436,,-0.6719961166381836,0.5304261445999146,0.001966431736946106,0.0016884134383872151,-0.0006895735859870911,0.010009713470935822,453.0,,872,66560,0.00026013824390247464
0.0,184.1835422515869,1763260274.3546572,,-2.81441068649292,0.5645506978034973,0.0006061308085918427,0.0009203876834362745,-0.011717606335878372,-0.016701243817806244,454.0,,876,66944,0.0002599078288767487
,193.56074213981628,1763260283.731857,500.0,,,,,,,,500.0,922,71675,
0.021484375,195.2873420715332,1763260285.458457,,-0.06104016304016113,0.561450183391571,0.004628567025065422,0.0006430827779695392,-0.008950382471084595,0.002028645947575569,457.0,,930,72448,0.0002566052135080099
0.0,196.8438847064972,1763260287.0149996,,0.0019336342811584473,0.5201998949050903,0.0013728253543376923,152.1407470703125,-0.0025167763233184814,0.016323206946253777,457.0,,938,73216,0.000256144383456558
0.03125,197.55884528160095,1763260287.7299602,,0.25871825218200684,0.5120779275894165,0.007206711918115616,0.00011883012484759092,-0.0204963106662035,-0.003457135520875454,457.0,,941,73600,0.00025591396843083203
,197.61022877693176,1763260287.7813437,500.0,,,,,,,,500.0,942,73675,
0.0,198.79938220977783,1763260288.9704971,,-3.707408905029297e-05,0.5730338096618652,0.000899050384759903,466.14764404296875,0.002525933086872101,0.0009911172091960907,458.0,,948,74240,0.00025552994338795543
0.0,202.2230670452118,1763260292.394182,,0.077059805393219,0.5337041020393372,6.934069097042084e-05,0.0004791333922185004,-0.0027389079332351685,0.004730859771370888,464.0,,974,76928,0.0002539170382078737
0.0,203.43832778930664,1763260293.6094427,,0.430090069770813,0.5099857449531555,0.0011471454054117203,0.00017260262393392622,0.009789600968360901,-0.006721291691064835,465.0,,980,77568,0.0002535330131649971
0.0078125,204.36302542686462,1763260294.5341403,,-0.5073513984680176,0.5518028140068054,0.0037306873127818108,0.00023472188331652433,-0.03455287590622902,0.03047880157828331,465.0,,985,78080,0.0002532257931306958
0.05078125,206.26290130615234,1763260296.4340162,,-0.7034999132156372,0.5841458439826965,0.011095322668552399,0.0002467951853759587,-0.005373448133468628,-0.015215355902910233,466.0,,995,79104,0.00025261135306209326
0.0,206.51342725753784,1763260296.6845422,,0.0011183619499206543,0.5544747114181519,0.00026934966444969177,304.7787780761719,0.003028489649295807,-0.002280358225107193,466.0,,997,79232,0.00025253454805351794
0.0,210.02817296981812,1763260300.199288,,-1.52433443069458,0.4919329285621643,0.000761721283197403,0.0003873934329021722,-0.0075978487730026245,-0.0041200872510671616,468.0,,1015,81152,0.0002513825020287186
0.0,210.7651286125183,1763260300.9362435,,-0.13923239707946777,0.5188717842102051,0.0014096125960350037,9.219693311024457e-05,0.00620231032371521,0.005700584501028061,469.0,,1020,81664,0.0002510752819944173
0.0,212.02377939224243,1763260302.1948943,,0.0002473592758178711,0.49554184079170227,0.0013421010226011276,413.1877746582031,0.0003707706928253174,-0.006191745400428772,471.0,,1031,82688,0.00025046084192581475
,214.78785109519958,1763260304.958966,500.0,,,,,,,,500.0,1050,84675,
0.0,215.50181794166565,1763260305.6729329,,0.14213228225708008,0.5226995944976807,7.685273885726929e-05,0.0009160275221802294,0.00014923512935638428,0.0017642900347709656,475.0,,1053,84992,0.000249078351771459
0.0,216.48950171470642,1763260306.6606166,,-0.012722373008728027,0.4899231195449829,0.0012472951784729958,0.0008251076797023416,-0.014396214857697487,-0.020384494215250015,475.0,,1058,85504,0.0002487711317371577
0.0,220.89157843589783,1763260311.0626934,,-0.03645002841949463,0.5417910218238831,9.524915367364883e-05,0.00018914086103904992,0.002312593162059784,0.0009018769487738609,478.0,,1083,88064,0.0002472350315656513
0.0,222.2057819366455,1763260312.3768969,,0.09080666303634644,0.4864845275878906,4.3297186493873596e-05,0.003389757126569748,-0.00046765804290771484,0.0015133153647184372,479.0,,1091,88832,0.0002467742015141994
0.0,224.09286761283875,1763260314.2639825,,0.26666849851608276,0.5399351716041565,0.0014571808278560638,0.00571010448038578,-0.00757376104593277,-0.008229410275816917,482.0,,1106,90368,0.00024585254141129553
0.015625,225.59469294548035,1763260315.7658079,,-0.3853645324707031,0.498941570520401,0.00584117416292429,0.00027850805781781673,-0.004527794197201729,-0.0010464107617735863,485.0,,1118,91648,0.00024508449132554233
0.0,226.38876819610596,1763260316.559883,,1.2814998626708984e-05,0.4897918105125427,0.000780484639108181,424.6558837890625,0.000630110502243042,-0.0005283551290631294,486.0,,1125,92288,0.00024470046628266573
,227.33074474334717,1763260317.5018597,500.0,,,,,,,,500.0,1133,93175,
0.0,228.73311257362366,1763260318.9042275,,0.0014762282371520996,0.48192647099494934,6.16125762462616e-05,0.0034128788392990828,2.3968517780303955e-05,6.217695772647858e-05,491.0,,1145,94336,0.0002434715861454606
0.0,231.94836115837097,1763260322.119476,,-0.0002238750457763672,0.49670055508613586,0.0001460770145058632,728.8877563476562,0.0032011941075325012,-0.0003610970452427864,493.0,,1164,96256,0.0002423195110168308
0.0,232.17701411247253,1763260322.348129,,-0.10726594924926758,0.5452163219451904,0.0004298621788620949,0.006107042543590069,0.006829401478171349,0.0004362175241112709,493.0,,1165,96384,0.00024224270600825548
0.0,233.59162783622742,1763260323.7627428,,-0.45903468132019043,0.5800643563270569,0.0006483672186732292,0.00014982212451286614,-0.002359161153435707,-0.0043714335188269615,493.0,,1172,97152,0.00024178187595680356
0.0,235.16025114059448,1763260325.331366,,-0.7546710968017578,0.5153408050537109,0.0006878692656755447,0.0007385152275674045,-0.0034872964024543762,-0.016461513936519623,494.0,,1181,98048,0.00024124424089677632
0.0,236.053626537323,1763260326.2247415,,0.145146906375885,0.5031728744506836,0.0005647512152791023,0.00026172175421379507,-0.0003589540719985962,-0.0010399939492344856,494.0,,1186,98560,0.00024093702086247504
,237.99074578285217,1763260328.1618607,500.0,,,,,,,,500.0,1197,99675,
0.0,240.90503025054932,1763260331.0761452,,0.0001696944236755371,0.4593890309333801,0.0004542255774140358,581.8446655273438,-0.008432699367403984,-0.0024031559005379677,495.0,,1213,101248,0.0002393241156823933
0.001953125,241.311448097229,1763260331.482563,,0.2380163073539734,0.4545990824699402,0.003808392211794853,0.0009028351050801575,-0.012503102421760559,0.01714523509144783,496.0,,1215,101504,0.00023917050566524267
0.0,242.77939224243164,1763260332.9505072,,-0.11358845233917236,0.5596650242805481,0.00041073933243751526,0.00015922689635772258,0.0021238699555397034,0.00350080244243145,498.0,,1226,102656,0.0002384792605880648
0.0,243.23145604133606,1763260333.402571,,-0.030328035354614258,0.5326299667358398,0.0003239009529352188,0.0004915287718176842,0.0012181196361780167,-0.004559336230158806,499.0,,1230,103040,0.00023824884556233883
0.0,243.71079349517822,1763260333.8819084,,-0.09239625930786133,0.5142493844032288,0.0004775822162628174,0.0016763911116868258,0.0008399002254009247,-0.0038210824131965637,499.0,,1234,103424,0.00023801843053661287
0.0,245.11501550674438,1763260335.2861304,,-0.08651089668273926,0.5515328645706177,0.0004662126302719116,0.00015074113616719842,-0.0003318414092063904,-0.00023945048451423645,501.0,,1245,104576,0.00023732718545943499
0.0,246.24373865127563,1763260336.4148536,,0.23307842016220093,0.5724579095840454,0.002034595236182213,0.000696271366905421,-0.010232597589492798,0.0021628588438034058,503.0,,1254,105472,0.00023678955039940774
,248.21642637252808,1763260338.3875413,500.0,,,,,,,,500.0,1271,107175,
0.0,251.7337610721588,1763260341.904876,,0.0409773588180542,0.54583740234375,0.0008903229609131813,0.00017445500998292118,0.003892086446285248,0.010784079320728779,512.0,,1299,110080,0.00023402458464261144
0.0,256.5583393573761,1763260346.7294543,,-0.02475261688232422,0.5109827518463135,6.853416562080383e-05,0.004592835903167725,-0.003527780994772911,0.0025237444788217545,518.0,,1339,114048,0.00023164362937677652
0.0,256.7427215576172,1763260346.9138365,,-0.04922068119049072,0.5009483695030212,0.000535549595952034,0.0006101849139668047,-0.004243798553943634,0.00020180828869342804,519.0,,1340,114176,0.0002315668243682012
0.0,258.31138801574707,1763260348.482503,,-0.1485666036605835,0.5581752061843872,0.0003132568672299385,0.00462308106943965,-0.006266649812459946,0.007364525459706783,519.0,,1349,115072,0.00023102918930817395
0.0,260.79593873023987,1763260350.9670537,,-0.0001239776611328125,0.4600716233253479,0.00014095939695835114,239.86215209960938,0.0025380104780197144,-0.0013350360095500946,519.0,,1363,116480,0.00023018433421384543
0.0,261.2342987060547,1763260351.4054136,,0.1472313404083252,0.43458589911460876,0.0003183521330356598,0.0003907943901140243,-0.0005791075527667999,0.00045627914369106293,520.0,,1365,116736,0.0002300307241966948
0.0,262.13140845298767,1763260352.3025234,,-0.07406735420227051,0.4465097188949585,0.00038047507405281067,0.0006985684158280492,0.0010519400238990784,0.003507141023874283,520.0,,1370,117248,0.0002297235041623935
0.0,263.9081394672394,1763260354.0792544,,-0.181488037109375,0.40507614612579346,0.00027974508702754974,0.0006409607594832778,-0.00528915598988533,-0.00592934712767601,520.0,,1380,118272,0.00022910906409379095
,263.95144748687744,1763260354.1225624,500.0,,,,,,,,500.0,1381,118398,
0.0,265.2457444667816,1763260355.4168594,,-0.00887906551361084,0.48190242052078247,7.177609950304031e-05,0.00590213667601347,-0.00025429949164390564,-0.000901554711163044,520.0,,1388,119040,0.00022864823404233903
0.0,266.30653166770935,1763260356.4776466,,0.24175846576690674,0.46526414155960083,0.0007455619052052498,0.00018295666086487472,-0.004011671990156174,0.011563676409423351,521.0,,1395,119808,0.0002281874039908871
0.00390625,266.7581629753113,1763260356.929278,,0.21637797355651855,0.4729573130607605,0.0012230407446622849,0.000613121606875211,-0.014408009126782417,-0.0070868078619241714,522.0,,1399,120192,0.00022795698896516114
0.0,267.5178225040436,1763260357.6889374,,0.44338375329971313,0.5164706110954285,0.0002204999327659607,0.00012381542182993144,-0.00352577306330204,0.00021992065012454987,523.0,,1405,120832,0.00022757296392228454
0.0,271.8646583557129,1763260362.0357733,,-0.0001010894775390625,0.49226391315460205,0.00028143078088760376,152.08975219726562,-0.0027875397354364395,-0.0008612815290689468,525.0,,1432,123520,0.00022596005874220282
0.0,271.99245381355286,1763260362.1635687,,-0.14779448509216309,0.4824008345603943,5.7687051594257355e-05,0.0020851818844676018,0.0012264586985111237,-0.0001474795863032341,525.0,,1433,123648,0.0002258832537336275
,274.48411798477173,1763260364.655233,500.0,,,,,,,,500.0,1455,125898,
0.0,274.6039500236511,1763260364.775065,,-3.8504600524902344e-05,0.4820428788661957,2.2646039724349976e-05,353.9983825683594,-0.0010059215128421783,7.887184619903564e-05,529.0,,1456,125952,0.00022450076357927173
0.0,274.71530842781067,1763260364.8864233,,-0.09495699405670166,0.48839253187179565,0.0021604876965284348,0.004229254089295864,-0.004610873758792877,-0.011812113225460052,529.0,,1457,126080,0.0002244239585706964
,282.6744735240936,1763260372.8455884,500.0,,,,,,,,500.0,1514,131898,
0.0,283.96435475349426,1763260374.1354697,,0.017837464809417725,0.5144436955451965,8.385442197322845e-05,0.0056443968787789345,-0.0020352862775325775,-0.0034786760807037354,536.0,,1521,132608,0.0002205069176852703
0.0,284.65367817878723,1763260374.824793,,-8.344650268554688e-06,0.5373609066009521,0.00029627326875925064,452.9390869140625,-0.0004903022199869156,0.012083944864571095,536.0,,1525,132992,0.00022027650265954435
0.0,285.0927586555481,1763260375.2638736,,-0.17883360385894775,0.5591694116592407,0.0005563199520111084,0.0009161666384898126,-0.008487947285175323,-0.0002150069922208786,536.0,,1527,133248,0.0002201228926423937
,285.36268877983093,1763260375.5338037,500.0,,,,,,,,500.0,1529,133398,
,286.24816846847534,1763260376.4192834,500.0,,,,,,,,500.0,1534,133898,
0.0,286.55896401405334,1763260376.730079,,0.018038630485534668,0.5693601369857788,0.0002306802198290825,0.0025344579480588436,0.0025684088468551636,-0.0036541977897286415,537.0,,1536,134144,0.00021958525758236647
,287.30926966667175,1763260377.4803846,500.0,,,,,,,,500.0,1543,134898,
0.0,287.5443003177643,1763260377.7154152,,0.09920996427536011,0.5063989162445068,0.0004160376265645027,0.0059220753610134125,0.0031314417719841003,-0.0021084463223814964,538.0,,1545,135040,0.00021904762252233922
0.001953125,287.69519329071045,1763260377.8663082,,-0.1258707046508789,0.5626078844070435,0.000709066167473793,0.0006936913123354316,0.001526467502117157,0.005670832470059395,538.0,,1546,135168,0.0002189708175137639
,289.0443422794342,1763260379.2154572,500.0,,,,,,,,500.0,1558,136398,
0.0,289.17936992645264,1763260379.3504848,,1.800060272216797e-05,0.5577946901321411,0.0004105186089873314,371.9906005859375,0.00034920312464237213,0.0030449116602540016,540.0,,1559,136448,0.0002182027674280107
,289.6395287513733,1763260379.8106437,500.0,,,,,,,,500.0,1563,136898,
,289.81869673728943,1763260379.9898117,16.0,,,,,,,,16.0,1566,137065,
0.0,293.5198485851288,1763260383.6909635,,-0.28385627269744873,0.523826003074646,0.00011469889432191849,0.004839989822357893,-0.0013510137796401978,-0.0006637228652834892,542.0,,1588,139264,0.00021651305723935366
0.0,293.7426817417145,1763260383.9137967,,-0.010464191436767578,0.5873454809188843,0.0009934091940522194,0.0007707303739152849,-0.014176439493894577,-0.001046295277774334,542.0,,1589,139392,0.00021643625223077834
0.0,295.04488706588745,1763260385.216002,,-2.5272369384765625e-05,0.4751015901565552,0.0005761021748185158,446.5358581542969,0.009258214384317398,0.0036463597789406776,542.0,,1597,140160,0.00021597542217932642
0.0,296.45716881752014,1763260386.6282837,,-0.01552128791809082,0.6249217391014099,0.0002111252397298813,0.006447524763643742,0.0011030472815036774,-0.005315763875842094,543.0,,1607,141184,0.00021536098211072385
0.0,296.72941541671753,1763260386.9005303,,-0.0234987735748291,0.5477731823921204,0.0006614159792661667,0.00031836365815252066,0.002347886562347412,0.011718664318323135,544.0,,1609,141440,0.0002152073720935732
,296.76181983947754,1763260386.9329348,489.0,,,,,,,,489.0,1610,141507,
0.0,297.0342035293579,1763260387.2053185,,0.24585622549057007,0.5970259308815002,0.0003648223355412483,0.0052393702790141106,-0.006660148501396179,0.005171668715775013,544.0,,1612,141696,0.00021505376207642257
0.0,298.48403882980347,1763260388.6551538,,-0.24588024616241455,0.5118628740310669,0.00024329125881195068,0.010574491694569588,-0.0028881654143333435,0.004292536526918411,546.0,,1626,142976,0.00021428571199066937
0.0,299.79324984550476,1763260389.9643648,,-0.19226491451263428,0.5532518625259399,0.0009937575086951256,0.009324549697339535,-0.0032332539558410645,0.020700689405202866,547.0,,1638,144128,0.0002135944669134915
0.0,305.70620465278625,1763260395.8773196,,-0.04567849636077881,0.5426313877105713,0.0007859794422984123,0.0058036986738443375,0.0027036122046411037,-0.004112050868570805,554.0,,1687,149120,0.000210599071579054
0.0,312.13906836509705,1763260402.3101833,,-0.17328107357025146,0.5771896839141846,8.134078234434128e-05,0.0005356553010642529,-0.002853408455848694,0.0038596810773015022,558.0,,1732,153728,0.0002078341058222577
0.0,314.3490250110626,1763260404.52014,,1.919269561767578e-05,0.5216705799102783,0.000581459142267704,579.629150390625,0.004348095506429672,0.009720138274133205,558.0,,1745,155008,0.0002070660557365045
0.0,315.785409450531,1763260405.9565244,,-0.04176318645477295,0.5088063478469849,0.001998813822865486,8.752269786782563e-05,-0.011229634284973145,0.02432626113295555,558.0,,1753,155904,0.00020652842067647725
,315.82649278640747,1763260405.9976077,500.0,,,,,,,,500.0,1754,155921,
0.0,317.7287244796753,1763260407.8998394,,-0.038360595703125,0.4423068165779114,0.0010431371629238129,0.004435674753040075,-0.0016385391354560852,-0.001469714567065239,558.0,,1765,157056,0.00020583717559929937
,318.1222674846649,1763260408.2933824,500.0,,,,,,,,500.0,1768,157421,
0.0,319.1995086669922,1763260409.3706236,,-0.031745195388793945,0.4695509076118469,0.001401565968990326,0.00011148698104079813,-0.008613333106040955,0.0004525948315858841,560.0,,1777,158336,0.00020506912551354617
