losses/approx_kl,losses/clipfrac,losses/explained_variance,charts/episodic_length,losses/value_loss,charts/learning_rate,_step,global_step,losses/entropy,losses/policy_loss,_timestamp,charts/episodic_return,_runtime,charts/SPS,losses/old_approx_kl
0.0003952588886022568,0.0,-2.1776065826416016,,0.07071428000926971,0.00011466973955975845,3299,308992,0.5624380707740784,-0.008342638611793518,1763260592.4497466,,502.19777965545654,653.0,0.0029981695115566254
0.00010300707072019577,0.0,-0.30444109439849854,,0.0006823946023359895,0.00011228878429392353,3338,312960,0.5334136486053467,-2.7810223400592804e-05,1763260596.1610074,,505.9090404510498,656.0,-0.0007940782234072685
3.661587834358215e-05,0.0,0.0014442801475524902,,444.8587646484375,0.00011152073420817032,3351,314240,0.5253947973251343,0.0013883523643016815,1763260597.477865,,507.22589802742004,657.0,-0.0016403403133153915
1.2298114597797394e-05,0.0,0.25260525941848755,,0.0021320495288819075,0.00011113670916529372,3357,314880,0.5411648154258728,-0.0014050062745809555,1763260598.1354234,,507.88345646858215,657.0,-0.0015094773843884468
0.0003290437161922455,0.0,-0.0013583898544311523,,467.0162658691406,0.0001109831064241007,3360,315136,0.5178818702697754,0.006176762282848358,1763260598.4079955,,508.15602850914,657.0,-0.008224878460168839
6.075762212276459e-05,0.0,-0.01851499080657959,,0.00026687068748287857,0.00010860215115826577,3398,319104,0.5270110368728638,-0.001162281259894371,1763260602.449872,,512.1979050636292,660.0,0.002665005624294281
7.720105350017548e-05,0.0,-0.17621064186096191,,0.0038856794126331806,0.00010844854114111513,3401,319360,0.39084991812705994,-0.0019154660403728485,1763260602.7263994,,512.4744324684143,660.0,0.003278065472841263
0.00018434319645166397,0.0,-0.28597116470336914,,0.004158291965723038,0.00010814132110681385,3406,319872,0.5449718832969666,0.0022550090216100216,1763260603.2300675,,512.9781005382538,661.0,-0.0021574879065155983
4.919152706861496e-05,0.0,-1.2454900741577148,,0.0005268504610285163,0.00010806451609823853,3407,320000,0.5664600133895874,0.0005577355623245239,1763260603.3508036,,513.0988366603851,661.0,0.0021244650706648827
0.00022631045430898666,0.0,-0.0003217458724975586,,293.5786437988281,0.00010737327102106065,3419,321152,0.5289126634597778,0.003516934812068939,1763260604.5619197,,514.3099527359009,661.0,0.0021745627745985985
0.00013318751007318497,0.0,-0.22371304035186768,,0.0003938422305509448,0.00010691244096960872,3426,321920,0.5039029121398926,-0.000488966703414917,1763260605.3290899,,515.077122926712,662.0,0.0013081347569823265
,,,500.0,,,3428,322134,,,1763260605.499736,500.0,515.2477691173553,,
0.0003981674090027809,0.0,-0.28551995754241943,,0.003785268869251013,0.00010637480590958148,3435,322816,0.5029345750808716,-0.008531555533409119,1763260606.2776637,,516.0256967544556,663.0,0.0006719613447785378
0.0003807786852121353,0.0,-0.012279748916625977,,0.004198454786092043,0.00010545314580667764,3450,324352,0.5127791166305542,-0.001953907310962677,1763260607.8648648,,517.6128978729248,664.0,-0.0024283062666654587
0.000361735001206398,0.0,-1.0436832904815674,,0.0006290317396633327,0.00010537634079810232,3451,324480,0.5503818988800049,0.005756571888923645,1763260607.9935665,,517.7415995597839,664.0,0.009008290246129036
1.0625459253787994e-05,0.0,-0.24302756786346436,,0.00020507531007751822,0.00010468510299688205,3462,325632,0.44399294257164,0.00016921386122703552,1763260609.1279233,,518.8759562969208,664.0,0.00035093631595373154
0.00015852320939302444,0.0,0.04478740692138672,,0.00021540366287808865,0.00010384024790255353,3476,327040,0.4951286017894745,0.0023210309445858,1763260610.6359713,,520.3840043544769,665.0,0.005905480124056339
2.3159198462963104e-05,0.0,0.1897118091583252,,0.0026881082449108362,0.00010368663788540289,3479,327296,0.45679354667663574,-0.000493757426738739,1763260610.9015625,,520.6495954990387,665.0,-0.0016664555296301842
2.2777356207370758e-05,0.0,-1.895427703857422e-05,,538.6622314453125,0.00010253456275677308,3498,329216,0.4952019155025482,0.0004659295082092285,1763260612.8881295,,522.636162519455,667.0,-0.0003478722646832466
6.878096610307693e-05,0.0,0.00040030479431152344,,485.06451416015625,0.0001022273427224718,3503,329728,0.49808645248413086,-0.004715420305728912,1763260613.3882108,,523.1362438201904,667.0,-0.0011330349370837212
0.00010398030281066895,0.0,1.6391277313232422e-05,,309.03082275390625,0.00010161290265386924,3513,330752,0.4818173348903656,-8.945539593696594e-05,1763260614.419556,,524.1675889492035,668.0,0.0030237026512622833
0.00010156352072954178,0.0,-0.14491486549377441,,0.0002744416706264019,0.00010084485256811604,3525,332032,0.5048484802246094,0.001057300716638565,1763260615.6852028,,525.4332358837128,669.0,-0.0024987300857901573
5.5585987865924835e-05,0.0,1.8656253814697266e-05,,272.59625244140625,0.00010015360749093816,3537,333184,0.5298843383789062,-0.000606440007686615,1763260616.8885932,,526.6366262435913,669.0,-0.0009235898032784462
0.0005760239437222481,0.0,-0.14471125602722168,,0.00026774947764351964,9.907834464684129e-05,3554,334976,0.5525637865066528,0.00033995509147644043,1763260618.6470478,,528.3950808048248,671.0,-0.0013132290914654732
0.00047286506742239,0.0,-0.5086500644683838,,0.00020520368707366288,9.900153963826597e-05,3555,335104,0.4965466856956482,-0.000743865966796875,1763260618.7581713,,528.506204366684,671.0,-0.004478844814002514
3.4784898161888123e-06,0.0,9.834766387939453e-05,,578.3075561523438,9.777265950106084e-05,3576,337152,0.553409218788147,-0.0001558847725391388,1763260620.8799014,,530.6279344558716,672.0,0.00010608416050672531
0.00028796494007110596,0.0,-0.11474215984344482,,0.00020437530474737287,9.76190494839102e-05,3578,337408,0.5897204279899597,-0.0029556527733802795,1763260621.12943,,530.8774631023407,672.0,-0.0034116078168153763
3.6699697375297546e-05,0.0,-2.9802322387695312e-06,,391.4359130859375,9.746543946675956e-05,3581,337664,0.5655561685562134,0.002431962639093399,1763260621.3892817,,531.1373147964478,672.0,0.000611182302236557
0.00032049044966697693,0.0,-1.3837814331054688,,0.0002838513464666903,9.692780440673232e-05,3589,338560,0.5112236142158508,-0.00708182156085968,1763260622.2887537,,532.0367867946625,673.0,-0.000725744292140007
0.0006115548312664032,0.0,-0.5249862670898438,,0.000598447397351265,9.546850924380124e-05,3613,340992,0.447591632604599,-0.004038125276565552,1763260624.8761058,,534.6241388320923,674.0,-0.0029353611171245575
0.00018197577446699142,0.0,-0.3708585500717163,,0.0006707724533043802,9.4930874183774e-05,3622,341888,0.4918975234031677,-0.0008063516579568386,1763260625.815529,,535.5635621547699,675.0,0.0020995447412133217
0.00019193347543478012,0.0,0.00022995471954345703,,406.765625,9.385560406371951e-05,3640,343680,0.4865420460700989,0.0035799704492092133,1763260627.6781337,,537.4261667728424,676.0,-0.0011764774098992348
0.0006363503634929657,0.0,-0.2844029664993286,,0.0034668699372559786,9.285714622819796e-05,3656,345344,0.4697927236557007,-0.00910111516714096,1763260629.4023957,,539.1504287719727,677.0,-0.0068272799253463745
,,,500.0,,,3669,346634,,,1763260630.6689153,500.0,540.4169483184814,,
4.3995678424835205e-06,0.0,-0.0001804828643798828,,467.3061218261719,9.14746560738422e-05,3679,347648,0.49251195788383484,-1.5527009963989258e-05,1763260631.5949473,,541.3429803848267,678.0,4.0337443351745605e-05
,,,500.0,,,3683,348134,,,1763260631.961779,500.0,541.7098121643066,,
5.8854930102825165e-05,0.0,-2.944469451904297e-05,,378.9564208984375,9.116743603954092e-05,3684,348160,0.5388995409011841,-0.003145366907119751,1763260632.0397878,,541.78782081604,679.0,-0.0020830081775784492
3.0938535928726196e-06,0.0,-0.05601048469543457,,0.0004314884718041867,8.947772585088387e-05,3711,350976,0.5618105530738831,-6.159022450447083e-05,1763260634.8984005,,544.6464335918427,680.0,0.000573793426156044
,,,500.0,,,3713,351134,,,1763260635.0355577,500.0,544.7835907936096,,
4.2955391108989716e-05,0.0,-0.2738233804702759,,0.003412902355194092,8.924731082515791e-05,3715,351360,0.5119776129722595,-0.002903468906879425,1763260635.3075356,,545.0555686950684,681.0,-0.0026470599696040154
3.559235483407974e-05,0.0,0.006860673427581787,,0.0002725927042774856,8.824884571367875e-05,3731,353024,0.5054285526275635,-0.001735500991344452,1763260637.0220206,,546.7700536251068,682.0,-0.0008102664723992348
3.795139491558075e-05,0.0,-0.486600399017334,,0.002958727767691016,8.809523569652811e-05,3734,353280,0.5145471692085266,-9.432993829250336e-05,1763260637.2904878,,547.0385208129883,682.0,-0.0018997248262166977
2.7900561690330505e-05,0.0,-0.05315279960632324,,0.00030352547764778137,8.678955782670528e-05,3755,355456,0.5431377291679382,-0.0012894272804260254,1763260639.5330439,,549.2810769081116,683.0,3.167986869812012e-05
6.324425339698792e-05,0.0,-0.45684123039245605,,0.0003635820175986737,8.556067768950015e-05,3775,357504,0.4546142518520355,-0.0004915148019790649,1763260641.6196623,,551.3676953315735,684.0,6.541796028614044e-05
5.6201592087745667e-05,0.0,-0.36346542835235596,,0.0010087672853842378,8.533026266377419e-05,3779,357888,0.4831255078315735,-0.0024023205041885376,1763260642.0360591,,551.7840921878815,684.0,0.000237196683883667
4.321802407503128e-05,0.0,-0.19653642177581787,,0.00045502232387661934,8.379416249226779e-05,3804,360448,0.5190262794494629,-0.0007447525858879089,1763260644.732593,,554.4806261062622,686.0,-0.0006601689383387566
0.00010891444981098175,0.0,3.3855438232421875e-05,,372.96844482421875,8.364055247511715e-05,3807,360704,0.5402668118476868,0.002693064510822296,1763260645.0248277,,554.7728607654572,686.0,-0.0035674292594194412
0.0001649223268032074,0.0,-0.15718448162078857,,0.0033376351930201054,8.11827922007069e-05,3847,364800,0.5247036218643188,-0.004601297900080681,1763260649.1646779,,558.9127109050751,688.0,0.00934191606938839
6.784778088331223e-05,0.0,-0.1603332757949829,,0.0002566383336670697,7.918586925370619e-05,3879,368128,0.5111773610115051,-0.0009634159505367279,1763260652.5685458,,562.3165788650513,690.0,-0.002358357422053814
3.934185951948166e-05,0.0,0.02626490592956543,,0.00037729006726294756,7.895545422798023e-05,3883,368512,0.5003067851066589,-0.0010853055864572525,1763260652.9102116,,562.6582446098328,690.0,9.274575859308243e-05
,,,500.0,,,3884,368634,,,1763260652.9505267,500.0,562.6985597610474,,
4.196539521217346e-05,0.0,0.05707758665084839,,0.00046258041402325034,7.872503920225427e-05,3887,368896,0.48284247517585754,-0.0015522167086601257,1763260653.2838984,,563.0319314002991,691.0,-0.0014055967330932617
7.915310561656952e-06,0.0,0.053983449935913086,,0.0031318964902311563,7.84946241765283e-05,3891,369280,0.4736638069152832,-6.688758730888367e-06,1763260653.7074761,,563.455509185791,691.0,0.0008064946159720421
6.22868537902832e-06,0.0,-0.10708069801330566,,0.00029410049319267273,7.803379412507638e-05,3898,370048,0.5119948983192444,-0.000630602240562439,1763260654.4903512,,564.2383842468262,691.0,-0.0003495737910270691
0.0006009163334965706,0.0,-0.361824631690979,,0.0006755116628482938,7.718893903074786e-05,3912,371456,0.5334457159042358,-0.007165517657995224,1763260656.0037196,,565.751752614975,692.0,0.0058669159188866615
4.889070987701416e-05,0.0,-3.147125244140625e-05,,537.4580078125,7.703532901359722e-05,3915,371712,0.5341317653656006,0.0003722943365573883,1763260656.274685,,566.0227179527283,692.0,-0.0017338786274194717
0.00016471557319164276,0.0,-0.06653213500976562,,0.0003609112463891506,7.61904739192687e-05,3928,373120,0.5571321845054626,-0.0036728549748659134,1763260657.7509835,,567.4990165233612,693.0,0.0012659616768360138
0.00012412015348672867,0.0,-3.0159950256347656e-05,,544.294921875,7.526881381636485e-05,3944,374656,0.5228038430213928,-0.003683827817440033,1763260659.3858614,,569.133894443512,693.0,0.0027403896674513817
4.996545612812042e-06,0.0,0.015104949474334717,,0.002491363789886236,7.519200880778953e-05,3945,374784,0.5581808090209961,-0.00047923624515533447,1763260659.5113382,,569.2593712806702,693.0,-0.0004293406382203102
1.7984770238399506e-05,0.0,0.04785794019699097,,0.00042042371933348477,7.511520379921421e-05,3946,374912,0.5493046641349792,0.0014317110180854797,1763260659.621916,,569.3699491024017,694.0,-0.0005249315872788429
9.368360042572021e-05,0.0,9.256601333618164e-05,,435.3243408203125,7.465438102371991e-05,3954,375680,0.5264184474945068,-0.002272464334964752,1763260660.3958776,,570.1439106464386,694.0,0.0005608927458524704
,,,500.0,,,3963,376634,,,1763260661.324065,500.0,571.0720980167389,,
1.8052756786346436e-05,0.0,2.9146671295166016e-05,,250.77789306640625,7.373272092081606e-05,3969,377216,0.567894458770752,-0.0013465061783790588,1763260661.930938,,571.6789710521698,695.0,8.937343955039978e-05
0.00013207457959651947,0.0,-0.1024012565612793,,0.00050593342166394,7.296467083506286e-05,3981,378496,0.5480300188064575,-0.004550866782665253,1763260663.231558,,572.9795911312103,696.0,-0.0025624390691518784
,,,500.0,,,3983,378634,,,1763260663.3807955,500.0,573.1288285255432,,
,,,500.0,,,3997,380134,,,1763260664.8262432,500.0,574.5742762088776,,
0.00010825414210557938,0.0,0.03912699222564697,,0.0006131641566753387,7.058371556922793e-05,4020,382464,0.5638840198516846,0.0021843034774065018,1763260667.2402978,,576.9883308410645,698.0,0.0036860452964901924
0.00013335514813661575,0.0,-0.053403377532958984,,0.000562744215130806,6.820276757935062e-05,4059,386432,0.5224448442459106,-0.005238458514213562,1763260671.0817904,,580.8298234939575,700.0,0.0015200311318039894
4.657823592424393e-05,0.0,-5.626678466796875e-05,,207.06866455078125,6.651305739069358e-05,4087,389248,0.5153946280479431,-0.0007678382098674774,1763260673.856917,,583.6049499511719,702.0,0.001163211651146412
,,,500.0,,,4091,389634,,,1763260674.2462058,500.0,583.9942388534546,,
,,,500.0,,,4105,391134,,,1763260675.6293674,500.0,585.3774003982544,,
1.1333264410495758e-05,0.0,0.041302621364593506,,0.0002762138319667429,6.513056723633781e-05,4109,391552,0.5593759417533875,-0.0007707774639129639,1763260676.1295478,,585.8775808811188,703.0,0.0008355444297194481
,,,500.0,,,4115,392134,,,1763260676.6338944,500.0,586.3819274902344,,
0.00017199385911226273,0.0,-0.08072757720947266,,0.000339976220857352,6.451612716773525e-05,4119,392576,0.5409479737281799,0.003275372087955475,1763260677.090854,,586.8388869762421,703.0,0.003167293034493923
,,,500.0,,,4144,395134,,,1763260679.468479,500.0,589.216511964798,,
2.815108746290207e-05,0.0,-9.930133819580078e-05,,299.81610107421875,6.267281423788518e-05,4150,395648,0.5956848859786987,-0.0005876123905181885,1763260680.006703,,589.7547359466553,705.0,-0.0001790197566151619
0.00010374188423156738,0.0,-1.3027427196502686,,0.0005381338414736092,6.152073910925537e-05,4168,397568,0.528705358505249,-0.0004505962133407593,1763260681.8209164,,591.5689494609833,706.0,0.003705604001879692
,,,500.0,,,4184,399134,,,1763260683.4008975,500.0,593.1489305496216,,
,,,500.0,,,4194,400134,,,1763260684.3947635,500.0,594.1427965164185,,
2.6170164346694946e-06,0.0,3.600120544433594e-05,,385.43389892578125,5.967741890344769e-05,4199,400640,0.5821216106414795,-3.2670795917510986e-06,1763260684.911998,,594.660031080246,708.0,-0.00011334381997585297
1.5776604413986206e-06,0.0,2.5570392608642578e-05,,630.3023071289062,5.814132236992009e-05,4224,403200,0.5430126190185547,-9.747222065925598e-05,1763260687.389603,,597.1376359462738,709.0,-0.00014519691467285156
5.884096026420593e-06,0.0,5.733966827392578e-05,,539.0073852539062,5.783410233561881e-05,4229,403712,0.6011641025543213,-8.132681250572205e-05,1763260687.8790915,,597.6271245479584,710.0,-0.000654151663184166
,,,500.0,,,4243,405134,,,1763260689.270808,500.0,599.0188410282135,,
3.971252590417862e-05,0.0,-0.17245638370513916,,0.0005123976734466851,5.6758832215564325e-05,4246,405504,0.5698108673095703,-0.0006545037031173706,1763260689.6354644,,599.3834974765778,711.0,-0.0010679373517632484
,,,500.0,,,4252,406134,,,1763260690.1986072,500.0,599.946640253067,,
5.166139453649521e-05,0.0,-0.07348811626434326,,0.002139611169695854,5.6298002164112404e-05,4254,406272,0.5164258480072021,-0.0005060732364654541,1763260690.4072516,,600.1552846431732,711.0,0.000238700769841671
7.993634790182114e-05,0.0,-0.1893777847290039,,0.00047398958122357726,5.6221197155537084e-05,4255,406400,0.5399415493011475,0.0008155107498168945,1763260690.5186868,,600.2667198181152,711.0,0.0013075945898890495
1.4671124517917633e-05,0.0,-2.7298927307128906e-05,,502.8014831542969,5.514593067346141e-05,4273,408192,0.5071633458137512,8.005648851394653e-06,1763260692.2345505,,601.9825835227966,712.0,-0.0011501768603920937
1.6437843441963196e-06,0.0,-0.055179476737976074,,0.00035562197444960475,5.491551564773545e-05,4276,408576,0.5630122423171997,-0.00017765909433364868,1763260692.5715628,,602.3195958137512,712.0,-0.00029774103313684464
,,,500.0,,,4277,408634,,,1763260692.593191,500.0,602.3412239551544,,
1.3870187103748322e-05,0.0,-4.6253204345703125e-05,,595.633544921875,5.4838710639160126e-05,4278,408704,0.5137374997138977,-0.00041016191244125366,1763260692.6898444,,602.4378774166107,712.0,0.00021673459559679031
6.248708814382553e-05,0.0,-0.25211477279663086,,0.002435913775116205,5.4224270570557564e-05,4288,409728,0.5299721360206604,0.001570180058479309,1763260693.639792,,603.387825012207,713.0,-0.0052183931693434715
0.00011275801807641983,0.0,-0.02114737033843994,,0.0005312737775966525,5.4070660553406924e-05,4290,409984,0.5430966019630432,-0.005542829632759094,1763260693.8630495,,603.6110825538635,713.0,0.003730309195816517
1.993216574192047e-05,0.0,-2.86102294921875e-06,,575.966552734375,5.3993855544831604e-05,4292,410112,0.5437732934951782,0.00039865076541900635,1763260693.97782,,603.7258529663086,713.0,0.0016299355775117874
0.0001333765685558319,0.0,-0.2427133321762085,,0.000647022039629519,5.261136539047584e-05,4314,412416,0.52085942029953,0.0033702775835990906,1763260696.078333,,605.8263659477234,715.0,0.00036938488483428955
6.449315696954727e-05,0.0,-0.07600045204162598,,0.0007107228739187121,5.2380954002728686e-05,4318,412800,0.5406227707862854,-0.0006678029894828796,1763260696.414,,606.1620330810547,715.0,0.001960848458111286
0.00014104507863521576,0.0,-0.005266308784484863,,0.0007473913719877601,5.069124381407164e-05,4346,415616,0.5451840162277222,-0.005816452205181122,1763260698.9898906,,608.7379236221313,717.0,0.006048552691936493
2.3008324205875397e-05,0.0,0.018176913261413574,,0.0005457059014588594,4.9462367314845324e-05,4366,417664,0.49692827463150024,0.0005042776465415955,1763260700.8526106,,610.6006436347961,718.0,0.00023780297487974167
,,,500.0,,,4372,418264,,,1763260701.3329935,500.0,611.0810265541077,,
,,,500.0,,,4377,418764,,,1763260701.812767,500.0,611.560800075531,,
5.273148417472839e-06,0.0,-1.5497207641601562e-06,,455.73162841796875,4.877112223766744e-05,4378,418816,0.5625574588775635,-0.0006776377558708191,1763260701.8982437,,611.6462767124176,719.0,0.0003620777279138565
,,,500.0,,,4387,419764,,,1763260702.7024946,500.0,612.4505276679993,,
2.216547727584839e-06,0.0,-0.26266467571258545,,0.0005509251495823264,4.761904710903764e-05,4396,420736,0.4873529374599457,-0.0003146342933177948,1763260703.6184647,,613.3664977550507,720.0,0.0002383757382631302
1.0094605386257172e-05,0.0,0.038510143756866455,,0.0018966745119541883,4.6620581997558475e-05,4413,422400,0.5236218571662903,0.0006118826568126678,1763260705.143896,,614.8919291496277,721.0,0.0003808429464697838
5.448237061500549e-07,0.0,-0.3952500820159912,,0.00046083860797807574,4.646697561838664e-05,4415,422656,0.5225996375083923,-0.00019860826432704926,1763260705.3653426,,615.1133756637573,721.0,-0.00020073261111974716
,,,500.0,,,4456,426764,,,1763260709.0908842,500.0,618.8389172554016,,
4.755984991788864e-05,0.0,-5.9604644775390625e-06,,553.7732543945312,4.308755887905136e-05,4470,428288,0.5491411089897156,0.0008857585489749908,1763260710.4603958,,620.2084288597107,724.0,-0.00020017195492982864
8.149072527885437e-07,0.0,0.0522611141204834,,0.0005217096768319607,4.2549923819024116e-05,4478,429184,0.5493844747543335,-0.0005450397729873657,1763260711.2781863,,621.026219367981,725.0,-0.00010755006223917007
8.284114301204681e-06,0.0,6.651878356933594e-05,,573.7715454101562,4.2473118810448796e-05,4480,429312,0.4792061448097229,0.0005185678601264954,1763260711.3914127,,621.1394457817078,725.0,0.00047439802438020706
1.2598931789398193e-05,0.0,0.1516256332397461,,0.0007067277329042554,4.170506872469559e-05,4492,430592,0.5256664156913757,-0.0005416888743638992,1763260712.5402453,,622.2882783412933,725.0,-0.00041856802999973297
1.141335815191269e-05,0.0,0.008154094219207764,,0.001967823365703225,4.147465369896963e-05,4496,430976,0.5316065549850464,0.0008856654167175293,1763260712.8763,,622.6243331432343,726.0,0.0004444131627678871
1.0212883353233337e-05,0.0,-0.07682526111602783,,0.0005835453048348427,4.132104368181899e-05,4498,431232,0.5456051826477051,-0.0010531675070524216,1763260713.098645,,622.84667801857,726.0,-0.0003862045705318451
1.5409663319587708e-05,0.0,0.022908806800842285,,0.0022804224863648415,4.0015362174017355e-05,4520,433408,0.5560088157653809,-0.002427114173769951,1763260715.0680642,,624.8160972595215,727.0,-0.00030120648443698883
7.376167923212051e-05,0.0,-0.04269576072692871,,0.0007034080335870385,3.9861752156866714e-05,4522,433664,0.5519013404846191,-0.0005990266799926758,1763260715.324927,,625.0729601383209,727.0,-0.0012058867141604424
3.6553479731082916e-05,0.0,0.00016921758651733398,,370.0588073730469,3.9784947148291394e-05,4524,433792,0.48972249031066895,0.0010185986757278442,1763260715.4378564,,625.1858894824982,727.0,0.0013785427436232567
7.602386176586151e-06,0.0,-0.04634296894073486,,0.002080880105495453,3.9708142139716074e-05,4525,433920,0.580768883228302,-0.00010116957128047943,1763260715.5504317,,625.2984647750854,727.0,-0.0014320937916636467
0.00022757705301046371,0.0,-0.31259965896606445,,0.0008628981304354966,3.955453212256543e-05,4527,434176,0.471393883228302,-0.0011198464781045914,1763260715.7729344,,625.5209674835205,728.0,-0.004963814280927181
1.0829418897628784e-05,0.0,0.036767780780792236,,0.000882378313690424,3.932411709683947e-05,4531,434560,0.5136587023735046,-0.0014868974685668945,1763260716.1088471,,625.8568801879883,728.0,-0.0004141479730606079
,,,500.0,,,4533,434764,,,1763260716.2476454,500.0,625.9956784248352,,
2.390332520008087e-05,0.0,2.6941299438476562e-05,,620.910888671875,3.917050707968883e-05,4534,434816,0.5065526366233826,-0.00044493377208709717,1763260716.3659074,,626.1139404773712,728.0,0.00028493255376815796
1.3937242329120636e-05,0.0,-0.11260461807250977,,0.002062401734292507,3.786482193390839e-05,4555,436992,0.4972847104072571,-0.0012404918670654297,1763260718.2969706,,628.0450036525726,729.0,-0.0010147904977202415
4.040077328681946e-06,0.0,-0.15585970878601074,,0.0005759731284342706,3.771121191675775e-05,4557,437248,0.5118851065635681,6.66789710521698e-05,1763260718.553551,,628.3015840053558,729.0,-0.00034007057547569275
2.505909651517868e-05,0.0,0.03799092769622803,,0.0007038786425255239,3.7403995520435274e-05,4562,437760,0.5581088066101074,-0.0013496577739715576,1763260719.0005152,,628.7485482692719,730.0,3.821495920419693e-05
4.96571883559227e-05,0.0,-0.1159437894821167,,0.0006440377910621464,3.655914042610675e-05,4576,439168,0.5391432046890259,0.0007325652986764908,1763260720.2622185,,630.0102515220642,730.0,0.0008169030770659447
6.3693150877952576e-06,0.0,-3.1948089599609375e-05,,424.1905212402344,3.433179881540127e-05,4613,442880,0.4973852038383484,-0.00037357956171035767,1763260723.6632297,,633.4112627506256,732.0,0.0009520435705780983
3.948807716369629e-06,0.0,-2.014636993408203e-05,,628.83642578125,3.348694372107275e-05,4626,444288,0.5399886965751648,-0.00015354901552200317,1763260724.9278133,,634.6758463382721,733.0,7.651746273040771e-05
,,,500.0,,,4635,445264,,,1763260725.7721398,500.0,635.5201728343964,,
1.3774260878562927e-05,0.0,4.875659942626953e-05,,358.77752685546875,3.2565283618168905e-05,4641,445824,0.5423678159713745,-0.0006704702973365784,1763260726.3022358,,636.0502688884735,734.0,0.0008712224662303925
3.0249357223510742e-06,0.0,-0.047849297523498535,,0.0006520372699014843,3.2334868592442945e-05,4644,446208,0.5528225302696228,-0.0002468414604663849,1763260726.6354654,,636.3834984302521,734.0,0.0009743999689817429
6.30505383014679e-07,0.0,3.635883331298828e-06,,229.65536499023438,3.133640711894259e-05,4661,447872,0.5862813591957092,-8.152425289154053e-05,1763260728.2285767,,637.9766097068787,735.0,-0.00036591198295354843
6.467103958129883e-06,0.0,1.0192394256591797e-05,,679.0847778320312,3.0491552024614066e-05,4675,449280,0.5723552703857422,0.0005726218223571777,1763260729.4936862,,639.2417192459106,736.0,2.788752317428589e-05
1.5459954738616943e-07,0.0,-0.05747866630554199,,0.0019046817906200886,2.9493086913134903e-05,4691,450944,0.5428676009178162,-5.052238702774048e-05,1763260731.012139,,640.7601721286774,737.0,0.00013492070138454437
,,,500.0,,,4709,452764,,,1763260732.6211846,500.0,642.369217634201,,
8.364208042621613e-06,0.0,-0.04104650020599365,,0.0007139936788007617,2.8110598577768542e-05,4713,453248,0.5292490720748901,-0.0001283101737499237,1763260733.0914314,,642.8394644260406,738.0,-0.00021652411669492722
,,,500.0,,,4738,455764,,,1763260735.3400583,500.0,645.0880913734436,,
5.704350769519806e-06,0.0,-3.4570693969726562e-06,,491.5506286621094,2.657450022525154e-05,4739,455808,0.5637087225914001,-0.0005347728729248047,1763260735.4221451,,645.1701781749725,739.0,0.00044256541877985
5.811452865600586e-07,0.0,-0.05390775203704834,,0.0008282335475087166,2.64208902081009e-05,4741,456064,0.5493912100791931,4.0553510189056396e-05,1763260735.6436949,,645.3917279243469,740.0,0.00033380091190338135
,,,500.0,,,4743,456264,,,1763260735.78165,500.0,645.5296831130981,,
2.1783635020256042e-06,0.0,-5.269050598144531e-05,,508.5223388671875,2.56528419413371e-05,4754,457344,0.5474184155464172,-0.0005301078781485558,1763260736.7963402,,646.5443732738495,740.0,-9.157788008451462e-05
7.407739758491516e-06,0.0,-4.971027374267578e-05,500.0,566.16357421875,2.45007686316967e-05,4772,459264,0.5540282130241394,-0.0006293170154094696,1763260738.5796983,500.0,648.3277313709259,741.0,-0.0009248014539480209
,,,500.0,,,4786,460764,,,1763260739.8684204,500.0,649.616453409195,,
1.0710209608078003e-07,0.0,1.71661376953125e-05,,562.2257690429688,2.3579108528792858e-05,4787,460800,0.5763049125671387,-1.1377036571502686e-05,1763260739.9484725,,649.6965055465698,742.0,5.010608583688736e-05
1.1761672794818878e-05,0.0,0.21700650453567505,,0.001966694835573435,2.3502303520217538e-05,4788,460928,0.5618796348571777,-0.0016115233302116394,1763260740.0596128,,649.8076457977295,742.0,0.0003074938431382179
,,,500.0,,,4796,461764,,,1763260740.7852993,500.0,650.5333323478699,,
3.0137598514556885e-06,0.0,-0.007215142250061035,,0.0011167246848344803,2.281106026202906e-05,4799,462080,0.5918392539024353,-0.00038473308086395264,1763260741.0968366,,650.8448696136475,743.0,-0.00033665820956230164
,,,500.0,,,4806,462764,,,1763260741.7402704,500.0,651.4883034229279,,
1.8104910850524902e-05,0.0,-0.07898521423339844,,0.0009447387419641018,2.2196620193426497e-05,4809,463104,0.5803438425064087,-0.0007909312844276428,1763260742.0715349,,651.8195679187775,743.0,0.00014606676995754242
2.5238841772079468e-06,0.0,-0.10836565494537354,,0.0017150768544524908,2.1966205167700537e-05,4813,463488,0.5806940793991089,0.0006342502310872078,1763260742.4097772,,652.1578102111816,743.0,0.0003967694938182831
2.7008354663848877e-08,0.0,7.033348083496094e-05,,598.5277709960938,1.9662058548419736e-05,4851,467328,0.602068305015564,-3.0085444450378418e-05,1763260745.9137173,,655.6617503166199,745.0,2.177152782678604e-05
1.0710209608078003e-06,0.0,-0.09413564205169678,,0.0017388577107340097,1.9585253539844416e-05,4852,467456,0.5429282784461975,-0.0003843773156404495,1763260746.0235462,,655.7715792655945,746.0,-0.00015130266547203064
1.5789642930030823e-05,0.0,-0.1436711549758911,,0.0010701920837163925,1.9124423488392495e-05,4859,468224,0.5334533452987671,0.0005988534539937973,1763260746.7258825,,656.4739155769348,746.0,-0.0007335040718317032
