losses/approx_kl,losses/clipfrac,losses/explained_variance,charts/episodic_length,losses/value_loss,charts/learning_rate,_step,global_step,losses/entropy,losses/policy_loss,_timestamp,charts/episodic_return,_runtime,charts/SPS,losses/old_approx_kl
0.00016434863209724426,0.0,-0.03351771831512451,,0.0003616517933551222,0.00020837174088228494,1745,152832,0.557506263256073,0.0011012554168701172,1763260406.5863123,,316.33434534072876,532.0,0.0009938310831785202
0.0005164705216884613,0.0,-0.00021219253540039062,,744.3418579101562,0.00020791091083083302,1753,153600,0.4633106589317322,-0.008971597999334335,1763260407.8916874,,317.6397204399109,532.0,0.0006279740482568741
0.0004919795319437981,0.0,-0.041921019554138184,,0.005377816967666149,0.0002078341058222577,1754,153728,0.5318911075592041,-0.0016948767006397247,1763260408.101325,,317.8493580818176,532.0,-0.0025367652997374535
0.00017316173762083054,0.0,-0.06915652751922607,,0.0005337962065823376,0.00020714286074507982,1765,154880,0.5434657335281372,-0.0008474364876747131,1763260409.512077,,319.2601101398468,533.0,-0.001961355097591877
0.0008413800969719887,0.0,-7.641315460205078e-05,,241.38584899902344,0.00020698925072792917,1768,155136,0.5278754234313965,-0.006582051515579224,1763260409.8197737,,319.56780672073364,534.0,-0.002184509299695492
0.00102134607732296,0.0,6.0558319091796875e-05,,481.66259765625,0.00020645161566790193,1777,156032,0.5163139700889587,0.006682362407445908,1763260410.920342,,320.6683750152588,535.0,-0.004995305091142654
0.0007867505773901939,0.0,-0.17537522315979004,,0.00013387178478296846,0.00020391705038491637,1818,160256,0.5373930931091309,-0.009142443537712097,1763260416.841859,,326.58989214897156,538.0,-0.008104278706014156
0.0012408439069986343,0.0,0.05463242530822754,,0.00028109410777688026,0.00020360983035061508,1823,160768,0.5811998844146729,-0.004756679758429527,1763260417.462255,,327.2102880477905,539.0,0.011808525770902634
0.0036185290664434433,0.0,-0.10313332080841064,,0.0005766947288066149,0.00020192012016195804,1851,163584,0.5682367086410522,-0.007974866777658463,1763260420.771277,,330.5193099975586,542.0,0.021181907504796982
,,,250.0,,,1856,164019,,,1763260421.2676206,250.0,331.0156536102295,,
0.001127767376601696,0.001953125,0.05389869213104248,,0.000835794024169445,0.00020107526506762952,1868,164992,0.5844788551330566,-0.021498607471585274,1763260422.4963207,,332.2443537712097,544.0,-0.00608465913683176
0.0006331866607069969,0.0,-0.039389729499816895,,0.0005189419025555253,0.00020076804503332824,1873,165504,0.5798531174659729,0.0033380500972270966,1763260423.0895705,,332.83760356903076,545.0,-0.00045476388186216354
0.0022202180698513985,0.0,-0.19570529460906982,,0.009398644790053368,0.00020053763000760227,1877,165888,0.5483848452568054,-0.011781992390751839,1763260423.526878,,333.2749111652374,545.0,-0.013388712890446186
0.00011383369565010071,0.0,-5.638599395751953e-05,,327.6235656738281,0.00019999999494757503,1886,166784,0.48130419850349426,-0.0027991123497486115,1763260424.5933816,,334.3414146900177,546.0,0.0008175820112228394
,,,500.0,,,1895,167715,,,1763260426.2070627,500.0,335.95509576797485,,
0.0023702476173639297,0.015625,-0.08293592929840088,,0.00030835732468403876,0.00019892472482752055,1903,168576,0.5124669075012207,-0.008215978741645813,1763260427.8707793,,337.6188123226166,546.0,0.00834636390209198
3.50484624505043e-05,0.0,-3.8623809814453125e-05,,213.2530975341797,0.0001987711148103699,1906,168832,0.519991397857666,0.0006159208714962006,1763260428.376196,,338.1242289543152,546.0,0.00160206388682127
0.0016281846910715103,0.001953125,-0.529757022857666,,0.00027200047043152153,0.00019800307927653193,1918,170112,0.5016108751296997,-0.022297069430351257,1763260430.6027007,,340.35073375701904,546.0,-0.008167935535311699
0.0003423001617193222,0.0,7.641315460205078e-05,,595.451171875,0.00019792627426795661,1920,170240,0.5091469287872314,0.0007633641362190247,1763260430.8703377,,340.6183707714081,546.0,-0.0026945285499095917
0.0005186069756746292,0.0,-0.00015819072723388672,,715.849853515625,0.0001963901740964502,1945,172800,0.5653402209281921,-0.0004558563232421875,1763260435.4687774,,345.216810464859,546.0,0.0032856762409210205
,,,500.0,,,1959,174215,,,1763260437.138576,500.0,346.8866090774536,,
,,,500.0,,,1973,175715,,,1763260438.8119195,500.0,348.5599524974823,,
0.00034706760197877884,0.0,-0.5227921009063721,,0.0067297411151230335,0.00019393241382203996,1985,176896,0.5114813446998596,-0.00402381457388401,1763260440.3208969,,350.0689299106598,551.0,-0.005534627474844456
0.002415847033262253,0.0,-0.04731178283691406,,0.0002793425228446722,0.00019354838877916336,1991,177536,0.4875234067440033,-0.0067080482840538025,1763260441.2888596,,351.0368926525116,551.0,-0.01613563485443592
0.00016437657177448273,0.0,-0.04881453514099121,,0.00022229879687074572,0.00019285714370198548,2002,178688,0.5303147435188293,-0.00016292929649353027,1763260443.400744,,353.14877700805664,551.0,0.008970407769083977
5.284324288368225e-06,0.0,0.009713530540466309,,0.0002241922920802608,0.0001925499236676842,2007,179200,0.5340575575828552,-0.0001071728765964508,1763260444.2403286,,353.98836159706116,551.0,0.0008454304188489914
0.0012576458975672722,0.0,-0.14374685287475586,,8.27276599011384e-05,0.00019201228860765696,2016,180096,0.5490391850471497,-0.008592460304498672,1763260445.859363,,355.60739612579346,551.0,0.006090817041695118
0.00015210267156362534,0.0,-0.017160534858703613,,0.007872309535741806,0.00019185867859050632,2019,180352,0.5652613043785095,-0.006601544097065926,1763260446.3483822,,356.0964152812958,551.0,-0.0014261314645409584
0.0005503818392753601,0.0,-0.13263189792633057,,0.0005962870782241225,0.00019155145855620503,2024,180864,0.5456690192222595,0.00768357515335083,1763260447.2765226,,357.024555683136,551.0,0.004263870418071747
0.007785004563629627,0.01953125,-0.38053178787231445,,0.0063736820593476295,0.0001913978485390544,2027,181120,0.5453673601150513,-0.04461752250790596,1763260447.7602155,,357.5082485675812,551.0,-0.041363537311553955
0.00027093756943941116,0.0,-0.24963104724884033,,0.00047635106602683663,0.00019124423852190375,2029,181376,0.5267021059989929,-0.0019574854522943497,1763260448.1789377,,357.92697072029114,551.0,-0.00816358532756567
0.0003508934751152992,0.0,-0.27632367610931396,,0.00025372416712343693,0.00019093701848760247,2034,181888,0.5871755480766296,-0.0012234486639499664,1763260449.0816946,,358.8297276496887,551.0,0.003963110037147999
0.001064058393239975,0.0,0.00012809038162231445,,496.27490234375,0.0001903225784189999,2045,182912,0.5450378656387329,0.00529203936457634,1763260451.1482296,,360.89626264572144,551.0,0.011621909216046333
0.00015135854482650757,0.0,-0.22850525379180908,,0.004240280948579311,0.0001899385533761233,2051,183552,0.5765035152435303,-8.068978786468506e-05,1763260452.3964653,,362.1444983482361,551.0,0.0008709393441677094
0.0011126138269901276,0.0,-0.34656059741973877,,0.0004393485141918063,0.000189861748367548,2052,183680,0.6071255207061768,-0.006801629438996315,1763260452.595866,,362.34389901161194,551.0,0.005898075178265572
0.0002922862768173218,0.0,-4.315376281738281e-05,,781.2637939453125,0.0001887864782474935,2070,185472,0.5667639970779419,-0.0026573650538921356,1763260455.9614747,,365.7095077037811,551.0,-0.009601036086678505
0.0002785157412290573,0.0,-0.3069661855697632,,0.0048804995603859425,0.0001884024532046169,2076,186112,0.563057541847229,-0.0017064213752746582,1763260457.183354,,366.93138694763184,551.0,0.004593603312969208
,,,500.0,,,2093,187902,,,1763260459.8469543,500.0,369.59498739242554,,
0.00018431153148412704,0.0,-9.191036224365234e-05,,695.34716796875,0.00018732718308456242,2094,187904,0.5617138147354126,0.0035012587904930115,1763260459.9635875,,369.7116205692291,551.0,0.005501552484929562
0.0002886103466153145,0.0,0.009937047958374023,,0.00012267500278539956,0.00018586790247354656,2117,190336,0.5961822867393494,0.0016908682882785797,1763260462.7719114,,372.5199444293976,554.0,0.006291030906140804
0.0009333156049251556,0.0,-0.006346940994262695,,0.00021100921730976552,0.00018440860731061548,2141,192768,0.4779411554336548,-0.003337673842906952,1763260465.6458578,,375.39389085769653,556.0,-0.008790645748376846
0.00027830712497234344,0.0,-0.16286027431488037,,0.00032555501093156636,0.0001841013872763142,2146,193280,0.5169133543968201,-0.00418303906917572,1763260466.2257984,,375.9738314151764,557.0,0.0027542710304260254
,,,500.0,,,2147,193402,,,1763260466.2817936,500.0,376.02982664108276,,
0.00046823546290397644,0.0,-5.352497100830078e-05,,586.0426635742188,0.00018402458226773888,2148,193408,0.5536950826644897,0.0003738235682249069,1763260466.4055738,,376.1536068916321,557.0,0.003015337511897087
0.0003792000934481621,0.0,0.019136786460876465,,0.00020531259360723197,0.00018356375221628696,2155,194176,0.5773512721061707,-0.009792253375053406,1763260467.3067129,,377.0547459125519,558.0,-0.0022736703976988792
,,,500.0,,,2172,195902,,,1763260469.263028,500.0,379.01106095314026,,
0.0020633479580283165,0.009765625,-0.03774881362915039,,0.00030235163285396993,0.00018172043201047927,2185,197248,0.45093920826911926,-0.0176616869866848,1763260470.8671904,,380.61522340774536,561.0,0.009812974371016026
,,,500.0,,,2192,197902,,,1763260471.6191077,500.0,381.3671407699585,,
0.0012644818052649498,0.0,-1.7404556274414062e-05,,0.0035907465498894453,0.00018095238192472607,2198,198528,0.5494890213012695,-0.007704108953475952,1763260472.3747551,,382.1227881908417,562.0,0.0042357658967375755
0.0007537128403782845,0.0,0.014323592185974121,,0.00043558210018090904,0.00018087557691615075,2199,198656,0.5564013719558716,0.0005401540547609329,1763260472.5067813,,382.2548143863678,562.0,-0.006179564632475376
,,,500.0,,,2211,199902,,,1763260473.8980126,500.0,383.64604568481445,,
0.00039516668766736984,0.0,-0.019601106643676758,,0.00041566346772015095,0.0001799539168132469,2214,200192,0.5320138931274414,-0.0009159073233604431,1763260474.2933311,,384.04136419296265,564.0,0.0036801835522055626
0.0011085011065006256,0.0,-0.014826416969299316,,0.0003067447105422616,0.0001795698917703703,2220,200832,0.5681185722351074,0.0004492513835430145,1763260475.0206656,,384.7686986923218,564.0,-0.001420656219124794
0.0006903940811753273,0.0,0.05120420455932617,,0.004969226662069559,0.00017941628175321966,2223,201088,0.5051270127296448,0.0001815464347600937,1763260475.3176353,,385.0656683444977,565.0,0.0035457639023661613
0.0002389717847108841,0.0,-0.015311479568481445,,0.00017836911138147116,0.00017926267173606902,2225,201344,0.5361344218254089,-0.006264155730605125,1763260475.587602,,385.3356349468231,565.0,0.000250793993473053
,,,500.0,,,2226,201402,,,1763260475.6176412,500.0,385.36567425727844,,
9.868480265140533e-05,0.0,7.706880569458008e-05,,576.190673828125,0.0001791858667274937,2227,201472,0.5078297853469849,-0.0011885464191436768,1763260475.7537045,,385.5017375946045,565.0,-0.0025504883378744125
,,,500.0,,,2231,201902,,,1763260476.1878755,500.0,385.9359085559845,,
0.0006679771468043327,0.0,-0.003867506980895996,,0.00030559784499928355,0.00017864823166746646,2235,202368,0.5110670328140259,0.00370682030916214,1763260476.7393484,,386.48738145828247,566.0,-0.0008001821115612984
,,,500.0,,,2241,202902,,,1763260477.3273857,500.0,387.0754187107086,,
0.00031163450330495834,0.0,0.01162862777709961,,0.004226001910865307,0.00017788018158171326,2248,203648,0.5505769848823547,-0.007344692945480347,1763260478.183649,,387.93168210983276,567.0,0.0008624857291579247
,,,500.0,,,2250,203902,,,1763260478.3840427,500.0,388.1320757865906,,
0.00026166345924139023,0.0,-0.050534844398498535,,0.00036570336669683456,0.00017757296154741198,2253,204160,0.4863358736038208,0.00011239387094974518,1763260478.8055286,,388.5535616874695,568.0,0.001233031041920185
0.00013661570847034454,0.0,-0.05014467239379883,,0.004787188023328781,0.00017642088641878217,2272,206080,0.5444628000259399,-0.004299566149711609,1763260480.9806864,,390.72871947288513,569.0,0.0011104587465524673
,,,500.0,,,2280,206867,,,1763260481.8788157,500.0,391.62684869766235,,
0.0004043830558657646,0.0,-0.02593982219696045,,0.0007437464082613587,0.0001750383962644264,2295,208384,0.5611686110496521,-0.0046866582706570625,1763260483.6831264,,393.4311594963074,572.0,0.0015664612874388695
0.0010062409564852715,0.0,-1.5735626220703125e-05,,629.2135009765625,0.00017488478624727577,2298,208640,0.5391759276390076,-0.003597807139158249,1763260484.0016806,,393.7497136592865,572.0,0.007910377345979214
0.0008088815957307816,0.0,0.002725958824157715,,573.6294555664062,0.00017434715118724853,2310,209536,0.47358545660972595,0.0002956930547952652,1763260485.2690544,,395.0170874595642,572.0,-0.001981329172849655
0.0005380362272262573,0.0,0.0062923431396484375,,368.8122253417969,0.0001742703461786732,2312,209664,0.4703772962093353,0.000773359090089798,1763260485.4343226,,395.1823556423187,572.0,0.002271883189678192
,,,500.0,,,2318,210302,,,1763260486.0484664,500.0,395.7964994907379,,
3.656093031167984e-05,0.0,-0.3951300382614136,,0.0013459570473060012,0.00017365592066198587,2322,210688,0.5016360282897949,0.0004670042544603348,1763260486.5803008,,396.3283338546753,573.0,-0.0006678728386759758
4.637334495782852e-05,0.0,-0.0001049041748046875,,317.288818359375,0.00017357911565341055,2324,210816,0.5344529151916504,-0.0017233341932296753,1763260486.7507806,,396.4988136291504,573.0,-0.00011733081191778183
6.652716547250748e-05,0.0,4.404783248901367e-05,,529.28173828125,0.00017327189561910927,2329,211328,0.5573513507843018,0.0045209117233753204,1763260487.2730641,,397.02109718322754,574.0,0.0038831839337944984
0.00031193066388368607,0.0,0.00011277198791503906,,203.46617126464844,0.0001726574555505067,2339,212352,0.4867139160633087,-0.0050772130489349365,1763260488.4434078,,398.19144082069397,575.0,-0.001198003999888897
,,,500.0,,,2343,212802,,,1763260488.885977,500.0,398.6340100765228,,
,,,500.0,,,2348,213302,,,1763260489.4522524,500.0,399.2002854347229,,
0.0002711694687604904,0.0,0.00024008750915527344,,822.5531616210938,0.00017173579544760287,2354,213888,0.46790599822998047,-0.002859272062778473,1763260490.1511183,,399.89915132522583,576.0,-0.0012197382748126984
,,,500.0,,,2363,214802,,,1763260491.71634,500.0,401.46437311172485,,
0.0004313364624977112,0.0,0.03036177158355713,,0.006525084376335144,0.0001695852552074939,2389,217472,0.503025233745575,0.005042210221290588,1763260495.6077564,,405.3557894229889,578.0,0.0014210902154445648
0.00010702665895223618,0.0,0.07532483339309692,,0.005300863180309534,0.00016927803517319262,2394,217984,0.5410382747650146,0.001039743423461914,1763260496.5320117,,406.28004479408264,578.0,-0.006256935186684132
,,,500.0,,,2426,221302,,,1763260501.008308,500.0,410.7563409805298,,
0.0011768145486712456,0.0,-0.04357409477233887,,0.00026253217947669327,0.00016705068992450833,2430,221696,0.47604459524154663,-0.00562923401594162,1763260501.5694275,,411.3174605369568,580.0,0.02574126608669758
0.0018667848780751228,0.0,-0.44126439094543457,,0.0003325645229779184,0.00016589861479587853,2449,223616,0.4795783460140228,-0.024156862869858742,1763260503.6838188,,413.4318518638611,581.0,0.01679772138595581
0.0008366759866476059,0.0,-0.21457791328430176,,0.00020760974439326674,0.00016490014968439937,2465,225280,0.4664415121078491,0.0019206926226615906,1763260505.4527721,,415.20080518722534,583.0,0.004675712436437607
2.379249781370163e-05,0.0,-1.0609626770019531e-05,,334.5658264160156,0.00016336404951289296,2491,227840,0.4677164554595947,0.0019120536744594574,1763260508.2405436,,417.9885766506195,585.0,9.933393448591232e-05
1.912284642457962e-05,0.0,-0.015712976455688477,,0.00035169138573110104,0.00016321043949574232,2493,228096,0.4636078178882599,-0.001954343169927597,1763260508.5124323,,418.26046538352966,586.0,-0.0026363814249634743
0.00027036387473344803,0.0,0.00011664628982543945,,364.220458984375,0.00016244238940998912,2506,229376,0.44169896841049194,0.004074208438396454,1763260509.9276621,,419.67569518089294,587.0,0.000351552851498127
8.787121623754501e-05,0.0,0.08110570907592773,,0.000216345171793364,0.0001619047689018771,2514,230272,0.372921884059906,-0.0037557482719421387,1763260510.872779,,420.6208119392395,588.0,0.0002256566658616066
,,,500.0,,,2515,230302,,,1763260510.900986,500.0,420.64901900291443,,
,,,500.0,,,2520,230802,,,1763260511.4461462,500.0,421.19417929649353,,
0.00030677858740091324,0.0,-0.057506561279296875,,0.00013398892770055681,0.0001607526937732473,2533,232192,0.4335241913795471,0.00040526315569877625,1763260512.9355657,,422.68359875679016,590.0,0.004145094193518162
3.664568066596985e-05,0.0,3.510713577270508e-05,,227.15890502929688,0.0001603686687303707,2540,232832,0.4013747274875641,-0.0018536299467086792,1763260513.6536067,,423.4016396999359,590.0,0.00011044926941394806
0.001948390156030655,0.0,-0.07746171951293945,,0.00038991199107840657,0.00015990783867891878,2547,233600,0.40033841133117676,-0.02262870781123638,1763260514.4901054,,424.2381384372711,591.0,0.008183877915143967
2.0446255803108215e-05,0.0,1.6689300537109375e-06,,519.2932739257812,0.00015852534852456301,2570,235904,0.4302489757537842,-0.0012784302234649658,1763260517.1925786,,426.94061160087585,593.0,-0.0003217868506908417
0.001150977797806263,0.0,0.07938945293426514,,0.007221912499517202,0.0001584485435159877,2571,236032,0.44876569509506226,-0.00641360878944397,1763260517.3235967,,427.07162976264954,593.0,-0.005519283004105091
0.0001839837059378624,0.0,-0.02172112464904785,,0.002168721053749323,0.0001581413234816864,2576,236544,0.4380949139595032,-0.003922361880540848,1763260517.8788865,,427.62691950798035,593.0,0.0005741575732827187
0.0003332803025841713,0.0,0.1573735475540161,,0.00017838938219938427,0.0001580645184731111,2577,236672,0.3516789972782135,-0.005207926034927368,1763260518.002474,,427.75050711631775,593.0,-0.000627114437520504
,,,500.0,,,2608,239802,,,1763260521.317155,500.0,431.0651879310608,,
0.0006022397428750992,0.0,-0.06034445762634277,,0.0034348182380199432,0.00015606758825015277,2610,240000,0.5055810213088989,-0.005024157464504242,1763260521.575712,,431.3237450122833,596.0,-0.00039748847484588623
0.00013928953558206558,0.0,-0.1262657642364502,,0.0024336776696145535,0.00015483870811294764,2630,242048,0.43816521763801575,-0.00019407644867897034,1763260523.7843273,,433.5323603153229,598.0,0.0013084160163998604
0.0003608986735343933,0.0,0.05065572261810303,,0.00019470036204438657,0.00015445468307007104,2636,242688,0.4505791962146759,-0.0023917406797409058,1763260524.4749322,,434.2229652404785,599.0,0.0029158219695091248
0.0019404133781790733,0.00390625,-0.49139368534088135,,0.0001639329275349155,0.00015384024300146848,2646,243712,0.4940645098686218,-0.008424423635005951,1763260525.5815766,,435.32960963249207,600.0,-0.0046396078541874886
,,,500.0,,,2647,243802,,,1763260525.6252744,500.0,435.37330746650696,,
0.00013611558824777603,0.0,0.0002117156982421875,,706.0868530273438,0.00015376343799289316,2648,243840,0.46234896779060364,-6.370618939399719e-05,1763260525.7442179,,435.49225091934204,600.0,-0.00012588780373334885
0.00022839754819869995,0.0,-7.724761962890625e-05,,470.4493408203125,0.00015253455785568804,2668,245888,0.45464640855789185,-0.00018476322293281555,1763260527.9506977,,437.6987307071686,601.0,0.0005393475294113159
0.00013306178152561188,0.0,1.9490718841552734e-05,,395.6226806640625,0.00015222733782138675,2673,246400,0.5107983350753784,-0.0034315213561058044,1763260528.517552,,438.2655849456787,602.0,0.00020220130681991577
1.0084360837936401e-05,0.0,7.402896881103516e-05,,140.36708068847656,0.0001516128977527842,2683,247424,0.496146559715271,-0.0001502297818660736,1763260529.568544,,439.31657695770264,603.0,-8.621811866760254e-05
0.0006138831377029419,0.0,-0.00012087821960449219,,450.6061096191406,0.00015138248272705823,2687,247808,0.5013672709465027,-0.005362961441278458,1763260529.9126112,,439.6606442928314,603.0,0.006297256797552109
0.0003651408478617668,0.0,0.01050567626953125,,0.00025765184545889497,0.0001512288727099076,2689,248064,0.4412444829940796,-0.0005731098353862762,1763260530.1711519,,439.919184923172,603.0,0.0032983189448714256
0.0001647183671593666,0.0,-2.765655517578125e-05,,576.28125,0.00015107526269275695,2692,248320,0.4974163770675659,0.006704516708850861,1763260530.4706633,,440.2186963558197,604.0,-0.00011494290083646774
1.6044825315475464e-05,0.0,-3.445148468017578e-05,,211.80722045898438,0.00014861751697026193,2732,252416,0.5445324182510376,-0.00022263824939727783,1763260534.9535015,,444.7015345096588,607.0,0.0004045497626066208
0.0007153414189815521,0.0,-0.8426222801208496,,0.004050061572343111,0.0001473886368330568,2752,254464,0.5248829126358032,-0.015600420534610748,1763260537.175929,,446.92396211624146,609.0,-0.0022167880088090897
0.00014026183634996414,0.0,0.19302058219909668,,0.0032428926788270473,0.00014708141679875553,2757,254976,0.5911406874656677,-0.00222942978143692,1763260537.7073925,,447.45542550086975,609.0,0.0029774783179163933
0.0005718693137168884,0.0,0.10979342460632324,,0.00419360538944602,0.00014615975669585168,2772,256512,0.5736211538314819,-0.0015143156051635742,1763260539.328399,,449.0764319896698,610.0,0.00025098584592342377
0.000429593026638031,0.0,-0.05148494243621826,,0.004237248096615076,0.00014554531662724912,2782,257536,0.5471264719963074,0.00042375922203063965,1763260540.4500325,,450.1980655193329,611.0,-0.003375733271241188
7.396098226308823e-05,0.0,-0.036832451820373535,,0.00019152385357301682,0.0001454685116186738,2783,257664,0.575179934501648,0.0005141794681549072,1763260540.5827456,,450.3307785987854,611.0,0.001684962771832943
0.0011256244033575058,0.0,0.07618987560272217,,0.0002773063606582582,0.00014485407155007124,2793,258688,0.6132655739784241,-0.0035307202488183975,1763260541.692322,,451.44035506248474,612.0,0.01089639775454998
,,,500.0,,,2824,261802,,,1763260545.0460875,500.0,454.79412055015564,,
,,,500.0,,,2843,263802,,,1763260547.1459146,500.0,456.89394760131836,,
2.0478852093219757e-05,0.0,-0.08936214447021484,,0.00013686205784324557,0.0001409370161127299,2857,265216,0.5592799782752991,0.0002813376486301422,1763260548.8199697,,458.56800270080566,617.0,0.0005115652456879616
0.00022128131240606308,0.0,-0.17376887798309326,,0.004632945172488689,0.00013947772094979882,2882,267648,0.5272150039672852,0.0006099939346313477,1763260551.5484278,,461.2964608669281,619.0,-0.0004115430638194084
,,,500.0,,,2890,268473,,,1763260552.4269445,500.0,462.17497754096985,,
0.00013412535190582275,0.0,-3.981590270996094e-05,,110.05413055419922,0.00013771122030448169,2911,270592,0.5937259197235107,-0.0020958222448825836,1763260554.7714765,,464.5195095539093,621.0,0.0004620105028152466
0.00021554343402385712,0.0,-2.5033950805664062e-05,,491.79486083984375,0.0001362519251415506,2935,273024,0.5647290945053101,-0.0032837018370628357,1763260557.3866336,,467.1346666812897,623.0,0.0054151639342308044
0.00042884331196546555,0.0,-0.0446549654006958,,0.00033451156923547387,0.00013540707004722208,2949,274432,0.5282930135726929,-0.0043173059821128845,1763260558.8981028,,468.64613580703735,624.0,-0.0030874842777848244
0.0004997476935386658,0.0,0.16502904891967773,,0.0001688765041762963,0.0001347158249700442,2960,275584,0.5890461206436157,-0.012864863499999046,1763260560.1101902,,469.85822319984436,625.0,0.004075340926647186
0.0004094606265425682,0.0,0.03433811664581299,,0.00019618455553427339,0.00013379416486714035,2975,277120,0.5232496857643127,0.00029567256569862366,1763260561.8035276,,471.5515606403351,626.0,-4.0207989513874054e-05
0.0009449021890759468,0.0,0.14882099628448486,,0.0003204422246199101,0.00013294930977281183,2989,278528,0.5095330476760864,-0.009153271093964577,1763260563.370168,,473.11820101737976,627.0,0.008824159391224384
5.751848220825195e-05,0.0,-4.76837158203125e-07,,292.9032897949219,0.0001324884797213599,2997,279296,0.4999282956123352,0.0007968060672283173,1763260564.2266185,,473.9746515750885,627.0,-0.00039952248334884644
0.0001763058826327324,0.0,-0.0001596212387084961,,444.3485412597656,0.00013164362462703139,3011,280704,0.5353257060050964,-0.0026526376605033875,1763260565.7097828,,475.4578158855438,628.0,0.0043632956221699715
0.00014286208897829056,0.0,-0.01186215877532959,,0.004107187502086163,0.00012918586435262114,3051,284800,0.5302881002426147,-0.00026860833168029785,1763260569.993892,,479.7419250011444,632.0,0.002065819688141346
0.0021640220656991005,0.0,-0.02511310577392578,,0.0002275873121106997,0.0001290322543354705,3053,285056,0.6139954328536987,-0.021259859204292297,1763260570.261573,,480.0096061229706,632.0,0.007665070705115795
0.0003748256713151932,0.0,0.025889992713928223,,0.00045115099055692554,0.0001282642042497173,3066,286336,0.6238652467727661,-0.007210776209831238,1763260571.5322578,,481.2802908420563,633.0,0.003926737233996391
0.0004948889836668968,0.0,-0.0028638839721679688,,0.0004269453347660601,0.00012803378922399133,3070,286720,0.5850551128387451,-0.0019688084721565247,1763260571.9428375,,481.69087052345276,633.0,-0.00793807115405798
1.963973045349121e-05,0.0,5.59687614440918e-05,,364.7336730957031,0.00012726573913823813,3083,288000,0.4718296527862549,-0.0003254041075706482,1763260573.219636,,482.96766901016235,634.0,0.0008291751146316528
0.00012749899178743362,0.0,-9.775161743164062e-05,,732.34375,0.0001263440790353343,3098,289536,0.5779626965522766,-0.005883112549781799,1763260574.772403,,484.5204360485077,635.0,0.00466157216578722
3.290083259344101e-05,0.0,5.9604644775390625e-06,,152.26780700683594,0.00012603687355294824,3103,290048,0.572832465171814,0.0034983884543180466,1763260575.219901,,484.9679341316223,636.0,-0.00023561622947454453
9.166821837425232e-05,0.0,2.86102294921875e-06,,577.4567260742188,0.00012457757839001715,3127,292480,0.5900360941886902,-0.0012162290513515472,1763260577.4190795,,487.16711258888245,638.0,0.004585009068250656
0.0007722536101937294,0.00390625,-0.15458381175994873,,0.00031017538276501,0.0001244239683728665,3129,292736,0.6014055013656616,-0.009485509246587753,1763260577.6730328,,487.42106580734253,638.0,-0.0018778415396809578
,,,500.0,,,3141,293927,,,1763260578.7328424,500.0,488.48087549209595,,
0.0004502898082137108,0.0,-0.021097421646118164,,0.0034523664508014917,0.000123579113278538,3143,294144,0.5709059834480286,-0.002413243055343628,1763260578.9473324,,488.69536542892456,640.0,-0.005489795468747616
,,,500.0,,,3146,294427,,,1763260579.1806977,500.0,488.92873072624207,,
,,,500.0,,,3170,296927,,,1763260581.4000235,500.0,491.1480565071106,,
0.0007595531642436981,0.0,0.1272730827331543,,0.00023199115821626037,0.00012112135300412774,3183,298240,0.5420125722885132,-0.007322970777750015,1763260582.63492,,492.3829529285431,643.0,-0.0016394760459661484
0.0007594535127282143,0.0,0.12529385089874268,,0.0002559427812229842,0.00012081413296982646,3188,298752,0.5525186657905579,-0.010373085737228394,1763260583.1251523,,492.87318539619446,644.0,0.009221888147294521
0.00045765843242406845,0.0,0.04451674222946167,,0.0003965871874243021,0.0001190476177725941,3217,301696,0.5387450456619263,0.003754120320081711,1763260585.7709308,,495.51896381378174,646.0,-5.421880632638931e-05
,,,500.0,,,3224,302427,,,1763260586.397109,500.0,496.14514207839966,,
0.0009930972009897232,0.0,-0.03080761432647705,,0.00014572190411854535,0.00011720429756678641,3247,304768,0.5564832091331482,0.015164796262979507,1763260588.561014,,498.3090469837189,649.0,-0.00150320865213871
1.2567266821861267e-05,0.0,1.2099742889404297e-05,,238.9760284423828,0.00011705069482559338,3250,305024,0.6177331805229187,0.0003738533705472946,1763260588.7861116,,498.5341446399689,649.0,-9.975209832191467e-05
0.00041317567229270935,0.0,-0.03950619697570801,,0.0002700786862988025,0.00011689708480844274,3252,305280,0.5715439915657043,0.0022426992654800415,1763260589.0085645,,498.7565975189209,650.0,0.005371140316128731
6.148591637611389e-06,0.0,-1.3709068298339844e-05,,720.4118041992188,0.0001167434747912921,3255,305536,0.5221068263053894,0.00016614794731140137,1763260589.2705362,,499.0185692310333,650.0,0.00045920349657535553
,,,212.0,,,3259,305881,,,1763260589.5264328,212.0,499.27446579933167,,
7.51204788684845e-05,0.0,2.968311309814453e-05,,364.2898254394531,0.00011589861969696358,3272,306944,0.6197511553764343,-0.0032345112413167953,1763260590.550498,,500.29853105545044,651.0,0.004215672612190247
0.0005535157397389412,0.0,-0.08271527290344238,,0.0010098404018208385,0.00011566820467123762,3275,307328,0.5994489789009094,-0.0019103176891803741,1763260590.8873286,,500.63536167144775,651.0,-0.0056688012555241585
,,,500.0,,,3276,307435,,,1763260590.9226687,500.0,500.67070174217224,,
,,,95.0,,,3296,308634,,,1763260592.0784757,95.0,501.82650876045227,,
