losses/policy_loss,_runtime,losses/entropy,charts/episodic_length,charts/episodic_return,charts/SPS,global_step,losses/old_approx_kl,_step,losses/approx_kl,losses/explained_variance,_timestamp,charts/learning_rate,losses/clipfrac,losses/value_loss
0.0023248065263032913,326.7820360660553,0.5877441167831421,,,573.0,170880,0.013931700959801674,1903,0.00037885643541812897,0.004513800144195557,1763260417.2756062,0.00019754224922508,0.0,0.0033021129202097654
,327.06145000457764,,500.0,500.0,,171189,,1906,,,1763260417.55502,,,
0.0041540153324604034,328.41146755218506,0.4996662139892578,,,575.0,172416,0.012088173069059849,1918,0.0013281581923365593,0.05222982168197632,1763260418.9050376,0.00019662058912217617,0.0,0.004261220805346966
0.00539248064160347,328.6691324710846,0.5448037981987,,,576.0,172672,0.02470303513109684,1920,0.0014290204271674156,-0.0382000207901001,1763260419.1627026,0.00019646697910502553,0.0,0.00018020243442151695
-0.001960504800081253,331.2251853942871,0.6046571731567383,,,578.0,174976,-0.006590031087398529,1945,0.00029094889760017395,0.17105096578598022,1763260421.7187555,0.00019508448895066977,0.0,0.010156421922147274
-0.008802220225334167,332.71036195755005,0.573239266872406,,,580.0,176384,-0.0013856226578354836,1959,0.0011688126251101494,-0.0003637075424194336,1763260423.203932,0.00019423963385634124,0.0,310.4134521484375
,334.3218057155609,,500.0,500.0,,177845,,1973,,,1763260424.8153758,,,
0.000322587788105011,336.3864903450012,0.5936980843544006,,,582.0,179072,3.2524578273296356e-05,1985,0.0005233893170952797,0.0901990532875061,1763260426.8800604,0.00019262672867625952,0.0,0.0034172090236097574
0.0015916600823402405,337.43882393836975,0.5351554155349731,,,582.0,179712,-0.004727263934910297,1991,0.00022859033197164536,-0.04066324234008789,1763260427.932394,0.00019224270363338292,0.0,0.00020994499209336936
,339.2489478588104,,500.0,500.0,,180845,,2002,,,1763260429.742518,,,
,340.1363408565521,,500.0,500.0,,181345,,2007,,,1763260430.629911,,,
-0.017022116109728813,341.8696138858795,0.5461371541023254,,,582.0,182272,0.004710521548986435,2016,0.0021679699420928955,-0.5298551321029663,1763260432.363184,0.0001907066034618765,0.0,0.0002517779066693038
-0.0034745298326015472,342.37449193000793,0.533021867275238,,,582.0,182528,0.00415527168661356,2019,0.00040413346141576767,0.10705375671386719,1763260432.868062,0.00019055299344472587,0.0,0.0035609963815659285
-0.00784626230597496,343.2887325286865,0.5163544416427612,,,582.0,183040,0.0054727038368582726,2024,0.00028487201780080795,-0.05395853519439697,1763260433.7823026,0.0001902457734104246,0.0,0.004708715248852968
,343.7851288318634,,500.0,500.0,,183345,,2027,,,1763260434.278699,,,
-0.00023486092686653137,344.2157692909241,0.563988447189331,,,582.0,183552,0.0014856206253170967,2029,0.00017860252410173416,-0.12202763557434082,1763260434.7093394,0.0001899385533761233,0.0,0.00533002195879817
0.0022837575525045395,344.9993939399719,0.5466108918190002,,,582.0,184064,-0.0014840727671980858,2034,7.718335837125778e-05,0.07066601514816284,1763260435.492964,0.00018963133334182203,0.0,0.004572578705847263
-0.007876604795455933,346.22721791267395,0.5395089983940125,,,583.0,185216,0.006430735811591148,2045,0.0001608002930879593,-0.054541826248168945,1763260436.720788,0.00018894008826464415,0.0,0.0004771350941155106
,346.82815861701965,,500.0,500.0,,185845,,2051,,,1763260437.3217287,,,
-0.0010948795825242996,346.93448758125305,0.5597307682037354,,,584.0,185856,0.007197510451078415,2052,0.000576535239815712,-3.8623809814453125e-05,1763260437.4280577,0.00018855606322176754,0.0,334.5412292480469
-0.007068103179335594,348.9928448200226,0.541143000125885,,,586.0,187776,-0.003407904878258705,2070,0.0007403120398521423,-0.06613683700561523,1763260439.486415,0.00018740398809313774,0.0,0.00012568464444484562
,349.59603667259216,,500.0,500.0,,188345,,2076,,,1763260440.0896068,,,
-0.0009244009852409363,352.46988344192505,0.5348923206329346,,,587.0,190080,0.002249644137918949,2093,0.0001244703307747841,-0.04678523540496826,1763260442.9634535,0.0001860215124906972,0.0,0.002820526948198676
0.0005431920289993286,352.69157433509827,0.5707480311393738,,,587.0,190208,0.00028682686388492584,2094,2.5313347578048706e-05,0.06298744678497314,1763260443.1851444,0.00018594470748212188,0.0,0.0006136605516076088
-0.0006832219660282135,356.6693205833435,0.5261349678039551,,,587.0,192512,-0.00042437389492988586,2117,1.2647360563278198e-05,0.2182052731513977,1763260447.1628907,0.00018456221732776612,0.0,0.0037777996622025967
0.00715646892786026,361.09566354751587,0.5435121059417725,,,586.0,194944,0.00166249368339777,2141,0.0003046570345759392,-2.6345252990722656e-05,1763260451.5892336,0.00018310292216483504,0.0,467.0404357910156
-0.004851652309298515,362.02493715286255,0.49276822805404663,,,586.0,195456,-0.0015206821262836456,2146,0.00019571371376514435,0.00036704540252685547,1763260452.5185072,0.00018279570213053375,0.0,495.9687805175781
-0.004868341609835625,362.2388823032379,0.5812596678733826,,,586.0,195584,-0.0009580794721841812,2147,0.0005073510110378265,-0.02049839496612549,1763260452.7324524,0.00018271889712195843,0.0,0.0036583601031452417
-0.004829198122024536,362.45690870285034,0.5368674993515015,,,586.0,195712,0.005502969957888126,2148,0.000349181704223156,0.11628979444503784,1763260452.9504788,0.00018264209211338311,0.0,0.0002703572972677648
-0.001095607876777649,363.61383414268494,0.4793230891227722,,,586.0,196352,-9.302515536546707e-05,2155,7.12098553776741e-05,-9.894371032714844e-06,1763260454.1074042,0.0001822580670705065,0.0,372.0181579589844
-0.009020384401082993,366.769992351532,0.5541731715202332,,,586.0,198144,0.0016478970646858215,2172,0.00014683417975902557,0.0030038952827453613,1763260457.2635624,0.00018118279695045203,0.0,0.00018052960513159633
0.00038361549377441406,368.87046003341675,0.5378616452217102,,,586.0,199424,0.0011547906324267387,2185,9.589828550815582e-06,4.208087921142578e-05,1763260459.3640301,0.00018041474686469883,0.0,227.01882934570312
-0.014852364547550678,369.6999397277832,0.5588535666465759,,,587.0,200192,-0.009118364192545414,2192,0.0013952581211924553,0.1467212438583374,1763260460.1935098,0.0001799539168132469,0.0,0.00033366738352924585
-0.002853795886039734,370.3522253036499,0.5480217337608337,,,588.0,200832,-0.0018990235403180122,2198,0.00016316305845975876,-0.2442951202392578,1763260460.8457954,0.0001795698917703703,0.0,0.0001264566380996257
,370.3853905200958,,500.0,500.0,,200845,,2199,,,1763260460.8789606,,,
-0.007248148322105408,371.77769231796265,0.4860613942146301,,,589.0,202112,-0.005382592789828777,2211,0.0007522376254200935,0.04461950063705444,1763260462.2712624,0.0001788018416846171,0.0,0.0004415955045260489
0.006064523011445999,372.0545949935913,0.5602431297302246,,,589.0,202368,0.009841564111411572,2214,0.00033191125839948654,-6.151199340820312e-05,1763260462.548165,0.00017864823166746646,0.0,321.0391845703125
-0.007312078028917313,372.7554655075073,0.5420545339584351,,,590.0,203008,-0.005020863376557827,2220,0.000591314397752285,0.04042536020278931,1763260463.2490356,0.00017826420662458986,0.001953125,0.0007347784703597426
-0.00019313208758831024,373.05564427375793,0.48529544472694397,,,590.0,203264,8.055660873651505e-05,2223,0.00010195095092058182,-7.450580596923828e-05,1763260463.5492144,0.00017811059660743922,0.0,587.882080078125
-0.007544398307800293,373.31017303466797,0.5239158868789673,,,590.0,203520,0.00471308920532465,2225,0.00074016023427248,0.0014614462852478027,1763260463.8037431,0.00017795698659028858,0.0,0.0001392472186125815
0.0023825839161872864,373.4394075870514,0.5196318030357361,,,591.0,203648,-0.0025830483064055443,2226,0.00022817868739366531,0.2795560359954834,1763260463.9329777,0.00017788018158171326,0.0,3.938588633900508e-05
,373.48531460762024,,500.0,500.0,,203750,,2227,,,1763260463.9788847,,,
-0.0022639911621809006,374.0382835865021,0.5719658732414246,,,591.0,204160,-0.006615934893488884,2231,0.0006343461573123932,-0.09845936298370361,1763260464.5318537,0.00017757296154741198,0.0,0.00015438057016581297
-0.005603764206171036,374.4730010032654,0.44974830746650696,,,591.0,204544,0.007147311232984066,2235,0.00025205034762620926,0.7409250736236572,1763260464.966571,0.00017734254652168602,0.0,8.438502118224278e-05
0.0034490544348955154,375.1343023777008,0.5323812365531921,,,592.0,205184,-0.0015758825466036797,2241,0.00024455878883600235,0.0569300651550293,1763260465.6278725,0.00017695852147880942,0.0,0.0001522292586741969
-0.0001248978078365326,375.8215403556824,0.5043244957923889,,,593.0,205824,0.00040539633482694626,2248,3.63299623131752e-05,4.553794860839844e-05,1763260466.3151104,0.00017657449643593282,0.0,340.623046875
-0.0008987952023744583,376.0844793319702,0.5470036268234253,,,593.0,206080,0.0026830993592739105,2250,9.191036224365234e-05,-0.004423618316650391,1763260466.5780494,0.00017642088641878217,0.0,0.0004681631689891219
0.001363903284072876,376.3902163505554,0.4795796275138855,,,593.0,206336,-0.0017901062965393066,2253,3.972835838794708e-05,8.26120376586914e-05,1763260466.8837864,0.00017626727640163153,0.0,232.5504150390625
0.0022698715329170227,378.4798924922943,0.5192095041275024,,,595.0,208256,0.002329002134501934,2272,0.00010054651647806168,0.00028651952743530273,1763260468.9734626,0.00017511520127300173,0.0,602.8244018554688
-0.004413502290844917,379.4194269180298,0.4955804944038391,,,596.0,209152,-0.005054032430052757,2280,0.0005795210599899292,-0.21235346794128418,1763260469.912997,0.0001745775662129745,0.0,9.048751962836832e-05
-0.0002956148236989975,381.03537940979004,0.548071563243866,,,598.0,210688,0.013140633702278137,2295,0.0007104873657226562,-0.02678847312927246,1763260471.5289495,0.00017365592066198587,0.0,0.0001601211552042514
-0.0008937306702136993,381.34442591667175,0.5805715322494507,,,598.0,210944,-0.0012711305171251297,2298,8.519366383552551e-05,-1.5374503135681152,1763260471.837996,0.00017350231064483523,0.0,0.004313270561397076
-0.006120387464761734,382.5837242603302,0.580206573009491,,,599.0,212096,-0.006721189245581627,2310,0.00047647207975387573,-1.5050406455993652,1763260473.0772943,0.00017281106556765735,0.0,0.004672483541071415
0.0018383804708719254,382.8291075229645,0.5345628261566162,,,600.0,212352,-0.0021156203001737595,2312,0.00022302009165287018,-3.8374428749084473,1763260473.3226776,0.0001726574555505067,0.0,0.000718383293133229
,383.39804887771606,,500.0,500.0,,212916,,2318,,,1763260473.891619,,,
-0.03247106820344925,383.8042414188385,0.5156090259552002,,,600.0,213248,0.018644733354449272,2322,0.00530984066426754,-1.596149206161499,1763260474.2978115,0.00017211982049047947,0.0078125,0.0006256159394979477
-0.008448563516139984,383.9494950771332,0.5630360245704651,,,601.0,213376,0.0060963099822402,2324,0.0019421232864260674,0.0033861398696899414,1763260474.4430652,0.00017204301548190415,0.0,539.6243286132812
0.0056479573249816895,384.4931206703186,0.627735435962677,,,601.0,213888,-6.709899753332138e-05,2329,0.00012770388275384903,0.0004265308380126953,1763260474.9866908,0.00017173579544760287,0.0,542.0968017578125
0.0014201179146766663,385.5501573085785,0.6229982376098633,,,602.0,214912,-0.0010586101561784744,2339,6.688199937343597e-05,3.618001937866211e-05,1763260476.0437274,0.0001711213553790003,0.0,565.1669921875
,385.9591062068939,,500.0,500.0,,215356,,2343,,,1763260476.4526763,,,
,386.4671070575714,,500.0,500.0,,215856,,2348,,,1763260476.9606771,,,
0.006272949278354645,387.13198041915894,0.563096284866333,,,604.0,216448,0.005532675422728062,2354,0.00039683375507593155,1.5497207641601562e-05,1763260477.6255505,0.00017019969527609646,0.0,305.80902099609375
,388.1064999103546,,500.0,500.0,,217356,,2363,,,1763260478.60007,,,
-0.004358179867267609,391.1462171077728,0.6011964082717896,,,607.0,220160,-0.0002463115379214287,2389,0.0005842456594109535,-0.26386237144470215,1763260481.6397872,0.00016797235002741218,0.0,0.0004052364092785865
-0.004597797989845276,391.70104598999023,0.5377357602119446,,,608.0,220672,-0.010463531129062176,2394,0.0027473093941807747,-2.1049001216888428,1763260482.194616,0.0001676651299931109,0.0,0.0005142292939126492
-0.0020483732223510742,393.40180373191833,0.5104376077651978,,,609.0,222208,0.003159967251121998,2409,0.00035070348531007767,-0.11867308616638184,1763260483.8953738,0.00016674346989020705,0.0,0.00027857301756739616
-0.007525229826569557,395.45470237731934,0.5415596961975098,,,610.0,223872,0.0015272675082087517,2426,0.0003963420167565346,0.06863969564437866,1763260485.9482725,0.0001657450047787279,0.0,0.0004959075013175607
0.006153218448162079,395.8720932006836,0.5404239892959595,,,611.0,224256,0.00016502197831869125,2430,0.0008847052231431007,-0.2768568992614746,1763260486.3656633,0.00016551458975300193,0.0,0.004489750135689974
,397.48284912109375,,127.0,127.0,,225585,,2449,,,1763260487.9764192,,,
-0.008035033941268921,398.9569511413574,0.5743939876556396,,,612.0,226816,-0.0019022813066840172,2465,0.0025395695120096207,-6.884696006774902,1763260489.4505212,0.00016397848958149552,0.0,0.09784900397062302
,402.8841118812561,,500.0,500.0,,229455,,2491,,,1763260493.377682,,,
-0.0014630705118179321,403.12025141716003,0.5226127505302429,,,613.0,229632,-0.0034646112471818924,2493,0.00012845732271671295,0.12357038259506226,1763260493.6138215,0.00016228877939283848,0.0,0.004930779803544283
,404.7062985897064,,500.0,500.0,,230955,,2506,,,1763260495.1998687,,,
0.0003875456750392914,406.1832537651062,0.5540196895599365,,,614.0,231808,0.007337966002523899,2514,0.0003950251266360283,0.10022097826004028,1763260496.6768239,0.00016098310879897326,0.0,0.0002858152147382498
0.0038928762078285217,406.3751721382141,0.5637849569320679,,,614.0,231936,-0.00833591166883707,2515,0.0006119543686509132,-0.16540110111236572,1763260496.8687422,0.00016090630379039794,0.0,0.0002721461933106184
0.00335758738219738,407.23001646995544,0.5445152521133423,,,614.0,232448,0.006890418939292431,2520,0.0003096098080277443,-3.40704345703125,1763260497.7235866,0.00016059908375609666,0.0,0.0002171820669900626
-0.013435542583465576,409.0700418949127,0.5417906641960144,,,614.0,233728,-0.0032491330057382584,2533,0.000523686408996582,0.09925121068954468,1763260499.563612,0.00015983103367034346,0.0,0.00019939022604376078
,409.79954719543457,,500.0,500.0,,234455,,2540,,,1763260500.2931173,,,
-0.00037039071321487427,410.6081898212433,0.5755850672721863,,,616.0,235136,-0.00011558830738067627,2547,0.00016531161963939667,-0.24575018882751465,1763260501.10176,0.00015898617857601494,0.0,0.003345426172018051
,413.0774552822113,,500.0,500.0,,237455,,2570,,,1763260503.5710254,,,
0.0008422881364822388,413.2094612121582,0.5664193630218506,,,618.0,237568,0.0007121916860342026,2571,2.7995556592941284e-06,0.0001195073127746582,1763260503.7030313,0.00015752688341308385,0.0,296.9093933105469
-1.979060471057892e-05,413.76076912879944,0.5306787490844727,,,618.0,238080,-0.005404296331107616,2576,0.00014685560017824173,-0.0001468658447265625,1763260504.2543392,0.00015721966337878257,0.0,140.53590393066406
-0.004902154207229614,413.8930356502533,0.4757561683654785,,,618.0,238208,-0.0045529929921031,2577,0.00038381945341825485,-0.5740787982940674,1763260504.3866057,0.00015714285837020725,0.0,0.0012193224392831326
,417.0105459690094,,500.0,500.0,,241350,,2608,,,1763260507.504116,,,
-0.005228288471698761,417.219767332077,0.5180186629295349,,,622.0,241536,0.004452398978173733,2610,0.0003045378252863884,-0.024885892868041992,1763260507.7133374,0.00015514592814724892,0.0,0.004499345552176237
-0.0005644187331199646,419.2843201160431,0.5161070823669434,,,624.0,243584,0.0005451776087284088,2630,6.042420864105225e-06,0.15453648567199707,1763260509.7778902,0.0001539170480100438,0.0,0.00317308004014194
-0.007566929794847965,419.891886472702,0.5171262621879578,,,624.0,244224,0.0009083673357963562,2636,0.0003441516309976578,0.38629114627838135,1763260510.3854566,0.0001535330229671672,0.0,5.909895844524726e-05
-0.01667107827961445,420.9189131259918,0.42352357506752014,,,625.0,245248,-0.0034871092066168785,2646,0.0010055163875222206,-15.536828994750977,1763260511.4124832,0.00015291858289856464,0.0,0.013984772376716137
,420.9637792110443,,500.0,500.0,,245350,,2647,,,1763260511.4573493,,,
0.009404908865690231,421.0734510421753,0.5344846844673157,,,625.0,245376,0.012887554243206978,2648,0.0015632659196853638,-0.001712203025817871,1763260511.5670211,0.00015284177788998932,0.0,545.9086303710938
-0.004451386630535126,423.2120432853699,0.5167348980903625,,,627.0,247424,-0.0014708153903484344,2668,0.0001323949545621872,0.000682532787322998,1763260513.7056134,0.0001516128977527842,0.0,554.257080078125
0.0008197352290153503,423.73462080955505,0.4718371629714966,,,628.0,247936,0.001972932368516922,2673,0.0009468682110309601,-0.0004273653030395508,1763260514.228191,0.0001513056777184829,0.0,394.2364501953125
-0.002139095216989517,424.90650820732117,0.4592944383621216,,,628.0,248960,-0.0004509361460804939,2683,0.0001386580988764763,0.00016546249389648438,1763260515.4000783,0.00015069123764988035,0.0,271.77081298828125
,425.3682949542999,,500.0,500.0,,249350,,2687,,,1763260515.861865,,,
-0.0010135695338249207,425.6304235458374,0.5053883790969849,,,629.0,249600,0.003405725583434105,2689,6.081908941268921e-05,0.008882522583007812,1763260516.1239936,0.00015030721260700375,0.0,0.0014578171540051699
-0.004350446164608002,425.9010956287384,0.4798855185508728,,,629.0,249856,-0.0005900682881474495,2692,0.0006977496668696404,-0.000638127326965332,1763260516.3946657,0.0001501536025898531,0.0,684.68505859375
0.004286382347345352,430.17042541503906,0.46363747119903564,,,632.0,253952,0.0024152370169758797,2732,0.00021631550043821335,2.5093555450439453e-05,1763260520.6639955,0.0001476958568673581,0.0,501.5354919433594
-0.001885935664176941,432.37263774871826,0.4795219302177429,,,634.0,256000,-0.0034518707543611526,2752,0.0002639070153236389,0.017758727073669434,1763260522.8662078,0.00014646697673015296,0.0,0.004025341011583805
-0.002371910959482193,432.92619132995605,0.48376110196113586,,,634.0,256512,-0.0019221296533942223,2757,0.00023425277322530746,-0.026470065116882324,1763260523.4197614,0.00014615975669585168,0.0,0.0049501205794513226
0.003558296710252762,434.54345083236694,0.4980415105819702,,,636.0,258048,0.003978789784014225,2772,0.0008196169510483742,-0.005627155303955078,1763260525.037021,0.00014523809659294784,0.0,0.0039255958981812
-0.0014685280621051788,435.6147108078003,0.5213244557380676,,,637.0,259072,0.002485808916389942,2782,0.00022400077432394028,0.1757792830467224,1763260526.108281,0.00014462365652434528,0.0,0.004939894191920757
-0.012687772512435913,435.7399580478668,0.4824388921260834,,,637.0,259200,0.005915571935474873,2783,0.0005637472495436668,0.04904383420944214,1763260526.2335281,0.00014454685151576996,0.0,0.0003348961763549596
-0.01720079779624939,436.84549474716187,0.5040075778961182,,,637.0,260224,0.012709403410553932,2793,0.001248825341463089,0.13894951343536377,1763260527.3390648,0.0001439324114471674,0.0,0.00030571676325052977
,439.95901679992676,,500.0,500.0,,263350,,2824,,,1763260530.452587,,,
-0.0023595839738845825,442.12450551986694,0.5459589958190918,,,642.0,265344,0.007905293256044388,2843,0.000311095267534256,-0.12512683868408203,1763260532.6180756,0.0001408602111041546,0.0,0.00014096790982875973
-0.0012732408940792084,443.64959812164307,0.5907118320465088,,,643.0,266752,-0.008208325132727623,2857,0.0008174944669008255,-0.04201304912567139,1763260534.1431682,0.00014001535600982606,0.0,0.00019053879077546299
-0.017128409817814827,446.3157272338867,0.5285277366638184,,,644.0,269184,0.0327986478805542,2882,0.005140024237334728,-2.4033572673797607,1763260536.8092973,0.00013855606084689498,0.01171875,0.005646383389830589
-0.001097172498703003,447.06700682640076,0.5400728583335876,,,645.0,269952,0.0008823089301586151,2890,0.00023448467254638672,-0.0001068115234375,1763260537.560577,0.00013809524534735829,0.0,686.0233154296875
0.0013980790972709656,449.2837567329407,0.5380101799964905,,,647.0,272128,-0.000704561360180378,2911,5.789380520582199e-05,-0.11551868915557861,1763260539.7773268,0.00013678956020157784,0.0,0.003593881381675601
-0.00344930961728096,451.7624373435974,0.5712162256240845,,,649.0,274560,-0.0016549378633499146,2935,0.00014785118401050568,6.181001663208008e-05,1763260542.2560074,0.00013533026503864676,0.0,0.0006781135452911258
-0.0013086795806884766,453.18615460395813,0.5943901538848877,,,650.0,275968,0.002824968658387661,2949,0.00011849869042634964,0.00016099214553833008,1763260543.6797247,0.00013448540994431823,0.0,577.6541748046875
-0.0010956339538097382,454.3899357318878,0.5378706455230713,,,651.0,277120,-0.0022874604910612106,2960,0.00010340474545955658,-17.010639190673828,1763260544.8835058,0.00013379416486714035,0.0,0.0039039095863699913
-0.0010776612907648087,456.03581047058105,0.5781018137931824,,,652.0,278656,-0.0010094838216900826,2975,4.297774285078049e-05,-0.0030431747436523438,1763260546.5293806,0.0001328725047642365,0.0,0.004474843852221966
0.0014812499284744263,457.55122566223145,0.5764822959899902,,,653.0,280064,0.001886017620563507,2989,1.7216429114341736e-05,-0.09027159214019775,1763260548.0447958,0.000132027649669908,0.0,0.0035634832456707954
,458.35517930984497,,500.0,500.0,,280933,,2997,,,1763260548.8487494,,,
-0.010171998292207718,459.90125012397766,0.5529829263687134,,,655.0,282368,0.005668359808623791,3011,0.0009475471451878548,0.005704402923583984,1763260550.3948202,0.00013064515951555222,0.0,0.00018439439008943737
,464.03826546669006,,500.0,500.0,,286433,,3051,,,1763260554.5318356,,,
-0.0008300058543682098,464.26969027519226,0.4866510033607483,,,658.0,286592,0.0021837204694747925,3053,2.2958964109420776e-05,0.14946776628494263,1763260554.7632604,0.00012811059423256665,0.0,0.003447824390605092
,465.6197462081909,,500.0,500.0,,287933,,3066,,,1763260556.1133163,,,
-0.0020467936992645264,466.1524283885956,0.5443962216377258,,,659.0,288384,-0.002052842639386654,3070,2.634059637784958e-05,-0.29793083667755127,1763260556.6459985,0.00012703532411251217,0.0,0.0001812186965253204
0.004536855965852737,467.48390102386475,0.5554729700088501,,,660.0,289664,0.0011439360678195953,3083,0.0002313852310180664,0.08387202024459839,1763260557.977471,0.00012626727402675897,0.0,0.0035177255049347878
0.0007359571754932404,469.11708211898804,0.5347148180007935,,,661.0,291200,0.003135478124022484,3098,9.411200881004333e-05,-0.18558812141418457,1763260559.6106522,0.00012534562847577035,0.0,6.418139673769474e-05
-0.007712740451097488,469.64206075668335,0.5912599563598633,,,661.0,291712,-0.003938764333724976,3103,0.001134287565946579,0.0077748894691467285,1763260560.1356308,0.00012503840844146907,0.0,0.0001516775955678895
-0.001693911850452423,472.25350618362427,0.5363690853118896,,,663.0,294144,-0.00032889656722545624,3127,0.00013761594891548157,0.02460193634033203,1763260562.7470763,0.000123579113278538,0.0,0.003342017065733671
0.0006550624966621399,472.56084728240967,0.5568386912345886,,,663.0,294400,-8.639506995677948e-05,3129,1.3018026947975159e-05,0.010529696941375732,1763260563.0544174,0.00012342550326138735,0.0,0.00011304000508971512
-1.5847384929656982e-05,473.7592222690582,0.512027382850647,,,664.0,295552,0.000890078954398632,3141,1.5606172382831573e-05,-5.269050598144531e-05,1763260564.2527924,0.00012273425818420947,0.0,325.2644348144531
-0.000499950721859932,473.99412417411804,0.5533377528190613,,,664.0,295808,6.124284118413925e-05,3143,8.066091686487198e-05,0.017608821392059326,1763260564.4876943,0.00012258064816705883,0.0,0.0002250003017252311
-0.0026551000773906708,474.2627387046814,0.5219985246658325,,,664.0,296064,0.00026793964207172394,3146,0.00010475888848304749,0.22864753007888794,1763260564.7563088,0.00012242703814990819,0.0,0.00336363073438406
-0.0013647917658090591,475.89456248283386,0.496056467294693,,,665.0,297600,-0.002818671055138111,3161,0.00012006517499685287,-0.23463594913482666,1763260566.3881326,0.00012150537804700434,0.0,0.004314645193517208
0.00234869122505188,476.83640003204346,0.546128511428833,,,666.0,298496,0.001964166760444641,3170,0.00014296360313892365,-2.3365020751953125e-05,1763260567.3299701,0.0001209677429869771,0.0,609.8330078125
-0.003411725163459778,478.2712924480438,0.5437201261520386,,,667.0,299904,0.0017203101888298988,3183,0.00047518592327833176,0.17361301183700562,1763260568.7648625,0.00012012288789264858,0.0,0.00016996257181745023
-0.022501841187477112,478.81805753707886,0.5590011477470398,,,667.0,300416,0.008828583173453808,3188,0.0016038911417126656,-0.08284533023834229,1763260569.3116276,0.0001198156678583473,0.0,0.00015887146582826972
0.0012708548456430435,481.69402742385864,0.5637664198875427,,,670.0,303360,-0.0022046882659196854,3217,0.00046921148896217346,0.10702252388000488,1763260572.1875975,0.00011804915266111493,0.0,0.00011401373194530606
-0.0010157376527786255,482.3403956890106,0.5912262797355652,,,670.0,304000,0.0015703113749623299,3224,4.270952194929123e-05,-1.4066696166992188e-05,1763260572.8339658,0.00011766512761823833,0.0,511.6980285644531
-0.015670470893383026,484.6952443122864,0.5515696406364441,,,672.0,306432,-0.0021069254726171494,3247,0.001198669895529747,-0.21932804584503174,1763260575.1888144,0.00011620583973126486,0.0,0.00029394973535090685
-0.0005781948566436768,484.9151062965393,0.500928521156311,,,672.0,306688,-0.001218981109559536,3250,0.00016698334366083145,-0.06731235980987549,1763260575.4086764,0.00011605222971411422,0.0,0.00029812901630066335
,485.06489396095276,,500.0,500.0,,306933,,3252,,,1763260575.558464,,,
-6.250664591789246e-05,485.3963601589203,0.5554699897766113,,,673.0,307200,0.0005961097776889801,3255,1.9323080778121948e-05,-0.004906654357910156,1763260575.8899302,0.00011574500967981294,0.0,0.00014404032845050097
0.0015734583139419556,485.72635078430176,0.5102853775024414,,,673.0,307584,-0.0006066160276532173,3259,6.321165710687637e-05,-0.3507727384567261,1763260576.2199209,0.00011551459465408698,0.0,0.0035765720531344414
,486.8892469406128,,500.0,500.0,,308933,,3272,,,1763260577.382817,,,
-0.0014174208045005798,487.1976361274719,0.478049635887146,,,674.0,309248,-0.004187184385955334,3275,0.0002612592652440071,-0.04621875286102295,1763260577.6912062,0.00011451612954260781,0.0,0.00017810636200010777
-0.003977129701524973,487.33601546287537,0.534027099609375,,,674.0,309376,-0.004224387928843498,3276,0.00014677643775939941,-0.14428579807281494,1763260577.8295856,0.0001144393245340325,0.0,0.000243047034018673
-0.00964067131280899,489.1413414478302,0.4918959140777588,,,676.0,311424,0.008510414510965347,3296,0.0005434881895780563,0.1883162260055542,1763260579.6349115,0.00011321044439682737,0.0,0.0002675553841982037
-0.009344823658466339,489.38643407821655,0.5721591114997864,,,676.0,311680,0.0002642683684825897,3299,0.000238100066781044,-0.1376328468322754,1763260579.8800042,0.00011305683437967673,0.0,0.0018935902044177055
-0.004031520336866379,492.93083453178406,0.5961356163024902,,,680.0,315648,-0.002415388822555542,3338,0.00014923512935638428,-0.1333155632019043,1763260583.4244046,0.00011067588638979942,0.0,0.0039291344583034515
-0.003002740442752838,494.0663375854492,0.6088164448738098,,,681.0,316928,-0.001107919029891491,3351,0.00021187681704759598,-0.9215661287307739,1763260584.5599077,0.00010990783630404621,0.0,0.00047511153388768435
-0.0002887845039367676,494.6508786678314,0.5949940085411072,,,681.0,317568,0.00010995101183652878,3357,0.00028332043439149857,-0.6126643419265747,1763260585.1444488,0.00010952381126116961,0.0,0.0002125525934388861
0.0026942510157823563,494.8763267993927,0.5637642741203308,,,682.0,317824,-0.0015648780390620232,3360,7.928255945444107e-05,-1.2257046699523926,1763260585.369897,0.00010937020124401897,0.0,0.002891167066991329
,498.3478276729584,,500.0,500.0,,321674,,3398,,,1763260588.8413978,,,
-0.0013840384781360626,498.67495465278625,0.5645413994789124,,,685.0,322048,0.002033090218901634,3401,7.603876292705536e-05,0.043827831745147705,1763260589.1685247,0.0001068356359610334,0.0,0.00024033010413404554
-0.005208555608987808,499.1513042449951,0.5421454906463623,,,685.0,322560,0.0006799632683396339,3406,0.00019108038395643234,-0.1865229606628418,1763260589.6448743,0.00010652841592673212,0.0,0.00022836774587631226
,499.18918657302856,,500.0,500.0,,322674,,3407,,,1763260589.6827567,,,
-0.002339877188205719,500.2863733768463,0.6015000939369202,,,687.0,323840,0.0010094325989484787,3419,6.724521517753601e-05,-0.1644744873046875,1763260590.7799435,0.00010576036584097892,0.0,0.0031369870994240046
-0.004254952073097229,500.9863374233246,0.5214474201202393,,,687.0,324608,0.008963462896645069,3426,0.0005122954025864601,-0.2776978015899658,1763260591.4799075,0.000105299535789527,0.0,0.00016920678899623454
