losses/policy_loss,_runtime,losses/entropy,charts/episodic_length,charts/episodic_return,charts/SPS,global_step,losses/old_approx_kl,_step,losses/approx_kl,losses/explained_variance,_timestamp,charts/learning_rate,losses/clipfrac,losses/value_loss
,105.51940679550171,,177.0,177.0,,32516,,504,,,1763260196.012977,,,
,107.3450779914856,,256.0,256.0,,33487,,515,,,1763260197.838648,,,
0.0006570294499397278,109.96190309524536,0.5321401953697205,,,428.0,34688,0.0007758457213640213,530,4.783831536769867e-05,0.6554532647132874,1763260200.4554732,0.0002792626619338989,0.0,26.254728317260742
,111.39507389068604,,257.0,257.0,,35398,,539,,,1763260201.888644,,,
0.008488763123750687,112.98752522468567,0.5748521089553833,,,429.0,36096,-0.008996824733912945,547,0.0002694772556424141,0.2296251654624939,1763260203.4810953,0.0002784178068395704,0.0,94.05042266845703
,114.13531279563904,,84.0,84.0,,36711,,555,,,1763260204.628883,,,
-0.0004761889576911926,114.88904213905334,0.5662388801574707,,,430.0,36992,0.00016538426280021667,559,1.537799835205078e-05,0.17426013946533203,1763260205.3826122,0.00027788017177954316,0.0,175.82203674316406
-0.012784600257873535,116.47426152229309,0.5153607130050659,,,431.0,37760,-0.006642632186412811,568,0.001405114307999611,0.931722104549408,1763260206.9678316,0.00027741934172809124,0.0,23.62415313720703
,120.87134838104248,,241.0,241.0,,39849,,595,,,1763260211.3649185,,,
,123.87895655632019,,243.0,243.0,,41285,,612,,,1763260214.3725266,,,
0.0005136001855134964,124.35154366493225,0.5381072759628296,,,434.0,41472,0.0012871194630861282,614,5.88390976190567e-05,0.8706622123718262,1763260214.8451138,0.0002751920255832374,0.0,10.738615036010742
,127.08534550666809,,93.0,93.0,,42794,,630,,,1763260217.5789156,,,
-0.0007442161440849304,128.16638731956482,0.5395464897155762,,,436.0,43264,0.0005616983398795128,636,4.426576197147369e-06,-2.060271978378296,1763260218.6599574,0.0002741167554631829,0.0,24.23269271850586
,128.77184343338013,,248.0,248.0,,43538,,640,,,1763260219.2654135,,,
,130.61377573013306,,475.0,475.0,,44473,,650,,,1763260221.1073458,,,
-0.007388591766357422,133.3276538848877,0.5084755420684814,,,438.0,45824,0.028800925239920616,664,0.0036596208810806274,0.8769070506095886,1763260223.821224,0.0002725806552916765,0.0,7.062917709350586
-0.007141523063182831,136.94910407066345,0.49624019861221313,,,439.0,47488,0.010230116546154022,684,0.0004047174006700516,0.1769723892211914,1763260227.4426742,0.00027158219018019736,0.0,183.3394775390625
,137.81427431106567,,303.0,303.0,,47880,,689,,,1763260228.3078444,,,
0.0035623442381620407,139.6544361114502,0.5276302695274353,,,440.0,48768,-0.01013108342885971,698,0.0005430486053228378,-0.041669249534606934,1763260230.1480062,0.00027081414009444416,0.0,7.65615177154541
-0.008533600717782974,140.26977252960205,0.4920026659965515,,,440.0,49024,0.0033159246668219566,702,0.0005049752071499825,0.2510486841201782,1763260230.7633426,0.0002706605300772935,0.0,300.37933349609375
,141.11813735961914,,243.0,243.0,,49462,,707,,,1763260231.6117074,,,
,145.26957082748413,,437.0,437.0,,51470,,729,,,1763260235.763141,,,
0.006630267947912216,150.85075855255127,0.5526206493377686,,,445.0,54272,0.00043621286749839783,757,0.00022829696536064148,0.0152474045753479,1763260241.3443286,0.0002675115247257054,0.0,2.6332831382751465
0.005657849833369255,151.88310551643372,0.598511278629303,,,445.0,54784,-0.0029254769906401634,762,9.978469461202621e-05,0.5599316358566284,1763260242.3766756,0.0002672043046914041,0.0,1.81003737449646
0.0012360960245132446,152.8870131969452,0.5678882598876953,,,446.0,55296,-0.007577966898679733,767,0.0002340022474527359,-0.7901684045791626,1763260243.3805833,0.0002668970846571028,0.0,3.197279453277588
-0.0034392327070236206,154.5910403728485,0.5857442617416382,,,447.0,56192,-0.0035895556211471558,775,0.00037955865263938904,0.601039707660675,1763260245.0846105,0.0002663594495970756,0.00390625,1.9348214864730835
-0.0028789425268769264,157.09107112884521,0.48990899324417114,,,448.0,57472,0.0011240877211093903,788,0.00012109987437725067,0.4205595850944519,1763260247.5846412,0.0002655913995113224,0.0,1.195441484451294
-0.005886023864150047,158.80528497695923,0.4842935800552368,,,449.0,58368,-0.0029951492324471474,797,0.0004981132224202156,0.028631865978240967,1763260249.298855,0.00026505376445129514,0.0,0.688870370388031
-0.001307263970375061,160.5527160167694,0.5299643278121948,,,450.0,59264,-0.0006339652463793755,806,0.00017343368381261826,0.11995673179626465,1763260251.046286,0.0002645161293912679,0.0,0.578663170337677
-0.009675145149230957,162.33000826835632,0.4992760717868805,,,451.0,60160,-0.0015356261283159256,815,0.00048515573143959045,-0.0001558065414428711,1763260252.8235784,0.00026397849433124065,0.0,209.470947265625
0.010247088968753815,171.7989821434021,0.5199014544487,,,455.0,65024,-0.007650007493793964,863,0.00044442806392908096,-7.510869026184082,1763260262.2925522,0.0002610599040053785,0.0,0.017294853925704956
0.009969852864742279,173.62305235862732,0.553817093372345,,,455.0,65920,-0.001672712154686451,872,0.001659630797803402,-0.09026741981506348,1763260264.1166224,0.00026052226894535124,0.005859375,0.0007359289447776973
-0.026160400360822678,174.38924717903137,0.5559934377670288,,,455.0,66304,0.013899308629333973,876,0.006128004752099514,0.24132829904556274,1763260264.8828173,0.0002602918539196253,0.013671875,0.00406015245243907
,183.3229043483734,,500.0,500.0,,70902,,922,,,1763260273.8164744,,,
-0.015295244753360748,185.0024755001068,0.476764440536499,,,459.0,71680,0.0015552705153822899,930,0.003277457319200039,-1.0733299255371094,1763260275.4960456,0.00025706604355946183,0.0078125,0.0008419874939136207
0.00043738260865211487,186.5751519203186,0.531069278717041,,,459.0,72448,-0.0007820762693881989,938,0.00012028217315673828,0.0012162327766418457,1763260277.068722,0.0002566052135080099,0.0,497.4715270996094
0.011486906558275223,187.30957913398743,0.5706164836883545,,,459.0,72832,-0.0012595178559422493,941,0.0011461591348052025,-4.7872514724731445,1763260277.8031492,0.00025637479848228395,0.0,0.0006062541506253183
,187.36436820030212,,500.0,500.0,,72902,,942,,,1763260277.8579383,,,
-0.011293962597846985,188.60230088233948,0.5471106171607971,,,460.0,73472,-0.007969623431563377,948,0.0007655452936887741,0.0005158185958862305,1763260279.095871,0.00025599077343940735,0.0,759.2381591796875
-0.015254124999046326,193.91699934005737,0.4922759532928467,,,461.0,76160,0.0203530415892601,974,0.004535540007054806,0.587573230266571,1763260284.4105694,0.0002543778682593256,0.009765625,0.002346544526517391
,195.00577998161316,,500.0,500.0,,76799,,980,,,1763260285.49935,,,
,195.9919891357422,,500.0,500.0,,77299,,985,,,1763260286.4855592,,,
,197.9292974472046,,500.0,500.0,,78299,,995,,,1763260288.4228675,,,
-0.0003831051290035248,198.35815620422363,0.4613119959831238,,,463.0,78464,0.006642404943704605,997,0.00021466054022312164,-0.02169954776763916,1763260288.8517263,0.00025299537810496986,0.0,0.002549275290220976
,200.57231283187866,,500.0,500.0,,80299,,1015,,,1763260291.065883,,,
,201.17452430725098,,500.0,500.0,,80799,,1020,,,1763260291.6680944,,,
0.0021056383848190308,203.03552293777466,0.5193554759025574,,,470.0,81920,-0.005897375755012035,1031,0.00038327742367982864,0.00034487247467041016,1763260293.529093,0.00025092167197726667,0.0,129.21731567382812
-0.0002769194543361664,206.4525501728058,0.4496859610080719,,,472.0,83840,0.002667689695954323,1050,0.00027620792388916016,6.67572021484375e-06,1763260296.9461203,0.00024976959684863687,0.0,344.396240234375
0.006011880934238434,207.09727597236633,0.5360281467437744,,,472.0,84224,0.0006718672811985016,1053,0.00023345835506916046,0.20984715223312378,1763260297.590846,0.0002495391818229109,0.0,7.621403347002342e-05
-0.002425622195005417,208.02530479431152,0.5018317699432373,,,473.0,84736,-0.001545577310025692,1058,0.00010413769632577896,-0.18343985080718994,1763260298.518875,0.0002492319617886096,0.0,0.0001318406139034778
-0.004630088806152344,211.61796712875366,0.4944135248661041,,,477.0,87296,0.011092607863247395,1083,0.001342189498245716,-0.6091115474700928,1763260302.1115372,0.0002476958616171032,0.0,0.0002750073035713285
-0.03666125237941742,212.46884083747864,0.5415661931037903,,,479.0,88064,0.006040862761437893,1091,0.0033406810835003853,0.19449985027313232,1763260302.962411,0.0002472350315656513,0.005859375,0.0008227656362578273
,214.73371577262878,,236.0,236.0,,89535,,1106,,,1763260305.2272859,,,
-0.001496732234954834,217.0439236164093,0.47582608461380005,,,482.0,90752,0.003959584049880505,1118,0.00029258523136377335,0.020913124084472656,1763260307.5374937,0.00024562212638556957,0.0,0.003655513981357217
0.0008229762315750122,218.3638665676117,0.48543575406074524,,,483.0,91520,0.0033129332587122917,1125,0.00014274287968873978,-0.10472214221954346,1763260308.8574367,0.00024516129633411765,0.0,0.00019954799790866673
0.0023376941680908203,219.70267367362976,0.49780645966529846,,,483.0,92288,0.008301003836095333,1133,0.0006534000858664513,0.0462566614151001,1763260310.1962438,0.00024470046628266573,0.0,0.0014806450344622135
-0.004937974736094475,221.7084665298462,0.4642415940761566,,,485.0,93568,0.0024696001783013344,1145,0.0008255159482359886,0.4436478018760681,1763260312.2020366,0.00024393241619691253,0.0,0.00447070924565196
0.004772169515490532,224.12097549438477,0.4758468270301819,,,489.0,95488,-0.001850120723247528,1164,0.0008038263767957687,2.8014183044433594e-06,1763260314.6145456,0.00024278034106828272,0.0,647.8893432617188
-0.014134474098682404,224.27111077308655,0.5263477563858032,,,489.0,95616,0.00913750659674406,1165,0.0008845953270792961,0.054184675216674805,1763260314.7646809,0.0002427035360597074,0.0,0.003950710874050856
-0.008649677038192749,225.14163661003113,0.45742809772491455,,,491.0,96384,-0.0029841363430023193,1172,0.000575704500079155,0.1690223217010498,1763260315.6352067,0.00024224270600825548,0.0,0.00019206895376555622
-0.0005734823644161224,226.18440413475037,0.5253445506095886,,,493.0,97280,-0.002451688051223755,1181,0.0006242766976356506,-1.0068862438201904,1763260316.6779742,0.00024170507094822824,0.0,0.0011320720659568906
-0.002703368663787842,226.79265475273132,0.47529876232147217,,,494.0,97792,-0.0027644727379083633,1186,0.000327257439494133,0.09710037708282471,1763260317.2862248,0.00024139785091392696,0.0,0.0005541321588680148
,227.98052215576172,,500.0,500.0,,98940,,1197,,,1763260318.4740922,,,
-0.003281034529209137,230.2525987625122,0.6009970307350159,,,499.0,100480,0.010534694418311119,1213,0.00024508871138095856,-8.106231689453125e-05,1763260320.7461689,0.00023978494573384523,0.0,484.9693603515625
0.006446498446166515,230.67801117897034,0.5227420330047607,,,499.0,100736,0.012321972288191319,1215,0.0037442464381456375,-0.37236571311950684,1763260321.1715813,0.0002396313357166946,0.005859375,0.0007863377104513347
-0.007243655622005463,232.77121353149414,0.5341638922691345,,,499.0,101888,-0.011121025308966637,1226,0.00015747733414173126,-0.15964233875274658,1763260323.2647836,0.0002389400906395167,0.0,6.728639709763229e-05
-0.006547026336193085,233.47935581207275,0.5045958757400513,,,500.0,102272,-0.007968968711793423,1230,0.00019514095038175583,0.1276511549949646,1763260323.972926,0.00023870967561379075,0.0,0.0010089387651532888
0.001017160713672638,234.14593243598938,0.4842515289783478,,,500.0,102656,-0.0026761768385767937,1234,0.00020083505660295486,0.07513302564620972,1763260324.6395025,0.0002384792605880648,0.0,0.003956040367484093
-0.011678487062454224,236.12411832809448,0.5323010087013245,,,501.0,103808,-0.006059298291802406,1245,0.001497473567724228,-0.19173729419708252,1763260326.6176884,0.0002377880155108869,0.0,0.001075908774510026
-0.009660661220550537,237.7347674369812,0.5186060667037964,,,501.0,104704,0.006550866179168224,1254,0.0019949907436966896,-0.0039664506912231445,1763260328.2283375,0.00023725038045085967,0.001953125,0.0006677100900560617
,240.73288297653198,,500.0,500.0,,106440,,1271,,,1763260331.226453,,,
,244.29098296165466,,368.0,368.0,,109308,,1299,,,1763260334.784553,,,
,248.9922971725464,,500.0,500.0,,113308,,1339,,,1763260339.4858673,,,
-0.0034345202147960663,249.15356016159058,0.46644318103790283,,,514.0,113408,-0.0014844564720988274,1340,0.00035741645842790604,1.055002212524414e-05,1763260339.6471303,0.00023202765441965312,0.0,540.610595703125
,250.272634267807,,500.0,500.0,,114308,,1349,,,1763260340.7662044,,,
,251.87878847122192,,500.0,500.0,,115808,,1363,,,1763260342.3723586,,,
0.011642610654234886,252.15197324752808,0.4804653823375702,,,519.0,115968,0.006957363337278366,1365,0.0010204538702964783,0.2926790714263916,1763260342.6455433,0.0002304915542481467,0.0,0.0029894530307501554
-0.032269131392240524,252.7188742160797,0.48117390275001526,,,520.0,116480,0.005345924757421017,1370,0.0052963728085160255,0.6054632663726807,1763260343.2124443,0.00023018433421384543,0.005859375,0.00531353522092104
0.003744848072528839,253.78580498695374,0.5796017646789551,,,522.0,117504,0.0025775618851184845,1380,0.00028303638100624084,-0.07218146324157715,1763260344.279375,0.00022956989414524287,0.0,0.00392613559961319
-0.0036655664443969727,253.8980016708374,0.5308604836463928,,,522.0,117632,0.010300618596374989,1381,0.0007638381794095039,0.10979831218719482,1763260344.3915718,0.00022949308913666755,0.0,0.0007791342213749886
,254.55885004997253,,500.0,500.0,,118308,,1388,,,1763260345.0524201,,,
-0.004691271111369133,255.34842920303345,0.5149834752082825,,,525.0,119040,0.005842563696205616,1395,0.0003388402983546257,0.14996278285980225,1763260345.8419993,0.00022864823404233903,0.0,0.0036789614241570234
-0.012600023299455643,256.0370557308197,0.5843745470046997,,,525.0,119424,-0.0021440405398607254,1399,0.0007282830774784088,0.0003440380096435547,1763260346.5306258,0.00022841781901661307,0.0,400.3363342285156
-0.012886635959148407,257.2831027507782,0.5067763924598694,,,526.0,120192,0.012671018950641155,1405,0.001237603835761547,0.014269471168518066,1763260347.7766728,0.00022795698896516114,0.0,0.00020255977869965136
0.0011612176895141602,261.95408511161804,0.5004717111587524,,,527.0,122880,0.007570255547761917,1432,0.000680806115269661,0.00013834238052368164,1763260352.4476552,0.00022634408378507942,0.0,329.1222839355469
-0.006299070082604885,262.1646018028259,0.5230451226234436,,,527.0,123008,0.0011730343103408813,1433,0.0004459712654352188,-0.03510117530822754,1763260352.658172,0.0002262672787765041,0.0,0.005550759378820658
,265.8118155002594,,500.0,500.0,,125308,,1455,,,1763260356.3053856,,,
-0.0017965249717235565,265.91792917251587,0.5633252263069153,,,528.0,125312,-0.006953953765332699,1456,0.0003367764875292778,-0.00010669231414794922,1763260356.4114993,0.00022488478862214833,0.0,629.3945922851562
-0.000581076368689537,266.0507700443268,0.5809311270713806,,,529.0,125440,-0.005777101963758469,1457,0.0008889604359865189,0.118918776512146,1763260356.5443401,0.00022480798361357301,0.0,0.004174733068794012
,273.9406807422638,,500.0,500.0,,131225,,1514,,,1763260364.4342508,,,
-0.007579822093248367,274.8145000934601,0.47646915912628174,,,536.0,131968,0.0045426227152347565,1521,0.0005133114755153656,-0.07668602466583252,1763260365.3080702,0.0002208909427281469,0.0,0.004853217396885157
-0.00043579936027526855,275.2244689464569,0.4419010579586029,,,537.0,132352,0.011945785954594612,1525,0.002809632569551468,-0.00012230873107910156,1763260365.718039,0.00022066052770242095,0.001953125,152.4881591796875
-0.003887766972184181,275.52952122688293,0.4720340669155121,,,537.0,132608,-0.0008855117484927177,1527,0.00014409516006708145,-0.4167107343673706,1763260366.0230913,0.0002205069176852703,0.0,0.00011055592767661437
0.0008028894662857056,275.6857352256775,0.4274451434612274,,,537.0,132736,-0.005499120801687241,1529,9.607337415218353e-05,-0.0006866455078125,1763260366.1793053,0.000220430112676695,0.0,488.8729248046875
0.004279538989067078,276.2461166381836,0.4908508360385895,,,538.0,133248,-0.00222577340900898,1534,0.0005221273750066757,1.2159347534179688e-05,1763260366.7396867,0.0002201228926423937,0.0,521.9627075195312
-0.008089223876595497,276.50958824157715,0.5174766778945923,,,539.0,133504,0.012058502994477749,1536,0.00045335758477449417,0.06509625911712646,1763260367.0031583,0.00021996928262524307,0.0,0.0004678406403400004
,277.2333400249481,,500.0,500.0,,134225,,1543,,,1763260367.72691,,,
-0.003063984215259552,277.48555970191956,0.49526089429855347,,,540.0,134400,0.0016527660191059113,1545,0.00012895464897155762,-0.031583189964294434,1763260367.9791298,0.00021943164756521583,0.0,0.0042093731462955475
-0.0007835011929273605,277.61897683143616,0.46471697092056274,,,540.0,134528,0.0002520158886909485,1546,4.076957702636719e-05,-0.01082456111907959,1763260368.112547,0.0002193548425566405,0.0,0.00044965610140934587
,279.36749482154846,,500.0,500.0,,135725,,1558,,,1763260369.861065,,,
-0.003975288942456245,279.562867641449,0.5086303353309631,,,541.0,135808,0.005306006409227848,1559,0.0003307582810521126,7.75456428527832e-05,1763260370.0564377,0.0002185867924708873,0.0,537.806640625
,280.2187559604645,,500.0,500.0,,136225,,1563,,,1763260370.712326,,,
-0.004244042560458183,280.76653504371643,0.5178244113922119,,,542.0,136576,0.013776232488453388,1566,0.003980502486228943,-0.5959683656692505,1763260371.2601051,0.00021812596241943538,0.009765625,0.00046110787661746144
-0.0012341439723968506,284.57266211509705,0.5399484038352966,,,542.0,138752,0.006990611553192139,1588,0.0005664676427841187,-0.00017309188842773438,1763260375.0662322,0.00021682027727365494,0.0,784.1460571289062
0.002342425286769867,284.76598858833313,0.5042651295661926,,,542.0,138880,-0.00595947727560997,1589,0.0007024481892585754,-0.07245314121246338,1763260375.2595587,0.00021674347226507962,0.0,0.0050827618688344955
,286.1187193393707,,500.0,500.0,,139725,,1597,,,1763260376.6122894,,,
,287.2400453090668,,500.0,500.0,,140725,,1607,,,1763260377.7336154,,,
0.0004207789897918701,287.4974727630615,0.549479603767395,,,545.0,140928,0.0009562456980347633,1609,5.489867180585861e-05,-0.23340630531311035,1763260377.9910429,0.0002155145921278745,0.0,0.004081302788108587
-0.0007287357002496719,287.63260412216187,0.5805598497390747,,,545.0,141056,0.0027348436415195465,1610,0.0010093580931425095,-0.027599096298217773,1763260378.1261742,0.00021543778711929917,0.0,0.0006505054770968854
,287.8151972293854,,500.0,500.0,,141225,,1612,,,1763260378.3087673,,,
-0.002964133396744728,289.469735622406,0.5245426297187805,,,547.0,142720,0.0002139955759048462,1626,0.0005383230745792389,-0.9062092304229736,1763260379.9633057,0.00021443932200782,0.0,0.00020521243277471513
0.0018153004348278046,291.1970736980438,0.5887694954872131,,,548.0,143872,0.0011756038293242455,1638,0.00011000689119100571,0.010284364223480225,1763260381.6906438,0.00021374807693064213,0.0,0.004627489484846592
-0.0014831870794296265,298.15657663345337,0.6058943271636963,,,552.0,148864,0.002108832821249962,1687,0.00016114860773086548,0.006062209606170654,1763260388.6501467,0.00021075268159620464,0.0,0.0025571989826858044
-0.012795962393283844,302.9527144432068,0.5285636782646179,,,560.0,153472,0.016640199348330498,1732,0.0023055896162986755,0.041051268577575684,1763260393.4462845,0.00020798771583940834,0.0,0.001317524816840887
0.007079958915710449,304.4630084037781,0.5599044561386108,,,561.0,154752,-0.007627381011843681,1745,0.0006415322422981262,-1.704692840576172e-05,1763260394.9565785,0.00020721966575365514,0.0,363.615478515625
-0.003275178372859955,305.82486295700073,0.5759100317955017,,,562.0,155648,0.00248029176145792,1753,0.0006350772455334663,-0.05249655246734619,1763260396.318433,0.0002066820306936279,0.0,0.00011904966231668368
,305.872332572937,,500.0,500.0,,155725,,1754,,,1763260396.3659027,,,
-0.001536838710308075,307.5337769985199,0.4861662983894348,,,562.0,156800,-0.005313479341566563,1765,0.001202666200697422,-6.961822509765625e-05,1763260398.027347,0.00020599078561645,0.0,345.69732666015625
-0.005350222811102867,308.11809396743774,0.5527108311653137,,,563.0,157184,-0.004010230302810669,1768,0.0019671209156513214,-0.0105665922164917,1763260398.611664,0.00020576037059072405,0.0,0.00012060505105182528
-0.007372185587882996,309.1105840206146,0.6070461869239807,,,564.0,158080,0.004612354561686516,1777,0.0004905685782432556,-0.014937162399291992,1763260399.604154,0.0002052227355306968,0.0,0.0005831619491800666
,315.63111114501953,,500.0,500.0,,162225,,1818,,,1763260406.1246812,,,
,316.40592789649963,,500.0,500.0,,162725,,1823,,,1763260406.899498,,,
-0.004953280091285706,320.00262570381165,0.5643957853317261,,,569.0,165632,-0.001393740065395832,1851,0.0014413287863135338,0.10370790958404541,1763260410.4961958,0.00020069124002475291,0.0,0.00014085984730627388
0.004267454147338867,320.5840599536896,0.5461454391479492,,,569.0,166144,0.002589453011751175,1856,0.0012210533022880554,0.010639488697052002,1763260411.07763,0.00020038401999045163,0.0,0.00019547071133274585
0.0006630420684814453,322.3483679294586,0.5788447260856628,,,570.0,167296,0.00011125672608613968,1868,5.4144300520420074e-05,2.199411392211914e-05,1763260412.841938,0.00019969277491327375,0.0,364.1836242675781
0.00385458767414093,323.1965126991272,0.5472960472106934,,,570.0,167808,0.005023551173508167,1873,0.00031250249594449997,1.0013580322265625e-05,1763260413.6900828,0.00019938555487897247,0.0,205.31153869628906
0.0015380680561065674,323.7988691329956,0.5472846031188965,,,570.0,168192,0.00495600700378418,1877,0.00023726560175418854,-6.389617919921875e-05,1763260414.2924392,0.0001991551398532465,0.0,486.24298095703125
,324.81725549697876,,500.0,500.0,,169189,,1886,,,1763260415.3108256,,,
0.003144890069961548,325.89694237709045,0.5454664826393127,,,572.0,170112,-0.013159825466573238,1895,0.0009577935561537743,-0.5052553415298462,1763260416.3905125,0.00019800307927653193,0.0,0.00022203163825906813
