charts/learning_rate,charts/episodic_return,_runtime,_timestamp,losses/explained_variance,global_step,losses/clipfrac,losses/approx_kl,losses/value_loss,losses/entropy,losses/old_approx_kl,losses/policy_loss,charts/episodic_length,charts/SPS,_step
0.0002898617531172931,,72.80263543128967,1763260163.7554255,-0.007961511611938477,17024,0.0,0.0007720189169049263,66.03187561035156,0.5548829436302185,0.009612242691218853,-0.015262588858604431,,384.0,330
0.0002897849481087178,,73.12555003166199,1763260164.07834,0.016703248023986816,17152,0.0,0.00017395801842212677,122.5477523803711,0.5808961391448975,-0.0009891297668218613,-0.007082084193825722,,384.0,332
0.0002894777280744165,,74.27507615089417,1763260165.2278662,0.16460740566253662,17664,0.0,0.0002660304307937622,82.5144271850586,0.5672787427902222,0.002543531358242035,-0.01121501624584198,,385.0,337
0.0002893241180572659,,74.93765830993652,1763260165.8904483,0.0459446907043457,17920,0.0,1.3615936040878296e-05,81.71588134765625,0.5511173009872437,4.2071565985679626e-05,-0.00162457674741745,,385.0,340
,126.0,80.82544493675232,1763260171.778235,,20519,,,,,,,126.0,,370
0.0002875576028600335,,81.5703227519989,1763260172.5231128,0.11508816480636597,20864,0.0,0.0015697823837399483,151.9796142578125,0.5622532963752747,0.0204082690179348,-0.01651402935385704,,392.0,375
0.00028655913774855435,,85.12542343139648,1763260176.0782135,-0.010592222213745117,22528,0.0,2.9820948839187622e-05,58.4639892578125,0.6002761125564575,0.0009313169866800308,0.001139303669333458,,397.0,396
0.0002851766475941986,,89.94010543823242,1763260180.8928955,0.07794785499572754,24832,0.0,0.0003056637942790985,54.46903991699219,0.6053686141967773,0.008398335427045822,-0.009636815637350082,,404.0,425
,410.0,92.71289896965027,1763260183.665689,,26219,,,,,,,410.0,,441
,68.0,94.09101629257202,1763260185.0438063,,26855,,,,,,,68.0,,450
,304.0,97.95280289649963,1763260188.905593,,28673,,,,,,,304.0,,471
0.0002822580572683364,,99.97300553321838,1763260190.9257956,-0.3608534336090088,29696,0.0,7.594935595989227e-06,52.94934844970703,0.554701566696167,0.0014725392684340477,0.0003521479666233063,,415.0,481
