charts/SPS,losses/clipfrac,losses/old_approx_kl,charts/episodic_length,losses/explained_variance,global_step,_runtime,losses/entropy,losses/policy_loss,charts/episodic_return,_step,losses/approx_kl,_timestamp,losses/value_loss,charts/learning_rate
452.0,0.001953125,-0.005154231563210487,,0.7456223964691162,32512,101.34326004981995,0.5561236143112183,0.010844781994819641,,490,0.0025902818888425827,1763260191.352963,92.27290344238281,0.00028056834707967937
,,,85.0,,33609,103.42624187469482,,,85.0,504,,1763260193.4359448,,
454.0,0.0,0.006255672313272953,,0.9202364683151245,34432,105.19220519065857,0.5532231330871582,-0.011177584528923035,,515,0.001386932097375393,1763260195.201908,29.04135513305664,0.00027941627195104957
456.0,0.0,0.007075056433677673,,0.905700147151947,35584,107.44026017189026,0.506150484085083,0.0012737661600112915,,530,0.0001598019152879715,1763260197.449963,12.059040069580078,0.0002787250268738717
456.0,0.005859375,0.02002597041428089,,0.9778584241867065,36352,108.98250603675842,0.524726152420044,0.008849069476127625,,539,0.0038730213418602943,1763260198.992209,4.999362468719482,0.00027826419682241976
457.0,0.0,-0.0005440767854452133,,-0.024401068687438965,36992,110.2845311164856,0.5658047795295715,0.0006681438535451889,,547,0.00015804171562194824,1763260200.294234,15.607976913452148,0.00027788017177954316
458.0,0.0,-0.008875158615410328,,0.34192872047424316,37760,111.76535201072693,0.5601814985275269,-0.014322221279144287,,555,0.002645104192197323,1763260201.775055,11.79563045501709,0.00027741934172809124
459.0,0.0,3.0192546546459198e-05,,0.5516975522041321,38144,112.49444675445557,0.5342004299163818,0.002331174910068512,,559,0.00043674465268850327,1763260202.5041497,10.43856430053711,0.0002771889267023653
460.0,0.0,-0.009299353696405888,,-1.263868808746338,39040,114.21377468109131,0.4774860441684723,-0.01992619037628174,,568,0.0012124599888920784,1763260204.2234776,50.676513671875,0.00027665129164233804
463.0,0.0078125,0.007335892878472805,,0.9572069644927979,41600,119.1096088886261,0.5105865597724915,0.012641429901123047,,595,0.00287794042378664,1763260209.1193118,32.66059875488281,0.0002751152205746621
,,,201.0,,43293,122.19895100593567,,,201.0,612,,1763260212.208654,,
466.0,0.0,0.0008916938677430153,,-0.48272526264190674,43520,122.63466429710388,0.5547119379043579,0.001814698800444603,,614,2.9821880161762238e-05,1763260212.6443672,7.232295513153076,0.0002739631454460323
468.0,0.0,0.0004904540255665779,,0.02015972137451172,45056,125.5452332496643,0.5014201998710632,-0.00047599896788597107,,630,1.7052516341209412e-06,1763260215.5549362,349.7391357421875,0.00027304148534312844
,,,149.0,,45617,126.59829711914062,,,149.0,636,,1763260216.608,,
469.0,0.0,-0.0013227853924036026,463.0,-0.07769322395324707,46080,127.56986594200134,0.5541674494743347,-0.008344652131199837,463.0,640,0.0003438163548707962,1763260217.5795689,411.0899658203125,0.0002724270452745259
,,,203.0,,46999,129.4122211933136,,,203.0,650,,1763260219.421924,,
,,,500.0,,48361,131.99718475341797,,,500.0,664,,1763260222.0068877,,
471.0,0.0,-0.000237966887652874,,-0.06215858459472656,50048,135.58478951454163,0.5826074481010437,0.00033751875162124634,,684,1.3506971299648285e-05,1763260225.5944924,3.485139846801758,0.00027004609000869095
,,,299.0,,50513,136.37767887115479,,,299.0,689,,1763260226.3873818,,
472.0,0.0,-0.0012999912723898888,,0.04264628887176514,51328,138.16458988189697,0.6272483468055725,-0.00014624372124671936,,698,5.250703543424606e-05,1763260228.1742928,2.577514171600342,0.00026927803992293775
472.0,0.0,0.0009495941922068596,,-0.03393542766571045,51712,138.89229798316956,0.6156747341156006,0.0005500875413417816,,702,4.899967461824417e-05,1763260228.902001,3.551654815673828,0.0002690476248972118
,,,64.0,,52006,139.50431609153748,,,64.0,707,,1763260229.514019,,
473.0,0.0,-0.00030542537569999695,,0.01896083354949951,54144,143.84653902053833,0.568217933177948,-0.0013954117894172668,,729,1.2265518307685852e-05,1763260233.856242,2.1120758056640625,0.0002675883297342807
475.0,0.0,-0.003842548467218876,,-3.6428613662719727,56832,149.05713295936584,0.5221059322357178,-0.022570960223674774,,757,0.0017931004986166954,1763260239.0668359,4.728347301483154,0.000265975424554199
,,,500.0,,57338,149.82287335395813,,,500.0,762,,1763260239.8325763,,
,,,500.0,,57838,150.81516695022583,,,500.0,767,,1763260240.8248699,,
476.0,0.0,0.003545391373336315,,-0.010744333267211914,58624,152.42508578300476,0.5299871563911438,-0.0016699284315109253,,775,0.0005339933559298515,1763260242.4347887,0.771818220615387,0.0002649001544341445
477.0,0.001953125,0.0005413051694631577,,0.03847759962081909,59904,154.80794620513916,0.553107738494873,0.0009047538042068481,,788,0.0019820816814899445,1763260244.8176491,422.5755615234375,0.0002641321043483913
477.0,0.0,-0.003519553691148758,,0.07524526119232178,60032,155.0442078113556,0.5382257103919983,0.0006654076278209686,,789,0.00016203708946704865,1763260245.0539107,0.5034889578819275,0.000264055299339816
,,,500.0,,60838,156.48349356651306,,,500.0,797,,1763260246.4931965,,
479.0,0.0,0.0011804839596152306,,-0.06985616683959961,61824,158.24765491485596,0.6055453419685364,-0.003467600792646408,,806,2.241414040327072e-05,1763260248.2573578,0.16381551325321198,0.0002629800292197615
480.0,0.0,0.0017883311957120895,,-5.0568156242370605,62720,159.87771677970886,0.5745103359222412,-0.00235540047287941,,815,0.0027472861111164093,1763260249.8874197,0.11044398695230484,0.00026244239415973425
483.0,0.0,-0.0008318228647112846,,0.0026502013206481934,67200,168.50466465950012,0.4766741991043091,0.0003988035023212433,,863,5.0119124352931976e-05,1763260258.5143676,477.3516540527344,0.00025975421885959804
,,,500.0,,68111,170.20987105369568,,,500.0,872,,1763260260.219574,,
484.0,0.001953125,0.003497459925711155,,0.5035132169723511,68608,171.11082243919373,0.4777831733226776,0.0016371048986911774,,876,0.001235087402164936,1763260261.1205254,0.0005760039202868938,0.0002589093637652695
,,,500.0,,72611,178.7505748271942,,,500.0,916,,1763260268.7602777,,
486.0,0.0,0.0008524758741259575,,1.3828277587890625e-05,73216,179.91621255874634,0.5419983863830566,0.0009408490732312202,,922,1.7010606825351715e-05,1763260269.9259155,396.2191467285156,0.000256144383456558
,,,500.0,,74111,181.43152451515198,,,500.0,930,,1763260271.4412274,,
487.0,0.0,0.003869566135108471,,-0.3300210237503052,74880,183.03946208953857,0.5257278084754944,-0.000653579831123352,,938,0.002216569148004055,1763260273.049165,0.0006406383472494781,0.0002551459183450788
487.0,0.0,-0.0017650267109274864,,-8.809566497802734e-05,75136,183.54942965507507,0.5340369939804077,-0.0024422891438007355,,941,0.0006533795967698097,1763260273.5591326,372.1988525390625,0.0002549923083279282
487.0,0.0,-0.005717260763049126,,-1.0327115058898926,75264,183.76411628723145,0.5054163336753845,-0.0015377383679151535,,942,0.00016031600534915924,1763260273.7738192,0.004469020292162895,0.00025491550331935287
488.0,0.0078125,-0.0051226625218987465,,-0.42655348777770996,75904,184.91589331626892,0.47600477933883667,-0.002856634557247162,,948,0.002341019921004772,1763260274.9255962,0.0007598933298140764,0.00025453147827647626
489.0,0.009765625,0.045440755784511566,,-0.017648696899414062,78592,190.02128648757935,0.4795594811439514,-0.00643669068813324,,974,0.0072129517793655396,1763260280.0309894,0.00020000433141831309,0.00025291857309639454
,,,500.0,,79111,191.07824683189392,,,500.0,980,,1763260281.0879498,,
489.0,0.0,0.0014855293557047844,,0.00018996000289916992,79616,192.04653525352478,0.5588460564613342,-0.0014372840523719788,,985,0.00024151336401700974,1763260282.0562382,716.4229736328125,0.000252304133027792
490.0,0.0,-0.00909211952239275,,-0.0001857280731201172,80640,193.97366285324097,0.4701612591743469,-0.008136559277772903,,995,0.0012208307161927223,1763260283.9833658,567.5379638671875,0.00025168972206301987
490.0,0.009765625,0.012153590098023415,,0.143299400806427,80896,194.4480264186859,0.5484774112701416,0.002702653408050537,,997,0.0006488189101219177,1763260284.4577293,0.001003967016004026,0.00025153611204586923
490.0,0.0,-0.0012183887884020805,,0.0005357265472412109,82688,197.84900999069214,0.5235387682914734,-0.0011073499917984009,,1015,0.0002151811495423317,1763260287.858713,325.48712158203125,0.00025046084192581475
491.0,0.0,-0.0075161037966609,,0.00013583898544311523,83200,198.77978920936584,0.5587454438209534,0.0019092895090579987,,1020,0.00026270467787981033,1763260288.7894921,315.774658203125,0.00025015362189151347
493.0,0.001953125,0.006347594782710075,,0.20675384998321533,84352,200.3131172657013,0.49512380361557007,-0.008471682667732239,,1031,0.0022714659571647644,1763260290.3228202,0.00578003516420722,0.0002494623768143356
497.0,0.0,0.0015555601567029953,,-0.02467787265777588,86272,202.91680812835693,0.5097268223762512,-0.0002314746379852295,,1050,0.00039976276457309723,1763260292.926511,0.005413179285824299,0.0002483103016857058
,,,500.0,,86611,203.3989279270172,,,500.0,1053,,1763260293.4086308,,
,,,500.0,,87111,204.2440803050995,,,500.0,1058,,1763260294.2537832,,
500.0,0.0,0.0024768440052866936,,-0.12833178043365479,89600,208.39734625816345,0.4943184554576874,-0.005121000111103058,,1082,0.0004343101754784584,1763260298.4070492,0.00032322455081157386,0.00024631337146274745
,,,500.0,,89611,208.44005155563354,,,500.0,1083,,1763260298.4497545,,
501.0,0.0,0.00016183685511350632,,-0.038059115409851074,90496,209.94480872154236,0.5688666105270386,-0.00050392746925354,,1091,0.0009305225685238838,1763260299.9545116,0.00018123348127119243,0.0002457757364027202
504.0,0.001953125,0.029741471633315086,,-0.08893775939941406,92032,211.84960842132568,0.5932878851890564,-0.01099352166056633,,1106,0.0018635783344507217,1763260301.8593113,0.0003001407312694937,0.00024485407629981637
507.0,0.0,0.006089918315410614,,0.0013049840927124023,93184,213.1459424495697,0.5507402420043945,0.004177197813987732,,1118,0.0002844240516424179,1763260303.1556454,506.3861083984375,0.0002441628312226385
508.0,0.01171875,-0.0007490292191505432,,-0.09165525436401367,93952,214.28393292427063,0.4619567096233368,-0.027966618537902832,,1125,0.006343301385641098,1763260304.2936358,0.0030514218378812075,0.00024370200117118657
508.0,0.0,0.0008305702358484268,,6.270408630371094e-05,94720,215.6283724308014,0.5164200663566589,-0.0011887922883033752,,1133,2.2562220692634583e-05,1763260305.6380754,284.83282470703125,0.00024324117111973464
509.0,0.0,-0.002559681423008442,,-0.06057155132293701,96000,217.88573050498962,0.5239159464836121,0.0004704482853412628,,1145,0.00017097871750593185,1763260307.8954334,0.00021215368178673089,0.00024247312103398144
511.0,0.0,0.007785697467625141,,-0.004819631576538086,97920,220.82358145713806,0.5385195016860962,-4.044175148010254e-05,,1164,0.00014305207878351212,1763260310.8332844,0.0007141928072087467,0.00024132104590535164
511.0,0.0,0.009810236282646656,,0.060804784297943115,98048,220.99282240867615,0.4732310473918915,-0.009377794340252876,,1165,0.00045767519623041153,1763260311.0025253,0.00020392370061017573,0.00024124424089677632
512.0,0.0,0.007879180833697319,,-0.00016021728515625,98688,222.00218176841736,0.5388357639312744,-0.015879638493061066,,1172,0.002150392159819603,1763260312.0118847,680.612548828125,0.00024086021585389972
,,,500.0,,99611,223.31373953819275,,,500.0,1181,,1763260313.3234425,,
,,,500.0,,100111,223.8413896560669,,,500.0,1186,,1763260313.8510926,,
517.0,0.0,0.021611958742141724,,-0.13881933689117432,101248,225.2072880268097,0.41570964455604553,-0.01912824809551239,,1197,0.0013874676078557968,1763260315.216991,0.004413519985973835,0.0002393241156823933
520.0,0.025390625,-0.041454821825027466,,0.06603741645812988,102912,227.18866229057312,0.40728092193603516,-0.011882882565259933,,1213,0.007278379052877426,1763260317.1983652,0.002379771089181304,0.00023832565057091415
,,,500.0,,103111,227.3684320449829,,,500.0,1215,,1763260317.378135,,
522.0,0.0,-0.007647576741874218,,0.001009225845336914,104192,228.66227221488953,0.35171180963516235,-0.0011588819324970245,,1226,0.0009943591430783272,1763260318.6719751,321.96478271484375,0.00023755760048516095
,,,500.0,,104611,229.0747311115265,,,500.0,1230,,1763260319.084434,,
524.0,0.013671875,-0.009520195424556732,,-0.28034698963165283,105088,229.65234327316284,0.5338699221611023,0.02145753800868988,,1234,0.003503803163766861,1763260319.6620462,0.00017269780801143497,0.0002370199654251337
525.0,0.0,-0.004443704150617123,,0.00015145540237426758,106112,231.45517325401306,0.4369410574436188,-0.00985807180404663,,1245,0.0008537629619240761,1763260321.4648762,466.971923828125,0.00023640552535653114
,,,500.0,,107111,233.0757350921631,,,500.0,1254,,1763260323.085438,,
526.0,0.0,-0.013413185253739357,,-0.05596029758453369,108800,236.0061228275299,0.52927565574646,-0.009517401456832886,,1271,0.0023426078259944916,1763260326.0158257,0.005450875964015722,0.00023479262017644942
527.0,0.0,0.01057840883731842,,0.00014102458953857422,111616,240.92457246780396,0.5170934796333313,-0.00483475998044014,,1299,0.00040386803448200226,1763260330.9342754,273.3647766113281,0.0002331029245397076
533.0,0.0,-0.00574849545955658,,0.00017338991165161133,115712,246.17215585708618,0.49071836471557617,0.0042372941970825195,,1339,0.00024115107953548431,1763260336.1818588,657.0751953125,0.00023064516426529735
534.0,0.0,0.005374028347432613,,0.054091453552246094,115840,246.3155107498169,0.46210891008377075,0.005918022245168686,,1340,0.0016609979793429375,1763260336.3252137,0.00646666344255209,0.00023056835925672203
535.0,0.0,0.005154435522854328,,-2.396106719970703e-05,116736,247.37302994728088,0.5277113914489746,-0.002450406551361084,,1349,0.00031164009124040604,1763260337.3827329,0.010900096967816353,0.0002300307241966948
538.0,0.0,-0.0003946274518966675,,6.002187728881836e-05,118144,249.0132110118866,0.4664857089519501,-0.0003660004585981369,,1363,4.338100552558899e-06,1763260339.022914,647.9215698242188,0.00022918586910236627
538.0,0.0,0.004748710431158543,,-0.06575202941894531,118400,249.26979279518127,0.42718419432640076,0.004259582608938217,,1365,0.0005672061815857887,1763260339.2794957,0.0005143525777384639,0.00022903225908521563
539.0,0.0,-0.01487891934812069,,-0.08053302764892578,118912,249.88548302650452,0.4710123538970947,0.012844659388065338,,1370,0.0010964032262563705,1763260339.895186,0.00027174019487574697,0.00022872503905091435
540.0,0.0,0.011689318343997002,,-0.012112736701965332,119936,251.1265790462494,0.4955819249153137,-0.005686402320861816,,1380,0.00028923898935317993,1763260341.136282,0.0007537072524428368,0.00022811059898231179
541.0,0.0,0.00119748804718256,,-0.10381114482879639,120064,251.27431797981262,0.5097071528434753,0.0006240680813789368,,1381,0.0009305393323302269,1763260341.284021,0.00015249353600665927,0.00022803379397373646
542.0,0.0,-5.097780376672745e-05,,6.896257400512695e-05,120704,252.00997257232666,0.4714069962501526,-0.0008681919425725937,,1388,0.00048435013741254807,1763260342.0196755,428.05169677734375,0.00022764976893085986
543.0,0.0,-0.00849936157464981,,0.01821810007095337,121472,252.83324360847473,0.44955551624298096,-0.005600128322839737,,1395,0.0009657666087150574,1763260342.8429465,0.000594048819039017,0.00022718893887940794
544.0,0.001953125,-0.0029638269916176796,,0.07364517450332642,121856,253.26887583732605,0.4307101368904114,-0.011179209686815739,,1399,0.0013270219787955284,1763260343.2785788,0.004871997516602278,0.00022695852385368198
545.0,0.0,0.007839246653020382,,-0.1011890172958374,122496,253.98195934295654,0.48596736788749695,-0.010724060237407684,,1405,0.0023500313982367516,1763260343.9916623,0.00014164879394229501,0.00022657449881080538
548.0,0.0,-0.002029239200055599,,1.3172626495361328e-05,125184,257.54058599472046,0.4796704649925232,-0.00038533657789230347,,1432,0.00014113541692495346,1763260347.550289,459.2822570800781,0.00022496159363072366
548.0,0.0,-0.002804061397910118,,-0.024281859397888184,125312,257.7509217262268,0.4885673522949219,-0.008007802069187164,,1433,0.0005037710070610046,1763260347.7606246,0.0036858918610960245,0.00022488478862214833
,,,500.0,,127611,261.3089156150818,,,500.0,1455,,1763260351.3186185,,
549.0,0.0,-0.007205852307379246,,1.2576580047607422e-05,127616,261.49472761154175,0.5609683394432068,-0.006329141557216644,,1456,0.0003162352368235588,1763260351.5044305,400.124755859375,0.00022350229846779257
549.0,0.009765625,-0.004088331945240498,,0.034518539905548096,127744,261.69282627105713,0.436017245054245,-6.245356053113937e-05,,1457,0.001758241094648838,1763260351.7025292,0.004959647543728352,0.00022342549345921725
,,,500.0,,133611,270.6370394229889,,,500.0,1514,,1763260360.6467423,,
553.0,0.0,-0.0029765060171484947,,-0.18267011642456055,134272,271.8487334251404,0.4893035590648651,0.014042699709534645,,1521,0.001820324920117855,1763260361.8584363,0.006326256785541773,0.00021950845257379115
554.0,0.0,0.008685851469635963,,-6.0558319091796875e-05,134656,272.28261852264404,0.5682686567306519,0.005659773945808411,,1525,0.000723784789443016,1763260362.2923214,520.1234130859375,0.00021927803754806519
554.0,0.0,-0.010334705002605915,,-0.06637394428253174,134912,272.55024671554565,0.4986417293548584,-0.008296802639961243,,1527,0.0010969052091240883,1763260362.5599496,0.00047672647633589804,0.00021912442753091455
,,,500.0,,135111,272.73348784446716,,,500.0,1529,,1763260362.7431908,,
,,,500.0,,135611,273.3532359600067,,,500.0,1534,,1763260363.362939,,
556.0,0.0,0.0007793223485350609,,0.11442649364471436,135808,273.6002564430237,0.5328304171562195,0.0001823529601097107,,1536,0.00025257933884859085,1763260363.6099594,0.0033109954092651606,0.0002185867924708873
557.0,0.01171875,-0.00666685588657856,,-0.18145620822906494,136576,274.49858236312866,0.5463524460792542,-0.011051982641220093,,1543,0.003289720043540001,1763260364.5082853,8.799146598903462e-05,0.00021812596241943538
557.0,0.0,-0.013938011601567268,,-5.817413330078125e-05,136704,274.6398618221283,0.5168724656105042,-0.009552670642733574,,1545,0.000947166234254837,1763260364.6495647,687.0320434570312,0.00021804915741086006
557.0,0.0,-0.0011269208043813705,,-0.012445330619812012,136832,274.77297830581665,0.5323573350906372,-0.012813016772270203,,1546,0.0009832605719566345,1763260364.7826812,0.004054977558553219,0.00021797235240228474
,,,500.0,,138111,276.186128616333,,,500.0,1558,,1763260366.1958315,,
559.0,0.0,0.0006317030638456345,,-0.00013768672943115234,138112,276.2851634025574,0.5783501863479614,-0.002186618745326996,,1559,3.0331313610076904e-05,1763260366.2948663,382.0213928222656,0.00021720430231653154
,,,500.0,,138611,276.7470383644104,,,500.0,1563,,1763260366.7567413,,
560.0,0.021484375,0.02233830839395523,,0.052209436893463135,138880,277.12834906578064,0.566649854183197,-0.007837319746613503,,1566,0.007856210693717003,1763260367.138052,0.000601933104917407,0.00021674347226507962
562.0,0.0,0.0010687066242098808,,-0.03064405918121338,141056,280.1246564388275,0.5790631175041199,0.003229701891541481,,1588,0.0007366584613919258,1763260370.1343594,0.0047631156630814075,0.00021543778711929917
562.0,0.0,-0.003780229017138481,,-0.019780874252319336,141184,280.31899094581604,0.5421112775802612,-0.00491008535027504,,1589,0.0003157947212457657,1763260370.3286939,0.0005909016472287476,0.00021536098211072385
562.0,0.0,-0.003264283761382103,,3.910064697265625e-05,141952,281.58799052238464,0.6019781231880188,0.0007325131446123123,,1597,9.748712182044983e-05,1763260371.5976934,99.6604995727539,0.00021490015205927193
563.0,0.0,-0.0032532289624214172,,-0.18840515613555908,142976,283.2748258113861,0.5768346190452576,-0.005647918209433556,,1607,0.00031108222901821136,1763260373.2845287,0.0020389000419527292,0.00021428571199066937
,,,500.0,,143225,283.5445022583008,,,500.0,1609,,1763260373.5542052,,
563.0,0.0,0.002731640823185444,,0.00013321638107299805,143232,283.7489664554596,0.5186509490013123,-0.0005238428711891174,,1610,0.0001267818734049797,1763260373.7586694,459.37078857421875,0.00021413210197351873
563.0,0.0,-0.0022660894319415092,,-0.096588134765625,143488,284.1545264720917,0.5954761505126953,-0.007487919181585312,,1612,0.0005559930577874184,1763260374.1642294,0.0005618921713903546,0.0002139784919563681
563.0,0.0,0.012809716165065765,,0.26178354024887085,144896,286.5412895679474,0.5529170632362366,-0.01075061410665512,,1626,0.0020377524197101593,1763260376.5509925,0.004275280050933361,0.00021313363686203957
565.0,0.0,-0.0023418283089995384,,-0.10440444946289062,146176,288.0026423931122,0.5148252844810486,-0.007509663701057434,,1638,0.0003330400213599205,1763260378.0123453,0.00022028261446394026,0.00021236558677628636
568.0,0.00390625,0.021148167550563812,,0.027777493000030518,151168,295.21067333221436,0.4340890645980835,-0.021015774458646774,,1687,0.002934534102678299,1763260385.2203763,0.0001610069302842021,0.0002093702059937641
,,,500.0,,155725,300.4749481678009,,,500.0,1732,,1763260390.484651,,
576.0,0.017578125,0.004944348707795143,,0.03644949197769165,157056,301.9550573825836,0.5107669234275818,-0.010886050760746002,,1745,0.006710631772875786,1763260391.9647603,0.0005000273231416941,0.00020583717559929937
577.0,0.0,0.00022139959037303925,,0.0004685521125793457,157824,302.7670452594757,0.5350601673126221,-0.002045080065727234,,1753,0.00012595206499099731,1763260392.7767482,482.9191589355469,0.00020537634554784745
577.0,0.0,0.0077710868790745735,,0.38237398862838745,157952,302.89600586891174,0.4758857190608978,-0.0032403040677309036,,1754,0.0010709995403885841,1763260392.9057088,0.005407525692135096,0.00020529954053927213
579.0,0.0,-0.0022963667288422585,,-0.24409234523773193,159104,304.17884826660156,0.5391855835914612,0.004457585513591766,,1765,0.00012545567005872726,1763260394.1885512,0.00034175830660387874,0.00020460829546209425
579.0,0.0,-0.0012011276558041573,,0.4929691553115845,159360,304.4610815048218,0.5143747329711914,-0.0019242987036705017,,1768,0.00017931219190359116,1763260394.4707844,0.004103226587176323,0.0002044546854449436
