charts/SPS,losses/clipfrac,losses/old_approx_kl,charts/episodic_length,losses/explained_variance,global_step,_runtime,losses/entropy,losses/policy_loss,charts/episodic_return,_step,losses/approx_kl,_timestamp,losses/value_loss,charts/learning_rate
579.0,0.0,0.0008975658565759659,,0.0007151365280151367,160256,305.92667293548584,0.538526713848114,0.0007633194327354431,,1777,9.452737867832184e-05,1763260395.9363759,571.4253540039062,0.00020391705038491637
582.0,0.0,0.00015363749116659164,,-0.4787020683288574,164480,311.61678409576416,0.4979451298713684,-0.003227740526199341,,1818,5.211774259805679e-05,1763260401.626487,9.523109474685043e-05,0.0002013824851019308
582.0,0.0,0.011474868282675743,,-0.08641982078552246,164992,312.5516233444214,0.46499717235565186,-0.013217369094491005,,1823,0.0012876149266958237,1763260402.5613263,0.0005099652917124331,0.00020107526506762952
583.0,0.0,0.0007695071399211884,,0.00022655725479125977,167808,317.21685791015625,0.4561421275138855,-0.004397138953208923,,1851,0.0002422388643026352,1763260407.2265608,314.9765625,0.00019938555487897247
583.0,0.0,-2.0557083189487457e-05,,0.00022935867309570312,168320,318.0149848461151,0.4666622281074524,0.0006109699606895447,,1856,0.00034033600240945816,1763260408.0246878,224.84884643554688,0.0001990783348446712
584.0,0.0,-0.004006409086287022,,-0.08051156997680664,169600,319.4740059375763,0.45457953214645386,-0.013407237827777863,,1868,0.001789388246834278,1763260409.4837089,0.0003033467219211161,0.000198310284758918
585.0,0.0,-0.0030779382213950157,,0.029305458068847656,170112,320.06736731529236,0.5887936949729919,-0.004117138683795929,,1873,0.00013371650129556656,1763260410.0770702,0.0001310356892645359,0.00019800307927653193
585.0,0.0,-0.007680736482143402,,-0.09630024433135986,170496,320.5280113220215,0.5251434445381165,-0.006633065640926361,,1877,0.0008486919105052948,1763260410.5377142,0.00035440654028207064,0.00019777266425080597
586.0,0.0,0.00015980657190084457,,-0.16969716548919678,171392,321.5305209159851,0.5035780072212219,-0.000163346529006958,,1886,2.724025398492813e-05,1763260411.5402238,0.005103390198200941,0.00019723502919077873
586.0,0.0,-0.004185845144093037,,0.00011545419692993164,172288,323.0899589061737,0.5590342879295349,-0.001383395865559578,,1895,0.0010075317695736885,1763260413.0996618,109.2298583984375,0.0001966973941307515
586.0,0.001953125,0.006320951506495476,,-0.08681643009185791,173184,324.48573327064514,0.5881491899490356,-0.01071874052286148,,1903,0.0017135031521320343,1763260414.4954362,0.00012882554437965155,0.00019615975907072425
587.0,0.0,-0.001460755243897438,,0.020580947399139404,173440,324.7990674972534,0.409262090921402,-0.012485753744840622,,1906,0.0006981883198022842,1763260414.8087704,0.004663150757551193,0.0001960061490535736
588.0,0.0,0.004083083942532539,,0.01866966485977173,174464,326.01753282546997,0.3698774576187134,-0.006739087402820587,,1918,0.0005507078021764755,1763260416.0272357,578.6697998046875,0.00019539170898497105
588.0,0.0,0.008521297946572304,,0.024685144424438477,174592,326.1917712688446,0.5366702079772949,0.0007177293300628662,,1920,0.0006264112889766693,1763260416.2014742,163.22695922851562,0.00019531490397639573
590.0,0.0,-0.0007410934194922447,,0.030660808086395264,176896,328.91031193733215,0.5414153337478638,-0.005570843815803528,,1945,8.693430572748184e-05,1763260418.9200149,0.006842730566859245,0.00019393241382203996
592.0,0.0,-0.002384898252785206,,-9.381771087646484e-05,178304,330.4781219959259,0.5081965923309326,0.002579476684331894,,1959,0.00015368405729532242,1763260420.487825,585.0835571289062,0.00019308755872771144
,,,500.0,,179755,332.00827956199646,,,500.0,1973,,1763260422.0179825,,
595.0,0.0,0.004562783055007458,,-0.07620155811309814,180992,333.3749325275421,0.545788586139679,-0.00684443861246109,,1985,0.0007927203550934792,1763260423.3846354,0.005565830506384373,0.00019147465354762971
596.0,0.0,0.0036070533096790314,,-0.7043826580047607,181632,334.06547498703003,0.5005616545677185,-0.019887425005435944,,1991,0.0019786953926086426,1763260424.075178,0.00044047771370969713,0.0001910906285047531
,,,500.0,,182755,335.57126903533936,,,500.0,2002,,1763260425.580972,,
,,,500.0,,183255,336.38506054878235,,,500.0,2007,,1763260426.3947635,,
597.0,0.005859375,-0.02105826511979103,,-2.0213701725006104,184192,337.91797614097595,0.46280795335769653,-0.02173745259642601,,2016,0.0037144096568226814,1763260427.927679,0.0009056087583303452,0.0001895545283332467
597.0,0.0,0.0002302713692188263,,-0.2510412931442261,184448,338.3613667488098,0.5269514322280884,-0.00014737993478775024,,2019,2.8926879167556763e-06,1763260428.3710697,0.005139600019901991,0.00018940091831609607
597.0,0.0,-0.002706092782318592,,-0.8941904306411743,184960,339.1500127315521,0.4262089729309082,0.0022004470229148865,,2024,0.000192384235560894,1763260429.1597157,0.006233683321624994,0.0001890936982817948
,,,500.0,,185255,339.5974369049072,,,500.0,2027,,1763260429.6071398,,
597.0,0.0,0.003589194267988205,,-0.14040029048919678,185472,340.00022768974304,0.4651869833469391,-0.00951019674539566,,2029,0.0008413400501012802,1763260430.0099306,0.004882339388132095,0.0001887864782474935
597.0,0.0,0.009556199423968792,,0.14223003387451172,185984,340.826651096344,0.42772483825683594,-0.004959136247634888,,2034,0.0003059515729546547,1763260430.836354,0.0047520482912659645,0.00018847925821319222
597.0,0.0,-0.0023153647780418396,,-2.5756964683532715,187136,342.6804630756378,0.4343208372592926,-0.008553851395845413,,2045,0.00078534334897995,1763260432.690166,0.0004684489103965461,0.00018778801313601434
,,,500.0,,187755,343.58897709846497,,,500.0,2051,,1763260433.59868,,
597.0,0.0,0.00035133399069309235,,0.0013338923454284668,187776,343.77526926994324,0.4101790487766266,-0.0003569163382053375,,2052,0.0001413840800523758,1763260433.7849722,731.133056640625,0.00018740398809313774
,,,475.0,,189573,346.2717583179474,,,475.0,2070,,1763260436.2814612,,
598.0,0.015625,-0.0020032282918691635,,-4.756160259246826,190208,347.02617263793945,0.4463997483253479,-0.006728434935212135,,2076,0.00376971997320652,1763260437.0358756,0.012136921286582947,0.00018594470748212188
,,,495.0,,191951,348.9356107711792,,,495.0,2093,,1763260438.9453137,,
600.0,0.0,0.0046920329332351685,,0.057893216609954834,192000,349.0596032142639,0.41018837690353394,-0.005456563085317612,,2094,0.0005721542984247208,1763260439.0693061,357.9283447265625,0.0001848694373620674
,,,342.0,,194363,352.3400950431824,,,342.0,2117,,1763260442.349798,,
,,,500.0,,196863,356.4583342075348,,,500.0,2141,,1763260446.4680371,,
,,,500.0,,197363,357.33700728416443,,,500.0,2146,,1763260447.3467102,,
601.0,0.0,0.0004581604152917862,,0.0026987791061401367,197376,357.5369441509247,0.38816630840301514,0.0049310047179460526,,2147,9.964220225811005e-05,1763260447.546647,597.3915405273438,0.00018164362700190395
601.0,0.005859375,0.0034439554437994957,,-5.491888046264648,197504,357.73343563079834,0.43222904205322266,-0.016034305095672607,,2148,0.0010790182277560234,1763260447.7431386,0.008901631459593773,0.00018156682199332863
601.0,0.0,0.0028860559687018394,,0.5053951740264893,198272,358.9473147392273,0.4231218099594116,-0.00664224848151207,,2155,0.0002047428861260414,1763260448.9570177,0.00010240109986625612,0.0001811059919418767
601.0,0.0,0.009598176926374435,,0.0019987821578979492,199936,361.9110643863678,0.4240732491016388,-0.007541105151176453,,2172,0.0004355665296316147,1763260451.9207673,590.0520629882812,0.00018010752683039755
601.0,0.0,0.004189817234873772,,0.5801127552986145,201344,364.25076961517334,0.4159121811389923,0.001599431037902832,,2185,7.466413080692291e-05,1763260454.2604725,0.0002644064661581069,0.00017926267173606902
601.0,0.0,0.0050489576533436775,,0.00011789798736572266,201984,365.359983921051,0.5335316061973572,0.0023726895451545715,,2192,0.00029660481959581375,1763260455.3696868,93.48262023925781,0.00017887864669319242
601.0,0.0,0.010849484242498875,,0.05430871248245239,202624,366.47527146339417,0.47337082028388977,-0.0072480663657188416,,2198,0.0016978969797492027,1763260456.4849744,0.0003268012369517237,0.00017849462165031582
601.0,0.0,-0.0015938486903905869,,-0.27244246006011963,202752,366.69451689720154,0.5231277346611023,-0.0009660981595516205,,2199,2.080574631690979e-05,1763260456.7042198,0.00017811429279390723,0.0001784178166417405
601.0,0.0,0.0009937100112438202,,-1.0609626770019531e-05,203904,368.6507725715637,0.5204480886459351,-0.0008498057723045349,,2211,1.1680647730827332e-05,1763260458.6604755,873.8192138671875,0.00017772657156456262
601.0,0.0,0.013009329326450825,,-0.12800383567810059,204288,369.1978576183319,0.49046480655670166,0.0032863151282072067,,2214,0.0005707116797566414,1763260459.2075605,0.00022992888989392668,0.00017749615653883666
,,,500.0,,204863,369.84763836860657,,,500.0,2220,,1763260459.8573413,,
602.0,0.0,-0.003999799489974976,,0.28754013776779175,205184,370.2478415966034,0.4623076021671295,-0.0038301758468151093,,2223,0.0012414362281560898,1763260460.2575445,0.0003280196979176253,0.00017695852147880942
,,,500.0,,205363,370.41292214393616,,,500.0,2225,,1763260460.422625,,
602.0,0.0,-0.005284992977976799,,-0.00011682510375976562,205440,370.53912448883057,0.48766133189201355,0.00027017947286367416,,2226,0.00040845759212970734,1763260460.5488274,434.09234619140625,0.00017680491146165878
602.0,0.001953125,-0.005405386909842491,,-0.7679625749588013,205568,370.6849527359009,0.45015788078308105,-0.0013551805168390274,,2227,0.0011318530887365341,1763260460.6946557,0.006530980113893747,0.00017672810645308346
602.0,0.0,0.005016502924263477,,-4.684925079345703e-05,205952,371.14594745635986,0.5140345692634583,0.0024391934275627136,,2231,0.000426257960498333,1763260461.1556504,388.78717041015625,0.0001764976914273575
,,,500.0,,206363,371.6130566596985,,,500.0,2235,,1763260461.6227596,,
603.0,0.0,0.0008925972506403923,,-6.031990051269531e-05,206976,372.33598375320435,0.5023176074028015,0.0012381970882415771,,2241,2.106931060552597e-05,1763260462.3456867,269.375,0.00017588325135875493
604.0,0.0,0.0010307328775525093,,-0.7928173542022705,207744,373.2302014827728,0.45312783122062683,-0.0015470385551452637,,2248,0.00010109972208738327,1763260463.2399044,0.00014062155969440937,0.000175422421307303
604.0,0.0,0.0016566924750804901,,-1.2993812561035156e-05,207872,373.3949375152588,0.5295317769050598,0.0002526789903640747,,2250,0.0003249607980251312,1763260463.4046404,580.3236083984375,0.0001753456162987277
604.0,0.0,-0.0005266759544610977,,0.03734028339385986,208256,373.8240718841553,0.5378663539886475,0.0029531335458159447,,2253,0.000168604776263237,1763260463.8337748,0.00010210782056674361,0.00017511520127300173
606.0,0.001953125,0.007571844384074211,,-0.26627612113952637,210176,375.9561913013458,0.4693048894405365,0.009085852652788162,,2272,0.0016910843551158905,1763260465.9658942,0.0003383779258001596,0.00017396314069628716
607.0,0.0,0.0016444316133856773,,-0.00011408329010009766,210944,376.8016982078552,0.4080665707588196,-0.0019505396485328674,,2280,0.0006000427529215813,1763260466.8114011,370.8340759277344,0.00017350231064483523
608.0,0.0,-0.002620774321258068,,0.00014466047286987305,212480,378.4693522453308,0.4867545962333679,-0.015238463878631592,,2295,0.000712134875357151,1763260468.4790552,207.7184600830078,0.0001725806505419314
,,,500.0,,212863,378.74970030784607,,,500.0,2298,,1763260468.7594032,,
610.0,0.0,0.013708365149796009,,-0.1325594186782837,214016,380.0738399028778,0.49783095717430115,-0.0033425092697143555,,2310,0.0010512275621294975,1763260470.0835428,0.005603904835879803,0.00017165899043902755
610.0,0.0,-0.0015638945624232292,,-1.0446925163269043,214272,380.34471130371094,0.44754236936569214,-0.0002090856432914734,,2312,0.00015397090464830399,1763260470.3544142,0.0003052217944059521,0.0001715053804218769
,,,500.0,,214863,380.91480445861816,,,500.0,2318,,1763260470.9245074,,
611.0,0.0,0.0006397552788257599,,-0.007696747779846191,215296,381.42773032188416,0.5312544703483582,-0.001507619395852089,,2322,0.00045468099415302277,1763260471.4374332,0.0001973022153833881,0.00017089094035327435
611.0,0.0,-0.00013118796050548553,,-3.8504600524902344e-05,215424,381.58541440963745,0.467271625995636,-0.001008419319987297,,2324,6.638839840888977e-05,1763260471.5951173,109.00140380859375,0.00017081413534469903
612.0,0.0,-0.002108725719153881,,7.826089859008789e-05,215936,382.1612026691437,0.5297825336456299,0.002268396317958832,,2329,0.0002530207857489586,1763260472.1709056,542.447021484375,0.00017050691531039774
613.0,0.0,-0.004192216321825981,,4.649162292480469e-05,216960,383.3169515132904,0.49542999267578125,0.0017781034111976624,,2339,0.00022427178919315338,1763260473.3266544,401.19915771484375,0.00016989247524179518
,,,500.0,,217363,383.75295877456665,,,500.0,2343,,1763260473.7626617,,
,,,500.0,,217863,384.30802822113037,,,500.0,2348,,1763260474.3177311,,
614.0,0.0,-0.005762198939919472,,-0.02339005470275879,218496,384.96889877319336,0.5144301056861877,-0.006614904850721359,,2354,0.00040381401777267456,1763260474.9786017,0.005549274384975433,0.00016897081513889134
615.0,0.0,-0.0029964176937937737,,6.073713302612305e-05,219392,385.9324896335602,0.4846198260784149,-0.0007828269153833389,,2363,9.734276682138443e-05,1763260475.9421926,505.8814697265625,0.0001684331800788641
617.0,0.0,0.0016104131937026978,,0.04879516363143921,222080,388.90127086639404,0.5155510902404785,-0.0028573088347911835,,2389,9.579025208950043e-05,1763260478.9109738,0.0034990375861525536,0.00016682027489878237
618.0,0.0,0.01921842247247696,,-0.1724092960357666,222592,389.43798422813416,0.4704980254173279,0.016413822770118713,,2394,0.001954023726284504,1763260479.4476871,0.004688125103712082,0.0001665130548644811
619.0,0.0,0.005543638952076435,,-0.19330430030822754,224128,391.13713574409485,0.5160149335861206,-0.0012307092547416687,,2409,0.0002083396539092064,1763260481.1468387,0.00029681279556825757,0.00016559139476157725
,,,500.0,,225863,393.0181248188019,,,500.0,2426,,1763260483.0278277,,
621.0,0.0,0.0005601784214377403,,0.11513185501098633,226304,393.56790685653687,0.5660572052001953,0.00413467874750495,,2430,0.00029563624411821365,1763260483.5776098,0.00016104266978800297,0.0001642857096157968
622.0,0.005859375,0.00026064179837703705,,-0.03636658191680908,228224,395.89052081108093,0.5240601897239685,-0.015019044280052185,,2449,0.0032398011535406113,1763260485.9002237,0.0003299690433777869,0.000163133634487167
,,,500.0,,229863,397.654185295105,,,500.0,2465,,1763260487.6638882,,
625.0,0.0,-0.003040163777768612,,1.233816146850586e-05,232448,400.89379835128784,0.5289977192878723,0.0034299567341804504,,2491,0.0004530353471636772,1763260490.9035013,480.88800048828125,0.00016059908375609666
625.0,0.08203125,-0.020024612545967102,,-0.49816179275512695,232704,401.28882336616516,0.532707929611206,-0.03720087185502052,,2493,0.012495223432779312,1763260491.2985263,0.0005187829956412315,0.00016044547373894602
625.0,0.0,-0.0018692733719944954,,-6.80685043334961e-05,233984,403.31236267089844,0.5860323309898376,-0.0029973089694976807,,2506,0.00019408855587244034,1763260493.3220656,358.34002685546875,0.00015967742365319282
,,,500.0,,234863,404.21419525146484,,,500.0,2514,,1763260494.2238982,,
626.0,0.0,-0.0041006505489349365,,-6.16312026977539e-05,234880,404.33769726753235,0.5281728506088257,0.0040582045912742615,,2515,0.00042436085641384125,1763260494.3474002,351.2436218261719,0.00015913978859316558
626.0,0.00390625,-0.006867285817861557,,-0.0005779266357421875,235392,405.0362899303436,0.525713324546814,-0.007674993947148323,,2520,0.001957666128873825,1763260495.0459929,271.3809814453125,0.0001588325685588643
626.0,0.0,-0.0031661735847592354,,-0.705754280090332,236800,407.20855617523193,0.46304601430892944,-0.0031569823622703552,,2533,0.00035177823156118393,1763260497.218259,0.0004660324193537235,0.00015798771346453577
626.0,0.0,-0.0004584183916449547,,-3.4928321838378906e-05,237440,408.28406405448914,0.535015344619751,-0.000517725944519043,,2540,9.990297257900238e-06,1763260498.293767,205.3516845703125,0.00015760368842165917
627.0,0.0,0.0005104197189211845,,-0.4514021873474121,238208,409.3297691345215,0.522565484046936,0.00023522507399320602,,2547,2.3023225367069244e-05,1763260499.339472,0.00038562968256883323,0.00015714285837020725
628.0,0.0,0.00573327299207449,,0.06889861822128296,240512,411.87496161460876,0.49914640188217163,0.00879346951842308,,2570,0.0011545857414603233,1763260501.8846645,0.005202971864491701,0.00015576036821585149
628.0,0.0,-0.0017290282994508743,,0.018539011478424072,240640,412.00832056999207,0.5025139451026917,0.013412287458777428,,2571,0.00150207057595253,1763260502.0180235,0.00039230409311130643,0.00015568356320727617
629.0,0.001953125,0.0026571080088615417,,0.01211237907409668,241152,412.54999113082886,0.5230535864830017,-0.013675838708877563,,2576,0.0032168980687856674,1763260502.559694,0.00029807817190885544,0.00015537634317297488
629.0,0.013671875,-0.0009550144895911217,,-0.07962596416473389,241280,412.6626353263855,0.48403728008270264,-0.020560748875141144,,2577,0.002831428311765194,1763260502.6723382,0.00021930363436695188,0.00015529953816439956
,,,500.0,,244363,415.88423705101013,,,500.0,2608,,1763260505.89394,,
632.0,0.0,-0.0026390645653009415,,-0.06891059875488281,244608,416.14563250541687,0.534191906452179,-0.006165441125631332,,2610,0.0001750607043504715,1763260506.1553354,0.003947073593735695,0.00015330260794144124
634.0,0.0078125,0.010941333137452602,,-0.161346435546875,246656,418.33698296546936,0.49990421533584595,0.013763226568698883,,2630,0.001244465820491314,1763260508.346686,0.0003193033626303077,0.00015207372780423611
634.0,0.0,0.0013072378933429718,,-0.04034113883972168,247296,419.01230454444885,0.556052565574646,0.0006159693002700806,,2636,1.4103949069976807e-05,1763260509.0220075,0.00024960655719041824,0.0001516897027613595
635.0,0.0,-6.740447133779526e-05,,-0.0380244255065918,248320,420.0722990036011,0.5457339882850647,-0.005872555077075958,,2646,0.0007432820275425911,1763260510.082002,0.00021299491345416754,0.00015107526269275695
,,,500.0,,248363,420.10097074508667,,,500.0,2647,,1763260510.1106737,,
635.0,0.0,-0.0030851922929286957,,2.9206275939941406e-06,248448,420.2278821468353,0.5904768109321594,0.0028460174798965454,,2648,0.0001132134348154068,1763260510.237585,395.71600341796875,0.00015099845768418163
637.0,0.0,-0.0017964774742722511,,-0.03339493274688721,250496,422.3170826435089,0.5847378373146057,-0.0022113509476184845,,2668,0.0003765719011425972,1763260512.3267856,0.004427624866366386,0.00014976959209889174
637.0,0.0,-0.0033223386853933334,,-0.04859352111816406,251008,422.85562443733215,0.5221428871154785,-0.0007800996536388993,,2673,2.7835369110107422e-05,1763260512.8653274,0.005892227403819561,0.00014946237206459045
638.0,0.0,0.003990829922258854,,-0.005267977714538574,252032,423.9548966884613,0.5716632008552551,-0.0028052888810634613,,2683,0.00020673591643571854,1763260513.9645996,0.005563829094171524,0.0001488479319959879
639.0,0.0,-0.005274714902043343,,-0.00011086463928222656,252416,424.36310935020447,0.5437272191047668,-0.0004924386739730835,,2687,0.0001687910407781601,1763260514.3728123,309.751708984375,0.00014861751697026193
639.0,0.0,0.00016371440142393112,,-0.04166233539581299,252672,424.6696672439575,0.5043951272964478,0.0035819709300994873,,2689,0.00035220105201005936,1763260514.6793702,0.000291394826490432,0.0001484639069531113
639.0,0.0,0.0026663951575756073,,-3.910064697265625e-05,252928,425.00629568099976,0.5327357053756714,-0.002960052341222763,,2692,0.0001790318638086319,1763260515.0159986,639.05859375,0.00014831029693596065
642.0,0.0,-0.00369458831846714,,0.028376460075378418,257024,429.4779462814331,0.5789228677749634,-0.0023904796689748764,,2732,0.0005714278668165207,1763260519.4876492,0.0042192465625703335,0.0001458525366615504
644.0,0.0,0.004555736668407917,,-0.0874624252319336,259072,431.6799383163452,0.5988655686378479,-0.0013481900095939636,,2752,0.00012982357293367386,1763260521.6896412,0.004039331339299679,0.00014462365652434528
644.0,0.0,-0.001736384816467762,,0.05393064022064209,259584,432.21133399009705,0.4928863048553467,-9.596254676580429e-05,,2757,0.00011262204498052597,1763260522.221037,0.004696743097156286,0.000144316436490044
645.0,0.0,0.0023485077545046806,,-0.2595442533493042,261120,433.8691039085388,0.4909653961658478,-0.00423838198184967,,2772,0.00021307449787855148,1763260523.8788068,0.0006597874453291297,0.00014339477638714015
646.0,0.0,-0.020367076620459557,,0.024875998497009277,262144,434.9837007522583,0.5297564268112183,0.0014418736100196838,,2782,0.0020200181752443314,1763260524.9934037,0.0003722952678799629,0.0001427803363185376
646.0,0.0,-0.007999221794307232,,-0.021986842155456543,262272,435.10698223114014,0.5805220603942871,-0.005283847451210022,,2783,0.0009228410199284554,1763260525.1166852,0.0003338029491715133,0.00014270353130996227
647.0,0.0,-0.0014467714354395866,,-0.053574562072753906,263296,436.23268151283264,0.5165063142776489,-9.647756814956665e-05,,2793,3.3511780202388763e-05,1763260526.2423844,0.00031405495246872306,0.0001420890912413597
649.0,0.0,-0.015755003318190575,,0.00016629695892333984,266368,439.4858503341675,0.4636593759059906,-0.003419533371925354,,2824,0.0007667597383260727,1763260529.4955533,750.8179321289062,0.00014024577103555202
,,,500.0,,268363,441.4779760837555,,,500.0,2843,,1763260531.487679,,
652.0,0.0,0.0035185832530260086,,0.0362856388092041,269824,443.13726019859314,0.6017633676528931,0.0023719146847724915,,2857,5.752593278884888e-05,1763260533.1469631,0.00018764729611575603,0.00013817203580401838
,,,500.0,,272363,445.7671732902527,,,500.0,2882,,1763260535.7768762,,
654.0,0.0,0.004303392022848129,,-0.039626240730285645,273152,446.702819108963,0.5189670920372009,-0.0037256740033626556,,2890,0.0002354402095079422,1763260536.712522,0.0003101367619819939,0.00013617512013297528
656.0,0.001953125,-0.001170019619166851,,-0.07351088523864746,275328,448.92824125289917,0.5196152329444885,-0.00725138932466507,,2911,0.0007865643128752708,1763260538.9379442,0.0002475874498486519,0.00013486943498719484
658.0,0.0,-0.0029657091945409775,,-0.02382075786590576,277760,451.50562024116516,0.5543160438537598,0.0010375306010246277,,2935,0.00025767087936401367,1763260541.5153232,0.00019965774845331907,0.00013341013982426375
659.0,0.00390625,-0.0001323232427239418,,-0.22533631324768066,279168,453.04067611694336,0.48548126220703125,-0.014477252960205078,,2949,0.0024389540776610374,1763260543.050379,0.0002922899438999593,0.00013256528472993523
659.0,0.0,0.0023935483768582344,,-0.10267066955566406,280320,454.2862551212311,0.5741302967071533,-0.0030838921666145325,,2960,8.496176451444626e-05,1763260544.295958,0.0001715340040391311,0.00013187403965275735
660.0,0.0,0.0032403115183115005,,-0.008313417434692383,281856,455.90872716903687,0.553239643573761,-0.0037857666611671448,,2975,0.00020588748157024384,1763260545.91843,0.00013201274850871414,0.0001309523795498535
661.0,0.0,0.002660696394741535,,0.07812666893005371,283264,457.4599492549896,0.5827078819274902,0.003718763589859009,,2989,0.00014675874263048172,1763260547.4696522,0.00022096041357144713,0.00013010752445552498
662.0,0.0,-0.004257788881659508,,0.05731135606765747,284032,458.2548944950104,0.5440191030502319,0.0021495260298252106,,2997,0.00023182295262813568,1763260548.2645974,0.0034563725348562002,0.00012964669440407306
663.0,0.0,0.004436090588569641,,-9.906291961669922e-05,285440,459.7990016937256,0.5361727476119995,0.0017063766717910767,,3011,0.0001082010567188263,1763260549.8087046,338.83953857421875,0.00012880183930974454
665.0,0.0,0.001415325328707695,,-0.15675032138824463,289280,464.07420468330383,0.5804005265235901,-0.0006838217377662659,,3051,0.0001413244754076004,1763260554.0839076,0.001046044984832406,0.00012649768905248493
665.0,0.0,0.0009896885603666306,,-0.0003662109375,289408,464.2359848022461,0.5614868402481079,-0.0006482694298028946,,3053,3.9711594581604004e-05,1763260554.2456877,564.5077514648438,0.0001264208840439096
,,,269.0,,290668,465.50480222702026,,,269.0,3066,,1763260555.5145051,,
666.0,0.0,-0.003392281010746956,,-0.0614469051361084,291072,466.02280259132385,0.5742576718330383,-0.0040217116475105286,,3070,0.0011495184153318405,1763260556.0325055,0.0005818218924105167,0.00012542243348434567
667.0,0.0,0.001047343946993351,,-0.1582876443862915,292352,467.4497241973877,0.5726667642593384,-0.0010018274188041687,,3083,0.00017956364899873734,1763260557.459427,0.004205058794468641,0.00012465438339859247
668.0,0.0,0.0013878755271434784,,0.14801687002182007,293888,469.0947484970093,0.523525059223175,0.00288575142621994,,3098,0.0003534238785505295,1763260559.1044514,0.003296105656772852,0.00012373272329568863
668.0,0.0,0.0076253581792116165,,-0.07840454578399658,294400,469.61948108673096,0.5277121663093567,-0.007328059524297714,,3103,0.0016281567513942719,1763260559.629184,0.004579039290547371,0.00012342550326138735
670.0,0.0,0.005596202798187733,,-0.007603764533996582,296960,472.48673605918884,0.5819785594940186,0.005300998687744141,,3127,0.0033073266968131065,1763260562.496439,0.00047294938121922314,0.00012188940308988094
,,,500.0,,297168,472.6526975631714,,,500.0,3129,,1763260562.6624005,,
671.0,0.0,-0.0020921779796481133,,0.6003734469413757,298368,474.015212059021,0.6088147163391113,0.000713735818862915,,3141,0.00038978178054094315,1763260564.024915,0.0038475089240819216,0.00012104454799555242
671.0,0.0,-0.008236400783061981,,0.1344253420829773,298624,474.27662229537964,0.5946815013885498,-0.008952844887971878,,3143,0.0014293361455202103,1763260564.2863252,0.00027013407088816166,0.00012089093797840178
671.0,0.0,-0.0019558770582079887,,0.7384600043296814,298880,474.57173132896423,0.5947643518447876,-0.003552474081516266,,3146,8.768122643232346e-05,1763260564.5814342,0.004523363895714283,0.00012073732796125114
672.0,0.0,-0.004063879139721394,,0.10777682065963745,300416,476.20241141319275,0.6195434331893921,0.006265878677368164,,3161,0.00022673700004816055,1763260566.2121143,0.003817408112809062,0.0001198156678583473
672.0,0.0,0.00039010215550661087,,0.2095666527748108,301312,477.1731607913971,0.5323622226715088,-0.0018964707851409912,,3170,0.00046430062502622604,1763260567.1828637,0.004163779783993959,0.00011927803279832006
,,,500.0,,302668,478.4763026237488,,,500.0,3183,,1763260568.4860055,,
,,,500.0,,303168,479.0067546367645,,,500.0,3188,,1763260569.0164576,,
,,,500.0,,306168,481.9403009414673,,,500.0,3217,,1763260571.9500039,,
676.0,0.0,0.0008930843323469162,,-0.7710918188095093,306816,482.6693334579468,0.4581989645957947,-0.0001905970275402069,,3224,2.257712185382843e-05,1763260572.6790364,0.003658442525193095,0.0001159754247055389
,,,500.0,,309168,484.98947644233704,,,500.0,3247,,1763260574.9991794,,
678.0,0.0,0.000601734034717083,,-0.1455979347229004,309504,485.34231066703796,0.4832056760787964,-0.001970764249563217,,3250,3.113318234682083e-05,1763260575.3520136,0.00033019258989952505,0.00011436251952545717
,,,500.0,,309668,485.46519136428833,,,500.0,3252,,1763260575.4748943,,
679.0,0.0,-0.0005100229755043983,,0.16041278839111328,310016,485.785115480423,0.49905186891555786,0.0019423030316829681,,3255,0.00025847461074590683,1763260575.7948184,0.00018079800065606833,0.00011405529949115589
679.0,0.0,-0.0013971710577607155,,-0.41107845306396484,310400,486.11524724960327,0.4834907054901123,-0.0004602298140525818,,3259,0.00011932756751775742,1763260576.1249502,0.0048070368357002735,0.00011382488446542993
680.0,0.0,-0.009722471237182617,,0.15394741296768188,311808,487.4074912071228,0.5125569105148315,-0.0013207346200942993,,3272,0.000406850129365921,1763260577.4171941,0.004220322705805302,0.00011298002937110141
,,,500.0,,312168,487.66161465644836,,,500.0,3275,,1763260577.6713176,,
681.0,0.0,-0.0032859984785318375,,-0.0002371072769165039,312192,487.73892092704773,0.4385184049606323,-0.007245149463415146,,3276,0.0004022400826215744,1763260577.7486238,378.94488525390625,0.00011274961434537545
682.0,0.0,0.008952504023909569,,2.1457672119140625e-05,314240,489.58193492889404,0.5521276593208313,-0.009197523817420006,,3296,0.00041189044713974,1763260579.5916378,409.337158203125,0.00011152073420817032
683.0,0.0,0.0018569473177194595,,-0.11930966377258301,314624,489.9100160598755,0.5504243969917297,0.00033697113394737244,,3299,3.2238662242889404e-05,1763260579.919719,0.0002446680737193674,0.00011129031918244436
686.0,0.0,0.005415221676230431,,-0.17873477935791016,318592,493.4457609653473,0.4142416715621948,-0.0038913600146770477,,3338,0.0005893819034099579,1763260583.455464,0.0002549095661379397,0.00010890937119256705
687.0,0.0,0.003043512813746929,,-0.2999485731124878,319872,494.6032269001007,0.47703272104263306,-0.0031103454530239105,,3351,0.00038590002804994583,1763260584.6129298,0.004126009065657854,0.00010814132110681385
