losses/clipfrac,losses/old_approx_kl,losses/approx_kl,_runtime,losses/entropy,charts/learning_rate,_timestamp,charts/SPS,charts/episodic_length,losses/explained_variance,_step,losses/policy_loss,charts/episodic_return,global_step,losses/value_loss
0.0,0.00030558090656995773,3.845430910587311e-06,62.900047063827515,0.5625776052474976,0.00029185868334025145,1763260153.852713,397.0,,0.34668517112731934,259,-0.0009878724813461304,,13696,63.01179504394531
,,,63.65625786781311,,,1763260154.608924,,270.0,,265,,270.0,14152,
,,,64.6216368675232,,,1763260155.574303,,86.0,,273,,86.0,14650,
0.01171875,-0.0038094082847237587,0.003286837600171566,64.82384014129639,0.5920138955116272,0.0002912442432716489,1763260155.7765062,405.0,,0.2779697775840759,274,-0.021564500406384468,,14720,50.67131805419922
0.0,0.0018969802185893059,9.259115904569626e-05,67.0618143081665,0.5690557956695557,0.000290552998194471,1763260158.0144804,411.0,,0.32029348611831665,292,-0.002979846205562353,,15872,58.66707992553711
,,,71.30581784248352,,,1763260162.258484,,216.0,,321,,216.0,18200,
0.078125,0.03483480215072632,0.012956504710018635,72.48275518417358,0.5710822343826294,0.00028878648299723864,1763260163.4354212,427.0,,0.832720160484314,327,0.01227126456797123,,18816,44.04131317138672
0.0,-0.001178443431854248,0.00033738091588020325,72.99918389320374,0.5549411773681641,0.000288632872980088,1763260163.95185,428.0,,0.10190653800964355,330,0.006147395819425583,,19072,65.60125732421875
,,,73.28056454658508,,,1763260164.2332306,,418.0,,332,,418.0,19238,
0.0,0.000995035283267498,0.0001441827043890953,74.13630485534668,0.5522682070732117,0.0002883256529457867,1763260165.088971,428.0,,0.060573577880859375,337,-0.005336608737707138,,19584,67.66841888427734
,,,74.53035688400269,,,1763260165.483023,,222.0,,340,,222.0,19809,
0.0,0.0022985758259892464,9.048264473676682e-05,79.8866834640503,0.5856491327285767,0.00028686635778285563,1763260170.8393495,428.0,,0.09991872310638428,370,-0.007703043520450592,,22016,112.09849548339844
0.0,0.00670288223773241,0.0001787608489394188,80.81530332565308,0.5330860614776611,0.00028655913774855435,1763260171.7679694,430.0,,-0.6091253757476807,375,-0.003277047537267208,,22528,126.66744232177734
0.0,0.002885345369577408,0.00013307109475135803,84.2542564868927,0.5399622917175293,0.00028548386762849987,1763260175.2069225,436.0,,0.012453138828277588,396,0.0005476586520671844,,24320,94.24655151367188
0.0,0.0024247504770755768,0.00037745945155620575,89.00874876976013,0.572221577167511,0.0002840245724655688,1763260179.9614148,441.0,,0.5324450731277466,425,-0.003357980400323868,,26752,75.04370880126953
,,,91.71268916130066,,,1763260182.6653552,,418.0,,441,,418.0,28245,
0.0,0.005861585959792137,0.0004990343004465103,93.28610253334045,0.5134897828102112,0.00028271888731978834,1763260184.2387686,446.0,,0.19811922311782837,450,-0.018483731895685196,,28928,90.24283599853516
,,,96.32810163497925,,,1763260187.2807677,,336.0,,471,,336.0,30538,
0.0,-0.0005697337910532951,0.0003466876223683357,98.0277693271637,0.6257061958312988,0.00028125959215685725,1763260188.9804354,450.0,,0.4173189401626587,481,-0.005525670945644379,,31360,25.370433807373047
0.0,0.005097196437418461,0.0005310783162713051,99.50435709953308,0.5915870666503906,0.00028079876210540533,1763260190.4570231,452.0,,0.9380398392677307,490,0.0066603124141693115,,32128,9.626338958740234
0.0,0.0008944487199187279,2.5319866836071014e-05,101.53007364273071,0.48768651485443115,0.00028018432203680277,1763260192.4827397,453.0,,0.043046534061431885,504,-0.0022031739354133606,,33152,266.77166748046875
0.0,0.003399960696697235,6.718188524246216e-05,103.11535048484802,0.6084251403808594,0.00027972349198535085,1763260194.0680165,454.0,,0.9255463480949402,515,-0.0013082697987556458,,33920,16.867403030395508
,,,105.31744360923767,,,1763260196.2701097,,131.0,,530,,131.0,34973,
0.0,0.0061176493763923645,0.0002012457698583603,106.63113331794739,0.6018387079238892,0.0002787250268738717,1763260197.5837994,455.0,,0.9524742364883423,539,-0.008892161771655083,,35584,9.674775123596191
,,,107.72553658485413,,,1763260198.6782026,,160.0,,547,,160.0,36153,
0.0,0.001183386892080307,0.001212121918797493,109.19901514053345,0.49638959765434265,0.0002779569767881185,1763260200.1516812,456.0,,0.9933028221130371,555,-0.001460641622543335,,36864,8.375079154968262
0.0,0.020957181230187416,0.00166283268481493,109.9635066986084,0.5270636081695557,0.0002777265617623925,1763260200.9161727,457.0,,0.994955837726593,559,-0.01508825272321701,,37248,8.693389892578125
0.0,-0.0009671784937381744,0.00012359023094177246,111.68451118469238,0.5359280705451965,0.0002771889267023653,1763260202.6371772,458.0,,-0.027178525924682617,568,-0.003786608576774597,,38144,15.634920120239258
,,,116.4028856754303,,,1763260207.3555517,,343.0,,595,,343.0,40680,
,,,119.60434913635254,,,1763260210.5570152,,289.0,,612,,289.0,42245,
0.0,0.001946777105331421,0.00048691779375076294,120.0675117969513,0.501537561416626,0.00027457758551463485,1763260211.0201778,464.0,,0.8884590864181519,614,-0.0002383701503276825,,42496,9.201210975646973
0.0,-0.0020662155002355576,0.0010278429836034775,122.73406744003296,0.5662646889686584,0.0002737327304203063,1763260213.6867335,465.0,,0.7690615653991699,630,0.01732661947607994,,43904,79.1531982421875
0.0,0.0008868081495165825,0.00034605059772729874,123.88629794120789,0.5103941559791565,0.0002733487053774297,1763260214.838964,466.0,,0.841369092464447,636,-0.003577176481485367,,44544,4.593283653259277
0.0,-0.01603700779378414,0.001775164157152176,124.61848950386047,0.5618952512741089,0.00027311829035170376,1763260215.5711555,467.0,,-0.32208311557769775,640,0.014858381822705269,,44928,7.021426677703857
0.0,0.0020779119804501534,8.160155266523361e-05,126.41035389900208,0.5992977619171143,0.0002725806552916765,1763260217.36302,467.0,,0.008584558963775635,650,0.00248725526034832,,45824,508.81365966796875
0.0,0.0071082450449466705,0.0001716967672109604,129.13262248039246,0.5198187828063965,0.000271735800197348,1763260220.0852885,469.0,,-0.000630497932434082,664,0.001539202407002449,,47232,4.555656909942627
0.0,0.0007180701941251755,9.812414646148682e-05,132.69669008255005,0.5486795902252197,0.0002706605300772935,1763260223.6493561,470.0,,0.015901148319244385,684,0.0017044097185134888,,49024,386.0248718261719
0.0,-0.010564536787569523,0.0005011605098843575,133.71012449264526,0.5534647107124329,0.00027035331004299223,1763260224.6627905,470.0,,-0.006075263023376465,689,-0.0026111267507076263,,49536,238.12045288085938
,,,135.47176885604858,,,1763260226.424435,,495.0,,698,,495.0,50498,
0.0,0.001374511979520321,0.00020604673773050308,136.41548585891724,0.539357602596283,0.0002695084549486637,1763260227.368152,471.0,,-0.06579840183258057,702,0.0013372451066970825,,50944,2.8958873748779297
0.00390625,0.019332189112901688,0.0033139334991574287,137.39235520362854,0.5434058308601379,0.00026920123491436243,1763260228.3450212,472.0,,-0.7123227119445801,707,-0.03335221856832504,,51456,2.778965473175049
0.0,-0.0007480904459953308,4.056654870510101e-05,141.23709893226624,0.6097646355628967,0.0002680491597857326,1763260232.189765,473.0,,-0.06584954261779785,729,-0.0015323963016271591,,53376,2.6896045207977295
,,,145.92522883415222,,,1763260236.8778949,,442.0,,757,,442.0,55717,
0.0,0.004720854572951794,0.000843471847474575,146.60097455978394,0.5777543187141418,0.0002664362546056509,1763260237.5536406,474.0,,0.03319209814071655,762,-0.019154727458953857,,56064,221.0216827392578
0.0,0.00400264747440815,0.0004220176488161087,147.57767915725708,0.6024515628814697,0.0002661290345713496,1763260238.5303452,475.0,,0.41905897855758667,767,-0.0023262351751327515,,56576,304.4132995605469
0.0,-0.0012236367911100388,0.00010470300912857056,148.9008285999298,0.596328616142273,0.000265745009528473,1763260239.8534946,475.0,,0.003098726272583008,775,0.0007684975862503052,,57216,382.042236328125
0.0,-0.0011867694556713104,0.00012235715985298157,151.16341018676758,0.6231380105018616,0.00026505376445129514,1763260242.1160762,475.0,,-0.009330511093139648,788,-0.005463015288114548,,58368,2.085202693939209
0.0,0.0008456474170088768,1.665297895669937e-05,152.4649453163147,0.5768182873725891,0.00026466973940841854,1763260243.4176114,475.0,,0.014395713806152344,797,-0.0008362904191017151,,59008,490.48101806640625
0.0,0.021266872063279152,0.0019348729401826859,154.1183180809021,0.551177442073822,0.0002641321043483913,1763260245.0709841,476.0,,0.4242771863937378,806,-0.022092610597610474,,59904,1.1691948175430298
0.0,0.005810176953673363,0.0007544457912445068,155.7778763771057,0.5104436874389648,0.00026359446928836405,1763260246.7305424,477.0,,-0.1740419864654541,815,0.0017862357199192047,,60800,1.2374498844146729
0.0,0.007784392684698105,0.0013277716934680939,164.42578506469727,0.5018664598464966,0.00026090629398822784,1763260255.378451,480.0,,0.011493265628814697,863,-0.008664779365062714,,65280,527.0646362304688
,,,166.13007974624634,,,1763260257.0827458,,500.0,,872,,500.0,66233,
0.001953125,0.007584438659250736,0.0022053970023989677,167.0165891647339,0.5964037179946899,0.0002600614388938993,1763260257.9692552,481.0,,-0.13665235042572021,876,-0.00849839299917221,,66688,0.20446747541427612
0.0,0.007863316684961319,0.001422809436917305,175.74765634536743,0.5180710554122925,0.0002572964585851878,1763260266.7003224,484.0,,-0.00011527538299560547,922,-0.00266072154045105,,71296,249.07044982910156
0.0,-0.006125275045633316,0.0005872491747140884,177.21275329589844,0.5235800743103027,0.00025683562853373587,1763260268.1654193,484.0,,0.006929218769073486,930,0.013111628592014313,,72064,694.95458984375
0.056640625,0.012199318036437035,0.010974845848977566,178.903639793396,0.4773334562778473,0.00025629799347370863,1763260269.8563058,485.0,,-2.0507564544677734,938,-0.018038377165794373,,72960,0.0003833642404060811
0.0,-0.0038519278168678284,0.000706937164068222,179.39614129066467,0.5791189670562744,0.000256144383456558,1763260270.3488073,485.0,,-1.16451096534729,941,-0.00639333575963974,,73216,0.0038271425291895866
0.0,-0.0048063406720757484,0.0004717474803328514,179.6321759223938,0.5621221661567688,0.00025606757844798267,1763260270.584842,485.0,,0.05560755729675293,942,-0.003622092306613922,,73344,0.00033876035013236105
