losses/clipfrac,losses/old_approx_kl,losses/approx_kl,_runtime,losses/entropy,charts/learning_rate,_timestamp,charts/SPS,charts/episodic_length,losses/explained_variance,_step,losses/policy_loss,charts/episodic_return,global_step,losses/value_loss
0.001953125,-0.0028596632182598114,0.0013538450002670288,180.8217146396637,0.514646589756012,0.00025568355340510607,1763260271.7743807,485.0,,-0.7525284290313721,948,-0.007906738668680191,,73984,0.000192218431038782
0.0,0.0012316005304455757,0.00033582653850317,185.6842532157898,0.5574799180030823,0.00025414745323359966,1763260276.6369193,486.0,,-0.00010836124420166016,974,-0.010376110672950745,,76544,618.7921752929688
0.0,0.002295069396495819,0.0002508088946342468,186.91700267791748,0.5375248789787292,0.00025376342819072306,1763260277.8696687,487.0,,-0.019733071327209473,980,0.001915767788887024,,77184,0.0035020525101572275
0.0,-0.007263803854584694,0.00039334967732429504,187.93707180023193,0.5016299486160278,0.0002534562081564218,1763260278.8897378,487.0,,-0.8374896049499512,985,-0.010966725647449493,,77696,0.003998164087533951
0.001953125,0.03144746273756027,0.003447623923420906,189.90509700775146,0.4791516959667206,0.0002528417680878192,1763260280.857763,487.0,,-0.4620245695114136,995,-0.008394473232328892,,78720,0.00414948258548975
0.0,0.004999319091439247,0.0009766332805156708,190.37236738204956,0.543482780456543,0.0002526881580706686,1763260281.3250334,487.0,,-0.8100128173828125,997,-0.006623971275985241,,78976,0.0001424361253157258
0.0,0.0003324812278151512,0.00022530462592840195,193.85522866249084,0.5308977365493774,0.00025161291705444455,1763260284.8078947,488.0,,-0.1761472225189209,1015,-0.002963334321975708,,80768,0.0005103446892462671
0.0,-0.0007339613512158394,2.517644315958023e-05,194.85772728919983,0.5447326898574829,0.00025130569702014327,1763260285.8103933,488.0,,-0.0107957124710083,1020,-0.000453069806098938,,81280,0.0006377802928909659
0.0,0.006622995249927044,0.0020514419302344322,197.01486110687256,0.5608202219009399,0.0002506144519429654,1763260287.9675272,489.0,,-0.540284276008606,1031,-0.014850959181785583,,82432,8.048978634178638e-05
0.0,0.0035430826246738434,0.0009436216205358505,199.6898696422577,0.4638731777667999,0.0002494623768143356,1763260290.6425357,492.0,,-0.1957160234451294,1050,0.008155927062034607,,84352,0.00044991911272518337
0.0,4.085153341293335e-05,0.0001726187765598297,200.00919365882874,0.47536420822143555,0.00024930876679718494,1763260290.9618597,493.0,,4.6193599700927734e-05,1053,0.0015662871301174164,,84608,382.2441101074219
0.0,0.023704752326011658,0.0020670853555202484,200.7809772491455,0.5006091594696045,0.00024892474175430834,1763260291.7336433,494.0,,-0.273378849029541,1058,-0.0063439831137657166,,85248,0.000544339360203594
0.0,0.004285240545868874,0.0010958947241306305,205.04299759864807,0.5424790382385254,0.00024738864158280194,1763260295.9956636,497.0,,-0.6533750295639038,1083,0.010420024394989014,,87808,0.0008547998731955886
0.0,0.003833191469311714,0.0004107058048248291,206.32515287399292,0.5767617225646973,0.00024692781153135,1763260297.277819,498.0,,5.5909156799316406e-05,1091,0.010731715708971024,,88576,659.9959716796875
0.00390625,0.022913649678230286,0.0016216421499848366,208.9596242904663,0.4985836148262024,0.0002460061514284462,1763260299.9122903,499.0,,0.000125885009765625,1106,0.0013348422944545746,,90112,0.018738312646746635
0.01953125,0.01666628196835518,0.00557369738817215,210.681725025177,0.48920369148254395,0.00024523810134269297,1763260301.634391,501.0,,-0.873451828956604,1118,0.017791450023651123,,91392,0.00021185365039855242
0.0,-0.0018993532285094261,0.00010108854621648788,211.3895778656006,0.5043153166770935,0.00024485407629981637,1763260302.342244,503.0,,0.00010144710540771484,1125,0.005976840853691101,,92032,648.1405639648438
0.00390625,-0.003704668954014778,0.0011761561036109924,212.39718103408813,0.44286298751831055,0.00024431644123978913,1763260303.349847,505.0,,-0.09666836261749268,1133,-0.014506712555885315,,92928,0.0003100689500570297
0.0,-0.00726271141320467,0.0011931704357266426,214.38227772712708,0.5063642263412476,0.00024362519616261125,1763260305.3349438,506.0,,0.00016385316848754883,1145,0.001715993508696556,,94080,319.2087097167969
0.0,0.0021207034587860107,0.0003214646130800247,217.7062795162201,0.5372674465179443,0.00024247312103398144,1763260308.6589456,507.0,,-6.0677528381347656e-05,1164,0.008160900324583054,,96000,483.2188720703125
0.0,0.0014556106179952621,0.00018778815865516663,217.91331839561462,0.5108349323272705,0.00024239631602540612,1763260308.8659844,507.0,,0.03273695707321167,1165,-0.005169674754142761,,96128,0.004898448940366507
0.0,-0.00749799981713295,0.0005369614809751511,219.18370914459229,0.5370402336120605,0.0002419354859739542,1763260310.1363752,508.0,,-0.043073177337646484,1172,-0.003637164831161499,,96896,0.0001337328867521137
0.001953125,0.007382212206721306,0.003759782761335373,220.39416193962097,0.4610423445701599,0.00024139785091392696,1763260311.346828,509.0,,-0.2541240453720093,1181,-0.035732246935367584,,97792,0.0005398333305492997
0.0,0.004091100767254829,0.00045985355973243713,221.26757144927979,0.5217164754867554,0.00024109063087962568,1763260312.2202375,509.0,,-0.04102504253387451,1186,-0.003158044070005417,,98304,0.0008332529105246067
0.0,-0.005342608317732811,0.0007151160389184952,222.75348615646362,0.4581890404224396,0.0002403993858024478,1763260313.7061522,511.0,,0.02180701494216919,1197,-0.0075133126229047775,,99456,0.0001448273251298815
0.0,-0.0008230665698647499,0.0002260478213429451,224.7241063117981,0.5651553869247437,0.00023940092069096863,1763260315.6767724,515.0,,0.06031697988510132,1213,-0.005766712129116058,,101120,0.0055666761472821236
0.0,0.015652820467948914,0.0012938538566231728,225.0101819038391,0.5597330331802368,0.000239247310673818,1763260315.962848,515.0,,-0.12484395503997803,1215,-0.01040016021579504,,101376,0.00029462281963787973
,,,226.25535607337952,,,1763260317.208022,,500.0,,1226,,500.0,102492,
0.0,-0.0029966458678245544,0.00020092912018299103,226.77822852134705,0.3923529386520386,0.00023832565057091415,1763260317.7308946,518.0,,-0.3682824373245239,1230,-0.0019452422857284546,,102912,0.0003145555383525789
0.0,0.001005205325782299,0.0003854716196656227,227.24020838737488,0.49987125396728516,0.0002380952355451882,1763260318.1928744,519.0,,-0.37794947624206543,1234,0.0011875331401824951,,103296,0.0012330739991739392
0.0,-0.010654671117663383,0.0007373280823230743,228.54825592041016,0.47829532623291016,0.0002374039904680103,1763260319.500922,522.0,,-0.38107240200042725,1245,-0.003240058198571205,,104448,0.0002004414127441123
0.0,-0.0061154961585998535,0.00022630766034126282,230.09285759925842,0.4837123453617096,0.00023686635540798306,1763260321.0455236,522.0,,-0.13374543190002441,1254,0.000931781716644764,,105344,0.0005041076219640672
0.0,0.0029092244803905487,0.00014403276145458221,233.01577281951904,0.5085494518280029,0.0002358678902965039,1763260323.9684389,523.0,,0.0001499652862548828,1271,-0.002113156020641327,,107008,752.9555053710938
0.0,-0.007029423490166664,0.0005279369652271271,237.9613869190216,0.4462786614894867,0.00023410138965118676,1763260328.914053,524.0,,-0.8202825784683228,1299,-0.00333302840590477,,109952,0.0001758405996952206
,,,243.6227159500122,,,1763260334.575382,,500.0,,1339,,500.0,113992,
0.0,-0.004430804401636124,0.0009563043713569641,243.7780466079712,0.44959941506385803,0.00023164362937677652,1763260334.7307127,529.0,,0.0006665587425231934,1340,0.0033460818231105804,,114048,441.2199401855469
,,,244.90474390983582,,,1763260335.85741,,500.0,,1349,,500.0,114992,
0.0,0.0008750176057219505,0.0009230850264430046,246.71140837669373,0.4710198640823364,0.00023018433421384543,1763260337.6640744,533.0,,0.008347570896148682,1363,0.012933295220136642,,116480,0.0001845101942308247
0.0,-0.0006257351487874985,0.00016157329082489014,246.88486242294312,0.478293776512146,0.0002301075292052701,1763260337.8375285,533.0,,3.0994415283203125e-06,1365,0.0006574727594852448,,116608,0.024090727791190147
0.0,-0.0014681750908493996,0.00015079881995916367,247.6204969882965,0.45398053526878357,0.0002297235041623935,1763260338.573163,535.0,,-0.5102633237838745,1370,-0.0005922168493270874,,117248,0.0008661291794851422
0.0,-0.0041902801021933556,0.0003961147740483284,248.81450963020325,0.5150841474533081,0.00022910906409379095,1763260339.7671757,536.0,,-0.03552508354187012,1380,-0.0031747333705425262,,118272,0.0008869987213984132
0.0,-0.01708190143108368,0.0009888140484690666,248.96600484848022,0.49560603499412537,0.00022903225908521563,1763260339.918671,536.0,,-0.40837156772613525,1381,-0.008448952808976173,,118400,0.00021272205049172044
0.0,0.007511231116950512,0.0007079737260937691,249.76340746879578,0.5724383592605591,0.00022864823404233903,1763260340.7160735,537.0,,0.0002548098564147949,1388,0.0012589246034622192,,119040,437.7902526855469
0.0,0.0038532856851816177,0.000481925904750824,250.67852663993835,0.5565147399902344,0.0002281874039908871,1763260341.6311927,539.0,,-0.0910501480102539,1395,-0.013580713421106339,,119808,0.0005096374661661685
0.0,-0.00699992012232542,0.00032993312925100327,251.09571027755737,0.5765467882156372,0.00022795698896516114,1763260342.0483763,539.0,,-0.3062969446182251,1399,-0.005185527727007866,,120192,0.005806212313473225
0.001953125,1.556798815727234e-05,0.0023394469171762466,251.7896065711975,0.5702813267707825,0.00022757296392228454,1763260342.7422726,541.0,,-0.6985359191894531,1405,0.017447426915168762,,120832,0.0002941279672086239
,,,254.76465773582458,,,1763260345.7173238,,500.0,,1432,,500.0,123636,
0.0,0.0012517748400568962,0.0005630208179354668,254.8718934059143,0.5917859673500061,0.0002258832537336275,1763260345.8245595,546.0,,-4.851818084716797e-05,1433,-0.0019900240004062653,,123648,346.7109069824219
,,,258.468323469162,,,1763260349.4209895,,500.0,,1455,,500.0,125865,
0.0,-0.0021056849509477615,0.000340145081281662,258.66956901550293,0.5902225971221924,0.00022450076357927173,1763260349.622235,547.0,,-0.0001004934310913086,1456,-0.00486130453646183,,125952,406.9015808105469
0.005859375,-0.005589717999100685,0.0017517860978841782,258.8623170852661,0.4679076671600342,0.0002244239585706964,1763260349.8149831,547.0,,-0.024259328842163086,1457,-0.006861597299575806,,126080,0.009788023307919502
0.0,-0.0030133239924907684,0.000257004052400589,267.73178243637085,0.5516108274459839,0.00022096774773672223,1763260358.6844485,551.0,,0.0001678466796875,1514,0.006633248180150986,,131840,522.24169921875
0.0,-0.00678254384547472,0.0001870458945631981,268.9401857852936,0.5593420267105103,0.0002205069176852703,1763260359.8928518,551.0,,-0.39087867736816406,1521,-0.005165040493011475,,132608,0.00047369717503897846
0.0,0.007535473443567753,0.0002354951575398445,269.52166509628296,0.5684695243835449,0.00022027650265954435,1763260360.4743311,551.0,,-0.05429565906524658,1525,-0.003163479268550873,,132992,0.004279495216906071
0.0,0.0017457641661167145,0.0013158395886421204,269.8986818790436,0.5620473623275757,0.0002201228926423937,1763260360.851348,551.0,,-0.22137534618377686,1527,0.0033148974180221558,,133248,0.00030518724815919995
0.0,-0.008544297888875008,0.0009913593530654907,270.14061999320984,0.5626960396766663,0.0002200460876338184,1763260361.093286,551.0,,0.00027257204055786133,1529,-0.006292600184679031,,133376,82.90438842773438
0.0,0.0027381321415305138,0.0005282452329993248,270.96326661109924,0.5862358212471008,0.0002197388675995171,1763260361.9159327,552.0,,-9.000301361083984e-05,1534,0.005924936383962631,,133888,151.73080444335938
0.0,0.002949289046227932,0.00010723154991865158,271.22766757011414,0.5858585834503174,0.00021958525758236647,1763260362.1803336,552.0,,-0.09380602836608887,1536,0.0017822235822677612,,134144,0.000747241429053247
,,,271.99112462997437,,,1763260362.9437907,,500.0,,1543,,500.0,134800,
0.005859375,0.02220948599278927,0.0050281742587685585,272.29148840904236,0.515021562576294,0.00021904762252233922,1763260363.2441545,553.0,,0.12643539905548096,1545,-0.02101946994662285,,135040,0.00621431041508913
0.0,0.0013958290219306946,0.00194583460688591,272.44672989845276,0.5648515224456787,0.0002189708175137639,1763260363.399396,554.0,,-0.08771586418151855,1546,-0.00795002095401287,,135168,0.0005744987283833325
0.0,0.00212700292468071,0.00016390159726142883,273.77170968055725,0.5434110164642334,0.00021827957243658602,1763260364.7243757,555.0,,-6.699562072753906e-05,1558,0.0016601309180259705,,136320,551.6474609375
0.0,-0.0004538875073194504,9.11019742488861e-06,273.91248655319214,0.5703240036964417,0.0002182027674280107,1763260364.8651526,555.0,,-0.019413471221923828,1559,-0.00022451113909482956,,136448,0.0028522845823317766
0.0,-0.0031725363805890083,0.0007491977885365486,274.38946628570557,0.572719931602478,0.00021797235240228474,1763260365.3421323,556.0,,-2.0742416381835938e-05,1563,0.0014870688319206238,,136832,450.2486267089844
0.0,0.0013879016041755676,0.0011934861540794373,274.81241178512573,0.5439814329147339,0.00021774193737655878,1763260365.7650778,557.0,,-0.1091008186340332,1566,0.002252696081995964,,137216,0.00016545750258956105
0.0,0.001712290570139885,0.0004359465092420578,277.2894721031189,0.5828525424003601,0.00021643625223077834,1763260368.2421381,560.0,,-4.0531158447265625e-05,1588,-0.003799222409725189,,139392,595.4136962890625
0.001953125,-0.02441832609474659,0.002528814598917961,277.4255750179291,0.5771515965461731,0.00021635944722220302,1763260368.378241,560.0,,-0.03600049018859863,1589,-0.027085641399025917,,139520,0.004533491563051939
,,,278.64673352241516,,,1763260369.5993996,,500.0,,1597,,500.0,140300,
0.0,0.0031854379922151566,0.00029856152832508087,280.4297037124634,0.6171630620956421,0.0002152073720935732,1763260371.3823698,561.0,,-0.06128537654876709,1607,-0.007935721427202225,,141440,0.004132408648729324
0.00390625,0.019241012632846832,0.0026454273611307144,280.8411121368408,0.5871080160140991,0.00021505376207642257,1763260371.7937782,561.0,,-0.10558092594146729,1609,-0.014454200863838196,,141696,0.00015840621199458838
,,,280.89783453941345,,,1763260371.8505006,,500.0,,1610,,500.0,141800,
0.0,0.00818758737295866,0.000739377923309803,281.2488543987274,0.5635389685630798,0.00021490015205927193,1763260372.2015204,561.0,,-0.16863691806793213,1612,-0.007110804319381714,,141952,0.005285852123051882
0.0,0.002869337797164917,0.00015454180538654327,283.53846406936646,0.5184404850006104,0.0002140552969649434,1763260374.49113,562.0,,3.987550735473633e-05,1626,-0.0040546804666519165,,143360,138.7937469482422
0.0,0.0015573929995298386,0.0002237502485513687,285.61594104766846,0.5894403457641602,0.0002132872468791902,1763260376.568607,562.0,,-0.0677337646484375,1638,0.0005965083837509155,,144640,0.0005017053335905075
0.0,-0.004689945839345455,0.0013927528634667397,291.8572328090668,0.5775536894798279,0.00021036865655332804,1763260382.8098989,567.0,,-0.039621829986572266,1687,-0.01363120973110199,,149504,4.4244581658858806e-05
0.0,0.000309893861413002,0.00019340403378009796,297.8383295536041,0.5725557208061218,0.00020760369079653174,1763260388.7909956,572.0,,0.23906844854354858,1732,-0.0037596113979816437,,154112,0.00024508163915015757
0.001953125,-0.0047502657398581505,0.0007926160469651222,299.3069841861725,0.531535804271698,0.00020683564071077853,1763260390.2596502,573.0,,-0.2179102897644043,1745,-0.004732182249426842,,155392,0.0007269897614605725
0.0,-0.007321885786950588,0.0005264701321721077,300.08723497390747,0.5134705305099487,0.0002063748106593266,1763260391.039901,574.0,,-3.9696693420410156e-05,1753,-0.003921153023838997,,156160,272.0459289550781
0.0,-0.0008816951885819435,0.0009755147621035576,300.23625922203064,0.5361618399620056,0.0002062980056507513,1763260391.1889253,575.0,,0.0012450218200683594,1754,-0.0029580332338809967,,156288,0.004230158869177103
0.0078125,0.0022081760689616203,0.0016348576173186302,301.46658062934875,0.5464758276939392,0.0002056067605735734,1763260392.4192467,576.0,,-0.15699243545532227,1765,-0.01144075021147728,,157440,0.0005042614066042006
0.0,-0.0023358967155218124,0.00023021362721920013,301.7930269241333,0.5388083457946777,0.00020545315055642277,1763260392.745693,576.0,,0.00033909082412719727,1768,0.004399053752422333,,157696,501.2112731933594
,,,302.8134591579437,,,1763260393.7661252,,500.0,,1777,,500.0,158621,
,,,308.3438057899475,,,1763260399.2964718,,500.0,,1818,,500.0,162600,
,,,308.9073324203491,,,1763260399.8599985,,500.0,,1823,,500.0,163100,
0.0078125,-0.010085934773087502,0.002053205855190754,313.4998335838318,0.5270780324935913,0.00020046082499902695,1763260404.4524996,582.0,,-0.25515568256378174,1851,-0.003022287040948868,,166016,0.00019077412434853613
0.001953125,0.009408495388925076,0.0005262168124318123,314.32532262802124,0.5177881121635437,0.00020015360496472567,1763260405.2779887,582.0,,-0.05380594730377197,1856,-0.009546829387545586,,166528,0.0002822993556037545
0.0,0.005269324406981468,0.0002282615751028061,316.13158535957336,0.5278187990188599,0.0001994623598875478,1763260407.0842514,582.0,,3.2186508178710938e-06,1868,-0.000757068395614624,,167680,308.1800842285156
0.001953125,-0.00911705382168293,0.0017906967550516129,316.95621633529663,0.47326788306236267,0.0001991551398532465,1763260407.9088824,583.0,,3.4570693969726562e-06,1873,-0.006588898599147797,,168192,575.1724243164062
,,,317.456583738327,,,1763260408.4092498,,500.0,,1877,,500.0,168600,
0.0,0.010209898464381695,0.000993632711470127,318.647611618042,0.5588771104812622,0.000198310284758918,1763260409.6002777,584.0,500.0,-3.600120544433594e-05,1886,-0.0012758411467075348,500.0,169600,418.18792724609375
,,,319.72871446609497,,,1763260410.6813805,,500.0,,1895,,500.0,170600,
0.0,0.013961082324385643,0.0016589798033237457,320.74533557891846,0.4653083086013794,0.00019723502919077873,1763260411.6980016,586.0,,-0.24285578727722168,1903,0.008667297661304474,,171392,0.0004504150419961661
0.0,0.004233712330460548,0.00021623261272907257,321.2353079319,0.4718482792377472,0.0001970814191736281,1763260412.187974,586.0,,2.092123031616211e-05,1906,-0.004041876643896103,,171648,702.342041015625
0.0,0.012688374146819115,0.001766776666045189,323.2209949493408,0.5913549065589905,0.0001963133690878749,1763260414.173661,586.0,,0.021484732627868652,1918,0.009385164827108383,,172928,0.00027029853663407266
,,,323.459020614624,,,1763260414.4116867,,500.0,,1920,,500.0,173100,
0.0,-0.001528753899037838,0.000410531647503376,326.435307264328,0.5518475770950317,0.00019470046390779316,1763260417.3879733,589.0,,-3.540515899658203e-05,1945,-0.001115351915359497,,175616,361.8708801269531
,,,328.02962470054626,,,1763260418.9822907,,500.0,,1959,,500.0,177074,
0.0,0.004500254988670349,0.0004972591996192932,329.7250545024872,0.5620830655097961,0.0001929339487105608,1763260420.6777205,592.0,,0.09996628761291504,1973,-0.012954004108905792,,178560,0.00018886796897277236
0.0,-0.0033182548359036446,0.00020436104387044907,331.0056164264679,0.4762496054172516,0.00019224270363338292,1763260421.9582825,594.0,,-0.024715185165405273,1985,0.002060066908597946,,179712,0.004528484307229519
0.0,-0.006358341313898563,0.0007414659485220909,331.6663954257965,0.5630236864089966,0.00019185867859050632,1763260422.6190615,594.0,,-0.07952356338500977,1991,-0.0035324562340974808,,180352,0.00027353843324817717
0.001953125,0.006771066226065159,0.0008997833356261253,332.8996708393097,0.5714964270591736,0.00019116743351332843,1763260423.852337,596.0,,-0.5032657384872437,2002,0.003505472093820572,,181504,0.00021489309438038617
0.0,0.00663942564278841,0.0006527183577418327,333.45279455184937,0.6063604950904846,0.00019086021347902715,1763260424.4054606,596.0,,0.04112875461578369,2007,-0.0074362680315971375,,182016,5.891277760383673e-05
0.0,0.003611002117395401,0.0011509321630001068,334.79788637161255,0.5309727191925049,0.0001903225784189999,1763260425.7505524,597.0,,-0.04240977764129639,2016,0.008724961429834366,,182912,0.000703191093634814
0.0,-0.002370452508330345,0.00023866072297096252,335.2334587574005,0.5634782910346985,0.00019016896840184927,1763260426.1861248,597.0,,0.00016444921493530273,2019,0.004940256476402283,,183168,89.53120422363281
0.0,0.002578740008175373,6.118696182966232e-05,336.0163104534149,0.5645402669906616,0.000189861748367548,1763260426.9689765,597.0,,5.0008296966552734e-05,2024,-0.0019141286611557007,,183680,422.1816711425781
0.0,-0.0005927765741944313,9.126495569944382e-05,336.6046004295349,0.5468036532402039,0.00018963133334182203,1763260427.5572665,597.0,,-1.4609427452087402,2027,-0.0013324879109859467,,184064,0.00018463851301930845
0.0,0.0005577122792601585,1.8219463527202606e-05,336.8341896533966,0.5162611603736877,0.0001895545283332467,1763260427.7868557,597.0,,4.494190216064453e-05,2029,-0.0024559088051319122,,184192,248.3348846435547
,,,337.5178246498108,,,1763260428.4704907,,59.0,,2034,,59.0,184633,
0.0,0.0018469737842679024,0.00013381149619817734,339.3628263473511,0.5320146083831787,0.00018863286823034286,1763260430.3154924,597.0,,3.5762786865234375e-07,2045,0.0007978565990924835,,185728,356.70025634765625
0.0,-0.0017567146569490433,0.00044875219464302063,340.3781054019928,0.5395475029945374,0.00018824884318746626,1763260431.3307714,597.0,,0.17320656776428223,2051,-0.0028901882469654083,,186368,0.00451125530526042
0.001953125,0.011778163723647594,0.0006865272298455238,340.58651900291443,0.5929250717163086,0.00018817203817889094,1763260431.539185,597.0,,-0.04092848300933838,2052,-0.0018807072192430496,,186496,0.0004019669722765684
0.0,0.0006983177736401558,0.0002853488549590111,343.55081033706665,0.5587883591651917,0.00018709676805883646,1763260434.5034764,597.0,,-0.018377304077148438,2070,-0.005540421232581139,,188288,0.0047898441553115845
0.0,-0.00010251346975564957,1.162756234407425e-05,344.4625234603882,0.5311071276664734,0.00018671274301595986,1763260435.4151895,597.0,,0.004567205905914307,2076,-0.0010967738926410675,,188928,0.0005906984442844987
,,,346.37096071243286,,,1763260437.3236268,,500.0,,2093,,500.0,190633,
0.0,0.003181636333465576,4.061870276927948e-05,346.5070638656616,0.569322407245636,0.0001856374874478206,1763260437.45973,599.0,,-1.430511474609375e-06,2094,0.0005910173058509827,,190720,618.2908325195312
,,,349.20850944519043,,,1763260440.1611755,,500.0,,2117,,500.0,193133,
0.0,0.023738063871860504,0.0033339913934469223,353.19910407066345,0.5174463391304016,0.00018271889712195843,1763260444.15177,602.0,,-0.16974008083343506,2141,0.006514633074402809,,195584,0.00031498531461693347
0.0,-0.00038353540003299713,0.0034847669303417206,354.04990673065186,0.5213710069656372,0.00018241167708765715,1763260445.0025728,602.0,,-0.15204834938049316,2146,-0.02129565179347992,,196096,0.00026896517374552786
,,,354.09795928001404,,,1763260445.0506253,,500.0,,2147,,500.0,196133,
0.0,-0.004446658305823803,0.0013687694445252419,354.3198220729828,0.4992252290248871,0.00018233487207908183,1763260445.272488,602.0,,-0.00015437602996826172,2148,-0.014956116676330566,,196224,348.1455993652344
0.005859375,-0.004068468697369099,0.0017119059339165688,355.50310373306274,0.5742430090904236,0.0001818740420276299,1763260446.4557698,602.0,,-0.3289022445678711,2155,-0.006432376801967621,,196992,0.00023711437825113535
0.0,0.0001443382352590561,1.4174729585647583e-05,358.305260181427,0.6171327829360962,0.00018087557691615075,1763260449.2579262,602.0,,-0.0004457235336303711,2172,-0.0008476078510284424,,198656,497.17584228515625
0.0,0.02338327281177044,0.0051839156076312065,360.7477161884308,0.4712568521499634,0.00018003072182182223,1763260451.7003822,602.0,,-0.6856005191802979,2185,0.001166556030511856,,200064,0.0002627944923005998
0.0,0.0003564022481441498,6.281211972236633e-05,361.86879086494446,0.5654392838478088,0.00017964669677894562,1763260452.821457,602.0,,0.00024360418319702148,2192,-0.0009228978306055069,,200704,729.0782470703125
0.0,-0.009248786605894566,0.0007143495604395866,362.9169919490814,0.5537777543067932,0.00017926267173606902,1763260453.869658,602.0,,0.06896692514419556,2198,-0.013301266357302666,,201344,0.005451429635286331
0.0,0.010508286766707897,0.001074296422302723,363.14260697364807,0.502145528793335,0.0001791858667274937,1763260454.095273,602.0,,0.07880979776382446,2199,0.003310365602374077,,201472,0.0004363444459158927
,,,365.12144017219543,,,1763260456.0741062,,500.0,,2211,,500.0,202633,
0.0,0.010625950992107391,0.0007470082491636276,365.7512004375458,0.5223120450973511,0.00017826420662458986,1763260456.7038665,601.0,,0.24013346433639526,2214,-0.00808224081993103,,203008,0.00024208842660300434
,,,366.6638193130493,,,1763260457.6164854,,500.0,,2220,,500.0,203633,
0.0,0.0012000128626823425,0.0008776932954788208,367.189088344574,0.55402672290802,0.00017772657156456262,1763260458.1417544,602.0,,-0.041277289390563965,2223,0.0029441863298416138,,203904,0.00018694211030378938
,,,367.43115401268005,,,1763260458.38382,,500.0,,2225,,500.0,204133,
0.0,-0.0038200141862034798,5.969870835542679e-05,367.60688281059265,0.5336027145385742,0.00017757296154741198,1763260458.5595489,602.0,,8.612871170043945e-05,2226,-0.0027812160551548004,,204160,527.4892578125
0.0,0.006371648050844669,0.001356004737317562,367.79433727264404,0.47878897190093994,0.00017749615653883666,1763260458.7470033,602.0,,-0.1375945806503296,2227,-0.017960991710424423,,204288,0.004647392779588699
0.0,-0.0028756940737366676,4.623178392648697e-05,368.30168652534485,0.5591623187065125,0.0001772657415131107,1763260459.2543526,602.0,,1.806020736694336e-05,2231,0.0008187256753444672,,204672,652.7445068359375
,,,368.7850685119629,,,1763260459.7377346,,500.0,,2235,,500.0,205133,
0.0,0.0039783986285328865,0.0004940750077366829,369.4925944805145,0.5144469738006592,0.00017665130144450814,1763260460.4452605,603.0,,3.838539123535156e-05,2241,-0.0012769363820552826,,205696,709.5244140625
0.0,0.013399532996118069,0.0008928021416068077,370.3967480659485,0.5518810749053955,0.00017619047139305621,1763260461.349414,603.0,,-0.009547710418701172,2248,-0.01761396788060665,,206464,0.000468744954559952
,,,370.56524085998535,,,1763260461.517907,,500.0,,2250,,500.0,206633,
0.0,-7.573794573545456e-05,0.00017925817519426346,371.0062482357025,0.5361073017120361,0.00017588325135875493,1763260461.9589143,604.0,,0.0643802285194397,2253,0.0003175213932991028,,206976,0.00036781883682124317
0.0,0.0038485396653413773,8.422881364822388e-05,373.29229760169983,0.5507581233978271,0.00017473117623012513,1763260464.2449636,605.0,,0.1954261064529419,2272,0.001342286355793476,,208896,0.00014164492313284427
0.0,-0.0009133955463767052,1.133698970079422e-05,374.16752910614014,0.5366541147232056,0.0001742703461786732,1763260465.1201952,606.0,,3.36766242980957e-05,2280,0.00029487814754247665,,209664,619.1002807617188
0.0,-0.001808440312743187,0.0002536643296480179,375.8384711742401,0.5207300186157227,0.0001733487006276846,1763260466.7911372,608.0,,0.00016629695892333984,2295,-0.0010400377213954926,,211200,370.5660705566406
0.0,0.0019332179799675941,0.00048012565821409225,376.26704120635986,0.5912700891494751,0.00017311828560195863,1763260467.2197073,608.0,,-2.519059896469116,2298,0.0014465078711509705,,211584,0.0003026507329195738
0.0,0.0025323936715722084,0.00019654911011457443,377.5420882701874,0.515367865562439,0.00017242704052478075,1763260468.4947543,609.0,,0.00012409687042236328,2310,-0.0033027231693267822,,212736,410.8085632324219
0.0,7.522851228713989e-05,1.8291175365447998e-05,377.80341720581055,0.5678410530090332,0.0001722734305076301,1763260468.7560833,609.0,,-0.019713163375854492,2312,-0.0003585927188396454,,212992,0.0003439850697759539
0.0,0.012507817707955837,0.0013123108074069023,378.4949972629547,0.529002845287323,0.0001718894054647535,1763260469.4476633,610.0,,0.151728093624115,2318,-0.019670426845550537,,213632,0.00018461748550180346
0.0,0.007362515665590763,0.001139800064265728,378.9294488430023,0.5129822492599487,0.00017165899043902755,1763260469.882115,610.0,,-0.12807095050811768,2322,-0.011918876320123672,,214016,3.788539470406249e-05
0.0,-0.014466756023466587,0.0013640178367495537,379.0963876247406,0.5029453039169312,0.00017158218543045223,1763260470.0490537,610.0,,0.00023871660232543945,2324,0.004702011123299599,,214144,641.102294921875
0.0,-0.00010315515100955963,0.00012228265404701233,379.6653814315796,0.4927012622356415,0.00017127496539615095,1763260470.6180475,611.0,,8.392333984375e-05,2329,0.0018827170133590698,,214656,290.64935302734375
0.0,0.0038771331310272217,7.294490933418274e-05,380.7704236507416,0.5245236158370972,0.00017066052532754838,1763260471.7230897,612.0,,7.68899917602539e-06,2339,0.001233067363500595,,215680,489.6338806152344
,,,381.2093689441681,,,1763260472.162035,,500.0,,2343,,500.0,216133,
,,,381.7890532016754,,,1763260472.7417192,,500.0,,2348,,500.0,216633,
0.0,0.005020969547331333,0.0004797736182808876,382.49330496788025,0.551496684551239,0.00016973886522464454,1763260473.445971,613.0,,-2.849102020263672e-05,2354,-0.011202521622180939,,217216,472.5163269042969
