_step,losses/clipfrac,losses/value_loss,global_step,charts/learning_rate,losses/policy_loss,losses/old_approx_kl,charts/SPS,losses/explained_variance,_runtime,_timestamp,charts/episodic_length,losses/approx_kl,charts/episodic_return,losses/entropy
490,0.0,33.613800048828125,33280,0.00028010751702822745,0.0008417293429374695,1.8222257494926453e-05,455.0,-1.460113525390625,101.56621646881104,1763260192.5188484,,1.562759280204773e-05,,0.5978522300720215
504,0.0,39.11324691772461,34560,0.00027933946694247425,-0.006249275058507919,0.0038311807438731194,457.0,-2.9729950428009033,104.04971718788147,1763260195.0023491,,0.00034752581268548965,,0.617659866809845
515,0.0,243.8717041015625,35456,0.000278801831882447,0.0001672152429819107,0.0006881579756736755,458.0,0.29722803831100464,105.8436176776886,1763260196.7962496,,9.36165452003479e-05,,0.6329686045646667
530,0.0,228.05828857421875,36608,0.0002781105868052691,0.000360783189535141,0.000214429572224617,459.0,-0.12363862991333008,108.20530986785889,1763260199.1579418,,3.557652235031128e-06,,0.607400119304657
539,0.0,18.764896392822266,37376,0.0002776497567538172,0.0013532452285289764,0.0015780990943312645,459.0,0.9057983160018921,109.76877069473267,1763260200.7214026,,7.825810462236404e-05,,0.5823724269866943
547,0.0,20.34070587158203,38016,0.0002772657317109406,0.0007673278450965881,0.0006964225322008133,460.0,0.33477866649627686,111.091317653656,1763260202.0439496,,4.6795234084129333e-05,,0.6060271263122559
555,0.0,269.375,38656,0.000276881706668064,-0.0007353015244007111,0.0001594536006450653,460.0,0.016480565071105957,112.37118077278137,1763260203.3238127,,2.757646143436432e-05,,0.5292233228683472
559,0.0,227.7478485107422,39040,0.00027665129164233804,-0.003246873617172241,-0.0017809057608246803,461.0,0.32276982069015503,113.06841325759888,1763260204.0210452,,0.0008817864581942558,,0.6078880429267883
568,0.0,191.031982421875,39680,0.00027626726659946144,-0.0020359642803668976,-0.0004859091714024544,462.0,0.14996063709259033,114.35899209976196,1763260205.311624,,0.0005208207294344902,,0.526201605796814
595,0.0,299.4732666015625,41984,0.00027488480554893613,-0.018997609615325928,0.0007875161245465279,464.0,0.17334651947021484,118.89239168167114,1763260209.8450236,,0.001097717322409153,,0.5927966833114624
612,0.0,8.482160568237305,43520,0.0002739631454460323,-0.0012195762246847153,0.0012576095759868622,465.0,0.938237726688385,121.94006752967834,1763260212.8926995,,9.307079017162323e-05,,0.5990245342254639
614,0.0,86.35218811035156,43648,0.00027388634043745697,-0.003536701202392578,-0.0014018230140209198,465.0,0.47767937183380127,122.22830128669739,1763260213.1809332,,0.0001348201185464859,,0.5962802171707153
630,0.0,11.412724494934082,45184,0.0002729646803345531,0.0001273900270462036,0.0009125033393502235,467.0,0.3175926208496094,125.19046068191528,1763260216.1430926,,2.579484134912491e-05,,0.5828601717948914
636,0.0,10.588770866394043,45696,0.00027265746030025184,0.0018141642212867737,-0.0013271216303110123,467.0,-0.01955258846282959,126.21579074859619,1763260217.1684227,,2.9940158128738403e-05,,0.5945742130279541
640,0.0,200.57254028320312,46080,0.0002724270452745259,0.007144402712583542,0.0017205523326992989,467.0,0.003731250762939453,126.94602990150452,1763260217.8986619,,0.00019599590450525284,,0.6024269461631775
650,0.00390625,4.388680458068848,47104,0.0002718126052059233,0.021836066618561745,0.011630887165665627,469.0,0.9495583772659302,128.89939212799072,1763260219.852024,,0.006688697263598442,,0.5937513709068298
664,0.0,5.718927383422852,48384,0.0002710445551201701,-0.000446859747171402,0.000387449748814106,469.0,0.7787458300590515,131.50284123420715,1763260222.4554732,,2.1350570023059845e-05,,0.516426682472229
684,0.0,119.76376342773438,50176,0.00026996928500011563,-0.031142257153987885,0.02497480809688568,470.0,0.7201634645462036,135.09275245666504,1763260226.0453844,,0.0024338113144040108,,0.5375728011131287
689,,,50561,,,,,,135.9221625328064,1763260226.8747945,228.0,,228.0,
698,0.0,5.787857532501221,51328,0.00026927803992293775,-0.002775929868221283,-0.0032914308831095695,470.0,0.9492084980010986,137.51232814788818,1763260228.46496,,0.00012783054262399673,,0.5765555500984192
702,,,51611,,,,,,138.0702314376831,1763260229.0228634,278.0,,278.0,
707,0.01171875,37.192047119140625,51968,0.00026889401488006115,-0.019311705604195595,0.009479491971433163,470.0,0.8603268265724182,138.87664341926575,1763260229.8292754,,0.004107214510440826,,0.5785403847694397
729,0.0,326.14337158203125,53760,0.00026781874476000667,-0.0007701963186264038,0.0008654147386550903,471.0,-0.007921576499938965,142.5723361968994,1763260233.5249681,,2.627633512020111e-05,,0.4839230179786682
757,,,56390,,,,,,147.57578682899475,1763260238.5284188,248.0,,248.0,
762,0.0,3.125617504119873,56832,0.000265975424554199,-0.0002972930669784546,0.003153175115585327,473.0,0.046759068965911865,148.54107570648193,1763260239.4937077,,5.6294724345207214e-05,,0.5707609057426453
767,0.0,167.2810516357422,57216,0.000265745009528473,0.0027790702879428864,-0.0029568998143076897,473.0,0.00838249921798706,149.3373031616211,1763260240.289935,,0.00020545069128274918,,0.5139951705932617
775,0.0,9.724031448364258,57984,0.0002652841794770211,-0.0006424188613891602,-0.0030611148104071617,473.0,0.8693118095397949,150.82391786575317,1763260241.7765498,,0.000871005468070507,,0.5190194845199585
788,0.0,2.1766507625579834,59264,0.0002645161293912679,-0.0019941702485084534,-0.0019524097442626953,474.0,0.011722326278686523,153.31726598739624,1763260244.269898,,3.566034138202667e-05,,0.4779616594314575
797,0.0,282.4815368652344,60160,0.00026397849433124065,0.00011391192674636841,0.00043191760778427124,475.0,-0.0006082057952880859,154.9784915447235,1763260245.9311235,,7.428228855133057e-06,,0.525031566619873
806,,,61121,,,,,,156.63783311843872,1763260247.590465,500.0,,500.0,
815,0.009765625,0.9021509289741516,62080,0.00026282641920261085,0.003979206085205078,0.0015301555395126343,477.0,0.024192988872528076,158.48882746696472,1763260249.4414594,,0.0035059135407209396,,0.5150858759880066
863,,,66767,,,,,,167.3463683128357,1763260258.2990003,500.0,,500.0,
872,0.0,365.2650451660156,67584,0.0002595238038338721,0.0017621265724301338,-0.014868642203509808,480.0,0.004974424839019775,169.00487899780273,1763260259.957511,,0.0008782176300883293,,0.5333607792854309
876,,,68075,,,,,,169.7372977733612,1763260260.6899297,500.0,,500.0,
922,0.0,0.0033237331081181765,72704,0.00025645160349085927,-0.009052366018295288,0.004311730153858662,484.0,-0.5102185010910034,178.64188289642334,1763260269.5945148,,0.000887046568095684,,0.42589205503463745
930,,,73575,,,,,,180.13075184822083,1763260271.0833838,500.0,,500.0,
938,0.00390625,0.0006648082053288817,74368,0.0002554531383793801,-0.008498147130012512,0.0010317862033843994,484.0,-4.130858421325684,181.82044053077698,1763260272.7730725,,0.0017133019864559174,,0.5229789018630981
941,0.0,372.9558410644531,74624,0.00025529952836222947,-0.0006055133417248726,-0.002004631794989109,485.0,0.0008344650268554688,182.33296585083008,1763260273.2855978,,0.0001298869028687477,,0.5238795280456543
942,0.0,0.003096805652603507,74752,0.00025522272335365415,-0.0017351321876049042,0.0009374413639307022,485.0,-0.4567328691482544,182.54919147491455,1763260273.5018234,,0.0005553010851144791,,0.4809249937534332
948,0.0,0.0005386577686294913,75392,0.00025483869831077754,0.0007656887173652649,-0.007984356954693794,485.0,-1.303290843963623,183.75654792785645,1763260274.7091799,,0.0005632266402244568,,0.4600832462310791
974,,,78075,,,,,,188.76104617118835,1763260279.7136781,500.0,,500.0,
980,0.0,823.2921142578125,78592,0.00025291857309639454,0.007152155041694641,-0.011219986714422703,486.0,-5.7220458984375e-06,189.9847092628479,1763260280.9373412,,0.0008879052475094795,,0.5188039541244507
985,0.0,593.617919921875,79104,0.00025261135306209326,0.0016881991177797318,0.012706661596894264,486.0,-0.0008707046508789062,190.94494605064392,1763260281.897578,,0.0015723910182714462,,0.4878493547439575
995,0.0,541.2809448242188,80128,0.00025199694209732115,-0.00651802122592926,-0.0007444517686963081,487.0,-5.8770179748535156e-05,192.89466667175293,1763260283.8472986,,0.0011939508840441704,,0.498212605714798
997,0.04296875,0.0005779886269010603,80384,0.0002518433320801705,-0.022961653769016266,0.02151613123714924,487.0,-1.0878524780273438,193.358500957489,1763260284.311133,,0.01531835738569498,,0.40710675716400146
1015,0.0,461.2462158203125,82176,0.00025076806196011603,-0.00036147236824035645,0.000974469818174839,488.0,-8.189678192138672e-05,196.79401063919067,1763260287.7466426,,9.930785745382309e-05,,0.46564531326293945
1020,0.0,319.4100036621094,82688,0.00025046084192581475,-0.004999183118343353,0.005316507071256638,488.0,0.00010794401168823242,197.70395708084106,1763260288.656589,,0.0005916859954595566,,0.4852679669857025
1031,0.0,0.0003885957703460008,83840,0.00024976959684863687,0.0010479986667633057,0.002388203516602516,490.0,-0.33438944816589355,199.2371962070465,1763260290.1898282,,6.503239274024963e-05,,0.5177993178367615
1050,0.001953125,0.00437437929213047,85760,0.00024861752172000706,-0.0021359343081712723,0.013869160786271095,495.0,-0.09740138053894043,201.69433760643005,1763260292.6469696,,0.0017929598689079285,,0.5198089480400085
1053,,,86075,,,,,,202.20520973205566,1763260293.1578417,500.0,,500.0,
1058,,,86575,,,,,,203.07322478294373,1763260294.0258567,500.0,,500.0,
1083,0.0,606.662353515625,89088,0.00024662059149704874,-0.0072492435574531555,0.0016484297811985016,497.0,3.5822391510009766e-05,207.44659399986267,1763260298.399226,,0.0007828827947378159,,0.5872941613197327
1091,0.0078125,0.00013955775648355484,89984,0.0002460829564370215,-0.012368552386760712,-0.02071056328713894,498.0,0.01930379867553711,208.94604110717773,1763260299.898673,,0.0021059829741716385,,0.5856369733810425
1106,0.0,0.00022540075588040054,91520,0.00024516129633411765,-0.006436698138713837,-0.002080473117530346,501.0,-0.6727285385131836,210.90851759910583,1763260301.8611495,,0.0017538582906126976,,0.500778317451477
1118,0.0,257.8804626464844,92672,0.00024447005125693977,0.0024084150791168213,0.0028279153630137444,504.0,-5.0902366638183594e-05,212.23236894607544,1763260303.185001,,3.778282552957535e-05,,0.5572970509529114
1125,0.0,0.0007907638791948557,93440,0.00024400922120548785,0.0012909695506095886,-0.0016967616975307465,505.0,-0.037541747093200684,213.3577423095703,1763260304.3103743,,0.0002778340131044388,,0.5886104106903076
1133,0.0,0.004760842304676771,94208,0.00024354839115403593,-0.00046096742153167725,-0.002206503413617611,505.0,0.06762933731079102,214.72221684455872,1763260305.6748488,,0.00014742370694875717,,0.5676641464233398
1145,0.0,0.00022461566550191492,95488,0.00024278034106828272,-0.005371719598770142,0.0009779809042811394,506.0,-0.4167656898498535,216.94568276405334,1763260307.8983147,,0.0004087677225470543,,0.5227855443954468
1164,0.0,0.0005020410171709955,97408,0.00024162826593965292,-0.0038436129689216614,-0.009462904185056686,508.0,0.22314327955245972,219.97663736343384,1763260310.9292693,,0.0005129370838403702,,0.5096254348754883
1165,0.0,0.0002061137929558754,97536,0.0002415514609310776,0.004352044314146042,-0.0025934437289834023,508.0,0.03930521011352539,220.12699675559998,1763260311.0796287,,0.0006302809342741966,,0.5900720357894897
1172,0.0,434.9985046386719,98176,0.000241167435888201,0.00154983252286911,-0.003068876452744007,509.0,0.00014269351959228516,221.21902680397034,1763260312.1716588,,0.00018820445984601974,,0.455521821975708
1181,,,99075,,,,,,222.4086787700653,1763260313.3613107,500.0,,500.0,
1186,0.0,637.54833984375,99584,0.00024032258079387248,0.0022797435522079468,0.004851667210459709,512.0,-0.0002276897430419922,222.95983266830444,1763260313.9124646,,0.0008246321231126785,,0.4839761555194855
1197,0.0,0.0059607503935694695,100736,0.0002396313357166946,-0.006844513118267059,0.0011751195415854454,514.0,-0.06575381755828857,224.3260316848755,1763260315.2786636,,0.00030714552849531174,,0.5237752199172974
1213,0.0,0.00047977769281715155,102400,0.00023863287060521543,-0.0011474862694740295,-0.002944895066320896,517.0,0.14953970909118652,226.23576426506042,1763260317.1883962,,0.00043188314884901047,,0.47823983430862427
1215,,,102575,,,,,,226.41948199272156,1763260317.372114,500.0,,500.0,
1226,0.0,386.5416564941406,103680,0.00023786482051946223,0.00190628319978714,0.007203445769846439,520.0,0.0002792477607727051,227.68040251731873,1763260318.6330345,,0.0007863687351346016,,0.5821154117584229
1230,,,104075,,,,,,228.08268904685974,1763260319.035321,500.0,,500.0,
1234,,,104575,,,,,,228.60468435287476,1763260319.5573163,500.0,,500.0,
1245,0.0,519.4593505859375,105600,0.00023671274539083242,0.002895250916481018,0.005042515695095062,522.0,-1.9550323486328125e-05,230.60581040382385,1763260321.5584424,,0.000714372843503952,,0.4513308107852936
1254,,,106575,,,,,,232.2452688217163,1763260323.1979008,500.0,,500.0,
1271,0.0,0.0043405089527368546,108288,0.0002350998402107507,-0.000170782208442688,0.0004490828141570091,523.0,0.013842761516571045,235.27493262290955,1763260326.2275646,,1.6466714441776276e-05,,0.5012954473495483
1299,0.0,0.0007243862492032349,111104,0.00023341014457400888,-0.01374993845820427,-0.022256668657064438,524.0,0.0663948655128479,240.16045594215393,1763260331.113088,,0.002652272582054138,,0.5166947841644287
1339,,,115304,,,,,,245.34515571594238,1763260336.2977877,500.0,,500.0,
1340,0.0,603.8018798828125,115328,0.00023087557929102331,0.006976127624511719,0.0002645570784807205,531.0,0.00012201070785522461,245.46271634101868,1763260336.4153483,,0.000418640673160553,,0.5426377058029175
1349,,,116304,,,,,,246.51284980773926,1763260337.4654818,500.0,,500.0,
1363,0.0,0.0002927217574324459,117760,0.00022941628412809223,-0.016837958246469498,0.010515589267015457,535.0,-0.04691874980926514,248.30179595947266,1763260339.254428,,0.002808189019560814,,0.5626286864280701
1365,0.0,373.21832275390625,117888,0.0002293394791195169,-0.002051113173365593,0.007068580947816372,535.0,3.057718276977539e-05,248.45701670646667,1763260339.4096487,,0.0003242297098040581,,0.5169451236724854
1370,0.0,540.556396484375,118400,0.00022903225908521563,0.005164768546819687,-0.005141247995197773,536.0,1.0967254638671875e-05,249.0778067111969,1763260340.0304387,,0.0010925708338618279,,0.5080374479293823
1380,0.0,650.1512451171875,119424,0.00022841781901661307,-0.0001281052827835083,0.002418309450149536,538.0,2.384185791015625e-07,250.328120470047,1763260341.2807524,,0.00025982968509197235,,0.4953893721103668
1381,0.00390625,0.0016173257026821375,119552,0.00022834101400803775,-0.010892614722251892,0.0038188640028238297,538.0,0.1289650797843933,250.45946049690247,1763260341.4120924,,0.0028316210955381393,,0.5026688575744629
1388,,,120304,,,,,,251.17006993293762,1763260342.122702,500.0,,500.0,
1395,0.00390625,0.005887902341783047,120960,0.00022749615891370922,-0.009072337299585342,0.006310826167464256,541.0,-0.04207587242126465,251.97916889190674,1763260342.9318008,,0.0009175855666399002,,0.5414086580276489
1399,0.0,721.3660278320312,121344,0.00022726574388798326,-0.0007416456937789917,0.0028621144592761993,541.0,5.692243576049805e-05,252.39193773269653,1763260343.3445697,,4.330649971961975e-05,,0.5118978023529053
1405,0.0,0.008356313221156597,121984,0.00022688171884510666,0.002280712127685547,-0.005140084773302078,543.0,-0.31873083114624023,253.06617617607117,1763260344.0188081,,0.0005479492247104645,,0.485328733921051
1432,0.0,407.7548522949219,124672,0.00022526881366502494,0.006169106811285019,-0.004544265568256378,546.0,0.0006261467933654785,256.61955857276917,1763260347.5721905,,0.0003969576209783554,,0.5158620476722717
1433,,,124723,,,,,,256.67455554008484,1763260347.6271875,60.0,,60.0,
1455,,,126730,,,,,,260.1898546218872,1763260351.1424866,500.0,,500.0,
1456,0.0,521.83740234375,126848,0.0002239631285192445,-0.0012365281581878662,-0.0014382004737854004,546.0,-0.00013780593872070312,260.38907504081726,1763260351.341707,,4.600547254085541e-05,,0.5909315943717957
1457,0.0,0.005192389711737633,126976,0.00022388632351066917,0.0002618655562400818,-0.002617643214762211,547.0,0.1271623969078064,260.59127378463745,1763260351.5439057,,0.0001294286921620369,,0.5474165081977844
1514,0.0,520.3224487304688,132736,0.000220430112676695,0.001650594174861908,-0.0011146590113639832,550.0,3.987550735473633e-05,269.427907705307,1763260360.3805397,,4.602409899234772e-05,,0.5521291494369507
1521,0.0,0.00014027001452632248,133504,0.00021996928262524307,0.0019566062837839127,0.00013292115181684494,551.0,0.01278984546661377,270.6107985973358,1763260361.5634305,,0.00023218709975481033,,0.5720387697219849
1525,0.00390625,0.0064806751906871796,133888,0.0002197388675995171,-0.005559170618653297,0.001051492989063263,551.0,-0.18665575981140137,271.1522219181061,1763260362.1048539,,0.0008710194379091263,,0.5658556222915649
1527,0.0,0.00013159374066162854,134144,0.00021958525758236647,-0.0021273940801620483,-0.0012996094301342964,552.0,-0.2079145908355713,271.40398597717285,1763260362.356618,,0.000183754600584507,,0.5238877534866333
1529,0.0,592.9332885742188,134272,0.00021950845257379115,0.007788993418216705,0.006684901192784309,552.0,-0.00043761730194091797,271.576628446579,1763260362.5292604,,0.0003171749413013458,,0.5207547545433044
1534,0.0,359.1231994628906,134784,0.00021920123253948987,0.005304459482431412,-0.0033338824287056923,553.0,0.00014340877532958984,272.1634404659271,1763260363.1160724,,0.0003665601834654808,,0.5808526277542114
1536,0.0,0.0005973364459350705,135040,0.00021904762252233922,-0.017964515835046768,-0.006553560495376587,553.0,0.23345911502838135,272.46721267700195,1763260363.4198446,,0.001185903325676918,,0.5125138759613037
1543,,,135730,,,,,,273.21217346191406,1763260364.1648054,500.0,,500.0,
1545,0.0,0.004753109999001026,135936,0.00021850998746231198,0.0020446572452783585,-0.0051511237397789955,554.0,0.033507466316223145,273.47752571105957,1763260364.4301577,,0.0005449866876006126,,0.5671429634094238
1546,0.0,0.00034840041189454496,136064,0.00021843318245373666,0.0002547129988670349,0.007877272553741932,555.0,-0.1549586057662964,273.60973262786865,1763260364.5623646,,0.0013594543561339378,,0.536663293838501
1558,,,137230,,,,,,274.99712109565735,1763260365.949753,500.0,,500.0,
1559,0.0,52.85593032836914,137344,0.00021766513236798346,-0.010521803051233292,0.0017621861770749092,556.0,4.971027374267578e-05,275.14540433883667,1763260366.0980363,,0.0005543632432818413,,0.5835362076759338
1563,,,137730,,,,,,275.61191153526306,1763260366.5645435,500.0,,500.0,
1566,0.0,0.0003654317697510123,138112,0.00021720430231653154,0.007734028622508049,0.00148729607462883,557.0,-0.06721878051757812,276.01786708831787,1763260366.970499,,0.0005093496292829514,,0.5527571439743042
1588,0.0,358.5787048339844,140288,0.0002158986171707511,0.0007507354021072388,-0.004381345584988594,560.0,2.7477741241455078e-05,278.94957756996155,1763260369.9022095,,0.0003323424607515335,,0.5779621601104736
1589,0.00390625,0.003970237914472818,140416,0.00021582181216217577,-0.012655781581997871,0.010082775726914406,560.0,0.02338695526123047,279.14404106140137,1763260370.096673,,0.0018188059329986572,,0.5429602265357971
1597,,,141230,,,,,,280.32343673706055,1763260371.2760687,500.0,,500.0,
1607,,,142230,,,,,,282.0175235271454,1763260372.9701555,500.0,,500.0,
1609,0.0,0.004363157786428928,142464,0.00021459293202497065,-0.0031703338027000427,0.0063740648329257965,561.0,0.029661357402801514,282.4074468612671,1763260373.3600788,,0.0004986617714166641,,0.4728597402572632
1610,0.0,0.0005219424492679536,142592,0.00021451612701639533,-0.00309168454259634,-0.0007103271782398224,561.0,0.064858078956604,282.61953806877136,1763260373.57217,,0.00016823969781398773,,0.5214813351631165
1612,,,142730,,,,,,282.8746802806854,1763260373.8273122,500.0,,500.0,
1626,,,144230,,,,,,285.276433467865,1763260376.2290654,500.0,,500.0,
1638,0.0,0.004819612484425306,145408,0.00021282641682773829,-0.003258809447288513,0.0016623660922050476,562.0,-0.01548624038696289,286.78025364875793,1763260377.7328856,,0.00027751922607421875,,0.5960245728492737
1687,0.0,0.007941482588648796,150400,0.00020983103604521602,0.0010423213243484497,-0.009961631149053574,566.0,-0.09308278560638428,293.7895185947418,1763260384.7421505,,0.0016644764691591263,,0.5677626132965088
1732,0.0,0.00041175869409926236,155008,0.0002070660557365045,-0.016311444342136383,-0.00035342760384082794,572.0,0.09094572067260742,299.23206973075867,1763260390.1847017,,0.0008719246834516525,,0.5302014946937561
1745,0.0,506.6849670410156,156288,0.0002062980056507513,-0.007633775472640991,0.003020666539669037,574.0,6.67572021484375e-06,300.5986533164978,1763260391.5512853,,0.00045483559370040894,,0.5592620968818665
1753,0.0,0.00020423048408702016,157184,0.00020576037059072405,-0.017750810831785202,-0.002751188352704048,575.0,0.01631087064743042,301.5344748497009,1763260392.4871068,,0.000596754252910614,,0.5055045485496521
1754,,,157211,,,,,,301.5699622631073,1763260392.5225942,500.0,,500.0,
1765,0.0,0.0077803125604987144,158336,0.00020506912551354617,0.009085968136787415,0.0004802849143743515,577.0,-1.7642974853515625e-05,302.8482115268707,1763260393.8008435,,0.0004284195601940155,,0.513694167137146
1768,,,158711,,,,,,303.1683135032654,1763260394.1209455,500.0,,500.0,
1777,0.0,0.0001156217695097439,159616,0.00020430107542779297,-0.00973285362124443,0.0028430577367544174,577.0,-0.06807398796081543,304.6539490222931,1763260395.606581,,0.0005907025188207626,,0.5174729824066162
1818,0.0,436.3329162597656,163712,0.00020184331515338272,0.003604881465435028,-0.0019034110009670258,581.0,-4.982948303222656e-05,309.98689436912537,1763260400.9395263,,5.628541111946106e-05,,0.5207577347755432
1823,0.0,530.5370483398438,164224,0.00020153609511908144,-0.0011368319392204285,0.00035008974373340607,581.0,-3.993511199951172e-05,310.9166696071625,1763260401.8693016,,7.35986977815628e-05,,0.5446504950523376
