losses/explained_variance,losses/value_loss,_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,charts/SPS,charts/learning_rate,losses/entropy,global_step,losses/clipfrac,losses/policy_loss,_runtime,losses/old_approx_kl
0.5954370498657227,0.00012484083708841354,1340,1763260337.9744809,,,7.1926042437553406e-06,508.0,0.00023333333956543356,0.20118167996406555,111232,0.0,-0.0015724264085292816,247.82000994682312,0.0005865292623639107
0.2737465500831604,0.0010462425416335464,1349,1763260338.9888735,,,0.0010330714285373688,510.0,0.00023279570450540632,0.20966380834579468,112128,0.0,-0.0069754160940647125,248.83440256118774,-0.004487069323658943
0.3391723036766052,0.0004533811588771641,1363,1763260340.6148741,,,0.008568640798330307,513.0,0.0002319508494110778,0.35009440779685974,113536,0.029296875,-0.012599725276231766,250.46040320396423,0.001000780612230301
,,1365,1763260340.8251827,500.0,500.0,,,,,113781,,,250.67071175575256,
,,1370,1763260341.4435844,500.0,500.0,,,,,114281,,,251.28911352157593,
,,1380,1763260342.5537162,500.0,500.0,,,,,115281,,,252.399245262146,
-0.0001595020294189453,740.1729125976562,1381,1763260342.669159,,,0.003270374611020088,516.0,0.00023087557929102331,0.3205893039703369,115328,0.0,0.00710587203502655,252.51468801498413,0.014474565163254738
-0.8319913148880005,0.0009239835198968649,1388,1763260343.4807348,,,0.00028736889362335205,518.0,0.0002304147492395714,0.21450600028038025,116096,0.0,-0.0031742677092552185,253.32626390457153,0.0037516802549362183
,,1395,1763260344.1486616,500.0,500.0,,,,,116781,,,253.9941906929016,
-3.692047595977783,0.0005463710404001176,1399,1763260344.6559784,,,0.0014311624690890312,520.0,0.0002297235041623935,0.2606101632118225,117248,0.0,-0.006758742034435272,254.50150752067566,-0.022612448781728745
,,1405,1763260345.205331,500.0,500.0,,,,,117781,,,255.05086016654968,
-0.27832937240600586,0.0010421397164463997,1432,1763260349.496663,,,5.055125802755356e-05,524.0,0.00022772657393943518,0.30778032541275024,120576,0.0,-0.0008438676595687866,259.34219217300415,0.003990362398326397
-0.056134939193725586,0.00016079677152447402,1433,1763260349.7048757,,,0.0031988555565476418,524.0,0.00022764976893085986,0.3106656074523926,120704,0.01171875,-0.01407213881611824,259.5504047870636,0.008335447870194912
-0.00021708011627197266,776.9270629882812,1455,1763260353.5740166,,,0.00046939216554164886,524.0,0.00022634408378507942,0.3676198422908783,122880,0.0,-0.0006667450070381165,263.4195456504822,0.003690676763653755
-0.02274024486541748,0.005266287829726934,1456,1763260353.766203,,,1.1644326150417328e-05,524.0,0.0002262672787765041,0.36861562728881836,123008,0.0,-5.325302481651306e-05,263.611732006073,0.00034171808511018753
0.0665966272354126,0.0005175992264412344,1457,1763260353.9709005,,,0.00243387371301651,525.0,0.00022619047376792878,0.4436454772949219,123136,0.0,-0.004331797361373901,263.81642961502075,0.023058868944644928
-3.218650817871094e-05,329.0831298828125,1514,1763260362.4616935,,,0.00083914864808321,530.0,0.00022273424838203937,0.3885286748409271,128896,0.0,-0.0023238956928253174,272.3072226047516,-0.011025206185877323
-2.339632511138916,0.00017540752014610916,1521,1763260363.3347566,,,0.00010346807539463043,531.0,0.00022227341833058745,0.37946444749832153,129664,0.0,0.00037039071321487427,273.18028569221497,-0.006578603759407997
0.07257509231567383,0.0005336430622264743,1525,1763260363.7367916,,,0.005161185748875141,532.0,0.00022204301785677671,0.414728581905365,130048,0.017578125,-0.019854160025715828,273.58232069015503,0.020550649613142014
,,1527,1763260363.923482,500.0,500.0,,,,,130281,,,273.7690110206604,
-0.15634870529174805,0.007235200144350529,1529,1763260364.177585,,,0.0005331439897418022,532.0,0.00022181260283105075,0.3871161937713623,130432,0.001953125,-0.013788141310214996,274.02311396598816,-0.004275753162801266
-0.13494694232940674,0.0064925868064165115,1534,1763260364.7286427,,,0.0024454668164253235,533.0,0.00022150538279674947,0.3950757086277008,130944,0.009765625,0.0007780492305755615,274.5741717815399,0.0019186530262231827
-0.555333137512207,0.00019859516760334373,1536,1763260365.0075245,,,0.0006748531013727188,534.0,0.00022135177277959883,0.404458224773407,131200,0.0,-0.0018206685781478882,274.8530535697937,0.003779858350753784
-0.0002963542938232422,466.08453369140625,1543,1763260365.7255986,,,0.0005493825301527977,535.0,0.00022096774773672223,0.3591103255748749,131840,0.0,0.004413070157170296,275.57112765312195,0.0018593138083815575
0.04159337282180786,0.0003546105872374028,1545,1763260366.0217319,,,0.00420860480517149,535.0,0.0002208141377195716,0.30607569217681885,132096,0.013671875,0.020563393831253052,275.86726093292236,-0.003260665573179722
-0.1563504934310913,0.00022945321688894182,1546,1763260366.1748383,,,0.0005585718899965286,535.0,0.00022073733271099627,0.34533363580703735,132224,0.0,-0.002812720835208893,276.0203673839569,0.004621833562850952
3.325939178466797e-05,285.5699768066406,1558,1763260367.3871663,,,0.0005990061908960342,537.0,0.0002200460876338184,0.42163708806037903,133376,0.0,0.0020885542035102844,277.23269534111023,0.0025777816772460938
-0.26773321628570557,0.008157067932188511,1559,1763260367.5168664,,,0.0024033384397625923,538.0,0.00021996928262524307,0.4695700705051422,133504,0.005859375,-0.009488403797149658,277.36239552497864,0.0038206344470381737
-0.00039589405059814453,688.7369384765625,1563,1763260367.924547,,,0.001306651160120964,538.0,0.0002197388675995171,0.4187207818031311,133888,0.0,0.0011710450053215027,277.77007603645325,0.007181767374277115
0.15208840370178223,0.000186177043360658,1566,1763260368.34214,,,0.0012103691697120667,539.0,0.00021950845257379115,0.292140394449234,134272,0.0078125,0.004084679298102856,278.1876690387726,-0.0029005687683820724
-0.372688889503479,0.007072157226502895,1588,1763260371.883596,,,0.0004620412364602089,540.0,0.0002182027674280107,0.4412952959537506,136448,0.0,-0.0006180331110954285,281.7291250228882,0.006896709091961384
0.06894099712371826,0.0005058477399870753,1589,1763260372.094637,,,0.0014680903404951096,540.0,0.00021812596241943538,0.43136394023895264,136576,0.001953125,0.014424774795770645,281.9401659965515,0.003193279728293419
0.0006684064865112305,383.82244873046875,1597,1763260373.425343,,,0.0015422916039824486,540.0,0.00021766513236798346,0.4049760103225708,137344,0.0,-0.006382929161190987,283.27087211608887,-0.009358826093375683
-0.00033104419708251953,427.0080871582031,1607,1763260375.240043,,,0.0006211912259459496,540.0,0.0002170506922993809,0.48760685324668884,138368,0.0,0.003147996962070465,285.08557200431824,0.009399264119565487
0.049590468406677246,0.00040613478631712496,1609,1763260375.6716826,,,0.001467469148337841,540.0,0.00021689708228223026,0.42175522446632385,138624,0.0,0.007966279983520508,285.5172116756439,-0.010517271235585213
-0.42300426959991455,0.0003803364816121757,1610,1763260375.8926272,,,0.008931347168982029,541.0,0.00021682027727365494,0.3769232928752899,138752,0.02734375,-0.04034532606601715,285.73815631866455,0.004080694168806076
-0.0003554821014404297,446.4871826171875,1612,1763260376.1437333,,,0.00209160428494215,540.0,0.00021674347226507962,0.4469802975654602,138880,0.001953125,-0.0008395016193389893,285.989262342453,0.00709527637809515
-3.826618194580078e-05,385.6517333984375,1626,1763260377.815824,,,0.0005000485107302666,542.0,0.0002158986171707511,0.44343116879463196,140288,0.0,0.0057648345828056335,287.6613531112671,0.0008521722629666328
0.3083459734916687,0.00039729528361931443,1638,1763260379.2421446,,,0.0012218747287988663,544.0,0.0002151305670849979,0.40926694869995117,141568,0.0,-0.016396433115005493,289.087673664093,-0.002553960308432579
-0.15401077270507812,0.000697377952747047,1687,1763260386.8196332,,,0.003144592046737671,548.0,0.0002121351717505604,0.3894422650337219,146560,0.001953125,-0.010278180241584778,296.6651623249054,-0.021707218140363693
-0.3154463768005371,0.00042830704478546977,1732,1763260391.5877557,,,0.000768028199672699,555.0,0.0002093702059937641,0.42712581157684326,151168,0.0,-0.0014010779559612274,301.4332847595215,-0.0158512182533741
-0.01277017593383789,0.0076023004949092865,1745,1763260392.9489086,,,0.001055409200489521,557.0,0.0002086021559080109,0.46644407510757446,152448,0.0,-0.012129498645663261,302.79443764686584,-0.0007707225158810616
,,1753,1763260393.814856,500.0,500.0,,,,,153281,,,303.66038513183594,
-2.7060508728027344e-05,378.4940490722656,1754,1763260393.9396632,,,1.1113472282886505e-05,558.0,0.00020806452084798366,0.32725003361701965,153344,0.0,-0.001265302300453186,303.78519225120544,0.0007583191618323326
0.07297605276107788,0.007711607031524181,1765,1763260395.6351163,,,0.0010615577921271324,559.0,0.00020737327577080578,0.3310544490814209,154496,0.0,-0.014241795986890793,305.4806454181671,0.007086486555635929
,,1768,1763260396.048235,500.0,500.0,,,,,154781,,,305.89376401901245,
0.037137627601623535,0.0001872607390396297,1777,1763260397.594115,,,0.0004516821354627609,560.0,0.00020660522568505257,0.3404475748538971,155776,0.001953125,0.004539636895060539,307.43964409828186,0.0023277178406715393
0.0003827214241027832,342.512939453125,1818,1763260403.5027735,,,0.0014705853536725044,562.0,0.00020414746541064233,0.36178746819496155,159872,0.0,-0.011170124635100365,313.34830260276794,0.00863544549793005
-6.330013275146484e-05,580.1290893554688,1823,1763260404.3522532,,,0.00021110009402036667,562.0,0.00020384024537634104,0.333233118057251,160384,0.0,0.0005705635994672775,314.1977822780609,0.0036683576181530952
,,1851,1763260408.7217987,500.0,500.0,,,,,163281,,,318.5673277378082,
,,1856,1763260409.2770555,500.0,500.0,,,,,163781,,,319.1225845813751,
0.11587673425674438,0.006853594444692135,1868,1763260410.6200712,,,0.004418190568685532,566.0,0.00020107526506762952,0.33912813663482666,164992,0.005859375,-0.012785576283931732,320.4656002521515,-0.0037788748741149902
-0.5344310998916626,0.007454033941030502,1873,1763260411.1727188,,,0.005721756257116795,567.0,0.00020076804503332824,0.3301832973957062,165504,0.0078125,-0.007957424968481064,321.0182478427887,-0.013050196692347527
