global_step,losses/entropy,charts/episodic_return,losses/explained_variance,_runtime,_timestamp,losses/old_approx_kl,charts/episodic_length,losses/approx_kl,losses/policy_loss,charts/learning_rate,losses/clipfrac,losses/value_loss,_step,charts/SPS
31872,0.5705314874649048,,0.3576597571372986,101.44036936759949,1763260192.4936495,0.008767177350819111,,0.0004153577610850334,0.0030150562524795532,0.00028095237212255597,0.0,58.57434844970703,547,436.0
32512,0.6217586398124695,,0.987967312335968,102.68251395225525,1763260193.735794,-0.0009090891107916832,,6.785709410905838e-05,0.0002469494938850403,0.00028056834707967937,0.0,2.1976912021636963,555,437.0
32896,0.6152694821357727,228.0,0.9784998893737793,103.4824275970459,1763260194.5357077,-0.01844628155231476,228.0,0.0012434730306267738,-0.0037788748741149902,0.0002803379320539534,0.0,3.5982346534729004,559,438.0
33664,0.6214058995246887,,0.5242433547973633,104.99918484687805,1763260196.052465,-7.49342143535614e-05,,4.451721906661987e-06,-0.0003590881824493408,0.0002798771020025015,0.0,20.91213035583496,568,439.0
35968,0.6009179353713989,,0.6731044054031372,109.51259207725525,1763260200.5658722,0.01891985349357128,,0.0029867812991142273,-0.030632302165031433,0.0002784946118481457,0.025390625,48.16330337524414,595,443.0
37376,0.6259858012199402,,0.7560683488845825,112.33100175857544,1763260203.3842819,0.001584886573255062,,1.2735836207866669e-05,-0.002519376575946808,0.0002776497567538172,0.0,63.21742248535156,612,445.0
37556,,227.0,,112.60057067871094,1763260203.6538508,,227.0,,,,,,614,
38784,0.6153702139854431,,0.8762129545211792,115.14951467514038,1763260206.2027948,-9.923335164785385e-05,,0.0002933898940682411,-0.004568666219711304,0.0002768049016594887,0.0,19.422866821289062,630,446.0
39296,0.6003992557525635,,-0.0007650852203369141,116.14436316490173,1763260207.1976433,-0.0007627084851264954,,0.00022764503955841064,-0.007256355136632919,0.0002764976816251874,0.0,171.657958984375,636,447.0
39680,0.6218045353889465,,0.0365983247756958,116.8659770488739,1763260207.9192572,0.00014544930309057236,,2.196989953517914e-06,0.00024788081645965576,0.00027626726659946144,0.0,15.936935424804688,640,448.0
40448,0.5969232320785522,,0.021394431591033936,118.42408871650696,1763260209.4773688,-0.0001712040975689888,,6.743241101503372e-05,-0.0019465349614620209,0.00027580646565183997,0.0,50.50391387939453,650,449.0
41344,0.6245602369308472,,0.2863371968269348,120.29781079292297,1763260211.351091,-0.0015740301460027695,,1.5059486031532288e-05,0.0013471553102135658,0.00027526883059181273,0.0,15.84927749633789,664,449.0
43008,0.5614315867424011,,0.9190126657485962,123.64491081237793,1763260214.698191,0.03732415661215782,,0.0036374805495142937,-0.0017666742205619812,0.00027427036548033357,0.001953125,9.83029842376709,684,451.0
43392,0.5769457817077637,,0.8883835077285767,124.4193422794342,1763260215.4726224,-0.0105237802490592,,0.0010623587295413017,0.012430435046553612,0.0002740399504546076,0.00390625,18.35934066772461,689,451.0
44288,0.5887101888656616,,0.9430431723594666,126.13016152381897,1763260217.1834416,-0.021905647590756416,,0.005303824320435524,0.044682927429676056,0.00027350231539458036,0.04296875,26.889598846435547,698,453.0
44694,,479.0,,126.89197087287903,1763260217.945251,,479.0,,,,,,702,
45184,0.571262001991272,,-0.011475682258605957,127.85999655723572,1763260218.9132767,-0.00274518970400095,,3.114622086286545e-05,0.0036327391862869263,0.0002729646803345531,0.0,12.699944496154785,707,454.0
47232,0.5467602014541626,,-0.0453876256942749,131.80497121810913,1763260222.8582513,-0.00042282138019800186,,1.539476215839386e-06,0.0003591664135456085,0.000271735800197348,0.0,10.516016960144043,729,456.0
49920,0.5512155890464783,,-0.06856322288513184,137.0225579738617,1763260228.075838,-0.0054921954870224,,0.0011220425367355347,0.005739711225032806,0.0002701228950172663,0.001953125,7.237531661987305,757,459.0
50432,0.5983318090438843,,-5.223665237426758,137.98647499084473,1763260229.039755,0.009062351658940315,,0.000657007098197937,-0.001281045377254486,0.000269815674982965,0.0,9.364311218261719,762,460.0
50816,0.5541706085205078,,0.026236295700073242,138.78750801086426,1763260229.8407881,-0.0007310239598155022,,3.7355348467826843e-06,0.00037526339292526245,0.00026958525995723903,0.0,276.10028076171875,767,460.0
51712,0.5915955305099487,,-0.4471093416213989,140.4583842754364,1763260231.5116644,-0.0005663707852363586,,0.00036742910742759705,-0.0011360421776771545,0.0002690476248972118,0.0,6.642000198364258,775,461.0
52992,0.5565593242645264,,0.48172974586486816,142.90657711029053,1763260233.9598572,0.000642816536128521,,0.0003460114821791649,0.002679120749235153,0.0002682795748114586,0.0,3.949846029281616,788,462.0
53883,,500.0,,144.46719646453857,1763260235.5204766,,500.0,,,,,,797,
54656,0.508238673210144,,0.01872926950454712,146.07972884178162,1763260237.133009,-0.005778011865913868,,0.0001698983833193779,0.008613131940364838,0.0002672811096999794,0.0,148.0747833251953,806,464.0
55552,0.5498743653297424,,0.5650609731674194,147.70767307281494,1763260238.7609532,-0.0007463889196515083,,0.0008230702951550484,-0.0036799758672714233,0.0002667434746399522,0.0,2.7134127616882324,815,465.0
60416,0.45708781480789185,,-0.016576051712036133,156.5801978111267,1763260247.633478,0.011657548137009144,,0.0009202500805258751,-0.008594408631324768,0.00026382488431409,0.0,1.4061098098754883,863,471.0
61312,0.5424221754074097,,-0.08471620082855225,158.1741762161255,1763260249.2274563,0.0004098983481526375,,8.000712841749191e-05,0.0009026825428009033,0.00026328724925406277,0.0,1.030322551727295,872,472.0
61696,0.4934244453907013,,-0.11676108837127686,158.83279395103455,1763260249.886074,0.004374557174742222,,5.4965727031230927e-05,0.0005357041954994202,0.0002630568342283368,0.0,1.0546553134918213,876,472.0
66304,0.4721231460571289,,-0.00018310546875,167.34400272369385,1763260258.3972828,0.012476503849029541,,0.0005123019218444824,0.004287131130695343,0.0002602918539196253,0.0,308.2662048339844,922,477.0
67072,0.5343365669250488,,-0.25821971893310547,168.78653597831726,1763260259.839816,-0.012408321723341942,,0.0018834974616765976,-0.0045040808618068695,0.00025983102386817336,0.001953125,0.08913031965494156,930,477.0
67840,0.5450374484062195,,0.07710206508636475,170.16375255584717,1763260261.2170327,0.0020576035603880882,,1.262221485376358e-05,-0.0008550919592380524,0.00025937019381672144,0.0,0.02460865117609501,938,478.0
68096,0.5362645387649536,,0.381252646446228,170.63878750801086,1763260261.6920676,-0.0011878469958901405,,0.00010633561760187149,0.002221211791038513,0.0002592165837995708,0.0,0.05586133897304535,941,478.0
68159,,226.0,,170.6847279071808,1763260261.738008,,226.0,,,,,,942,
68608,0.5494788885116577,,0.003970503807067871,171.64112997055054,1763260262.69441,-0.0019031558185815811,,1.3481825590133667e-05,0.000364840030670166,0.0002589093637652695,0.0,402.8667297363281,948,478.0
70912,0.4298347234725952,,0.784827470779419,176.03268766403198,1763260267.0859678,-0.0018341606482863426,,0.00041495729237794876,-0.0017794296145439148,0.00025752687361091375,0.0,6.314680576324463,974,480.0
71424,0.531873881816864,,0.5786501169204712,177.02729058265686,1763260268.0805707,-0.001339639537036419,,0.00116740632802248,-0.021003201603889465,0.00025721965357661247,0.001953125,0.14809934794902802,980,480.0
71842,,267.0,,177.74159574508667,1763260268.7948759,,267.0,,,,,,985,
72704,0.5108721256256104,,0.8995891213417053,179.4047372341156,1763260270.4580173,0.01923343352973461,,0.0011341245844960213,-0.011010341346263885,0.00025645160349085927,0.0,13.752680778503418,995,481.0
72832,0.5386004447937012,,0.34646981954574585,179.68525505065918,1763260270.7385352,-0.00021265633404254913,,9.222514927387238e-05,0.0003101229667663574,0.00025637479848228395,0.0,56.53922653198242,997,481.0
74240,0.48869460821151733,,0.34709829092025757,182.49073600769043,1763260273.5440161,-0.005056598223745823,,0.00037806760519742966,-0.003216121345758438,0.00025552994338795543,0.0,82.18773651123047,1015,481.0
74752,0.5242996215820312,,0.8170992136001587,183.43462824821472,1763260274.4879084,0.0017561297863721848,,1.7838552594184875e-05,6.933324038982391e-05,0.00025522272335365415,0.0,0.2163723260164261,1020,482.0
75748,,208.0,,185.21261525154114,1763260276.2658954,,208.0,,,,,,1031,
77312,0.5409606099128723,,-1.8535075187683105,188.40659618377686,1763260279.4598763,0.0060906242579221725,,0.0009289849549531937,-0.007333546876907349,0.00025368662318214774,0.0,2.670274257659912,1050,483.0
77568,0.5147035121917725,,-2.237034797668457,188.91588401794434,1763260279.9691641,-0.000940568745136261,,6.359443068504333e-05,0.0011916626244783401,0.0002535330131649971,0.0,2.3653404712677,1053,483.0
78080,0.5017228722572327,,-4.291584491729736,189.8795404434204,1763260280.9328206,-0.007358633913099766,,0.00032647233456373215,0.0025241002440452576,0.0002532257931306958,0.0,5.325321197509766,1058,483.0
80640,0.535827100276947,,0.17880994081497192,194.65647196769714,1763260285.709752,0.006657663732767105,,0.00026333704590797424,-0.005877003073692322,0.00025168972206301987,0.0,0.43558409810066223,1083,484.0
81408,0.5363826155662537,,0.0014721155166625977,196.11371755599976,1763260287.1669977,0.00028082169592380524,,4.8298388719558716e-05,-0.001532033085823059,0.00025122889201156795,0.0,673.2274780273438,1091,485.0
82944,0.4925132989883423,,-0.005196213722229004,198.6231768131256,1763260289.676457,0.0035958020016551018,,0.00024326052516698837,0.006655596196651459,0.0002503072319086641,0.0,261.9237365722656,1106,487.0
84224,0.4907722473144531,,-1.2503821849822998,200.19387197494507,1763260291.247152,0.02875087782740593,,0.00473690964281559,-0.010963678359985352,0.0002495391818229109,0.00390625,0.01869966834783554,1118,490.0
84864,0.583864152431488,,-0.0005549192428588867,200.97858452796936,1763260292.0318646,0.024640463292598724,,0.005385206080973148,0.01639409363269806,0.0002491551567800343,0.0078125,274.618896484375,1125,491.0
85760,0.5709537863731384,,-1.946122169494629,202.42646980285645,1763260293.47975,0.016790196299552917,,0.011796037666499615,-0.04268770292401314,0.00024861752172000706,0.0234375,0.0017269321251660585,1133,492.0
86912,0.5337940454483032,,-0.0022246837615966797,204.29616022109985,1763260295.3494403,0.0038950201123952866,,0.00020197778940200806,-2.0951032638549805e-05,0.0002479262766428292,0.0,93.10137939453125,1145,494.0
88832,0.5002005696296692,,0.0011029839515686035,207.47535371780396,1763260298.5286338,-0.002448637969791889,,9.591225534677505e-05,-0.0013707950711250305,0.0002467742015141994,0.0,646.5878295898438,1164,496.0
88960,0.5362159013748169,,-0.6601645946502686,207.665682554245,1763260298.7189627,0.0014030644670128822,,0.0007894588634371758,-0.009334485977888107,0.00024669739650562406,0.0,0.004310289863497019,1165,496.0
89728,0.5363645553588867,,-1.5343403816223145,208.85684418678284,1763260299.9101243,-0.00869455561041832,,0.0012671872973442078,-0.01310819387435913,0.00024623656645417213,0.005859375,0.00017428667342755944,1172,497.0
90624,0.5234779119491577,,0.3576127886772156,210.07589030265808,1763260301.1291704,0.0034699132665991783,,0.0001883404329419136,-0.0013255085796117783,0.0002456989313941449,0.0,0.0005940805422142148,1181,498.0
91136,0.43463799357414246,,-2.251575469970703,210.74664545059204,1763260301.7999256,-0.0030458420515060425,,0.001436077058315277,0.010589346289634705,0.0002453917113598436,0.0,0.0004096146731171757,1186,499.0
92288,0.44841423630714417,,-0.510499119758606,212.1069872379303,1763260303.1602674,0.0019381949678063393,,0.001338954083621502,-0.006193419918417931,0.00024470046628266573,0.0,0.0002559639106038958,1197,502.0
93827,,500.0,,214.6259162425995,1763260305.6791964,,500.0,,,,,,1213,
94080,0.5571812391281128,,-0.6440781354904175,215.0055170059204,1763260306.0587971,0.00020811241120100021,,5.795527249574661e-05,-0.0017187520861625671,0.00024362519616261125,0.0,0.0004561849927995354,1215,504.0
95232,0.538356363773346,,-0.9563782215118408,216.99338126182556,1763260308.0466614,0.02800430916249752,,0.01168866828083992,-0.020475683733820915,0.00024293395108543336,0.06640625,0.0004343654727563262,1226,504.0
95616,0.5483631491661072,,-0.8027293682098389,217.62748217582703,1763260308.6807623,0.029828796163201332,,0.013138308189809322,-0.01727951690554619,0.0002427035360597074,0.060546875,0.000542737718205899,1230,505.0
96000,0.57204669713974,,-0.37178969383239746,218.2655861377716,1763260309.3188663,0.0032129259780049324,,0.002687259577214718,-0.004330005496740341,0.00024247312103398144,0.009765625,0.005016210488975048,1234,505.0
97152,0.5374785661697388,,-0.40541088581085205,219.8801565170288,1763260310.9334366,-0.008027671836316586,,0.001600830815732479,-0.019752275198698044,0.00024178187595680356,0.0,0.0008549348567612469,1245,507.0
98048,0.5338717699050903,,-0.3141510486602783,221.23152875900269,1763260312.2848089,0.018978452309966087,,0.0019248249009251595,-0.0007109753787517548,0.00024124424089677632,0.0,0.004060592036694288,1254,508.0
99827,,500.0,,223.47274374961853,1763260314.5260239,,500.0,,,,,,1271,
102656,0.6007651686668396,,-0.38356685638427734,227.15426802635193,1763260318.2075481,0.004879903979599476,,0.007393568754196167,-0.042562492191791534,0.0002384792605880648,0.01171875,0.00046848502825014293,1299,516.0
106752,0.5650078058242798,,0.2356056571006775,233.65942549705505,1763260324.7127056,0.007469460368156433,,0.0034617427736520767,-0.002391628921031952,0.00023602150031365454,0.00390625,0.0003147133393213153,1339,520.0
106827,,500.0,,233.70853233337402,1763260324.7618124,,500.0,,,,,,1340,
107776,0.4891235828399658,,-0.13225066661834717,235.37046337127686,1763260326.4237435,-0.004389788955450058,,0.000365670770406723,-0.004171192646026611,0.00023540706024505198,0.0,0.00026900324155576527,1349,520.0
109184,0.4787449538707733,,0.21462160348892212,237.72717213630676,1763260328.7804523,0.03238741308450699,,0.011567458510398865,-0.017650730907917023,0.00023456220515072346,0.056640625,0.0005481420084834099,1363,521.0
109327,,500.0,,237.98411226272583,1763260329.0373924,,500.0,,,,,,1365,
109827,,500.0,,238.84842109680176,1763260329.9017012,,500.0,,,,,,1370,
110848,0.37804198265075684,,8.487701416015625e-05,240.50751852989197,1763260331.5607986,0.004040885716676712,,0.0003321673721075058,0.0026007667183876038,0.00023356375459115952,0.0,763.3770141601562,1380,522.0
110976,0.44552090764045715,,-0.3073769807815552,240.70518732070923,1763260331.7584674,-0.00042842794209718704,,0.002685719169676304,0.0068953149020671844,0.0002334869495825842,0.0,0.006854796316474676,1381,522.0
111744,0.555763840675354,,0.0036222338676452637,241.64235877990723,1763260332.695639,0.03996236249804497,,0.005894637666642666,-0.036274656653404236,0.00023302611953113228,0.0078125,0.000376088049961254,1388,523.0
112384,0.5657768249511719,,0.00011086463928222656,242.43104553222656,1763260333.4843256,0.009534144774079323,,0.0002743396908044815,0.006291188299655914,0.00023264209448825568,0.0,787.6495361328125,1395,525.0
112827,,500.0,,242.9357876777649,1763260333.9890678,,500.0,,,,,,1399,
113408,0.5014010667800903,,0.0007338523864746094,243.79111909866333,1763260334.8443992,0.00667043961584568,,0.00209767185151577,0.01980338990688324,0.00023202765441965312,0.001953125,328.2583312988281,1405,526.0
116096,0.47108396887779236,,0.03876692056655884,247.21966576576233,1763260338.272946,0.002877328544855118,,0.0005297958850860596,-0.0076172612607479095,0.0002304147492395714,0.0,0.005602964200079441,1432,530.0
116224,0.46971139311790466,,-0.07423138618469238,247.37434124946594,1763260338.4276214,-0.0003313310444355011,,0.0004642680287361145,-0.004379644989967346,0.00023033794423099607,0.0,0.0008388672140426934,1433,530.0
118528,0.5052878856658936,,-0.27901434898376465,250.40236687660217,1763260341.455647,0.014089076779782772,,0.001977766864001751,-0.014435283839702606,0.0002289554540766403,0.0,0.009116526693105698,1455,533.0
118656,0.37940698862075806,,-2.6744654178619385,250.55428314208984,1763260341.6075633,-0.008413916453719139,,0.0007565375417470932,-0.003415968269109726,0.000228878649068065,0.0,0.0014914050698280334,1456,534.0
118784,0.3977698087692261,,-0.6236242055892944,250.67693209648132,1763260341.7302122,0.001060687005519867,,0.005574334412813187,-0.011188922449946404,0.00022880184405948967,0.017578125,0.00021346007997635752,1457,534.0
124544,0.5183634757995605,,0.061071813106536865,258.219722032547,1763260349.2730021,0.0043043093755841255,,0.00045808684080839157,-0.0018401257693767548,0.00022534561867360026,0.0,0.007988589815795422,1514,541.0
125312,0.4880673587322235,,-0.033583760261535645,259.4142253398895,1763260350.4675055,0.020289704203605652,,0.0017269281670451164,-0.009029289707541466,0.00022488478862214833,0.001953125,0.00016430373943876475,1521,542.0
125696,0.5399569869041443,,0.09837400913238525,260.00979256629944,1763260351.0630727,-0.011193886399269104,,0.0025572553277015686,-0.0034172125160694122,0.00022465437359642237,0.001953125,0.0006077422294765711,1525,542.0
125900,,500.0,,260.263299703598,1763260351.3165798,,500.0,,,,,,1527,
126080,0.47692233324050903,,-0.04157888889312744,260.6369860172272,1763260351.6902661,-9.781401604413986e-05,,0.003203391097486019,-0.0022182539105415344,0.0002244239585706964,0.001953125,0.007126484997570515,1529,542.0
126592,0.45904213190078735,,-0.29196667671203613,261.4592514038086,1763260352.5125315,0.006216357462108135,,0.0004717158153653145,0.000519096851348877,0.00022411673853639513,0.0,0.008182101882994175,1534,543.0
126848,0.536872386932373,,0.017126083374023438,261.87088322639465,1763260352.9241633,0.02183438092470169,,0.00633908249437809,0.0024110525846481323,0.0002239631285192445,0.005859375,0.0001242103026015684,1536,543.0
127488,0.5013402700424194,,5.53131103515625e-05,262.9422972202301,1763260353.9955773,-0.008033983409404755,,0.0007641762495040894,-0.008030019700527191,0.0002235791034763679,0.0,211.0272216796875,1543,543.0
127744,0.5669502019882202,,-0.321691632270813,263.3289954662323,1763260354.3822756,-0.001247357577085495,,0.006136857904493809,-0.0036174356937408447,0.00022342549345921725,0.025390625,0.0007379483431577682,1545,543.0
127872,0.43968284130096436,,0.30292999744415283,263.5225360393524,1763260354.5758162,0.028422735631465912,,0.008269292302429676,-0.00276806578040123,0.00022334868845064193,0.017578125,0.0002725803933572024,1546,543.0
129024,0.5178366899490356,,5.441904067993164e-05,265.2548580169678,1763260356.3081381,-0.009030214510858059,,0.0014064749702811241,-0.010094456374645233,0.00022265744337346405,0.0,0.013517537154257298,1558,544.0
129152,0.4572841227054596,,0.45747727155685425,265.4012851715088,1763260356.4545653,0.008037148974835873,,0.004527243785560131,-0.012369923293590546,0.00022258063836488873,0.00390625,0.0025663156993687153,1559,544.0
129536,0.44370418787002563,,-0.14666712284088135,265.8640377521515,1763260356.9173179,-0.0005016010254621506,,0.00038184039294719696,-0.0016509322449564934,0.00022235022333916277,0.0,0.00851202942430973,1563,545.0
129900,,500.0,,266.2128629684448,1763260357.266143,,500.0,,,,,,1566,
132096,0.5311533808708191,,-0.11875379085540771,269.59981298446655,1763260360.653093,0.004423908889293671,,0.00018437951803207397,0.002158230170607567,0.0002208141377195716,0.0,0.008654874749481678,1588,547.0
132224,0.5532888770103455,,-0.0350416898727417,269.7964301109314,1763260360.8497102,-0.0038189860060811043,,0.00016141962260007858,-0.002310425043106079,0.00022073733271099627,0.0,0.000666908104903996,1589,547.0
132992,0.5574724078178406,,0.0001354217529296875,270.9830229282379,1763260362.036303,-0.002545866183936596,,0.0011462708935141563,-0.010776475071907043,0.00022027650265954435,0.0,471.8027648925781,1597,548.0
134016,0.5453817844390869,,2.396106719970703e-05,272.26400899887085,1763260363.317289,0.003906397148966789,,0.00036958977580070496,-0.0019339509308338165,0.0002196620625909418,0.0,250.86985778808594,1607,549.0
134272,0.43211987614631653,,-0.5882415771484375,272.5378074645996,1763260363.5910876,0.006892133504152298,,0.004191421903669834,-0.013551343232393265,0.00021950845257379115,0.01171875,0.0006887391209602356,1609,549.0
134400,0.4854508638381958,500.0,0.00014287233352661133,272.7058801651001,1763260363.7591603,-0.004039187915623188,500.0,0.001477017067372799,0.010450206696987152,0.00021943164756521583,0.001953125,652.5829467773438,1610,550.0
134656,0.5014208555221558,,0.16739076375961304,273.0242247581482,1763260364.0775049,-0.0005321186035871506,,0.001408059149980545,-0.0099477618932724,0.00021927803754806519,0.001953125,0.0008661231258884072,1612,550.0
136064,0.4986557960510254,,-0.3084123134613037,274.7428548336029,1763260365.796135,-0.005505263805389404,,0.00019173696637153625,-0.0008420422673225403,0.00021843318245373666,0.0,0.007284761872142553,1626,552.0
137344,0.4942617416381836,,-0.02106916904449463,276.2410578727722,1763260367.294338,-0.000833745114505291,,0.00032334309071302414,0.007160253822803497,0.00021766513236798346,0.0,0.0001686845935182646,1638,554.0
142336,0.5345885157585144,,-0.16161179542541504,283.72693848609924,1763260374.7802186,-0.027666820213198662,,0.01148067507892847,0.0014664828777313232,0.00021466973703354597,0.048828125,0.0005919497925788164,1687,557.0
146796,,500.0,,289.41770005226135,1763260380.4709802,,500.0,,,,,,1732,
148096,0.45782792568206787,,0.05340707302093506,291.6345477104187,1763260382.6878278,-0.0001924671232700348,,0.0004988573491573334,0.0017733611166477203,0.00021121351164765656,0.0,0.0005775621393695474,1745,562.0
148864,0.4993717670440674,,0.0007960200309753418,292.8726713657379,1763260383.9259515,-0.0004821671172976494,,0.00010664481669664383,0.0005168318748474121,0.00021075268159620464,0.0,544.2235107421875,1753,562.0
148992,0.5536341667175293,,0.25120091438293457,293.0556106567383,1763260384.1088908,0.008834000676870346,,0.0015342440456151962,-0.004672259092330933,0.00021067587658762932,0.0,0.00942639447748661,1754,562.0
150144,0.5287997722625732,,0.008983969688415527,294.75012850761414,1763260385.8034086,-0.008067605085670948,,0.010357537306845188,-0.00464770570397377,0.00020998464606236666,0.029296875,0.0003802846767939627,1765,563.0
150400,0.5637044906616211,,0.00030481815338134766,295.1436183452606,1763260386.1968985,0.0034590326249599457,,0.0015223976224660873,0.004706338047981262,0.00020983103604521602,0.0,406.2496643066406,1768,563.0
