losses/clipfrac,losses/policy_loss,_runtime,charts/episodic_return,_step,global_step,losses/old_approx_kl,losses/approx_kl,losses/value_loss,charts/episodic_length,charts/learning_rate,_timestamp,charts/SPS,losses/explained_variance,losses/entropy
0.0,-0.000988602638244629,95.49609732627869,,425,27520,0.002216569148004055,1.6800127923488617e-05,32.826263427734375,,0.00028356374241411686,1763260185.6355734,415.0,0.4560648798942566,0.5164639353752136
0.0,-0.001369246281683445,98.18949341773987,,441,28800,-0.00641279760748148,0.0006039896979928017,39.237884521484375,,0.00028279569232836366,1763260188.3289695,418.0,-0.02906632423400879,0.510252833366394
0.0,-0.004334628582000732,99.78597497940063,,450,29568,0.002175731584429741,6.512366235256195e-05,28.586151123046875,,0.00028233486227691174,1763260189.925451,419.0,0.8839333057403564,0.5170145034790039
0.0,-0.0019569993019104004,102.9298164844513,,471,30976,-0.0015225177630782127,0.0002674730494618416,10.456783294677734,,0.0002814900071825832,1763260193.0692925,420.0,0.9653558135032654,0.5192172527313232
,,104.47833156585693,174.0,481,31742,,,,174.0,,1763260194.6178076,,,
0.0,0.00016373395919799805,106.09465217590332,,490,32384,0.005524844862520695,0.00037426967173814774,58.16907501220703,,0.0002806451520882547,1763260196.2341282,421.0,0.771314263343811,0.4844588339328766
0.0,0.0021273083984851837,108.60670042037964,,504,33536,0.0002856813371181488,4.507601261138916e-05,72.6841812133789,,0.0002799539070110768,1763260198.7461765,422.0,0.6844315528869629,0.5000103712081909
0.0,0.003972724080085754,110.52786564826965,,515,34432,0.005642754025757313,0.0011344598606228828,30.070716857910156,,0.00027941627195104957,1763260200.6673417,423.0,0.8219597339630127,0.46568965911865234
0.0,0.0018383301794528961,112.99866247177124,,530,35584,0.005216590128839016,0.00039629731327295303,2.474797248840332,,0.0002787250268738717,1763260203.1381385,425.0,0.8360734581947327,0.4686849117279053
,,114.26249074935913,113.0,539,36138,,,,113.0,,1763260204.4019668,,,
0.0,0.010853221639990807,115.58769345283508,,547,36736,-0.013108966872096062,0.0005674939602613449,159.00067138671875,,0.0002780337817966938,1763260205.7271695,425.0,0.327883243560791,0.5184661149978638
,,116.74925351142883,189.0,555,37282,,,,189.0,,1763260206.8887296,,,
0.0,0.0006924644112586975,117.53294253349304,,559,37632,0.0014388356357812881,2.874620258808136e-05,32.01783752441406,,0.00027749614673666656,1763260207.6724186,426.0,0.799514651298523,0.44392016530036926
,,118.79057884216309,131.0,568,38258,,,,131.0,,1763260208.930055,,,
0.0,0.002468675374984741,123.4970932006836,,595,40320,-0.0005098283290863037,0.00026162341237068176,66.174560546875,,0.0002758832706604153,1763260213.6365693,428.0,0.7453687191009521,0.4742389917373657
0.0,-0.001220211386680603,126.71895170211792,,612,41856,0.002544289454817772,0.0001616794615983963,66.21195983886719,,0.00027496161055751145,1763260216.8584278,429.0,0.441158652305603,0.5154024958610535
0.0,-0.0032587163150310516,127.02932548522949,,614,41984,0.00225694477558136,2.500973641872406e-05,235.17132568359375,,0.00027488480554893613,1763260217.1688015,429.0,0.2720015048980713,0.48120152950286865
,,129.86992812156677,188.0,630,43287,,,,188.0,,1763260220.0094042,,,
0.00390625,-0.028029218316078186,131.190114736557,,636,43904,0.0001751752570271492,0.003751465119421482,5.7779412269592285,,0.0002737327304203063,1763260221.3295908,430.0,0.9027607440948486,0.44233810901641846
,,131.80734181404114,230.0,640,44164,,,,230.0,,1763260221.9468179,,,
,,133.4872055053711,185.0,650,44948,,,,185.0,,1763260223.6266816,,,
,,136.2892665863037,205.0,664,46271,,,,205.0,,1763260226.4287426,,,
,,140.34843635559082,500.0,684,48155,,,,500.0,,1763260230.4879124,,,
0.0,-0.0003925934433937073,141.37713408470154,,689,48640,0.00192219577729702,4.4951215386390686e-05,4.066468715667725,,0.0002708909451030195,1763260231.5166101,433.0,0.2932091951370239,0.4797247648239136
,,143.00695514678955,392.0,698,49526,,,,392.0,,1763260233.1464312,,,
,,143.80879402160645,326.0,702,49852,,,,326.0,,1763260233.94827,,,
,,144.8504250049591,500.0,707,50352,,,,500.0,,1763260234.989901,,,
0.0078125,-0.011720404028892517,149.7440755367279,,729,52736,0.0006718384101986885,0.003897261805832386,4.6738786697387695,,0.00026843318482860923,1763260239.8835516,437.0,-1.3383831977844238,0.48631778359413147
0.0,-0.0009424276649951935,155.40675044059753,,757,55552,-0.004030672833323479,4.149787127971649e-05,1.2773067951202393,,0.0002667434746399522,1763260245.5462265,440.0,-0.21376359462738037,0.4741854965686798
0.0,0.0031505562365055084,156.4475555419922,,762,56064,-0.00047760922461748123,0.00011906865984201431,1.077664852142334,,0.0002664362546056509,1763260246.5870316,440.0,0.2934916615486145,0.5121453404426575
0.0,-0.0008388198912143707,157.48275208473206,,767,56576,0.0013929810374975204,1.8827617168426514e-05,0.8571563363075256,,0.0002661290345713496,1763260247.6222281,441.0,0.23639434576034546,0.5180337429046631
0.0,0.01814882829785347,159.02268028259277,,775,57344,0.0015579694882035255,0.0017531579360365868,715.415771484375,,0.0002656682045198977,1763260249.1621563,442.0,0.003743112087249756,0.5121572017669678
0.00390625,-0.001373153179883957,161.71154260635376,,788,58752,0.016149716451764107,0.00053374283015728,0.315402090549469,,0.0002648233494255692,1763260251.8510187,443.0,0.41596847772598267,0.4952443242073059
0.0,-0.0096401646733284,163.53788256645203,,797,59648,0.003539332188665867,0.0007472177967429161,0.20879995822906494,,0.00026428571436554193,1763260253.6773586,444.0,-0.003985881805419922,0.47793829441070557
0.0,-0.0006237626075744629,165.37560367584229,,806,60544,0.002321505919098854,6.511621177196503e-05,0.15830500423908234,,0.0002637480793055147,1763260255.5150797,444.0,-0.03492474555969238,0.5208985209465027
0.001953125,0.016265016049146652,167.18378710746765,,815,61440,0.0030815359205007553,0.0005784761160612106,180.01939392089844,,0.00026321044424548745,1763260257.3232632,445.0,0.004008769989013672,0.46764475107192993
0.001953125,0.005234904587268829,176.4784393310547,,863,66048,-0.0007957117632031441,0.0011791875585913658,640.6199951171875,,0.0002604454639367759,1763260266.6179154,448.0,0.0005675554275512695,0.570146918296814
,,177.9039604663849,153.0,872,66795,,,,153.0,,1763260268.0434365,,,
0.0,-0.0025110729038715363,178.69222211837769,,876,67072,-0.0007850993424654007,0.00016680173575878143,0.02462824061512947,,0.00025983102386817336,1763260268.8316982,448.0,0.427836537361145,0.5774621367454529
0.001953125,-0.012674223631620407,186.79889249801636,,916,71168,0.009661699645221233,0.0017651589587330818,0.004649722017347813,,0.0002573732635937631,1763260276.9383686,451.0,-2.7788727283477783,0.5141204595565796
0.0234375,-0.010700061917304993,188.06090998649597,,922,71808,0.00413169153034687,0.006393644027411938,0.00039880257099866867,,0.0002569892385508865,1763260278.200386,452.0,-0.9458125829696655,0.4794846177101135
0.0,0.0011214669793844223,189.61444473266602,,930,72576,0.0007308712229132652,0.00018218811601400375,0.003006035927683115,,0.0002565284084994346,1763260279.7539208,452.0,-0.03811371326446533,0.49472862482070923
,,191.19122076034546,500.0,938,73420,,,,500.0,,1763260281.3306968,,,
0.01171875,-0.03280054032802582,191.93481397628784,,941,73728,-0.01569466106593609,0.006864005699753761,0.000553762773051858,,0.0002558371634222567,1763260282.07429,453.0,0.2073318362236023,0.542221188545227
0.0234375,-0.0013228431344032288,192.1661217212677,,942,73856,-0.012575354427099228,0.008844993077218533,0.0004414391878526658,,0.0002557603584136814,1763260282.3055978,453.0,-0.9716897010803223,0.5222396850585938
,,193.27533769607544,500.0,948,74420,,,,500.0,,1763260283.4148138,,,
0.0,0.00039618462324142456,198.52789998054504,,974,77056,-0.007383980788290501,0.0014585116878151894,0.0046933358535170555,,0.0002538402331992984,1763260288.667376,455.0,0.2330111861228943,0.5309805274009705
0.0,-0.009277589619159698,199.52489948272705,,980,77696,0.0032402565702795982,0.0005296682938933372,0.0007995765772648156,,0.0002534562081564218,1763260289.6643755,456.0,-0.026473522186279297,0.5045490860939026
0.0,0.004043400287628174,200.16282296180725,,985,78208,0.0021277768537402153,6.818678230047226e-05,0.001018860493786633,,0.0002531489881221205,1763260290.302299,457.0,0.06742948293685913,0.5223780870437622
0.00390625,0.029847953468561172,201.4252154827118,,995,79232,-0.003602788783609867,0.0045036086812615395,0.00042233674321323633,,0.00025253454805351794,1763260291.5646915,460.0,0.3202775716781616,0.48330068588256836
,,201.60295915603638,500.0,997,79420,,,,500.0,,1763260291.7424352,,,
0.009765625,-0.004306137561798096,204.95218539237976,,1015,81280,-0.008707256987690926,0.004245970398187637,0.0003951018152292818,,0.00025130569702014327,1763260295.0916615,462.0,0.042144834995269775,0.5401907563209534
0.0,0.00023108534514904022,205.87983322143555,,1020,81792,0.00014411937445402145,3.7355348467826843e-06,0.00046577973989769816,,0.000250998476985842,1763260296.0193093,463.0,-0.22093939781188965,0.5438224673271179
0.0,0.001846417784690857,208.02526330947876,,1031,82944,0.011436330154538155,0.0005345288664102554,491.1529541015625,,0.0002503072319086641,1763260298.1647394,464.0,0.00036519765853881836,0.5073676705360413
0.0,0.006813410669565201,211.17507815361023,,1050,84864,0.0052056703716516495,0.000769665464758873,0.007157708518207073,,0.0002491551567800343,1763260301.3145542,466.0,0.13392937183380127,0.5757364630699158
,,211.55163836479187,500.0,1053,85203,,,,500.0,,1763260301.6911144,,,
,,212.13085103034973,500.0,1058,85703,,,,500.0,,1763260302.270327,,,
,,216.16922879219055,500.0,1083,88203,,,,500.0,,1763260306.3087049,,,
0.0,-0.006877962499856949,217.79654502868652,,1091,89088,-0.006561095826327801,0.0007012588903307915,0.00031799860880710185,,0.00024662059149704874,1763260307.936021,472.0,0.1258988380432129,0.5461344718933105
0.0,-0.008741442114114761,220.28764367103577,,1106,90496,0.003633064217865467,0.0008027991279959679,0.0004107143613509834,,0.0002457757364027202,1763260310.4271197,473.0,-0.030165553092956543,0.5317018032073975
0.005859375,-0.00044545531272888184,222.13386392593384,,1118,91648,-0.0013757571578025818,0.002339733764529228,326.77081298828125,,0.00024508449132554233,1763260312.27334,475.0,-1.919269561767578e-05,0.5295172929763794
0.001953125,-0.0016088411211967468,223.22701287269592,,1125,92416,0.006936658173799515,0.0023486632853746414,0.0008637029677629471,,0.0002446236612740904,1763260313.366489,476.0,-0.21884429454803467,0.5704927444458008
0.0,-0.00967589020729065,224.19881176948547,,1133,93184,0.00255009438842535,0.0007903026416897774,437.65557861328125,,0.0002441628312226385,1763260314.3382878,478.0,0.000689387321472168,0.5624654293060303
0.041015625,-0.034770667552948,225.78704404830933,,1145,94464,0.03892818093299866,0.007717889733612537,0.0004191067419014871,,0.00024339478113688529,1763260315.92652,480.0,0.21337902545928955,0.5988550186157227
,,228.06422400474548,500.0,1164,96370,,,,500.0,,1763260318.2037,,,
0.0,-0.0015574544668197632,228.1962480545044,,1165,96384,-0.002899053506553173,0.00016283150762319565,810.140869140625,,0.00024224270600825548,1763260318.335724,484.0,0.0003491044044494629,0.5556525588035583
0.0,-0.002158142626285553,229.09190702438354,,1172,97152,-0.002259288914501667,7.026363164186478e-05,0.0012329249875620008,,0.00024178187595680356,1763260319.231383,486.0,-0.1035921573638916,0.474253386259079
0.0,-0.001982949674129486,230.6193287372589,,1181,98048,0.011337154544889927,0.0015992773696780205,0.006996070500463247,,0.00024124424089677632,1763260320.7588048,487.0,-0.09825754165649414,0.5451217889785767
0.01953125,0.013384714722633362,231.5633044242859,,1186,98560,0.034548163414001465,0.0079317856580019,0.009223014116287231,,0.00024093702086247504,1763260321.7027805,487.0,-11.778655052185059,0.4096566140651703
0.021484375,-0.00020086020231246948,233.66818857192993,,1197,99712,-0.011812323704361916,0.004769173450767994,0.00048648827942088246,,0.00024024577578529716,1763260323.8076646,487.0,-0.30680620670318604,0.5227891802787781
,,236.49509739875793,500.0,1213,101370,,,,500.0,,1763260326.6345735,,,
0.0,0.0014011729508638382,236.9403100013733,,1215,101504,-0.004413849674165249,0.0016915416345000267,0.011360139586031437,,0.00023917050566524267,1763260327.079786,488.0,-0.1261136531829834,0.5257518887519836
0.001953125,-0.013720722869038582,239.05771565437317,,1226,102656,-0.0009114956483244896,0.002049052156507969,0.0009553274139761925,,0.0002384792605880648,1763260329.1971917,489.0,-0.7046008110046387,0.4701694846153259
0.0,-0.0037867985665798187,239.76307439804077,,1230,103040,-0.0022123437374830246,0.0005105715245008469,0.006299474276602268,,0.00023824884556233883,1763260329.9025505,489.0,-0.0033572912216186523,0.5390966534614563
0.0,-0.00039262324571609497,240.45497822761536,,1234,103424,0.004219274967908859,0.00010144524276256561,527.7742309570312,,0.00023801843053661287,1763260330.5944543,489.0,1.2278556823730469e-05,0.5368280410766602
0.0,-0.004297096282243729,242.2334222793579,,1245,104576,0.00019327830523252487,0.0012256959453225136,0.009947914630174637,,0.00023732718545943499,1763260332.3728983,491.0,-0.36286938190460205,0.5484406352043152
0.0,0.00014360621571540833,243.34077143669128,,1254,105472,-0.0014426596462726593,0.0005399882793426514,404.6893310546875,,0.00023678955039940774,1763260333.4802475,492.0,0.00017154216766357422,0.5463329553604126
0.0,0.0011526793241500854,245.6933572292328,,1271,107264,-0.0030273953452706337,0.001386956311762333,0.0003223678795620799,,0.00023571428027935326,1763260335.8328333,495.0,-0.31710052490234375,0.5124238729476929
0.0,-0.005744233727455139,249.27329421043396,,1299,110080,-0.0007136492058634758,0.0011326922103762627,0.0064274463802576065,,0.00023402458464261144,1763260339.4127703,500.0,0.07765036821365356,0.5106647610664368
0.00390625,-0.008980831131339073,254.31968569755554,,1339,114176,0.010169951245188713,0.004518992267549038,0.0004471852444112301,,0.0002315668243682012,1763260344.4591618,507.0,0.004377186298370361,0.5419159531593323
0.009765625,0.0006668642163276672,254.47437071800232,,1340,114304,-0.017237242311239243,0.0019422778859734535,0.0002985600149258971,,0.00023149001935962588,1763260344.6138468,507.0,0.0251198410987854,0.5395729541778564
0.0,-0.006198914721608162,255.50769019126892,,1349,115200,-0.004339364357292652,0.00010983925312757492,0.0005375027540139854,,0.00023095238429959863,1763260345.6471663,509.0,-0.10898745059967041,0.4606117606163025
0.0,-0.0008745379745960236,257.8781957626343,,1363,116608,-0.009891333058476448,0.000589326024055481,0.009257027879357338,,0.0002301075292052701,1763260348.0176718,510.0,-0.18078768253326416,0.5530503392219543
0.001953125,0.0020624101161956787,258.2878530025482,,1365,116864,-0.013294043950736523,0.003367138095200062,0.0002689126704353839,,0.00022995391918811947,1763260348.427329,510.0,-0.03233790397644043,0.4756894111633301
,,258.98506331443787,500.0,1370,117370,,,,500.0,,1763260349.1245394,,,
,,260.74919033050537,500.0,1380,118370,,,,500.0,,1763260350.8886664,,,
0.009765625,-0.013016194105148315,260.9544343948364,,1381,118400,0.012158590368926525,0.003036600537598133,360.7838134765625,,0.00022903225908521563,1763260351.0939105,511.0,0.000681459903717041,0.40235579013824463
0.01953125,-0.01811295747756958,262.2619445323944,,1388,119168,0.0051394179463386536,0.008773194625973701,0.0005048253806307912,,0.0002285714290337637,1763260352.4014206,511.0,-0.25936830043792725,0.48006772994995117
,,263.42840790748596,500.0,1395,119870,,,,500.0,,1763260353.567884,,,
0.0234375,-0.0255429744720459,264.244069814682,,1399,120320,0.02906448394060135,0.008834640495479107,0.0003875289985444397,,0.00022788018395658582,1763260354.3835459,512.0,0.24582022428512573,0.5037223100662231
,,265.1722905635834,500.0,1405,120870,,,,500.0,,1763260355.3117666,,,
0.001953125,-0.014266133308410645,269.3327293395996,,1432,123648,-0.004286046139895916,0.0025228476151823997,0.00044598401291295886,,0.0002258832537336275,1763260359.4722054,515.0,0.03210502862930298,0.497225821018219
0.0234375,-0.026812462136149406,269.5477912425995,,1433,123776,-0.027247365564107895,0.0050828224048018456,0.000203065705136396,,0.00022580644872505218,1763260359.6872673,515.0,-0.26338088512420654,0.517177402973175
0.0,-0.0007197186350822449,272.74823927879333,,1455,125952,-0.0007409164682030678,4.317518323659897e-05,411.00701904296875,,0.00022450076357927173,1763260362.8877153,517.0,0.0006319880485534668,0.4914771616458893
0.0,-0.0051564984023571014,272.9052143096924,,1456,126080,6.98138028383255e-05,0.00035079754889011383,0.006443125661462545,,0.0002244239585706964,1763260363.0446904,517.0,-0.11973488330841064,0.4922294616699219
0.01171875,0.011025499552488327,273.05666422843933,,1457,126208,0.015098796226084232,0.006566931493580341,0.0005413067410700023,,0.0002243471535621211,1763260363.1961403,517.0,-0.41081690788269043,0.5241731405258179
0.0,0.006155367940664291,280.52970600128174,,1514,131968,0.001299804076552391,0.0009501650929450989,580.8070678710938,,0.0002208909427281469,1763260370.669182,525.0,0.0009728074073791504,0.5201331973075867
0.0,0.00787016749382019,281.8118853569031,,1521,132736,0.019391417503356934,0.0016939276829361916,0.0012863902375102043,,0.000220430112676695,1763260371.9513614,525.0,-4.139033317565918,0.5091595649719238
0.0,-0.0019078031182289124,282.44114804267883,,1525,133120,0.0008321721106767654,0.0006591398268938065,0.003970308694988489,,0.00022019969765096903,1763260372.580624,525.0,0.24850457906723022,0.5772425532341003
,,282.7006525993347,500.0,1527,133370,,,,500.0,,1763260372.8401287,,,
0.0,-0.01463770866394043,283.0974612236023,,1529,133504,0.006063259206712246,0.0019075488671660423,0.009331462904810905,,0.00021996928262524307,1763260373.2369373,526.0,-0.08594834804534912,0.4188845753669739
0.0,-0.00019124895334243774,283.9300193786621,,1534,134016,-0.0020344071090221405,2.5453045964241028e-05,0.003965925425291061,,0.0002196620625909418,1763260374.0694954,526.0,0.5860931873321533,0.44307422637939453
0.0,0.013024862855672836,284.3619587421417,,1536,134272,0.003478708676993847,0.00026321690529584885,0.00027510739164426923,,0.00021950845257379115,1763260374.5014348,526.0,0.2471415400505066,0.5155389904975891
0.0,0.006861038506031036,285.5373888015747,,1543,134912,-0.0008614072576165199,0.0003712838515639305,491.720947265625,,0.00021912442753091455,1763260375.6768649,526.0,0.000870048999786377,0.5474528670310974
0.0,-0.0007832571864128113,285.92410826683044,,1545,135168,-0.0027053402736783028,2.7655623853206635e-05,0.0002740914933383465,,0.0002189708175137639,1763260376.0635843,526.0,0.3245616555213928,0.4840112030506134
0.0,0.00037166476249694824,286.1289761066437,,1546,135296,0.0010179076343774796,6.2193721532821655e-06,0.00036179283051751554,,0.00021889401250518858,1763260376.2684522,526.0,-0.7393031120300293,0.4989202916622162
0.005859375,0.010047584772109985,287.60645031929016,,1558,136448,0.002347927540540695,0.0026468653231859207,710.6510620117188,,0.0002182027674280107,1763260377.7459264,528.0,0.0019123554229736328,0.5015203356742859
0.0,0.0022792667150497437,287.75950479507446,,1559,136576,0.000364021398127079,8.377153426408768e-05,0.007471610326319933,,0.00021812596241943538,1763260377.8989809,528.0,-0.22277522087097168,0.5643491148948669
0.0,0.0058947280049324036,288.2195551395416,,1563,136960,-0.0028822636231780052,0.0010054586455225945,566.6534423828125,,0.00021789554739370942,1763260378.3590312,528.0,0.001624464988708496,0.5530701875686646
0.0,-0.0020330455154180527,288.63067531585693,,1566,137344,-0.0013041533529758453,0.00011726468801498413,0.0007740339497104287,,0.00021766513236798346,1763260378.7701514,529.0,-6.56040096282959,0.47638189792633057
0.0,-0.000978168100118637,291.66880893707275,,1588,139520,0.001377367414534092,0.00038397032767534256,0.005235772579908371,,0.00021635944722220302,1763260381.808285,531.0,0.8089754581451416,0.4737917184829712
0.00390625,-0.005488477647304535,291.8671452999115,,1589,139648,0.00353899784386158,0.002073317766189575,0.0003172444994561374,,0.0002162826422136277,1763260382.0066214,531.0,0.21890950202941895,0.45465248823165894
0.0,0.0012139007449150085,293.2423346042633,,1597,140416,0.007986808195710182,0.002567702904343605,661.4659423828125,,0.00021582181216217577,1763260383.3818107,531.0,0.0018197298049926758,0.532814621925354
0.0,0.0025788359344005585,294.97000765800476,,1607,141440,-0.00440627709031105,0.0002935826778411865,750.332763671875,,0.0002152073720935732,1763260385.1094837,532.0,0.002234041690826416,0.444225937128067
0.0,-0.0026374422013759613,295.3954966068268,,1609,141696,-0.0015987567603588104,0.0014157425612211227,0.0010192677145823836,,0.00021505376207642257,1763260385.5349727,532.0,-0.29248011112213135,0.501523494720459
0.001953125,-0.006962087005376816,295.62288784980774,,1610,141824,-0.008154813200235367,0.0022268183529376984,0.00012247110134921968,,0.00021497695706784725,1763260385.762364,532.0,0.484747052192688,0.5226191878318787
0.0,-0.002794213593006134,295.87114000320435,,1612,141952,0.007276313379406929,0.0007983595132827759,498.0024108886719,,0.00021490015205927193,1763260386.010616,532.0,0.0017223358154296875,0.48170092701911926
,,297.57210659980774,500.0,1626,143370,,,,500.0,,1763260387.7115827,,,
0.0,-0.004657957702875137,299.1172947883606,,1638,144640,-0.0003131972625851631,8.951593190431595e-05,0.0007848385721445084,,0.0002132872468791902,1763260389.2567708,536.0,0.4065735340118408,0.4540908634662628
0.001953125,0.008577316999435425,305.2056665420532,,1687,149632,0.0008019255474209785,0.0016319314017891884,0.001144692418165505,,0.00021029185154475272,1763260395.3451426,542.0,-0.9313215017318726,0.4302549958229065
0.0,0.0037136822938919067,311.621773481369,,1732,154240,-0.0008294517174363136,0.00014295894652605057,0.00041054427856579423,,0.00020752688578795642,1763260401.7612495,546.0,-0.29972338676452637,0.49003341794013977
0.0,0.0025740861892700195,313.9316358566284,,1745,155520,0.002243647351861,0.0002954211086034775,0.006001443136483431,,0.00020675883570220321,1763260404.071112,546.0,0.7168163657188416,0.5428439378738403
,,315.23123931884766,500.0,1753,156370,,,,500.0,,1763260405.3707154,,,
