losses/value_loss,losses/old_approx_kl,losses/approx_kl,_runtime,charts/episodic_return,charts/learning_rate,charts/SPS,charts/episodic_length,losses/entropy,_timestamp,global_step,losses/clipfrac,_step,losses/policy_loss,losses/explained_variance
0.0006981876213103533,0.005855207331478596,0.0003946879878640175,328.526752948761,,0.00019976957992184907,557.0,,0.5704885125160217,1763260419.531947,167168,0.0,1856,-0.0037308931350708008,-0.1475203037261963
294.5103759765625,-0.0016297558322548866,0.0003923317417502403,329.7883574962616,,0.0001990783348446712,558.0,,0.5455103516578674,1763260420.7935514,168320,0.0,1868,-6.141141057014465e-06,5.555152893066406e-05
426.5514221191406,0.001601637341082096,0.0005667181685566902,330.34913873672485,,0.0001987711148103699,559.0,,0.5546768307685852,1763260421.3543327,168832,0.0,1873,-0.0036706924438476562,7.152557373046875e-07
,,,330.77614569664,500.0,,,500.0,,1763260421.7813396,169295,,1877,,
0.00012999377213418484,-0.0004995996132493019,0.0002569751814007759,331.90070939064026,,0.00019792627426795661,560.0,,0.5393000841140747,1763260422.9059033,170240,0.0,1886,-0.0015176013112068176,0.11237525939941406
0.00040609072311781347,0.0014310963451862335,0.0014949198812246323,332.89034152030945,,0.00019738863920792937,562.0,,0.5722812414169312,1763260423.8955355,171136,0.0,1895,-0.0033432962372899055,0.09132975339889526
634.5506591796875,-0.0015080412849783897,6.984081119298935e-05,333.87316513061523,,0.00019692780915647745,562.0,,0.5219134092330933,1763260424.878359,171904,0.0,1903,0.0016380194574594498,1.6629695892333984e-05
0.0001481026120018214,-0.00155553687363863,0.0002510705962777138,334.4996168613434,,0.0001966973941307515,562.0,,0.5376623868942261,1763260425.5048108,172288,0.0,1906,-0.00542527437210083,-0.0270766019821167
0.0036282509099692106,-0.0019278787076473236,0.0001258011907339096,336.6919004917145,,0.0001960061490535736,562.0,,0.6064479351043701,1763260427.6970944,173440,0.0,1918,0.0031907856464385986,-0.050002336502075195
0.0003046661731787026,-0.010205372236669064,0.000805429182946682,337.1083884239197,,0.00019585253903642297,562.0,,0.5971500277519226,1763260428.1135824,173696,0.0,1920,-0.010072104632854462,-0.3244495391845703
,,,341.534339427948,500.0,,,500.0,,1763260432.5395334,176171,,1945,,
5.851548849022947e-05,-0.003235527314245701,0.00017993245273828506,344.29641556739807,,0.00019347158377058804,562.0,,0.5620390176773071,1763260435.3016095,177664,0.0,1959,0.0018977746367454529,0.10128825902938843
0.0001790706446627155,0.0015533827245235443,0.00033731013536453247,345.88793325424194,,0.00019262672867625952,564.0,,0.601253867149353,1763260436.8931272,179072,0.0,1973,0.0011625401675701141,-0.5245208740234375
424.5161437988281,-0.00012482795864343643,0.0002627139911055565,347.1376328468323,,0.00019193548359908164,565.0,,0.5686217546463013,1763260438.1428268,180224,0.0,1985,0.0017075594514608383,-7.545948028564453e-05
0.004105993080884218,-0.0032167313620448112,0.00030189473181962967,347.83261156082153,,0.00019155145855620503,566.0,,0.6019852757453918,1763260438.8378055,180864,0.0,1991,-0.007707854732871056,-0.08351969718933105
0.0004561780660878867,0.0016176439821720123,6.463006138801575e-05,349.10172629356384,,0.00019086021347902715,567.0,,0.5802394151687622,1763260440.1069202,182016,0.0,2002,-0.002484150230884552,0.05596739053726196
0.0005852812901139259,-0.0011152774095535278,0.0012676231563091278,349.66177201271057,,0.00019055299344472587,568.0,,0.5562634468078613,1763260440.666966,182528,0.0,2007,0.0022992417216300964,0.3015488386154175
0.00038407716783694923,0.010680295526981354,0.002247842028737068,351.3759572505951,,0.00019001535838469863,567.0,,0.5585001707077026,1763260442.3811512,183424,0.0,2016,-0.01813577488064766,0.11794489622116089
311.4620361328125,-0.0001952722668647766,1.087971031665802e-05,351.94412302970886,,0.000189861748367548,567.0,,0.5483895540237427,1763260442.949317,183680,0.0,2019,0.00022585969418287277,1.8358230590820312e-05
379.9500732421875,-0.0024264324456453323,0.0004972536116838455,352.81781339645386,,0.0001895545283332467,567.0,,0.540569543838501,1763260443.8230073,184192,0.0,2024,0.0062552560120821,-7.62939453125e-06
0.00017097177624236792,0.0008453754708170891,0.0008219042792916298,353.45555901527405,,0.00018932411330752075,567.0,,0.5343532562255859,1763260444.460753,184576,0.0,2027,0.002352774143218994,-0.003539443016052246
638.296875,0.002515452913939953,3.5208649933338165e-05,353.71616411209106,,0.00018924730829894543,567.0,,0.5503692030906677,1763260444.721358,184704,0.0,2029,0.0017835311591625214,0.00020521879196166992
598.2229614257812,0.0009788665920495987,0.00013777613639831543,354.64866495132446,,0.00018894008826464415,567.0,,0.5585219264030457,1763260445.653859,185216,0.0,2034,-0.0018567517399787903,0.0002791881561279297
0.005086686462163925,0.0030168769881129265,4.035700112581253e-05,356.7041697502136,,0.00018824884318746626,567.0,,0.5295817852020264,1763260447.7093637,186368,0.0,2045,-0.001192621886730194,-0.07064735889434814
0.00032759192981757224,0.0016006268560886383,0.0002744942903518677,357.8256640434265,,0.00018786481814458966,567.0,,0.5419636964797974,1763260448.830858,187008,0.0,2051,0.00554564967751503,-0.10927379131317139
0.00015129784878809005,0.00011992733925580978,0.0001576961949467659,358.0597517490387,,0.00018778801313601434,567.0,,0.5921921133995056,1763260449.0649457,187136,0.0,2052,-0.0018382593989372253,0.21412503719329834
0.0005395042826421559,-0.0034424923360347748,0.0013312846422195435,361.50197529792786,,0.00018671274301595986,567.0,,0.5568695664405823,1763260452.5071692,188928,0.0,2070,-0.007984884083271027,-0.09728610515594482
0.00021793667110614479,0.006481749936938286,0.0030060987919569016,362.6745386123657,,0.00018632871797308326,567.0,,0.5558455586433411,1763260453.6797326,189568,0.00390625,2076,-0.008412353694438934,0.026560664176940918
497.38458251953125,-0.004873642697930336,0.00017258897423744202,365.84637355804443,,0.00018533026741351932,566.0,,0.5408480167388916,1763260456.8515675,191232,0.0,2093,-0.0009596385061740875,5.698204040527344e-05
0.004790504928678274,0.007404054515063763,0.0005247043445706367,366.06272196769714,,0.000185253462404944,566.0,,0.49036240577697754,1763260457.067916,191360,0.0,2094,-0.006888844072818756,-0.35260725021362305
,,,369.43163537979126,500.0,,,500.0,,1763260460.4368293,193671,,2117,,
,,,372.18291330337524,500.0,,,500.0,,1763260463.1881073,196171,,2141,,
,,,372.7148320674896,500.0,,,500.0,,1763260463.720026,196671,,2146,,
286.6544189453125,-0.0002115229144692421,2.4954788386821747e-05,372.85241746902466,,0.00018202765204478055,571.0,,0.5613055229187012,1763260463.8576114,196736,0.0,2147,-0.003797180950641632,5.364418029785156e-07
0.00615284126251936,0.024259770289063454,0.002211102284491062,372.98975443840027,,0.00018195084703620523,571.0,,0.5454925894737244,1763260463.9949484,196864,0.0,2148,-0.011730663478374481,-0.0037848949432373047
0.00014114553050603718,-0.0015190187841653824,3.224983811378479e-05,373.84725069999695,,0.0001814900169847533,572.0,,0.5657782554626465,1763260464.8524446,197632,0.0,2155,-0.00017794780433177948,0.07647740840911865
0.008576296269893646,0.0003310414031147957,4.180707037448883e-06,375.6360673904419,,0.00018049155187327415,573.0,,0.5094627737998962,1763260466.6412613,199296,0.0,2172,0.00028893817216157913,-6.008148193359375e-05
,,,377.0491042137146,500.0,,,500.0,,1763260468.0542982,200671,,2185,,
546.7581176757812,0.0014658477157354355,0.00025030598044395447,377.7509641647339,,0.00017933947674464434,576.0,,0.5723962783813477,1763260468.756158,201216,0.0,2192,0.005744644440710545,-5.3882598876953125e-05
,,,378.36669516563416,500.0,,,500.0,,1763260469.371889,201757,,2198,,
580.318603515625,-0.009066781029105186,0.0007788892835378647,378.5040600299835,,0.00017895545170176774,576.0,,0.5554217100143433,1763260469.509254,201856,0.0,2199,-0.0022631175816059113,4.583597183227539e-05
0.0005717803724110126,0.01070320326834917,0.0004381304606795311,379.8209731578827,,0.00017826420662458986,577.0,,0.6147745847702026,1763260470.826167,203008,0.0,2211,-0.0019031055271625519,0.008015632629394531
,,,380.01506423950195,53.0,,,53.0,,1763260471.0202582,203232,,2214,,
0.0005490245530381799,-0.012499821372330189,0.0008889129385352135,380.84770369529724,,0.00017772657156456262,578.0,,0.5400519967079163,1763260471.8528976,203904,0.0,2220,-0.013097481802105904,-4.471797943115234
0.005496665369719267,0.006567858159542084,0.0006666034460067749,381.1489779949188,,0.00017757296154741198,578.0,,0.5616646409034729,1763260472.154172,204160,0.0,2223,-0.0052511487156152725,0.325732946395874
0.00023843241797294468,0.014108425937592983,0.0018007820472121239,381.4144015312195,,0.00017741935153026134,579.0,,0.5566641688346863,1763260472.4195955,204416,0.0,2225,-0.015596888959407806,0.17327356338500977
,,,381.46257758140564,500.0,,,500.0,,1763260472.4677715,204520,,2226,,
381.98486328125,0.0026842616498470306,0.0008799899369478226,381.59275102615356,,0.00017734254652168602,579.0,,0.5898160338401794,1763260472.597945,204544,0.0,2227,-0.0036186836659908295,-9.500980377197266e-05
,,,382.06073331832886,500.0,,,500.0,,1763260473.0659273,205020,,2231,,
0.00018045146134682,0.006277264095842838,0.0013187592849135399,382.5788781642914,,0.00017680491146165878,580.0,,0.5634077191352844,1763260473.584072,205440,0.0,2235,-0.02237708866596222,-0.066628098487854
0.0008979263948276639,0.007492240518331528,0.0032765809446573257,383.16395568847656,,0.0001764976914273575,580.0,,0.5072537660598755,1763260474.1691496,205952,0.001953125,2241,0.016306720674037933,-0.44166862964630127
,,,383.8794195652008,500.0,,,500.0,,1763260474.8846135,206627,,2248,,
0.00504612922668457,0.0032676411792635918,0.00015525054186582565,384.1322810649872,,0.00017596005636733025,581.0,,0.5752208232879639,1763260475.137475,206848,0.0,2250,0.007454033941030502,-5.830597400665283
,,,384.4027736186981,500.0,,,500.0,,1763260475.4079676,207127,,2253,,
,,,386.51404666900635,500.0,,,500.0,,1763260477.5192406,209127,,2272,,
0.00022664475545752794,-0.012607630342245102,0.0009333789348602295,387.4084298610687,,0.0001741167507134378,584.0,,0.564622163772583,1763260478.4136238,209920,0.0,2280,-0.012024536728858948,-0.3503835201263428
0.00016865872021298856,0.0015596430748701096,5.589425563812256e-05,389.0546236038208,,0.00017319509061053395,586.0,,0.5173189640045166,1763260480.0598176,211456,0.0,2295,-0.0008542332798242569,0.41186124086380005
835.79638671875,-0.0018823770806193352,0.00016100797802209854,389.34419536590576,,0.0001730414805933833,586.0,,0.48467016220092773,1763260480.3493893,211712,0.0,2298,-0.00017270445823669434,-0.00019848346710205078
0.00031627368298359215,0.0003786524757742882,0.001254185102880001,390.7008626461029,,0.0001722734305076301,587.0,,0.5591714978218079,1763260481.7060566,212992,0.0,2310,0.0038121789693832397,0.26732736825942993
,,,390.86562061309814,500.0,,,500.0,,1763260481.8708146,213127,,2312,,
0.003213706659153104,-0.0027489904314279556,0.00011854805052280426,391.5380263328552,,0.0001718126004561782,588.0,,0.5222214460372925,1763260482.5432203,213760,0.0,2318,-2.9178336262702942e-05,-0.06278431415557861
769.9733276367188,0.001492394134402275,0.00016259029507637024,391.95519852638245,,0.00017158218543045223,589.0,,0.5619921088218689,1763260482.9603925,214144,0.0,2322,0.003800719976425171,-0.000156402587890625
0.0003100218891631812,0.00031523220241069794,7.780827581882477e-05,392.21964025497437,,0.0001714285754133016,589.0,,0.5363656878471375,1763260483.2248342,214400,0.0,2324,-0.001525765284895897,0.0357854962348938
0.0003092111146543175,0.0016909828409552574,0.0006544729694724083,392.8046462535858,,0.0001711213553790003,589.0,,0.6087504625320435,1763260483.8098402,214912,0.0,2329,-0.004644576460123062,-0.31336867809295654
,,,393.9845726490021,500.0,,,500.0,,1763260484.9897666,215816,,2339,,
,,,394.48722076416016,500.0,,,500.0,,1763260485.4924147,216316,,2343,,
,,,395.0068733692169,500.0,,,500.0,,1763260486.0120673,216816,,2348,,
696.5116577148438,0.0009948890656232834,0.00010932236909866333,395.66923785209656,,0.00016966206021606922,591.0,,0.576074481010437,1763260486.6744318,217344,0.0,2354,-0.0018713325262069702,-0.0003371238708496094
,,,396.6921720504761,500.0,,,500.0,,1763260487.697366,218316,,2363,,
203.78260803222656,0.007834069430828094,0.00020056217908859253,399.86380648612976,,0.00016751151997596025,594.0,,0.5635063648223877,1763260490.8690004,220928,0.0,2389,-0.002652779221534729,1.823902130126953e-05
0.004566983785480261,0.002155306749045849,8.336920291185379e-05,400.768755197525,,0.00016720429994165897,594.0,,0.5572621822357178,1763260491.7739491,221440,0.0,2394,-0.0029870569705963135,-3.254413604736328e-05
0.00011906139843631536,-0.0005193725228309631,0.00027446821331977844,405.6626396179199,,0.00016520736971870065,595.0,,0.5798397064208984,1763260496.6678336,224768,0.0,2426,0.010145086795091629,0.10694420337677002
0.0003757050435524434,0.0027243169024586678,0.0017169220373034477,406.30175733566284,,0.0001649769546929747,595.0,,0.5901440382003784,1763260497.3069513,225152,0.0,2430,-0.004608869552612305,0.08372277021408081
0.0014430265873670578,0.0010097930207848549,7.146503776311874e-05,408.7683401107788,,0.00016397848958149552,596.0,,0.6087173819541931,1763260499.773534,226816,0.0,2449,0.0026909876614809036,0.15999960899353027
,,,410.26810598373413,500.0,,,500.0,,1763260501.2733,228143,,2465,,
0.0005191268282942474,-0.010120678693056107,0.0014907848089933395,413.0066442489624,,0.00016167435387615114,599.0,,0.5702068209648132,1763260504.0118382,230656,0.00390625,2491,-0.0035119149833917618,-0.36366498470306396
586.7675170898438,-0.0015230942517518997,9.322725236415863e-05,413.16259837150574,,0.00016159754886757582,599.0,,0.6045989394187927,1763260504.1677923,230784,0.0,2493,0.005350757390260696,-7.62939453125e-05
0.00019457527378108352,0.003600645810365677,0.0006447173655033112,414.6545042991638,,0.0001607526937732473,601.0,,0.5670797824859619,1763260505.6596982,232192,0.0,2506,0.0006062909960746765,-0.1560724973678589
0.004729521926492453,0.0007599843665957451,0.00014608632773160934,415.476185798645,,0.00016029186372179538,601.0,,0.5676171779632568,1763260506.4813797,232960,0.0,2514,0.0002585221081972122,-0.2540041208267212
0.0002461299882270396,0.004434076137840748,0.00011619832366704941,415.6024305820465,,0.00016021505871322006,602.0,,0.5682503581047058,1763260506.6076245,233088,0.0,2515,0.0012248456478118896,0.009618103504180908
0.0001915169705171138,-0.015399005264043808,0.0013112500309944153,416.1486837863922,,0.00015990783867891878,602.0,,0.469671368598938,1763260507.1538777,233600,0.0,2520,-0.004285857081413269,0.04876452684402466
0.004178756847977638,0.00013222359120845795,0.00015797652304172516,417.50579810142517,,0.00015913978859316558,603.0,,0.5122740864753723,1763260508.510992,234880,0.0,2533,-0.0038493871688842773,-0.1273256540298462
6.819499685661867e-05,0.0029315082356333733,0.00027751270681619644,418.31762647628784,,0.00015867895854171365,604.0,,0.5699328184127808,1763260509.3228204,235648,0.001953125,2540,-0.004028279334306717,-0.07708823680877686
717.29638671875,0.0005506100133061409,0.00020519550889730453,418.97972226142883,,0.00015829493349883705,605.0,,0.5763044953346252,1763260509.9849162,236288,0.0,2547,0.0028879642486572266,1.0788440704345703e-05
0.00010334302351111546,-0.004584547132253647,0.00017976947128772736,421.5210630893707,,0.00015683563833590597,607.0,,0.5087302923202515,1763260512.526257,238720,0.0,2570,0.0012088492512702942,-0.026771187782287598
,,,421.54830837249756,500.0,,,500.0,,1763260512.5535023,238722,,2571,,
403.9777526855469,-0.007418145425617695,0.0010593822225928307,422.0945496559143,,0.0001565284183016047,607.0,,0.6126229166984558,1763260513.0997436,239232,0.0,2576,-0.008945230394601822,-0.00011050701141357422
0.0027760786470025778,-0.006291953846812248,0.0014217961579561234,422.22375774383545,,0.00015645161329302937,607.0,,0.5960363149642944,1763260513.2289517,239360,0.0,2577,-0.006377846002578735,-0.010513544082641602
452.5890197753906,-0.00014656782150268555,9.36165452003479e-06,425.5808708667755,,0.00015460829308722168,610.0,,0.5101059079170227,1763260516.5860648,242432,0.0,2608,0.000288892537355423,0.00014930963516235352
0.0006749657914042473,-0.006254387088119984,0.0015510832890868187,425.851441860199,,0.00015445468307007104,610.0,,0.4977283775806427,1763260516.8566358,242688,0.0,2610,-0.009868666529655457,-0.004460930824279785
0.00022427171643357724,-0.003950098529458046,0.0006148051470518112,427.9887521266937,,0.00015322580293286592,612.0,,0.5965752005577087,1763260518.993946,244736,0.0,2630,0.0027364641427993774,-0.26361382007598877
,,,428.53085470199585,500.0,,,500.0,,1763260519.5360487,245337,,2636,,
,,,429.576534986496,500.0,,,500.0,,1763260520.581729,246337,,2646,,
720.0731201171875,-0.0005038809031248093,0.00025910884141921997,429.7060315608978,,0.00015222733782138675,614.0,,0.5895752906799316,1763260520.7112255,246400,0.0,2647,-0.0025200508534908295,-9.000301361083984e-05
0.0037595946341753006,0.0012431982904672623,4.45488840341568e-05,429.831506729126,,0.00015215053281281143,614.0,,0.5743136405944824,1763260520.8367007,246528,0.0,2648,-5.876272916793823e-05,-0.0688861608505249
0.0001745986519381404,-0.004337271675467491,0.00019668228924274445,432.0196421146393,,0.0001509216526756063,615.0,,0.5981981158256531,1763260523.024836,248576,0.0,2668,0.0014391224831342697,0.0052814483642578125
0.00019375421106815338,0.006932453252375126,0.0004931585863232613,432.56423830986023,,0.00015061443264130503,616.0,,0.6032527685165405,1763260523.5694323,249088,0.0,2673,-0.006544187664985657,-0.005492568016052246
0.00010407107038190588,-0.018833603709936142,0.0032078931108117104,433.6068043708801,,0.0001500000071246177,617.0,,0.5330591201782227,1763260524.6119983,250112,0.0078125,2683,-0.018513329327106476,-0.04028487205505371
7.1838112489786e-05,-0.005478636361658573,0.0001356499269604683,434.0178236961365,,0.00014976959209889174,617.0,,0.5791885256767273,1763260525.0230176,250496,0.0,2687,-0.00020024925470352173,0.04718834161758423
367.8673095703125,-0.0030757440254092216,4.9279071390628815e-05,434.1728491783142,,0.00014969278709031641,617.0,,0.5478840470314026,1763260525.1780431,250624,0.0,2689,0.0004410669207572937,0.000278472900390625
0.0002461330150254071,0.005452018231153488,0.0014238357543945312,434.5668029785156,,0.00014946237206459045,618.0,,0.5935288071632385,1763260525.571997,251008,0.0,2692,-0.004741031676530838,-0.14866888523101807
,,,438.4519610404968,500.0,,,500.0,,1763260529.457155,254695,,2732,,
0.0005267667002044618,0.022467080503702164,0.0022842371836304665,440.51591086387634,,0.00014608295168727636,622.0,,0.5083513259887695,1763260531.5211048,256640,0.0,2752,-0.008002419024705887,-0.4679579734802246
0.00030134699773043394,0.0022890130057930946,0.0006481381133198738,441.0875418186188,,0.00014577573165297508,623.0,,0.5293868184089661,1763260532.0927358,257152,0.0,2757,-0.010124996304512024,-0.06939303874969482
0.00027082214364781976,-0.024442613124847412,0.002151387743651867,442.73416447639465,,0.00014485407155007124,624.0,,0.5966255068778992,1763260533.7393584,258688,0.0,2772,-0.00488036684691906,-0.1901719570159912
0.00031270956969819963,0.008389119990170002,0.0015797121450304985,443.8474576473236,,0.00014423963148146868,625.0,,0.5715253949165344,1763260534.8526516,259712,0.0,2782,-0.008638247847557068,0.38634711503982544
0.0006802045390941203,0.0017382865771651268,0.00030832085758447647,443.97776556015015,,0.00014416282647289336,625.0,,0.5384573340415955,1763260534.9829595,259840,0.0,2783,-0.00833141803741455,-2.1808509826660156
,,,445.0196442604065,500.0,,,500.0,,1763260536.0248382,260851,,2793,,
,,,448.3307948112488,500.0,,,500.0,,1763260539.3359888,263909,,2824,,
0.00017735917936079204,0.009625880979001522,0.0005931956693530083,450.4506108760834,,0.0001405529910698533,629.0,,0.535639762878418,1763260541.4558048,265856,0.0,2843,-0.012279102578759193,0.033181726932525635
0.000268945237621665,0.010704332031309605,0.00041952263563871384,451.9657051563263,,0.00013970813597552478,631.0,,0.5593470335006714,1763260542.970899,267264,0.0,2857,-0.00314939022064209,0.026850104331970215
0.0001343738113064319,0.001328110694885254,0.0003139432519674301,454.7539961338043,,0.00013817203580401838,632.0,,0.5580897331237793,1763260545.75919,269824,0.001953125,2882,-0.001924768090248108,0.007267653942108154
0.003771798685193062,-0.007523640990257263,0.00029494985938072205,455.5406358242035,,0.00013771122030448169,633.0,,0.4894736409187317,1763260546.5458298,270592,0.0,2890,-0.0030861012637615204,-0.027309060096740723
0.0002743737422861159,0.004770022816956043,0.00020317640155553818,457.8179008960724,,0.00013640553515870124,635.0,,0.5790977478027344,1763260548.8230948,272768,0.0,2911,-7.230043411254883e-05,-0.04176950454711914
0.00023653700191061944,0.011068404652178288,0.0011256476864218712,460.34946513175964,,0.00013494623999577016,637.0,,0.556661069393158,1763260551.354659,275200,0.0,2935,-0.024593539535999298,-0.1393946409225464
0.003537524025887251,-0.0018633389845490456,3.864336758852005e-05,461.83405780792236,,0.00013410138490144163,638.0,,0.5500633120536804,1763260552.8392518,276608,0.0,2949,0.0016731470823287964,-0.0527491569519043
0.0002401851088507101,0.004234498366713524,0.0005630571395158768,463.0516314506531,,0.00013341013982426375,639.0,,0.6184663772583008,1763260554.0568254,277760,0.0,2960,-0.006655275821685791,0.016353189945220947
0.0001563455443829298,0.02674526907503605,0.0016002580523490906,464.71774768829346,,0.0001324884797213599,640.0,,0.590245246887207,1763260555.7229416,279296,0.001953125,2975,-0.00775899738073349,0.051774799823760986
0.001113319187425077,0.0016564913094043732,1.8537044525146484e-05,466.22848749160767,,0.00013164362462703139,641.0,,0.5650884509086609,1763260557.2336814,280704,0.0,2989,0.0008310610428452492,-7.501189231872559
191.8467254638672,0.0013140765950083733,0.00020256172865629196,467.027813911438,,0.00013118279457557946,641.0,,0.5841636061668396,1763260558.0330079,281472,0.0,2997,0.0036069490015506744,0.0019577741622924805
649.2454833984375,-0.0020454470068216324,0.00024022720754146576,468.523916721344,,0.00013033793948125094,642.0,,0.5486835837364197,1763260559.5291107,282880,0.0,3011,-0.0052947998046875,-0.0001093149185180664
292.4552307128906,-0.00013229157775640488,0.0007560281082987785,472.9188232421875,,0.0001278801792068407,645.0,,0.5466527342796326,1763260563.9240172,286976,0.0,3051,0.007990606129169464,-9.560585021972656e-05
0.00034802075242623687,0.005203575827181339,0.00013667624443769455,473.20065474510193,,0.00012772656918969005,645.0,,0.5663325786590576,1763260564.2058487,287232,0.0,3053,0.0030049458146095276,0.03744041919708252
0.004075868520885706,0.0023283064365386963,0.00017571449279785156,474.48994493484497,,0.00012695851910393685,646.0,,0.5700451135635376,1763260565.495139,288512,0.0,3066,-0.001039654016494751,0.04685443639755249
516.2633666992188,-9.952206164598465e-05,3.742147237062454e-05,474.9124639034271,,0.0001267281040782109,647.0,,0.5491436123847961,1763260565.9176579,288896,0.0,3070,-0.0005495985969901085,-7.045269012451172e-05
0.0001578697410877794,-0.006746063008904457,0.000314394012093544,476.342139005661,,0.0001258832635357976,648.0,,0.6010901927947998,1763260567.347333,290304,0.0,3083,0.0019684135913848877,-0.014170646667480469
0.0001441609056200832,0.006405360996723175,0.0009558815509080887,477.90631198883057,,0.00012496160343289375,649.0,,0.5705758929252625,1763260568.911506,291840,0.0,3098,0.005155555903911591,-0.006422281265258789
0.00023999891709536314,0.0014404933899641037,3.645941615104675e-05,478.4232304096222,,0.00012465438339859247,649.0,,0.578961968421936,1763260569.4284244,292352,0.0,3103,-0.000825151801109314,0.005563318729400635
0.00010295840911567211,-0.00031336117535829544,9.889062494039536e-05,480.83265495300293,,0.0001231950882356614,651.0,,0.5691852569580078,1763260571.837849,294784,0.0,3127,0.0006647370755672455,0.016619324684143066
616.3204956054688,-0.0031736865639686584,5.777180194854736e-05,480.9798755645752,,0.00012311828322708607,651.0,,0.6005862355232239,1763260571.9850695,294912,0.0,3129,5.2906572818756104e-05,3.0100345611572266e-05
0.004263085313141346,0.014422792941331863,0.0032651200890541077,482.1951251029968,,0.00012242703814990819,652.0,,0.5404002666473389,1763260573.200319,296064,0.0,3141,-0.015500642359256744,0.5185831189155579
0.00016401332686655223,0.010919447988271713,0.0014425627887248993,482.45739579200745,,0.00012227342813275754,652.0,,0.548436164855957,1763260573.4625897,296320,0.0,3143,-0.02093147672712803,0.001650094985961914
0.0034250051248818636,-0.002980300225317478,0.0004498148337006569,482.73519587516785,,0.0001221198181156069,652.0,,0.5595231652259827,1763260573.7403898,296576,0.0,3146,-0.0023894011974334717,0.0032434463500976562
0.024883342906832695,0.00019205547869205475,7.621012628078461e-05,485.1061279773712,,0.00012066052295267582,654.0,,0.5702537894248962,1763260576.111322,299008,0.0,3170,-0.0020166411995887756,-3.8079113960266113
0.003955198917537928,0.00021731387823820114,0.00030287448316812515,486.2665379047394,,0.00011989247286692262,655.0,,0.566791832447052,1763260577.2717319,300288,0.0,3183,-0.0018519498407840729,-0.020039081573486328
0.004224354866892099,-0.0031797951087355614,0.0008213808760046959,486.7133047580719,,0.00011958525283262134,656.0,,0.587999701499939,1763260577.7184987,300800,0.0,3188,0.006061293184757233,-0.13395321369171143
862.5978393554688,-3.606081008911133e-06,3.2223761081695557e-06,489.2851679325104,,0.00011789554264396429,658.0,,0.5644928812980652,1763260580.290362,303616,0.0,3217,-0.000691726803779602,3.975629806518555e-05
0.00022226334840524942,0.0008915578946471214,0.00011598784476518631,489.95497012138367,,0.00011743471259251237,659.0,,0.6391916871070862,1763260580.960164,304384,0.0,3224,0.0015893243253231049,-0.010866165161132812
363.70855712890625,-0.0022314637899398804,5.7598575949668884e-05,492.0420517921448,,0.00011605222971411422,661.0,,0.5645308494567871,1763260583.0472457,306688,0.0,3247,0.005046293139457703,-2.384185791015625e-06
0.0001836129667935893,0.0037674224004149437,0.0005838340148329735,492.4146919250488,,0.00011582181468838826,661.0,,0.572242021560669,1763260583.4198859,307072,0.0,3250,-0.013877440243959427,0.06753736734390259
544.3342895507812,-0.002865792252123356,0.00037372391670942307,492.5302531719208,,0.00011574500967981294,661.0,,0.5684320330619812,1763260583.5354471,307200,0.0,3252,0.0012872815132141113,-4.589557647705078e-05
0.0001797240402083844,0.005668358877301216,0.0017976127564907074,492.86294770240784,,0.00011551459465408698,662.0,,0.6038393974304199,1763260583.8681417,307584,0.0,3255,0.0035128816962242126,-0.018013477325439453
0.00023198964481707662,0.009032262489199638,0.0005175154656171799,493.19774103164673,,0.00011528417962836102,662.0,,0.5875065326690674,1763260584.202935,307968,0.0,3259,0.0037818029522895813,-0.006258487701416016
0.0044667464680969715,-0.0005968678742647171,2.960488200187683e-05,494.3522148132324,,0.00011451612954260781,663.0,,0.5684565305709839,1763260585.3574088,309248,0.0,3272,-0.0011193379759788513,0.01629120111465454
,,,494.6498200893402,500.0,,,500.0,,1763260585.655014,309614,,3275,,
724.41943359375,-0.006917082704603672,0.00016448739916086197,494.72580885887146,,0.00011428571451688185,664.0,,0.5960201025009155,1763260585.7310028,309632,0.0,3276,-0.0037557072937488556,-1.5497207641601562e-05
697.887451171875,0.004714677110314369,0.00041401199996471405,496.60103583335876,,0.00011305683437967673,665.0,,0.6037825345993042,1763260587.6062298,311680,0.0,3296,-0.0023295581340789795,-1.0013580322265625e-05
,,,496.77529740333557,11.0,,,11.0,,1763260587.7804914,311867,,3299,,
,,,498.88528847694397,12.0,,,12.0,,1763260589.8904824,314081,,3338,,
,,,499.4751057624817,16.0,,,16.0,,1763260590.4802997,314625,,3351,,
0.005557318218052387,0.006425586529076099,0.0004021143540740013,500.0923664569855,,0.00011090630141552538,668.0,,0.5396015644073486,1763260591.0975604,315264,0.0,3357,-0.0021994058042764664,-0.004330873489379883
315.6402282714844,-0.00016028434038162231,8.268281817436218e-06,500.31861209869385,,0.00011075269139837474,668.0,,0.5631397366523743,1763260591.323806,315520,0.0,3360,0.0002016909420490265,-9.894371032714844e-06
499.47955322265625,-0.00013416167348623276,7.217749953269958e-07,503.15942668914795,,0.00010890937119256705,671.0,,0.5993079543113708,1763260594.1646206,318592,0.0,3398,-0.0002683699131011963,4.941225051879883e-05
420.20245361328125,0.0001980941742658615,6.649643182754517e-07,503.2752754688263,,0.00010883256618399173,671.0,,0.5900505781173706,1763260594.2804694,318720,0.0,3401,-0.0007253680378198624,0.0002779960632324219
