global_step,losses/old_approx_kl,_runtime,losses/value_loss,losses/clipfrac,losses/explained_variance,_step,losses/policy_loss,charts/learning_rate,charts/episodic_length,_timestamp,losses/approx_kl,charts/SPS,charts/episodic_return,losses/entropy
320768,0.0035597756505012512,496.36729431152344,546.8855590820312,0.0,-0.001624464988708496,3398,0.0009301081299781799,0.0001076036860467866,,1763260586.6153133,8.182600140571594e-05,686.0,,0.5455743670463562
321152,-0.019608521834015846,496.7386291027069,0.00023880755179561675,0.0,-0.02662217617034912,3401,-0.002444703131914139,0.00010737327102106065,,1763260586.986648,0.001245688647031784,686.0,,0.5514911413192749
321664,-0.0004042480140924454,497.18276739120483,0.00018749664013739675,0.0,0.05920201539993286,3406,0.0020461902022361755,0.00010706605098675936,,1763260587.4307864,8.84663313627243e-05,687.0,,0.5665202140808105
321674,,497.18851947784424,,,,3407,,,500.0,1763260587.4365385,,,500.0,
322713,,498.12931752204895,,,,3419,,,500.0,1763260588.3773365,,,500.0,
323328,0.001935591921210289,498.6775743961334,346.06658935546875,0.0,-0.00037479400634765625,3426,0.002272922545671463,0.0001060675858752802,,1763260588.9255934,0.00021857768297195435,688.0,,0.5442672371864319
323584,0.0005420176312327385,498.9379777908325,0.00039051935891620815,0.0,-0.014616608619689941,3428,0.0010709092020988464,0.00010591397585812956,,1763260589.1859968,2.5977380573749542e-05,688.0,,0.5937427282333374
324227,,499.5005555152893,,,,3435,,,500.0,1763260589.7485745,,,500.0,
325760,0.00285445898771286,500.9042592048645,286.31036376953125,0.0,-0.006463050842285156,3450,-0.0003202296793460846,0.00010460829798830673,,1763260591.1522782,0.0003513600677251816,690.0,,0.5873424410820007
325888,-0.00026756059378385544,501.0227072238922,0.00436013238504529,0.0,0.06115269660949707,3451,-0.023484086617827415,0.00010453149297973141,,1763260591.2707262,0.0017503993585705757,690.0,,0.615658164024353
326912,0.0008912421762943268,501.94221019744873,801.92236328125,0.0,-0.0020356178283691406,3462,-0.0012736991047859192,0.00010391705291112885,,1763260592.1902292,0.00029144808650016785,691.0,,0.567931056022644
328329,,503.2146909236908,,,,3476,,,500.0,1763260593.46271,,,500.0,
328704,-0.0017826473340392113,503.5422353744507,0.00033221347257494926,0.0,-0.00424647331237793,3479,-0.0005452856421470642,0.00010284178279107437,,1763260593.7902544,0.00014343205839395523,692.0,,0.5608502626419067
330624,0.006007645279169083,505.39671087265015,0.0004327667993493378,0.0,-0.03117203712463379,3498,-0.009698688983917236,0.00010168970766244456,,1763260595.6447299,0.0007366575300693512,694.0,,0.5751596689224243
331136,0.0012993337586522102,505.91320514678955,0.0003143535868730396,0.0,-0.0879448652267456,3503,-0.003037787973880768,0.00010138248762814328,,1763260596.1612241,0.00045967940241098404,694.0,,0.5369865298271179
332160,-0.0008064648136496544,506.97855043411255,0.0003624748787842691,0.0,-0.03972434997558594,3513,-0.0025240927934646606,0.00010076804755954072,,1763260597.2265694,4.685018211603165e-05,695.0,,0.543044924736023
333329,,508.1283130645752,,,,3525,,,500.0,1763260598.376332,,,500.0,
334592,-0.0021448004990816116,509.4328684806824,0.0004629644099622965,0.0,-1.1453416347503662,3537,-0.0005444549024105072,9.930875239660963e-05,,1763260599.6808875,4.6430155634880066e-05,696.0,,0.6074954271316528
336329,,511.10820388793945,,,,3554,,,500.0,1763260601.3562229,,,500.0,
336384,-0.0010112980380654335,511.220906496048,406.09259033203125,0.0,-0.0016285181045532227,3555,0.00043657049536705017,9.823348955251276e-05,,1763260601.4689255,3.042910248041153e-05,697.0,,0.5908844470977783
338560,0.004638206213712692,513.4255332946777,0.0028593188617378473,0.0,-0.004993796348571777,3576,-0.005800701677799225,9.692780440673232e-05,,1763260603.6735523,0.00037859752774238586,699.0,,0.595038115978241
338816,-0.002165623940527439,513.7005677223206,0.0005265145446173847,0.0,-2.389864206314087,3578,0.000683274120092392,9.677419438958168e-05,,1763260603.9485867,0.00011831056326627731,699.0,,0.5686346292495728
339072,0.0015477761626243591,513.9718863964081,0.00216438015922904,0.0,-0.09345114231109619,3581,0.0016298331320285797,9.662058437243104e-05,,1763260604.2199054,0.0001966916024684906,699.0,,0.6200003027915955
339840,-0.002518013119697571,514.7734389305115,549.142333984375,0.0,-0.00021088123321533203,3589,0.0017142891883850098,9.615975432097912e-05,,1763260605.021458,2.740509808063507e-05,699.0,,0.5495322346687317
342329,,517.2106142044067,,,,3613,,,500.0,1763260607.4586332,,,500.0,
343296,0.0013814903795719147,518.1964600086212,0.00023946069995872676,0.0,-0.32013797760009766,3622,-0.0026382431387901306,9.408601908944547e-05,,1763260608.444479,0.00013549067080020905,702.0,,0.5788688063621521
345088,-0.000754188746213913,520.0070238113403,0.00029203356825746596,0.0,-0.610204815864563,3640,0.0004912130534648895,9.30107562453486e-05,,1763260610.2550428,2.625212073326111e-05,703.0,,0.6027160286903381
346752,-0.002080688253045082,521.6978454589844,0.00025762536097317934,0.0,0.07119989395141602,3656,0.0011279955506324768,9.201229113386944e-05,,1763260611.9458644,7.806718349456787e-05,704.0,,0.6034806966781616
348032,0.002807104028761387,523.0270190238953,0.0027881094720214605,0.0,0.42237335443496704,3669,-0.0009390749037265778,9.124424104811624e-05,,1763260613.275038,0.0003016563132405281,704.0,,0.5097578763961792
349056,-0.0008023064583539963,524.0953140258789,0.0037976917810738087,0.0,-0.03105640411376953,3679,-0.005139902234077454,9.062980097951367e-05,,1763260614.343333,0.0006541088223457336,705.0,,0.592669665813446
349440,-0.001634933054447174,524.5382540225983,357.114990234375,0.0,-0.0002434253692626953,3683,-0.00045027956366539,9.039938595378771e-05,,1763260614.786273,8.033961057662964e-05,705.0,,0.5143002271652222
349568,-0.0007510986179113388,524.652904510498,0.0024780987296253443,0.0,-0.3103525638580322,3684,-0.0006134286522865295,9.03225809452124e-05,,1763260614.9009235,7.850490510463715e-05,705.0,,0.5429010391235352
352329,,527.4778091907501,,,,3711,,,500.0,1763260617.7258282,,,500.0,
352512,0.00683009997010231,527.7521729469299,0.0030277229379862547,0.0,0.13463592529296875,3713,0.00010374188423156738,8.855606574798003e-05,,1763260618.000192,9.574182331562042e-05,707.0,,0.5142265558242798
352768,0.004479710012674332,528.0019538402557,0.00017749601101968437,0.0,-0.00957632064819336,3715,-0.01133506465703249,8.840245573082939e-05,,1763260618.2499728,0.0007359366863965988,707.0,,0.5922824740409851
354304,-0.0008731232956051826,529.613071680069,0.00025980561622418463,0.0,-0.12949395179748535,3731,-0.0033924803137779236,8.748079562792554e-05,,1763260619.8610907,0.0006353361532092094,708.0,,0.5722477436065674
354560,0.0031446730718016624,529.9176414012909,0.007842311635613441,0.0,-9.438629150390625,3734,-0.006521496921777725,8.73271856107749e-05,,1763260620.1656604,0.0005684038624167442,708.0,,0.5329829454421997
356736,0.002756210044026375,532.200688123703,0.00024124894116539508,0.0,-0.0074291229248046875,3755,0.0021024253219366074,8.602150774095207e-05,,1763260622.448707,0.00032839737832546234,709.0,,0.5224629640579224
358784,-0.015425430610775948,534.4081451892853,0.00021664770611096174,0.0,-0.03603017330169678,3775,-0.0009216256439685822,8.479262760374695e-05,,1763260624.6561642,0.0006355904042720795,710.0,,0.5759078860282898
359168,-0.005324197001755238,534.7973022460938,0.0004133251786697656,0.0,-0.011968731880187988,3779,-0.008528359234333038,8.456221257802099e-05,,1763260625.0453212,0.0005932068452239037,710.0,,0.5611422061920166
361728,-0.00134965218603611,537.5325462818146,0.00041756482096388936,0.0,0.03332763910293579,3804,0.00023113936185836792,8.302611240651459e-05,,1763260627.7805653,6.577372550964355e-05,711.0,,0.5194857716560364
361984,-0.001133219338953495,537.7858734130859,0.0032131881453096867,0.0,-0.8041157722473145,3807,0.0006903558969497681,8.287250238936394e-05,,1763260628.0338924,1.4853663742542267e-05,711.0,,0.569861888885498
365952,0.0072106774896383286,541.6730468273163,0.0002787019475363195,0.0,0.013571321964263916,3847,-0.0019122250378131866,8.049155439948663e-05,,1763260631.9210658,0.0003475900739431381,714.0,,0.5731858611106873
369024,-0.0008647730574011803,544.7971639633179,0.0002714527363423258,0.0,0.014832139015197754,3879,0.0016368553042411804,7.864823419367895e-05,,1763260635.045183,2.5472603738307953e-05,715.0,,0.601166844367981
369408,0.001960158348083496,545.2286145687103,0.00048249572864733636,0.0,0.03269869089126587,3883,0.0010263733565807343,7.841781916795298e-05,,1763260635.4766335,2.6011839509010315e-05,715.0,,0.5633212327957153
369536,-0.005712177604436874,545.3559973239899,0.0002737760078161955,0.0,-0.0005112886428833008,3884,-0.003023691475391388,7.834101415937766e-05,,1763260635.6040163,0.00021736696362495422,715.0,,0.5695198774337769
369792,0.0033504217863082886,545.6335172653198,0.00276503199711442,0.0,0.019573330879211426,3887,-0.00013962388038635254,7.818740414222702e-05,,1763260635.8815362,7.470138370990753e-05,716.0,,0.5458245277404785
370176,-0.00044933613389730453,546.032960653305,540.3765258789062,0.0,-0.00013434886932373047,3891,0.00035083480179309845,7.795698911650106e-05,,1763260636.2809796,1.6736797988414764e-05,716.0,,0.5707607269287109
370944,-0.0016028489917516708,546.7914774417877,0.0005172210512682796,0.0,-0.17262578010559082,3898,-0.002343015745282173,7.749615906504914e-05,,1763260637.0394964,7.49044120311737e-05,716.0,,0.587780237197876
372224,0.0004861578345298767,548.1614577770233,453.4556884765625,0.0,-0.0013270378112792969,3912,-0.0004684794694185257,7.672810897929594e-05,,1763260638.4094768,0.00010204501450061798,717.0,,0.5668935775756836
372608,-0.000199977308511734,548.5358817577362,0.00041977333603426814,0.0,-0.07471680641174316,3915,-0.00039027631282806396,7.649769395356998e-05,,1763260638.7839007,7.0463865995407104e-06,717.0,,0.611140251159668
373888,-0.0025658337399363518,549.8809695243835,0.0030421901028603315,0.0,0.017534315586090088,3928,-0.0009504109621047974,7.572964386781678e-05,,1763260640.1289885,5.304347723722458e-05,718.0,,0.61159348487854
375552,-0.0005295304581522942,551.551764011383,0.0003421560686547309,0.0,0.06161463260650635,3944,-0.002017468214035034,7.473118603229523e-05,,1763260641.799783,3.525707870721817e-05,718.0,,0.5733482837677002
375654,,551.5857939720154,,,,3945,,,500.0,1763260641.833813,,,500.0,
375680,-0.002714168280363083,551.6780710220337,588.1636352539062,0.0,-0.00022876262664794922,3946,-1.8998980522155762e-05,7.465438102371991e-05,,1763260641.92609,7.803551852703094e-05,719.0,,0.533096969127655
376576,0.00412739347666502,552.5923314094543,0.000360543024726212,0.0,0.09369832277297974,3954,-0.0042166635394096375,7.411674596369267e-05,,1763260642.8403504,0.00014991778880357742,719.0,,0.56281977891922
377472,-0.0015829848125576973,553.5531468391418,0.0004165788704995066,0.0,0.010886192321777344,3963,-0.009173095226287842,7.357911090366542e-05,,1763260643.8011658,0.00016488786786794662,719.0,,0.5841385126113892
378112,-0.0024653077125549316,554.217041015625,0.0003081080212723464,0.0,-0.032091498374938965,3969,-0.0006635822355747223,7.319508586078882e-05,,1763260644.46506,8.110888302326202e-05,720.0,,0.5672221183776855
379264,-0.002860419452190399,555.4478964805603,556.94091796875,0.0,-0.00010657310485839844,3981,-0.0003516077995300293,7.250384078361094e-05,,1763260645.6959155,5.882233381271362e-05,720.0,,0.5843945741653442
379520,0.0026571033522486687,555.7156271934509,0.0004578151856549084,0.0,0.1519055962562561,3983,-0.003284076228737831,7.23502307664603e-05,,1763260645.9636462,0.00012154784053564072,720.0,,0.5805169343948364
380928,0.0015583811327815056,557.1716163158417,0.00037921161856502295,0.0,-0.07156908512115479,3997,0.0008995234966278076,7.150537567213178e-05,,1763260647.4196353,6.506312638521194e-05,721.0,,0.598111093044281
383232,0.0024206992238759995,559.6353466510773,0.00037779129343107343,0.0,-0.05028057098388672,4020,-0.0010160505771636963,7.012288551777601e-05,,1763260649.8833656,0.00025835074484348297,722.0,,0.5255222916603088
387200,-0.0006866510957479477,563.8140006065369,0.0002759213966783136,0.0,-0.08863985538482666,4059,-0.0009421892464160919,6.77419375278987e-05,,1763260654.0620196,6.970204412937164e-05,724.0,,0.5552994012832642
389807,,566.6713664531708,,,,4087,,,37.0,1763260656.9193854,,,37.0,
390272,-0.0027320850640535355,567.1946702003479,0.0002877209335565567,0.0,0.02495354413986206,4091,-0.0045422762632369995,6.589861732209101e-05,,1763260657.4426892,0.00020303577184677124,725.0,,0.5905616283416748
391680,-0.0005256021395325661,568.668731212616,0.0008816047920845449,0.0,-2.039591073989868,4105,0.001603148877620697,6.505376222776249e-05,,1763260658.9167502,0.00011379923671483994,726.0,,0.5074102282524109
392064,-0.005877450108528137,569.0453703403473,0.0003983541682828218,0.0,-0.02901458740234375,4109,-0.0027682632207870483,6.482334720203653e-05,,1763260659.2933893,0.00020150095224380493,726.0,,0.5663127899169922
392576,0.0017351368442177773,569.6074254512787,0.0035494717303663492,0.0,-0.007863521575927734,4115,0.00024159997701644897,6.451612716773525e-05,,1763260659.8554444,2.5148503482341766e-05,726.0,,0.5724711418151855
392960,0.00037334393709897995,569.9904487133026,0.0033130620140582323,0.0,-0.0014035701751708984,4119,9.673833847045898e-05,6.428571214200929e-05,,1763260660.2384677,1.8081627786159515e-05,726.0,,0.6047102212905884
395392,-5.920231342315674e-05,572.5107378959656,0.002708832733333111,0.0,0.3969411253929138,4144,-0.0012067034840583801,6.282642425503582e-05,,1763260662.7587569,0.0002275519073009491,727.0,,0.5768276453018188
396032,0.003408193588256836,573.1577234268188,0.00047757738502696157,0.0,-0.0013427734375,4150,-0.0027014948427677155,6.244239921215922e-05,,1763260663.4057424,7.00969249010086e-05,728.0,,0.5255448818206787
397824,0.0002709934487938881,574.9828975200653,421.05938720703125,0.0,-0.0001322031021118164,4168,0.0006181206554174423,6.136712909210473e-05,,1763260665.2309165,8.053146302700043e-06,728.0,,0.584063708782196
399616,0.0017971377819776535,576.68239402771,0.000497043423820287,0.0,-0.0026390552520751953,4184,-0.00811765342950821,6.029185897205025e-05,,1763260666.930413,0.00013475306332111359,729.0,,0.5612648129463196
400512,-0.002925075590610504,577.5772001743317,732.1213989257812,0.0,-5.316734313964844e-05,4194,-0.00022537261247634888,5.975422391202301e-05,,1763260667.8252192,4.602782428264618e-05,730.0,,0.5833796262741089
401024,0.0005524242296814919,578.0927336215973,430.6287841796875,0.0,-0.0003641843795776367,4199,-0.0028405413031578064,5.944700387772173e-05,,1763260668.3407526,2.7910806238651276e-05,730.0,,0.5940778255462646
403456,0.0014427108690142632,580.568675994873,0.001034048036672175,0.0,0.005758941173553467,4224,0.0012560449540615082,5.798771235276945e-05,,1763260670.816695,1.904647797346115e-05,731.0,,0.618640661239624
403968,-0.0010234508663415909,581.0419051647186,0.0009541023755446076,0.0,0.007359802722930908,4229,0.00031682755798101425,5.768049231846817e-05,,1763260671.2899241,0.00010054744780063629,732.0,,0.5936262607574463
405376,-0.0034958375617861748,582.4066293239594,0.0009238087804988027,0.0,-0.33526313304901123,4243,-0.002780292183160782,5.6835637224139646e-05,,1763260672.6546483,0.00016557145863771439,732.0,,0.5673071146011353
405632,-0.0024894773960113525,582.6662135124207,510.28021240234375,0.0,-0.0002752542495727539,4246,0.0008882135152816772,5.6682027206989005e-05,,1763260672.9142325,1.5741214156150818e-05,732.0,,0.5545487999916077
406272,0.0021641086786985397,583.2846825122833,0.002694447059184313,0.0,0.048730432987213135,4252,-0.0005335547029972076,5.6298002164112404e-05,,1763260673.5327015,0.00013653747737407684,733.0,,0.5773174166679382
406528,0.0007320092990994453,583.5297322273254,0.0005163174355402589,0.0,0.04507642984390259,4254,0.00017436593770980835,5.6144392146961764e-05,,1763260673.7777512,0.00011263135820627213,733.0,,0.5608685612678528
406617,,583.5989425182343,,,,4255,,,500.0,1763260673.8469615,,,500.0,
408320,4.107970744371414e-05,585.3520636558533,302.8225402832031,0.0,-0.0002893209457397461,4273,0.0013441070914268494,5.506912566488609e-05,,1763260675.6000826,2.0279549062252045e-05,734.0,,0.6019908785820007
408702,,585.6460108757019,,,,4276,,,500.0,1763260675.8940299,,,500.0,
408704,0.0003943098708987236,585.7568855285645,385.6922607421875,0.0,-1.7762184143066406e-05,4277,0.0019148290157318115,5.4838710639160126e-05,,1763260676.0049045,3.4061260521411896e-05,734.0,,0.579064667224884
408832,0.0014633545652031898,585.8854591846466,0.0028063547797501087,0.0,-0.5730611085891724,4278,-0.002545353025197983,5.4761905630584806e-05,,1763260676.1334782,4.107225686311722e-05,734.0,,0.5691140294075012
409856,0.0008398732170462608,586.9361872673035,0.002035887446254492,0.0,0.42969685792922974,4288,-0.00010331626981496811,5.4147465561982244e-05,,1763260677.1842062,1.4902092516422272e-05,734.0,,0.5579907298088074
410112,-0.0003544129431247711,587.1611924171448,0.0006625520763918757,0.0,-0.02659595012664795,4290,0.003090832382440567,5.3993855544831604e-05,,1763260677.4092114,0.00024308450520038605,735.0,,0.5244200229644775
410240,0.0005424479022622108,587.2882866859436,400.6063232421875,0.0,-0.00029480457305908203,4292,0.00014194846153259277,5.3917050536256284e-05,,1763260677.5363057,7.274560630321503e-06,735.0,,0.5223568677902222
412544,-0.0003157295286655426,589.5824298858643,0.0006066844216547906,0.0,-0.002972126007080078,4314,-0.0009021684527397156,5.2534564019879326e-05,,1763260679.8304489,1.010112464427948e-05,736.0,,0.54813551902771
412822,,589.8751246929169,,,,4318,,,120.0,1763260680.1231437,,,120.0,
415616,-0.0006354125216603279,592.7549331188202,0.003004551399499178,0.0,0.05964863300323486,4346,-0.0004865434020757675,5.069124381407164e-05,,1763260683.002952,6.39352947473526e-06,737.0,,0.5707699060440063
417664,-0.0002474207431077957,594.9004762172699,0.0025276888627558947,0.0,0.0027049779891967773,4366,0.00042471103370189667,4.9462367314845324e-05,,1763260685.1484952,1.551210880279541e-05,738.0,,0.5520176291465759
418304,-0.0042778002098202705,595.551784992218,0.0006404097657650709,0.0,-0.052550315856933594,4372,-0.0007588379085063934,4.907834227196872e-05,,1763260685.799804,0.0003618011251091957,738.0,,0.5770328044891357
418816,-0.0016973456367850304,596.0886967182159,0.0004965735715813935,0.0,-0.01888871192932129,4377,-0.0015333648771047592,4.877112223766744e-05,,1763260686.3367157,2.6938505470752716e-05,738.0,,0.4911634922027588
418923,,596.1362082958221,,,,4378,,,500.0,1763260686.3842273,,,500.0,
419840,0.00023584440350532532,597.1057739257812,0.0005353441229090095,0.0,0.013231337070465088,4387,-0.0004989616572856903,4.815668216906488e-05,,1763260687.353793,3.421865403652191e-05,739.0,,0.6179512739181519
420736,0.0002002902328968048,598.023113489151,0.000525602838024497,0.0,-0.027849555015563965,4396,0.0005807317793369293,4.761904710903764e-05,,1763260688.2711325,3.1776726245880127e-06,739.0,,0.6102148294448853
422423,,599.750746011734,,,,4413,,,500.0,1763260689.998765,,,500.0,
422656,0.00041887443512678146,599.9736435413361,0.00198087515309453,0.0,-0.12998390197753906,4415,5.137920379638672e-05,4.646697561838664e-05,,1763260690.2216625,1.0370276868343353e-05,740.0,,0.6061825752258301
426624,-0.001879977062344551,603.7113523483276,0.0009721652022562921,0.0,0.00925213098526001,4456,0.0001144111156463623,4.4086020352551714e-05,,1763260693.9593713,4.155747592449188e-05,742.0,,0.6123917698860168
427904,-0.00028329528868198395,604.9176383018494,0.002557964762672782,0.0,-0.009540796279907227,4470,-0.0010739564895629883,4.331797390477732e-05,,1763260695.1656573,1.0306015610694885e-05,743.0,,0.5474150776863098
428759,,605.6520926952362,,,,4478,,,500.0,1763260695.9001117,,,500.0,
428928,-0.004002818837761879,605.846601486206,0.0019851357210427523,0.0,0.04528087377548218,4480,-0.0013431161642074585,4.2703533836174756e-05,,1763260696.0946205,0.00010266713798046112,743.0,,0.5876509547233582
430208,-0.0012746211141347885,606.9927184581757,0.0005916545633226633,0.0,-0.021695256233215332,4492,-0.002506987191736698,4.1935483750421554e-05,,1763260697.2407374,9.017623960971832e-05,744.0,,0.5280070304870605
430592,0.0003894120454788208,607.365975856781,0.0007738255080766976,0.0,0.034668922424316406,4496,-0.0010374709963798523,4.170506872469559e-05,,1763260697.6139948,1.5225261449813843e-05,744.0,,0.5371292233467102
430759,,607.4928770065308,,,,4498,,,500.0,1763260697.740896,,,500.0,
433024,0.00014175381511449814,609.551379442215,0.0007132605533115566,0.0,-0.03420722484588623,4520,-9.984523057937622e-05,4.0245777199743316e-05,,1763260699.7993984,1.9883736968040466e-06,746.0,,0.5758649110794067
433259,,609.6997594833374,,,,4522,,,500.0,1763260699.9477785,,,500.0,
433408,-0.0004848809912800789,609.8857862949371,0.0015923604369163513,0.0,-0.00914299488067627,4524,-0.0001565292477607727,4.0015362174017355e-05,,1763260700.1338053,6.108544766902924e-06,746.0,,0.584253191947937
433536,0.0005338843911886215,609.9955148696899,0.0006264779949560761,0.0,0.006812870502471924,4525,0.0001875162124633789,3.9938557165442035e-05,,1763260700.2435338,2.857297658920288e-06,746.0,,0.5480654835700989
433759,,610.1391277313232,,,,4527,,,500.0,1763260700.3871467,,,500.0,
434176,0.0010676812380552292,610.5893802642822,0.0005482748383656144,0.0,0.026246070861816406,4531,-0.0021753013134002686,3.955453212256543e-05,,1763260700.8373992,0.00011623650789260864,746.0,,0.5556844472885132
434304,6.438512355089188e-05,610.7028112411499,264.3932800292969,0.0,-0.0004787445068359375,4533,-0.0006545931100845337,3.947772711399011e-05,,1763260700.9508302,1.9661150872707367e-05,746.0,,0.5333420038223267
434432,0.00022407900542020798,610.8136267662048,0.0017987048486247659,0.0,-0.0046814680099487305,4534,0.00010372698307037354,3.940092210541479e-05,,1763260701.0616457,1.6139820218086243e-06,746.0,,0.6188639998435974
436608,-0.00034267082810401917,612.80579829216,0.0006728417356498539,0.0,0.013645708560943604,4555,-0.00069456547498703,3.809523695963435e-05,,1763260703.0538173,1.119263470172882e-05,748.0,,0.5457492470741272
437150,,613.2638382911682,,,,4562,,,284.0,1763260703.5118573,,,284.0,
438400,0.00045168865472078323,614.4420211315155,0.001985799055546522,0.0,0.01436382532119751,4576,-0.00047462619841098785,3.701997047755867e-05,,1763260704.69004,1.80024653673172e-06,749.0,,0.5783538222312927
442112,7.065664976835251e-05,617.7748010158539,0.0007702978327870369,0.0,-0.07256245613098145,4613,-0.0005995407700538635,3.4792625228874385e-05,,1763260708.02282,2.576969563961029e-06,751.0,,0.5928338170051575
443392,-0.0007885545492172241,618.9191861152649,0.001868569408543408,0.0,0.016710877418518066,4626,-0.0016389228403568268,3.402457878109999e-05,,1763260709.167205,2.107955515384674e-05,751.0,,0.5811523199081421
444288,7.11316242814064e-05,619.7308282852173,276.0426330566406,0.0,-0.00037491321563720703,4635,-0.0006879568099975586,3.348694372107275e-05,,1763260709.9788473,1.4388002455234528e-05,752.0,,0.46184420585632324
444928,0.0002617388963699341,620.2817606925964,0.0020823143422603607,0.0,0.002490401268005371,4641,-0.0009951405227184296,3.310291867819615e-05,,1763260710.5297797,2.7135014533996582e-05,752.0,,0.5780726075172424
445233,,620.5206532478333,,,,4644,,,500.0,1763260710.7686722,,,500.0,
446976,-0.0017039217054843903,622.1409397125244,0.0019912151619791985,0.0,-0.2842186689376831,4661,-0.0010000243782997131,3.187403854099102e-05,,1763260712.3889587,4.853866994380951e-05,753.0,,0.5586430430412292
448332,,623.31627368927,,,,4675,,,99.0,1763260713.5642927,,,99.0,
449920,-0.0006711268797516823,624.79798412323,267.7310485839844,0.0,-0.00013256072998046875,4691,0.0015585944056510925,3.0107526981737465e-05,,1763260715.046003,6.263144314289093e-06,755.0,,0.5998349785804749
451832,,626.4462602138519,,,,4709,,,500.0,1763260716.6942792,,,500.0,
452224,-7.807835936546326e-05,626.8509876728058,0.0008090607589110732,0.0,-0.009271979331970215,4713,-0.0004938691854476929,2.8725038646371104e-05,,1763260717.0990067,1.0440126061439514e-05,756.0,,0.5975841283798218
454472,,628.841882944107,,,,4738,,,97.0,1763260719.089902,,,97.0,
454528,-9.74256545305252e-06,628.9269967079163,417.0664367675781,0.0,-1.239776611328125e-05,4739,-4.11495566368103e-05,2.7342550311004743e-05,,1763260719.1750157,7.729977369308472e-08,757.0,,0.5902649164199829
454784,-7.426831871271133e-05,629.2394802570343,0.0016088654519990087,0.0,0.01160210371017456,4741,-7.63721764087677e-05,2.7188940293854102e-05,,1763260719.4874992,4.2747706174850464e-07,757.0,,0.5741012096405029
454972,,629.3723154067993,,,,4743,,,500.0,1763260719.6203344,,,500.0,
456064,-0.00033770035952329636,630.3878631591797,0.0016915783053264022,0.0,-0.006920576095581055,4754,0.000109085813164711,2.64208902081009e-05,,1763260720.6358821,5.885027348995209e-06,758.0,,0.5690473914146423
457856,-9.573064744472504e-05,631.9763243198395,605.7705688476562,0.0,-0.0001760721206665039,4772,-0.0009167082607746124,2.534562190703582e-05,,1763260722.2243433,5.194917321205139e-06,759.0,,0.5590535402297974
459264,-0.0002896459773182869,633.2269361019135,0.001105006318539381,0.0,0.001565396785736084,4786,-0.00030265748500823975,2.45007686316967e-05,,1763260723.474955,1.3848766684532166e-06,760.0,,0.5755223035812378
459382,,633.2802460193634,,,,4787,,,500.0,1763260723.528265,,,500.0,
459392,0.00036417506635189056,633.3785648345947,455.3085021972656,0.0,-0.00013816356658935547,4788,1.7814338207244873e-05,2.442396362312138e-05,,1763260723.6265838,3.0659139156341553e-06,760.0,,0.5277888774871826
460288,0.00036801956593990326,634.146561384201,0.0011388948187232018,0.0,0.013194441795349121,4796,0.00020387396216392517,2.388632856309414e-05,,1763260724.3945804,3.4905970096588135e-06,760.0,,0.5727338790893555
460544,-0.0008591488003730774,634.40585064888,0.0016715067904442549,0.0,-0.006978869438171387,4799,-0.0007644463330507278,2.37327185459435e-05,,1763260724.6538696,3.045611083507538e-05,760.0,,0.6141581535339355
461312,-3.4567900002002716e-05,635.0678098201752,0.0008724075159989297,0.0,0.007635831832885742,4806,0.000161733478307724,2.3271888494491577e-05,,1763260725.3158288,3.7224963307380676e-06,761.0,,0.5646388530731201
461496,,635.2041454315186,,,,4809,,,114.0,1763260725.4521644,,,114.0,
461952,0.0003190198913216591,635.6615314483643,0.0013466808013617992,0.0,-0.026123404502868652,4813,-0.0003864467144012451,2.288786527060438e-05,,1763260725.9095504,3.715045750141144e-06,761.0,,0.5684879422187805
465664,0.00026821717619895935,639.0519287586212,0.0014537092065438628,0.0,-0.0025571584701538086,4851,-0.0005284920334815979,2.0660521840909496e-05,,1763260729.2999477,1.9725412130355835e-06,763.0,,0.588121771812439
465683,,639.0601065158844,,,,4852,,,500.0,1763260729.3081255,,,500.0,
466304,-0.0006008930504322052,639.6509659290314,394.1656494140625,0.0,-0.0001659393310546875,4859,-0.0016467645764350891,2.0276496798032895e-05,,1763260729.898985,1.0581687092781067e-05,763.0,,0.5546746253967285
467294,,640.4570760726929,,,,4868,,,500.0,1763260730.705095,,,500.0,
467840,0.00030891411006450653,641.0303416252136,363.2698059082031,0.0,-0.00015604496002197266,4874,0.00044100359082221985,1.9354838514118455e-05,,1763260731.2783606,4.215165972709656e-06,764.0,,0.6057178974151611
468294,,641.3887128829956,,,,4878,,,500.0,1763260731.6367319,,,500.0,
468736,0.00035185273736715317,641.8425831794739,0.0010093837045133114,0.0,0.007103145122528076,4882,7.259100675582886e-05,1.8817203454091214e-05,,1763260732.0906022,1.109205186367035e-06,765.0,,0.5738104581832886
471936,0.0005889693275094032,644.6902914047241,0.0021092533133924007,0.0,-0.03166985511779785,4915,-0.0008576158434152603,1.6897081877687015e-05,,1763260734.9383104,1.0277144610881805e-05,766.0,,0.5469183325767517
472320,-7.540080696344376e-05,645.0589346885681,618.2493896484375,0.0,0.00019174814224243164,4920,2.3148953914642334e-05,1.6666666851961054e-05,,1763260735.3069537,1.93621963262558e-06,766.0,,0.572242796421051
473472,3.9977021515369415e-05,646.0954692363739,471.88616943359375,0.0,-1.9550323486328125e-05,4932,-8.874014019966125e-05,1.5975421774783172e-05,,1763260736.3434882,1.9837170839309692e-07,767.0,,0.592907726764679
