_runtime,losses/clipfrac,losses/explained_variance,losses/policy_loss,losses/value_loss,charts/episodic_return,losses/old_approx_kl,losses/entropy,_step,global_step,_timestamp,losses/approx_kl,charts/episodic_length,charts/SPS,charts/learning_rate
24.22218608856201,,,,,,,,0,0,1763260114.421132,,,,
30.765159130096436,,,,,37.0,,,7,165,1763260120.9641051,,37.0,,
32.68133497238159,,,,,17.0,,,33,724,1763260122.880281,,17.0,,
33.476646184921265,,,,,52.0,,,41,926,1763260123.6755922,,52.0,,
34.284730434417725,0.0,-0.010556340217590332,-0.005358561873435974,100.68476867675781,,0.005205445922911167,0.6812927722930908,47,1152,1763260124.4836764,0.0004140930250287056,,228.0,0.00029938557418063283
36.357643842697144,0.0,0.0037323832511901855,-0.008433379232883453,48.139827728271484,24.0,-0.005821255035698414,0.6666135787963867,64,1536,1763260126.5565898,0.0006134370341897011,24.0,215.0,0.00029915515915490687
37.85520911216736,,,,,32.0,,,74,1941,1763260128.054155,,32.0,,
38.068941831588745,,,,,20.0,,,77,2037,1763260128.2678878,,20.0,,
39.509928941726685,,,,,40.0,,,88,2314,1763260129.708875,,40.0,,
41.30192589759827,0.0,0.05413556098937988,-0.0026876218616962433,138.13107299804688,,0.00211899820715189,0.6130402684211731,102,2944,1763260131.500872,0.0002715000882744789,,243.0,0.00029831030406057835
41.57380986213684,0.0,0.1270139217376709,-0.011235537007451057,113.36605072021484,,0.01258673332631588,0.6395553946495056,104,3072,1763260131.7727559,0.0006507020443677902,,248.0,0.000298233499052003
45.589261293411255,0.0,0.016763925552368164,-0.003937900066375732,91.02100372314453,,0.0025914981961250305,0.5933102965354919,133,4736,1763260135.7882073,0.00034217722713947296,,289.0,0.00029723503394052386
47.67410469055176,0.0,0.06203150749206543,-0.003222978673875332,103.39108276367188,,0.0035381950438022614,0.6362921595573425,147,5632,1763260137.8730507,0.00013796985149383545,,305.0,0.0002966973988804966
47.97932052612305,0.0,0.004458129405975342,-0.0001911073923110962,103.10362243652344,,0.0021271705627441406,0.5915887951850891,149,5760,1763260138.1782665,4.346482455730438e-05,,307.0,0.0002966205938719213
48.0382239818573,,,,,124.0,,,150,5840,1763260138.23717,,124.0,,
48.899558544158936,,,,,222.0,,,155,6194,1763260139.0985045,,222.0,,
49.20694041252136,,,,,111.0,,,157,6305,1763260139.4058864,,111.0,,
51.49319791793823,,,,,169.0,,,172,7315,1763260141.692144,,169.0,,
55.135958671569824,,,,,185.0,,,195,9018,1763260145.3349047,,185.0,,
56.34677076339722,,,,,27.0,,,203,9497,1763260146.5457168,,27.0,,
57.970823764801025,,,,,117.0,,,213,10338,1763260148.1697698,,117.0,,
58.69135022163391,0.0,0.023496270179748535,0.004658542573451996,132.97694396972656,,0.004294142127037048,0.62184077501297,217,10624,1763260148.8902962,7.915310561656952e-05,,360.0,0.00029370200354605913
60.19150376319885,0.0,0.013526380062103271,-0.003344334661960602,105.35343933105469,,0.0025940798223018646,0.5862279534339905,228,11392,1763260150.3904498,5.6141987442970276e-05,,368.0,0.0002932411734946072
60.95173740386963,,,,,176.0,,,233,11788,1763260151.1506834,,176.0,,
63.80522656440735,,,,,70.0,,,251,13290,1763260154.0041726,,70.0,,
64.93858742713928,0.0078125,-0.18404901027679443,-0.007920794188976288,81.30818176269531,,-0.05008363723754883,0.5882829427719116,259,13824,1763260155.1375334,0.006074484437704086,,387.0,0.0002917818783316761
65.66185736656189,0.0,0.17507773637771606,-0.0017617195844650269,103.72572326660156,,-0.0006826110184192657,0.6585878133773804,265,14208,1763260155.8608034,0.00027579255402088165,,390.0,0.00029155146330595016
66.55137300491333,,,,,73.0,,,273,14710,1763260156.750319,,73.0,,
66.77201080322266,0.0,0.009506404399871826,0.0006919316947460175,93.396484375,,-0.0014538690447807312,0.6100656986236572,274,14720,1763260156.9709568,0.00011639110743999481,,392.0,0.0002912442432716489
68.83642554283142,,,,,61.0,,,292,15784,1763260159.0353715,,61.0,,
73.4262170791626,0.0,0.07096976041793823,0.0016394201666116714,72.79869842529297,,-0.0018779709935188293,0.6340394616127014,321,17920,1763260163.625163,1.5234574675559998e-05,,405.0,0.0002893241180572659
74.18723034858704,,,,,56.0,,,327,18270,1763260164.3861763,,56.0,,
74.7890555858612,0.0,-0.08329010009765625,-0.0018510427325963974,81.67276000976562,,0.0034083202481269836,0.5817878842353821,330,18432,1763260164.9880016,0.0004136189818382263,,404.0,0.0002890168980229646
75.35371780395508,0.0,0.011880934238433838,-0.0016067400574684143,86.05308532714844,,-0.0015532532706856728,0.5936217308044434,332,18688,1763260165.5526638,0.00012393202632665634,,405.0,0.00028886328800581396
76.59251093864441,0.0,0.21736520528793335,9.948015213012695e-05,74.4024658203125,,0.0008100941777229309,0.5528003573417664,337,19200,1763260166.791457,6.138719618320465e-05,,405.0,0.0002885560679715127
77.25775671005249,0.0,-0.03149616718292236,0.0031205564737319946,83.85536193847656,,0.0013597356155514717,0.5315569639205933,340,19456,1763260167.4567027,3.353040665388107e-05,,405.0,0.00028840245795436203
83.14112949371338,0.0,0.22738176584243774,-0.009692272171378136,67.96583557128906,,0.010242093354463577,0.5806711316108704,370,22272,1763260173.3400755,0.0011301133781671524,,413.0,0.000286712747765705
83.97043704986572,,,,,370.0,,,375,22658,1763260174.169383,,370.0,,
87.91698050498962,0.0,0.00039392709732055664,0.0003384985029697418,125.73871612548828,,-0.0013261986896395683,0.5873376131057739,396,24704,1763260178.1159265,5.895737558603287e-05,,420.0,0.0002852534526027739
93.31517553329468,0.0,0.024090170860290527,0.002234075218439102,193.49021911621094,,0.00036674831062555313,0.47185683250427246,425,27392,1763260183.5141215,7.502641528844833e-05,,427.0,0.0002836405474226922
95.93833947181702,,,,,221.0,,,441,28718,1763260186.1372855,,221.0,,
97.65530204772949,0.005859375,0.014865398406982422,0.011007612571120262,110.50931549072266,,-0.009878711774945259,0.5582161545753479,450,29568,1763260187.854248,0.0020470358431339264,,432.0,0.00028233486227691174
101.47191858291626,0.0,0.04197484254837036,-0.011883620172739029,128.68414306640625,,0.004232139326632023,0.53889399766922,471,31488,1763260191.6708646,0.0003767991438508034,,435.0,0.00028118278714828193
103.09098291397095,0.0,-0.022199153900146484,-0.0007789749652147293,31.232311248779297,,0.0009668329730629921,0.6009339094161987,481,32256,1763260193.289929,6.304215639829636e-05,,436.0,0.00028072195709683
104.8706042766571,0.0,-0.00997912883758545,0.0003902651369571686,31.593788146972656,,0.007850201800465584,0.5667343735694885,490,33152,1763260195.0695503,0.0011741798371076584,,438.0,0.00028018432203680277
107.45069241523743,0.0,-0.0023148059844970703,-0.00250156968832016,26.57345962524414,,0.006825164891779423,0.6039429306983948,504,34432,1763260197.6496384,0.0005890661850571632,,440.0,0.00027941627195104957
109.55148386955261,0.0,0.00030863285064697266,-0.009316079318523407,225.15255737304688,,-0.0013555921614170074,0.583088219165802,515,35456,1763260199.7504299,0.00041311047971248627,,441.0,0.000278801831882447
112.61294770240784,0.005859375,0.061429500579833984,-0.006373781710863113,110.2937240600586,,-0.007294010370969772,0.5678679347038269,530,36992,1763260202.8118937,0.0015952661633491516,,443.0,0.00027788017177954316
114.34275722503662,0.0,-0.0030821561813354492,-0.003837931901216507,21.181198120117188,,-0.0014972947537899017,0.5640495419502258,539,37888,1763260204.5417032,0.00015906430780887604,,445.0,0.0002773425367195159
115.89696025848389,0.0,0.0022416114807128906,0.0012834221124649048,17.48896026611328,,-0.002592802047729492,0.5540606379508972,547,38656,1763260206.0959063,6.528384983539581e-05,,446.0,0.000276881706668064
117.42729377746582,0.044921875,-0.024385452270507812,0.028154874220490456,204.70042419433594,,0.009393596090376377,0.5569689869880676,555,39424,1763260207.6262398,0.006932218559086323,,447.0,0.0002764208766166121
118.21572923660278,,,,,500.0,,,559,39895,1763260208.4146752,,500.0,,
120.2203459739685,0.0,0.028965294361114502,0.004672810435295105,14.11945915222168,,0.000292312353849411,0.5943347215652466,568,40832,1763260210.419292,0.00015829876065254211,,448.0,0.000275576050626114
125.37405490875244,0.0,0.0008565187454223633,-0.004019755870103836,251.1071014404297,,0.001310453750193119,0.5299097299575806,595,43520,1763260215.573001,0.0003050016239285469,,452.0,0.0002739631454460323
