_runtime,losses/clipfrac,losses/explained_variance,losses/policy_loss,losses/value_loss,charts/episodic_return,losses/old_approx_kl,losses/entropy,_step,global_step,_timestamp,losses/approx_kl,charts/episodic_length,charts/SPS,charts/learning_rate
128.99006342887878,0.01953125,0.7167889475822449,-0.010281365364789963,10.556716918945312,,-0.008784925565123558,0.5580834150314331,612,45312,1763260219.1890094,0.006996599957346916,,454.0,0.0002728878753259778
129.28081846237183,0.0,0.14046549797058105,0.0010369271039962769,196.16152954101562,,0.0007165716961026192,0.5048143863677979,614,45440,1763260219.4797645,4.053767770528793e-05,,454.0,0.0002728110703174025
132.44233512878418,0.0,0.0045275092124938965,0.0035112611949443817,349.24267578125,,-0.0009005246683955193,0.5013855695724487,630,46976,1763260222.6412811,0.00015191640704870224,,455.0,0.00027188941021449864
133.72410607337952,0.0,0.00481945276260376,0.0001760777086019516,8.382634162902832,,0.0017268164083361626,0.5807812213897705,636,47616,1763260223.923052,1.8999911844730377e-05,,455.0,0.00027150538517162204
134.49260139465332,0.0,0.0010019540786743164,-8.246302604675293e-05,358.8296813964844,,-0.0011229179799556732,0.542473316192627,640,48000,1763260224.6915474,7.128715515136719e-05,,456.0,0.0002712749701458961
136.5550661087036,0.0,0.0065468549728393555,-0.009830180555582047,316.75439453125,,0.005534041672945023,0.5799306631088257,650,49024,1763260226.754012,0.00012309104204177856,,456.0,0.0002706605300772935
139.41746258735657,0.0,0.0008208751678466797,-0.0023532025516033173,82.81798553466797,,0.004013139754533768,0.6032556891441345,664,50432,1763260229.6164086,0.0001294948160648346,,457.0,0.000269815674982965
143.5946180820465,0.0,0.46018296480178833,0.0008901059627532959,3.9838504791259766,,0.0028010020032525063,0.5763822197914124,684,52480,1763260233.793564,0.00010311882942914963,,458.0,0.00026858679484575987
144.63288760185242,0.0,0.619246244430542,-0.0009209252893924713,3.030944347381592,,0.0007364107295870781,0.5595777034759521,689,52992,1763260234.8318336,0.00013546179980039597,,459.0,0.0002682795748114586
146.4352204799652,0.0,0.06373769044876099,-0.00020842254161834717,2.7699947357177734,,0.003144935704767704,0.628337025642395,698,53888,1763260236.6341665,8.962024003267288e-05,,459.0,0.00026774193975143135
147.21258020401,0.0,0.027901291847229004,-0.000394236296415329,3.0401008129119873,,-0.00018124841153621674,0.5972160696983337,702,54272,1763260237.4115262,1.004338264465332e-05,,460.0,0.0002675115247257054
148.07771492004395,0.009765625,0.012979209423065186,0.0011182446032762527,739.93310546875,,-0.006445169448852539,0.5216526389122009,707,54656,1763260238.276661,0.003942443057894707,,459.0,0.0002672811096999794
152.30556845664978,,,,,500.0,,,729,56829,1763260242.5045145,,500.0,,
157.57076501846313,,,,,500.0,,,757,59623,1763260247.769711,,500.0,,
158.49462032318115,,,,,500.0,,,762,60123,1763260248.6935663,,500.0,,
159.37054991722107,,,,,500.0,,,767,60623,1763260249.569496,,500.0,,
161.0461597442627,0.0,-0.010195493698120117,-0.0036430954933166504,0.4276403486728668,,0.014049660414457321,0.4972445070743561,775,61440,1763260251.2451057,0.0005673039704561234,,466.0,0.00026321044424548745
163.55171489715576,0.0,-0.0003514289855957031,0.0008931979537010193,267.2500305175781,,-0.003836836665868759,0.4395757019519806,788,62720,1763260253.750661,0.00016714632511138916,,466.0,0.00026244239415973425
163.76103162765503,0.0,-0.06707346439361572,-0.013108089566230774,0.3212023675441742,,-0.006826004013419151,0.5287694931030273,789,62848,1763260253.9599776,0.0006131641566753387,,467.0,0.00026236558915115893
165.2702465057373,0.0,0.0016880631446838379,0.010573610663414001,527.1959228515625,,-0.004376489669084549,0.5719743371009827,797,63616,1763260255.4691925,0.0009227637201547623,,467.0,0.000261904759099707
166.95448970794678,,,,,500.0,,,806,64523,1763260257.1534357,,500.0,,
168.69916558265686,,,,,500.0,,,815,65523,1763260258.8981116,,500.0,,
177.57218027114868,0.0,0.05479460954666138,-0.0007800869643688202,251.70779418945312,,-0.0018737968057394028,0.5099188685417175,863,70016,1763260267.7711263,4.334375262260437e-05,,472.0,0.000258064508670941
179.30070638656616,0.0,-0.00011229515075683594,-0.008752617985010147,0.020948393270373344,,0.00957813672721386,0.3927420377731323,872,70912,1763260269.4996524,0.0008930154144763947,,472.0,0.00025752687361091375
180.07041597366333,0.001953125,0.0025979280471801758,-0.002153247594833374,271.89141845703125,,-0.005134875886142254,0.49175965785980225,876,71296,1763260270.269362,0.0012485096231102943,,472.0,0.0002572964585851878
187.73503041267395,0.0,0.0012913346290588379,-0.006281130015850067,235.62196350097656,,-0.014264866709709167,0.5132722854614258,916,75392,1763260277.9339764,0.0008363723754882812,,475.0,0.00025483869831077754
188.9590973854065,0.0,0.321064293384552,0.0005212090909481049,0.00021841097623109818,,0.0015429789200425148,0.5395089387893677,922,76032,1763260279.1580434,0.0007264250889420509,,476.0,0.00025445467326790094
190.46657586097717,0.0,-1.5035130977630615,-0.01797783374786377,0.004805009346455336,,0.007788694463670254,0.5135695338249207,930,76800,1763260280.6655219,0.0018418198451399803,,476.0,0.000253993843216449
191.9569718837738,,,,,500.0,,,938,77637,1763260282.155918,,500.0,,
192.6366810798645,0.0,-0.03627049922943115,-0.0004962533712387085,0.000507621094584465,,-0.0043101320043206215,0.453885555267334,941,77952,1763260282.835627,0.00017496664077043533,,477.0,0.00025330259813927114
192.87519097328186,0.0,-0.06805539131164551,-0.011266198009252548,0.00026740311295725405,,0.0063259899616241455,0.4251321256160736,942,78080,1763260283.074137,0.001019645482301712,,477.0,0.0002532257931306958
193.91153359413147,,,,,500.0,,,948,78637,1763260284.1104796,,500.0,,
198.8564751148224,0.0,-1.3427767753601074,0.006103508174419403,0.0034517236053943634,,0.0024372246116399765,0.4696274697780609,974,81280,1763260289.055421,0.0003512352705001831,,479.0,0.00025130569702014327
199.72048139572144,0.0,-0.05324351787567139,0.00926508754491806,0.0010109709110110998,,-0.005041942931711674,0.448524534702301,980,81920,1763260289.9194274,0.0006671035662293434,,480.0,0.00025092167197726667
200.27217078208923,0.0,-0.5623823404312134,0.002223066985607147,0.000794808438513428,,0.00030253641307353973,0.4725579023361206,985,82432,1763260290.4711168,0.00022056885063648224,,481.0,0.0002506144519429654
201.46373081207275,0.02734375,-0.7916578054428101,0.026429254561662674,0.0008829226717352867,,-0.020330633968114853,0.44356590509414673,995,83456,1763260291.6626768,0.008438779972493649,,484.0,0.0002500000118743628
201.63442659378052,,,,,500.0,,,997,83637,1763260291.8333726,,500.0,,
204.59688782691956,0.0078125,0.06811165809631348,-0.03446153923869133,141.60350036621094,,0.013604877516627312,0.4052591323852539,1015,85376,1763260294.7958338,0.005392148159444332,,486.0,0.000248847936745733
205.50046157836914,0.0,0.20852410793304443,-0.004292130470275879,0.03855591267347336,,-0.0003977930173277855,0.4638848304748535,1020,85888,1763260295.6994076,0.00034607667475938797,,487.0,0.00024854071671143174
207.3798532485962,0.0,-3.3263750076293945,-0.00013139843940734863,2.488252639770508,,0.010143108665943146,0.39981603622436523,1031,86912,1763260297.5787992,0.0003185197710990906,,487.0,0.0002479262766428292
210.54590964317322,0.0,4.291534423828125e-06,0.005061732605099678,313.41290283203125,,-0.0013960320502519608,0.42483532428741455,1050,88832,1763260300.7448556,0.0004864763468503952,,489.0,0.0002467742015141994
210.94452786445618,0.0,0.4452877640724182,0.0035305842757225037,0.001857448136433959,,0.0011631762608885765,0.39811185002326965,1053,89216,1763260301.1434739,0.0001777810975909233,,490.0,0.0002465437864884734
211.47233128547668,,,,,500.0,,,1058,89726,1763260301.6712773,,500.0,,
214.69031310081482,0.0,0.7822661399841309,-0.007744270376861095,0.00021037929400335997,,0.0028587616980075836,0.4211226999759674,1082,92160,1763260304.889259,0.0010853111743927002,,496.0,0.00024477727129124105
214.73917174339294,,,,,500.0,,,1083,92226,1763260304.9381177,,500.0,,
216.2858784198761,0.0,0.06920057535171509,-0.013350976631045341,0.0005427447031252086,,0.020899226889014244,0.4537791609764099,1091,93056,1763260306.4848244,0.0016730651259422302,,497.0,0.0002442396362312138
218.99007105827332,0.01953125,-4.275903701782227,-0.01865115389227867,0.0010196528164669871,,0.013038147240877151,0.47227466106414795,1106,94592,1763260309.189017,0.00595172680914402,,498.0,0.00024331797612830997
220.74196863174438,0.0,-0.0004514455795288086,0.0020294189453125,535.7042236328125,,-6.388872861862183e-05,0.5145907402038574,1118,95744,1763260310.9409146,0.0007321815937757492,,499.0,0.00024262673105113208
221.91168665885925,0.0,-0.021633028984069824,-0.003744563553482294,0.0007583766710013151,,0.0031107058748602867,0.46390199661254883,1125,96512,1763260312.1106327,0.00036102253943681717,,500.0,0.00024216590099968016
223.01660656929016,0.0,0.00015968084335327148,0.001513548195362091,466.0135498046875,,0.0013314401730895042,0.48401474952697754,1133,97280,1763260313.2155526,0.0002201395109295845,,502.0,0.00024170507094822824
224.42775511741638,0.0,0.09833741188049316,-0.001157604157924652,0.0006802206626161933,,-0.013703471049666405,0.5667029023170471,1145,98560,1763260314.626701,0.0006475429981946945,,504.0,0.00024093702086247504
226.64769172668457,0.001953125,0.8301735520362854,-0.005836963653564453,0.0003308771993033588,,0.011705159209668636,0.4653720259666443,1164,100480,1763260316.8466377,0.0011404892429709435,,508.0,0.00023978494573384523
226.7870855331421,0.0,0.27326351404190063,-0.005730122327804565,0.0002711740380618721,,-0.003381115384399891,0.4960747957229614,1165,100608,1763260316.9860315,0.0001302538439631462,,509.0,0.00023970814072526991
227.4917049407959,0.0,-0.000544428825378418,-0.004086412489414215,456.96734619140625,,-0.0036235572770237923,0.50160813331604,1172,101248,1763260317.690651,0.0007623834535479546,,510.0,0.0002393241156823933
228.53287839889526,,,,,500.0,,,1181,102226,1763260318.7318244,,500.0,,
229.12153315544128,,,,,500.0,,,1186,102726,1763260319.3204792,,500.0,,
230.96022415161133,0.001953125,-0.06196701526641846,-0.010884856805205345,0.00516318716108799,,0.0028784358873963356,0.43356624245643616,1197,103808,1763260321.1591702,0.0009900117293000221,,514.0,0.0002377880155108869
233.60740756988525,0.0,0.07212847471237183,-0.0019730255007743835,0.005329510197043419,,-0.004373989067971706,0.4957211911678314,1213,105344,1763260323.8063536,0.00045108143240213394,,515.0,0.00023686635540798306
234.02164816856384,0.009765625,-0.4347527027130127,0.00408678874373436,0.0014892350882291794,,-0.00798677559942007,0.48551568388938904,1215,105600,1763260324.2205942,0.0005502672865986824,,515.0,0.00023671274539083242
235.80276775360107,,,,,500.0,,,1226,106641,1763260326.0017138,,500.0,,
236.6348738670349,0.001953125,-0.08382439613342285,0.0007303543388843536,0.0001345281780231744,,-0.009210625663399696,0.4735164940357208,1230,107136,1763260326.8338199,0.0013261325657367706,,516.0,0.00023579108528792858
237.32199788093567,0.001953125,-0.08425509929656982,-0.006870832294225693,0.00033251181594096124,,-0.0011690948158502579,0.5313866138458252,1234,107520,1763260327.5209439,0.0008729659020900726,,516.0,0.00023556067026220262
239.18824315071106,,,,,500.0,,,1245,108641,1763260329.3871891,,500.0,,
240.873370885849,0.0,-0.9273518323898315,-0.016586802899837494,0.00010316574480384588,,0.0022680722177028656,0.5289871096611023,1254,109568,1763260331.072317,0.0011616386473178864,,517.0,0.0002343317901249975
243.0320770740509,0.0,-9.882450103759766e-05,0.004327297210693359,397.39727783203125,,0.0029821544885635376,0.4660678505897522,1271,111232,1763260333.231023,0.00037091411650180817,,520.0,0.00023333333956543356
246.4894151687622,,,,,500.0,,,1299,114141,1763260336.6883612,,500.0,,
251.35793232917786,0.0,0.0001906752586364746,0.0022437050938606262,193.9221954345703,,0.003036017529666424,0.48574304580688477,1339,118144,1763260341.5568783,0.00036791060119867325,,531.0,0.00022918586910236627
251.5046525001526,0.0,0.20545345544815063,-0.010484166443347931,0.00404022540897131,,-0.005966235883533955,0.38141223788261414,1340,118272,1763260341.7035985,0.00035249534994363785,,532.0,0.00022910906409379095
252.43479418754578,0.0,-0.016241788864135742,0.009942635893821716,538.28759765625,,-0.0008239438757300377,0.47451546788215637,1349,119168,1763260342.6337402,0.0006217444315552711,,533.0,0.0002285714290337637
253.93581652641296,,,,,500.0,,,1363,120641,1763260344.1347625,,500.0,,
254.17988920211792,0.0,-0.08516883850097656,-0.005564567632973194,0.003535719821229577,,0.0021612579002976418,0.4970550537109375,1365,120832,1763260344.3788352,0.00010991934686899185,,537.0,0.00022757296392228454
254.7388572692871,0.0625,0.842107355594635,-0.024555452167987823,0.0012012256775051355,,0.032987795770168304,0.45088374614715576,1370,121344,1763260344.9378033,0.014995422214269638,,538.0,0.00022726574388798326
255.9184238910675,0.0,0.1780824065208435,-0.004367642104625702,0.005829930305480957,,0.0026865769177675247,0.3617175221443176,1380,122368,1763260346.11737,0.000951884314417839,,539.0,0.0002266513038193807
256.151939868927,0.0,0.08887064456939697,0.0024439916014671326,0.0009015630348585546,,0.004374068230390549,0.44984495639801025,1381,122496,1763260346.3508859,0.00024275854229927063,,539.0,0.00022657449881080538
257.2440197467804,,,,,500.0,,,1388,123141,1763260347.4429657,,500.0,,
258.4899458885193,0.0,0.34006333351135254,-0.011431865394115448,0.0004454442532733083,,0.006914603523910046,0.4570077061653137,1395,123904,1763260348.688892,0.00032990332692861557,,540.0,0.00022572964371647686
259.11372995376587,0.0,-0.5961900949478149,0.0010408908128738403,0.004095470532774925,,-0.004704316146671772,0.4430120587348938,1399,124288,1763260349.312676,9.211990982294083e-05,,540.0,0.0002254992286907509
260.1856544017792,0.0,0.21027278900146484,0.0004765912890434265,0.0005459177191369236,,0.001885850913822651,0.4946022927761078,1405,124928,1763260350.3846004,5.9767626225948334e-05,,540.0,0.0002251152036478743
264.6792378425598,,,,,500.0,,,1432,127641,1763260354.8781838,,500.0,,
264.8809058666229,0.0,0.0002740621566772461,-0.001050598919391632,497.4196472167969,,0.003066456876695156,0.46865928173065186,1433,127744,1763260355.0798519,0.0004696818068623543,,542.0,0.00022342549345921725
267.99980092048645,0.0078125,-0.19941067695617676,0.009801262989640236,5.074568616691977e-05,,0.01941702514886856,0.5164262056350708,1455,130048,1763260358.198747,0.006050689145922661,,544.0,0.00022204301785677671
268.05398297309875,,,,,500.0,,,1456,130141,1763260358.252929,,500.0,,
268.26375246047974,0.0,-5.9723854064941406e-05,-0.0052569955587387085,604.3207397460938,,0.0018236786127090454,0.4571438729763031,1457,130176,1763260358.4626985,0.0003634076565504074,,544.0,0.0002219662128482014
275.89171981811523,0.0,-0.0026346445083618164,-0.0031928718090057373,0.00017698670853860676,,0.005994427017867565,0.5830115675926208,1514,136064,1763260366.0906658,0.00020405929535627365,,551.0,0.00021843318245373666
276.5813076496124,0.0,0.00020194053649902344,-0.008276417851448059,368.3626403808594,,0.0016660718247294426,0.46986261010169983,1521,136704,1763260366.7802536,0.0005952725186944008,,552.0,0.00021804915741086006
277.0232141017914,,,,,500.0,,,1525,137141,1763260367.22216,,500.0,,
277.2840757369995,0.0,0.008486926555633545,-0.005618993192911148,0.0043824235908687115,,0.0015604253858327866,0.5330281853675842,1527,137344,1763260367.4830217,0.0004910696297883987,,553.0,0.00021766513236798346
277.52126932144165,0.0,-0.19853496551513672,-0.0033155232667922974,0.0001649361802265048,,0.003321578726172447,0.5459316968917847,1529,137600,1763260367.7202153,0.00031293369829654694,,554.0,0.00021751152235083282
278.0575580596924,0.0,-0.3553810119628906,-0.002748969942331314,0.00017932312039192766,,0.0032671811059117317,0.5275278091430664,1534,138112,1763260368.256504,9.651388972997665e-05,,555.0,0.00021720430231653154
278.22897958755493,0.0,-9.572505950927734e-05,-0.0010076239705085754,355.60345458984375,,0.004274568520486355,0.5424884557723999,1536,138240,1763260368.4279256,4.300940781831741e-05,,555.0,0.00021712749730795622
279.44717741012573,0.0,0.020813047885894775,0.0005460036918520927,0.000632994226180017,,-0.005215388722717762,0.5393663644790649,1543,139008,1763260369.6461234,0.00038461852818727493,,555.0,0.0002166666672565043
279.68561029434204,,,,,500.0,,,1545,139141,1763260369.8845563,,500.0,,
279.8614754676819,0.0,-3.1828880310058594e-05,-0.004159253090620041,140.3218231201172,,0.004264586605131626,0.5488977432250977,1546,139264,1763260370.0604215,0.00022446271032094955,,555.0,0.00021651305723935366
281.85365080833435,0.0,0.19859164953231812,-0.00263793021440506,0.00017923302948474884,,0.005283906124532223,0.49742162227630615,1558,140544,1763260372.0525968,0.00014366675168275833,,556.0,0.00021574500715360045
281.90503311157227,,,,,500.0,,,1559,140641,1763260372.103979,,500.0,,
282.6390233039856,0.001953125,0.25649547576904297,-0.019706901162862778,0.00014961356646381319,,-0.01970396749675274,0.5262067317962646,1563,141056,1763260372.8379693,0.0017628194764256477,,556.0,0.00021543778711929917
283.07816672325134,0.005859375,-0.015608549118041992,0.021279431879520416,0.004251072648912668,,0.012169512920081615,0.5002187490463257,1566,141312,1763260373.2771127,0.002609461545944214,,556.0,0.00021528417710214853
286.71391129493713,0.001953125,-0.4116218090057373,-0.01039183884859085,0.0002195368433604017,,0.012237945571541786,0.5090056657791138,1588,143616,1763260376.9128573,0.002868128940463066,,557.0,0.00021390168694779277
286.74311566352844,,,,,500.0,,,1589,143641,1763260376.9420617,,500.0,,
287.72820496559143,0.0,-0.1942061185836792,-0.0304066464304924,0.00029375599115155637,,0.011713311076164246,0.5640400648117065,1597,144512,1763260377.927151,0.003907249309122562,,559.0,0.00021336405188776553
288.87472462654114,0.001953125,-0.05989217758178711,-0.010224584490060806,0.00012910155055578798,,-0.008799956180155277,0.5014683604240417,1607,145536,1763260379.0736706,0.001758168451488018,,560.0,0.00021274961181916296
289.0534608364105,0.0,3.2067298889160156e-05,0.0024184435606002808,512.8355102539062,,0.0010094158351421356,0.5678374767303467,1609,145664,1763260379.2524068,0.0005386974662542343,,560.0,0.00021267280681058764
289.19784212112427,0.0,0.07546007633209229,-0.0009866207838058472,0.002750666346400976,,-0.002100009471178055,0.5209241509437561,1610,145792,1763260379.3967881,8.523650467395782e-05,,560.0,0.00021259600180201232
289.45439743995667,0.0,0.055999159812927246,-0.004583887755870819,7.098918285919353e-05,,0.0008921558037400246,0.5392491221427917,1612,146048,1763260379.6533434,0.0009077740833163261,,561.0,0.00021244239178486168
291.44084787368774,0.0,-0.30033743381500244,-0.004379376769065857,0.00024324383412022144,,-0.005600723437964916,0.5548090934753418,1626,147456,1763260381.6397939,0.000264008529484272,,562.0,0.00021159753669053316
293.4556565284729,,,,,500.0,,,1638,148641,1763260383.6546025,,500.0,,
299.56633162498474,0.0,-0.15107083320617676,-0.0003862660378217697,0.0005630460800603032,,0.004067813046276569,0.5565105080604553,1687,153600,1763260389.7652776,3.2036565244197845e-05,,568.0,0.00020791091083083302
304.56283044815063,0.001953125,-0.03950202465057373,-0.0018263421952724457,0.00015845014422666281,,0.016602013260126114,0.5753058195114136,1732,158208,1763260394.7617764,0.0012907488271594048,,574.0,0.0002051459305221215
306.63993525505066,0.0,-0.08295905590057373,-0.015482805669307709,0.005600680597126484,,-0.00728938914835453,0.5966148972511292,1745,159488,1763260396.8388813,0.0013240352272987366,,574.0,0.0002043778804363683
307.62294578552246,,,,,500.0,,,1753,160289,1763260397.8218918,,500.0,,
307.81894612312317,0.0,2.4437904357910156e-06,-0.0010739490389823914,301.91546630859375,,0.005696700885891914,0.5516799688339233,1754,160384,1763260398.0178921,0.0006624143570661545,,575.0,0.00020384024537634104
309.21923327445984,0.0,-0.16613852977752686,-0.007055731490254402,0.003669445402920246,,-0.0037925587967038155,0.5762161016464233,1765,161536,1763260399.4181793,0.0006482573226094246,,576.0,0.00020314900029916316
309.52202582359314,0.0,7.30752944946289e-05,-0.004879249259829521,857.8021850585938,,0.005064088851213455,0.5526900291442871,1768,161792,1763260399.7209718,0.0005738083273172379,,577.0,0.00020299539028201252
