_step,losses/policy_loss,charts/episodic_length,charts/episodic_return,global_step,losses/approx_kl,losses/old_approx_kl,_runtime,charts/SPS,losses/entropy,losses/clipfrac,charts/learning_rate,losses/explained_variance,losses/value_loss,_timestamp
274,-1.379847526550293e-05,,,14592,7.1106478571891785e-06,-0.0005005048587918282,66.4180736541748,384.0,0.5068175196647644,0.0,0.0002913210482802242,-0.006141781806945801,81.05406188964844,1763260157.3708496
292,-0.00039965659379959106,,,15872,0.00029237009584903717,-0.004487317055463791,68.74948716163635,394.0,0.5412322282791138,0.0,0.000290552998194471,0.04077565670013428,94.79204559326172,1763260159.702263
321,,120.0,120.0,17899,,,73.17572903633118,,,,,,,1763260164.128505
327,,117.0,117.0,18314,,,74.36986351013184,,,,,,,1763260165.3226395
330,,114.0,114.0,18499,,,74.78801798820496,,,,,,,1763260165.740794
332,,100.0,100.0,18599,,,75.15627574920654,,,,,,,1763260166.1090517
337,-0.000997571274638176,,,18944,0.00028582941740751266,-0.005059921182692051,76.22022819519043,396.0,0.5383078455924988,0.0,0.0002887096779886633,0.03598529100418091,90.30546569824219,1763260167.1730042
340,-0.005185998976230621,,,19072,0.00012210756540298462,0.002848926931619644,76.65772271156311,395.0,0.5296226739883423,0.0,0.000288632872980088,0.2057732343673706,89.28663635253906,1763260167.6104987
370,-0.000964827835559845,,,20992,4.7147274017333984e-05,-0.0014895983040332794,81.2385401725769,397.0,0.5425297021865845,0.0,0.0002874807978514582,0.307870090007782,58.507286071777344,1763260172.1913161
375,0.007615178823471069,,,21376,0.0007417155429720879,-0.015248848125338554,82.02437472343445,399.0,0.5383338928222656,0.0,0.00028725038282573223,0.6596694588661194,50.02818298339844,1763260172.9771507
396,0.0010924898087978363,,,23168,3.4506432712078094e-05,0.0013572489842772484,85.5944447517395,405.0,0.5791068077087402,0.0,0.00028617511270567775,0.11583739519119263,48.601402282714844,1763260176.5472207
425,,227.0,227.0,25617,,,90.6407036781311,,,,,,,1763260181.5934796
441,0.00086207315325737,,,26880,0.00023914501070976257,-0.004226766526699066,93.39009952545166,414.0,0.5213637351989746,0.0,0.00028394776745699346,0.09226047992706299,108.12715148925781,1763260184.3428755
450,0.0005724728107452393,,,27520,0.0002680225297808647,-0.00042121950536966324,94.75673365592957,415.0,0.5380908846855164,0.0,0.00028356374241411686,0.7932753562927246,37.1209602355957,1763260185.7095096
471,0.0006686560809612274,,,29056,4.523433744907379e-06,-0.00013293232768774033,97.96700596809387,418.0,0.5166977643966675,0.0,0.000282642082311213,0.5903289318084717,28.814693450927734,1763260188.919782
481,,224.0,224.0,29700,,,99.41892862319946,,,,,,,1763260190.3717046
490,0.0002781674265861511,,,30336,3.124494105577469e-05,0.0007370738312602043,100.7701370716095,419.0,0.46641722321510315,0.0,0.0002818740322254598,0.1004633903503418,32.393714904785156,1763260191.722913
504,,128.0,128.0,31500,,,103.18265771865845,,,,,,,1763260194.1354337
515,-0.02547372132539749,,,32512,0.008218996226787567,0.023192478343844414,105.22104024887085,423.0,0.5322079658508301,0.013671875,0.00028056834707967937,0.9738407135009766,13.3681640625,1763260196.1738162
530,,326.0,326.0,33840,,,107.85485577583313,,,,,,,1763260198.8076317
539,0.001359516754746437,,,34688,0.00021449103951454163,-0.002742193639278412,109.63453483581543,427.0,0.5074945688247681,0.0,0.0002792626619338989,0.7979487180709839,69.46945190429688,1763260200.5873108
547,-0.009467478841543198,,,35456,0.0006194515153765678,-0.003687906078994274,111.18173670768738,428.0,0.4952714741230011,0.0,0.000278801831882447,-0.6303735971450806,20.102733612060547,1763260202.1345127
555,-0.007814712822437286,,,36224,0.0007939664646983147,-0.0016371598467230797,112.75116920471191,429.0,0.4870416522026062,0.001953125,0.0002783410018309951,0.7485832571983337,43.96516799926758,1763260203.7039452
559,-0.001938357949256897,,,36608,0.00042235851287841797,0.0019052978605031967,113.51953506469727,430.0,0.4718702435493469,0.0,0.0002781105868052691,0.004726827144622803,14.919319152832031,1763260204.472311
568,0.0019848495721817017,,,37504,0.0001736711710691452,-0.003623953089118004,115.27981185913086,432.0,0.5399757027626038,0.0,0.0002775729517452419,0.7742375135421753,48.36949920654297,1763260206.2325878
595,0.00021313130855560303,,,39936,0.0005408218130469322,0.0014388049021363258,120.27463889122009,435.0,0.543899655342102,0.0,0.00027611368568614125,0.9241164922714233,5.434955596923828,1763260211.2274148
612,0.018598273396492004,,,41600,0.0021409988403320312,-0.0008402466773986816,123.5399317741394,437.0,0.5239977240562439,0.0,0.0002751152205746621,0.9658069610595703,5.956539630889893,1763260214.4927077
614,,92.0,92.0,41699,,,123.65574407577515,,,,,,,1763260214.60852
630,,177.0,177.0,42966,,,126.38844537734985,,,,,,,1763260217.3412213
636,,324.0,324.0,43494,,,127.48814940452576,,,,,,,1763260218.4409254
640,0.013766001909971237,,,43904,0.0009209662675857544,-0.01226590946316719,128.47713565826416,439.0,0.45156922936439514,0.0,0.0002737327304203063,0.7451330423355103,12.314971923828125,1763260219.4299116
650,0.00167856365442276,,,44928,0.0022337250411510468,-0.003629907965660095,130.54925417900085,440.0,0.47982072830200195,0.0,0.00027311829035170376,-0.03862440586090088,6.0316643714904785,1763260221.5020301
664,0.010138854384422302,,,46336,0.0010630004107952118,0.0022029373794794083,133.379536151886,441.0,0.49593013525009155,0.0,0.00027227343525737524,0.8673449754714966,4.572636127471924,1763260224.332312
684,-0.0029631629586219788,,,48256,0.0003394894301891327,-0.007913677021861076,137.38006901741028,443.0,0.4707479476928711,0.0,0.00027112136012874544,-0.11428940296173096,220.90838623046875,1763260228.332845
689,-0.0004501640796661377,,,48768,8.958578109741211e-05,-0.0010069962590932846,138.40678668022156,443.0,0.44676029682159424,0.0,0.00027081414009444416,0.003407895565032959,267.7803039550781,1763260229.3595626
698,,500.0,500.0,49739,,,140.18818354606628,,,,,,,1763260231.1409595
702,9.007332846522331e-05,,,50176,0.00038121361285448074,0.0038113603368401527,141.1648874282837,445.0,0.49290135502815247,0.0,0.00026996928500011563,0.5150468349456787,3.264779567718506,1763260232.1176634
707,,422.0,422.0,50661,,,142.0438141822815,,,,,,,1763260232.9965901
729,-0.0068886131048202515,,,52736,0.0008808877319097519,0.0010838694870471954,146.33466339111328,447.0,0.4157423973083496,0.00390625,0.00026843318482860923,0.18482619524002075,193.32992553710938,1763260237.2874393
757,,500.0,500.0,55515,,,151.77069973945618,,,,,,,1763260242.7234757
762,,500.0,500.0,56015,,,152.76516962051392,,,,,,,1763260243.7179456
767,-0.007748674601316452,,,56448,0.0018927296623587608,-0.0030159736052155495,153.7628538608551,450.0,0.4340430200099945,0.001953125,0.00026620583957992494,0.7529604434967041,151.8729248046875,1763260244.7156298
775,0.006820552051067352,,,57216,0.00041547324508428574,0.0035813944414258003,155.23238039016724,451.0,0.4551243782043457,0.0,0.000265745009528473,-0.006254911422729492,385.72003173828125,1763260246.1851563
788,0.0018077343702316284,,,58368,0.00020562484860420227,-0.006246468052268028,157.57094955444336,452.0,0.4288003146648407,0.0,0.00026505376445129514,0.14624977111816406,171.02743530273438,1763260248.5237255
797,0.0021279603242874146,,,59264,0.0004248879849910736,-0.0023764092475175858,159.2706594467163,453.0,0.4112062156200409,0.0,0.0002645161293912679,-1.1524803638458252,58.88882064819336,1763260250.2234354
806,-0.0027865618467330933,,,60032,0.00034331064671278,-0.00041966233402490616,160.81081986427307,453.0,0.42850708961486816,0.0,0.000264055299339816,-0.2439732551574707,3.1739308834075928,1763260251.7635958
815,-0.014931648969650269,,,60800,0.0011540977284312248,0.004090425558388233,162.35974025726318,454.0,0.47165611386299133,0.0,0.00026359446928836405,-0.8058907985687256,2.0268478393554688,1763260253.3125162
863,,378.0,378.0,65220,,,171.1811544895172,,,,,,,1763260262.1339304
872,,277.0,277.0,66004,,,172.77949690818787,,,,,,,1763260263.7322729
876,-0.0029751062393188477,,,66432,0.0015772152692079544,-0.0046138763427734375,173.7384283542633,457.0,0.43814247846603394,0.0,0.00026021504891104996,-8.502281188964844,0.8752092123031616,1763260264.6912043
922,-0.007059674710035324,,,71040,0.00021056830883026123,-0.0027849115431308746,182.80894017219543,460.0,0.582017183303833,0.0,0.00025745006860233843,-0.18019819259643555,0.007958535104990005,1763260273.7617161
930,-0.016827844083309174,,,71808,0.002348862588405609,-0.0031584594398736954,184.32450413703918,460.0,0.550084114074707,0.0,0.0002569892385508865,0.3157520294189453,0.00693580973893404,1763260275.27728
938,,500.0,500.0,72584,,,185.85649228096008,,,,,,,1763260276.8092682
941,0.004356130957603455,,,72960,0.0014813700690865517,0.008487035520374775,186.55040788650513,461.0,0.5777382850646973,0.0,0.00025629799347370863,-0.09518945217132568,0.0003818974073510617,1763260277.5031838
942,,500.0,500.0,73084,,,186.61590933799744,,,,,,,1763260277.5686853
948,-0.009812124073505402,,,73600,0.0011540232226252556,0.009004131890833378,187.8649549484253,461.0,0.4924405515193939,0.0,0.00025591396843083203,0.0009227395057678223,394.26727294921875,1763260278.817731
974,0.0023654233664274216,,,76288,0.0008630529046058655,-0.00560886412858963,193.19031071662903,463.0,0.5468612313270569,0.0,0.0002543010632507503,0.20215487480163574,0.005026403348892927,1763260284.1430867
980,-0.022177904844284058,,,76928,0.004217209294438362,0.016697298735380173,194.44699954986572,463.0,0.43663978576660156,0.005859375,0.0002539170382078737,0.25915998220443726,0.000580544350668788,1763260285.3997755
985,-0.006319304928183556,,,77440,0.0026083802804350853,0.01973160356283188,195.43142747879028,463.0,0.4527754783630371,0.0,0.0002536098181735724,0.37812942266464233,0.002653480740264058,1763260286.3842034
995,-0.04591672122478485,,,78464,0.007735757157206535,0.016476299613714218,197.36923956871033,464.0,0.4875865876674652,0.017578125,0.00025299537810496986,0.39711207151412964,0.0004861297784373164,1763260288.3220155
997,0.004776472225785255,,,78592,0.0007469374686479568,0.008423209190368652,197.6407642364502,464.0,0.4795243740081787,0.0,0.00025291857309639454,0.0003268122673034668,657.2649536132812,1763260288.5935402
1015,0.020295895636081696,,,80512,0.0022603850811719894,0.011412745341658592,200.0276758670807,469.0,0.46957626938819885,0.005859375,0.0002517665270715952,-3.1860008239746094,0.00047888513654470444,1763260290.9804518
1020,-0.010212946683168411,,,81024,0.0016071945428848267,-0.00975893810391426,200.61914920806885,470.0,0.4130036532878876,0.0,0.0002514593070372939,-0.038861632347106934,0.0001760588347679004,1763260291.5719252
1031,,500.0,500.0,82084,,,202.23011326789856,,,,,,,1763260293.1828892
1050,-0.0015443824231624603,,,84096,0.0005421629175543785,-0.006515576504170895,205.8624505996704,474.0,0.5071737766265869,0.0,0.0002496159868314862,-8.511543273925781e-05,326.0334777832031,1763260296.8152266
1053,-0.0037849098443984985,,,84480,0.0008857222273945808,-0.0025194594636559486,206.54224181175232,474.0,0.5234004855155945,0.0,0.00024938557180576026,-0.09704577922821045,0.0001704708847682923,1763260297.4950178
1058,-0.012660263106226921,,,84992,0.0016103321686387062,-0.006086417473852634,207.4590106010437,474.0,0.5041438341140747,0.00390625,0.000249078351771459,-0.7669577598571777,0.0005417850334197283,1763260298.4117866
1083,-0.034314125776290894,,,87552,0.005143383517861366,0.006635516881942749,211.08698797225952,479.0,0.5072993040084839,0.00390625,0.0002475422515999526,0.25830668210983276,0.00015808515308890492,1763260302.039764
1091,-0.014438800513744354,,,88320,0.002500167116522789,-0.007473930716514587,211.91070127487183,481.0,0.5313850045204163,0.001953125,0.00024708142154850066,-0.5165170431137085,0.007503592409193516,1763260302.8634772
1106,3.6677345633506775e-05,,,89856,0.0013675317168235779,0.0038679298013448715,214.25369691848755,483.0,0.4480443000793457,0.0,0.0002461597614455968,-0.18892693519592285,0.0006771290791220963,1763260305.2064729
1118,,500.0,500.0,91084,,,216.40007996559143,,,,,,,1763260307.352856
1125,-0.0062034353613853455,,,91776,0.0016187746077775955,0.0004436112940311432,217.7487452030182,484.0,0.4411555528640747,0.0,0.000245007686316967,0.05696052312850952,0.005185916554182768,1763260308.7015212
1133,,500.0,500.0,92584,,,219.13914585113525,,,,,,,1763260310.0919218
1145,-0.02984682470560074,,,93824,0.0034187082201242447,-0.008142484351992607,221.00205326080322,487.0,0.40403079986572266,0.0,0.0002437788061797619,0.5765302181243896,0.007582338061183691,1763260311.9548292
1164,-0.0018338318914175034,,,95744,0.0008614445105195045,0.0077326660975813866,223.4448800086975,491.0,0.4744730591773987,0.001953125,0.00024262673105113208,0.6824525594711304,0.005633659660816193,1763260314.397656
1165,-0.009684279561042786,,,95872,0.0052238209173083305,0.01647775247693062,223.5935413837433,491.0,0.41574472188949585,0.01953125,0.00024254992604255676,0.8286247253417969,0.0008953328942880034,1763260314.5463173
1172,,500.0,500.0,96584,,,224.36543107032776,,,,,,,1763260315.318207
1181,-0.0019658133387565613,,,97536,0.000613049603998661,0.0019226698204874992,225.48173069953918,495.0,0.4052857458591461,0.0,0.0002415514609310776,-1.6988346576690674,0.0005970891797915101,1763260316.4345067
1186,-0.020050078630447388,,,98048,0.00354798324406147,-0.0029034744948148727,226.0346646308899,496.0,0.45342573523521423,0.005859375,0.00024124424089677632,0.0006589889526367188,0.0002178877330152318,1763260316.9874406
1197,,500.0,500.0,99084,,,227.18455624580383,,,,,,,1763260318.1373322
1213,-0.00953245535492897,,,100864,0.0012337127700448036,-0.004445121623575687,229.53713369369507,501.0,0.4688243865966797,0.0,0.00023955453070811927,0.3294934034347534,0.0008206175989471376,1763260320.4899096
1215,,500.0,500.0,101084,,,229.83604526519775,,,,,,,1763260320.7888212
1226,-0.0010130777955055237,,,102144,0.0003462163731455803,0.001316203735768795,231.95785880088806,501.0,0.42698705196380615,0.0,0.00023878648062236607,0.011114895343780518,724.4579467773438,1763260322.9106348
1230,,500.0,500.0,102584,,,232.67895340919495,,,,,,,1763260323.6317294
1234,-0.007193353027105331,,,103040,0.009174837730824947,-0.003979557193815708,233.52741956710815,502.0,0.46829134225845337,0.021484375,0.00023824884556233883,-0.7530667781829834,0.0003053366672247648,1763260324.4801955
1245,,500.0,500.0,104084,,,235.33244228363037,,,,,,,1763260326.2852182
1254,,500.0,500.0,105084,,,236.99426317214966,,,,,,,1763260327.9470391
1271,-0.006914492696523666,,,106752,0.0020702416077256203,-0.003115965984761715,240.11893606185913,504.0,0.44373515248298645,0.0,0.00023602150031365454,-0.3110872507095337,0.004135780967772007,1763260331.071712
1299,,500.0,500.0,109584,,,243.6414167881012,,,,,,,1763260334.5941927
1339,-0.0006042197346687317,,,113664,0.0004861326888203621,-0.004653810523450375,248.29728865623474,517.0,0.33092063665390015,0.0,0.00023187404440250248,-0.004858493804931641,331.4071960449219,1763260339.2500646
1340,-0.028343698009848595,,,113792,0.002069927752017975,-0.0063193850219249725,248.43616151809692,517.0,0.3299306631088257,0.001953125,0.00023179723939392716,0.30366623401641846,0.005424680188298225,1763260339.3889375
1349,-0.0023333169519901276,,,114688,5.5958516895771027e-05,-4.4669024646282196e-05,249.55566573143005,518.0,0.33992627263069153,0.0,0.00023125960433389992,0.001578688621520996,446.4161071777344,1763260340.5084417
1363,-0.0029156245291233063,,,116224,0.0002054153010249138,3.562401980161667e-05,251.32709097862244,521.0,0.3085949420928955,0.0,0.00023033794423099607,0.38008761405944824,0.007599785458296537,1763260342.279867
1365,-0.0017901547253131866,,,116480,0.0024539949372410774,0.009085581637918949,251.59061670303345,522.0,0.39991438388824463,0.0,0.00023018433421384543,-0.27628660202026367,0.00040141044883057475,1763260342.5433927
1370,0.007172714918851852,,,116992,0.0014114649966359138,0.012509590946137905,252.19997000694275,522.0,0.34092816710472107,0.0,0.00022987711417954415,0.5125123262405396,0.00023115542717278004,1763260343.152746
1380,-0.02581021934747696,,,118016,0.0047878073528409,-0.002424967475235462,253.3802011013031,524.0,0.33889225125312805,0.0546875,0.0002292626741109416,-0.2879629135131836,0.00040244741830974817,1763260344.332977
1381,,500.0,500.0,118084,,,253.41667318344116,,,,,,,1763260344.3694491
1388,-0.004902563989162445,,,118784,0.00304263923317194,0.0018682749941945076,254.27239775657654,526.0,0.3271091878414154,0.0,0.00022880184405948967,0.38170814514160156,0.0038291241507977247,1763260345.2251737
1395,-0.01474800705909729,,,119552,0.006925323978066444,0.010882645845413208,255.2100203037262,527.0,0.23878082633018494,0.076171875,0.00022834101400803775,0.03907179832458496,0.0009412940125912428,1763260346.1627963
1399,0.0016142725944519043,,,119936,0.001586873084306717,0.025211114436388016,255.91046857833862,527.0,0.28740113973617554,0.0,0.00022811059898231179,-1.991358995437622,0.0006546300719492137,1763260346.8632445
1405,-0.00404541939496994,,,120576,0.00025925133377313614,-0.008748508058488369,256.95141196250916,527.0,0.28995683789253235,0.0,0.00022772657393943518,0.38160741329193115,0.00012130747199989855,1763260347.904188
1432,-0.009101111441850662,,,123264,0.0016631372272968292,0.013002274557948112,261.43948435783386,529.0,0.45453110337257385,0.0078125,0.00022611366875935346,-0.3316977024078369,0.009376397356390953,1763260352.3922603
1433,0.0014784056693315506,,,123392,0.0003658030182123184,-0.0034491773694753647,261.63217425346375,529.0,0.48220497369766235,0.0,0.00022603686375077814,-0.015201449394226074,0.00032117360387928784,1763260352.5849502
1455,,500.0,500.0,125584,,,265.1847400665283,,,,,,,1763260356.137516
1456,0.00040223076939582825,,,125696,0.00011110212653875351,-0.0011806534603238106,265.36326479911804,530.0,0.43449828028678894,0.0,0.00022465437359642237,-0.001229405403137207,433.84344482421875,1763260356.3160408
1457,-0.013376891613006592,,,125824,0.0019162455573678017,0.022752057760953903,265.5202991962433,530.0,0.41218942403793335,0.01171875,0.00022457756858784705,-0.8103480339050293,0.011039426550269127,1763260356.4730752
1514,0.0014597401022911072,,,131712,0.000832858495414257,-0.0023756297305226326,273.7570466995239,536.0,0.4595230221748352,0.0,0.00022104455274529755,0.25166434049606323,0.012393946759402752,1763260364.7098227
1521,0.0033212117850780487,,,132480,0.00046279653906822205,0.014187876135110855,274.69936442375183,538.0,0.5105800032615662,0.001953125,0.00022058372269384563,-0.3918623924255371,0.0004911790601909161,1763260365.6521404
1525,-0.004562028683722019,,,132864,0.00023555289953947067,0.004092958755791187,275.21388578414917,538.0,0.49575498700141907,0.0,0.00022035330766811967,-0.02144300937652588,0.0005278764292597771,1763260366.1666617
1527,,500.0,500.0,133084,,,275.3890142440796,,,,,,,1763260366.3417902
1529,-0.007669452577829361,,,133248,0.003253924660384655,-0.00499164592474699,275.66998839378357,539.0,0.46443113684654236,0.0,0.0002201228926423937,-0.2916452884674072,0.01261731144040823,1763260366.6227643
1534,0.0021115392446517944,,,133760,7.907766848802567e-05,0.001575184054672718,276.27227759361267,539.0,0.46033936738967896,0.0,0.00021981567260809243,-0.8663418292999268,0.008321864530444145,1763260367.2250535
1536,-0.0018063932657241821,,,134016,0.0007017813622951508,0.010430047288537025,276.54682421684265,540.0,0.5220385789871216,0.0,0.0002196620625909418,-0.27997684478759766,0.0003254616167396307,1763260367.4996002
1543,-0.0008283257484436035,,,134656,0.0002207588404417038,-0.004626590758562088,277.3172068595886,541.0,0.43366679549217224,0.0,0.00021927803754806519,-0.001631021499633789,868.5383911132812,1763260368.2699828
1545,-0.02698594331741333,,,134912,0.006874171085655689,0.03712759166955948,277.6236574649811,541.0,0.47000542283058167,0.033203125,0.00021912442753091455,-0.24248576164245605,0.0001628599566174671,1763260368.5764334
1546,0.002275308594107628,,,135040,0.0003283098340034485,0.003301028162240982,277.83173537254333,541.0,0.5124697089195251,0.0,0.00021904762252233922,-0.3841376304626465,0.0003357416717335582,1763260368.7845113
1558,-0.010103438049554825,,,136192,0.0005721775814890862,-0.0092082554474473,279.7522943019867,542.0,0.4690732955932617,0.0,0.00021835637744516134,-0.0006369352340698242,541.0256958007812,1763260370.7050703
1559,0.0037778913974761963,,,136320,0.00015706848353147507,0.0029409127309918404,279.948890209198,542.0,0.46031883358955383,0.0,0.00021827957243658602,-0.007673859596252441,0.007742635905742645,1763260370.9016662
1563,-0.014124203473329544,,,136704,0.003941812552511692,0.02198154106736183,280.57633233070374,542.0,0.5431439876556396,0.0,0.00021804915741086006,-0.0001323223114013672,109.73162841796875,1763260371.5291083
1566,,500.0,500.0,137084,,,281.04394578933716,,,,,,,1763260371.9967217
1588,-0.0070937275886535645,,,139264,0.0010585291311144829,0.012892280705273151,284.7874684333801,543.0,0.43469691276550293,0.0,0.00021651305723935366,0.0742066502571106,0.01204140018671751,1763260375.7402444
1589,-0.004291463643312454,,,139392,0.00455709733068943,0.020378731191158295,284.9873893260956,543.0,0.5277563333511353,0.017578125,0.00021643625223077834,-0.1956617832183838,0.0006477031274698675,1763260375.9401653
1597,0.011814137920737267,,,140160,0.0037952205166220665,-0.017537808045744896,286.06622433662415,544.0,0.5232455730438232,0.03125,0.00021597542217932642,0.0007321834564208984,688.3792724609375,1763260377.0190003
1607,0.0003210306167602539,,,141184,0.000232660211622715,-0.000126558355987072,287.31744623184204,545.0,0.5051060318946838,0.0,0.00021536098211072385,-0.0002783536911010742,497.196044921875,1763260378.2702222
1609,0.002802809700369835,,,141440,0.0006593456491827965,0.003737696446478367,287.6071903705597,545.0,0.47374898195266724,0.0,0.0002152073720935732,-0.1499323844909668,0.0005518895341083407,1763260378.5599663
1610,-0.0153218824416399,,,141568,0.001249084249138832,0.019184567034244537,287.7552881240845,546.0,0.47267356514930725,0.0078125,0.0002151305670849979,0.02837473154067993,0.0003670973237603903,1763260378.708064
1612,-0.0014205053448677063,,,141696,0.0011872556060552597,0.007717132568359375,287.95276069641113,546.0,0.529690682888031,0.0,0.00021505376207642257,-0.00020885467529296875,168.25379943847656,1763260378.9055367
1626,-0.0003239735960960388,,,143104,0.00012036971747875214,0.0008115470409393311,289.72350454330444,547.0,0.4142906069755554,0.0,0.00021420890698209405,-0.00021982192993164062,253.346923828125,1763260380.6762805
1638,-0.000832531601190567,,,144384,0.00025132298469543457,0.0010793469846248627,291.93069291114807,548.0,0.4665690064430237,0.0,0.00021344085689634085,-0.11494207382202148,0.00047135280328802764,1763260382.8834689
1687,0.0011265203356742859,,,149504,0.001350567676126957,0.0018923161551356316,298.8141620159149,553.0,0.4815111756324768,0.0,0.00021036865655332804,0.0065871477127075195,0.00042765020043589175,1763260389.766938
1732,,500.0,500.0,154084,,,304.2125539779663,,,,,,,1763260395.16533
1745,-0.003431186079978943,,,154880,0.0005640340968966484,0.004140530712902546,305.7841536998749,558.0,0.42270469665527344,0.0,0.00020714286074507982,0.008494675159454346,1102.6102294921875,1763260396.7369297
1753,,61.0,61.0,155154,,,306.4164798259735,,,,,,,1763260397.3692558
1754,,42.0,42.0,155196,,,306.4538254737854,,,,,,,1763260397.4066014
1765,0.002342933788895607,,,155648,0.0011753588914871216,0.01597593165934086,307.4412624835968,557.0,0.43469786643981934,0.0,0.0002066820306936279,0.01821732521057129,801.3379516601562,1763260398.3940384
1768,,24.0,24.0,155733,,,307.5806179046631,,,,,,,1763260398.5333939
1777,0.005291605368256569,,,156032,0.0005794642493128777,-0.008722958154976368,308.20651030540466,557.0,0.4612222909927368,0.0,0.00020645161566790193,0.06975048780441284,680.4945068359375,1763260399.1592863
1818,,310.0,310.0,158022,,,311.9006061553955,,,,,,,1763260402.853382
1823,,500.0,500.0,158522,,,312.7239499092102,,,,,,,1763260403.6767259
1851,-0.00021230801939964294,,,161408,0.00012195482850074768,0.0008859541267156601,317.33737087249756,558.0,0.4706156253814697,0.0,0.00020322580530773848,-2.0451467037200928,0.10031457990407944,1763260408.2901468
1856,0.0035520028322935104,,,161920,0.0006535844877362251,0.00022080820053815842,317.99972105026245,559.0,0.4468544125556946,0.0,0.0002029185852734372,-0.2890028953552246,0.02950332686305046,1763260408.952497
1868,-0.013423055410385132,,,163072,0.0002382863312959671,0.006905924528837204,319.4595777988434,560.0,0.4412073493003845,0.0,0.00020222734019625932,-0.0042618513107299805,278.554931640625,1763260410.4123538
